ID;Geslacht;LeeftijdOp31December;Perioden;Immigratie_1;EmigratieInclusiefCorrecties_2;MigratiesaldoInclusiefCorrecties_3
67;Mannen en Vrouwen;0 jaar;2042;1789;753;1036
68;Mannen en Vrouwen;0 jaar;2043;1788;753;1035
69;Mannen en Vrouwen;0 jaar;2044;1787;751;1036
70;Mannen en Vrouwen;0 jaar;2045;1786;751;1035
71;Mannen en Vrouwen;0 jaar;2046;1785;749;1036
72;Mannen en Vrouwen;0 jaar;2047;1785;749;1036
73;Mannen en Vrouwen;0 jaar;2048;1785;748;1037
74;Mannen en Vrouwen;0 jaar;2049;1782;747;1035
75;Mannen en Vrouwen;0 jaar;2050;1782;747;1035
76;Mannen en Vrouwen;0 jaar;2051;1781;746;1035
77;Mannen en Vrouwen;0 jaar;2052;1779;746;1033
78;Mannen en Vrouwen;0 jaar;2053;1778;746;1032
79;Mannen en Vrouwen;0 jaar;2054;1779;746;1033
80;Mannen en Vrouwen;0 jaar;2055;1780;746;1034
81;Mannen en Vrouwen;0 jaar;2056;1780;747;1033
82;Mannen en Vrouwen;0 jaar;2057;1780;748;1032
83;Mannen en Vrouwen;0 jaar;2058;1780;750;1030
84;Mannen en Vrouwen;0 jaar;2059;1780;752;1028
85;Mannen en Vrouwen;0 jaar;2060;1781;752;1029
86;Mannen en Vrouwen;0 jaar;2061;1781;756;1025
87;Mannen en Vrouwen;0 jaar;2062;1782;758;1024
88;Mannen en Vrouwen;0 jaar;2063;1782;760;1022
89;Mannen en Vrouwen;0 jaar;2064;1783;763;1020
90;Mannen en Vrouwen;0 jaar;2065;1785;767;1018
91;Mannen en Vrouwen;0 jaar;2066;1786;770;1016
92;Mannen en Vrouwen;0 jaar;2067;1787;771;1016
93;Mannen en Vrouwen;0 jaar;2068;1787;773;1014
94;Mannen en Vrouwen;0 jaar;2069;1786;775;1011
95;Mannen en Vrouwen;0 jaar;2070;1786;779;1007
96;Mannen en Vrouwen;1 jaar;2023;2828;1479;1349
97;Mannen en Vrouwen;1 jaar;2024;2714;1488;1226
98;Mannen en Vrouwen;1 jaar;2025;2670;1569;1101
99;Mannen en Vrouwen;1 jaar;2026;2616;1673;943
100;Mannen en Vrouwen;1 jaar;2027;2623;1799;824
101;Mannen en Vrouwen;1 jaar;2028;2647;1951;696
102;Mannen en Vrouwen;1 jaar;2029;2676;2005;671
103;Mannen en Vrouwen;1 jaar;2030;2702;2068;634
104;Mannen en Vrouwen;1 jaar;2031;2734;2130;604
105;Mannen en Vrouwen;1 jaar;2032;2754;2184;570
106;Mannen en Vrouwen;1 jaar;2033;2774;2228;546
107;Mannen en Vrouwen;1 jaar;2034;2782;2270;512
108;Mannen en Vrouwen;1 jaar;2035;2790;2308;482
109;Mannen en Vrouwen;1 jaar;2036;2798;2342;456
110;Mannen en Vrouwen;1 jaar;2037;2800;2369;431
111;Mannen en Vrouwen;1 jaar;2038;2804;2387;417
112;Mannen en Vrouwen;1 jaar;2039;2806;2394;412
113;Mannen en Vrouwen;1 jaar;2040;2808;2394;414
114;Mannen en Vrouwen;1 jaar;2041;2809;2393;416
115;Mannen en Vrouwen;1 jaar;2042;2809;2391;418
116;Mannen en Vrouwen;1 jaar;2043;2812;2387;425
117;Mannen en Vrouwen;1 jaar;2044;2812;2383;429
118;Mannen en Vrouwen;1 jaar;2045;2811;2381;430
119;Mannen en Vrouwen;1 jaar;2046;2809;2377;432
120;Mannen en Vrouwen;1 jaar;2047;2811;2374;437
121;Mannen en Vrouwen;1 jaar;2048;2808;2371;437
122;Mannen en Vrouwen;1 jaar;2049;2807;2367;440
123;Mannen en Vrouwen;1 jaar;2050;2808;2366;442
124;Mannen en Vrouwen;1 jaar;2051;2808;2364;444
125;Mannen en Vrouwen;1 jaar;2052;2806;2362;444
126;Mannen en Vrouwen;1 jaar;2053;2803;2360;443
127;Mannen en Vrouwen;1 jaar;2054;2804;2359;445
128;Mannen en Vrouwen;1 jaar;2055;2803;2359;444
129;Mannen en Vrouwen;1 jaar;2056;2804;2361;443
130;Mannen en Vrouwen;1 jaar;2057;2802;2362;440
131;Mannen en Vrouwen;1 jaar;2058;2801;2365;436
132;Mannen en Vrouwen;1 jaar;2059;2802;2368;434
133;Mannen en Vrouwen;1 jaar;2060;2803;2374;429
134;Mannen en Vrouwen;1 jaar;2061;2805;2380;425
135;Mannen en Vrouwen;1 jaar;2062;2802;2386;416
136;Mannen en Vrouwen;1 jaar;2063;2805;2395;410
137;Mannen en Vrouwen;1 jaar;2064;2806;2403;403
138;Mannen en Vrouwen;1 jaar;2065;2805;2411;394
139;Mannen en Vrouwen;1 jaar;2066;2806;2420;386
140;Mannen en Vrouwen;1 jaar;2067;2806;2427;379
141;Mannen en Vrouwen;1 jaar;2068;2805;2434;371
142;Mannen en Vrouwen;1 jaar;2069;2805;2442;363
143;Mannen en Vrouwen;1 jaar;2070;2809;2452;357
144;Mannen en Vrouwen;2 jaar;2023;3216;1846;1370
145;Mannen en Vrouwen;2 jaar;2024;3068;1675;1393
146;Mannen en Vrouwen;2 jaar;2025;3004;1697;1307
147;Mannen en Vrouwen;2 jaar;2026;2945;1788;1157
148;Mannen en Vrouwen;2 jaar;2027;2940;1904;1036
149;Mannen en Vrouwen;2 jaar;2028;2964;2047;917
150;Mannen en Vrouwen;2 jaar;2029;2990;2097;893
151;Mannen en Vrouwen;2 jaar;2030;3017;2151;866
152;Mannen en Vrouwen;2 jaar;2031;3050;2208;842
153;Mannen en Vrouwen;2 jaar;2032;3072;2262;810
154;Mannen en Vrouwen;2 jaar;2033;3087;2307;780
155;Mannen en Vrouwen;2 jaar;2034;3101;2351;750
156;Mannen en Vrouwen;2 jaar;2035;3109;2391;718
157;Mannen en Vrouwen;2 jaar;2036;3114;2429;685
158;Mannen en Vrouwen;2 jaar;2037;3119;2464;655
159;Mannen en Vrouwen;2 jaar;2038;3125;2490;635
160;Mannen en Vrouwen;2 jaar;2039;3129;2506;623
161;Mannen en Vrouwen;2 jaar;2040;3132;2512;620
162;Mannen en Vrouwen;2 jaar;2041;3134;2512;622
163;Mannen en Vrouwen;2 jaar;2042;3136;2508;628
164;Mannen en Vrouwen;2 jaar;2043;3139;2505;634
165;Mannen en Vrouwen;2 jaar;2044;3138;2502;636
166;Mannen en Vrouwen;2 jaar;2045;3138;2500;638
167;Mannen en Vrouwen;2 jaar;2046;3139;2495;644
168;Mannen en Vrouwen;2 jaar;2047;3137;2493;644
169;Mannen en Vrouwen;2 jaar;2048;3137;2489;648
170;Mannen en Vrouwen;2 jaar;2049;3134;2485;649
171;Mannen en Vrouwen;2 jaar;2050;3133;2483;650
172;Mannen en Vrouwen;2 jaar;2051;3132;2481;651
173;Mannen en Vrouwen;2 jaar;2052;3131;2478;653
174;Mannen en Vrouwen;2 jaar;2053;3129;2476;653
175;Mannen en Vrouwen;2 jaar;2054;3125;2474;651
176;Mannen en Vrouwen;2 jaar;2055;3123;2472;651
177;Mannen en Vrouwen;2 jaar;2056;3124;2473;651
178;Mannen en Vrouwen;2 jaar;2057;3123;2472;651
179;Mannen en Vrouwen;2 jaar;2058;3124;2474;650
180;Mannen en Vrouwen;2 jaar;2059;3125;2477;648
181;Mannen en Vrouwen;2 jaar;2060;3126;2480;646
182;Mannen en Vrouwen;2 jaar;2061;3126;2485;641
183;Mannen en Vrouwen;2 jaar;2062;3127;2490;637
184;Mannen en Vrouwen;2 jaar;2063;3129;2497;632
185;Mannen en Vrouwen;2 jaar;2064;3132;2505;627
186;Mannen en Vrouwen;2 jaar;2065;3129;2512;617
187;Mannen en Vrouwen;2 jaar;2066;3132;2521;611
188;Mannen en Vrouwen;2 jaar;2067;3130;2529;601
189;Mannen en Vrouwen;2 jaar;2068;3132;2536;596
190;Mannen en Vrouwen;2 jaar;2069;3132;2543;589
191;Mannen en Vrouwen;2 jaar;2070;3132;2556;576
192;Mannen en Vrouwen;3 jaar;2023;3183;1861;1322
193;Mannen en Vrouwen;3 jaar;2024;3057;1981;1076
194;Mannen en Vrouwen;3 jaar;2025;2963;1865;1098
195;Mannen en Vrouwen;3 jaar;2026;2882;1907;975
196;Mannen en Vrouwen;3 jaar;2027;2875;2014;861
197;Mannen en Vrouwen;3 jaar;2028;2888;2147;741
198;Mannen en Vrouwen;3 jaar;2029;2924;2186;738
199;Mannen en Vrouwen;3 jaar;2030;2951;2235;716
200;Mannen en Vrouwen;3 jaar;2031;2972;2283;689
201;Mannen en Vrouwen;3 jaar;2032;3000;2335;665
202;Mannen en Vrouwen;3 jaar;2033;3010;2379;631
203;Mannen en Vrouwen;3 jaar;2034;3022;2424;598
204;Mannen en Vrouwen;3 jaar;2035;3037;2466;571
205;Mannen en Vrouwen;3 jaar;2036;3043;2507;536
206;Mannen en Vrouwen;3 jaar;2037;3050;2545;505
207;Mannen en Vrouwen;3 jaar;2038;3056;2578;478
208;Mannen en Vrouwen;3 jaar;2039;3061;2602;459
209;Mannen en Vrouwen;3 jaar;2040;3065;2618;447
210;Mannen en Vrouwen;3 jaar;2041;3068;2622;446
211;Mannen en Vrouwen;3 jaar;2042;3070;2621;449
212;Mannen en Vrouwen;3 jaar;2043;3074;2619;455
213;Mannen en Vrouwen;3 jaar;2044;3074;2615;459
214;Mannen en Vrouwen;3 jaar;2045;3075;2612;463
215;Mannen en Vrouwen;3 jaar;2046;3075;2609;466
216;Mannen en Vrouwen;3 jaar;2047;3075;2604;471
217;Mannen en Vrouwen;3 jaar;2048;3073;2601;472
218;Mannen en Vrouwen;3 jaar;2049;3070;2597;473
219;Mannen en Vrouwen;3 jaar;2050;3068;2593;475
220;Mannen en Vrouwen;3 jaar;2051;3067;2590;477
221;Mannen en Vrouwen;3 jaar;2052;3066;2587;479
222;Mannen en Vrouwen;3 jaar;2053;3062;2585;477
223;Mannen en Vrouwen;3 jaar;2054;3063;2583;480
224;Mannen en Vrouwen;3 jaar;2055;3063;2579;484
225;Mannen en Vrouwen;3 jaar;2056;3063;2579;484
226;Mannen en Vrouwen;3 jaar;2057;3061;2578;483
227;Mannen en Vrouwen;3 jaar;2058;3060;2578;482
228;Mannen en Vrouwen;3 jaar;2059;3061;2581;480
229;Mannen en Vrouwen;3 jaar;2060;3060;2583;477
230;Mannen en Vrouwen;3 jaar;2061;3062;2587;475
231;Mannen en Vrouwen;3 jaar;2062;3061;2591;470
232;Mannen en Vrouwen;3 jaar;2063;3063;2595;468
233;Mannen en Vrouwen;3 jaar;2064;3063;2603;460
234;Mannen en Vrouwen;3 jaar;2065;3065;2609;456
235;Mannen en Vrouwen;3 jaar;2066;3066;2618;448
236;Mannen en Vrouwen;3 jaar;2067;3067;2627;440
237;Mannen en Vrouwen;3 jaar;2068;3069;2634;435
238;Mannen en Vrouwen;3 jaar;2069;3068;2640;428
239;Mannen en Vrouwen;3 jaar;2070;3068;2654;414
240;Mannen en Vrouwen;4 jaar;2023;3117;1862;1255
241;Mannen en Vrouwen;4 jaar;2024;2955;1871;1084
242;Mannen en Vrouwen;4 jaar;2025;2889;2002;887
243;Mannen en Vrouwen;4 jaar;2026;2787;1928;859
244;Mannen en Vrouwen;4 jaar;2027;2768;1990;778
245;Mannen en Vrouwen;4 jaar;2028;2783;2109;674
246;Mannen en Vrouwen;4 jaar;2029;2812;2131;681
247;Mannen en Vrouwen;4 jaar;2030;2841;2168;673
248;Mannen en Vrouwen;4 jaar;2031;2861;2207;654
249;Mannen en Vrouwen;4 jaar;2032;2887;2246;641
250;Mannen en Vrouwen;4 jaar;2033;2902;2286;616
251;Mannen en Vrouwen;4 jaar;2034;2913;2328;585
252;Mannen en Vrouwen;4 jaar;2035;2925;2368;557
253;Mannen en Vrouwen;4 jaar;2036;2938;2408;530
254;Mannen en Vrouwen;4 jaar;2037;2944;2446;498
255;Mannen en Vrouwen;4 jaar;2038;2951;2478;473
256;Mannen en Vrouwen;4 jaar;2039;2959;2505;454
257;Mannen en Vrouwen;4 jaar;2040;2965;2527;438
258;Mannen en Vrouwen;4 jaar;2041;2967;2538;429
259;Mannen en Vrouwen;4 jaar;2042;2970;2542;428
260;Mannen en Vrouwen;4 jaar;2043;2970;2542;428
261;Mannen en Vrouwen;4 jaar;2044;2976;2539;437
262;Mannen en Vrouwen;4 jaar;2045;2978;2537;441
263;Mannen en Vrouwen;4 jaar;2046;2977;2532;445
264;Mannen en Vrouwen;4 jaar;2047;2977;2528;449
265;Mannen en Vrouwen;4 jaar;2048;2976;2523;453
266;Mannen en Vrouwen;4 jaar;2049;2976;2519;457
267;Mannen en Vrouwen;4 jaar;2050;2974;2515;459
268;Mannen en Vrouwen;4 jaar;2051;2969;2512;457
269;Mannen en Vrouwen;4 jaar;2052;2968;2508;460
270;Mannen en Vrouwen;4 jaar;2053;2967;2506;461
271;Mannen en Vrouwen;4 jaar;2054;2965;2502;463
272;Mannen en Vrouwen;4 jaar;2055;2964;2499;465
273;Mannen en Vrouwen;4 jaar;2056;2962;2497;465
274;Mannen en Vrouwen;4 jaar;2057;2962;2496;466
275;Mannen en Vrouwen;4 jaar;2058;2960;2495;465
276;Mannen en Vrouwen;4 jaar;2059;2960;2496;464
277;Mannen en Vrouwen;4 jaar;2060;2960;2496;464
278;Mannen en Vrouwen;4 jaar;2061;2959;2498;461
279;Mannen en Vrouwen;4 jaar;2062;2961;2502;459
280;Mannen en Vrouwen;4 jaar;2063;2960;2505;455
281;Mannen en Vrouwen;4 jaar;2064;2962;2510;452
282;Mannen en Vrouwen;4 jaar;2065;2964;2517;447
283;Mannen en Vrouwen;4 jaar;2066;2965;2523;442
284;Mannen en Vrouwen;4 jaar;2067;2967;2532;435
285;Mannen en Vrouwen;4 jaar;2068;2969;2538;431
286;Mannen en Vrouwen;4 jaar;2069;2971;2546;425
287;Mannen en Vrouwen;4 jaar;2070;2974;2561;413
288;Mannen en Vrouwen;5 jaar;2023;3061;1864;1197
289;Mannen en Vrouwen;5 jaar;2024;2907;1866;1041
290;Mannen en Vrouwen;5 jaar;2025;2817;1897;920
291;Mannen en Vrouwen;5 jaar;2026;2742;2034;708
292;Mannen en Vrouwen;5 jaar;2027;2705;2001;704
293;Mannen en Vrouwen;5 jaar;2028;2722;2077;645
294;Mannen en Vrouwen;5 jaar;2029;2749;2089;660
295;Mannen en Vrouwen;5 jaar;2030;2769;2109;660
296;Mannen en Vrouwen;5 jaar;2031;2800;2140;660
297;Mannen en Vrouwen;5 jaar;2032;2820;2172;648
298;Mannen en Vrouwen;5 jaar;2033;2832;2204;628
299;Mannen en Vrouwen;5 jaar;2034;2841;2240;601
300;Mannen en Vrouwen;5 jaar;2035;2855;2280;575
301;Mannen en Vrouwen;5 jaar;2036;2868;2318;550
302;Mannen en Vrouwen;5 jaar;2037;2879;2356;523
303;Mannen en Vrouwen;5 jaar;2038;2887;2390;497
304;Mannen en Vrouwen;5 jaar;2039;2891;2419;472
305;Mannen en Vrouwen;5 jaar;2040;2901;2445;456
306;Mannen en Vrouwen;5 jaar;2041;2905;2462;443
307;Mannen en Vrouwen;5 jaar;2042;2909;2474;435
308;Mannen en Vrouwen;5 jaar;2043;2914;2478;436
309;Mannen en Vrouwen;5 jaar;2044;2918;2477;441
310;Mannen en Vrouwen;5 jaar;2045;2917;2475;442
311;Mannen en Vrouwen;5 jaar;2046;2918;2471;447
312;Mannen en Vrouwen;5 jaar;2047;2918;2467;451
313;Mannen en Vrouwen;5 jaar;2048;2918;2462;456
314;Mannen en Vrouwen;5 jaar;2049;2916;2458;458
315;Mannen en Vrouwen;5 jaar;2050;2915;2454;461
316;Mannen en Vrouwen;5 jaar;2051;2913;2451;462
317;Mannen en Vrouwen;5 jaar;2052;2910;2447;463
318;Mannen en Vrouwen;5 jaar;2053;2907;2443;464
319;Mannen en Vrouwen;5 jaar;2054;2906;2440;466
320;Mannen en Vrouwen;5 jaar;2055;2904;2437;467
321;Mannen en Vrouwen;5 jaar;2056;2905;2435;470
322;Mannen en Vrouwen;5 jaar;2057;2904;2432;472
323;Mannen en Vrouwen;5 jaar;2058;2904;2430;474
324;Mannen en Vrouwen;5 jaar;2059;2903;2430;473
325;Mannen en Vrouwen;5 jaar;2060;2902;2431;471
326;Mannen en Vrouwen;5 jaar;2061;2901;2432;469
327;Mannen en Vrouwen;5 jaar;2062;2901;2435;466
328;Mannen en Vrouwen;5 jaar;2063;2903;2437;466
329;Mannen en Vrouwen;5 jaar;2064;2902;2441;461
330;Mannen en Vrouwen;5 jaar;2065;2901;2446;455
331;Mannen en Vrouwen;5 jaar;2066;2904;2451;453
332;Mannen en Vrouwen;5 jaar;2067;2904;2459;445
333;Mannen en Vrouwen;5 jaar;2068;2907;2465;442
334;Mannen en Vrouwen;5 jaar;2069;2910;2473;437
335;Mannen en Vrouwen;5 jaar;2070;2912;2488;424
336;Mannen en Vrouwen;6 jaar;2023;2969;1800;1169
337;Mannen en Vrouwen;6 jaar;2024;2802;1794;1008
338;Mannen en Vrouwen;6 jaar;2025;2708;1814;894
339;Mannen en Vrouwen;6 jaar;2026;2618;1856;762
340;Mannen en Vrouwen;6 jaar;2027;2616;2008;608
341;Mannen en Vrouwen;6 jaar;2028;2611;1994;617
342;Mannen en Vrouwen;6 jaar;2029;2629;1967;662
343;Mannen en Vrouwen;6 jaar;2030;2646;1977;669
344;Mannen en Vrouwen;6 jaar;2031;2679;1992;687
345;Mannen en Vrouwen;6 jaar;2032;2695;2015;680
346;Mannen en Vrouwen;6 jaar;2033;2707;2037;670
347;Mannen en Vrouwen;6 jaar;2034;2719;2064;655
348;Mannen en Vrouwen;6 jaar;2035;2730;2098;632
349;Mannen en Vrouwen;6 jaar;2036;2743;2132;611
350;Mannen en Vrouwen;6 jaar;2037;2752;2166;586
351;Mannen en Vrouwen;6 jaar;2038;2763;2198;565
352;Mannen en Vrouwen;6 jaar;2039;2774;2226;548
353;Mannen en Vrouwen;6 jaar;2040;2782;2250;532
354;Mannen en Vrouwen;6 jaar;2041;2790;2271;519
355;Mannen en Vrouwen;6 jaar;2042;2793;2286;507
356;Mannen en Vrouwen;6 jaar;2043;2801;2296;505
357;Mannen en Vrouwen;6 jaar;2044;2803;2299;504
358;Mannen en Vrouwen;6 jaar;2045;2804;2297;507
359;Mannen en Vrouwen;6 jaar;2046;2806;2293;513
360;Mannen en Vrouwen;6 jaar;2047;2804;2291;513
361;Mannen en Vrouwen;6 jaar;2048;2804;2286;518
362;Mannen en Vrouwen;6 jaar;2049;2803;2283;520
363;Mannen en Vrouwen;6 jaar;2050;2800;2279;521
364;Mannen en Vrouwen;6 jaar;2051;2798;2275;523
365;Mannen en Vrouwen;6 jaar;2052;2798;2270;528
366;Mannen en Vrouwen;6 jaar;2053;2798;2267;531
367;Mannen en Vrouwen;6 jaar;2054;2798;2262;536
368;Mannen en Vrouwen;6 jaar;2055;2796;2259;537
369;Mannen en Vrouwen;6 jaar;2056;2793;2256;537
370;Mannen en Vrouwen;6 jaar;2057;2793;2252;541
371;Mannen en Vrouwen;6 jaar;2058;2791;2252;539
372;Mannen en Vrouwen;6 jaar;2059;2789;2250;539
373;Mannen en Vrouwen;6 jaar;2060;2787;2250;537
374;Mannen en Vrouwen;6 jaar;2061;2787;2249;538
375;Mannen en Vrouwen;6 jaar;2062;2787;2251;536
376;Mannen en Vrouwen;6 jaar;2063;2788;2252;536
377;Mannen en Vrouwen;6 jaar;2064;2790;2255;535
378;Mannen en Vrouwen;6 jaar;2065;2791;2258;533
379;Mannen en Vrouwen;6 jaar;2066;2793;2262;531
380;Mannen en Vrouwen;6 jaar;2067;2797;2269;528
381;Mannen en Vrouwen;6 jaar;2068;2800;2274;526
382;Mannen en Vrouwen;6 jaar;2069;2800;2282;518
383;Mannen en Vrouwen;6 jaar;2070;2800;2294;506
384;Mannen en Vrouwen;7 jaar;2023;2840;1695;1145
385;Mannen en Vrouwen;7 jaar;2024;2664;1661;1003
386;Mannen en Vrouwen;7 jaar;2025;2563;1676;887
387;Mannen en Vrouwen;7 jaar;2026;2467;1705;762
388;Mannen en Vrouwen;7 jaar;2027;2449;1768;681
389;Mannen en Vrouwen;7 jaar;2028;2481;1913;568
390;Mannen en Vrouwen;7 jaar;2029;2483;1815;668
391;Mannen en Vrouwen;7 jaar;2030;2499;1792;707
392;Mannen en Vrouwen;7 jaar;2031;2521;1797;724
393;Mannen en Vrouwen;7 jaar;2032;2545;1806;739
394;Mannen en Vrouwen;7 jaar;2033;2554;1820;734
395;Mannen en Vrouwen;7 jaar;2034;2560;1839;721
396;Mannen en Vrouwen;7 jaar;2035;2576;1860;716
397;Mannen en Vrouwen;7 jaar;2036;2583;1889;694
398;Mannen en Vrouwen;7 jaar;2037;2592;1917;675
399;Mannen en Vrouwen;7 jaar;2038;2604;1944;660
400;Mannen en Vrouwen;7 jaar;2039;2616;1969;647
401;Mannen en Vrouwen;7 jaar;2040;2630;1991;639
402;Mannen en Vrouwen;7 jaar;2041;2632;2010;622
403;Mannen en Vrouwen;7 jaar;2042;2645;2025;620
404;Mannen en Vrouwen;7 jaar;2043;2648;2038;610
405;Mannen en Vrouwen;7 jaar;2044;2656;2044;612
406;Mannen en Vrouwen;7 jaar;2045;2657;2046;611
407;Mannen en Vrouwen;7 jaar;2046;2658;2044;614
408;Mannen en Vrouwen;7 jaar;2047;2659;2042;617
409;Mannen en Vrouwen;7 jaar;2048;2657;2037;620
410;Mannen en Vrouwen;7 jaar;2049;2656;2034;622
411;Mannen en Vrouwen;7 jaar;2050;2659;2030;629
412;Mannen en Vrouwen;7 jaar;2051;2653;2026;627
413;Mannen en Vrouwen;7 jaar;2052;2653;2022;631
414;Mannen en Vrouwen;7 jaar;2053;2649;2018;631
415;Mannen en Vrouwen;7 jaar;2054;2649;2013;636
416;Mannen en Vrouwen;7 jaar;2055;2649;2010;639
417;Mannen en Vrouwen;7 jaar;2056;2646;2006;640
418;Mannen en Vrouwen;7 jaar;2057;2645;2003;642
419;Mannen en Vrouwen;7 jaar;2058;2642;2001;641
420;Mannen en Vrouwen;7 jaar;2059;2641;1999;642
421;Mannen en Vrouwen;7 jaar;2060;2640;1997;643
422;Mannen en Vrouwen;7 jaar;2061;2640;1997;643
423;Mannen en Vrouwen;7 jaar;2062;2641;1996;645
424;Mannen en Vrouwen;7 jaar;2063;2640;1997;643
425;Mannen en Vrouwen;7 jaar;2064;2640;1998;642
426;Mannen en Vrouwen;7 jaar;2065;2641;2000;641
427;Mannen en Vrouwen;7 jaar;2066;2645;2003;642
428;Mannen en Vrouwen;7 jaar;2067;2645;2007;638
429;Mannen en Vrouwen;7 jaar;2068;2647;2012;635
430;Mannen en Vrouwen;7 jaar;2069;2649;2016;633
431;Mannen en Vrouwen;7 jaar;2070;2650;2027;623
432;Mannen en Vrouwen;8 jaar;2023;2733;1552;1181
433;Mannen en Vrouwen;8 jaar;2024;2554;1540;1014
434;Mannen en Vrouwen;8 jaar;2025;2441;1535;906
435;Mannen en Vrouwen;8 jaar;2026;2339;1562;777
436;Mannen en Vrouwen;8 jaar;2027;2323;1616;707
437;Mannen en Vrouwen;8 jaar;2028;2341;1684;657
438;Mannen en Vrouwen;8 jaar;2029;2385;1731;654
439;Mannen en Vrouwen;8 jaar;2030;2381;1649;732
440;Mannen en Vrouwen;8 jaar;2031;2391;1628;763
441;Mannen en Vrouwen;8 jaar;2032;2416;1629;787
442;Mannen en Vrouwen;8 jaar;2033;2426;1632;794
443;Mannen en Vrouwen;8 jaar;2034;2431;1644;787
444;Mannen en Vrouwen;8 jaar;2035;2438;1660;778
445;Mannen en Vrouwen;8 jaar;2036;2449;1680;769
