ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
7144;Listed monuments total;Diemen;1997;1
7145;Listed monuments total;Diemen;1998;15
7146;Listed monuments total;Diemen;1999;15
7147;Listed monuments total;Diemen;2000;15
7148;Listed monuments total;Diemen;2001;15
7149;Listed monuments total;Diemen;2002;15
7150;Listed monuments total;Diemen;2003;15
7151;Listed monuments total;Diemen;2004;16
7152;Listed monuments total;Diemen;2005;16
7153;Listed monuments total;Diemen;2006;16
7154;Listed monuments total;Diemen;2007;17
7155;Listed monuments total;Diemen;2008;17
7156;Listed monuments total;Diemen;2009;17
7157;Listed monuments total;Diemen;2010;17
7158;Listed monuments total;Diemen;2011;17
7159;Listed monuments total;Diemen;2012;17
7160;Listed monuments total;Diemen;2013;17
7161;Listed monuments total;Diemen;2014;17
7162;Listed monuments total;Diemen;2015;17
7163;Listed monuments total;Diemen;2016;17
7164;Listed monuments total;Diemen;2017;17
7165;Listed monuments total;Diemen;2018;17
7166;Listed monuments total;Diemen;2019;17
7167;Listed monuments total;Diemen;2020;17
7168;Listed monuments total;Dinkelland;1965;40
7169;Listed monuments total;Dinkelland;1966;40
7170;Listed monuments total;Dinkelland;1967;40
7171;Listed monuments total;Dinkelland;1968;40
7172;Listed monuments total;Dinkelland;1969;40
7173;Listed monuments total;Dinkelland;1970;40
7174;Listed monuments total;Dinkelland;1971;40
7175;Listed monuments total;Dinkelland;1972;65
7176;Listed monuments total;Dinkelland;1973;67
7177;Listed monuments total;Dinkelland;1974;67
7178;Listed monuments total;Dinkelland;1975;70
7179;Listed monuments total;Dinkelland;1976;70
7180;Listed monuments total;Dinkelland;1977;85
7181;Listed monuments total;Dinkelland;1978;91
7182;Listed monuments total;Dinkelland;1979;93
7183;Listed monuments total;Dinkelland;1980;94
7184;Listed monuments total;Dinkelland;1981;94
7185;Listed monuments total;Dinkelland;1982;94
7186;Listed monuments total;Dinkelland;1983;94
7187;Listed monuments total;Dinkelland;1984;95
7188;Listed monuments total;Dinkelland;1985;95
7189;Listed monuments total;Dinkelland;1986;95
7190;Listed monuments total;Dinkelland;1987;95
7191;Listed monuments total;Dinkelland;1988;95
7192;Listed monuments total;Dinkelland;1989;95
7193;Listed monuments total;Dinkelland;1990;91
7194;Listed monuments total;Dinkelland;1991;91
7195;Listed monuments total;Dinkelland;1992;92
7196;Listed monuments total;Dinkelland;1993;92
7197;Listed monuments total;Dinkelland;1994;92
7198;Listed monuments total;Dinkelland;1995;92
7199;Listed monuments total;Dinkelland;1996;92
7200;Listed monuments total;Dinkelland;1997;92
7201;Listed monuments total;Dinkelland;1998;99
7202;Listed monuments total;Dinkelland;1999;132
7203;Listed monuments total;Dinkelland;2000;132
7204;Listed monuments total;Dinkelland;2001;132
7205;Listed monuments total;Dinkelland;2002;132
7206;Listed monuments total;Dinkelland;2003;132
7207;Listed monuments total;Dinkelland;2004;132
7208;Listed monuments total;Dinkelland;2005;132
7209;Listed monuments total;Dinkelland;2006;151
7210;Listed monuments total;Dinkelland;2007;150
7211;Listed monuments total;Dinkelland;2008;150
7212;Listed monuments total;Dinkelland;2009;150
7213;Listed monuments total;Dinkelland;2010;150
7214;Listed monuments total;Dinkelland;2011;150
7215;Listed monuments total;Dinkelland;2012;150
7216;Listed monuments total;Dinkelland;2013;144
7217;Listed monuments total;Dinkelland;2014;144
7218;Listed monuments total;Dinkelland;2015;144
7219;Listed monuments total;Dinkelland;2016;144
7220;Listed monuments total;Dinkelland;2017;143
7221;Listed monuments total;Dinkelland;2018;143
7222;Listed monuments total;Dinkelland;2019;143
7223;Listed monuments total;Dinkelland;2020;143
7224;Listed monuments total;Doesburg;1965;0
7225;Listed monuments total;Doesburg;1966;139
7226;Listed monuments total;Doesburg;1967;139
7227;Listed monuments total;Doesburg;1968;142
7228;Listed monuments total;Doesburg;1969;142
7229;Listed monuments total;Doesburg;1970;142
7230;Listed monuments total;Doesburg;1971;142
7231;Listed monuments total;Doesburg;1972;142
7232;Listed monuments total;Doesburg;1973;142
7233;Listed monuments total;Doesburg;1974;142
7234;Listed monuments total;Doesburg;1975;142
7235;Listed monuments total;Doesburg;1976;142
7236;Listed monuments total;Doesburg;1977;142
7237;Listed monuments total;Doesburg;1978;142
7238;Listed monuments total;Doesburg;1979;142
7239;Listed monuments total;Doesburg;1980;144
7240;Listed monuments total;Doesburg;1981;145
7241;Listed monuments total;Doesburg;1982;145
7242;Listed monuments total;Doesburg;1983;145
7243;Listed monuments total;Doesburg;1984;145
7244;Listed monuments total;Doesburg;1985;145
7245;Listed monuments total;Doesburg;1986;145
7246;Listed monuments total;Doesburg;1987;145
7247;Listed monuments total;Doesburg;1988;145
7248;Listed monuments total;Doesburg;1989;145
7249;Listed monuments total;Doesburg;1990;145
7250;Listed monuments total;Doesburg;1991;145
7251;Listed monuments total;Doesburg;1992;145
7252;Listed monuments total;Doesburg;1993;146
7253;Listed monuments total;Doesburg;1994;146
7254;Listed monuments total;Doesburg;1995;146
7255;Listed monuments total;Doesburg;1996;146
7256;Listed monuments total;Doesburg;1997;146
7257;Listed monuments total;Doesburg;1998;146
7258;Listed monuments total;Doesburg;1999;159
7259;Listed monuments total;Doesburg;2000;159
7260;Listed monuments total;Doesburg;2001;159
7261;Listed monuments total;Doesburg;2002;159
7262;Listed monuments total;Doesburg;2003;159
7263;Listed monuments total;Doesburg;2004;159
7264;Listed monuments total;Doesburg;2005;160
7265;Listed monuments total;Doesburg;2006;160
7266;Listed monuments total;Doesburg;2007;160
7267;Listed monuments total;Doesburg;2008;160
7268;Listed monuments total;Doesburg;2009;160
7269;Listed monuments total;Doesburg;2010;160
7270;Listed monuments total;Doesburg;2011;160
7271;Listed monuments total;Doesburg;2012;160
7272;Listed monuments total;Doesburg;2013;158
7273;Listed monuments total;Doesburg;2014;158
7274;Listed monuments total;Doesburg;2015;158
7275;Listed monuments total;Doesburg;2016;158
7276;Listed monuments total;Doesburg;2017;158
7277;Listed monuments total;Doesburg;2018;158
7278;Listed monuments total;Doesburg;2019;158
7279;Listed monuments total;Doesburg;2020;158
7280;Listed monuments total;Doetinchem;1965;0
7281;Listed monuments total;Doetinchem;1966;13
7282;Listed monuments total;Doetinchem;1967;13
7283;Listed monuments total;Doetinchem;1968;13
7284;Listed monuments total;Doetinchem;1969;13
7285;Listed monuments total;Doetinchem;1970;13
7286;Listed monuments total;Doetinchem;1971;13
7287;Listed monuments total;Doetinchem;1972;13
7288;Listed monuments total;Doetinchem;1973;13
7289;Listed monuments total;Doetinchem;1974;13
7290;Listed monuments total;Doetinchem;1975;13
7291;Listed monuments total;Doetinchem;1976;15
7292;Listed monuments total;Doetinchem;1977;15
7293;Listed monuments total;Doetinchem;1978;15
7294;Listed monuments total;Doetinchem;1979;15
7295;Listed monuments total;Doetinchem;1980;15
7296;Listed monuments total;Doetinchem;1981;15
7297;Listed monuments total;Doetinchem;1982;15
7298;Listed monuments total;Doetinchem;1983;16
7299;Listed monuments total;Doetinchem;1984;16
7300;Listed monuments total;Doetinchem;1985;16
7301;Listed monuments total;Doetinchem;1986;16
7302;Listed monuments total;Doetinchem;1987;16
7303;Listed monuments total;Doetinchem;1988;16
7304;Listed monuments total;Doetinchem;1989;16
7305;Listed monuments total;Doetinchem;1990;16
7306;Listed monuments total;Doetinchem;1991;16
7307;Listed monuments total;Doetinchem;1992;16
7308;Listed monuments total;Doetinchem;1993;16
7309;Listed monuments total;Doetinchem;1994;17
7310;Listed monuments total;Doetinchem;1995;17
7311;Listed monuments total;Doetinchem;1996;17
7312;Listed monuments total;Doetinchem;1997;17
7313;Listed monuments total;Doetinchem;1998;17
7314;Listed monuments total;Doetinchem;1999;27
7315;Listed monuments total;Doetinchem;2000;30
7316;Listed monuments total;Doetinchem;2001;30
7317;Listed monuments total;Doetinchem;2002;30
7318;Listed monuments total;Doetinchem;2003;30
7319;Listed monuments total;Doetinchem;2004;30
7320;Listed monuments total;Doetinchem;2005;37
7321;Listed monuments total;Doetinchem;2006;37
7322;Listed monuments total;Doetinchem;2007;37
7323;Listed monuments total;Doetinchem;2008;37
7324;Listed monuments total;Doetinchem;2009;37
7325;Listed monuments total;Doetinchem;2010;37
7326;Listed monuments total;Doetinchem;2011;37
7327;Listed monuments total;Doetinchem;2012;37
7328;Listed monuments total;Doetinchem;2013;36
7329;Listed monuments total;Doetinchem;2014;36
7330;Listed monuments total;Doetinchem;2015;36
7331;Listed monuments total;Doetinchem;2016;36
7332;Listed monuments total;Doetinchem;2017;36
7333;Listed monuments total;Doetinchem;2018;36
7334;Listed monuments total;Doetinchem;2019;36
7335;Listed monuments total;Doetinchem;2020;35
7336;Listed monuments total;Dongen;1965;0
7337;Listed monuments total;Dongen;1966;0
7338;Listed monuments total;Dongen;1967;0
7339;Listed monuments total;Dongen;1968;0
7340;Listed monuments total;Dongen;1969;0
7341;Listed monuments total;Dongen;1970;13
7342;Listed monuments total;Dongen;1971;13
7343;Listed monuments total;Dongen;1972;13
7344;Listed monuments total;Dongen;1973;16
7345;Listed monuments total;Dongen;1974;16
7346;Listed monuments total;Dongen;1975;17
7347;Listed monuments total;Dongen;1976;19
7348;Listed monuments total;Dongen;1977;21
7349;Listed monuments total;Dongen;1978;23
7350;Listed monuments total;Dongen;1979;23
7351;Listed monuments total;Dongen;1980;27
7352;Listed monuments total;Dongen;1981;27
7353;Listed monuments total;Dongen;1982;27
7354;Listed monuments total;Dongen;1983;27
7355;Listed monuments total;Dongen;1984;27
7356;Listed monuments total;Dongen;1985;27
7357;Listed monuments total;Dongen;1986;27
7358;Listed monuments total;Dongen;1987;27
7359;Listed monuments total;Dongen;1988;27
7360;Listed monuments total;Dongen;1989;26
7361;Listed monuments total;Dongen;1990;26
7362;Listed monuments total;Dongen;1991;26
7363;Listed monuments total;Dongen;1992;26
7364;Listed monuments total;Dongen;1993;26
7365;Listed monuments total;Dongen;1994;26
7366;Listed monuments total;Dongen;1995;26
7367;Listed monuments total;Dongen;1996;26
7368;Listed monuments total;Dongen;1997;26
7369;Listed monuments total;Dongen;1998;26
7370;Listed monuments total;Dongen;1999;25
7371;Listed monuments total;Dongen;2000;25
7372;Listed monuments total;Dongen;2001;25
7373;Listed monuments total;Dongen;2002;65
7374;Listed monuments total;Dongen;2003;66
7375;Listed monuments total;Dongen;2004;67
7376;Listed monuments total;Dongen;2005;67
7377;Listed monuments total;Dongen;2006;68
7378;Listed monuments total;Dongen;2007;68
7379;Listed monuments total;Dongen;2008;68
7380;Listed monuments total;Dongen;2009;68
7381;Listed monuments total;Dongen;2010;68
7382;Listed monuments total;Dongen;2011;68
7383;Listed monuments total;Dongen;2012;68
7384;Listed monuments total;Dongen;2013;68
7385;Listed monuments total;Dongen;2014;68
7386;Listed monuments total;Dongen;2015;68
7387;Listed monuments total;Dongen;2016;68
7388;Listed monuments total;Dongen;2017;68
7389;Listed monuments total;Dongen;2018;68
7390;Listed monuments total;Dongen;2019;68
7391;Listed monuments total;Dongen;2020;68
7392;Listed monuments total;Dordrecht;1965;0
7393;Listed monuments total;Dordrecht;1966;741
7394;Listed monuments total;Dordrecht;1967;741
7395;Listed monuments total;Dordrecht;1968;741
7396;Listed monuments total;Dordrecht;1969;741
7397;Listed monuments total;Dordrecht;1970;741
7398;Listed monuments total;Dordrecht;1971;752
7399;Listed monuments total;Dordrecht;1972;752
7400;Listed monuments total;Dordrecht;1973;752
7401;Listed monuments total;Dordrecht;1974;752
7402;Listed monuments total;Dordrecht;1975;757
7403;Listed monuments total;Dordrecht;1976;759
7404;Listed monuments total;Dordrecht;1977;761
7405;Listed monuments total;Dordrecht;1978;762
7406;Listed monuments total;Dordrecht;1979;762
7407;Listed monuments total;Dordrecht;1980;762
7408;Listed monuments total;Dordrecht;1981;762
7409;Listed monuments total;Dordrecht;1982;762
7410;Listed monuments total;Dordrecht;1983;764
7411;Listed monuments total;Dordrecht;1984;764
7412;Listed monuments total;Dordrecht;1985;764
7413;Listed monuments total;Dordrecht;1986;764
7414;Listed monuments total;Dordrecht;1987;764
7415;Listed monuments total;Dordrecht;1988;766
7416;Listed monuments total;Dordrecht;1989;763
7417;Listed monuments total;Dordrecht;1990;761
7418;Listed monuments total;Dordrecht;1991;761
7419;Listed monuments total;Dordrecht;1992;761
7420;Listed monuments total;Dordrecht;1993;761
7421;Listed monuments total;Dordrecht;1994;761
7422;Listed monuments total;Dordrecht;1995;761
7423;Listed monuments total;Dordrecht;1996;783
7424;Listed monuments total;Dordrecht;1997;782
7425;Listed monuments total;Dordrecht;1998;782
7426;Listed monuments total;Dordrecht;1999;782
7427;Listed monuments total;Dordrecht;2000;782
7428;Listed monuments total;Dordrecht;2001;893
7429;Listed monuments total;Dordrecht;2002;895
7430;Listed monuments total;Dordrecht;2003;896
7431;Listed monuments total;Dordrecht;2004;895
7432;Listed monuments total;Dordrecht;2005;893
7433;Listed monuments total;Dordrecht;2006;893
7434;Listed monuments total;Dordrecht;2007;897
7435;Listed monuments total;Dordrecht;2008;895
7436;Listed monuments total;Dordrecht;2009;895
7437;Listed monuments total;Dordrecht;2010;895
7438;Listed monuments total;Dordrecht;2011;895
7439;Listed monuments total;Dordrecht;2012;895
7440;Listed monuments total;Dordrecht;2013;882
7441;Listed monuments total;Dordrecht;2014;882
7442;Listed monuments total;Dordrecht;2015;882
7443;Listed monuments total;Dordrecht;2016;879
7444;Listed monuments total;Dordrecht;2017;879
7445;Listed monuments total;Dordrecht;2018;879
7446;Listed monuments total;Dordrecht;2019;879
7447;Listed monuments total;Dordrecht;2020;879
7448;Listed monuments total;Drechterland;1965;0
7449;Listed monuments total;Drechterland;1966;0
7450;Listed monuments total;Drechterland;1967;0
7451;Listed monuments total;Drechterland;1968;0
7452;Listed monuments total;Drechterland;1969;0
7453;Listed monuments total;Drechterland;1970;0
7454;Listed monuments total;Drechterland;1971;7
7455;Listed monuments total;Drechterland;1972;13
7456;Listed monuments total;Drechterland;1973;14
7457;Listed monuments total;Drechterland;1974;41
7458;Listed monuments total;Drechterland;1975;42
7459;Listed monuments total;Drechterland;1976;42
7460;Listed monuments total;Drechterland;1977;44
7461;Listed monuments total;Drechterland;1978;46
7462;Listed monuments total;Drechterland;1979;46
7463;Listed monuments total;Drechterland;1980;46
7464;Listed monuments total;Drechterland;1981;46
7465;Listed monuments total;Drechterland;1982;46
7466;Listed monuments total;Drechterland;1983;46
7467;Listed monuments total;Drechterland;1984;46
7468;Listed monuments total;Drechterland;1985;46
7469;Listed monuments total;Drechterland;1986;46
7470;Listed monuments total;Drechterland;1987;46
7471;Listed monuments total;Drechterland;1988;46
7472;Listed monuments total;Drechterland;1989;46
7473;Listed monuments total;Drechterland;1990;45
7474;Listed monuments total;Drechterland;1991;45
7475;Listed monuments total;Drechterland;1992;45
7476;Listed monuments total;Drechterland;1993;45
7477;Listed monuments total;Drechterland;1994;45
7478;Listed monuments total;Drechterland;1995;45
7479;Listed monuments total;Drechterland;1996;54
7480;Listed monuments total;Drechterland;1997;54
7481;Listed monuments total;Drechterland;1998;63
7482;Listed monuments total;Drechterland;1999;63
7483;Listed monuments total;Drechterland;2000;63
7484;Listed monuments total;Drechterland;2001;63
7485;Listed monuments total;Drechterland;2002;63
7486;Listed monuments total;Drechterland;2003;63
7487;Listed monuments total;Drechterland;2004;63
7488;Listed monuments total;Drechterland;2005;62
7489;Listed monuments total;Drechterland;2006;62
7490;Listed monuments total;Drechterland;2007;62
7491;Listed monuments total;Drechterland;2008;62
7492;Listed monuments total;Drechterland;2009;62
7493;Listed monuments total;Drechterland;2010;62
7494;Listed monuments total;Drechterland;2011;62
7495;Listed monuments total;Drechterland;2012;62
7496;Listed monuments total;Drechterland;2013;62
7497;Listed monuments total;Drechterland;2014;62
7498;Listed monuments total;Drechterland;2015;62
7499;Listed monuments total;Drechterland;2016;62
7500;Listed monuments total;Drechterland;2017;61
7501;Listed monuments total;Drechterland;2018;61
7502;Listed monuments total;Drechterland;2019;61
7503;Listed monuments total;Drechterland;2020;61
7504;Listed monuments total;Drimmelen;1965;0
7505;Listed monuments total;Drimmelen;1966;0
7506;Listed monuments total;Drimmelen;1967;0
7507;Listed monuments total;Drimmelen;1968;12
7508;Listed monuments total;Drimmelen;1969;12
7509;Listed monuments total;Drimmelen;1970;21
7510;Listed monuments total;Drimmelen;1971;33
7511;Listed monuments total;Drimmelen;1972;34
7512;Listed monuments total;Drimmelen;1973;35
7513;Listed monuments total;Drimmelen;1974;35
7514;Listed monuments total;Drimmelen;1975;37
7515;Listed monuments total;Drimmelen;1976;37
7516;Listed monuments total;Drimmelen;1977;37
7517;Listed monuments total;Drimmelen;1978;37
7518;Listed monuments total;Drimmelen;1979;38
7519;Listed monuments total;Drimmelen;1980;38
7520;Listed monuments total;Drimmelen;1981;38
7521;Listed monuments total;Drimmelen;1982;38
7522;Listed monuments total;Drimmelen;1983;38
7523;Listed monuments total;Drimmelen;1984;39
7524;Listed monuments total;Drimmelen;1985;39
7525;Listed monuments total;Drimmelen;1986;39
7526;Listed monuments total;Drimmelen;1987;39
7527;Listed monuments total;Drimmelen;1988;39
7528;Listed monuments total;Drimmelen;1989;38
7529;Listed monuments total;Drimmelen;1990;38
7530;Listed monuments total;Drimmelen;1991;38
7531;Listed monuments total;Drimmelen;1992;38
7532;Listed monuments total;Drimmelen;1993;38
7533;Listed monuments total;Drimmelen;1994;38
7534;Listed monuments total;Drimmelen;1995;38
7535;Listed monuments total;Drimmelen;1996;38
7536;Listed monuments total;Drimmelen;1997;39
7537;Listed monuments total;Drimmelen;1998;39
7538;Listed monuments total;Drimmelen;1999;39
7539;Listed monuments total;Drimmelen;2000;39
7540;Listed monuments total;Drimmelen;2001;39
7541;Listed monuments total;Drimmelen;2002;52
7542;Listed monuments total;Drimmelen;2003;54
7543;Listed monuments total;Drimmelen;2004;55
7544;Listed monuments total;Drimmelen;2005;57
7545;Listed monuments total;Drimmelen;2006;58
7546;Listed monuments total;Drimmelen;2007;58
7547;Listed monuments total;Drimmelen;2008;58
7548;Listed monuments total;Drimmelen;2009;58
7549;Listed monuments total;Drimmelen;2010;58
7550;Listed monuments total;Drimmelen;2011;58
7551;Listed monuments total;Drimmelen;2012;58
7552;Listed monuments total;Drimmelen;2013;58
7553;Listed monuments total;Drimmelen;2014;58
7554;Listed monuments total;Drimmelen;2015;58
7555;Listed monuments total;Drimmelen;2016;58
7556;Listed monuments total;Drimmelen;2017;58
7557;Listed monuments total;Drimmelen;2018;58
7558;Listed monuments total;Drimmelen;2019;58
7559;Listed monuments total;Drimmelen;2020;58
7560;Listed monuments total;Dronten;1965;0
7561;Listed monuments total;Dronten;1966;0
7562;Listed monuments total;Dronten;1967;0
7563;Listed monuments total;Dronten;1968;0
7564;Listed monuments total;Dronten;1969;0
7565;Listed monuments total;Dronten;1970;0
7566;Listed monuments total;Dronten;1971;0
7567;Listed monuments total;Dronten;1972;0
7568;Listed monuments total;Dronten;1973;0
7569;Listed monuments total;Dronten;1974;0
7570;Listed monuments total;Dronten;1975;0
7571;Listed monuments total;Dronten;1976;0
7572;Listed monuments total;Dronten;1977;0
7573;Listed monuments total;Dronten;1978;0
7574;Listed monuments total;Dronten;1979;0
7575;Listed monuments total;Dronten;1980;0
7576;Listed monuments total;Dronten;1981;0
7577;Listed monuments total;Dronten;1982;0
7578;Listed monuments total;Dronten;1983;0
7579;Listed monuments total;Dronten;1984;0
7580;Listed monuments total;Dronten;1985;0
7581;Listed monuments total;Dronten;1986;0
7582;Listed monuments total;Dronten;1987;0
7583;Listed monuments total;Dronten;1988;0
7584;Listed monuments total;Dronten;1989;0
7585;Listed monuments total;Dronten;1990;0
7586;Listed monuments total;Dronten;1991;0
7587;Listed monuments total;Dronten;1992;0
7588;Listed monuments total;Dronten;1993;0
7589;Listed monuments total;Dronten;1994;0
7590;Listed monuments total;Dronten;1995;0
7591;Listed monuments total;Dronten;1996;0
7592;Listed monuments total;Dronten;1997;0
7593;Listed monuments total;Dronten;1998;0
7594;Listed monuments total;Dronten;1999;0
7595;Listed monuments total;Dronten;2000;0
7596;Listed monuments total;Dronten;2001;0
7597;Listed monuments total;Dronten;2002;0
7598;Listed monuments total;Dronten;2003;0
7599;Listed monuments total;Dronten;2004;0
7600;Listed monuments total;Dronten;2005;0
7601;Listed monuments total;Dronten;2006;0
7602;Listed monuments total;Dronten;2007;0
7603;Listed monuments total;Dronten;2008;0
7604;Listed monuments total;Dronten;2009;0
7605;Listed monuments total;Dronten;2010;1
7606;Listed monuments total;Dronten;2011;1
7607;Listed monuments total;Dronten;2012;1
7608;Listed monuments total;Dronten;2013;1
7609;Listed monuments total;Dronten;2014;1
7610;Listed monuments total;Dronten;2015;1
7611;Listed monuments total;Dronten;2016;1
7612;Listed monuments total;Dronten;2017;3
7613;Listed monuments total;Dronten;2018;3
7614;Listed monuments total;Dronten;2019;3
7615;Listed monuments total;Dronten;2020;3
7616;Listed monuments total;Druten;1965;0
7617;Listed monuments total;Druten;1966;0
7618;Listed monuments total;Druten;1967;0
7619;Listed monuments total;Druten;1968;0
7620;Listed monuments total;Druten;1969;0
7621;Listed monuments total;Druten;1970;0
7622;Listed monuments total;Druten;1971;22
7623;Listed monuments total;Druten;1972;22
7624;Listed monuments total;Druten;1973;22
7625;Listed monuments total;Druten;1974;23
7626;Listed monuments total;Druten;1975;25
7627;Listed monuments total;Druten;1976;25
7628;Listed monuments total;Druten;1977;26
7629;Listed monuments total;Druten;1978;28
7630;Listed monuments total;Druten;1979;28
7631;Listed monuments total;Druten;1980;28
7632;Listed monuments total;Druten;1981;28
7633;Listed monuments total;Druten;1982;28
7634;Listed monuments total;Druten;1983;28
7635;Listed monuments total;Druten;1984;28
7636;Listed monuments total;Druten;1985;28
7637;Listed monuments total;Druten;1986;28
7638;Listed monuments total;Druten;1987;28
7639;Listed monuments total;Druten;1988;28
7640;Listed monuments total;Druten;1989;28
7641;Listed monuments total;Druten;1990;28
7642;Listed monuments total;Druten;1991;29
7643;Listed monuments total;Druten;1992;29
7644;Listed monuments total;Druten;1993;30
7645;Listed monuments total;Druten;1994;30
7646;Listed monuments total;Druten;1995;30
7647;Listed monuments total;Druten;1996;30
7648;Listed monuments total;Druten;1997;30
7649;Listed monuments total;Druten;1998;30
7650;Listed monuments total;Druten;1999;30
7651;Listed monuments total;Druten;2000;30
7652;Listed monuments total;Druten;2001;30
7653;Listed monuments total;Druten;2002;48
7654;Listed monuments total;Druten;2003;48
7655;Listed monuments total;Druten;2004;48
7656;Listed monuments total;Druten;2005;48
7657;Listed monuments total;Druten;2006;48
7658;Listed monuments total;Druten;2007;48
7659;Listed monuments total;Druten;2008;48
7660;Listed monuments total;Druten;2009;48
7661;Listed monuments total;Druten;2010;48
7662;Listed monuments total;Druten;2011;48
7663;Listed monuments total;Druten;2012;48
7664;Listed monuments total;Druten;2013;46
7665;Listed monuments total;Druten;2014;46
7666;Listed monuments total;Druten;2015;46
7667;Listed monuments total;Druten;2016;46
7668;Listed monuments total;Druten;2017;46
7669;Listed monuments total;Druten;2018;46
7670;Listed monuments total;Druten;2019;46
7671;Listed monuments total;Druten;2020;45
7672;Listed monuments total;Duiven;1965;0
7673;Listed monuments total;Duiven;1966;10
7674;Listed monuments total;Duiven;1967;10
7675;Listed monuments total;Duiven;1968;10
7676;Listed monuments total;Duiven;1969;10
7677;Listed monuments total;Duiven;1970;10
7678;Listed monuments total;Duiven;1971;10
7679;Listed monuments total;Duiven;1972;10
7680;Listed monuments total;Duiven;1973;10
7681;Listed monuments total;Duiven;1974;10
7682;Listed monuments total;Duiven;1975;10
7683;Listed monuments total;Duiven;1976;11
7684;Listed monuments total;Duiven;1977;11
7685;Listed monuments total;Duiven;1978;11
7686;Listed monuments total;Duiven;1979;11
7687;Listed monuments total;Duiven;1980;11
7688;Listed monuments total;Duiven;1981;11
7689;Listed monuments total;Duiven;1982;11
7690;Listed monuments total;Duiven;1983;11
7691;Listed monuments total;Duiven;1984;11
7692;Listed monuments total;Duiven;1985;11
7693;Listed monuments total;Duiven;1986;11
7694;Listed monuments total;Duiven;1987;11
7695;Listed monuments total;Duiven;1988;11
7696;Listed monuments total;Duiven;1989;11
7697;Listed monuments total;Duiven;1990;11
7698;Listed monuments total;Duiven;1991;11
7699;Listed monuments total;Duiven;1992;11
7700;Listed monuments total;Duiven;1993;11
7701;Listed monuments total;Duiven;1994;11
7702;Listed monuments total;Duiven;1995;11
7703;Listed monuments total;Duiven;1996;11
7704;Listed monuments total;Duiven;1997;11
7705;Listed monuments total;Duiven;1998;11
7706;Listed monuments total;Duiven;1999;12
7707;Listed monuments total;Duiven;2000;12
7708;Listed monuments total;Duiven;2001;12
7709;Listed monuments total;Duiven;2002;12
7710;Listed monuments total;Duiven;2003;12
7711;Listed monuments total;Duiven;2004;12
7712;Listed monuments total;Duiven;2005;12
7713;Listed monuments total;Duiven;2006;12
7714;Listed monuments total;Duiven;2007;12
7715;Listed monuments total;Duiven;2008;12
7716;Listed monuments total;Duiven;2009;12
7717;Listed monuments total;Duiven;2010;12
7718;Listed monuments total;Duiven;2011;12
7719;Listed monuments total;Duiven;2012;12
7720;Listed monuments total;Duiven;2013;12
7721;Listed monuments total;Duiven;2014;12
7722;Listed monuments total;Duiven;2015;12
7723;Listed monuments total;Duiven;2016;12
7724;Listed monuments total;Duiven;2017;12
7725;Listed monuments total;Duiven;2018;12
7726;Listed monuments total;Duiven;2019;12
7727;Listed monuments total;Duiven;2020;12
7728;Listed monuments total;Echt-Susteren;1965;0
7729;Listed monuments total;Echt-Susteren;1966;0
7730;Listed monuments total;Echt-Susteren;1967;0
7731;Listed monuments total;Echt-Susteren;1968;9
7732;Listed monuments total;Echt-Susteren;1969;12
7733;Listed monuments total;Echt-Susteren;1970;12
7734;Listed monuments total;Echt-Susteren;1971;12
7735;Listed monuments total;Echt-Susteren;1972;26
7736;Listed monuments total;Echt-Susteren;1973;26
7737;Listed monuments total;Echt-Susteren;1974;28
7738;Listed monuments total;Echt-Susteren;1975;30
7739;Listed monuments total;Echt-Susteren;1976;30
7740;Listed monuments total;Echt-Susteren;1977;30
7741;Listed monuments total;Echt-Susteren;1978;31
7742;Listed monuments total;Echt-Susteren;1979;31
7743;Listed monuments total;Echt-Susteren;1980;31
7744;Listed monuments total;Echt-Susteren;1981;32
7745;Listed monuments total;Echt-Susteren;1982;32
7746;Listed monuments total;Echt-Susteren;1983;32
7747;Listed monuments total;Echt-Susteren;1984;32
7748;Listed monuments total;Echt-Susteren;1985;32
7749;Listed monuments total;Echt-Susteren;1986;33
7750;Listed monuments total;Echt-Susteren;1987;33
7751;Listed monuments total;Echt-Susteren;1988;33
7752;Listed monuments total;Echt-Susteren;1989;33
7753;Listed monuments total;Echt-Susteren;1990;33
7754;Listed monuments total;Echt-Susteren;1991;33
7755;Listed monuments total;Echt-Susteren;1992;33
7756;Listed monuments total;Echt-Susteren;1993;33
7757;Listed monuments total;Echt-Susteren;1994;33
7758;Listed monuments total;Echt-Susteren;1995;33
7759;Listed monuments total;Echt-Susteren;1996;33
7760;Listed monuments total;Echt-Susteren;1997;33
7761;Listed monuments total;Echt-Susteren;1998;33
7762;Listed monuments total;Echt-Susteren;1999;33
7763;Listed monuments total;Echt-Susteren;2000;39
7764;Listed monuments total;Echt-Susteren;2001;45
7765;Listed monuments total;Echt-Susteren;2002;61
7766;Listed monuments total;Echt-Susteren;2003;61
7767;Listed monuments total;Echt-Susteren;2004;61
7768;Listed monuments total;Echt-Susteren;2005;61
7769;Listed monuments total;Echt-Susteren;2006;61
7770;Listed monuments total;Echt-Susteren;2007;61
7771;Listed monuments total;Echt-Susteren;2008;61
7772;Listed monuments total;Echt-Susteren;2009;61
7773;Listed monuments total;Echt-Susteren;2010;61
7774;Listed monuments total;Echt-Susteren;2011;61
