ID;SectorBranchesSIC2008;Periods;LabourPriceIndex_1;YearOnYearChangePriceOfLabour_2;WageCostsPerHourWorked_3;YearOnYearChangeWageCostsPerHour_4;StructuralEffect_5
934;G Wholesale and retail trade;2015 April - 2016 March;89.4;0.9;87.9;1.0;0.1
935;G Wholesale and retail trade;2015 July - 2016 June;88.8;-0.5;87.3;-0.4;0.0
936;G Wholesale and retail trade;2015 October - 2016 September;88.9;-1.1;87.4;-1.0;0.1
937;G Wholesale and retail trade;2016 January - 2016 December;89.4;0.0;88.0;0.2;0.2
938;G Wholesale and retail trade;2016 April - 2017 March;88.8;-0.7;87.5;-0.5;0.2
939;G Wholesale and retail trade;2016 July - 2017 June;89.5;0.8;88.2;1.1;0.3
940;G Wholesale and retail trade;2016 October - 2017 September;89.9;1.1;88.6;1.3;0.2
941;G Wholesale and retail trade;2017 January - 2017 December;90.6;1.3;89.2;1.4;0.1
942;G Wholesale and retail trade;2017 April - 2018 March;91.4;3.0;90.0;2.9;0.0
943;G Wholesale and retail trade;2017 July - 2018 June;92.2;3.0;90.8;2.9;-0.1
944;G Wholesale and retail trade;2017 October - 2018 September;92.7;3.2;91.4;3.1;-0.1
945;G Wholesale and retail trade;2018 January - 2018 December;92.8;2.5;91.5;2.5;0.0
946;G Wholesale and retail trade;2018 April - 2019 March;93.7;2.5;92.4;2.6;0.1
947;G Wholesale and retail trade;2018 July - 2019 June;94.2;2.2;93.0;2.4;0.2
948;G Wholesale and retail trade;2018 October - 2019 September;94.4;1.7;93.2;2.0;0.3
949;G Wholesale and retail trade;2019 January - 2019 December;95.2;2.5;94.1;2.9;0.4
950;G Wholesale and retail trade;2019 April - 2020 March;97.0;3.5;96.0;4.0;0.5
951;G Wholesale and retail trade;2019 July - 2020 June;96.3;2.2;95.4;2.6;0.4
952;G Wholesale and retail trade;2019 October - 2020 September;98.1;3.9;97.2;4.3;0.3
953;G Wholesale and retail trade;2020 January - 2020 December;97.8;2.8;97.1;3.2;0.4
954;G Wholesale and retail trade;2020 April - 2021 March;97.1;0.2;96.8;0.8;0.6
955;G Wholesale and retail trade;2020 July - 2021 June;98.9;2.7;98.8;3.6;0.9
956;G Wholesale and retail trade;2020 October - 2021 September;99.6;1.6;99.6;2.5;0.9
957;G Wholesale and retail trade;2021 January - 2021 December;100.0;2.2;100.0;3.0;0.7
958;G Wholesale and retail trade;2021 April - 2022 March;100.9;3.8;100.6;3.9;0.1
959;G Wholesale and retail trade;2021 July - 2022 June;102.7;3.8;102.3;3.5;-0.3
960;G Wholesale and retail trade;2021 October - 2022 September;102.9;3.3;102.6;3.0;-0.3
961;G Wholesale and retail trade;2022 January - 2022 December;105.0;5.0;104.7;4.7;-0.3
962;G Wholesale and retail trade;2022 April - 2023 March;106.1;5.2;105.8;5.2;0.0
963;G Wholesale and retail trade;2022 July - 2023 June;108.1;5.2;107.9;5.5;0.2
964;G Wholesale and retail trade;2022 October - 2023 September;109.9;6.8;109.8;7.0;0.2
965;G Wholesale and retail trade;2023 January - 2023 December;111.9;6.5;111.8;6.8;0.2
966;G Wholesale and retail trade;2023 April - 2024 March;113.9;7.4;113.8;7.6;0.2
967;G Wholesale and retail trade;2023 July - 2024 June;115.2;6.6;115.1;6.7;0.1
968;G Wholesale and retail trade;2023 October - 2024 September;116.3;5.8;116.4;6.0;0.2
969;G Wholesale and retail trade;2024 January - 2024 December;117.7;5.2;117.8;5.4;0.2
970;H Transportation and storage;2001;73.3;;67.5;;
971;H Transportation and storage;2002;76.2;3.9;70.6;4.7;0.8
972;H Transportation and storage;2003;78.1;2.6;73.0;3.4;0.8
973;H Transportation and storage;2004;77.5;-0.8;73.1;0.0;0.8
974;H Transportation and storage;2005;78.0;0.7;74.3;1.8;1.1
975;H Transportation and storage;2006;79.1;1.3;75.6;1.7;0.4
976;H Transportation and storage;2007;81.5;3.1;78.2;3.4;0.3
977;H Transportation and storage;2008;83.9;2.9;80.7;3.1;0.2
978;H Transportation and storage;2009;85.3;1.6;82.6;2.4;0.8
979;H Transportation and storage;2010;85.7;0.5;83.4;0.9;0.4
980;H Transportation and storage;2011;87.4;1.9;85.4;2.5;0.5
981;H Transportation and storage;2012;89.2;2.1;88.1;3.1;0.9
982;H Transportation and storage;2013;90.5;1.5;90.4;2.6;1.2
983;H Transportation and storage;2014;90.1;-0.5;90.5;0.1;0.6
984;H Transportation and storage;2015;91.8;2.0;92.3;2.0;0.1
985;H Transportation and storage;2016;93.2;1.5;93.5;1.3;-0.2
986;H Transportation and storage;2017;94.1;1.0;94.1;0.6;-0.4
987;H Transportation and storage;2018;97.6;3.7;97.4;3.5;-0.2
988;H Transportation and storage;2019;100.1;2.6;100.0;2.7;0.1
989;H Transportation and storage;2020;101.0;0.9;101.1;1.1;0.2
990;H Transportation and storage;2021;100.0;-1.0;100.0;-1.1;-0.1
991;H Transportation and storage;2022;108.0;8.0;108.3;8.3;0.3
992;H Transportation and storage;2023;118.2;9.5;118.4;9.3;-0.2
993;H Transportation and storage;2024;123.1;4.1;123.5;4.4;0.3
994;H Transportation and storage;2006 January - 2006 December;79.1;1.3;75.6;1.7;0.4
995;H Transportation and storage;2006 April - 2007 March;79.8;;76.4;;
996;H Transportation and storage;2006 July - 2007 June;80.5;;77.2;;
997;H Transportation and storage;2006 October - 2007 September;81.0;;77.7;;
998;H Transportation and storage;2007 January - 2007 December;81.5;3.1;78.2;3.4;0.3
999;H Transportation and storage;2007 April - 2008 March;82.6;3.6;79.3;3.8;0.3
1000;H Transportation and storage;2007 July - 2008 June;83.0;3.1;79.7;3.2;0.1
1001;H Transportation and storage;2007 October - 2008 September;83.7;3.4;80.4;3.5;0.1
1002;H Transportation and storage;2008 January - 2008 December;83.9;2.9;80.7;3.1;0.2
1003;H Transportation and storage;2008 April - 2009 March;84.5;2.2;81.3;2.5;0.3
1004;H Transportation and storage;2008 July - 2009 June;85.4;2.9;82.3;3.4;0.5
1005;H Transportation and storage;2008 October - 2009 September;85.3;1.9;82.5;2.6;0.7
1006;H Transportation and storage;2009 January - 2009 December;85.3;1.6;82.6;2.4;0.8
1007;H Transportation and storage;2009 April - 2010 March;85.7;1.4;83.2;2.3;0.9
1008;H Transportation and storage;2009 July - 2010 June;85.8;0.5;83.4;1.3;0.8
1009;H Transportation and storage;2009 October - 2010 September;85.6;0.3;83.3;0.9;0.6
1010;H Transportation and storage;2010 January - 2010 December;85.7;0.5;83.4;0.9;0.4
1011;H Transportation and storage;2010 April - 2011 March;85.7;0.1;83.5;0.4;0.3
1012;H Transportation and storage;2010 July - 2011 June;85.8;0.0;83.7;0.3;0.3
1013;H Transportation and storage;2010 October - 2011 September;86.3;0.8;84.3;1.3;0.4
1014;H Transportation and storage;2011 January - 2011 December;87.4;1.9;85.4;2.5;0.5
1015;H Transportation and storage;2011 April - 2012 March;87.6;2.1;85.8;2.7;0.6
1016;H Transportation and storage;2011 July - 2012 June;88.0;2.6;86.4;3.2;0.7
1017;H Transportation and storage;2011 October - 2012 September;88.5;2.5;87.1;3.3;0.8
1018;H Transportation and storage;2012 January - 2012 December;89.2;2.1;88.1;3.1;0.9
1019;H Transportation and storage;2012 April - 2013 March;90.2;3.0;89.3;4.1;1.1
1020;H Transportation and storage;2012 July - 2013 June;90.4;2.7;89.8;4.0;1.2
1021;H Transportation and storage;2012 October - 2013 September;90.6;2.4;90.3;3.7;1.2
1022;H Transportation and storage;2013 January - 2013 December;90.5;1.5;90.4;2.6;1.2
1023;H Transportation and storage;2013 April - 2014 March;90.2;-0.1;90.2;1.0;1.1
1024;H Transportation and storage;2013 July - 2014 June;90.0;-0.4;90.2;0.4;0.9
1025;H Transportation and storage;2013 October - 2014 September;89.8;-1.0;90.1;-0.2;0.7
1026;H Transportation and storage;2014 January - 2014 December;90.1;-0.5;90.5;0.1;0.6
1027;H Transportation and storage;2014 April - 2015 March ;90.5;0.4;90.9;0.8;0.4
1028;H Transportation and storage;2014 July - 2015 June;91.2;1.3;91.7;1.6;0.3
1029;H Transportation and storage;2014 October - 2015 September;91.9;2.4;92.4;2.6;0.2
1030;H Transportation and storage;2015 January - 2015 December;91.8;2.0;92.3;2.0;0.1
1031;H Transportation and storage;2015 April - 2016 March;92.3;2.0;92.7;2.0;0.0
1032;H Transportation and storage;2015 July - 2016 June;91.9;0.8;92.4;0.7;0.0
1033;H Transportation and storage;2015 October - 2016 September;92.4;0.6;92.8;0.5;-0.1
1034;H Transportation and storage;2016 January - 2016 December;93.2;1.5;93.5;1.3;-0.2
1035;H Transportation and storage;2016 April - 2017 March;92.6;0.4;92.9;0.1;-0.2
1036;H Transportation and storage;2016 July - 2017 June;92.6;0.8;93.1;0.8;0.1
1037;H Transportation and storage;2016 October - 2017 September;93.1;0.7;93.4;0.7;-0.1
1038;H Transportation and storage;2017 January - 2017 December;94.1;1.0;94.1;0.6;-0.4
1039;H Transportation and storage;2017 April - 2018 March;95.2;2.8;95.0;2.3;-0.4
1040;H Transportation and storage;2017 July - 2018 June;96.6;4.2;96.4;3.5;-0.7
1041;H Transportation and storage;2017 October - 2018 September;97.2;4.4;97.0;3.8;-0.6
1042;H Transportation and storage;2018 January - 2018 December;97.6;3.7;97.4;3.5;-0.2
1043;H Transportation and storage;2018 April - 2019 March;98.4;3.4;98.2;3.3;-0.1
1044;H Transportation and storage;2018 July - 2019 June;99.1;2.6;98.8;2.6;-0.1
1045;H Transportation and storage;2018 October - 2019 September;99.3;2.2;99.1;2.2;0.0
1046;H Transportation and storage;2019 January - 2019 December;100.1;2.6;100.0;2.7;0.1
1047;H Transportation and storage;2019 April - 2020 March;102.4;4.0;102.1;4.0;0.0
1048;H Transportation and storage;2019 July - 2020 June;102.4;3.3;102.2;3.4;0.1
1049;H Transportation and storage;2019 October - 2020 September;103.1;3.8;103.0;3.9;0.1
1050;H Transportation and storage;2020 January - 2020 December;101.0;0.9;101.1;1.1;0.2
1051;H Transportation and storage;2020 April - 2021 March;97.3;-4.9;97.5;-4.5;0.4
1052;H Transportation and storage;2020 July - 2021 June;98.0;-4.3;98.1;-4.0;0.3
1053;H Transportation and storage;2020 October - 2021 September;98.8;-4.2;98.8;-4.0;0.1
1054;H Transportation and storage;2021 January - 2021 December;100.0;-1.0;100.0;-1.1;-0.1
1055;H Transportation and storage;2021 April - 2022 March;102.6;5.4;102.7;5.4;0.0
1056;H Transportation and storage;2021 July - 2022 June;104.4;6.6;104.6;6.6;0.0
1057;H Transportation and storage;2021 October - 2022 September;105.2;6.5;105.4;6.7;0.1
1058;H Transportation and storage;2022 January - 2022 December;108.0;8.0;108.3;8.3;0.3
1059;H Transportation and storage;2022 April - 2023 March;110.1;7.3;110.5;7.6;0.3
1060;H Transportation and storage;2022 July - 2023 June;112.7;8.0;113.6;8.6;0.6
1061;H Transportation and storage;2022 October - 2023 September;115.1;9.4;116.0;10.0;0.6
1062;H Transportation and storage;2023 January - 2023 December;118.2;9.5;118.4;9.3;-0.2
1063;H Transportation and storage;2023 April - 2024 March;119.9;8.9;120.1;8.7;-0.2
1064;H Transportation and storage;2023 July - 2024 June;120.7;7.1;121.0;6.5;-0.5
1065;H Transportation and storage;2023 October - 2024 September;121.8;5.8;122.2;5.3;-0.5
1066;H Transportation and storage;2024 January - 2024 December;123.1;4.1;123.5;4.4;0.3
1067;I Accommodation and food serving;2001;90.2;;87.0;;
1068;I Accommodation and food serving;2002;92.7;2.8;89.9;3.3;0.4
1069;I Accommodation and food serving;2003;94.0;1.4;91.6;1.9;0.5
1070;I Accommodation and food serving;2004;92.6;-1.5;90.7;-1.0;0.6
1071;I Accommodation and food serving;2005;94.5;2.1;93.3;2.9;0.7
1072;I Accommodation and food serving;2006;96.0;1.5;94.3;1.1;-0.5
1073;I Accommodation and food serving;2007;97.5;1.5;95.6;1.4;-0.2
1074;I Accommodation and food serving;2008;99.6;2.2;97.7;2.2;0.0
1075;I Accommodation and food serving;2009;99.8;0.2;98.5;0.8;0.6
1076;I Accommodation and food serving;2010;99.8;0.0;99.3;0.9;0.8
1077;I Accommodation and food serving;2011;100.3;0.4;99.6;0.3;-0.1
1078;I Accommodation and food serving;2012;102.5;2.2;102.2;2.6;0.4
1079;I Accommodation and food serving;2013;103.2;0.7;103.3;1.1;0.4
1080;I Accommodation and food serving;2014;105.3;2.1;105.6;2.3;0.2
1081;I Accommodation and food serving;2015;104.9;-0.4;104.8;-0.7;-0.3
1082;I Accommodation and food serving;2016;106.4;1.4;105.9;1.0;-0.4
1083;I Accommodation and food serving;2017;106.2;-0.1;105.2;-0.6;-0.5
1084;I Accommodation and food serving;2018;109.1;2.7;108.0;2.6;0.0
1085;I Accommodation and food serving;2019;112.0;2.7;111.2;3.0;0.3
1086;I Accommodation and food serving;2020;112.2;0.2;113.0;1.6;1.5
1087;I Accommodation and food serving;2021;100.0;-10.9;100.0;-11.5;-0.7
1088;I Accommodation and food serving;2022;121.0;21.0;118.9;18.9;-1.7
1089;I Accommodation and food serving;2023;133.6;10.5;131.0;10.1;-0.3
1090;I Accommodation and food serving;2024;142.4;6.6;139.9;6.8;0.2
1091;I Accommodation and food serving;2006 January - 2006 December;96.0;1.5;94.3;1.1;-0.5
1092;I Accommodation and food serving;2006 April - 2007 March;96.4;;94.6;;
1093;I Accommodation and food serving;2006 July - 2007 June;96.9;;95.0;;
1094;I Accommodation and food serving;2006 October - 2007 September;97.3;;95.4;;
1095;I Accommodation and food serving;2007 January - 2007 December;97.5;1.5;95.6;1.4;-0.2
1096;I Accommodation and food serving;2007 April - 2008 March;98.4;2.1;96.5;2.0;-0.1
1097;I Accommodation and food serving;2007 July - 2008 June;98.9;2.1;97.0;2.1;0.0
1098;I Accommodation and food serving;2007 October - 2008 September;99.2;1.9;97.3;1.9;0.1
1099;I Accommodation and food serving;2008 January - 2008 December;99.6;2.2;97.7;2.2;0.0
1100;I Accommodation and food serving;2008 April - 2009 March;99.2;0.8;97.4;1.0;0.2
1101;I Accommodation and food serving;2008 July - 2009 June;99.6;0.7;98.0;1.0;0.3
1102;I Accommodation and food serving;2008 October - 2009 September;99.6;0.4;98.1;0.8;0.4
1103;I Accommodation and food serving;2009 January - 2009 December;99.8;0.2;98.5;0.8;0.6
1104;I Accommodation and food serving;2009 April - 2010 March;101.5;2.3;100.4;3.0;0.7
1105;I Accommodation and food serving;2009 July - 2010 June;102.0;2.4;101.2;3.3;0.8
1106;I Accommodation and food serving;2009 October - 2010 September;99.9;0.4;99.2;1.2;0.8
1107;I Accommodation and food serving;2010 January - 2010 December;99.8;0.0;99.3;0.9;0.8
1108;I Accommodation and food serving;2010 April - 2011 March;99.6;-1.9;99.0;-1.4;0.6
1109;I Accommodation and food serving;2010 July - 2011 June;99.4;-2.6;98.8;-2.4;0.2
1110;I Accommodation and food serving;2010 October - 2011 September;99.5;-0.4;98.9;-0.4;0.0
1111;I Accommodation and food serving;2011 January - 2011 December;100.3;0.4;99.6;0.3;-0.1
1112;I Accommodation and food serving;2011 April - 2012 March;100.3;0.7;99.7;0.6;-0.1
1113;I Accommodation and food serving;2011 July - 2012 June;100.7;1.3;100.3;1.5;0.2
1114;I Accommodation and food serving;2011 October - 2012 September;101.6;2.1;101.2;2.3;0.3
1115;I Accommodation and food serving;2012 January - 2012 December;102.5;2.2;102.2;2.6;0.4
1116;I Accommodation and food serving;2012 April - 2013 March;103.4;3.1;103.2;3.6;0.5
1117;I Accommodation and food serving;2012 July - 2013 June;103.4;2.7;103.3;3.1;0.4
1118;I Accommodation and food serving;2012 October - 2013 September;103.8;2.2;103.8;2.6;0.4
1119;I Accommodation and food serving;2013 January - 2013 December;103.2;0.7;103.3;1.1;0.4
1120;I Accommodation and food serving;2013 April - 2014 March;103.5;0.1;103.7;0.4;0.3
1121;I Accommodation and food serving;2013 July - 2014 June;104.3;0.8;104.5;1.1;0.3
1122;I Accommodation and food serving;2013 October - 2014 September;104.4;0.6;104.7;0.8;0.2
1123;I Accommodation and food serving;2014 January - 2014 December;105.3;2.1;105.6;2.3;0.2
1124;I Accommodation and food serving;2014 April - 2015 March ;105.2;1.6;105.5;1.7;0.1
1125;I Accommodation and food serving;2014 July - 2015 June;105.3;1.0;105.5;1.0;0.0
1126;I Accommodation and food serving;2014 October - 2015 September;105.6;1.1;105.6;0.9;-0.2
1127;I Accommodation and food serving;2015 January - 2015 December;104.9;-0.4;104.8;-0.7;-0.3
1128;I Accommodation and food serving;2015 April - 2016 March;105.6;0.4;105.4;0.0;-0.4
1129;I Accommodation and food serving;2015 July - 2016 June;104.9;-0.4;104.7;-0.7;-0.3
1130;I Accommodation and food serving;2015 October - 2016 September;105.6;0.0;105.2;-0.4;-0.4
1131;I Accommodation and food serving;2016 January - 2016 December;106.4;1.4;105.9;1.0;-0.4
1132;I Accommodation and food serving;2016 April - 2017 March;105.4;-0.1;104.9;-0.5;-0.4
1133;I Accommodation and food serving;2016 July - 2017 June;105.7;0.8;105.0;0.2;-0.6
1134;I Accommodation and food serving;2016 October - 2017 September;105.7;0.1;104.8;-0.4;-0.5
1135;I Accommodation and food serving;2017 January - 2017 December;106.2;-0.1;105.2;-0.6;-0.5
1136;I Accommodation and food serving;2017 April - 2018 March;107.1;1.6;106.0;1.0;-0.6
1137;I Accommodation and food serving;2017 July - 2018 June;108.4;2.5;107.1;2.0;-0.4
1138;I Accommodation and food serving;2017 October - 2018 September;109.0;3.1;107.8;2.8;-0.2
1139;I Accommodation and food serving;2018 January - 2018 December;109.1;2.7;108.0;2.6;0.0
1140;I Accommodation and food serving;2018 April - 2019 March;109.9;2.6;108.9;2.8;0.2
1141;I Accommodation and food serving;2018 July - 2019 June;110.4;1.9;109.5;2.2;0.4
1142;I Accommodation and food serving;2018 October - 2019 September;110.8;1.7;110.0;2.0;0.3
1143;I Accommodation and food serving;2019 January - 2019 December;112.0;2.7;111.2;3.0;0.3
1144;I Accommodation and food serving;2019 April - 2020 March;114.8;4.5;114.2;4.9;0.3
1145;I Accommodation and food serving;2019 July - 2020 June;113.9;3.2;114.0;4.1;0.9
1146;I Accommodation and food serving;2019 October - 2020 September;115.6;4.4;115.7;5.2;0.8
1147;I Accommodation and food serving;2020 January - 2020 December;112.2;0.2;113.0;1.6;1.5
1148;I Accommodation and food serving;2020 April - 2021 March;102.5;-10.7;103.9;-9.0;2.0
1149;I Accommodation and food serving;2020 July - 2021 June;100.6;-11.6;101.7;-10.8;1.0
1150;I Accommodation and food serving;2020 October - 2021 September;99.7;-13.8;100.3;-13.3;0.6
1151;I Accommodation and food serving;2021 January - 2021 December;100.0;-10.9;100.0;-11.5;-0.7
1152;I Accommodation and food serving;2021 April - 2022 March;104.2;1.6;103.4;-0.5;-2.0
1153;I Accommodation and food serving;2021 July - 2022 June;111.5;10.8;109.9;8.0;-2.5
1154;I Accommodation and food serving;2021 October - 2022 September;114.8;15.2;113.2;12.9;-2.0
1155;I Accommodation and food serving;2022 January - 2022 December;121.0;21.0;118.9;18.9;-1.7
1156;I Accommodation and food serving;2022 April - 2023 March;125.5;20.5;123.1;19.1;-1.2
1157;I Accommodation and food serving;2022 July - 2023 June;128.6;15.3;126.1;14.8;-0.5
1158;I Accommodation and food serving;2022 October - 2023 September;131.2;14.2;128.7;13.6;-0.5
1159;I Accommodation and food serving;2023 January - 2023 December;133.6;10.5;131.0;10.1;-0.3
1160;I Accommodation and food serving;2023 April - 2024 March;136.4;8.7;133.7;8.6;-0.1
1161;I Accommodation and food serving;2023 July - 2024 June;138.4;7.6;135.8;7.7;0.1
1162;I Accommodation and food serving;2023 October - 2024 September;140.6;7.2;138.1;7.3;0.1
1163;I Accommodation and food serving;2024 January - 2024 December;142.4;6.6;139.9;6.8;0.2
1164;J Information and communication;2001;65.8;;59.0;;
1165;J Information and communication;2002;68.7;4.4;62.6;6.3;1.8
1166;J Information and communication;2003;71.8;4.6;66.6;6.3;1.6
1167;J Information and communication;2004;72.1;0.3;68.0;2.1;1.7
1168;J Information and communication;2005;73.5;2.0;70.2;3.2;1.2
1169;J Information and communication;2006;74.5;1.3;71.8;2.3;1.0
1170;J Information and communication;2007;76.9;3.3;74.5;3.8;0.5
1171;J Information and communication;2008;80.3;4.4;77.9;4.5;0.2
1172;J Information and communication;2009;82.9;3.3;81.0;4.0;0.7
1173;J Information and communication;2010;80.8;-2.5;80.4;-0.7;1.8
1174;J Information and communication;2011;81.5;0.8;81.6;1.4;0.6
1175;J Information and communication;2012;83.0;1.8;83.6;2.5;0.7
1176;J Information and communication;2013;83.0;0.0;84.0;0.5;0.5
1177;J Information and communication;2014;81.5;-1.8;82.6;-1.6;0.2
1178;J Information and communication;2015;83.5;2.4;84.5;2.2;-0.2
1179;J Information and communication;2016;85.4;2.4;86.0;1.8;-0.6
1180;J Information and communication;2017;86.9;1.8;87.4;1.7;-0.1
1181;J Information and communication;2018;89.7;3.2;90.0;2.9;-0.2
1182;J Information and communication;2019;93.7;4.4;93.6;4.0;-0.4
1183;J Information and communication;2020;93.6;-0.1;93.5;0.0;0.0
1184;J Information and communication;2021;100.0;6.8;100.0;6.9;0.1
1185;J Information and communication;2022;105.1;5.1;104.9;4.9;-0.2
1186;J Information and communication;2023;111.0;5.7;111.0;5.8;0.1
1187;J Information and communication;2024;115.8;4.3;116.4;4.9;0.6
1188;J Information and communication;2006 January - 2006 December;74.5;1.3;71.8;2.3;1.0
1189;J Information and communication;2006 April - 2007 March;75.4;;72.8;;
1190;J Information and communication;2006 July - 2007 June;76.3;;73.7;;
1191;J Information and communication;2006 October - 2007 September;76.7;;74.2;;
