ID;Vakantiekenmerken;Perioden;Totaal_1;Auto_2;TreinAutoslaaptrein_3;Touringcar_4;Vliegtuig_5;OverigeVervoermiddelen_6;GeorganiseerdeReisPerAuto_7;GeorganiseerdeReisPerTouringcar_8;GeorganiseerdeReisPerVliegtuig_9;GeorganiseerdeReisMetOverigVervoer_10;NietGeorganiseerdeReizen_11
0;10;2002;13173.0;7617.0;352.0;838.0;3926.0;440.0;2296.0;838.0;3874.0;593.0;5572.0
1;10;2003;13007.0;7253.0;307.0;844.0;4290.0;312.0;2399.0;838.0;4257.0;528.0;4985.0
2;10;2004;13610.0;7443.0;351.0;732.0;4768.0;316.0;2958.0;732.0;4738.0;595.0;4588.0
3;10;2005;13795.0;7280.0;342.0;727.0;5111.0;335.0;2893.0;724.0;5067.0;544.0;4567.0
4;10;2006;13518.0;7295.0;283.0;699.0;4932.0;310.0;2954.0;692.0;4883.0;494.0;4497.0
5;10;2007;13894.0;7242.0;321.0;778.0;5257.0;295.0;3079.0;776.0;5198.0;494.0;4346.0
6;10;2008;15094.0;7671.0;429.0;808.0;5899.0;286.0;3049.0;799.0;5806.0;587.0;4853.0
7;10;2009;14592.0;7791.0;353.0;698.0;5436.0;315.0;3206.0;698.0;5321.0;577.0;4791.0
8;10;2010;14806.0;7789.0;360.0;618.0;5693.0;346.0;3193.0;618.0;5563.0;569.0;4863.0
9;10;2011;14858.0;7527.0;389.0;593.0;5957.0;393.0;3446.0;592.0;5892.0;658.0;4270.0
10;10;2012;14844.0;7676.0;291.0;497.0;6054.0;326.0;3468.0;497.0;5956.0;568.0;4355.0
11;10;2013;14448.0;7493.0;295.0;480.0;5826.0;354.0;3311.0;476.0;5712.0;547.0;4400.0
12;10;2014;14422.0;7130.0;279.0;461.0;6208.0;345.0;3196.0;461.0;6079.0;556.0;4131.0
13;10;2015;14392.0;7091.0;278.0;479.0;6251.0;294.0;3510.0;479.0;6126.0;482.0;3796.0
14;10;2016;14335.0;7427.0;197.0;444.0;5974.0;293.0;3681.0;442.0;5824.0;394.0;3993.0
15;België;2002;965.0;911.0;29.0;6.0;0.0;19.0;343.0;6.0;0.0;38.0;577.0
16;België;2003;1040.0;984.0;21.0;20.0;0.0;15.0;392.0;20.0;0.0;19.0;609.0
17;België;2004;1053.0;1018.0;17.0;8.0;0.0;11.0;430.0;8.0;0.0;21.0;595.0
18;België;2005;984.0;920.0;35.0;14.0;0.0;15.0;375.0;14.0;0.0;24.0;570.0
19;België;2006;896.0;848.0;27.0;11.0;0.0;10.0;396.0;11.0;0.0;9.0;480.0
20;België;2007;924.0;857.0;36.0;16.0;0.0;15.0;410.0;16.0;0.0;28.0;471.0
21;België;2008;968.0;866.0;72.0;21.0;0.0;8.0;395.0;21.0;0.0;36.0;515.0
22;België;2009;889.0;818.0;36.0;10.0;0.0;25.0;414.0;10.0;0.0;25.0;440.0
23;België;2010;829.0;772.0;36.0;9.0;0.0;12.0;352.0;9.0;0.0;33.0;435.0
24;België;2011;863.0;795.0;36.0;11.0;0.0;22.0;451.0;11.0;0.0;33.0;369.0
25;België;2012;774.0;748.0;17.0;8.0;0.0;1.0;419.0;8.0;0.0;14.0;334.0
26;België;2013;787.0;726.0;30.0;14.0;0.0;16.0;359.0;14.0;0.0;19.0;395.0
27;België;2014;646.0;617.0;19.0;4.0;0.0;7.0;290.0;4.0;0.0;19.0;333.0
28;België;2015;582.0;548.0;23.0;6.0;0.0;5.0;317.0;6.0;0.0;6.0;254.0
29;België;2016;613.0;577.0;6.0;13.0;0.0;16.0;371.0;13.0;0.0;11.0;216.0
30;Luxemburg;2002;238.0;217.0;6.0;7.0;0.0;7.0;54.0;7.0;0.0;7.0;170.0
31;Luxemburg;2003;161.0;144.0;2.0;12.0;0.0;2.0;45.0;12.0;0.0;4.0;100.0
32;Luxemburg;2004;175.0;161.0;4.0;7.0;0.0;2.0;69.0;7.0;0.0;4.0;94.0
33;Luxemburg;2005;189.0;171.0;4.0;9.0;0.0;4.0;57.0;9.0;0.0;7.0;116.0
34;Luxemburg;2006;143.0;135.0;2.0;3.0;0.0;2.0;50.0;3.0;0.0;2.0;88.0
35;Luxemburg;2007;131.0;121.0;5.0;3.0;0.0;2.0;47.0;3.0;0.0;7.0;74.0
36;Luxemburg;2008;88.0;87.0;0.0;1.0;0.0;0.0;32.0;1.0;0.0;0.0;54.0
37;Luxemburg;2009;130.0;125.0;0.0;2.0;0.0;2.0;29.0;2.0;0.0;2.0;97.0
38;Luxemburg;2010;153.0;151.0;0.0;0.0;0.0;3.0;51.0;0.0;0.0;0.0;102.0
39;Luxemburg;2011;103.0;93.0;6.0;1.0;0.0;3.0;19.0;1.0;0.0;3.0;80.0
40;Luxemburg;2012;113.0;;;;;;;;;;
41;Luxemburg;2013;;;;;;;;;;;
42;Luxemburg;2014;;;;;;;;;;;
43;Luxemburg;2015;;;;;;;;;;;
44;Luxemburg;2016;;;;;;;;;;;
45;Frankrijk;2002;2647.0;2268.0;96.0;145.0;57.0;81.0;648.0;145.0;57.0;112.0;1684.0
46;Frankrijk;2003;2316.0;2035.0;93.0;96.0;68.0;24.0;504.0;90.0;68.0;102.0;1552.0
47;Frankrijk;2004;2283.0;2020.0;68.0;75.0;99.0;21.0;696.0;75.0;99.0;78.0;1336.0
48;Frankrijk;2005;2169.0;1896.0;95.0;105.0;56.0;18.0;695.0;105.0;51.0;97.0;1223.0
49;Frankrijk;2006;2192.0;1921.0;73.0;120.0;60.0;18.0;740.0;120.0;59.0;82.0;1191.0
50;Frankrijk;2007;2094.0;1852.0;73.0;81.0;63.0;25.0;682.0;79.0;56.0;78.0;1199.0
51;Frankrijk;2008;2373.0;2037.0;116.0;107.0;87.0;25.0;752.0;107.0;87.0;126.0;1299.0
52;Frankrijk;2009;2290.0;2011.0;76.0;110.0;74.0;18.0;749.0;110.0;74.0;88.0;1269.0
53;Frankrijk;2010;2322.0;2049.0;79.0;97.0;78.0;19.0;746.0;97.0;78.0;77.0;1323.0
54;Frankrijk;2011;2452.0;2156.0;80.0;63.0;114.0;39.0;888.0;62.0;103.0;95.0;1303.0
55;Frankrijk;2012;2266.0;2041.0;63.0;52.0;91.0;19.0;845.0;52.0;89.0;82.0;1198.0
56;Frankrijk;2013;2239.0;1972.0;61.0;71.0;112.0;23.0;772.0;71.0;110.0;70.0;1216.0
57;Frankrijk;2014;2105.0;1852.0;51.0;65.0;105.0;32.0;683.0;65.0;91.0;72.0;1194.0
58;Frankrijk;2015;2189.0;1924.0;56.0;92.0;105.0;11.0;855.0;92.0;96.0;64.0;1081.0
59;Frankrijk;2016;2155.0;1913.0;32.0;60.0;131.0;20.0;787.0;60.0;111.0;37.0;1160.0
60;Spanje;2002;1641.0;331.0;4.0;212.0;1058.0;36.0;114.0;212.0;1046.0;20.0;250.0
61;Spanje;2003;1600.0;323.0;0.0;209.0;1038.0;30.0;73.0;209.0;1032.0;22.0;263.0
62;Spanje;2004;1477.0;265.0;7.0;150.0;1034.0;22.0;100.0;150.0;1026.0;29.0;173.0
63;Spanje;2005;1574.0;273.0;0.0;157.0;1108.0;35.0;111.0;157.0;1085.0;32.0;189.0
64;Spanje;2006;1454.0;223.0;5.0;135.0;1079.0;12.0;77.0;132.0;1070.0;14.0;161.0
65;Spanje;2007;1513.0;222.0;0.0;158.0;1111.0;23.0;97.0;158.0;1099.0;18.0;142.0
66;Spanje;2008;1732.0;282.0;0.0;157.0;1279.0;14.0;108.0;155.0;1255.0;14.0;200.0
67;Spanje;2009;1456.0;205.0;4.0;120.0;1116.0;11.0;84.0;120.0;1090.0;11.0;151.0
68;Spanje;2010;1498.0;248.0;8.0;117.0;1108.0;17.0;87.0;117.0;1085.0;21.0;188.0
69;Spanje;2011;1648.0;207.0;11.0;112.0;1306.0;13.0;79.0;112.0;1302.0;23.0;132.0
70;Spanje;2012;1679.0;263.0;5.0;82.0;1297.0;33.0;83.0;82.0;1265.0;30.0;219.0
71;Spanje;2013;1629.0;269.0;2.0;68.0;1280.0;11.0;109.0;68.0;1242.0;13.0;197.0
72;Spanje;2014;1720.0;203.0;6.0;84.0;1407.0;19.0;106.0;84.0;1339.0;26.0;165.0
73;Spanje;2015;1854.0;270.0;4.0;80.0;1469.0;31.0;95.0;80.0;1406.0;28.0;245.0
74;Spanje;2016;2055.0;282.0;0.0;89.0;1667.0;17.0;101.0;89.0;1603.0;13.0;249.0
75;Portugal;2002;237.0;17.0;0.0;2.0;217.0;0.0;0.0;2.0;208.0;0.0;27.0
76;Portugal;2003;277.0;14.0;1.0;0.0;262.0;0.0;6.0;0.0;257.0;1.0;14.0
77;Portugal;2004;262.0;27.0;0.0;1.0;232.0;2.0;1.0;1.0;232.0;2.0;26.0
78;Portugal;2005;261.0;16.0;0.0;0.0;241.0;4.0;4.0;0.0;241.0;4.0;12.0
79;Portugal;2006;225.0;12.0;0.0;0.0;212.0;0.0;3.0;0.0;207.0;0.0;16.0
80;Portugal;2007;250.0;13.0;0.0;0.0;237.0;0.0;1.0;0.0;237.0;0.0;12.0
81;Portugal;2008;301.0;10.0;0.0;0.0;289.0;2.0;0.0;0.0;289.0;0.0;12.0
82;Portugal;2009;328.0;27.0;0.0;7.0;292.0;2.0;3.0;7.0;292.0;0.0;26.0
83;Portugal;2010;305.0;24.0;0.0;0.0;275.0;6.0;7.0;0.0;272.0;6.0;20.0
84;Portugal;2011;305.0;22.0;4.0;2.0;276.0;2.0;10.0;2.0;276.0;5.0;11.0
85;Portugal;2012;415.0;39.0;0.0;2.0;371.0;3.0;7.0;2.0;368.0;3.0;35.0
86;Portugal;2013;389.0;22.0;0.0;0.0;367.0;0.0;6.0;0.0;350.0;0.0;33.0
87;Portugal;2014;429.0;27.0;0.0;2.0;399.0;1.0;9.0;2.0;394.0;1.0;23.0
88;Portugal;2015;362.0;20.0;0.0;0.0;341.0;0.0;10.0;0.0;335.0;0.0;17.0
89;Portugal;2016;464.0;47.0;0.0;0.0;415.0;2.0;11.0;0.0;394.0;2.0;58.0
90;Oostenrijk;2002;1032.0;765.0;60.0;169.0;10.0;28.0;264.0;169.0;10.0;76.0;512.0
91;Oostenrijk;2003;1080.0;854.0;40.0;148.0;18.0;20.0;317.0;148.0;18.0;57.0;540.0
92;Oostenrijk;2004;1059.0;855.0;37.0;119.0;30.0;18.0;326.0;119.0;30.0;47.0;537.0
93;Oostenrijk;2005;995.0;810.0;42.0;111.0;13.0;20.0;293.0;111.0;13.0;56.0;521.0
94;Oostenrijk;2006;1122.0;891.0;52.0;126.0;28.0;25.0;361.0;126.0;28.0;70.0;537.0
95;Oostenrijk;2007;1127.0;874.0;70.0;140.0;38.0;5.0;375.0;140.0;38.0;73.0;502.0
96;Oostenrijk;2008;1069.0;857.0;44.0;130.0;37.0;1.0;290.0;130.0;37.0;42.0;570.0
97;Oostenrijk;2009;1181.0;987.0;42.0;110.0;28.0;14.0;407.0;110.0;28.0;55.0;580.0
98;Oostenrijk;2010;1130.0;965.0;37.0;78.0;36.0;14.0;372.0;78.0;36.0;40.0;604.0
99;Oostenrijk;2011;1153.0;965.0;22.0;88.0;64.0;15.0;381.0;88.0;64.0;35.0;586.0
100;Oostenrijk;2012;1195.0;1029.0;23.0;92.0;43.0;7.0;381.0;92.0;43.0;29.0;650.0
101;Oostenrijk;2013;1136.0;979.0;26.0;83.0;36.0;11.0;362.0;83.0;36.0;35.0;619.0
102;Oostenrijk;2014;1085.0;925.0;35.0;63.0;42.0;20.0;343.0;63.0;42.0;55.0;582.0
103;Oostenrijk;2015;1091.0;943.0;38.0;51.0;47.0;12.0;441.0;51.0;47.0;45.0;508.0
104;Oostenrijk;2016;1064.0;911.0;23.0;65.0;46.0;20.0;439.0;63.0;46.0;32.0;484.0
105;Zwitserland;2002;393.0;325.0;32.0;20.0;10.0;5.0;36.0;20.0;10.0;34.0;293.0
106;Zwitserland;2003;355.0;285.0;30.0;25.0;14.0;2.0;50.0;25.0;14.0;25.0;242.0
107;Zwitserland;2004;370.0;283.0;43.0;23.0;19.0;2.0;62.0;23.0;19.0;43.0;223.0
108;Zwitserland;2005;345.0;257.0;45.0;20.0;19.0;5.0;52.0;20.0;19.0;48.0;207.0
109;Zwitserland;2006;335.0;274.0;17.0;15.0;29.0;0.0;53.0;15.0;29.0;17.0;221.0
110;Zwitserland;2007;362.0;287.0;30.0;15.0;25.0;5.0;77.0;15.0;25.0;33.0;212.0
111;Zwitserland;2008;335.0;269.0;19.0;20.0;25.0;2.0;58.0;20.0;25.0;21.0;211.0
112;Zwitserland;2009;323.0;260.0;28.0;10.0;25.0;0.0;92.0;10.0;25.0;24.0;172.0
113;Zwitserland;2010;279.0;227.0;9.0;14.0;29.0;0.0;93.0;14.0;25.0;9.0;138.0
114;Zwitserland;2011;257.0;188.0;27.0;26.0;12.0;3.0;84.0;26.0;12.0;29.0;106.0
115;Zwitserland;2012;261.0;211.0;22.0;7.0;20.0;0.0;78.0;7.0;20.0;22.0;133.0
116;Zwitserland;2013;222.0;167.0;14.0;13.0;23.0;4.0;50.0;13.0;23.0;12.0;123.0
117;Zwitserland;2014;239.0;172.0;14.0;8.0;45.0;0.0;45.0;8.0;45.0;14.0;127.0
118;Zwitserland;2015;255.0;192.0;23.0;11.0;27.0;2.0;80.0;11.0;27.0;20.0;117.0
119;Zwitserland;2016;211.0;169.0;13.0;3.0;26.0;0.0;59.0;3.0;26.0;13.0;111.0
120;Groot-Brittanië;2002;457.0;155.0;24.0;21.0;131.0;125.0;56.0;21.0;131.0;139.0;109.0
121;Groot-Brittanië;2003;399.0;121.0;6.0;22.0;142.0;107.0;23.0;22.0;142.0;113.0;99.0
122;Groot-Brittanië;2004;430.0;140.0;23.0;11.0;160.0;96.0;69.0;11.0;160.0;117.0;75.0
123;Groot-Brittanië;2005;387.0;89.0;3.0;33.0;182.0;79.0;43.0;33.0;182.0;79.0;50.0
124;Groot-Brittanië;2006;366.0;108.0;9.0;18.0;115.0;117.0;55.0;18.0;115.0;125.0;53.0
125;Groot-Brittanië;2007;357.0;92.0;13.0;34.0;130.0;87.0;34.0;34.0;130.0;95.0;63.0
126;Groot-Brittanië;2008;365.0;123.0;23.0;20.0;124.0;75.0;34.0;20.0;124.0;91.0;96.0
127;Groot-Brittanië;2009;433.0;161.0;16.0;51.0;111.0;94.0;40.0;51.0;111.0;104.0;126.0
128;Groot-Brittanië;2010;477.0;159.0;46.0;54.0;140.0;79.0;51.0;54.0;140.0;121.0;112.0
129;Groot-Brittanië;2011;489.0;129.0;41.0;27.0;161.0;130.0;58.0;27.0;161.0;166.0;76.0
130;Groot-Brittanië;2012;465.0;147.0;39.0;37.0;153.0;89.0;56.0;37.0;153.0;125.0;94.0
131;Groot-Brittanië;2013;524.0;193.0;28.0;39.0;165.0;100.0;90.0;39.0;165.0;122.0;109.0
132;Groot-Brittanië;2014;520.0;172.0;21.0;36.0;177.0;114.0;78.0;36.0;176.0;129.0;100.0
133;Groot-Brittanië;2015;520.0;202.0;18.0;24.0;195.0;80.0;95.0;24.0;195.0;98.0;107.0
134;Groot-Brittanië;2016;497.0;165.0;23.0;35.0;180.0;94.0;93.0;35.0;180.0;104.0;85.0
135;Noorwegen, Zweden, Finland;2002;221.0;154.0;2.0;9.0;42.0;14.0;41.0;9.0;42.0;8.0;121.0
136;Noorwegen, Zweden, Finland;2003;224.0;142.0;0.0;5.0;51.0;26.0;67.0;5.0;51.0;26.0;74.0
137;Noorwegen, Zweden, Finland;2004;267.0;152.0;4.0;8.0;66.0;37.0;74.0;8.0;66.0;41.0;77.0
138;Noorwegen, Zweden, Finland;2005;302.0;164.0;0.0;12.0;85.0;41.0;76.0;12.0;82.0;36.0;96.0
139;Noorwegen, Zweden, Finland;2006;279.0;191.0;0.0;13.0;55.0;20.0;56.0;13.0;55.0;18.0;136.0
140;Noorwegen, Zweden, Finland;2007;328.0;205.0;0.0;10.0;84.0;29.0;72.0;10.0;84.0;29.0;133.0
141;Noorwegen, Zweden, Finland;2008;320.0;150.0;5.0;34.0;100.0;31.0;47.0;34.0;98.0;30.0;110.0
142;Noorwegen, Zweden, Finland;2009;362.0;181.0;0.0;10.0;121.0;50.0;66.0;10.0;121.0;48.0;118.0
143;Noorwegen, Zweden, Finland;2010;297.0;173.0;9.0;4.0;94.0;17.0;55.0;4.0;92.0;26.0;120.0
144;Noorwegen, Zweden, Finland;2011;284.0;122.0;0.0;9.0;113.0;40.0;47.0;9.0;113.0;34.0;82.0
145;Noorwegen, Zweden, Finland;2012;274.0;116.0;8.0;20.0;65.0;65.0;67.0;20.0;65.0;69.0;53.0
146;Noorwegen, Zweden, Finland;2013;273.0;116.0;2.0;12.0;78.0;65.0;64.0;12.0;78.0;63.0;56.0
147;Noorwegen, Zweden, Finland;2014;278.0;144.0;5.0;9.0;88.0;32.0;65.0;9.0;88.0;37.0;79.0
148;Noorwegen, Zweden, Finland;2015;314.0;179.0;0.0;8.0;99.0;28.0;81.0;8.0;99.0;23.0;103.0
149;Noorwegen, Zweden, Finland;2016;288.0;138.0;12.0;19.0;101.0;17.0;61.0;19.0;101.0;29.0;78.0
150;Denemarken;2002;168.0;151.0;2.0;3.0;6.0;6.0;49.0;3.0;6.0;2.0;108.0
151;Denemarken;2003;165.0;162.0;2.0;0.0;0.0;0.0;71.0;0.0;0.0;0.0;93.0
152;Denemarken;2004;186.0;163.0;2.0;8.0;6.0;6.0;79.0;8.0;6.0;2.0;90.0
153;Denemarken;2005;181.0;168.0;0.0;5.0;4.0;4.0;90.0;5.0;4.0;0.0;82.0
154;Denemarken;2006;174.0;154.0;0.0;4.0;15.0;0.0;44.0;4.0;15.0;0.0;110.0
155;Denemarken;2007;191.0;174.0;0.0;4.0;3.0;10.0;86.0;4.0;3.0;4.0;94.0
156;Denemarken;2008;200.0;178.0;0.0;9.0;7.0;6.0;99.0;9.0;7.0;4.0;81.0
157;Denemarken;2009;180.0;157.0;4.0;2.0;13.0;3.0;96.0;2.0;13.0;7.0;61.0
158;Denemarken;2010;165.0;146.0;0.0;5.0;12.0;3.0;63.0;5.0;12.0;3.0;83.0
159;Denemarken;2011;156.0;125.0;8.0;0.0;14.0;10.0;92.0;0.0;14.0;10.0;41.0
160;Denemarken;2012;171.0;;;;;;;;;;
161;Denemarken;2013;;;;;;;;;;;
162;Denemarken;2014;;;;;;;;;;;
163;Denemarken;2015;;;;;;;;;;;
164;Denemarken;2016;;;;;;;;;;;
165;Duitsland;2002;1507.0;1321.0;35.0;85.0;1.0;65.0;406.0;85.0;1.0;64.0;950.0
166;Duitsland;2003;1488.0;1228.0;82.0;127.0;3.0;48.0;533.0;127.0;3.0;101.0;724.0
167;Duitsland;2004;1664.0;1332.0;110.0;150.0;31.0;41.0;621.0;150.0;31.0;125.0;738.0
168;Duitsland;2005;1610.0;1375.0;75.0;78.0;17.0;65.0;600.0;78.0;13.0;90.0;829.0
169;Duitsland;2006;1634.0;1415.0;58.0;84.0;26.0;51.0;592.0;80.0;26.0;84.0;852.0
170;Duitsland;2007;1738.0;1481.0;68.0;131.0;19.0;40.0;652.0;131.0;19.0;83.0;854.0
171;Duitsland;2008;1878.0;1622.0;95.0;93.0;10.0;58.0;688.0;93.0;10.0;122.0;965.0
172;Duitsland;2009;2060.0;1766.0;107.0;124.0;31.0;33.0;744.0;124.0;11.0;115.0;1066.0
173;Duitsland;2010;2101.0;1824.0;103.0;97.0;21.0;56.0;789.0;97.0;17.0;123.0;1075.0
174;Duitsland;2011;2074.0;1729.0;127.0;123.0;33.0;62.0;819.0;123.0;33.0;152.0;947.0
175;Duitsland;2012;2082.0;1827.0;94.0;86.0;42.0;34.0;929.0;86.0;42.0;113.0;913.0
176;Duitsland;2013;1903.0;1662.0;90.0;69.0;29.0;54.0;853.0;66.0;29.0;117.0;839.0
177;Duitsland;2014;2106.0;1832.0;101.0;78.0;43.0;52.0;936.0;78.0;43.0;133.0;916.0
178;Duitsland;2015;1963.0;1690.0;79.0;88.0;46.0;61.0;925.0;88.0;46.0;112.0;793.0
179;Duitsland;2016;2075.0;1836.0;62.0;64.0;46.0;67.0;1003.0;64.0;46.0;101.0;861.0
180;Italië;2002;765.0;493.0;39.0;63.0;148.0;22.0;145.0;63.0;148.0;50.0;359.0
181;Italië;2003;715.0;470.0;12.0;45.0;173.0;16.0;130.0;45.0;173.0;26.0;341.0
182;Italië;2004;697.0;454.0;7.0;49.0;176.0;11.0;203.0;49.0;176.0;14.0;254.0
183;Italië;2005;698.0;483.0;9.0;37.0;166.0;4.0;221.0;33.0;166.0;9.0;269.0
184;Italië;2006;824.0;582.0;14.0;37.0;183.0;8.0;284.0;37.0;183.0;18.0;302.0
185;Italië;2007;884.0;559.0;11.0;79.0;230.0;6.0;290.0;79.0;230.0;10.0;275.0
186;Italië;2008;947.0;579.0;18.0;48.0;282.0;19.0;295.0;48.0;279.0;38.0;287.0
187;Italië;2009;919.0;587.0;14.0;42.0;262.0;14.0;290.0;42.0;262.0;23.0;303.0
188;Italië;2010;914.0;552.0;9.0;39.0;293.0;21.0;303.0;39.0;289.0;26.0;257.0
189;Italië;2011;910.0;587.0;10.0;44.0;251.0;19.0;318.0;44.0;251.0;25.0;272.0
190;Italië;2012;936.0;526.0;0.0;33.0;353.0;23.0;278.0;33.0;353.0;23.0;248.0
191;Italië;2013;1035.0;625.0;11.0;47.0;331.0;21.0;306.0;47.0;325.0;28.0;328.0
192;Italië;2014;981.0;573.0;3.0;24.0;352.0;28.0;318.0;24.0;352.0;18.0;269.0
193;Italië;2015;958.0;507.0;11.0;20.0;404.0;15.0;278.0;20.0;404.0;24.0;232.0
194;Italië;2016;1069.0;668.0;13.0;46.0;333.0;9.0;375.0;46.0;333.0;20.0;295.0
195;Griekenland;2002;561.0;11.0;6.0;2.0;537.0;4.0;6.0;2.0;536.0;8.0;9.0
196;Griekenland;2003;526.0;7.0;2.0;2.0;514.0;0.0;4.0;2.0;514.0;2.0;4.0
197;Griekenland;2004;518.0;10.0;0.0;0.0;501.0;6.0;4.0;0.0;482.0;6.0;25.0
198;Griekenland;2005;543.0;12.0;0.0;1.0;523.0;7.0;3.0;1.0;520.0;4.0;14.0
199;Griekenland;2006;642.0;22.0;2.0;3.0;612.0;3.0;7.0;3.0;609.0;5.0;17.0
200;Griekenland;2007;731.0;8.0;0.0;1.0;714.0;8.0;3.0;1.0;714.0;5.0;7.0
201;Griekenland;2008;729.0;9.0;0.0;2.0;712.0;7.0;6.0;2.0;712.0;7.0;3.0
202;Griekenland;2009;625.0;16.0;0.0;0.0;604.0;5.0;5.0;0.0;604.0;5.0;10.0
203;Griekenland;2010;613.0;9.0;2.0;0.0;592.0;9.0;5.0;0.0;575.0;12.0;22.0
204;Griekenland;2011;588.0;20.0;0.0;2.0;564.0;1.0;7.0;2.0;564.0;1.0;13.0
205;Griekenland;2012;637.0;19.0;0.0;2.0;614.0;2.0;10.0;2.0;614.0;2.0;9.0
206;Griekenland;2013;580.0;12.0;0.0;0.0;560.0;8.0;5.0;0.0;555.0;8.0;12.0
207;Griekenland;2014;719.0;19.0;0.0;0.0;697.0;3.0;11.0;0.0;690.0;3.0;14.0
208;Griekenland;2015;691.0;18.0;0.0;7.0;657.0;9.0;13.0;7.0;647.0;9.0;16.0
209;Griekenland;2016;507.0;10.0;0.0;0.0;493.0;4.0;10.0;0.0;487.0;4.0;6.0
210;Hongarije;2002;87.0;54.0;0.0;21.0;12.0;0.0;11.0;21.0;12.0;0.0;43.0
211;Hongarije;2003;93.0;55.0;3.0;23.0;8.0;4.0;17.0;23.0;8.0;3.0;42.0
212;Hongarije;2004;125.0;71.0;8.0;28.0;14.0;3.0;15.0;28.0;14.0;11.0;56.0
213;Hongarije;2005;107.0;66.0;2.0;20.0;18.0;2.0;11.0;20.0;18.0;5.0;54.0
214;Hongarije;2006;116.0;50.0;0.0;17.0;45.0;4.0;21.0;17.0;45.0;4.0;29.0
215;Hongarije;2007;111.0;61.0;1.0;6.0;43.0;0.0;21.0;6.0;43.0;1.0;40.0
216;Hongarije;2008;115.0;50.0;8.0;11.0;45.0;1.0;12.0;11.0;23.0;9.0;60.0
217;Hongarije;2009;100.0;44.0;9.0;5.0;42.0;0.0;10.0;5.0;23.0;9.0;53.0
218;Hongarije;2010;131.0;59.0;9.0;25.0;36.0;2.0;6.0;25.0;32.0;11.0;56.0
219;Hongarije;2011;139.0;56.0;9.0;12.0;62.0;2.0;12.0;12.0;62.0;10.0;44.0
220;Hongarije;2012;134.0;;;;;;;;;;
221;Hongarije;2013;;;;;;;;;;;
222;Hongarije;2014;;;;;;;;;;;
223;Hongarije;2015;;;;;;;;;;;
224;Hongarije;2016;;;;;;;;;;;
225;Tsjechië;2002;288.0;233.0;6.0;35.0;10.0;4.0;74.0;35.0;10.0;10.0;159.0
226;Tsjechië;2003;295.0;226.0;0.0;58.0;2.0;8.0;106.0;58.0;2.0;8.0;120.0
227;Tsjechië;2004;376.0;303.0;9.0;41.0;23.0;0.0;142.0;41.0;23.0;9.0;161.0
228;Tsjechië;2005;371.0;306.0;7.0;47.0;12.0;0.0;150.0;47.0;12.0;7.0;156.0
229;Tsjechië;2006;321.0;253.0;2.0;49.0;11.0;6.0;139.0;49.0;11.0;6.0;116.0
230;Tsjechië;2007;313.0;233.0;4.0;44.0;30.0;2.0;127.0;44.0;30.0;4.0;108.0
231;Tsjechië;2008;383.0;298.0;7.0;64.0;13.0;2.0;135.0;61.0;13.0;8.0;166.0
232;Tsjechië;2009;285.0;209.0;9.0;39.0;24.0;4.0;75.0;39.0;24.0;13.0;134.0
233;Tsjechië;2010;218.0;165.0;4.0;23.0;18.0;7.0;88.0;23.0;18.0;11.0;77.0
234;Tsjechië;2011;180.0;124.0;3.0;22.0;32.0;0.0;69.0;22.0;32.0;3.0;55.0
235;Tsjechië;2012;168.0;;;;;;;;;;
236;Tsjechië;2013;;;;;;;;;;;
237;Tsjechië;2014;;;;;;;;;;;
238;Tsjechië;2015;;;;;;;;;;;
239;Tsjechië;2016;;;;;;;;;;;
240;Turkije;2002;613.0;0.0;0.0;0.0;610.0;3.0;0.0;0.0;610.0;0.0;3.0
241;Turkije;2003;707.0;1.0;0.0;0.0;706.0;0.0;1.0;0.0;706.0;0.0;0.0
242;Turkije;2004;819.0;9.0;0.0;0.0;811.0;0.0;9.0;0.0;811.0;0.0;0.0
243;Turkije;2005;965.0;11.0;2.0;0.0;942.0;10.0;6.0;0.0;938.0;4.0;17.0
244;Turkije;2006;634.0;1.0;0.0;0.0;625.0;8.0;0.0;0.0;611.0;4.0;19.0
245;Turkije;2007;640.0;6.0;0.0;0.0;626.0;8.0;3.0;0.0;617.0;0.0;21.0
246;Turkije;2008;759.0;9.0;0.0;0.0;750.0;0.0;0.0;0.0;739.0;0.0;20.0
247;Turkije;2009;670.0;4.0;0.0;2.0;665.0;0.0;2.0;2.0;637.0;0.0;30.0
248;Turkije;2010;800.0;13.0;0.0;0.0;782.0;5.0;2.0;0.0;738.0;5.0;56.0
249;Turkije;2011;806.0;0.0;1.0;0.0;801.0;4.0;0.0;0.0;770.0;5.0;31.0
250;Turkije;2012;791.0;9.0;0.0;0.0;775.0;6.0;6.0;0.0;745.0;0.0;40.0
251;Turkije;2013;819.0;12.0;0.0;0.0;804.0;4.0;5.0;0.0;786.0;4.0;25.0
252;Turkije;2014;761.0;0.0;0.0;2.0;755.0;5.0;0.0;2.0;755.0;5.0;0.0
253;Turkije;2015;689.0;2.0;0.0;0.0;683.0;4.0;2.0;0.0;673.0;4.0;10.0
254;Turkije;2016;483.0;7.0;0.0;0.0;472.0;3.0;7.0;0.0;468.0;0.0;7.0
255;Egypte;2002;76.0;0.0;0.0;0.0;76.0;0.0;0.0;0.0;76.0;0.0;0.0
