ID;Geslacht;KenmerkenVanPersonen;TypeMaatwerkvoorziening;RegioS;Perioden;WmoClienten_1;WmoClientenPer1000Inwoners_2
73;Totaal mannen en vrouwen;Totaal personen;Totaal;Achtkarspelen;2e halfjaar 2023;1695.0;60.0
74;Totaal mannen en vrouwen;Totaal personen;Totaal;Achtkarspelen;2023;1850.0;66.0
75;Totaal mannen en vrouwen;Totaal personen;Totaal;Alblasserdam;1e halfjaar 2019;1195.0;60.0
76;Totaal mannen en vrouwen;Totaal personen;Totaal;Alblasserdam;2e halfjaar 2019;1195.0;60.0
77;Totaal mannen en vrouwen;Totaal personen;Totaal;Alblasserdam;2019;1290.0;64.0
78;Totaal mannen en vrouwen;Totaal personen;Totaal;Alblasserdam;1e halfjaar 2020;1225.0;61.0
79;Totaal mannen en vrouwen;Totaal personen;Totaal;Alblasserdam;2e halfjaar 2020;1260.0;62.0
80;Totaal mannen en vrouwen;Totaal personen;Totaal;Alblasserdam;2020;1340.0;66.0
81;Totaal mannen en vrouwen;Totaal personen;Totaal;Alblasserdam;1e halfjaar 2021;1250.0;62.0
82;Totaal mannen en vrouwen;Totaal personen;Totaal;Alblasserdam;2e halfjaar 2021;1255.0;62.0
83;Totaal mannen en vrouwen;Totaal personen;Totaal;Alblasserdam;2021;1365.0;68.0
84;Totaal mannen en vrouwen;Totaal personen;Totaal;Alblasserdam;1e halfjaar 2022;1240.0;62.0
85;Totaal mannen en vrouwen;Totaal personen;Totaal;Alblasserdam;2e halfjaar 2022;1250.0;62.0
86;Totaal mannen en vrouwen;Totaal personen;Totaal;Alblasserdam;2022;1345.0;67.0
87;Totaal mannen en vrouwen;Totaal personen;Totaal;Alblasserdam;1e halfjaar 2023;1260.0;62.0
88;Totaal mannen en vrouwen;Totaal personen;Totaal;Alblasserdam;2e halfjaar 2023;1270.0;62.0
89;Totaal mannen en vrouwen;Totaal personen;Totaal;Alblasserdam;2023;1350.0;66.0
90;Totaal mannen en vrouwen;Totaal personen;Totaal;Albrandswaard;1e halfjaar 2019;1265.0;50.0
91;Totaal mannen en vrouwen;Totaal personen;Totaal;Albrandswaard;2e halfjaar 2019;1300.0;51.0
92;Totaal mannen en vrouwen;Totaal personen;Totaal;Albrandswaard;2019;1375.0;54.0
93;Totaal mannen en vrouwen;Totaal personen;Totaal;Albrandswaard;1e halfjaar 2020;1330.0;52.0
94;Totaal mannen en vrouwen;Totaal personen;Totaal;Albrandswaard;2e halfjaar 2020;1335.0;52.0
95;Totaal mannen en vrouwen;Totaal personen;Totaal;Albrandswaard;2020;1440.0;56.0
96;Totaal mannen en vrouwen;Totaal personen;Totaal;Albrandswaard;1e halfjaar 2021;1295.0;50.0
97;Totaal mannen en vrouwen;Totaal personen;Totaal;Albrandswaard;2e halfjaar 2021;1305.0;51.0
98;Totaal mannen en vrouwen;Totaal personen;Totaal;Albrandswaard;2021;1400.0;54.0
99;Totaal mannen en vrouwen;Totaal personen;Totaal;Albrandswaard;1e halfjaar 2022;1325.0;51.0
100;Totaal mannen en vrouwen;Totaal personen;Totaal;Albrandswaard;2e halfjaar 2022;1325.0;51.0
101;Totaal mannen en vrouwen;Totaal personen;Totaal;Albrandswaard;2022;1430.0;55.0
102;Totaal mannen en vrouwen;Totaal personen;Totaal;Albrandswaard;1e halfjaar 2023;1330.0;50.0
103;Totaal mannen en vrouwen;Totaal personen;Totaal;Albrandswaard;2e halfjaar 2023;1365.0;52.0
104;Totaal mannen en vrouwen;Totaal personen;Totaal;Albrandswaard;2023;1450.0;55.0
105;Totaal mannen en vrouwen;Totaal personen;Totaal;Alkmaar;1e halfjaar 2019;6615.0;61.0
106;Totaal mannen en vrouwen;Totaal personen;Totaal;Alkmaar;2e halfjaar 2019;6940.0;64.0
107;Totaal mannen en vrouwen;Totaal personen;Totaal;Alkmaar;2019;7340.0;68.0
108;Totaal mannen en vrouwen;Totaal personen;Totaal;Alkmaar;1e halfjaar 2020;7020.0;64.0
109;Totaal mannen en vrouwen;Totaal personen;Totaal;Alkmaar;2e halfjaar 2020;7040.0;64.0
110;Totaal mannen en vrouwen;Totaal personen;Totaal;Alkmaar;2020;7545.0;69.0
111;Totaal mannen en vrouwen;Totaal personen;Totaal;Alkmaar;1e halfjaar 2021;6905.0;63.0
112;Totaal mannen en vrouwen;Totaal personen;Totaal;Alkmaar;2e halfjaar 2021;6765.0;62.0
113;Totaal mannen en vrouwen;Totaal personen;Totaal;Alkmaar;2021;7370.0;67.0
114;Totaal mannen en vrouwen;Totaal personen;Totaal;Alkmaar;1e halfjaar 2022;6685.0;60.0
115;Totaal mannen en vrouwen;Totaal personen;Totaal;Alkmaar;2e halfjaar 2022;6750.0;61.0
116;Totaal mannen en vrouwen;Totaal personen;Totaal;Alkmaar;2022;7230.0;65.0
117;Totaal mannen en vrouwen;Totaal personen;Totaal;Alkmaar;1e halfjaar 2023;6790.0;61.0
118;Totaal mannen en vrouwen;Totaal personen;Totaal;Alkmaar;2e halfjaar 2023;6845.0;61.0
119;Totaal mannen en vrouwen;Totaal personen;Totaal;Alkmaar;2023;7375.0;66.0
120;Totaal mannen en vrouwen;Totaal personen;Totaal;Almelo;1e halfjaar 2019;4490.0;62.0
121;Totaal mannen en vrouwen;Totaal personen;Totaal;Almelo;2e halfjaar 2019;4530.0;62.0
122;Totaal mannen en vrouwen;Totaal personen;Totaal;Almelo;2019;4965.0;68.0
123;Totaal mannen en vrouwen;Totaal personen;Totaal;Almelo;1e halfjaar 2020;5110.0;70.0
124;Totaal mannen en vrouwen;Totaal personen;Totaal;Almelo;2e halfjaar 2020;5250.0;72.0
125;Totaal mannen en vrouwen;Totaal personen;Totaal;Almelo;2020;5660.0;77.0
126;Totaal mannen en vrouwen;Totaal personen;Totaal;Almelo;1e halfjaar 2021;5150.0;70.0
127;Totaal mannen en vrouwen;Totaal personen;Totaal;Almelo;2e halfjaar 2021;5175.0;71.0
128;Totaal mannen en vrouwen;Totaal personen;Totaal;Almelo;2021;5690.0;78.0
129;Totaal mannen en vrouwen;Totaal personen;Totaal;Almelo;1e halfjaar 2022;5110.0;70.0
130;Totaal mannen en vrouwen;Totaal personen;Totaal;Almelo;2e halfjaar 2022;5115.0;70.0
131;Totaal mannen en vrouwen;Totaal personen;Totaal;Almelo;2022;5605.0;77.0
132;Totaal mannen en vrouwen;Totaal personen;Totaal;Almelo;1e halfjaar 2023;5185.0;70.0
133;Totaal mannen en vrouwen;Totaal personen;Totaal;Almelo;2e halfjaar 2023;5215.0;71.0
134;Totaal mannen en vrouwen;Totaal personen;Totaal;Almelo;2023;5695.0;77.0
135;Totaal mannen en vrouwen;Totaal personen;Totaal;Almere;1e halfjaar 2019;10470.0;50.0
136;Totaal mannen en vrouwen;Totaal personen;Totaal;Almere;2e halfjaar 2019;10895.0;52.0
137;Totaal mannen en vrouwen;Totaal personen;Totaal;Almere;2019;11440.0;55.0
138;Totaal mannen en vrouwen;Totaal personen;Totaal;Almere;1e halfjaar 2020;11100.0;52.0
139;Totaal mannen en vrouwen;Totaal personen;Totaal;Almere;2e halfjaar 2020;11340.0;54.0
140;Totaal mannen en vrouwen;Totaal personen;Totaal;Almere;2020;11980.0;57.0
141;Totaal mannen en vrouwen;Totaal personen;Totaal;Almere;1e halfjaar 2021;11100.0;52.0
142;Totaal mannen en vrouwen;Totaal personen;Totaal;Almere;2e halfjaar 2021;11210.0;52.0
143;Totaal mannen en vrouwen;Totaal personen;Totaal;Almere;2021;12045.0;56.0
144;Totaal mannen en vrouwen;Totaal personen;Totaal;Almere;1e halfjaar 2022;11045.0;51.0
145;Totaal mannen en vrouwen;Totaal personen;Totaal;Almere;2e halfjaar 2022;11150.0;51.0
146;Totaal mannen en vrouwen;Totaal personen;Totaal;Almere;2022;11940.0;55.0
147;Totaal mannen en vrouwen;Totaal personen;Totaal;Almere;1e halfjaar 2023;8790.0;39.0
148;Totaal mannen en vrouwen;Totaal personen;Totaal;Almere;2e halfjaar 2023;8800.0;40.0
149;Totaal mannen en vrouwen;Totaal personen;Totaal;Almere;2023;9515.0;43.0
150;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen aan den Rijn;1e halfjaar 2019;3540.0;32.0
151;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen aan den Rijn;2e halfjaar 2019;3690.0;33.0
152;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen aan den Rijn;2019;3965.0;36.0
153;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen aan den Rijn;1e halfjaar 2020;3695.0;33.0
154;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen aan den Rijn;2e halfjaar 2020;3780.0;34.0
155;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen aan den Rijn;2020;4085.0;37.0
156;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen aan den Rijn;1e halfjaar 2021;3900.0;35.0
157;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen aan den Rijn;2e halfjaar 2021;4055.0;36.0
158;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen aan den Rijn;2021;4395.0;39.0
159;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen aan den Rijn;1e halfjaar 2022;4120.0;36.0
160;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen aan den Rijn;2e halfjaar 2022;4080.0;36.0
161;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen aan den Rijn;2022;4500.0;40.0
162;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen aan den Rijn;1e halfjaar 2023;4000.0;35.0
163;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen aan den Rijn;2e halfjaar 2023;3950.0;35.0
164;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen aan den Rijn;2023;4340.0;38.0
165;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen-Chaam;1e halfjaar 2019;410.0;40.0
166;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen-Chaam;2e halfjaar 2019;440.0;43.0
167;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen-Chaam;2019;475.0;47.0
168;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen-Chaam;1e halfjaar 2020;475.0;47.0
169;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen-Chaam;2e halfjaar 2020;495.0;49.0
170;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen-Chaam;2020;540.0;53.0
171;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen-Chaam;1e halfjaar 2021;505.0;49.0
172;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen-Chaam;2e halfjaar 2021;515.0;50.0
173;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen-Chaam;2021;555.0;54.0
174;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen-Chaam;1e halfjaar 2022;535.0;51.0
175;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen-Chaam;2e halfjaar 2022;550.0;53.0
176;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen-Chaam;2022;595.0;57.0
177;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen-Chaam;1e halfjaar 2023;555.0;53.0
178;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen-Chaam;2e halfjaar 2023;555.0;53.0
179;Totaal mannen en vrouwen;Totaal personen;Totaal;Alphen-Chaam;2023;610.0;58.0
180;Totaal mannen en vrouwen;Totaal personen;Totaal;Altena;1e halfjaar 2019;2660.0;48.0
181;Totaal mannen en vrouwen;Totaal personen;Totaal;Altena;2e halfjaar 2019;2845.0;51.0
182;Totaal mannen en vrouwen;Totaal personen;Totaal;Altena;2019;2995.0;54.0
183;Totaal mannen en vrouwen;Totaal personen;Totaal;Altena;1e halfjaar 2020;2995.0;54.0
184;Totaal mannen en vrouwen;Totaal personen;Totaal;Altena;2e halfjaar 2020;3085.0;55.0
185;Totaal mannen en vrouwen;Totaal personen;Totaal;Altena;2020;3290.0;59.0
186;Totaal mannen en vrouwen;Totaal personen;Totaal;Altena;1e halfjaar 2021;3065.0;54.0
187;Totaal mannen en vrouwen;Totaal personen;Totaal;Altena;2e halfjaar 2021;3130.0;56.0
188;Totaal mannen en vrouwen;Totaal personen;Totaal;Altena;2021;3355.0;60.0
189;Totaal mannen en vrouwen;Totaal personen;Totaal;Altena;1e halfjaar 2022;3195.0;56.0
190;Totaal mannen en vrouwen;Totaal personen;Totaal;Altena;2e halfjaar 2022;3220.0;56.0
191;Totaal mannen en vrouwen;Totaal personen;Totaal;Altena;2022;3435.0;60.0
192;Totaal mannen en vrouwen;Totaal personen;Totaal;Altena;1e halfjaar 2023;3255.0;56.0
193;Totaal mannen en vrouwen;Totaal personen;Totaal;Altena;2e halfjaar 2023;3230.0;56.0
194;Totaal mannen en vrouwen;Totaal personen;Totaal;Altena;2023;3490.0;60.0
195;Totaal mannen en vrouwen;Totaal personen;Totaal;Ameland;1e halfjaar 2019;180.0;49.0
196;Totaal mannen en vrouwen;Totaal personen;Totaal;Ameland;2e halfjaar 2019;195.0;53.0
197;Totaal mannen en vrouwen;Totaal personen;Totaal;Ameland;2019;200.0;55.0
198;Totaal mannen en vrouwen;Totaal personen;Totaal;Ameland;1e halfjaar 2020;215.0;58.0
199;Totaal mannen en vrouwen;Totaal personen;Totaal;Ameland;2e halfjaar 2020;220.0;59.0
200;Totaal mannen en vrouwen;Totaal personen;Totaal;Ameland;2020;235.0;63.0
201;Totaal mannen en vrouwen;Totaal personen;Totaal;Ameland;1e halfjaar 2021;225.0;60.0
202;Totaal mannen en vrouwen;Totaal personen;Totaal;Ameland;2e halfjaar 2021;225.0;60.0
203;Totaal mannen en vrouwen;Totaal personen;Totaal;Ameland;2021;240.0;64.0
204;Totaal mannen en vrouwen;Totaal personen;Totaal;Ameland;1e halfjaar 2022;230.0;61.0
205;Totaal mannen en vrouwen;Totaal personen;Totaal;Ameland;2e halfjaar 2022;250.0;67.0
206;Totaal mannen en vrouwen;Totaal personen;Totaal;Ameland;2022;255.0;68.0
207;Totaal mannen en vrouwen;Totaal personen;Totaal;Ameland;1e halfjaar 2023;225.0;59.0
208;Totaal mannen en vrouwen;Totaal personen;Totaal;Ameland;2e halfjaar 2023;240.0;62.0
209;Totaal mannen en vrouwen;Totaal personen;Totaal;Ameland;2023;250.0;65.0
210;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;1e halfjaar 2019;9145.0;59.0
211;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2e halfjaar 2019;9330.0;60.0
212;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2019;10190.0;65.0
213;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;1e halfjaar 2020;9405.0;60.0
214;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2e halfjaar 2020;9510.0;60.0
215;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2020;10395.0;66.0
216;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;1e halfjaar 2021;9225.0;59.0
217;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2e halfjaar 2021;9220.0;59.0
218;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2021;10200.0;65.0
219;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;1e halfjaar 2022;9205.0;58.0
220;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2e halfjaar 2022;9210.0;58.0
221;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2022;10180.0;64.0
222;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;1e halfjaar 2023;9090.0;57.0
223;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2e halfjaar 2023;9200.0;57.0
224;Totaal mannen en vrouwen;Totaal personen;Totaal;Amersfoort;2023;10060.0;63.0
225;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;1e halfjaar 2019;;
226;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2e halfjaar 2019;;
227;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2019;;
228;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;1e halfjaar 2020;;
229;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2e halfjaar 2020;;
230;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2020;;
231;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;1e halfjaar 2021;;
232;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2e halfjaar 2021;;
233;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2021;;
234;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;1e halfjaar 2022;;
235;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2e halfjaar 2022;;
236;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2022;;
237;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;1e halfjaar 2023;5005.0;53.0
238;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2e halfjaar 2023;4545.0;48.0
239;Totaal mannen en vrouwen;Totaal personen;Totaal;Amstelveen;2023;5010.0;53.0
240;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;1e halfjaar 2019;66030.0;77.0
241;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2e halfjaar 2019;66495.0;77.0
242;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2019;70295.0;82.0
243;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;1e halfjaar 2020;66765.0;77.0
244;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2e halfjaar 2020;66960.0;77.0
245;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2020;70580.0;81.0
246;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;1e halfjaar 2021;66635.0;77.0
247;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2e halfjaar 2021;;
248;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2021;;
249;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;1e halfjaar 2022;64675.0;74.0
250;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2e halfjaar 2022;64455.0;73.0
251;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2022;68325.0;78.0
252;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;1e halfjaar 2023;63655.0;70.0
253;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2e halfjaar 2023;63625.0;70.0
254;Totaal mannen en vrouwen;Totaal personen;Totaal;Amsterdam;2023;67060.0;73.0
255;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;1e halfjaar 2019;11475.0;71.0
256;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2e halfjaar 2019;11890.0;73.0
257;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2019;12650.0;78.0
258;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;1e halfjaar 2020;11945.0;73.0
259;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2e halfjaar 2020;11950.0;73.0
260;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2020;12870.0;79.0
261;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;1e halfjaar 2021;11885.0;72.0
262;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2e halfjaar 2021;12095.0;73.0
263;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2021;13005.0;79.0
264;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;1e halfjaar 2022;12310.0;74.0
265;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2e halfjaar 2022;12575.0;76.0
266;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;2022;13505.0;82.0
267;Totaal mannen en vrouwen;Totaal personen;Totaal;Apeldoorn;1e halfjaar 2023;12470.0;75.0
