ID;Geslacht;KenmerkenVanPersonen;TypeMaatwerkvoorziening;RegioS;Perioden;WmoClienten_1;WmoClientenPer1000Inwoners_2
5510;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;2020;1440.0;56.0
5511;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;1e halfjaar 2021;1295.0;50.0
5512;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;2e halfjaar 2021;1305.0;51.0
5513;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;2021;1400.0;54.0
5514;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;1e halfjaar 2022;1325.0;51.0
5515;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;2e halfjaar 2022;1325.0;51.0
5516;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;2022;1430.0;55.0
5517;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;1e halfjaar 2023;1330.0;50.0
5518;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;2e halfjaar 2023;1365.0;52.0
5519;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Albrandswaard;2023;1450.0;55.0
5520;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;1e halfjaar 2019;6175.0;57.0
5521;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2e halfjaar 2019;6485.0;60.0
5522;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2019;6855.0;63.0
5523;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;1e halfjaar 2020;6550.0;60.0
5524;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2e halfjaar 2020;6585.0;60.0
5525;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2020;7065.0;65.0
5526;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;1e halfjaar 2021;6540.0;60.0
5527;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2e halfjaar 2021;6460.0;59.0
5528;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2021;6975.0;63.0
5529;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;1e halfjaar 2022;6405.0;58.0
5530;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2e halfjaar 2022;6460.0;58.0
5531;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2022;6915.0;62.0
5532;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;1e halfjaar 2023;6505.0;58.0
5533;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2e halfjaar 2023;6565.0;59.0
5534;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alkmaar;2023;7060.0;63.0
5535;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;1e halfjaar 2019;4115.0;56.0
5536;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2e halfjaar 2019;4160.0;57.0
5537;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2019;4570.0;63.0
5538;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;1e halfjaar 2020;4740.0;65.0
5539;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2e halfjaar 2020;4850.0;66.0
5540;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2020;5240.0;72.0
5541;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;1e halfjaar 2021;4895.0;67.0
5542;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2e halfjaar 2021;4940.0;68.0
5543;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2021;5400.0;74.0
5544;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;1e halfjaar 2022;4845.0;66.0
5545;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2e halfjaar 2022;4845.0;66.0
5546;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2022;5320.0;73.0
5547;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;1e halfjaar 2023;4920.0;67.0
5548;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2e halfjaar 2023;4955.0;67.0
5549;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almelo;2023;5395.0;73.0
5550;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;1e halfjaar 2019;9770.0;47.0
5551;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2e halfjaar 2019;10180.0;49.0
5552;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2019;10680.0;51.0
5553;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;1e halfjaar 2020;10310.0;49.0
5554;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2e halfjaar 2020;10515.0;50.0
5555;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2020;11120.0;52.0
5556;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;1e halfjaar 2021;10430.0;49.0
5557;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2e halfjaar 2021;10595.0;49.0
5558;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2021;11310.0;53.0
5559;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;1e halfjaar 2022;10465.0;48.0
5560;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2e halfjaar 2022;10580.0;49.0
5561;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2022;11300.0;52.0
5562;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;1e halfjaar 2023;8235.0;37.0
5563;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2e halfjaar 2023;8315.0;37.0
5564;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Almere;2023;8945.0;40.0
5565;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;1e halfjaar 2019;3540.0;32.0
5566;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2e halfjaar 2019;3690.0;33.0
5567;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2019;3965.0;36.0
5568;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;1e halfjaar 2020;3695.0;33.0
5569;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2e halfjaar 2020;3780.0;34.0
5570;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2020;4085.0;37.0
5571;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;1e halfjaar 2021;3900.0;35.0
5572;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2e halfjaar 2021;4055.0;36.0
5573;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2021;4395.0;39.0
5574;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;1e halfjaar 2022;4120.0;36.0
5575;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2e halfjaar 2022;4080.0;36.0
5576;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2022;4500.0;40.0
5577;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;1e halfjaar 2023;4000.0;35.0
5578;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2e halfjaar 2023;3950.0;35.0
5579;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen aan den Rijn;2023;4340.0;38.0
5580;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;1e halfjaar 2019;410.0;40.0
5581;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2e halfjaar 2019;440.0;43.0
5582;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2019;475.0;47.0
5583;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;1e halfjaar 2020;475.0;47.0
5584;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2e halfjaar 2020;495.0;49.0
5585;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2020;540.0;53.0
5586;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;1e halfjaar 2021;505.0;49.0
5587;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2e halfjaar 2021;515.0;50.0
5588;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2021;555.0;54.0
5589;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;1e halfjaar 2022;535.0;51.0
5590;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2e halfjaar 2022;550.0;53.0
5591;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2022;595.0;57.0
5592;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;1e halfjaar 2023;555.0;53.0
5593;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2e halfjaar 2023;555.0;53.0
5594;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Alphen-Chaam;2023;610.0;58.0
5595;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;1e halfjaar 2019;2660.0;48.0
5596;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2e halfjaar 2019;2845.0;51.0
5597;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2019;2995.0;54.0
5598;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;1e halfjaar 2020;2995.0;54.0
5599;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2e halfjaar 2020;3085.0;55.0
5600;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2020;3290.0;59.0
5601;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;1e halfjaar 2021;3065.0;54.0
5602;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2e halfjaar 2021;3130.0;56.0
5603;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2021;3355.0;60.0
5604;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;1e halfjaar 2022;3195.0;56.0
5605;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2e halfjaar 2022;3220.0;56.0
5606;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2022;3435.0;60.0
5607;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;1e halfjaar 2023;3255.0;56.0
5608;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2e halfjaar 2023;3230.0;56.0
5609;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Altena;2023;3490.0;60.0
5610;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;1e halfjaar 2019;180.0;49.0
5611;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2e halfjaar 2019;195.0;53.0
5612;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2019;200.0;55.0
5613;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;1e halfjaar 2020;215.0;58.0
5614;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2e halfjaar 2020;220.0;59.0
5615;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2020;235.0;63.0
5616;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;1e halfjaar 2021;225.0;60.0
5617;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2e halfjaar 2021;225.0;60.0
5618;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2021;240.0;64.0
5619;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;1e halfjaar 2022;230.0;61.0
5620;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2e halfjaar 2022;250.0;67.0
5621;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2022;255.0;68.0
5622;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;1e halfjaar 2023;225.0;59.0
5623;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2e halfjaar 2023;240.0;62.0
5624;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Ameland;2023;250.0;65.0
5625;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;1e halfjaar 2019;8560.0;55.0
5626;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2e halfjaar 2019;8735.0;56.0
5627;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2019;9585.0;61.0
5628;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;1e halfjaar 2020;8800.0;56.0
5629;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2e halfjaar 2020;8910.0;57.0
5630;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2020;9760.0;62.0
5631;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;1e halfjaar 2021;8760.0;56.0
5632;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2e halfjaar 2021;8795.0;56.0
5633;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2021;9700.0;62.0
5634;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;1e halfjaar 2022;8810.0;56.0
5635;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2e halfjaar 2022;8840.0;56.0
5636;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2022;9770.0;62.0
5637;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;1e halfjaar 2023;8830.0;55.0
5638;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2e halfjaar 2023;8965.0;56.0
5639;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amersfoort;2023;9795.0;61.0
5640;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amstelveen;1e halfjaar 2019;;
5641;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amstelveen;2e halfjaar 2019;;
5642;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amstelveen;2019;;
5643;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amstelveen;1e halfjaar 2020;;
5644;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amstelveen;2e halfjaar 2020;;
5645;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amstelveen;2020;;
5646;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amstelveen;1e halfjaar 2021;;
5647;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amstelveen;2e halfjaar 2021;;
5648;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amstelveen;2021;;
5649;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amstelveen;1e halfjaar 2022;;
5650;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amstelveen;2e halfjaar 2022;;
5651;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amstelveen;2022;;
5652;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amstelveen;1e halfjaar 2023;5005.0;53.0
5653;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amstelveen;2e halfjaar 2023;4545.0;48.0
5654;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amstelveen;2023;5010.0;53.0
5655;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amsterdam;1e halfjaar 2019;61740.0;72.0
5656;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amsterdam;2e halfjaar 2019;62245.0;72.0
5657;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amsterdam;2019;65950.0;77.0
5658;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amsterdam;1e halfjaar 2020;62430.0;72.0
5659;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amsterdam;2e halfjaar 2020;62455.0;72.0
5660;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amsterdam;2020;65965.0;76.0
5661;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amsterdam;1e halfjaar 2021;62295.0;72.0
5662;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amsterdam;2e halfjaar 2021;61505.0;71.0
5663;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amsterdam;2021;65685.0;75.0
5664;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amsterdam;1e halfjaar 2022;60740.0;69.0
5665;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amsterdam;2e halfjaar 2022;60695.0;69.0
5666;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amsterdam;2022;64160.0;73.0
5667;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amsterdam;1e halfjaar 2023;60065.0;66.0
5668;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amsterdam;2e halfjaar 2023;60205.0;66.0
5669;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Amsterdam;2023;63295.0;69.0
5670;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Apeldoorn;1e halfjaar 2019;10825.0;67.0
5671;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Apeldoorn;2e halfjaar 2019;11205.0;69.0
5672;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Apeldoorn;2019;11960.0;74.0
5673;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Apeldoorn;1e halfjaar 2020;11230.0;69.0
5674;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Apeldoorn;2e halfjaar 2020;11220.0;68.0
5675;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Apeldoorn;2020;12130.0;74.0
5676;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Apeldoorn;1e halfjaar 2021;11335.0;69.0
5677;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Apeldoorn;2e halfjaar 2021;11570.0;70.0
5678;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Apeldoorn;2021;12420.0;75.0
5679;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Apeldoorn;1e halfjaar 2022;11800.0;71.0
5680;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Apeldoorn;2e halfjaar 2022;12065.0;73.0
5681;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Apeldoorn;2022;12990.0;78.0
5682;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Apeldoorn;1e halfjaar 2023;11970.0;72.0
5683;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Apeldoorn;2e halfjaar 2023;12385.0;74.0
5684;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Apeldoorn;2023;13310.0;80.0
5685;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Appingedam;1e halfjaar 2019;650.0;55.0
5686;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Appingedam;2e halfjaar 2019;;
5687;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Appingedam;2019;;
5688;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Appingedam;1e halfjaar 2020;845.0;73.0
5689;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Appingedam;2e halfjaar 2020;850.0;73.0
5690;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Appingedam;2020;935.0;80.0
5691;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Appingedam;1e halfjaar 2021;;
5692;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Appingedam;2e halfjaar 2021;;
5693;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Appingedam;2021;;
5694;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Appingedam;1e halfjaar 2022;;
5695;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Appingedam;2e halfjaar 2022;;
5696;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Appingedam;2022;;
5697;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Appingedam;1e halfjaar 2023;;
5698;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Appingedam;2e halfjaar 2023;;
5699;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Appingedam;2023;;
5700;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Arnhem;1e halfjaar 2019;10015.0;63.0
5701;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Arnhem;2e halfjaar 2019;10980.0;69.0
5702;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Arnhem;2019;11805.0;74.0
5703;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Arnhem;1e halfjaar 2020;11325.0;70.0
5704;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Arnhem;2e halfjaar 2020;11670.0;72.0
5705;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Arnhem;2020;12765.0;79.0
5706;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Arnhem;1e halfjaar 2021;11895.0;73.0
5707;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Arnhem;2e halfjaar 2021;12280.0;76.0
5708;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Arnhem;2021;13225.0;81.0
5709;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Arnhem;1e halfjaar 2022;11845.0;72.0
5710;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Arnhem;2e halfjaar 2022;12170.0;74.0
5711;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Arnhem;2022;13135.0;80.0
5712;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Arnhem;1e halfjaar 2023;12025.0;73.0
5713;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Arnhem;2e halfjaar 2023;12145.0;73.0
5714;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Arnhem;2023;13060.0;79.0
5715;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Assen;1e halfjaar 2019;4955.0;73.0
5716;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Assen;2e halfjaar 2019;5005.0;74.0
5717;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Assen;2019;5355.0;79.0
5718;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Assen;1e halfjaar 2020;4985.0;73.0
5719;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Assen;2e halfjaar 2020;5070.0;74.0
5720;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Assen;2020;5400.0;79.0
5721;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Assen;1e halfjaar 2021;5015.0;73.0
5722;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Assen;2e halfjaar 2021;5050.0;73.0
5723;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Assen;2021;5460.0;79.0
5724;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Assen;1e halfjaar 2022;5055.0;73.0
5725;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Assen;2e halfjaar 2022;5050.0;73.0
5726;Totaal mannen en vrouwen;Totaal personen;Totaal exclusief verblijf en opvang;Assen;2022;5445.0;79.0
