ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;OmzetNetto_1;PersoneleKosten_2;ToegevoegdeWaardeTegenMarktprijzen_3
37;C Industrie;Friesland (PV);2010;7831;1572;2571.0
38;C Industrie;Friesland (PV);2011;8537;1609;2725.0
39;C Industrie;Friesland (PV);2012;7299;1633;2466.0
40;C Industrie;Friesland (PV);2013;6314;1461;1791.0
41;C Industrie;Friesland (PV);2014;7921;1772;
42;C Industrie;Drenthe (PV);2009;5397;1154;1512.0
43;C Industrie;Drenthe (PV);2010;5274;1125;1530.0
44;C Industrie;Drenthe (PV);2011;5847;1145;1518.0
45;C Industrie;Drenthe (PV);2012;5680;1170;1397.0
46;C Industrie;Drenthe (PV);2013;5413;1069;1332.0
47;C Industrie;Drenthe (PV);2014;6443;1232;
48;C Industrie;Overijssel (PV);2009;15517;3506;4589.0
49;C Industrie;Overijssel (PV);2010;15150;3561;4658.0
50;C Industrie;Overijssel (PV);2011;16371;3704;4972.0
51;C Industrie;Overijssel (PV);2012;16691;3799;4914.0
52;C Industrie;Overijssel (PV);2013;16686;3721;4801.0
53;C Industrie;Overijssel (PV);2014;16252;3764;
54;C Industrie;Flevoland (PV);2009;3325;648;710.0
55;C Industrie;Flevoland (PV);2010;3324;589;732.0
56;C Industrie;Flevoland (PV);2011;3748;671;816.0
57;C Industrie;Flevoland (PV);2012;3748;647;774.0
58;C Industrie;Flevoland (PV);2013;3634;618;735.0
59;C Industrie;Flevoland (PV);2014;4309;704;
60;C Industrie;Gelderland (PV);2009;25998;5019;5651.0
61;C Industrie;Gelderland (PV);2010;28384;5024;6836.0
62;C Industrie;Gelderland (PV);2011;30549;5252;7216.0
63;C Industrie;Gelderland (PV);2012;31010;5273;7000.0
64;C Industrie;Gelderland (PV);2013;31910;5211;7178.0
65;C Industrie;Gelderland (PV);2014;32369;5405;
66;C Industrie;Utrecht (PV);2009;9372;2015;2704.0
67;C Industrie;Utrecht (PV);2010;9018;2154;2900.0
68;C Industrie;Utrecht (PV);2011;10186;2218;3074.0
69;C Industrie;Utrecht (PV);2012;9942;2081;2567.0
70;C Industrie;Utrecht (PV);2013;11179;2160;3072.0
71;C Industrie;Utrecht (PV);2014;12628;2168;
72;C Industrie;Noord-Holland (PV);2009;26704;4770;6509.0
73;C Industrie;Noord-Holland (PV);2010;27584;4750;6879.0
74;C Industrie;Noord-Holland (PV);2011;25579;4820;6180.0
75;C Industrie;Noord-Holland (PV);2012;25218;4904;6319.0
76;C Industrie;Noord-Holland (PV);2013;25348;4963;6224.0
77;C Industrie;Noord-Holland (PV);2014;44950;5078;
78;C Industrie;Zuid-Holland (PV);2009;63664;6575;9103.0
79;C Industrie;Zuid-Holland (PV);2010;75514;6707;10318.0
80;C Industrie;Zuid-Holland (PV);2011;89781;7270;10701.0
81;C Industrie;Zuid-Holland (PV);2012;99490;6917;9994.0
82;C Industrie;Zuid-Holland (PV);2013;94277;6966;9434.0
83;C Industrie;Zuid-Holland (PV);2014;91486;7127;
84;C Industrie;Zeeland (PV);2009;13229;1232;1951.0
85;C Industrie;Zeeland (PV);2010;8019;1248;1883.0
86;C Industrie;Zeeland (PV);2011;8886;1292;2040.0
87;C Industrie;Zeeland (PV);2012;8788;1278;1983.0
88;C Industrie;Zeeland (PV);2013;8551;1276;1878.0
89;C Industrie;Zeeland (PV);2014;8464;1241;
90;C Industrie;Noord-Brabant (PV);2009;51452;9171;13922.0
91;C Industrie;Noord-Brabant (PV);2010;57617;9635;15532.0
92;C Industrie;Noord-Brabant (PV);2011;66809;10052;16887.0
93;C Industrie;Noord-Brabant (PV);2012;64499;9959;16487.0
94;C Industrie;Noord-Brabant (PV);2013;64795;10162;15595.0
95;C Industrie;Noord-Brabant (PV);2014;65648;10398;
96;C Industrie;Limburg (PV);2009;18324;3364;4196.0
97;C Industrie;Limburg (PV);2010;23575;3412;4865.0
98;C Industrie;Limburg (PV);2011;27482;3692;4891.0
99;C Industrie;Limburg (PV);2012;27966;3668;4670.0
100;C Industrie;Limburg (PV);2013;26455;3873;4818.0
101;C Industrie;Limburg (PV);2014;27411;3830;
102;F Bouwnijverheid;Nederland;2009;89351;20548;27191.0
103;F Bouwnijverheid;Nederland;2010;81274;19967;26001.0
104;F Bouwnijverheid;Nederland;2011;85109;20835;26298.0
105;F Bouwnijverheid;Nederland;2012;76953;20026;24156.0
106;F Bouwnijverheid;Nederland;2013;72157;18729;22748.0
107;F Bouwnijverheid;Nederland;2014;74599;18158;
108;F Bouwnijverheid;Noord-Nederland (LD);2009;6877;1737;2225.0
109;F Bouwnijverheid;Noord-Nederland (LD);2010;6812;1818;2342.0
110;F Bouwnijverheid;Noord-Nederland (LD);2011;6914;1818;2245.0
111;F Bouwnijverheid;Noord-Nederland (LD);2012;6199;1686;2018.0
112;F Bouwnijverheid;Noord-Nederland (LD);2013;5140;1484;1683.0
113;F Bouwnijverheid;Noord-Nederland (LD);2014;5666;1482;
114;F Bouwnijverheid;Oost-Nederland (LD);2009;18219;4203;5562.0
115;F Bouwnijverheid;Oost-Nederland (LD);2010;16925;4126;5453.0
116;F Bouwnijverheid;Oost-Nederland (LD);2011;18450;4369;5516.0
117;F Bouwnijverheid;Oost-Nederland (LD);2012;16314;4103;5009.0
118;F Bouwnijverheid;Oost-Nederland (LD);2013;14482;3727;4224.0
119;F Bouwnijverheid;Oost-Nederland (LD);2014;15167;3690;
120;F Bouwnijverheid;West-Nederland (LD);2009;44635;10274;13264.0
121;F Bouwnijverheid;West-Nederland (LD);2010;40613;9885;12777.0
122;F Bouwnijverheid;West-Nederland (LD);2011;41609;10224;12963.0
123;F Bouwnijverheid;West-Nederland (LD);2012;37938;9998;11964.0
124;F Bouwnijverheid;West-Nederland (LD);2013;34272;8997;11081.0
125;F Bouwnijverheid;West-Nederland (LD);2014;38324;9280;
126;F Bouwnijverheid;Zuid-Nederland (LD);2009;19620;4335;6141.0
127;F Bouwnijverheid;Zuid-Nederland (LD);2010;16923;4138;5430.0
128;F Bouwnijverheid;Zuid-Nederland (LD);2011;18136;4423;5573.0
129;F Bouwnijverheid;Zuid-Nederland (LD);2012;16502;4238;5165.0
130;F Bouwnijverheid;Zuid-Nederland (LD);2013;18263;4521;5760.0
131;F Bouwnijverheid;Zuid-Nederland (LD);2014;15442;3706;
132;F Bouwnijverheid;Groningen (PV);2009;2128;540;668.0
133;F Bouwnijverheid;Groningen (PV);2010;2057;542;682.0
134;F Bouwnijverheid;Groningen (PV);2011;2067;567;685.0
135;F Bouwnijverheid;Groningen (PV);2012;1887;547;620.0
136;F Bouwnijverheid;Groningen (PV);2013;1664;526;533.0
137;F Bouwnijverheid;Groningen (PV);2014;1687;457;
138;F Bouwnijverheid;Friesland (PV);2009;2780;674;907.0
139;F Bouwnijverheid;Friesland (PV);2010;2794;733;962.0
140;F Bouwnijverheid;Friesland (PV);2011;2790;690;889.0
141;F Bouwnijverheid;Friesland (PV);2012;2500;638;805.0
142;F Bouwnijverheid;Friesland (PV);2013;1755;468;568.0
143;F Bouwnijverheid;Friesland (PV);2014;2262;547;
144;F Bouwnijverheid;Drenthe (PV);2009;1969;522;650.0
145;F Bouwnijverheid;Drenthe (PV);2010;1961;542;698.0
146;F Bouwnijverheid;Drenthe (PV);2011;2058;561;671.0
147;F Bouwnijverheid;Drenthe (PV);2012;1813;502;594.0
148;F Bouwnijverheid;Drenthe (PV);2013;1721;490;582.0
149;F Bouwnijverheid;Drenthe (PV);2014;1718;478;
150;F Bouwnijverheid;Overijssel (PV);2009;6975;1617;2048.0
151;F Bouwnijverheid;Overijssel (PV);2010;6280;1538;1955.0
152;F Bouwnijverheid;Overijssel (PV);2011;7006;1669;2044.0
153;F Bouwnijverheid;Overijssel (PV);2012;5847;1535;1824.0
154;F Bouwnijverheid;Overijssel (PV);2013;4973;1304;1423.0
155;F Bouwnijverheid;Overijssel (PV);2014;5667;1365;
156;F Bouwnijverheid;Flevoland (PV);2009;1224;266;365.0
157;F Bouwnijverheid;Flevoland (PV);2010;1280;280;384.0
158;F Bouwnijverheid;Flevoland (PV);2011;1358;295;392.0
159;F Bouwnijverheid;Flevoland (PV);2012;1258;286;364.0
160;F Bouwnijverheid;Flevoland (PV);2013;1540;291;517.0
161;F Bouwnijverheid;Flevoland (PV);2014;1071;230;
162;F Bouwnijverheid;Gelderland (PV);2009;10021;2319;3148.0
163;F Bouwnijverheid;Gelderland (PV);2010;9365;2309;3114.0
164;F Bouwnijverheid;Gelderland (PV);2011;10086;2404;3080.0
165;F Bouwnijverheid;Gelderland (PV);2012;9208;2281;2820.0
166;F Bouwnijverheid;Gelderland (PV);2013;7970;2132;2285.0
167;F Bouwnijverheid;Gelderland (PV);2014;8428;2095;
168;F Bouwnijverheid;Utrecht (PV);2009;7878;1806;2149.0
169;F Bouwnijverheid;Utrecht (PV);2010;7703;1874;2263.0
170;F Bouwnijverheid;Utrecht (PV);2011;8273;1936;2369.0
171;F Bouwnijverheid;Utrecht (PV);2012;7162;1827;2091.0
172;F Bouwnijverheid;Utrecht (PV);2013;6266;1756;1909.0
173;F Bouwnijverheid;Utrecht (PV);2014;6744;1702;
174;F Bouwnijverheid;Noord-Holland (PV);2009;11692;2531;3495.0
175;F Bouwnijverheid;Noord-Holland (PV);2010;10893;2535;3426.0
176;F Bouwnijverheid;Noord-Holland (PV);2011;11514;2726;3517.0
177;F Bouwnijverheid;Noord-Holland (PV);2012;10295;2587;3235.0
178;F Bouwnijverheid;Noord-Holland (PV);2013;8622;2162;2640.0
179;F Bouwnijverheid;Noord-Holland (PV);2014;10419;2450;
180;F Bouwnijverheid;Zuid-Holland (PV);2009;23333;5540;7110.0
181;F Bouwnijverheid;Zuid-Holland (PV);2010;20419;5077;6574.0
182;F Bouwnijverheid;Zuid-Holland (PV);2011;19993;5080;6485.0
183;F Bouwnijverheid;Zuid-Holland (PV);2012;18743;5066;6041.0
184;F Bouwnijverheid;Zuid-Holland (PV);2013;18214;4731;6173.0
185;F Bouwnijverheid;Zuid-Holland (PV);2014;19691;4695;
186;F Bouwnijverheid;Zeeland (PV);2009;1732;398;510.0
187;F Bouwnijverheid;Zeeland (PV);2010;1598;399;514.0
188;F Bouwnijverheid;Zeeland (PV);2011;1829;483;592.0
189;F Bouwnijverheid;Zeeland (PV);2012;1739;518;597.0
190;F Bouwnijverheid;Zeeland (PV);2013;1170;348;360.0
191;F Bouwnijverheid;Zeeland (PV);2014;1470;433;
192;F Bouwnijverheid;Noord-Brabant (PV);2009;15955;3463;5001.0
193;F Bouwnijverheid;Noord-Brabant (PV);2010;13454;3215;4229.0
194;F Bouwnijverheid;Noord-Brabant (PV);2011;14502;3453;4364.0
195;F Bouwnijverheid;Noord-Brabant (PV);2012;13186;3319;4051.0
196;F Bouwnijverheid;Noord-Brabant (PV);2013;15748;3831;4960.0
197;F Bouwnijverheid;Noord-Brabant (PV);2014;12533;2948;
198;F Bouwnijverheid;Limburg (PV);2009;3665;871;1140.0
199;F Bouwnijverheid;Limburg (PV);2010;3469;923;1201.0
200;F Bouwnijverheid;Limburg (PV);2011;3633;971;1209.0
201;F Bouwnijverheid;Limburg (PV);2012;3315;919;1114.0
202;F Bouwnijverheid;Limburg (PV);2013;2514;690;800.0
203;F Bouwnijverheid;Limburg (PV);2014;2909;758;
204;G Handel;Nederland;2009;491554;41687;68516.0
205;G Handel;Nederland;2010;535409;43236;72901.0
206;G Handel;Nederland;2011;598336;45050;74897.0
207;G Handel;Nederland;2012;606695;45387;74857.0
208;G Handel;Nederland;2013;591280;44709;75778.0
209;G Handel;Nederland;2014;566327;45144;
210;G Handel;Noord-Nederland (LD);2009;28506;2614;4042.0
211;G Handel;Noord-Nederland (LD);2010;29344;2830;4449.0
212;G Handel;Noord-Nederland (LD);2011;28281;2798;4349.0
213;G Handel;Noord-Nederland (LD);2012;28741;2940;4503.0
214;G Handel;Noord-Nederland (LD);2013;26483;2738;4087.0
215;G Handel;Noord-Nederland (LD);2014;27369;2754;
216;G Handel;Oost-Nederland (LD);2009;75551;7822;11674.0
217;G Handel;Oost-Nederland (LD);2010;95791;8327;12757.0
218;G Handel;Oost-Nederland (LD);2011;109763;8689;13407.0
219;G Handel;Oost-Nederland (LD);2012;86563;8864;12841.0
220;G Handel;Oost-Nederland (LD);2013;83250;8651;12522.0
221;G Handel;Oost-Nederland (LD);2014;89456;8940;
222;G Handel;West-Nederland (LD);2009;293487;22305;39190.0
223;G Handel;West-Nederland (LD);2010;309657;22754;41078.0
224;G Handel;West-Nederland (LD);2011;350544;23755;41972.0
225;G Handel;West-Nederland (LD);2012;384638;23775;42466.0
226;G Handel;West-Nederland (LD);2013;378361;23685;44391.0
227;G Handel;West-Nederland (LD);2014;348387;23780;
228;G Handel;Zuid-Nederland (LD);2009;94011;8946;13609.0
229;G Handel;Zuid-Nederland (LD);2010;100617;9324;14618.0
230;G Handel;Zuid-Nederland (LD);2011;109747;9808;15169.0
231;G Handel;Zuid-Nederland (LD);2012;106754;9807;15046.0
232;G Handel;Zuid-Nederland (LD);2013;103185;9634;14778.0
233;G Handel;Zuid-Nederland (LD);2014;101115;9671;
234;G Handel;Groningen (PV);2009;9472;836;1287.0
235;G Handel;Groningen (PV);2010;9551;872;1357.0
236;G Handel;Groningen (PV);2011;8233;843;1339.0
237;G Handel;Groningen (PV);2012;8403;880;1335.0
238;G Handel;Groningen (PV);2013;7831;811;1166.0
239;G Handel;Groningen (PV);2014;8676;865;
240;G Handel;Friesland (PV);2009;10631;994;1573.0
241;G Handel;Friesland (PV);2010;10674;1109;1676.0
242;G Handel;Friesland (PV);2011;10908;1123;1677.0
243;G Handel;Friesland (PV);2012;11616;1210;1903.0
244;G Handel;Friesland (PV);2013;10157;1103;1697.0
245;G Handel;Friesland (PV);2014;9959;1035;
246;G Handel;Drenthe (PV);2009;8403;784;1182.0
247;G Handel;Drenthe (PV);2010;9119;848;1415.0
248;G Handel;Drenthe (PV);2011;9140;832;1334.0
249;G Handel;Drenthe (PV);2012;8722;850;1264.0
250;G Handel;Drenthe (PV);2013;8495;824;1224.0
251;G Handel;Drenthe (PV);2014;8735;854;
252;G Handel;Overijssel (PV);2009;24720;2316;3448.0
253;G Handel;Overijssel (PV);2010;26486;2493;3790.0
254;G Handel;Overijssel (PV);2011;28812;2606;4059.0
255;G Handel;Overijssel (PV);2012;25575;2691;3925.0
256;G Handel;Overijssel (PV);2013;24575;2655;3923.0
257;G Handel;Overijssel (PV);2014;27359;2724;
258;G Handel;Flevoland (PV);2009;8836;980;1365.0
259;G Handel;Flevoland (PV);2010;10443;1109;1559.0
260;G Handel;Flevoland (PV);2011;11240;1159;1632.0
261;G Handel;Flevoland (PV);2012;11324;1241;1686.0
262;G Handel;Flevoland (PV);2013;10904;1236;1683.0
263;G Handel;Flevoland (PV);2014;11960;1295;
264;G Handel;Gelderland (PV);2009;41994;4526;6861.0
265;G Handel;Gelderland (PV);2010;58862;4725;7408.0
266;G Handel;Gelderland (PV);2011;69710;4924;7716.0
267;G Handel;Gelderland (PV);2012;49663;4932;7230.0
268;G Handel;Gelderland (PV);2013;47771;4760;6915.0
269;G Handel;Gelderland (PV);2014;50137;4921;
270;G Handel;Utrecht (PV);2009;42991;3804;6736.0
271;G Handel;Utrecht (PV);2010;43574;3865;6571.0
272;G Handel;Utrecht (PV);2011;43813;3860;6648.0
273;G Handel;Utrecht (PV);2012;42631;3927;6154.0
274;G Handel;Utrecht (PV);2013;39874;3881;5936.0
275;G Handel;Utrecht (PV);2014;37698;3798;
276;G Handel;Noord-Holland (PV);2009;122419;8587;15149.0
277;G Handel;Noord-Holland (PV);2010;126282;8779;16110.0
278;G Handel;Noord-Holland (PV);2011;148353;9335;17241.0
279;G Handel;Noord-Holland (PV);2012;154165;9280;17709.0
280;G Handel;Noord-Holland (PV);2013;152740;9545;20052.0
281;G Handel;Noord-Holland (PV);2014;131130;9219;
282;G Handel;Zuid-Holland (PV);2009;121521;9237;16286.0
283;G Handel;Zuid-Holland (PV);2010;132737;9394;17274.0
284;G Handel;Zuid-Holland (PV);2011;150551;9760;16841.0
285;G Handel;Zuid-Holland (PV);2012;179966;9745;17370.0
286;G Handel;Zuid-Holland (PV);2013;178524;9538;17287.0
287;G Handel;Zuid-Holland (PV);2014;172372;9951;
288;G Handel;Zeeland (PV);2009;6555;677;1020.0
289;G Handel;Zeeland (PV);2010;7064;716;1123.0
290;G Handel;Zeeland (PV);2011;7827;800;1242.0
291;G Handel;Zeeland (PV);2012;7876;823;1233.0
292;G Handel;Zeeland (PV);2013;7223;721;1116.0
293;G Handel;Zeeland (PV);2014;7187;812;
294;G Handel;Noord-Brabant (PV);2009;70343;6646;10048.0
295;G Handel;Noord-Brabant (PV);2010;75544;6911;10842.0
296;G Handel;Noord-Brabant (PV);2011;81779;7320;11355.0
297;G Handel;Noord-Brabant (PV);2012;79208;7259;11211.0
298;G Handel;Noord-Brabant (PV);2013;75217;7004;10885.0
299;G Handel;Noord-Brabant (PV);2014;74040;7134;
300;G Handel;Limburg (PV);2009;23667;2301;3561.0
301;G Handel;Limburg (PV);2010;25073;2414;3776.0
302;G Handel;Limburg (PV);2011;27969;2488;3814.0
303;G Handel;Limburg (PV);2012;27546;2549;3835.0
304;G Handel;Limburg (PV);2013;27968;2630;3893.0
305;G Handel;Limburg (PV);2014;27074;2537;
306;H Vervoer en opslag;Nederland;2009;69268;18815;23089.0
307;H Vervoer en opslag;Nederland;2010;72431;18527;23885.0
308;H Vervoer en opslag;Nederland;2011;79108;19319;25383.0
309;H Vervoer en opslag;Nederland;2012;77931;19678;24270.0
310;H Vervoer en opslag;Nederland;2013;80553;19992;25098.0
311;H Vervoer en opslag;Nederland;2014;80218;19107;
312;H Vervoer en opslag;Noord-Nederland (LD);2009;3660;1073;1391.0
313;H Vervoer en opslag;Noord-Nederland (LD);2010;3634;1045;1470.0
314;H Vervoer en opslag;Noord-Nederland (LD);2011;3994;1153;1550.0
315;H Vervoer en opslag;Noord-Nederland (LD);2012;4245;1218;1579.0
316;H Vervoer en opslag;Noord-Nederland (LD);2013;4487;1302;1688.0
317;H Vervoer en opslag;Noord-Nederland (LD);2014;4497;1253;
318;H Vervoer en opslag;Oost-Nederland (LD);2009;8963;2702;3240.0
319;H Vervoer en opslag;Oost-Nederland (LD);2010;9718;2776;3416.0
320;H Vervoer en opslag;Oost-Nederland (LD);2011;11282;3102;3690.0
321;H Vervoer en opslag;Oost-Nederland (LD);2012;11118;3048;3536.0
322;H Vervoer en opslag;Oost-Nederland (LD);2013;11101;3067;3513.0
323;H Vervoer en opslag;Oost-Nederland (LD);2014;11491;3069;
324;H Vervoer en opslag;West-Nederland (LD);2009;43094;11175;14076.0
325;H Vervoer en opslag;West-Nederland (LD);2010;45383;11028;14629.0
326;H Vervoer en opslag;West-Nederland (LD);2011;48806;11224;15446.0
327;H Vervoer en opslag;West-Nederland (LD);2012;47201;11429;14399.0
328;H Vervoer en opslag;West-Nederland (LD);2013;48575;11531;14867.0
329;H Vervoer en opslag;West-Nederland (LD);2014;47074;10689;
330;H Vervoer en opslag;Zuid-Nederland (LD);2009;13551;3865;4381.0
331;H Vervoer en opslag;Zuid-Nederland (LD);2010;13696;3678;4370.0
332;H Vervoer en opslag;Zuid-Nederland (LD);2011;15026;3839;4697.0
333;H Vervoer en opslag;Zuid-Nederland (LD);2012;15366;3984;4757.0
334;H Vervoer en opslag;Zuid-Nederland (LD);2013;16391;4092;5030.0
335;H Vervoer en opslag;Zuid-Nederland (LD);2014;17156;4096;
336;H Vervoer en opslag;Groningen (PV);2009;1746;477;645.0
337;H Vervoer en opslag;Groningen (PV);2010;1758;482;686.0
338;H Vervoer en opslag;Groningen (PV);2011;1901;531;697.0
339;H Vervoer en opslag;Groningen (PV);2012;2032;542;715.0
340;H Vervoer en opslag;Groningen (PV);2013;2193;579;773.0
341;H Vervoer en opslag;Groningen (PV);2014;2161;548;
342;H Vervoer en opslag;Friesland (PV);2009;1204;371;472.0
343;H Vervoer en opslag;Friesland (PV);2010;1228;363;515.0
344;H Vervoer en opslag;Friesland (PV);2011;1352;406;558.0
345;H Vervoer en opslag;Friesland (PV);2012;1445;438;558.0
346;H Vervoer en opslag;Friesland (PV);2013;1521;474;613.0
347;H Vervoer en opslag;Friesland (PV);2014;1555;456;
348;H Vervoer en opslag;Drenthe (PV);2009;709;225;275.0
349;H Vervoer en opslag;Drenthe (PV);2010;647;201;270.0
350;H Vervoer en opslag;Drenthe (PV);2011;741;216;295.0
351;H Vervoer en opslag;Drenthe (PV);2012;768;238;305.0
352;H Vervoer en opslag;Drenthe (PV);2013;772;249;302.0
353;H Vervoer en opslag;Drenthe (PV);2014;781;249;
354;H Vervoer en opslag;Overijssel (PV);2009;2359;782;882.0
355;H Vervoer en opslag;Overijssel (PV);2010;2558;789;931.0
356;H Vervoer en opslag;Overijssel (PV);2011;2873;844;1008.0
357;H Vervoer en opslag;Overijssel (PV);2012;2818;853;979.0
358;H Vervoer en opslag;Overijssel (PV);2013;2868;879;986.0
359;H Vervoer en opslag;Overijssel (PV);2014;3056;926;
360;H Vervoer en opslag;Flevoland (PV);2009;1033;279;309.0
361;H Vervoer en opslag;Flevoland (PV);2010;1858;425;540.0
362;H Vervoer en opslag;Flevoland (PV);2011;2718;584;696.0
363;H Vervoer en opslag;Flevoland (PV);2012;2721;597;620.0
364;H Vervoer en opslag;Flevoland (PV);2013;2487;566;594.0
365;H Vervoer en opslag;Flevoland (PV);2014;2449;462;
366;H Vervoer en opslag;Gelderland (PV);2009;5570;1641;2050.0
367;H Vervoer en opslag;Gelderland (PV);2010;5303;1562;1945.0
368;H Vervoer en opslag;Gelderland (PV);2011;5691;1675;1986.0
369;H Vervoer en opslag;Gelderland (PV);2012;5580;1598;1937.0
370;H Vervoer en opslag;Gelderland (PV);2013;5745;1622;1932.0
371;H Vervoer en opslag;Gelderland (PV);2014;5986;1681;
372;H Vervoer en opslag;Utrecht (PV);2009;3267;1226;887.0
373;H Vervoer en opslag;Utrecht (PV);2010;3665;1335;851.0
374;H Vervoer en opslag;Utrecht (PV);2011;3973;1360;979.0
375;H Vervoer en opslag;Utrecht (PV);2012;3545;1387;917.0
376;H Vervoer en opslag;Utrecht (PV);2013;3423;1354;905.0
377;H Vervoer en opslag;Utrecht (PV);2014;3822;1405;
378;H Vervoer en opslag;Noord-Holland (PV);2009;17836;4782;5442.0
379;H Vervoer en opslag;Noord-Holland (PV);2010;18003;4501;5611.0
380;H Vervoer en opslag;Noord-Holland (PV);2011;18301;4345;5883.0
381;H Vervoer en opslag;Noord-Holland (PV);2012;18859;4466;5797.0
382;H Vervoer en opslag;Noord-Holland (PV);2013;20074;4469;6112.0
383;H Vervoer en opslag;Noord-Holland (PV);2014;16382;3449;
384;H Vervoer en opslag;Zuid-Holland (PV);2009;20362;4731;7144.0
385;H Vervoer en opslag;Zuid-Holland (PV);2010;22123;4756;7516.0
386;H Vervoer en opslag;Zuid-Holland (PV);2011;24602;5006;7826.0
387;H Vervoer en opslag;Zuid-Holland (PV);2012;22833;5069;6927.0
388;H Vervoer en opslag;Zuid-Holland (PV);2013;23069;5179;7059.0
389;H Vervoer en opslag;Zuid-Holland (PV);2014;24762;5325;
390;H Vervoer en opslag;Zeeland (PV);2009;1629;435;603.0
391;H Vervoer en opslag;Zeeland (PV);2010;1592;436;651.0
392;H Vervoer en opslag;Zeeland (PV);2011;1931;513;758.0
393;H Vervoer en opslag;Zeeland (PV);2012;1964;506;758.0
394;H Vervoer en opslag;Zeeland (PV);2013;2009;529;791.0
395;H Vervoer en opslag;Zeeland (PV);2014;2108;510;
396;H Vervoer en opslag;Noord-Brabant (PV);2009;9594;2732;3052.0
397;H Vervoer en opslag;Noord-Brabant (PV);2010;9578;2573;2977.0
398;H Vervoer en opslag;Noord-Brabant (PV);2011;10298;2657;3173.0
399;H Vervoer en opslag;Noord-Brabant (PV);2012;10727;2793;3253.0
400;H Vervoer en opslag;Noord-Brabant (PV);2013;10669;2809;3328.0
401;H Vervoer en opslag;Noord-Brabant (PV);2014;11996;2902;
402;H Vervoer en opslag;Limburg (PV);2009;3957;1133;1329.0
403;H Vervoer en opslag;Limburg (PV);2010;4117;1106;1393.0
404;H Vervoer en opslag;Limburg (PV);2011;4728;1182;1524.0
405;H Vervoer en opslag;Limburg (PV);2012;4639;1190;1504.0
406;H Vervoer en opslag;Limburg (PV);2013;5722;1283;1702.0
407;H Vervoer en opslag;Limburg (PV);2014;5160;1194;
408;I Horeca;Nederland;2009;17060;4937;7162.0
409;I Horeca;Nederland;2010;17806;5029;7593.0
410;I Horeca;Nederland;2011;18865;5375;8310.0
411;I Horeca;Nederland;2012;19221;5517;8457.0
412;I Horeca;Nederland;2013;19753;5655;8669.0
413;I Horeca;Nederland;2014;20725;5842;
414;I Horeca;Noord-Nederland (LD);2009;1428;380;584.0
415;I Horeca;Noord-Nederland (LD);2010;1528;399;639.0
416;I Horeca;Noord-Nederland (LD);2011;1584;420;680.0
417;I Horeca;Noord-Nederland (LD);2012;1630;440;702.0
418;I Horeca;Noord-Nederland (LD);2013;832;242;375.0
419;I Horeca;Noord-Nederland (LD);2014;1604;434;
420;I Horeca;Oost-Nederland (LD);2009;2937;802;1224.0
421;I Horeca;Oost-Nederland (LD);2010;3124;829;1308.0
