ID;Geslacht;Kenmerken;Perioden;InkomendeGrensarbeidUitBelgie_1;InkomendeGrensarbeidUitDuitsland_2;UitgaandeGrensarbeidNaarBelgie_3;UitgaandeGrensarbeidNaarDuitsland_4
45;Totaal mannen en vrouwen;Groningen (PV);2002;;;0.0;130
46;Totaal mannen en vrouwen;Groningen (PV);2003;;;;105
47;Totaal mannen en vrouwen;Groningen (PV);2004;;;;130
48;Totaal mannen en vrouwen;Groningen (PV);2005;;;;130
49;Totaal mannen en vrouwen;Oost-Groningen (Cr 01);1999;0.0;15.0;0.0;125
50;Totaal mannen en vrouwen;Oost-Groningen (Cr 01);2000;0.0;20.0;0.0;115
51;Totaal mannen en vrouwen;Oost-Groningen (Cr 01);2001;0.0;25.0;0.0;130
52;Totaal mannen en vrouwen;Oost-Groningen (Cr 01);2002;;;0.0;90
53;Totaal mannen en vrouwen;Oost-Groningen (Cr 01);2003;;;;75
54;Totaal mannen en vrouwen;Oost-Groningen (Cr 01);2004;;;;95
55;Totaal mannen en vrouwen;Oost-Groningen (Cr 01);2005;;;;95
56;Totaal mannen en vrouwen;Delfzijl (Cr 02);1999;0.0;0.0;0.0;15
57;Totaal mannen en vrouwen;Delfzijl (Cr 02);2000;0.0;0.0;0.0;15
58;Totaal mannen en vrouwen;Delfzijl (Cr 02);2001;0.0;5.0;0.0;25
59;Totaal mannen en vrouwen;Delfzijl (Cr 02);2002;;;0.0;15
60;Totaal mannen en vrouwen;Delfzijl (Cr 02);2003;;;;10
61;Totaal mannen en vrouwen;Delfzijl (Cr 02);2004;;;;10
62;Totaal mannen en vrouwen;Delfzijl (Cr 02);2005;;;;10
63;Totaal mannen en vrouwen;Overig-Groningen (Cr 03);1999;5.0;15.0;5.0;35
64;Totaal mannen en vrouwen;Overig-Groningen (Cr 03);2000;5.0;15.0;5.0;35
65;Totaal mannen en vrouwen;Overig-Groningen (Cr 03);2001;10.0;25.0;5.0;40
66;Totaal mannen en vrouwen;Overig-Groningen (Cr 03);2002;;;0.0;25
67;Totaal mannen en vrouwen;Overig-Groningen (Cr 03);2003;;;;20
68;Totaal mannen en vrouwen;Overig-Groningen (Cr 03);2004;;;;25
69;Totaal mannen en vrouwen;Overig-Groningen (Cr 03);2005;;;;25
70;Totaal mannen en vrouwen;Friesland (PV);1999;0.0;5.0;5.0;25
71;Totaal mannen en vrouwen;Friesland (PV);2000;0.0;10.0;5.0;25
72;Totaal mannen en vrouwen;Friesland (PV);2001;0.0;10.0;5.0;25
73;Totaal mannen en vrouwen;Friesland (PV);2002;;;5.0;30
74;Totaal mannen en vrouwen;Friesland (PV);2003;;;;10
75;Totaal mannen en vrouwen;Friesland (PV);2004;;;;10
76;Totaal mannen en vrouwen;Friesland (PV);2005;;;;5
77;Totaal mannen en vrouwen;Drenthe (PV);1999;50.0;125.0;5.0;285
78;Totaal mannen en vrouwen;Drenthe (PV);2000;95.0;175.0;0.0;300
79;Totaal mannen en vrouwen;Drenthe (PV);2001;120.0;280.0;0.0;300
80;Totaal mannen en vrouwen;Drenthe (PV);2002;;;0.0;210
81;Totaal mannen en vrouwen;Drenthe (PV);2003;;;;175
82;Totaal mannen en vrouwen;Drenthe (PV);2004;;;;160
83;Totaal mannen en vrouwen;Drenthe (PV);2005;;;;135
84;Totaal mannen en vrouwen;Noord-Drenthe (Cr 07);1999;0.0;0.0;0.0;25
85;Totaal mannen en vrouwen;Noord-Drenthe (Cr 07);2000;0.0;0.0;0.0;25
86;Totaal mannen en vrouwen;Noord-Drenthe (Cr 07);2001;0.0;10.0;0.0;25
87;Totaal mannen en vrouwen;Noord-Drenthe (Cr 07);2002;;;0.0;20
88;Totaal mannen en vrouwen;Noord-Drenthe (Cr 07);2003;;;;15
89;Totaal mannen en vrouwen;Noord-Drenthe (Cr 07);2004;;;;15
90;Totaal mannen en vrouwen;Noord-Drenthe (Cr 07);2005;;;;15
91;Totaal mannen en vrouwen;Zuidoost-Drenthe (Cr 08);1999;0.0;60.0;5.0;250
92;Totaal mannen en vrouwen;Zuidoost-Drenthe (Cr 08);2000;0.0;90.0;0.0;265
93;Totaal mannen en vrouwen;Zuidoost-Drenthe (Cr 08);2001;5.0;130.0;0.0;265
94;Totaal mannen en vrouwen;Zuidoost-Drenthe (Cr 08);2002;;;0.0;185
95;Totaal mannen en vrouwen;Zuidoost-Drenthe (Cr 08);2003;;;;155
96;Totaal mannen en vrouwen;Zuidoost-Drenthe (Cr 08);2004;;;;135
97;Totaal mannen en vrouwen;Zuidoost-Drenthe (Cr 08);2005;;;;115
98;Totaal mannen en vrouwen;Zuidwest-Drenthe (Cr 09);1999;50.0;65.0;0.0;10
99;Totaal mannen en vrouwen;Zuidwest-Drenthe (Cr 09);2000;90.0;80.0;0.0;10
100;Totaal mannen en vrouwen;Zuidwest-Drenthe (Cr 09);2001;115.0;140.0;0.0;10
101;Totaal mannen en vrouwen;Zuidwest-Drenthe (Cr 09);2002;;;0.0;5
102;Totaal mannen en vrouwen;Zuidwest-Drenthe (Cr 09);2003;;;;5
103;Totaal mannen en vrouwen;Zuidwest-Drenthe (Cr 09);2004;;;;5
104;Totaal mannen en vrouwen;Zuidwest-Drenthe (Cr 09);2005;;;;5
105;Totaal mannen en vrouwen;Overijssel (PV);1999;20.0;410.0;5.0;1275
106;Totaal mannen en vrouwen;Overijssel (PV);2000;15.0;675.0;5.0;1275
107;Totaal mannen en vrouwen;Overijssel (PV);2001;40.0;945.0;0.0;1160
108;Totaal mannen en vrouwen;Overijssel (PV);2002;;;5.0;1050
109;Totaal mannen en vrouwen;Overijssel (PV);2003;;;;925
110;Totaal mannen en vrouwen;Overijssel (PV);2004;;;;845
111;Totaal mannen en vrouwen;Overijssel (PV);2005;;;;810
112;Totaal mannen en vrouwen;Noord-Overijssel (Cr 10);1999;5.0;80.0;0.0;40
113;Totaal mannen en vrouwen;Noord-Overijssel (Cr 10);2000;5.0;105.0;0.0;40
114;Totaal mannen en vrouwen;Noord-Overijssel (Cr 10);2001;5.0;135.0;0.0;35
115;Totaal mannen en vrouwen;Noord-Overijssel (Cr 10);2002;;;5.0;25
116;Totaal mannen en vrouwen;Noord-Overijssel (Cr 10);2003;;;;20
117;Totaal mannen en vrouwen;Noord-Overijssel (Cr 10);2004;;;;25
118;Totaal mannen en vrouwen;Noord-Overijssel (Cr 10);2005;;;;20
119;Totaal mannen en vrouwen;Zuidwest-Overijssel (Cr 11);1999;5.0;5.0;0.0;20
120;Totaal mannen en vrouwen;Zuidwest-Overijssel (Cr 11);2000;5.0;25.0;0.0;20
121;Totaal mannen en vrouwen;Zuidwest-Overijssel (Cr 11);2001;5.0;30.0;0.0;20
122;Totaal mannen en vrouwen;Zuidwest-Overijssel (Cr 11);2002;;;0.0;20
123;Totaal mannen en vrouwen;Zuidwest-Overijssel (Cr 11);2003;;;;5
124;Totaal mannen en vrouwen;Zuidwest-Overijssel (Cr 11);2004;;;;5
125;Totaal mannen en vrouwen;Zuidwest-Overijssel (Cr 11);2005;;;;5
126;Totaal mannen en vrouwen;Twente (Cr 12);1999;10.0;325.0;0.0;1215
127;Totaal mannen en vrouwen;Twente (Cr 12);2000;5.0;545.0;5.0;1215
128;Totaal mannen en vrouwen;Twente (Cr 12);2001;30.0;780.0;0.0;1105
129;Totaal mannen en vrouwen;Twente (Cr 12);2002;;;0.0;1010
130;Totaal mannen en vrouwen;Twente (Cr 12);2003;;;;900
131;Totaal mannen en vrouwen;Twente (Cr 12);2004;;;;820
132;Totaal mannen en vrouwen;Twente (Cr 12);2005;;;;785
133;Totaal mannen en vrouwen;Flevoland (PV);1999;5.0;0.0;40.0;10
134;Totaal mannen en vrouwen;Flevoland (PV);2000;5.0;0.0;35.0;10
135;Totaal mannen en vrouwen;Flevoland (PV);2001;5.0;0.0;40.0;10
136;Totaal mannen en vrouwen;Flevoland (PV);2002;;;35.0;15
137;Totaal mannen en vrouwen;Flevoland (PV);2003;;;;15
138;Totaal mannen en vrouwen;Flevoland (PV);2004;;;;10
139;Totaal mannen en vrouwen;Flevoland (PV);2005;;;;10
140;Totaal mannen en vrouwen;Gelderland (PV);1999;260.0;360.0;55.0;2475
141;Totaal mannen en vrouwen;Gelderland (PV);2000;130.0;630.0;50.0;2365
142;Totaal mannen en vrouwen;Gelderland (PV);2001;120.0;1205.0;45.0;2190
143;Totaal mannen en vrouwen;Gelderland (PV);2002;;;40.0;1930
144;Totaal mannen en vrouwen;Gelderland (PV);2003;;;;1750
145;Totaal mannen en vrouwen;Gelderland (PV);2004;;;;1635
146;Totaal mannen en vrouwen;Gelderland (PV);2005;;;;1430
147;Totaal mannen en vrouwen;Veluwe (Cr 13);1999;60.0;20.0;10.0;50
148;Totaal mannen en vrouwen;Veluwe (Cr 13);2000;20.0;80.0;5.0;45
149;Totaal mannen en vrouwen;Veluwe (Cr 13);2001;20.0;80.0;5.0;35
150;Totaal mannen en vrouwen;Veluwe (Cr 13);2002;;;5.0;25
151;Totaal mannen en vrouwen;Veluwe (Cr 13);2003;;;;30
152;Totaal mannen en vrouwen;Veluwe (Cr 13);2004;;;;25
153;Totaal mannen en vrouwen;Veluwe (Cr 13);2005;;;;15
154;Totaal mannen en vrouwen;Achterhoek (Cr 14);1999;15.0;125.0;5.0;1525
155;Totaal mannen en vrouwen;Achterhoek (Cr 14);2000;10.0;185.0;5.0;1470
156;Totaal mannen en vrouwen;Achterhoek (Cr 14);2001;10.0;455.0;0.0;1370
157;Totaal mannen en vrouwen;Achterhoek (Cr 14);2002;;;5.0;1245
158;Totaal mannen en vrouwen;Achterhoek (Cr 14);2003;;;;1130
159;Totaal mannen en vrouwen;Achterhoek (Cr 14);2004;;;;1065
160;Totaal mannen en vrouwen;Achterhoek (Cr 14);2005;;;;955
161;Totaal mannen en vrouwen;Arnhem/Nijmegen (Cr 15);1999;180.0;210.0;30.0;875
162;Totaal mannen en vrouwen;Arnhem/Nijmegen (Cr 15);2000;95.0;355.0;35.0;830
163;Totaal mannen en vrouwen;Arnhem/Nijmegen (Cr 15);2001;85.0;650.0;35.0;765
164;Totaal mannen en vrouwen;Arnhem/Nijmegen (Cr 15);2002;;;30.0;645
165;Totaal mannen en vrouwen;Arnhem/Nijmegen (Cr 15);2003;;;;575
166;Totaal mannen en vrouwen;Arnhem/Nijmegen (Cr 15);2004;;;;535
167;Totaal mannen en vrouwen;Arnhem/Nijmegen (Cr 15);2005;;;;450
168;Totaal mannen en vrouwen;Zuidwest-Gelderland (Cr 16);1999;5.0;5.0;10.0;20
169;Totaal mannen en vrouwen;Zuidwest-Gelderland (Cr 16);2000;5.0;10.0;5.0;20
170;Totaal mannen en vrouwen;Zuidwest-Gelderland (Cr 16);2001;5.0;15.0;5.0;20
171;Totaal mannen en vrouwen;Zuidwest-Gelderland (Cr 16);2002;;;5.0;15
172;Totaal mannen en vrouwen;Zuidwest-Gelderland (Cr 16);2003;;;;10
173;Totaal mannen en vrouwen;Zuidwest-Gelderland (Cr 16);2004;;;;10
174;Totaal mannen en vrouwen;Zuidwest-Gelderland (Cr 16);2005;;;;10
175;Totaal mannen en vrouwen;Utrecht (PV);1999;40.0;20.0;20.0;40
176;Totaal mannen en vrouwen;Utrecht (PV);2000;45.0;90.0;15.0;30
177;Totaal mannen en vrouwen;Utrecht (PV);2001;40.0;70.0;15.0;35
178;Totaal mannen en vrouwen;Utrecht (PV);2002;;;15.0;30
179;Totaal mannen en vrouwen;Utrecht (PV);2003;;;;35
180;Totaal mannen en vrouwen;Utrecht (PV);2004;;;;25
181;Totaal mannen en vrouwen;Utrecht (PV);2005;;;;10
182;Totaal mannen en vrouwen;Noord-Holland PV);1999;85.0;25.0;60.0;75
183;Totaal mannen en vrouwen;Noord-Holland PV);2000;95.0;115.0;60.0;55
184;Totaal mannen en vrouwen;Noord-Holland PV);2001;110.0;125.0;50.0;65
185;Totaal mannen en vrouwen;Noord-Holland PV);2002;;;55.0;65
186;Totaal mannen en vrouwen;Noord-Holland PV);2003;;;;40
187;Totaal mannen en vrouwen;Noord-Holland PV);2004;;;;35
188;Totaal mannen en vrouwen;Noord-Holland PV);2005;;;;10
189;Totaal mannen en vrouwen;Zuid-Holland (PV);1999;320.0;110.0;155.0;55
190;Totaal mannen en vrouwen;Zuid-Holland (PV);2000;320.0;145.0;155.0;60
191;Totaal mannen en vrouwen;Zuid-Holland (PV);2001;320.0;180.0;145.0;50
192;Totaal mannen en vrouwen;Zuid-Holland (PV);2002;;;145.0;60
193;Totaal mannen en vrouwen;Zuid-Holland (PV);2003;;;;30
194;Totaal mannen en vrouwen;Zuid-Holland (PV);2004;;;;25
195;Totaal mannen en vrouwen;Zuid-Holland (PV);2005;;;;10
196;Totaal mannen en vrouwen;Zeeland (PV);1999;1455.0;5.0;2120.0;15
197;Totaal mannen en vrouwen;Zeeland (PV);2000;1385.0;15.0;2180.0;15
198;Totaal mannen en vrouwen;Zeeland (PV);2001;1440.0;20.0;2235.0;15
199;Totaal mannen en vrouwen;Zeeland (PV);2002;;;2340.0;15
200;Totaal mannen en vrouwen;Zeeland (PV);2003;;;;15
201;Totaal mannen en vrouwen;Zeeland (PV);2004;;;;15
202;Totaal mannen en vrouwen;Zeeland (PV);2005;;;;10
203;Totaal mannen en vrouwen;Zeeuws-Vlaanderen (Cr 31);1999;1395.0;5.0;1805.0;5
204;Totaal mannen en vrouwen;Zeeuws-Vlaanderen (Cr 31);2000;1330.0;15.0;1870.0;5
205;Totaal mannen en vrouwen;Zeeuws-Vlaanderen (Cr 31);2001;1385.0;15.0;1920.0;5
206;Totaal mannen en vrouwen;Zeeuws-Vlaanderen (Cr 31);2002;;;2025.0;5
207;Totaal mannen en vrouwen;Zeeuws-Vlaanderen (Cr 31);2003;;;;5
208;Totaal mannen en vrouwen;Zeeuws-Vlaanderen (Cr 31);2004;;;;5
209;Totaal mannen en vrouwen;Zeeuws-Vlaanderen (Cr 31);2005;;;;5
210;Totaal mannen en vrouwen;Overig-Zeeland (Cr 32);1999;60.0;0.0;315.0;10
211;Totaal mannen en vrouwen;Overig-Zeeland (Cr 32);2000;55.0;0.0;310.0;10
212;Totaal mannen en vrouwen;Overig-Zeeland (Cr 32);2001;55.0;10.0;315.0;10
213;Totaal mannen en vrouwen;Overig-Zeeland (Cr 32);2002;;;320.0;10
214;Totaal mannen en vrouwen;Overig-Zeeland (Cr 32);2003;;;;10
215;Totaal mannen en vrouwen;Overig-Zeeland (Cr 32);2004;;;;10
216;Totaal mannen en vrouwen;Overig-Zeeland (Cr 32);2005;;;;5
217;Totaal mannen en vrouwen;Noord-Brabant (PV);1999;6635.0;365.0;2420.0;490
218;Totaal mannen en vrouwen;Noord-Brabant (PV);2000;6360.0;615.0;2395.0;440
219;Totaal mannen en vrouwen;Noord-Brabant (PV);2001;6795.0;1240.0;2340.0;395
220;Totaal mannen en vrouwen;Noord-Brabant (PV);2002;;;2240.0;355
221;Totaal mannen en vrouwen;Noord-Brabant (PV);2003;;;;310
222;Totaal mannen en vrouwen;Noord-Brabant (PV);2004;;;;290
223;Totaal mannen en vrouwen;Noord-Brabant (PV);2005;;;;265
224;Totaal mannen en vrouwen;West-Noord-Brabant (Cr 33);1999;1435.0;10.0;1575.0;30
225;Totaal mannen en vrouwen;West-Noord-Brabant (Cr 33);2000;1500.0;20.0;1590.0;20
226;Totaal mannen en vrouwen;West-Noord-Brabant (Cr 33);2001;1610.0;95.0;1540.0;20
227;Totaal mannen en vrouwen;West-Noord-Brabant (Cr 33);2002;;;1490.0;20
228;Totaal mannen en vrouwen;West-Noord-Brabant (Cr 33);2003;;;;15
229;Totaal mannen en vrouwen;West-Noord-Brabant (Cr 33);2004;;;;15
230;Totaal mannen en vrouwen;West-Noord-Brabant (Cr 33);2005;;;;5
231;Totaal mannen en vrouwen;Midden-Noord-Brabant (Cr 34);1999;1635.0;115.0;230.0;25
232;Totaal mannen en vrouwen;Midden-Noord-Brabant (Cr 34);2000;1920.0;200.0;225.0;25
233;Totaal mannen en vrouwen;Midden-Noord-Brabant (Cr 34);2001;2080.0;520.0;240.0;20
234;Totaal mannen en vrouwen;Midden-Noord-Brabant (Cr 34);2002;;;230.0;15
235;Totaal mannen en vrouwen;Midden-Noord-Brabant (Cr 34);2003;;;;15
236;Totaal mannen en vrouwen;Midden-Noord-Brabant (Cr 34);2004;;;;15
237;Totaal mannen en vrouwen;Midden-Noord-Brabant (Cr 34);2005;;;;10
238;Totaal mannen en vrouwen;Noordoost-Noord-Brabant (Cr 35);1999;275.0;145.0;75.0;210
239;Totaal mannen en vrouwen;Noordoost-Noord-Brabant (Cr 35);2000;255.0;235.0;70.0;180
240;Totaal mannen en vrouwen;Noordoost-Noord-Brabant (Cr 35);2001;290.0;430.0;90.0;165
241;Totaal mannen en vrouwen;Noordoost-Noord-Brabant (Cr 35);2002;;;80.0;140
242;Totaal mannen en vrouwen;Noordoost-Noord-Brabant (Cr 35);2003;;;;135
243;Totaal mannen en vrouwen;Noordoost-Noord-Brabant (Cr 35);2004;;;;125
244;Totaal mannen en vrouwen;Noordoost-Noord-Brabant (Cr 35);2005;;;;120
245;Totaal mannen en vrouwen;Zuidoost-Noord-Brabant (Cr 36);1999;3290.0;95.0;545.0;225
246;Totaal mannen en vrouwen;Zuidoost-Noord-Brabant (Cr 36);2000;2685.0;155.0;510.0;215
247;Totaal mannen en vrouwen;Zuidoost-Noord-Brabant (Cr 36);2001;2815.0;195.0;475.0;195
248;Totaal mannen en vrouwen;Zuidoost-Noord-Brabant (Cr 36);2002;;;445.0;185
249;Totaal mannen en vrouwen;Zuidoost-Noord-Brabant (Cr 36);2003;;;;140
250;Totaal mannen en vrouwen;Zuidoost-Noord-Brabant (Cr 36);2004;;;;135
251;Totaal mannen en vrouwen;Zuidoost-Noord-Brabant (Cr 36);2005;;;;130
252;Totaal mannen en vrouwen;Limburg (PV);1999;6945.0;1455.0;1250.0;9110
253;Totaal mannen en vrouwen;Limburg (PV);2000;6330.0;1535.0;1275.0;8485
254;Totaal mannen en vrouwen;Limburg (PV);2001;6600.0;2100.0;1260.0;8105
255;Totaal mannen en vrouwen;Limburg (PV);2002;;;1195.0;7260
256;Totaal mannen en vrouwen;Limburg (PV);2003;;;;6695
257;Totaal mannen en vrouwen;Limburg (PV);2004;;;;6190
258;Totaal mannen en vrouwen;Limburg (PV);2005;;;;5805
259;Totaal mannen en vrouwen;Noord-Limburg (Cr 37);1999;130.0;745.0;70.0;2030
260;Totaal mannen en vrouwen;Noord-Limburg (Cr 37);2000;535.0;675.0;120.0;1905
261;Totaal mannen en vrouwen;Noord-Limburg (Cr 37);2001;550.0;865.0;115.0;1755
262;Totaal mannen en vrouwen;Noord-Limburg (Cr 37);2002;;;115.0;1590
263;Totaal mannen en vrouwen;Noord-Limburg (Cr 37);2003;;;;1435
264;Totaal mannen en vrouwen;Noord-Limburg (Cr 37);2004;;;;1360
265;Totaal mannen en vrouwen;Noord-Limburg (Cr 37);2005;;;;1270
266;Totaal mannen en vrouwen;Midden-Limburg (Cr 38);1999;1165.0;100.0;235.0;1075
267;Totaal mannen en vrouwen;Midden-Limburg (Cr 38);2000;1175.0;130.0;235.0;1015
268;Totaal mannen en vrouwen;Midden-Limburg (Cr 38);2001;1215.0;175.0;220.0;975
269;Totaal mannen en vrouwen;Midden-Limburg (Cr 38);2002;;;195.0;880
270;Totaal mannen en vrouwen;Midden-Limburg (Cr 38);2003;;;;850
271;Totaal mannen en vrouwen;Midden-Limburg (Cr 38);2004;;;;785
272;Totaal mannen en vrouwen;Midden-Limburg (Cr 38);2005;;;;755
273;Totaal mannen en vrouwen;Zuid-Limburg (Cr 39);1999;5655.0;610.0;940.0;6005
274;Totaal mannen en vrouwen;Zuid-Limburg (Cr 39);2000;4620.0;730.0;920.0;5565
275;Totaal mannen en vrouwen;Zuid-Limburg (Cr 39);2001;4835.0;1060.0;925.0;5375
276;Totaal mannen en vrouwen;Zuid-Limburg (Cr 39);2002;;;890.0;4790
277;Totaal mannen en vrouwen;Zuid-Limburg (Cr 39);2003;;;;4410
278;Totaal mannen en vrouwen;Zuid-Limburg (Cr 39);2004;;;;4040
279;Totaal mannen en vrouwen;Zuid-Limburg (Cr 39);2005;;;;3775
280;Mannen;Nederland, totaal, incl. onbekend;1999;8520.0;2055.0;4965.0;10135
281;Mannen;Nederland, totaal, incl. onbekend;2000;8740.0;3565.0;4950.0;9550
282;Mannen;Nederland, totaal, incl. onbekend;2001;9085.0;5985.0;4920.0;9055
283;Mannen;Nederland, totaal, incl. onbekend;2002;9590.0;8285.0;4825.0;7935
284;Mannen;Nederland, totaal, incl. onbekend;2003;;9090.0;;7150
285;Mannen;Nederland, totaal, incl. onbekend;2004;;9305.0;;6590
286;Mannen;Nederland, totaal, incl. onbekend;2005;;10080.0;;6120
287;Mannen;24 jaar en jonger;1999;965.0;220.0;290.0;360
288;Mannen;24 jaar en jonger;2000;905.0;515.0;255.0;375
289;Mannen;24 jaar en jonger;2001;890.0;925.0;240.0;360
290;Mannen;24 jaar en jonger;2002;1060.0;1245.0;205.0;240
291;Mannen;24 jaar en jonger;2003;;1215.0;;200
292;Mannen;24 jaar en jonger;2004;;1115.0;;190
293;Mannen;24 jaar en jonger;2005;;1120.0;;160
294;Mannen;25 tot 35 jaar;1999;2625.0;775.0;1535.0;1705
295;Mannen;25 tot 35 jaar;2000;2590.0;1275.0;1505.0;2060
296;Mannen;25 tot 35 jaar;2001;2590.0;2020.0;1460.0;1705
297;Mannen;25 tot 35 jaar;2002;2680.0;2745.0;1285.0;1355
298;Mannen;25 tot 35 jaar;2003;;3000.0;;1125
299;Mannen;25 tot 35 jaar;2004;;3125.0;;945
300;Mannen;25 tot 35 jaar;2005;;3215.0;;825
301;Mannen;35 tot 45 jaar;1999;2620.0;655.0;1440.0;2425
302;Mannen;35 tot 45 jaar;2000;2780.0;1110.0;1485.0;2500
303;Mannen;35 tot 45 jaar;2001;2920.0;1850.0;1500.0;2425
304;Mannen;35 tot 45 jaar;2002;3030.0;2590.0;1580.0;2110
305;Mannen;35 tot 45 jaar;2003;;2835.0;;1945
306;Mannen;35 tot 45 jaar;2004;;2790.0;;1795
307;Mannen;35 tot 45 jaar;2005;;3115.0;;1635
308;Mannen;45 tot 55 jaar;1999;1770.0;310.0;1230.0;3005
309;Mannen;45 tot 55 jaar;2000;1875.0;545.0;1160.0;3185
310;Mannen;45 tot 55 jaar;2001;1975.0;995.0;1140.0;3005
311;Mannen;45 tot 55 jaar;2002;2000.0;1445.0;1130.0;2660
312;Mannen;45 tot 55 jaar;2003;;1705.0;;2345
313;Mannen;45 tot 55 jaar;2004;;1850.0;;2095
314;Mannen;45 tot 55 jaar;2005;;2085.0;;1915
315;Mannen;55 tot 65 jaar;1999;535.0;90.0;465.0;1545
316;Mannen;55 tot 65 jaar;2000;585.0;125.0;535.0;1415
317;Mannen;55 tot 65 jaar;2001;705.0;185.0;570.0;1545
318;Mannen;55 tot 65 jaar;2002;820.0;260.0;615.0;1560
319;Mannen;55 tot 65 jaar;2003;;335.0;;1525
320;Mannen;55 tot 65 jaar;2004;;415.0;;1555
321;Mannen;55 tot 65 jaar;2005;;545.0;;1570
322;Mannen;Groningen (PV);1999;0.0;25.0;5.0;130
323;Mannen;Groningen (PV);2000;0.0;30.0;5.0;120
