ID;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
41;J Information and communication;2013 2nd quarter;93.4;-2.7
42;J Information and communication;2013 3rd quarter;91.0;-2.5
43;J Information and communication;2013 4th quarter;103.9;-0.5
44;J Information and communication;2013;95.4;-2.5
45;J Information and communication;2014 1st quarter;94.7;1.4
46;J Information and communication;2014 2nd quarter;95.1;1.9
47;J Information and communication;2014 3rd quarter;93.5;2.7
48;J Information and communication;2014 4th quarter;108.2;4.2
49;J Information and communication;2014;97.9;2.6
50;J Information and communication;2015 1st quarter;97.8;3.3
51;J Information and communication;2015 2nd quarter;100.0;5.1
52;J Information and communication;2015 3rd quarter;98.6;5.4
53;J Information and communication;2015 4th quarter;113.2;4.5
54;J Information and communication;2015;102.4;4.6
55;J Information and communication;2016 1st quarter;100.4;2.7
56;J Information and communication;2016 2nd quarter;100.0;0.0
57;J Information and communication;2016 3rd quarter;99.8;1.2
58;J Information and communication;2016 4th quarter;114.4;1.1
59;J Information and communication;2016;103.6;1.3
60;J Information and communication;2017 1st quarter;103.4;3.0
61;J Information and communication;2017 2nd quarter;103.0;3.0
62;J Information and communication;2017 3rd quarter;102.3;2.5
63;J Information and communication;2017 4th quarter;117.4;2.6
64;J Information and communication;2017;106.5;2.7
65;58-60 Publishing, movie, radio and  tv;2005 1st quarter;83.2;
66;58-60 Publishing, movie, radio and  tv;2005 2nd quarter;91.5;
67;58-60 Publishing, movie, radio and  tv;2005 3rd quarter;87.7;
68;58-60 Publishing, movie, radio and  tv;2005 4th quarter;105.2;
69;58-60 Publishing, movie, radio and  tv;2005;91.9;
70;58-60 Publishing, movie, radio and  tv;2006 1st quarter;87.5;5.2
71;58-60 Publishing, movie, radio and  tv;2006 2nd quarter;95.2;4.0
72;58-60 Publishing, movie, radio and  tv;2006 3rd quarter;90.8;3.6
73;58-60 Publishing, movie, radio and  tv;2006 4th quarter;111.6;6.1
74;58-60 Publishing, movie, radio and  tv;2006;96.3;4.8
75;58-60 Publishing, movie, radio and  tv;2007 1st quarter;93.8;7.2
76;58-60 Publishing, movie, radio and  tv;2007 2nd quarter;102.4;7.6
77;58-60 Publishing, movie, radio and  tv;2007 3rd quarter;95.9;5.5
78;58-60 Publishing, movie, radio and  tv;2007 4th quarter;117.3;5.1
79;58-60 Publishing, movie, radio and  tv;2007;102.4;6.3
80;58-60 Publishing, movie, radio and  tv;2008 1st quarter;95.3;1.6
81;58-60 Publishing, movie, radio and  tv;2008 2nd quarter;105.1;2.6
82;58-60 Publishing, movie, radio and  tv;2008 3rd quarter;98.2;2.4
83;58-60 Publishing, movie, radio and  tv;2008 4th quarter;117.9;0.5
84;58-60 Publishing, movie, radio and  tv;2008;104.1;1.7
85;58-60 Publishing, movie, radio and  tv;2009 1st quarter;93.9;-1.5
86;58-60 Publishing, movie, radio and  tv;2009 2nd quarter;103.0;-2.0
87;58-60 Publishing, movie, radio and  tv;2009 3rd quarter;94.0;-4.3
88;58-60 Publishing, movie, radio and  tv;2009 4th quarter;114.7;-2.7
89;58-60 Publishing, movie, radio and  tv;2009;101.4;-2.6
90;58-60 Publishing, movie, radio and  tv;2010 1st quarter;92.2;-1.8
91;58-60 Publishing, movie, radio and  tv;2010 2nd quarter;98.1;-4.7
92;58-60 Publishing, movie, radio and  tv;2010 3rd quarter;94.1;0.1
93;58-60 Publishing, movie, radio and  tv;2010 4th quarter;115.6;0.8
94;58-60 Publishing, movie, radio and  tv;2010;100.0;-1.4
95;58-60 Publishing, movie, radio and  tv;2011 1st quarter;91.0;-1.3
96;58-60 Publishing, movie, radio and  tv;2011 2nd quarter;100.0;1.9
97;58-60 Publishing, movie, radio and  tv;2011 3rd quarter;91.1;-3.2
98;58-60 Publishing, movie, radio and  tv;2011 4th quarter;110.0;-4.9
99;58-60 Publishing, movie, radio and  tv;2011;98.0;-2.0
100;58-60 Publishing, movie, radio and  tv;2012 1st quarter;88.4;-2.9
101;58-60 Publishing, movie, radio and  tv;2012 2nd quarter;95.6;-4.4
102;58-60 Publishing, movie, radio and  tv;2012 3rd quarter;90.2;-1.0
103;58-60 Publishing, movie, radio and  tv;2012 4th quarter;103.1;-6.3
104;58-60 Publishing, movie, radio and  tv;2012;94.3;-3.8
105;58-60 Publishing, movie, radio and  tv;2013 1st quarter;85.0;-3.8
106;58-60 Publishing, movie, radio and  tv;2013 2nd quarter;92.6;-3.1
107;58-60 Publishing, movie, radio and  tv;2013 3rd quarter;85.1;-5.7
108;58-60 Publishing, movie, radio and  tv;2013 4th quarter;98.7;-4.2
109;58-60 Publishing, movie, radio and  tv;2013;90.3;-4.2
110;58-60 Publishing, movie, radio and  tv;2014 1st quarter;81.8;-3.7
111;58-60 Publishing, movie, radio and  tv;2014 2nd quarter;89.7;-3.1
112;58-60 Publishing, movie, radio and  tv;2014 3rd quarter;84.7;-0.4
113;58-60 Publishing, movie, radio and  tv;2014 4th quarter;98.8;0.1
114;58-60 Publishing, movie, radio and  tv;2014;88.8;-1.7
115;58-60 Publishing, movie, radio and  tv;2015 1st quarter;82.1;0.3
116;58-60 Publishing, movie, radio and  tv;2015 2nd quarter;91.4;1.9
117;58-60 Publishing, movie, radio and  tv;2015 3rd quarter;87.1;2.8
118;58-60 Publishing, movie, radio and  tv;2015 4th quarter;99.8;1.1
119;58-60 Publishing, movie, radio and  tv;2015;90.1;1.5
120;58-60 Publishing, movie, radio and  tv;2016 1st quarter;82.6;0.7
121;58-60 Publishing, movie, radio and  tv;2016 2nd quarter;90.9;-0.5
122;58-60 Publishing, movie, radio and  tv;2016 3rd quarter;90.8;4.2
123;58-60 Publishing, movie, radio and  tv;2016 4th quarter;101.6;1.7
124;58-60 Publishing, movie, radio and  tv;2016;91.5;1.5
125;58-60 Publishing, movie, radio and  tv;2017 1st quarter;82.6;0.0
126;58-60 Publishing, movie, radio and  tv;2017 2nd quarter;91.3;0.4
127;58-60 Publishing, movie, radio and  tv;2017 3rd quarter;86.3;-4.9
128;58-60 Publishing, movie, radio and  tv;2017 4th quarter;102.6;1.0
129;58-60 Publishing, movie, radio and  tv;2017;90.7;-0.8
130;58 Publishing ;2005 1st quarter;85.9;
131;58 Publishing ;2005 2nd quarter;97.0;
132;58 Publishing ;2005 3rd quarter;94.1;
133;58 Publishing ;2005 4th quarter;106.2;
134;58 Publishing ;2005;95.8;
135;58 Publishing ;2006 1st quarter;90.2;5.0
136;58 Publishing ;2006 2nd quarter;100.1;3.2
137;58 Publishing ;2006 3rd quarter;96.5;2.6
138;58 Publishing ;2006 4th quarter;113.1;6.5
139;58 Publishing ;2006;100.0;4.4
140;58 Publishing ;2007 1st quarter;97.6;8.1
141;58 Publishing ;2007 2nd quarter;108.8;8.7
142;58 Publishing ;2007 3rd quarter;101.8;5.5
143;58 Publishing ;2007 4th quarter;118.6;4.9
144;58 Publishing ;2007;106.7;6.7
145;58 Publishing ;2008 1st quarter;99.2;1.6
146;58 Publishing ;2008 2nd quarter;112.2;3.2
147;58 Publishing ;2008 3rd quarter;104.8;2.9
148;58 Publishing ;2008 4th quarter;118.4;-0.2
149;58 Publishing ;2008;108.6;1.8
150;58 Publishing ;2009 1st quarter;92.7;-6.5
151;58 Publishing ;2009 2nd quarter;106.0;-5.6
152;58 Publishing ;2009 3rd quarter;97.3;-7.1
153;58 Publishing ;2009 4th quarter;111.9;-5.5
154;58 Publishing ;2009;102.0;-6.1
155;58 Publishing ;2010 1st quarter;92.6;-0.1
156;58 Publishing ;2010 2nd quarter;100.8;-4.9
157;58 Publishing ;2010 3rd quarter;94.9;-2.5
158;58 Publishing ;2010 4th quarter;111.7;-0.2
159;58 Publishing ;2010;100.0;-1.9
160;58 Publishing ;2011 1st quarter;88.3;-4.7
161;58 Publishing ;2011 2nd quarter;98.2;-2.7
162;58 Publishing ;2011 3rd quarter;91.3;-3.8
163;58 Publishing ;2011 4th quarter;102.9;-7.9
164;58 Publishing ;2011;95.2;-4.8
165;58 Publishing ;2012 1st quarter;86.6;-1.9
166;58 Publishing ;2012 2nd quarter;94.7;-3.5
167;58 Publishing ;2012 3rd quarter;88.4;-3.2
168;58 Publishing ;2012 4th quarter;95.5;-7.2
169;58 Publishing ;2012;91.3;-4.0
170;58 Publishing ;2013 1st quarter;81.0;-6.5
171;58 Publishing ;2013 2nd quarter;88.0;-7.1
172;58 Publishing ;2013 3rd quarter;83.4;-5.7
173;58 Publishing ;2013 4th quarter;87.9;-8.0
174;58 Publishing ;2013;85.1;-6.9
175;58 Publishing ;2014 1st quarter;73.2;-9.5
176;58 Publishing ;2014 2nd quarter;82.3;-6.5
177;58 Publishing ;2014 3rd quarter;82.2;-1.4
178;58 Publishing ;2014 4th quarter;84.4;-4.0
179;58 Publishing ;2014;80.5;-5.3
180;58 Publishing ;2015 1st quarter;71.2;-2.8
181;58 Publishing ;2015 2nd quarter;81.1;-1.5
182;58 Publishing ;2015 3rd quarter;80.9;-1.6
183;58 Publishing ;2015 4th quarter;84.1;-0.4
184;58 Publishing ;2015;79.3;-1.5
185;58 Publishing ;2016 1st quarter;70.9;-0.5
186;58 Publishing ;2016 2nd quarter;80.7;-0.5
187;58 Publishing ;2016 3rd quarter;78.0;-3.6
188;58 Publishing ;2016 4th quarter;82.6;-1.8
189;58 Publishing ;2016;78.0;-1.6
190;58 Publishing ;2017 1st quarter;68.5;-3.3
191;58 Publishing ;2017 2nd quarter;75.9;-5.9
192;58 Publishing ;2017 3rd quarter;75.8;-2.8
193;58 Publishing ;2017 4th quarter;80.0;-3.2
194;58 Publishing ;2017;75.0;-3.8
195;59 Film, TV and music production etc;2005 1st quarter;89.4;
196;59 Film, TV and music production etc;2005 2nd quarter;90.8;
197;59 Film, TV and music production etc;2005 3rd quarter;88.8;
198;59 Film, TV and music production etc;2005 4th quarter;117.6;
199;59 Film, TV and music production etc;2005;96.6;
200;59 Film, TV and music production etc;2006 1st quarter;94.3;5.6
201;59 Film, TV and music production etc;2006 2nd quarter;95.8;5.6
202;59 Film, TV and music production etc;2006 3rd quarter;93.8;5.6
203;59 Film, TV and music production etc;2006 4th quarter;124.1;5.6
204;59 Film, TV and music production etc;2006;102.0;5.6
205;59 Film, TV and music production etc;2007 1st quarter;99.6;5.5
206;59 Film, TV and music production etc;2007 2nd quarter;101.2;5.5
207;59 Film, TV and music production etc;2007 3rd quarter;99.0;5.5
208;59 Film, TV and music production etc;2007 4th quarter;131.0;5.5
209;59 Film, TV and music production etc;2007;107.7;5.5
210;59 Film, TV and music production etc;2008 1st quarter;101.1;1.5
211;59 Film, TV and music production etc;2008 2nd quarter;102.7;1.5
212;59 Film, TV and music production etc;2008 3rd quarter;100.5;1.5
213;59 Film, TV and music production etc;2008 4th quarter;133.0;1.5
214;59 Film, TV and music production etc;2008;109.3;1.5
215;59 Film, TV and music production etc;2009 1st quarter;102.5;1.4
216;59 Film, TV and music production etc;2009 2nd quarter;104.0;1.2
217;59 Film, TV and music production etc;2009 3rd quarter;100.0;-0.5
218;59 Film, TV and music production etc;2009 4th quarter;128.0;-3.8
219;59 Film, TV and music production etc;2009;108.6;-0.7
220;59 Film, TV and music production etc;2010 1st quarter;92.3;-10.0
221;59 Film, TV and music production etc;2010 2nd quarter;87.9;-15.5
222;59 Film, TV and music production etc;2010 3rd quarter;95.1;-4.8
223;59 Film, TV and music production etc;2010 4th quarter;124.7;-2.6
224;59 Film, TV and music production etc;2010;100.0;-7.9
225;59 Film, TV and music production etc;2011 1st quarter;97.0;5.2
226;59 Film, TV and music production etc;2011 2nd quarter;102.7;16.9
227;59 Film, TV and music production etc;2011 3rd quarter;93.6;-1.6
228;59 Film, TV and music production etc;2011 4th quarter;125.4;0.5
229;59 Film, TV and music production etc;2011;104.7;4.7
230;59 Film, TV and music production etc;2012 1st quarter;94.4;-2.8
231;59 Film, TV and music production etc;2012 2nd quarter;97.1;-5.4
232;59 Film, TV and music production etc;2012 3rd quarter;98.5;5.2
233;59 Film, TV and music production etc;2012 4th quarter;125.2;-0.1
234;59 Film, TV and music production etc;2012;103.8;-0.9
235;59 Film, TV and music production etc;2013 1st quarter;96.7;2.5
236;59 Film, TV and music production etc;2013 2nd quarter;101.8;4.8
237;59 Film, TV and music production etc;2013 3rd quarter;95.4;-3.1
238;59 Film, TV and music production etc;2013 4th quarter;125.7;0.4
239;59 Film, TV and music production etc;2013;104.9;1.1
240;59 Film, TV and music production etc;2014 1st quarter;102.0;5.5
241;59 Film, TV and music production etc;2014 2nd quarter;103.0;1.2
242;59 Film, TV and music production etc;2014 3rd quarter;98.4;3.1
243;59 Film, TV and music production etc;2014 4th quarter;130.9;4.1
244;59 Film, TV and music production etc;2014;108.6;3.5
245;59 Film, TV and music production etc;2015 1st quarter;105.0;2.9
246;59 Film, TV and music production etc;2015 2nd quarter;114.0;10.7
247;59 Film, TV and music production etc;2015 3rd quarter;107.2;8.9
248;59 Film, TV and music production etc;2015 4th quarter;141.7;8.2
249;59 Film, TV and music production etc;2015;117.0;7.7
250;59 Film, TV and music production etc;2016 1st quarter;112.7;7.3
251;59 Film, TV and music production etc;2016 2nd quarter;117.8;3.3
252;59 Film, TV and music production etc;2016 3rd quarter;126.1;17.6
253;59 Film, TV and music production etc;2016 4th quarter;149.7;5.7
254;59 Film, TV and music production etc;2016;126.6;8.2
255;59 Film, TV and music production etc;2017 1st quarter;118.0;4.7
256;59 Film, TV and music production etc;2017 2nd quarter;132.4;12.4
257;59 Film, TV and music production etc;2017 3rd quarter;120.3;-4.5
258;59 Film, TV and music production etc;2017 4th quarter;164.6;10.0
259;59 Film, TV and music production etc;2017;133.8;5.8
260;60 Programming and broadcasting;2005 1st quarter;65.1;
261;60 Programming and broadcasting;2005 2nd quarter;72.1;
262;60 Programming and broadcasting;2005 3rd quarter;62.6;
263;60 Programming and broadcasting;2005 4th quarter;86.0;
264;60 Programming and broadcasting;2005;71.5;
265;60 Programming and broadcasting;2006 1st quarter;68.7;5.6
266;60 Programming and broadcasting;2006 2nd quarter;76.1;5.6
267;60 Programming and broadcasting;2006 3rd quarter;66.1;5.6
268;60 Programming and broadcasting;2006 4th quarter;90.8;5.6
269;60 Programming and broadcasting;2006;75.4;5.6
270;60 Programming and broadcasting;2007 1st quarter;72.5;5.5
271;60 Programming and broadcasting;2007 2nd quarter;80.4;5.5
272;60 Programming and broadcasting;2007 3rd quarter;69.8;5.5
273;60 Programming and broadcasting;2007 4th quarter;95.8;5.5
274;60 Programming and broadcasting;2007;79.6;5.5
275;60 Programming and broadcasting;2008 1st quarter;73.6;1.5
276;60 Programming and broadcasting;2008 2nd quarter;81.6;1.5
277;60 Programming and broadcasting;2008 3rd quarter;70.9;1.5
278;60 Programming and broadcasting;2008 4th quarter;97.3;1.5
279;60 Programming and broadcasting;2008;80.9;1.5
280;60 Programming and broadcasting;2009 1st quarter;87.5;18.9
281;60 Programming and broadcasting;2009 2nd quarter;90.5;10.9
282;60 Programming and broadcasting;2009 3rd quarter;74.3;4.8
283;60 Programming and broadcasting;2009 4th quarter;108.7;11.7
284;60 Programming and broadcasting;2009;90.3;11.6
285;60 Programming and broadcasting;2010 1st quarter;90.5;3.3
286;60 Programming and broadcasting;2010 2nd quarter;100.6;11.1
287;60 Programming and broadcasting;2010 3rd quarter;89.9;21.0
288;60 Programming and broadcasting;2010 4th quarter;119.0;9.5
289;60 Programming and broadcasting;2010;100.0;10.8
290;60 Programming and broadcasting;2011 1st quarter;93.6;3.4
291;60 Programming and broadcasting;2011 2nd quarter;103.4;2.8
292;60 Programming and broadcasting;2011 3rd quarter;87.3;-3.0
293;60 Programming and broadcasting;2011 4th quarter;117.1;-1.6
294;60 Programming and broadcasting;2011;100.3;0.3
295;60 Programming and broadcasting;2012 1st quarter;87.4;-6.6
296;60 Programming and broadcasting;2012 2nd quarter;96.9;-6.3
297;60 Programming and broadcasting;2012 3rd quarter;86.5;-0.9
298;60 Programming and broadcasting;2012 4th quarter;103.5;-11.6
299;60 Programming and broadcasting;2012;93.6;-6.8
300;60 Programming and broadcasting;2013 1st quarter;85.2;-2.5
301;60 Programming and broadcasting;2013 2nd quarter;98.1;1.3
302;60 Programming and broadcasting;2013 3rd quarter;78.5;-9.2
303;60 Programming and broadcasting;2013 4th quarter;105.4;1.9
304;60 Programming and broadcasting;2013;91.8;-1.9
305;60 Programming and broadcasting;2014 1st quarter;88.6;4.0
306;60 Programming and broadcasting;2014 2nd quarter;100.5;2.4
307;60 Programming and broadcasting;2014 3rd quarter;91.8;16.9
308;60 Programming and broadcasting;2014 4th quarter;113.4;7.5
309;60 Programming and broadcasting;2014;98.6;7.3
310;60 Programming and broadcasting;2015 1st quarter;94.1;6.2
311;60 Programming and broadcasting;2015 2nd quarter;101.7;1.1
312;60 Programming and broadcasting;2015 3rd quarter;85.1;-7.3
313;60 Programming and broadcasting;2015 4th quarter;106.6;-5.9
314;60 Programming and broadcasting;2015;96.9;-1.7
315;60 Programming and broadcasting;2016 1st quarter;89.1;-5.4
316;60 Programming and broadcasting;2016 2nd quarter;95.7;-5.9
317;60 Programming and broadcasting;2016 3rd quarter;94.5;11.0
318;60 Programming and broadcasting;2016 4th quarter;112.3;5.4
319;60 Programming and broadcasting;2016;97.9;1.1
320;60 Programming and broadcasting;2017 1st quarter;91.1;2.3
321;60 Programming and broadcasting;2017 2nd quarter;97.5;1.8
322;60 Programming and broadcasting;2017 3rd quarter;83.0;-12.1
323;60 Programming and broadcasting;2017 4th quarter;109.6;-2.4
324;60 Programming and broadcasting;2017;95.3;-2.7
325;61 Telecommunications;2005 1st quarter;101.8;
326;61 Telecommunications;2005 2nd quarter;104.9;
327;61 Telecommunications;2005 3rd quarter;103.3;
328;61 Telecommunications;2005 4th quarter;104.8;
329;61 Telecommunications;2005;103.7;
330;61 Telecommunications;2006 1st quarter;104.3;2.5
331;61 Telecommunications;2006 2nd quarter;105.4;0.5
332;61 Telecommunications;2006 3rd quarter;106.2;2.8
333;61 Telecommunications;2006 4th quarter;111.3;6.1
334;61 Telecommunications;2006;106.8;3.0
335;61 Telecommunications;2007 1st quarter;107.3;2.9
336;61 Telecommunications;2007 2nd quarter;110.4;4.7
337;61 Telecommunications;2007 3rd quarter;106.6;0.4
338;61 Telecommunications;2007 4th quarter;107.8;-3.1
339;61 Telecommunications;2007;108.0;1.2
340;61 Telecommunications;2008 1st quarter;102.3;-4.7
341;61 Telecommunications;2008 2nd quarter;105.3;-4.6
342;61 Telecommunications;2008 3rd quarter;102.2;-4.2
343;61 Telecommunications;2008 4th quarter;108.6;0.8
344;61 Telecommunications;2008;104.6;-3.2
345;61 Telecommunications;2009 1st quarter;101.0;-1.2
346;61 Telecommunications;2009 2nd quarter;100.7;-4.4
347;61 Telecommunications;2009 3rd quarter;96.7;-5.3
348;61 Telecommunications;2009 4th quarter;99.4;-8.5
349;61 Telecommunications;2009;99.4;-4.9
350;61 Telecommunications;2010 1st quarter;99.6;-1.4
351;61 Telecommunications;2010 2nd quarter;99.9;-0.8
352;61 Telecommunications;2010 3rd quarter;100.7;4.1
353;61 Telecommunications;2010 4th quarter;99.9;0.5
354;61 Telecommunications;2010;100.0;0.6
355;61 Telecommunications;2011 1st quarter;96.8;-2.8
356;61 Telecommunications;2011 2nd quarter;100.0;0.1
357;61 Telecommunications;2011 3rd quarter;98.9;-1.7
358;61 Telecommunications;2011 4th quarter;100.8;1.0
359;61 Telecommunications;2011;99.2;-0.8
360;61 Telecommunications;2012 1st quarter;97.7;0.9
361;61 Telecommunications;2012 2nd quarter;98.2;-1.9
362;61 Telecommunications;2012 3rd quarter;94.8;-4.2
363;61 Telecommunications;2012 4th quarter;98.1;-2.7
364;61 Telecommunications;2012;97.2;-2.0
365;61 Telecommunications;2013 1st quarter;94.0;-3.8
366;61 Telecommunications;2013 2nd quarter;92.9;-5.3
367;61 Telecommunications;2013 3rd quarter;91.6;-3.4
368;61 Telecommunications;2013 4th quarter;93.9;-4.4
369;61 Telecommunications;2013;93.1;-4.2
370;61 Telecommunications;2014 1st quarter;90.2;-4.0
371;61 Telecommunications;2014 2nd quarter;90.2;-2.9
372;61 Telecommunications;2014 3rd quarter;90.7;-1.0
373;61 Telecommunications;2014 4th quarter;94.7;0.9
374;61 Telecommunications;2014;91.5;-1.7
375;61 Telecommunications;2015 1st quarter;90.6;0.4
376;61 Telecommunications;2015 2nd quarter;88.8;-1.6
377;61 Telecommunications;2015 3rd quarter;91.6;1.0
378;61 Telecommunications;2015 4th quarter;90.6;-4.4
379;61 Telecommunications;2015;90.4;-1.2
380;61 Telecommunications;2016 1st quarter;88.9;-1.9
381;61 Telecommunications;2016 2nd quarter;87.1;-2.0
382;61 Telecommunications;2016 3rd quarter;88.4;-3.4
383;61 Telecommunications;2016 4th quarter;91.0;0.5
384;61 Telecommunications;2016;88.9;-1.7
385;61 Telecommunications;2017 1st quarter;88.9;0.0
386;61 Telecommunications;2017 2nd quarter;85.4;-1.9
387;61 Telecommunications;2017 3rd quarter;83.9;-5.1
388;61 Telecommunications;2017 4th quarter;85.7;-5.9
389;61 Telecommunications;2017;86.0;-3.2
390;62-63 IT- and information services;2005 1st quarter;73.8;
391;62-63 IT- and information services;2005 2nd quarter;71.6;
392;62-63 IT- and information services;2005 3rd quarter;70.1;
393;62-63 IT- and information services;2005 4th quarter;92.4;
394;62-63 IT- and information services;2005;77.0;
395;62-63 IT- and information services;2006 1st quarter;82.7;12.0
396;62-63 IT- and information services;2006 2nd quarter;78.7;9.9
397;62-63 IT- and information services;2006 3rd quarter;77.8;11.0
398;62-63 IT- and information services;2006 4th quarter;103.8;12.4
399;62-63 IT- and information services;2006;85.8;11.4
400;62-63 IT- and information services;2007 1st quarter;93.1;12.5
401;62-63 IT- and information services;2007 2nd quarter;88.9;13.0
402;62-63 IT- and information services;2007 3rd quarter;88.4;13.6
403;62-63 IT- and information services;2007 4th quarter;112.5;8.4
404;62-63 IT- and information services;2007;95.7;11.6
405;62-63 IT- and information services;2008 1st quarter;99.0;6.4
406;62-63 IT- and information services;2008 2nd quarter;96.8;8.9
407;62-63 IT- and information services;2008 3rd quarter;95.3;7.8
408;62-63 IT- and information services;2008 4th quarter;117.8;4.7
409;62-63 IT- and information services;2008;102.3;6.8
410;62-63 IT- and information services;2009 1st quarter;104.1;5.2
411;62-63 IT- and information services;2009 2nd quarter;96.4;-0.5
412;62-63 IT- and information services;2009 3rd quarter;89.6;-6.1
413;62-63 IT- and information services;2009 4th quarter;112.9;-4.2
414;62-63 IT- and information services;2009;100.7;-1.5
415;62-63 IT- and information services;2010 1st quarter;100.3;-3.7
416;62-63 IT- and information services;2010 2nd quarter;93.1;-3.4
417;62-63 IT- and information services;2010 3rd quarter;90.8;1.4
418;62-63 IT- and information services;2010 4th quarter;115.8;2.6
419;62-63 IT- and information services;2010;100.0;-0.7
420;62-63 IT- and information services;2011 1st quarter;101.9;1.6
421;62-63 IT- and information services;2011 2nd quarter;96.5;3.6
422;62-63 IT- and information services;2011 3rd quarter;96.4;6.2
423;62-63 IT- and information services;2011 4th quarter;118.5;2.3
424;62-63 IT- and information services;2011;103.3;3.3
425;62-63 IT- and information services;2012 1st quarter;101.6;-0.3
426;62-63 IT- and information services;2012 2nd quarter;94.5;-2.0
427;62-63 IT- and information services;2012 3rd quarter;93.6;-2.9
428;62-63 IT- and information services;2012 4th quarter;109.5;-7.6
429;62-63 IT- and information services;2012;99.8;-3.4
430;62-63 IT- and information services;2013 1st quarter;96.6;-5.0
431;62-63 IT- and information services;2013 2nd quarter;94.0;-0.5
432;62-63 IT- and information services;2013 3rd quarter;93.2;-0.5
433;62-63 IT- and information services;2013 4th quarter;113.5;3.6
434;62-63 IT- and information services;2013;99.3;-0.5
435;62-63 IT- and information services;2014 1st quarter;103.5;7.2
436;62-63 IT- and information services;2014 2nd quarter;101.1;7.5
437;62-63 IT- and information services;2014 3rd quarter;99.0;6.3
438;62-63 IT- and information services;2014 4th quarter;121.9;7.4
439;62-63 IT- and information services;2014;106.4;7.1
440;62-63 IT- and information services;2015 1st quarter;109.8;6.1
441;62-63 IT- and information services;2015 2nd quarter;111.9;10.7
442;62-63 IT- and information services;2015 3rd quarter;108.7;9.8
443;62-63 IT- and information services;2015 4th quarter;135.6;11.2
444;62-63 IT- and information services;2015;116.5;9.5
445;62-63 IT- and information services;2016 1st quarter;116.6;6.1
446;62-63 IT- and information services;2016 2nd quarter;113.4;1.4
447;62-63 IT- and information services;2016 3rd quarter;112.1;3.1
448;62-63 IT- and information services;2016 4th quarter;137.3;1.3
449;62-63 IT- and information services;2016;119.9;2.9
450;62-63 IT- and information services;2017 1st quarter;123.0;5.5
451;62-63 IT- and information services;2017 2nd quarter;121.0;6.6
452;62-63 IT- and information services;2017 3rd quarter;122.7;9.5
453;62-63 IT- and information services;2017 4th quarter;147.2;7.2
454;62-63 IT- and information services;2017;128.5;7.2
455;62 Support activities in the field of IT;2005 1st quarter;73.8;
456;62 Support activities in the field of IT;2005 2nd quarter;71.2;
457;62 Support activities in the field of IT;2005 3rd quarter;69.8;
458;62 Support activities in the field of IT;2005 4th quarter;92.5;
459;62 Support activities in the field of IT;2005;76.8;
460;62 Support activities in the field of IT;2006 1st quarter;82.7;12.0
461;62 Support activities in the field of IT;2006 2nd quarter;78.3;9.9
462;62 Support activities in the field of IT;2006 3rd quarter;77.5;11.0
463;62 Support activities in the field of IT;2006 4th quarter;104.0;12.4
464;62 Support activities in the field of IT;2006;85.6;11.4
465;62 Support activities in the field of IT;2007 1st quarter;93.0;12.5
466;62 Support activities in the field of IT;2007 2nd quarter;88.5;13.0
467;62 Support activities in the field of IT;2007 3rd quarter;88.0;13.6
