ID;RegioS;Geslacht;Leeftijd;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
112;Drenthe (PV);Man;25 tot 45 jaar;59.2;20.6
113;Drenthe (PV);Man;45 tot 65 jaar;65.9;24.3
114;Drenthe (PV);Man;65 jaar en ouder;34.1;19.2
115;Drenthe (PV);Vrouw;Totaal leeftijd;154.7;12.6
116;Drenthe (PV);Vrouw;15 tot 25 jaar;12.3;7.6
117;Drenthe (PV);Vrouw;25 tot 45 jaar;51.6;13.3
118;Drenthe (PV);Vrouw;45 tot 65 jaar;47.2;13.4
119;Drenthe (PV);Vrouw;65 jaar en ouder;43.7;12.2
120;Overijssel (PV);Totaal mannen en vrouwen;Totaal leeftijd;733.3;16.9
121;Overijssel (PV);Totaal mannen en vrouwen;15 tot 25 jaar;72.8;8.8
122;Overijssel (PV);Totaal mannen en vrouwen;25 tot 45 jaar;271.6;17.6
123;Overijssel (PV);Totaal mannen en vrouwen;45 tot 65 jaar;233.1;19.9
124;Overijssel (PV);Totaal mannen en vrouwen;65 jaar en ouder;155.9;15.2
125;Overijssel (PV);Man;Totaal leeftijd;390.3;20.9
126;Overijssel (PV);Man;15 tot 25 jaar;38.3;9.3
127;Overijssel (PV);Man;25 tot 45 jaar;148.2;21.1
128;Overijssel (PV);Man;45 tot 65 jaar;137.0;24.8
129;Overijssel (PV);Man;65 jaar en ouder;66.9;19.0
130;Overijssel (PV);Vrouw;Totaal leeftijd;343.0;12.5
131;Overijssel (PV);Vrouw;15 tot 25 jaar;34.5;8.2
132;Overijssel (PV);Vrouw;25 tot 45 jaar;123.4;13.4
133;Overijssel (PV);Vrouw;45 tot 65 jaar;96.1;13.0
134;Overijssel (PV);Vrouw;65 jaar en ouder;89.0;12.4
135;Flevoland (PV);Totaal mannen en vrouwen;Totaal leeftijd;229.2;17.8
136;Flevoland (PV);Totaal mannen en vrouwen;15 tot 25 jaar;23.1;9.3
137;Flevoland (PV);Totaal mannen en vrouwen;25 tot 45 jaar;97.9;18.7
138;Flevoland (PV);Totaal mannen en vrouwen;45 tot 65 jaar;76.2;20.4
139;Flevoland (PV);Totaal mannen en vrouwen;65 jaar en ouder;31.9;15.1
140;Flevoland (PV);Man;Totaal leeftijd;121.3;21.6
141;Flevoland (PV);Man;15 tot 25 jaar;12.1;9.9
142;Flevoland (PV);Man;25 tot 45 jaar;52.1;22.3
143;Flevoland (PV);Man;45 tot 65 jaar;42.9;24.9
144;Flevoland (PV);Man;65 jaar en ouder;14.2;18.8
145;Flevoland (PV);Vrouw;Totaal leeftijd;107.9;13.6
146;Flevoland (PV);Vrouw;15 tot 25 jaar;11.1;8.7
147;Flevoland (PV);Vrouw;25 tot 45 jaar;45.8;14.6
148;Flevoland (PV);Vrouw;45 tot 65 jaar;33.4;14.6
149;Flevoland (PV);Vrouw;65 jaar en ouder;17.7;12.2
150;Gelderland (PV);Totaal mannen en vrouwen;Totaal leeftijd;1314.9;17.8
151;Gelderland (PV);Totaal mannen en vrouwen;15 tot 25 jaar;124.4;8.7
152;Gelderland (PV);Totaal mannen en vrouwen;25 tot 45 jaar;474.7;18.4
153;Gelderland (PV);Totaal mannen en vrouwen;45 tot 65 jaar;436.9;20.8
154;Gelderland (PV);Totaal mannen en vrouwen;65 jaar en ouder;278.8;16.0
155;Gelderland (PV);Man;Totaal leeftijd;692.7;22.0
156;Gelderland (PV);Man;15 tot 25 jaar;63.9;9.4
157;Gelderland (PV);Man;25 tot 45 jaar;256.0;22.0
158;Gelderland (PV);Man;45 tot 65 jaar;253.1;25.9
159;Gelderland (PV);Man;65 jaar en ouder;119.7;20.2
160;Gelderland (PV);Vrouw;Totaal leeftijd;622.2;13.1
161;Gelderland (PV);Vrouw;15 tot 25 jaar;60.5;8.0
162;Gelderland (PV);Vrouw;25 tot 45 jaar;218.7;14.1
163;Gelderland (PV);Vrouw;45 tot 65 jaar;183.8;13.8
164;Gelderland (PV);Vrouw;65 jaar en ouder;159.2;12.8
165;Utrecht (PV);Totaal mannen en vrouwen;Totaal leeftijd;785.0;19.6
166;Utrecht (PV);Totaal mannen en vrouwen;15 tot 25 jaar;75.8;8.8
167;Utrecht (PV);Totaal mannen en vrouwen;25 tot 45 jaar;311.7;20.4
168;Utrecht (PV);Totaal mannen en vrouwen;45 tot 65 jaar;250.0;23.2
169;Utrecht (PV);Totaal mannen en vrouwen;65 jaar en ouder;147.4;17.6
170;Utrecht (PV);Man;Totaal leeftijd;402.3;24.2
171;Utrecht (PV);Man;15 tot 25 jaar;37.1;9.1
172;Utrecht (PV);Man;25 tot 45 jaar;164.2;24.0
173;Utrecht (PV);Man;45 tot 65 jaar;139.2;29.2
174;Utrecht (PV);Man;65 jaar en ouder;61.8;22.6
175;Utrecht (PV);Vrouw;Totaal leeftijd;382.7;14.8
176;Utrecht (PV);Vrouw;15 tot 25 jaar;38.7;8.4
177;Utrecht (PV);Vrouw;25 tot 45 jaar;147.5;16.3
178;Utrecht (PV);Vrouw;45 tot 65 jaar;110.8;15.6
179;Utrecht (PV);Vrouw;65 jaar en ouder;85.6;14.1
180;Noord-Holland (PV);Totaal mannen en vrouwen;Totaal leeftijd;1745.0;19.4
181;Noord-Holland (PV);Totaal mannen en vrouwen;15 tot 25 jaar;138.2;9.2
182;Noord-Holland (PV);Totaal mannen en vrouwen;25 tot 45 jaar;672.0;20.3
183;Noord-Holland (PV);Totaal mannen en vrouwen;45 tot 65 jaar;582.8;22.2
184;Noord-Holland (PV);Totaal mannen en vrouwen;65 jaar en ouder;352.1;17.0
185;Noord-Holland (PV);Man;Totaal leeftijd;896.3;23.5
186;Noord-Holland (PV);Man;15 tot 25 jaar;68.6;9.6
187;Noord-Holland (PV);Man;25 tot 45 jaar;353.6;23.7
188;Noord-Holland (PV);Man;45 tot 65 jaar;324.2;27.3
189;Noord-Holland (PV);Man;65 jaar en ouder;149.9;21.3
190;Noord-Holland (PV);Vrouw;Totaal leeftijd;848.7;15.0
191;Noord-Holland (PV);Vrouw;15 tot 25 jaar;69.6;8.7
192;Noord-Holland (PV);Vrouw;25 tot 45 jaar;318.4;16.6
193;Noord-Holland (PV);Vrouw;45 tot 65 jaar;258.5;15.8
194;Noord-Holland (PV);Vrouw;65 jaar en ouder;202.2;13.8
195;Zuid-Holland (PV);Totaal mannen en vrouwen;Totaal leeftijd;2275.0;18.9
196;Zuid-Holland (PV);Totaal mannen en vrouwen;15 tot 25 jaar;209.5;9.3
197;Zuid-Holland (PV);Totaal mannen en vrouwen;25 tot 45 jaar;848.3;19.6
198;Zuid-Holland (PV);Totaal mannen en vrouwen;45 tot 65 jaar;739.6;22.2
199;Zuid-Holland (PV);Totaal mannen en vrouwen;65 jaar en ouder;477.6;16.5
200;Zuid-Holland (PV);Man;Totaal leeftijd;1182.8;23.1
201;Zuid-Holland (PV);Man;15 tot 25 jaar;107.0;9.7
202;Zuid-Holland (PV);Man;25 tot 45 jaar;453.4;23.1
203;Zuid-Holland (PV);Man;45 tot 65 jaar;420.6;27.6
204;Zuid-Holland (PV);Man;65 jaar en ouder;201.8;20.8
205;Zuid-Holland (PV);Vrouw;Totaal leeftijd;1092.2;14.3
206;Zuid-Holland (PV);Vrouw;15 tot 25 jaar;102.5;8.9
207;Zuid-Holland (PV);Vrouw;25 tot 45 jaar;394.9;15.7
208;Zuid-Holland (PV);Vrouw;45 tot 65 jaar;319.0;15.1
209;Zuid-Holland (PV);Vrouw;65 jaar en ouder;275.8;13.4
210;Zeeland (PV);Totaal mannen en vrouwen;Totaal leeftijd;254.4;17.6
211;Zeeland (PV);Totaal mannen en vrouwen;15 tot 25 jaar;22.5;9.0
212;Zeeland (PV);Totaal mannen en vrouwen;25 tot 45 jaar;83.1;18.1
213;Zeeland (PV);Totaal mannen en vrouwen;45 tot 65 jaar;85.3;20.9
214;Zeeland (PV);Totaal mannen en vrouwen;65 jaar en ouder;63.4;15.6
215;Zeeland (PV);Man;Totaal leeftijd;135.5;22.1
216;Zeeland (PV);Man;15 tot 25 jaar;12.0;9.8
217;Zeeland (PV);Man;25 tot 45 jaar;45.1;22.2
218;Zeeland (PV);Man;45 tot 65 jaar;50.4;26.2
219;Zeeland (PV);Man;65 jaar en ouder;27.9;19.7
220;Zeeland (PV);Vrouw;Totaal leeftijd;119.0;12.5
221;Zeeland (PV);Vrouw;15 tot 25 jaar;10.5;8.1
222;Zeeland (PV);Vrouw;25 tot 45 jaar;38.0;13.3
223;Zeeland (PV);Vrouw;45 tot 65 jaar;34.9;13.2
224;Zeeland (PV);Vrouw;65 jaar en ouder;35.5;12.4
225;Noord-Brabant (PV);Totaal mannen en vrouwen;Totaal leeftijd;1637.7;18.0
226;Noord-Brabant (PV);Totaal mannen en vrouwen;15 tot 25 jaar;154.0;8.7
227;Noord-Brabant (PV);Totaal mannen en vrouwen;25 tot 45 jaar;601.3;18.8
228;Noord-Brabant (PV);Totaal mannen en vrouwen;45 tot 65 jaar;546.0;21.2
229;Noord-Brabant (PV);Totaal mannen en vrouwen;65 jaar en ouder;336.4;15.8
230;Noord-Brabant (PV);Man;Totaal leeftijd;872.8;22.3
231;Noord-Brabant (PV);Man;15 tot 25 jaar;80.2;9.1
232;Noord-Brabant (PV);Man;25 tot 45 jaar;324.9;22.6
233;Noord-Brabant (PV);Man;45 tot 65 jaar;320.0;26.5
234;Noord-Brabant (PV);Man;65 jaar en ouder;147.7;19.8
235;Noord-Brabant (PV);Vrouw;Totaal leeftijd;764.9;13.1
236;Noord-Brabant (PV);Vrouw;15 tot 25 jaar;73.8;8.2
237;Noord-Brabant (PV);Vrouw;25 tot 45 jaar;276.4;14.3
238;Noord-Brabant (PV);Vrouw;45 tot 65 jaar;225.9;13.7
239;Noord-Brabant (PV);Vrouw;65 jaar en ouder;188.8;12.6
240;Limburg (PV);Totaal mannen en vrouwen;Totaal leeftijd;771.0;17.0
241;Limburg (PV);Totaal mannen en vrouwen;15 tot 25 jaar;62.6;8.2
242;Limburg (PV);Totaal mannen en vrouwen;25 tot 45 jaar;257.1;17.7
243;Limburg (PV);Totaal mannen en vrouwen;45 tot 65 jaar;270.5;19.6
244;Limburg (PV);Totaal mannen en vrouwen;65 jaar en ouder;180.8;15.2
245;Limburg (PV);Man;Totaal leeftijd;405.1;20.8
246;Limburg (PV);Man;15 tot 25 jaar;32.2;8.5
247;Limburg (PV);Man;25 tot 45 jaar;137.0;21.0
248;Limburg (PV);Man;45 tot 65 jaar;157.7;24.2
249;Limburg (PV);Man;65 jaar en ouder;78.2;18.9
250;Limburg (PV);Vrouw;Totaal leeftijd;365.8;12.8
251;Limburg (PV);Vrouw;15 tot 25 jaar;30.4;7.9
252;Limburg (PV);Vrouw;25 tot 45 jaar;120.1;14.0
253;Limburg (PV);Vrouw;45 tot 65 jaar;112.8;13.1
254;Limburg (PV);Vrouw;65 jaar en ouder;102.6;12.5
255;Oost-Groningen (CR);Totaal mannen en vrouwen;Totaal leeftijd;101.8;15.8
256;Oost-Groningen (CR);Totaal mannen en vrouwen;15 tot 25 jaar;7.4;8.6
257;Oost-Groningen (CR);Totaal mannen en vrouwen;25 tot 45 jaar;33.5;16.4
258;Oost-Groningen (CR);Totaal mannen en vrouwen;45 tot 65 jaar;34.9;18.4
259;Oost-Groningen (CR);Totaal mannen en vrouwen;65 jaar en ouder;25.9;13.6
260;Oost-Groningen (CR);Man;Totaal leeftijd;55.3;19.0
261;Oost-Groningen (CR);Man;15 tot 25 jaar;4.0;9.1
262;Oost-Groningen (CR);Man;25 tot 45 jaar;18.7;19.3
263;Oost-Groningen (CR);Man;45 tot 65 jaar;21.4;21.9
264;Oost-Groningen (CR);Man;65 jaar en ouder;11.1;16.4
265;Oost-Groningen (CR);Vrouw;Totaal leeftijd;46.5;12.0
266;Oost-Groningen (CR);Vrouw;15 tot 25 jaar;3.4;8.0
267;Oost-Groningen (CR);Vrouw;25 tot 45 jaar;14.8;12.8
268;Oost-Groningen (CR);Vrouw;45 tot 65 jaar;13.5;12.8
269;Oost-Groningen (CR);Vrouw;65 jaar en ouder;14.8;11.5
270;Delfzijl en omgeving (CR);Totaal mannen en vrouwen;Totaal leeftijd;34.1;16.4
271;Delfzijl en omgeving (CR);Totaal mannen en vrouwen;15 tot 25 jaar;2.6;8.6
272;Delfzijl en omgeving (CR);Totaal mannen en vrouwen;25 tot 45 jaar;11.0;16.7
273;Delfzijl en omgeving (CR);Totaal mannen en vrouwen;45 tot 65 jaar;11.8;19.3
274;Delfzijl en omgeving (CR);Totaal mannen en vrouwen;65 jaar en ouder;8.7;14.5
275;Delfzijl en omgeving (CR);Man;Totaal leeftijd;18.3;20.1
276;Delfzijl en omgeving (CR);Man;15 tot 25 jaar;1.4;9.0
277;Delfzijl en omgeving (CR);Man;25 tot 45 jaar;6.1;19.9
278;Delfzijl en omgeving (CR);Man;45 tot 65 jaar;7.1;23.3
279;Delfzijl en omgeving (CR);Man;65 jaar en ouder;3.8;18.2
280;Delfzijl en omgeving (CR);Vrouw;Totaal leeftijd;15.7;12.2
281;Delfzijl en omgeving (CR);Vrouw;15 tot 25 jaar;1.2;8.1
282;Delfzijl en omgeving (CR);Vrouw;25 tot 45 jaar;4.9;12.9
283;Delfzijl en omgeving (CR);Vrouw;45 tot 65 jaar;4.7;13.2
284;Delfzijl en omgeving (CR);Vrouw;65 jaar en ouder;4.9;11.6
285;Overig Groningen (CR);Totaal mannen en vrouwen;Totaal leeftijd;244.7;16.7
286;Overig Groningen (CR);Totaal mannen en vrouwen;15 tot 25 jaar;27.2;8.2
287;Overig Groningen (CR);Totaal mannen en vrouwen;25 tot 45 jaar;92.0;17.3
288;Overig Groningen (CR);Totaal mannen en vrouwen;45 tot 65 jaar;77.1;20.0
289;Overig Groningen (CR);Totaal mannen en vrouwen;65 jaar en ouder;48.4;15.4
290;Overig Groningen (CR);Man;Totaal leeftijd;127.2;19.8
291;Overig Groningen (CR);Man;15 tot 25 jaar;13.2;8.6
292;Overig Groningen (CR);Man;25 tot 45 jaar;49.3;19.4
293;Overig Groningen (CR);Man;45 tot 65 jaar;44.3;23.8
294;Overig Groningen (CR);Man;65 jaar en ouder;20.5;19.1
295;Overig Groningen (CR);Vrouw;Totaal leeftijd;117.5;13.5
296;Overig Groningen (CR);Vrouw;15 tot 25 jaar;14.0;7.8
297;Overig Groningen (CR);Vrouw;25 tot 45 jaar;42.7;14.9
298;Overig Groningen (CR);Vrouw;45 tot 65 jaar;32.8;14.7
299;Overig Groningen (CR);Vrouw;65 jaar en ouder;27.9;12.7
300;Noord-Friesland (CR);Totaal mannen en vrouwen;Totaal leeftijd;217.2;16.4
301;Noord-Friesland (CR);Totaal mannen en vrouwen;15 tot 25 jaar;21.0;8.8
302;Noord-Friesland (CR);Totaal mannen en vrouwen;25 tot 45 jaar;78.0;16.9
303;Noord-Friesland (CR);Totaal mannen en vrouwen;45 tot 65 jaar;71.3;19.2
304;Noord-Friesland (CR);Totaal mannen en vrouwen;65 jaar en ouder;47.0;14.8
305;Noord-Friesland (CR);Man;Totaal leeftijd;116.4;19.8
306;Noord-Friesland (CR);Man;15 tot 25 jaar;10.8;9.5
307;Noord-Friesland (CR);Man;25 tot 45 jaar;42.8;19.7
308;Noord-Friesland (CR);Man;45 tot 65 jaar;42.5;23.2
309;Noord-Friesland (CR);Man;65 jaar en ouder;20.4;18.5
310;Noord-Friesland (CR);Vrouw;Totaal leeftijd;100.8;12.5
311;Noord-Friesland (CR);Vrouw;15 tot 25 jaar;10.2;8.0
312;Noord-Friesland (CR);Vrouw;25 tot 45 jaar;35.2;13.5
313;Noord-Friesland (CR);Vrouw;45 tot 65 jaar;28.8;13.4
314;Noord-Friesland (CR);Vrouw;65 jaar en ouder;26.6;12.0
315;Zuidwest-Friesland (CR);Totaal mannen en vrouwen;Totaal leeftijd;68.8;17.0
316;Zuidwest-Friesland (CR);Totaal mannen en vrouwen;15 tot 25 jaar;5.6;8.5
317;Zuidwest-Friesland (CR);Totaal mannen en vrouwen;25 tot 45 jaar;24.3;17.4
318;Zuidwest-Friesland (CR);Totaal mannen en vrouwen;45 tot 65 jaar;23.1;20.0
319;Zuidwest-Friesland (CR);Totaal mannen en vrouwen;65 jaar en ouder;15.8;15.2
320;Zuidwest-Friesland (CR);Man;Totaal leeftijd;37.2;21.0
321;Zuidwest-Friesland (CR);Man;15 tot 25 jaar;3.0;8.9
322;Zuidwest-Friesland (CR);Man;25 tot 45 jaar;13.4;21.0
323;Zuidwest-Friesland (CR);Man;45 tot 65 jaar;13.8;24.6
324;Zuidwest-Friesland (CR);Man;65 jaar en ouder;7.1;19.2
325;Zuidwest-Friesland (CR);Vrouw;Totaal leeftijd;31.5;12.4
326;Zuidwest-Friesland (CR);Vrouw;15 tot 25 jaar;2.6;8.0
327;Zuidwest-Friesland (CR);Vrouw;25 tot 45 jaar;10.9;13.1
328;Zuidwest-Friesland (CR);Vrouw;45 tot 65 jaar;9.3;13.2
329;Zuidwest-Friesland (CR);Vrouw;65 jaar en ouder;8.7;12.0
330;Zuidoost-Friesland (CR);Totaal mannen en vrouwen;Totaal leeftijd;137.2;16.7
331;Zuidoost-Friesland (CR);Totaal mannen en vrouwen;15 tot 25 jaar;11.4;8.5
332;Zuidoost-Friesland (CR);Totaal mannen en vrouwen;25 tot 45 jaar;47.4;17.1
333;Zuidoost-Friesland (CR);Totaal mannen en vrouwen;45 tot 65 jaar;45.9;19.6
334;Zuidoost-Friesland (CR);Totaal mannen en vrouwen;65 jaar en ouder;32.5;15.0
335;Zuidoost-Friesland (CR);Man;Totaal leeftijd;72.9;20.6
336;Zuidoost-Friesland (CR);Man;15 tot 25 jaar;6.1;9.4
337;Zuidoost-Friesland (CR);Man;25 tot 45 jaar;25.8;20.4
338;Zuidoost-Friesland (CR);Man;45 tot 65 jaar;26.8;24.1
339;Zuidoost-Friesland (CR);Man;65 jaar en ouder;14.2;19.0
340;Zuidoost-Friesland (CR);Vrouw;Totaal leeftijd;64.3;12.4
341;Zuidoost-Friesland (CR);Vrouw;15 tot 25 jaar;5.3;7.5
342;Zuidoost-Friesland (CR);Vrouw;25 tot 45 jaar;21.6;13.0
343;Zuidoost-Friesland (CR);Vrouw;45 tot 65 jaar;19.1;13.3
344;Zuidoost-Friesland (CR);Vrouw;65 jaar en ouder;18.3;12.0
345;Noord-Drenthe (CR);Totaal mannen en vrouwen;Totaal leeftijd;125.7;17.8
346;Noord-Drenthe (CR);Totaal mannen en vrouwen;15 tot 25 jaar;8.9;7.8
347;Noord-Drenthe (CR);Totaal mannen en vrouwen;25 tot 45 jaar;42.1;17.9
348;Noord-Drenthe (CR);Totaal mannen en vrouwen;45 tot 65 jaar;44.9;20.8
349;Noord-Drenthe (CR);Totaal mannen en vrouwen;65 jaar en ouder;29.9;15.9
350;Noord-Drenthe (CR);Man;Totaal leeftijd;65.7;21.8
351;Noord-Drenthe (CR);Man;15 tot 25 jaar;4.7;8.3
352;Noord-Drenthe (CR);Man;25 tot 45 jaar;22.1;21.3
353;Noord-Drenthe (CR);Man;45 tot 65 jaar;25.7;25.6
