ID;Regions;LeisureAccommodation;Periods;AllCountries_1;Netherlands_2;ForeignCountries_3;AllCountries_4;Netherlands_5;ForeignCountries_6
21;The Netherlands;Camp sites;2006;3521.1;2715.1;806.0;21250.7;17397.4;3853.3
22;The Netherlands;Camp sites;2007;3603.2;2735.8;867.4;20823.5;16847.3;3976.2
23;The Netherlands;Camp sites;2008;3197.5;2515.8;681.7;18810.9;15709.0;3101.9
24;The Netherlands;Camp sites;2009;3548.7;2793.1;755.6;20084.7;16631.3;3453.3
25;The Netherlands;Camp sites;2010;3482.9;2749.3;733.6;19297.4;16043.7;3253.7
26;The Netherlands;Holiday parks;1998;4800.6;3750.7;1049.9;24709.4;18563.0;6146.4
27;The Netherlands;Holiday parks;1999;5290.3;4063.8;1226.5;27305.2;20355.2;6950.0
28;The Netherlands;Holiday parks;2000;5604.1;4347.6;1256.5;28204.1;21224.4;6979.7
29;The Netherlands;Holiday parks;2001;5538.8;4374.0;1164.8;27865.9;21457.7;6408.1
30;The Netherlands;Holiday parks;2002;5409.5;4265.7;1143.8;28171.4;21550.1;6621.4
31;The Netherlands;Holiday parks;2003;5249.0;4118.9;1130.1;26796.3;20526.0;6270.3
32;The Netherlands;Holiday parks;2004;5178.1;4062.3;1115.8;25934.1;19743.6;6190.5
33;The Netherlands;Holiday parks;2005;4937.3;3882.3;1054.9;24468.1;18710.7;5757.4
34;The Netherlands;Holiday parks;2006;5523.9;4283.3;1240.6;26813.3;20375.5;6437.8
35;The Netherlands;Holiday parks;2007;5989.3;4643.4;1345.9;29283.1;22102.3;7180.8
36;The Netherlands;Holiday parks;2008;5997.4;4715.5;1281.9;29174.4;22445.0;6729.4
37;The Netherlands;Holiday parks;2009;6118.8;4828.8;1290.1;29051.1;22426.1;6625.0
38;The Netherlands;Holiday parks;2010;5906.9;4583.5;1323.4;27994.3;21176.9;6817.3
39;The Netherlands;Group accommodation;1998;1217.6;1115.1;102.5;3962.1;3331.0;631.2
40;The Netherlands;Group accommodation;1999;1281.0;1184.3;96.7;3834.0;3220.3;613.7
41;The Netherlands;Group accommodation;2000;1215.4;1132.1;83.3;3711.1;3181.1;530.0
42;The Netherlands;Group accommodation;2001;1231.7;1149.6;82.1;3626.8;3158.7;468.1
43;The Netherlands;Group accommodation;2002;1324.9;1205.0;119.9;4217.3;3482.8;734.5
44;The Netherlands;Group accommodation;2003;1376.3;1296.8;79.6;4081.1;3587.5;493.6
45;The Netherlands;Group accommodation;2004;1438.4;1333.1;105.3;4083.1;3508.3;574.8
46;The Netherlands;Group accommodation;2005;1402.5;1298.2;104.3;4057.2;3489.2;568.0
47;The Netherlands;Group accommodation;2006;1428.0;1303.2;124.8;4120.1;3500.8;619.3
48;The Netherlands;Group accommodation;2007;1438.8;1357.3;81.5;4001.9;3534.4;467.5
49;The Netherlands;Group accommodation;2008;1411.4;1305.4;106.0;3848.3;3373.5;474.8
50;The Netherlands;Group accommodation;2009;1445.7;1324.9;120.8;3899.3;3392.6;506.7
51;The Netherlands;Group accommodation;2010;1393.3;1293.9;99.4;3874.0;3320.1;553.9
52;North Netherland;All leisure accommodation;1998;1511.4;1273.4;238.0;8617.9;7220.9;1397.0
53;North Netherland;All leisure accommodation;1999;1666.2;1410.4;255.8;9044.3;7610.3;1434.0
54;North Netherland;All leisure accommodation;2000;1781.8;1497.5;284.2;9097.8;7634.3;1463.5
55;North Netherland;All leisure accommodation;2001;1846.1;1552.6;293.4;9283.4;7799.1;1484.3
56;North Netherland;All leisure accommodation;2002;1761.6;1473.6;287.9;9573.5;7950.8;1622.6
57;North Netherland;All leisure accommodation;2003;1853.4;1577.9;275.6;9402.1;7991.7;1410.4
58;North Netherland;All leisure accommodation;2004;1692.5;1436.1;256.4;8588.0;7179.5;1408.5
59;North Netherland;All leisure accommodation;2005;1559.3;1324.9;234.4;8048.6;6823.3;1225.3
60;North Netherland;All leisure accommodation;2006;1788.9;1515.4;273.5;8737.0;7418.5;1318.4
61;North Netherland;All leisure accommodation;2007;1801.7;1589.0;212.7;8706.9;7555.9;1150.9
62;North Netherland;All leisure accommodation;2008;1818.1;1587.2;230.9;8672.1;7532.0;1140.1
63;North Netherland;All leisure accommodation;2009;2071.6;1736.3;335.4;9653.7;8027.4;1626.4
64;North Netherland;All leisure accommodation;2010;1890.7;1664.0;226.7;8925.4;7774.1;1151.3
65;North Netherland;Camp sites;1998;549.1;464.2;84.8;3516.7;3189.2;327.4
66;North Netherland;Camp sites;1999;581.1;507.1;74.1;3572.8;3231.2;341.5
67;North Netherland;Camp sites;2000;596.8;509.4;87.5;3515.1;3183.3;331.8
68;North Netherland;Camp sites;2001;582.7;516.7;66.0;3543.4;3239.5;304.0
69;North Netherland;Camp sites;2002;566.0;474.5;91.6;3709.9;3301.4;408.5
70;North Netherland;Camp sites;2003;692.2;593.6;98.5;3829.1;3449.8;379.3
71;North Netherland;Camp sites;2004;553.5;484.4;69.1;3414.5;3094.4;320.2
72;North Netherland;Camp sites;2005;539.0;461.9;77.1;3416.3;3122.1;294.1
73;North Netherland;Camp sites;2006;562.1;475.0;87.1;3194.3;2873.1;321.2
74;North Netherland;Camp sites;2007;522.5;474.9;47.7;3017.5;2816.3;201.3
75;North Netherland;Camp sites;2008;543.1;484.3;58.7;2961.3;2744.0;217.3
76;North Netherland;Camp sites;2009;642.6;518.9;123.7;3395.9;2861.8;534.1
77;North Netherland;Camp sites;2010;515.6;468.5;47.1;2907.9;2740.8;167.1
78;North Netherland;Holiday parks;1998;683.7;563.3;120.5;3964.8;3204.3;760.4
79;North Netherland;Holiday parks;1999;791.0;643.6;147.4;4371.8;3595.9;775.9
80;North Netherland;Holiday parks;2000;892.5;724.1;168.4;4531.4;3638.6;892.7
81;North Netherland;Holiday parks;2001;965.6;776.4;189.1;4710.9;3806.3;904.5
82;North Netherland;Holiday parks;2002;876.5;726.7;149.7;4606.2;3775.3;830.9
83;North Netherland;Holiday parks;2003;822.6;684.9;137.7;4419.9;3665.0;755.0
84;North Netherland;Holiday parks;2004;801.1;658.1;143.0;4069.2;3282.2;787.1
85;North Netherland;Holiday parks;2005;685.0;572.3;112.7;3520.8;2885.1;635.7
86;North Netherland;Holiday parks;2006;875.4;735.3;140.1;4371.3;3660.4;710.9
87;North Netherland;Holiday parks;2007;951.7;825.5;126.3;4643.2;3961.2;682.1
88;North Netherland;Holiday parks;2008;957.9;835.0;122.9;4748.4;4075.8;672.6
89;North Netherland;Holiday parks;2009;1064.5;907.7;156.7;5190.5;4356.7;833.9
90;North Netherland;Holiday parks;2010;1036.3;897.4;138.9;4917.9;4207.6;710.4
91;North Netherland;Group accommodation;1998;278.5;245.4;33.2;1136.4;826.0;310.4
92;North Netherland;Group accommodation;1999;294.0;258.0;36.1;1099.6;775.0;324.5
93;North Netherland;Group accommodation;2000;292.6;264.1;28.5;1051.3;812.4;238.8
94;North Netherland;Group accommodation;2001;297.8;259.4;38.4;1029.2;751.6;277.6
95;North Netherland;Group accommodation;2002;319.0;272.5;46.6;1257.2;874.1;383.3
96;North Netherland;Group accommodation;2003;338.7;299.4;39.3;1153.1;876.9;276.1
97;North Netherland;Group accommodation;2004;337.9;293.7;44.2;1104.2;802.9;301.3
98;North Netherland;Group accommodation;2005;335.3;290.7;44.6;1111.5;816.1;295.5
99;North Netherland;Group accommodation;2006;351.5;305.1;46.3;1171.4;885.0;286.4
100;North Netherland;Group accommodation;2007;327.4;288.7;38.7;1046.1;778.5;267.6
101;North Netherland;Group accommodation;2008;317.1;267.8;49.3;962.3;712.2;250.2
102;North Netherland;Group accommodation;2009;364.5;309.6;54.9;1067.3;808.8;258.5
103;North Netherland;Group accommodation;2010;338.8;298.1;40.7;1099.5;825.8;273.8
104;East Netherland;All leisure accommodation;1998;2506.9;2273.0;234.0;12670.7;11510.5;1160.2
105;East Netherland;All leisure accommodation;1999;2647.1;2365.5;281.6;13374.4;12025.6;1348.8
106;East Netherland;All leisure accommodation;2000;2638.8;2417.2;221.6;13041.3;12017.8;1023.5
107;East Netherland;All leisure accommodation;2001;2311.3;2139.5;171.7;11667.3;10882.1;785.2
108;East Netherland;All leisure accommodation;2002;2531.2;2302.2;229.0;12664.0;11584.2;1079.8
109;East Netherland;All leisure accommodation;2003;2878.5;2609.9;268.6;13539.3;12369.2;1170.2
110;East Netherland;All leisure accommodation;2004;2605.2;2369.2;236.0;12412.9;11374.1;1038.7
111;East Netherland;All leisure accommodation;2005;2677.6;2421.5;256.0;12963.2;11815.9;1147.3
112;East Netherland;All leisure accommodation;2006;2682.0;2393.9;288.1;12494.3;11338.9;1155.4
113;East Netherland;All leisure accommodation;2007;2767.9;2462.4;305.5;12841.2;11573.3;1267.9
114;East Netherland;All leisure accommodation;2008;2644.9;2359.1;285.8;12649.4;11446.4;1202.9
115;East Netherland;All leisure accommodation;2009;2642.8;2428.3;214.5;13050.0;12050.7;999.2
116;East Netherland;All leisure accommodation;2010;2623.0;2373.0;250.0;12392.1;11201.8;1190.2
117;East Netherland;Camp sites;1998;833.8;755.0;78.8;5165.4;4849.3;316.1
118;East Netherland;Camp sites;1999;875.0;784.8;90.2;5215.3;4878.0;337.3
119;East Netherland;Camp sites;2000;857.7;774.8;83.0;5165.5;4862.1;303.4
120;East Netherland;Camp sites;2001;764.7;695.5;69.2;4743.7;4503.7;239.9
121;East Netherland;Camp sites;2002;860.9;768.8;92.1;5285.5;4935.7;349.8
122;East Netherland;Camp sites;2003;1127.0;995.3;131.7;6199.2;5705.3;493.8
123;East Netherland;Camp sites;2004;916.0;837.2;78.8;5533.4;5220.2;313.2
124;East Netherland;Camp sites;2005;964.6;868.8;95.8;5849.5;5451.5;398.0
125;East Netherland;Camp sites;2006;924.1;847.4;76.7;5335.4;5027.3;308.1
126;East Netherland;Camp sites;2007;884.7;800.4;84.3;5026.0;4705.5;320.5
127;East Netherland;Camp sites;2008;779.3;706.1;73.1;4778.3;4507.0;271.3
128;East Netherland;Camp sites;2009;858.8;798.0;60.8;5411.1;5167.7;243.3
129;East Netherland;Camp sites;2010;878.0;804.0;74.0;5072.4;4750.8;321.6
130;East Netherland;Holiday parks;1998;1346.9;1209.8;137.1;6520.7;5774.1;746.6
131;East Netherland;Holiday parks;1999;1451.3;1283.8;167.5;7221.3;6349.7;871.8
132;East Netherland;Holiday parks;2000;1464.3;1335.3;129.0;7006.6;6340.4;666.2
133;East Netherland;Holiday parks;2001;1252.0;1162.9;89.2;6057.1;5582.9;474.1
134;East Netherland;Holiday parks;2002;1317.3;1200.0;117.3;6356.3;5713.1;643.3
135;East Netherland;Holiday parks;2003;1370.4;1243.0;127.4;6269.8;5641.4;628.4
136;East Netherland;Holiday parks;2004;1295.0;1157.0;138.0;5817.6;5182.1;635.5
137;East Netherland;Holiday parks;2005;1354.8;1211.8;143.0;6077.9;5403.2;674.6
138;East Netherland;Holiday parks;2006;1366.7;1188.2;178.4;6102.7;5368.1;734.6
139;East Netherland;Holiday parks;2007;1507.1;1298.9;208.2;6786.0;5900.5;885.5
140;East Netherland;Holiday parks;2008;1462.6;1270.3;192.2;6744.4;5902.1;842.3
141;East Netherland;Holiday parks;2009;1422.9;1281.1;141.9;6648.2;5959.7;688.6
142;East Netherland;Holiday parks;2010;1352.9;1192.6;160.2;6229.0;5455.3;773.7
143;East Netherland;Group accommodation;1998;326.3;308.4;17.9;984.7;887.0;97.7
144;East Netherland;Group accommodation;1999;320.9;297.0;23.9;937.9;798.0;139.8
145;East Netherland;Group accommodation;2000;316.8;307.2;9.6;869.1;815.1;53.9
146;East Netherland;Group accommodation;2001;294.4;281.0;13.5;866.6;794.9;71.7
147;East Netherland;Group accommodation;2002;352.9;333.4;19.6;1022.2;935.4;86.8
148;East Netherland;Group accommodation;2003;381.1;371.7;9.4;1070.4;1022.5;47.9
149;East Netherland;Group accommodation;2004;394.1;374.9;19.2;1061.8;971.8;90.1
150;East Netherland;Group accommodation;2005;358.1;340.9;17.2;1035.9;961.1;74.7
151;East Netherland;Group accommodation;2006;391.2;358.2;33.0;1056.2;943.5;112.7
152;East Netherland;Group accommodation;2007;376.1;363.2;13.0;1029.2;967.2;62.0
153;East Netherland;Group accommodation;2008;403.1;382.7;20.4;1126.6;1037.3;89.4
154;East Netherland;Group accommodation;2009;361.0;349.2;11.8;990.7;923.3;67.3
155;East Netherland;Group accommodation;2010;392.1;376.3;15.8;1090.7;995.7;95.0
156;West Netherland;All leisure accommodation;1998;2533.3;1579.9;953.5;14951.3;9265.9;5685.3
157;West Netherland;All leisure accommodation;1999;3085.2;1823.1;1262.1;17308.2;10125.9;7182.1
158;West Netherland;All leisure accommodation;2000;2963.9;1748.4;1215.6;16392.0;9713.4;6678.5
159;West Netherland;All leisure accommodation;2001;2922.9;1823.3;1099.5;16280.0;10227.8;6052.3
160;West Netherland;All leisure accommodation;2002;3061.5;1894.7;1166.7;17581.1;11020.7;6560.6
161;West Netherland;All leisure accommodation;2003;3070.2;1843.4;1226.9;17512.8;10564.2;6948.6
162;West Netherland;All leisure accommodation;2004;2996.5;1860.7;1135.8;17399.4;10897.6;6501.8
163;West Netherland;All leisure accommodation;2005;2790.6;1791.6;999.0;16270.4;10555.9;5714.5
164;West Netherland;All leisure accommodation;2006;3115.5;1989.7;1125.8;17568.1;11217.1;6351.0
165;West Netherland;All leisure accommodation;2007;3315.7;2077.8;1237.8;18656.3;11809.9;6846.4
166;West Netherland;All leisure accommodation;2008;3096.8;2056.2;1040.6;16811.8;11059.7;5752.1
167;West Netherland;All leisure accommodation;2009;3344.1;2221.8;1122.4;17176.3;11277.0;5899.3
168;West Netherland;All leisure accommodation;2010;3245.1;2087.6;1157.5;16803.4;10712.0;6091.4
169;West Netherland;Camp sites;1998;1179.3;672.2;506.9;7590.0;4941.7;2648.1
170;West Netherland;Camp sites;1999;1599.0;837.5;761.4;9081.0;5390.1;3690.8
171;West Netherland;Camp sites;2000;1426.5;733.9;692.6;8083.7;4899.8;3183.9
172;West Netherland;Camp sites;2001;1344.8;735.6;609.0;7837.0;4999.7;2837.3
173;West Netherland;Camp sites;2002;1401.2;754.7;646.3;8446.4;5358.7;3087.7
174;West Netherland;Camp sites;2003;1448.8;741.2;707.6;8584.7;5042.4;3542.3
175;West Netherland;Camp sites;2004;1386.6;772.3;614.3;8727.2;5631.8;3095.5
176;West Netherland;Camp sites;2005;1327.5;784.9;542.6;8521.5;5724.5;2797.0
177;West Netherland;Camp sites;2006;1408.5;834.8;573.6;8792.4;5814.2;2978.2
178;West Netherland;Camp sites;2007;1535.6;871.5;664.1;9197.5;5992.1;3205.4
179;West Netherland;Camp sites;2008;1307.2;820.4;486.7;7598.5;5237.0;2361.4
180;West Netherland;Camp sites;2009;1439.7;919.9;519.9;7913.8;5423.2;2490.6
181;West Netherland;Camp sites;2010;1393.8;844.6;549.1;7657.1;5119.2;2537.9
182;West Netherland;Holiday parks;1998;1117.4;701.0;416.4;6629.8;3743.2;2886.6
183;West Netherland;Holiday parks;1999;1255.5;777.4;478.0;7538.1;4161.8;3376.3
184;West Netherland;Holiday parks;2000;1326.1;831.5;494.4;7645.6;4301.5;3344.2
185;West Netherland;Holiday parks;2001;1383.1;910.5;472.7;7894.2;4758.1;3136.2
186;West Netherland;Holiday parks;2002;1403.3;922.8;480.6;8323.7;5020.2;3303.3
187;West Netherland;Holiday parks;2003;1430.6;926.1;504.6;8375.5;5058.6;3316.9
188;West Netherland;Holiday parks;2004;1372.0;874.4;497.6;8009.3;4714.5;3294.8
189;West Netherland;Holiday parks;2005;1216.9;784.5;432.4;7056.2;4247.9;2808.2
190;West Netherland;Holiday parks;2006;1460.0;936.8;523.3;8079.2;4841.4;3237.8
191;West Netherland;Holiday parks;2007;1550.0;990.1;559.8;8782.7;5212.3;3570.3
192;West Netherland;Holiday parks;2008;1564.9;1020.4;544.6;8651.5;5302.0;3349.5
193;West Netherland;Holiday parks;2009;1650.5;1082.1;568.5;8598.8;5297.9;3300.9
194;West Netherland;Holiday parks;2010;1599.3;1019.8;579.5;8497.1;5082.0;3415.1
195;West Netherland;Group accommodation;1998;236.6;206.4;30.2;731.6;581.0;150.6
196;West Netherland;Group accommodation;1999;230.8;207.8;22.9;689.1;571.8;117.4
197;West Netherland;Group accommodation;2000;211.3;182.9;28.4;662.6;512.2;150.5
198;West Netherland;Group accommodation;2001;195.0;177.2;17.8;548.8;470.1;79.0
199;West Netherland;Group accommodation;2002;257.0;217.5;39.5;811.2;641.3;169.8
200;West Netherland;Group accommodation;2003;190.8;176.1;14.8;552.6;463.2;89.4
201;West Netherland;Group accommodation;2004;237.8;214.0;23.8;662.8;551.3;111.5
202;West Netherland;Group accommodation;2005;246.2;222.2;24.0;692.8;583.5;109.3
203;West Netherland;Group accommodation;2006;247.0;218.1;28.9;696.5;561.4;135.0
204;West Netherland;Group accommodation;2007;230.1;216.3;13.8;676.2;605.5;70.7
205;West Netherland;Group accommodation;2008;224.7;215.4;9.3;561.8;520.6;41.1
206;West Netherland;Group accommodation;2009;253.9;219.8;34.1;663.8;556.0;107.8
207;West Netherland;Group accommodation;2010;252.0;223.1;28.9;649.2;510.8;138.4
208;South Netherland;All leisure accommodation;1998;2643.3;2189.5;453.7;12938.8;10907.1;2031.6
209;South Netherland;All leisure accommodation;1999;2998.5;2473.5;524.9;14251.3;12000.8;2250.4
210;South Netherland;All leisure accommodation;2000;2953.0;2409.7;543.3;14318.2;11917.7;2400.4
211;South Netherland;All leisure accommodation;2001;3059.8;2569.6;490.1;14680.8;12455.5;2225.3
212;South Netherland;All leisure accommodation;2002;2862.3;2383.4;478.9;14038.1;11855.0;2183.1
213;South Netherland;All leisure accommodation;2003;2830.2;2351.2;479.1;13569.5;11555.4;2014.1
214;South Netherland;All leisure accommodation;2004;2861.3;2444.3;417.0;14125.7;12306.6;1819.1
215;South Netherland;All leisure accommodation;2005;2785.0;2343.3;441.7;13359.9;11380.2;1979.7
216;South Netherland;All leisure accommodation;2006;2886.6;2402.7;484.0;13384.7;11299.1;2085.6
217;South Netherland;All leisure accommodation;2007;3146.0;2607.3;538.7;13904.1;11544.9;2359.2
218;South Netherland;All leisure accommodation;2008;3046.5;2534.2;512.3;13700.4;11489.5;2210.9
219;South Netherland;All leisure accommodation;2009;3054.7;2560.5;494.3;13155.1;11094.8;2060.3
220;South Netherland;All leisure accommodation;2010;3024.4;2502.1;522.3;13044.8;10852.8;2192.0
221;South Netherland;Camp sites;1998;614.6;558.3;56.2;4235.2;4030.3;205.0
222;South Netherland;Camp sites;1999;770.6;693.3;77.3;4969.9;4679.9;290.2
223;South Netherland;Camp sites;2000;637.0;575.1;61.8;4169.5;3932.3;237.2
224;South Netherland;Camp sites;2001;677.2;613.5;63.7;4294.8;4005.3;289.6
225;South Netherland;Camp sites;2002;654.0;585.1;68.8;4026.3;3782.0;244.2
226;South Netherland;Camp sites;2003;739.1;636.5;102.6;4533.3;4169.4;363.9
227;South Netherland;Camp sites;2004;682.8;621.0;61.8;4833.6;4559.6;274.0
228;South Netherland;Camp sites;2005;641.5;585.2;56.3;4329.7;4077.3;252.4
229;South Netherland;Camp sites;2006;626.4;557.9;68.6;3928.6;3682.7;245.9
230;South Netherland;Camp sites;2007;660.4;589.1;71.3;3582.4;3333.4;249.1
231;South Netherland;Camp sites;2008;568.0;504.9;63.1;3472.8;3221.0;251.9
232;South Netherland;Camp sites;2009;607.6;556.3;51.3;3364.0;3178.6;185.4
233;South Netherland;Camp sites;2010;695.5;632.2;63.4;3660.1;3432.9;227.1
234;South Netherland;Holiday parks;1998;1652.5;1276.6;376.0;7594.2;5841.2;1752.9
235;South Netherland;Holiday parks;1999;1792.5;1359.0;433.5;8173.9;6247.9;1926.0
236;South Netherland;Holiday parks;2000;1921.4;1456.8;464.6;9020.4;6943.9;2076.5
237;South Netherland;Holiday parks;2001;1938.1;1524.2;413.9;9203.8;7310.5;1893.3
238;South Netherland;Holiday parks;2002;1812.4;1416.3;396.1;8885.2;7041.4;1843.9
239;South Netherland;Holiday parks;2003;1625.4;1265.0;360.4;7731.0;6161.1;1569.9
240;South Netherland;Holiday parks;2004;1709.9;1372.8;337.1;8037.9;6564.7;1473.2
241;South Netherland;Holiday parks;2005;1680.5;1313.7;366.9;7813.2;6174.4;1638.9
242;South Netherland;Holiday parks;2006;1821.8;1423.0;398.8;8260.1;6505.5;1754.6
243;South Netherland;Holiday parks;2007;1980.5;1529.0;451.5;9071.2;7028.3;2042.9
244;South Netherland;Holiday parks;2008;2011.9;1589.8;422.1;9030.1;7165.1;1865.0
245;South Netherland;Holiday parks;2009;1980.9;1557.9;423.0;8613.6;6811.8;1801.8
246;South Netherland;Holiday parks;2010;1918.4;1473.6;444.8;8350.2;6432.1;1918.2
247;South Netherland;Group accommodation;1998;376.2;354.6;21.6;1109.4;1035.7;73.7
248;South Netherland;Group accommodation;1999;435.3;421.2;14.1;1107.4;1073.1;34.3
249;South Netherland;Group accommodation;2000;394.7;377.8;16.8;1128.2;1041.5;86.7
250;South Netherland;Group accommodation;2001;444.5;431.9;12.5;1182.1;1139.7;42.4
251;South Netherland;Group accommodation;2002;395.9;381.8;14.1;1126.6;1031.7;95.0
252;South Netherland;Group accommodation;2003;465.7;449.7;16.1;1305.1;1224.9;80.2
253;South Netherland;Group accommodation;2004;468.5;450.4;18.1;1254.2;1182.3;71.9
254;South Netherland;Group accommodation;2005;462.9;444.4;18.6;1217.0;1128.5;88.5
255;South Netherland;Group accommodation;2006;438.4;421.8;16.6;1196.0;1110.8;85.2
256;South Netherland;Group accommodation;2007;505.1;489.2;16.0;1250.4;1183.2;67.2
257;South Netherland;Group accommodation;2008;466.5;439.5;27.1;1197.6;1103.5;94.1
258;South Netherland;Group accommodation;2009;466.3;446.2;20.0;1177.6;1104.4;73.2
259;South Netherland;Group accommodation;2010;410.4;396.3;14.1;1034.5;987.8;46.7
260;Groningen;All leisure accommodation;1998;140.6;101.5;39.1;657.2;486.6;170.6
261;Groningen;All leisure accommodation;1999;141.6;110.7;30.9;670.2;509.2;161.0
262;Groningen;All leisure accommodation;2000;169.7;122.5;47.2;749.0;544.3;204.7
263;Groningen;All leisure accommodation;2001;209.6;166.5;43.1;944.2;747.7;196.5
264;Groningen;All leisure accommodation;2002;141.1;101.0;40.0;649.7;480.7;169.0
265;Groningen;All leisure accommodation;2003;196.6;141.2;55.4;842.9;649.6;193.3
266;Groningen;All leisure accommodation;2004;153.7;121.6;32.1;729.9;564.9;165.0
267;Groningen;All leisure accommodation;2005;143.3;113.7;29.6;706.9;579.5;127.3
268;Groningen;All leisure accommodation;2006;198.0;155.5;42.5;807.7;635.9;171.8
269;Groningen;All leisure accommodation;2007;155.9;128.9;27.0;685.0;564.1;120.9
270;Groningen;All leisure accommodation;2008;160.0;128.6;31.4;760.5;601.5;159.0
271;Groningen;All leisure accommodation;2009;189.7;148.6;41.1;891.5;686.0;205.5
272;Groningen;All leisure accommodation;2010;128.9;101.2;27.7;559.3;441.5;117.8
273;Groningen;Camp sites;1998;74.6;50.2;24.4;248.2;192.5;55.8
274;Groningen;Camp sites;1999;60.7;47.3;13.5;231.6;192.2;39.3
275;Groningen;Camp sites;2000;79.2;53.1;26.2;277.4;205.4;72.0
276;Groningen;Camp sites;2001;97.3;75.7;21.6;367.7;295.8;71.9
277;Groningen;Camp sites;2002;72.8;51.8;21.1;243.0;194.4;48.6
278;Groningen;Camp sites;2003;121.4;81.2;40.2;423.2;327.9;95.3
279;Groningen;Camp sites;2004;77.0;63.3;13.7;321.5;271.3;50.2
280;Groningen;Camp sites;2005;78.0;59.2;18.9;373.1;319.2;53.8
281;Groningen;Camp sites;2006;79.5;57.6;21.8;240.4;191.1;49.2
282;Groningen;Camp sites;2007;76.6;;;310.2;;
283;Groningen;Camp sites;2008;68.8;53.8;15.0;318.0;265.0;53.1
284;Groningen;Camp sites;2009;84.0;61.2;22.8;434.3;331.0;103.3
285;Groningen;Camp sites;2010;63.6;49.4;14.2;274.9;231.3;43.6
286;Groningen;Holiday parks;1998;63.7;48.6;15.2;394.8;278.8;116.0
287;Groningen;Holiday parks;1999;67.7;52.1;15.6;392.4;287.1;105.3
288;Groningen;Holiday parks;2000;76.0;56.2;19.8;427.9;300.7;127.2
289;Groningen;Holiday parks;2001;98.8;77.5;21.2;544.7;418.2;126.4
290;Groningen;Holiday parks;2002;67.0;48.8;18.2;381.0;275.5;105.5
291;Groningen;Holiday parks;2003;59.4;45.0;14.4;380.0;285.6;94.4
292;Groningen;Holiday parks;2004;60.3;46.4;13.9;356.1;264.1;92.0
293;Groningen;Holiday parks;2005;44.9;35.0;9.9;270.3;202.1;68.1
294;Groningen;Holiday parks;2006;83.6;65.5;18.1;473.8;361.9;111.9
295;Groningen;Holiday parks;2007;57.7;47.0;10.8;311.4;240.3;71.1
296;Groningen;Holiday parks;2008;72.0;58.3;13.7;379.3;293.3;86.0
297;Groningen;Holiday parks;2009;79.9;61.9;18.0;406.9;306.4;100.5
298;Groningen;Holiday parks;2010;43.1;31.9;11.2;226.6;168.2;58.3
299;Groningen;Group accommodation;1998;2.2;2.2;;14.1;14.1;
300;Groningen;Group accommodation;1999;13.1;11.3;1.9;46.2;29.9;16.3
301;Groningen;Group accommodation;2000;14.5;13.2;1.3;43.7;38.2;5.5
302;Groningen;Group accommodation;2001;13.5;13.2;;31.9;31.9;
303;Groningen;Group accommodation;2002;1.2;;;25.7;;
304;Groningen;Group accommodation;2003;15.9;15.1;;39.7;36.1;
305;Groningen;Group accommodation;2004;16.4;11.9;4.5;52.3;29.5;22.8
306;Groningen;Group accommodation;2005;20.4;19.6;;63.5;58.2;
