ID;BestemmingVanInvoer;Perioden;InvoerVanGoederenEnDiensten_1;InvoerVanGoederen_2;InvoerVanDiensten_3;InvoerVanGoederenEnDiensten_4;InvoerVanGoederen_5;InvoerVanDiensten_6;InvoerVanGoederenEnDiensten_7;InvoerVanGoederen_8;InvoerVanDiensten_9;InvoerVanGoederenEnDiensten_10;InvoerVanGoederen_11;InvoerVanDiensten_12
2642;Totaal invoer voor finale bestedingen;1997;107112;92421;14691;99839.0;82092.0;18850.0;13.2;13.3;12.6;107.3;112.6;77.9
2643;Totaal invoer voor finale bestedingen;1998;115604;99989;15615;110520.0;91607.0;19808.0;10.7;11.6;5.1;104.6;109.2;78.8
2644;Totaal invoer voor finale bestedingen;1999;128038;109552;18486;126574.0;104650.0;23050.0;14.5;14.2;16.4;101.2;104.7;80.2
2645;Totaal invoer voor finale bestedingen;2000;150645;130863;19782;146205.0;123058.0;23783.0;15.5;17.6;3.2;103.0;106.3;83.2
2646;Totaal invoer voor finale bestedingen;2001;152508;132185;20323;149576.0;126509.0;23547.0;2.3;2.8;-1.0;102.0;104.5;86.3
2647;Totaal invoer voor finale bestedingen;2002;146305;125369;20936;149108.0;126091.0;23501.0;-0.3;-0.3;-0.2;98.1;99.4;89.1
2648;Totaal invoer voor finale bestedingen;2003;149541;129048;20493;155713.0;133462.0;22548.0;4.4;5.8;-4.1;96.0;96.7;90.9
2649;Totaal invoer voor finale bestedingen;2004;165024;145406;19618;172340.0;151312.0;21127.0;10.7;13.4;-6.3;95.8;96.1;92.9
2650;Totaal invoer voor finale bestedingen;2005;178245;158414;19831;185343.0;164337.0;21056.0;7.5;8.6;-0.3;96.2;96.4;94.2
2651;Totaal invoer voor finale bestedingen;2006;201850;181684;20166;206651.0;185885.0;20760.0;11.5;13.1;-1.4;97.7;97.7;97.1
2652;Totaal invoer voor finale bestedingen;2007;219057;196420;22637;223057.0;200193.0;22860.0;7.9;7.7;10.1;98.2;98.1;99.0
2653;Totaal invoer voor finale bestedingen;2008;234470;208183;26287;232853.0;206583.0;26245.0;4.4;3.2;14.8;100.7;100.8;100.2
2654;Totaal invoer voor finale bestedingen;2009;200840;173837;27003;210822.0;183368.0;27453.0;-9.5;-11.2;4.6;95.3;94.8;98.4
2655;Totaal invoer voor finale bestedingen;2010;239433;208275;31158;239433.0;208275.0;31158.0;13.6;13.6;13.5;100.0;100.0;100.0
2656;Totaal invoer voor finale bestedingen;2011;257338;224314;33024;245588.0;213239.0;32349.0;2.6;2.4;3.8;104.8;105.2;102.1
2657;Totaal invoer voor finale bestedingen;2012;276148;240655;35493;256917.0;222660.0;34270.0;4.6;4.4;5.9;107.5;108.1;103.6
2658;Totaal invoer voor finale bestedingen;2013;275773;239522;36251;258667.0;224169.0;34511.0;0.7;0.7;0.7;106.6;106.8;105.0
2659;Totaal invoer voor finale bestedingen;2014;284988;242385;42603;271525.0;231304.0;40303.0;5.0;3.2;16.8;105.0;104.8;105.7
2660;Totaal invoer voor finale bestedingen;2015;302154;255989;46165;294977.0;251543.0;43525.0;8.6;8.8;8.0;102.4;101.8;106.1
2661;Totaal invoer voor finale bestedingen;2016;307083;260796;46287;308656.0;265300.0;43537.0;4.6;5.5;0.0;99.5;98.3;106.3
2662;Binnenlandse consumptie door huishoudens;1995;16161;15706;455;14454.0;13820.0;623.0;;;;111.8;113.6;73.1
2663;Binnenlandse consumptie door huishoudens;1996;17424;16936;488;15862.0;15188.0;649.0;9.7;9.9;4.2;109.8;111.5;75.2
2664;Binnenlandse consumptie door huishoudens;1997;18718;18151;567;17015.0;16280.0;715.0;7.3;7.2;10.2;110.0;111.5;79.3
2665;Binnenlandse consumptie door huishoudens;1998;20274;19656;618;18459.0;17672.0;761.0;8.5;8.6;6.3;109.8;111.2;81.3
2666;Binnenlandse consumptie door huishoudens;1999;22371;21724;647;20679.0;19849.0;780.0;12.0;12.3;2.6;108.2;109.4;82.9
2667;Binnenlandse consumptie door huishoudens;2000;24075;23276;799;22304.0;21327.0;950.0;7.9;7.4;21.8;107.9;109.1;84.1
2668;Binnenlandse consumptie door huishoudens;2001;24899;24031;868;22752.0;21741.0;988.0;2.0;1.9;4.0;109.4;110.5;87.8
2669;Binnenlandse consumptie door huishoudens;2002;25559;24592;967;23519.0;22457.0;1042.0;3.4;3.3;5.4;108.7;109.5;92.8
2670;Binnenlandse consumptie door huishoudens;2003;24496;23472;1024;23331.0;22203.0;1123.0;-0.8;-1.1;7.8;105.0;105.7;91.2
2671;Binnenlandse consumptie door huishoudens;2004;24154;23054;1100;23639.0;22449.0;1192.0;1.3;1.1;6.2;102.2;102.7;92.3
2672;Binnenlandse consumptie door huishoudens;2005;23798;22684;1114;23729.0;22553.0;1175.0;0.4;0.5;-1.4;100.3;100.6;94.8
2673;Binnenlandse consumptie door huishoudens;2006;25311;24092;1219;25132.0;23873.0;1259.0;5.9;5.9;7.1;100.7;100.9;96.8
2674;Binnenlandse consumptie door huishoudens;2007;26413;25263;1150;26358.0;25140.0;1214.0;4.9;5.3;-3.5;100.2;100.5;94.7
2675;Binnenlandse consumptie door huishoudens;2008;27194;25873;1321;26783.0;25489.0;1294.0;1.6;1.4;6.5;101.5;101.5;102.1
2676;Binnenlandse consumptie door huishoudens;2009;25107;23976;1131;25403.0;24261.0;1142.0;-5.2;-4.8;-11.7;98.8;98.8;99.1
2677;Binnenlandse consumptie door huishoudens;2010;26335;25171;1164;26335.0;25171.0;1164.0;3.7;3.7;1.9;100.0;100.0;100.0
2678;Binnenlandse consumptie door huishoudens;2011;27201;26002;1199;26493.0;25322.0;1171.0;0.6;0.6;0.6;102.7;102.7;102.4
2679;Binnenlandse consumptie door huishoudens;2012;27770;26635;1135;26495.0;25321.0;1174.0;0.0;0.0;0.3;104.8;105.2;96.7
2680;Binnenlandse consumptie door huishoudens;2013;27876;26368;1508;26546.0;25079.0;1494.0;0.2;-1.0;27.2;105.0;105.1;101.0
2681;Binnenlandse consumptie door huishoudens;2014;27914;26385;1529;26758.0;25294.0;1490.0;0.8;0.9;-0.3;104.3;104.3;102.6
2682;Binnenlandse consumptie door huishoudens;2015;29229;27671;1558;28119.0;26663.0;1481.0;5.1;5.4;-0.6;103.9;103.8;105.2
2683;Binnenlandse consumptie door huishoudens;2016;29835;28228;1607;29209.0;27723.0;1512.0;3.9;4.0;2.1;102.1;101.8;106.3
2684;Consumptie ingezetenen in buitenland;1995;6849;0;6849;9469.0;;9469.0;;;;72.3;;72.3
2685;Consumptie ingezetenen in buitenland;1996;7133;0;7133;9510.0;;9510.0;0.4;;0.4;75.0;;75.0
2686;Consumptie ingezetenen in buitenland;1997;7583;0;7583;9960.0;;9960.0;4.7;;4.7;76.1;;76.1
2687;Consumptie ingezetenen in buitenland;1998;8312;0;8312;10841.0;;10841.0;8.8;;8.8;76.7;;76.7
2688;Consumptie ingezetenen in buitenland;1999;8820;0;8820;11360.0;;11360.0;4.8;;4.8;77.6;;77.6
2689;Consumptie ingezetenen in buitenland;2000;9690;0;9690;11897.0;;11897.0;4.7;;4.7;81.4;;81.4
2690;Consumptie ingezetenen in buitenland;2001;10130;0;10130;12028.0;;12028.0;1.1;;1.1;84.2;;84.2
2691;Consumptie ingezetenen in buitenland;2002;10713;0;10713;12336.0;;12336.0;2.6;;2.6;86.8;;86.8
2692;Consumptie ingezetenen in buitenland;2003;10642;0;10642;11929.0;;11929.0;-3.3;;-3.3;89.2;;89.2
2693;Consumptie ingezetenen in buitenland;2004;10023;0;10023;10927.0;;10927.0;-8.4;;-8.4;91.7;;91.7
2694;Consumptie ingezetenen in buitenland;2005;9901;0;9901;10651.0;;10651.0;-2.5;;-2.5;93.0;;93.0
2695;Consumptie ingezetenen in buitenland;2006;10357;0;10357;10696.0;;10696.0;0.4;;0.4;96.8;;96.8
2696;Consumptie ingezetenen in buitenland;2007;10650;0;10650;10749.0;;10749.0;0.5;;0.5;99.1;;99.1
2697;Consumptie ingezetenen in buitenland;2008;11365;0;11365;11533.0;;11533.0;7.3;;7.3;98.5;;98.5
2698;Consumptie ingezetenen in buitenland;2009;11467;0;11467;11849.0;;11849.0;2.7;;2.7;96.8;;96.8
2699;Consumptie ingezetenen in buitenland;2010;11473;0;11473;11473.0;0.0;11473.0;-3.2;;-3.2;100.0;;100.0
2700;Consumptie ingezetenen in buitenland;2011;11670;0;11670;11190.0;;11190.0;-2.5;;-2.5;104.3;;104.3
2701;Consumptie ingezetenen in buitenland;2012;12129;0;12129;11215.0;;11215.0;0.2;;0.2;108.2;;108.2
2702;Consumptie ingezetenen in buitenland;2013;12391;0;12391;11268.0;;11268.0;0.5;;0.5;110.0;;110.0
2703;Consumptie ingezetenen in buitenland;2014;12729;0;12729;11494.0;;11494.0;2.0;;2.0;110.7;;110.7
2704;Consumptie ingezetenen in buitenland;2015;12960;0;12960;11667.0;;11667.0;1.5;;1.5;111.1;;111.1
2705;Consumptie ingezetenen in buitenland;2016;13193;0;13193;12115.0;;12115.0;3.8;;3.8;108.9;;108.9
2706;Consumptie door de overheid;1995;607;607;0;547.0;547.0;;;;;111.0;111.0;
2707;Consumptie door de overheid;1996;286;286;0;258.0;258.0;;-52.9;-52.9;;111.0;111.0;
2708;Consumptie door de overheid;1997;342;342;0;303.0;303.0;;17.5;17.5;;113.0;113.0;
2709;Consumptie door de overheid;1998;313;313;0;276.0;276.0;;-8.8;-8.8;;113.3;113.3;
2710;Consumptie door de overheid;1999;305;305;0;263.0;263.0;;-4.8;-4.8;;116.0;116.0;
2711;Consumptie door de overheid;2000;338;338;0;291.0;291.0;;10.5;10.5;;116.3;116.3;
2712;Consumptie door de overheid;2001;249;249;0;213.0;213.0;;-26.6;-26.6;;116.8;116.8;
2713;Consumptie door de overheid;2002;557;557;0;454.0;454.0;;112.9;112.9;;122.8;122.8;
2714;Consumptie door de overheid;2003;298;298;0;237.0;237.0;;-47.8;-47.8;;125.7;125.7;
2715;Consumptie door de overheid;2004;842;842;0;631.0;631.0;;166.1;166.1;;133.5;133.5;
2716;Consumptie door de overheid;2005;1102;1102;0;895.0;895.0;;41.8;41.8;;123.2;123.2;
2717;Consumptie door de overheid;2006;1930;1930;0;1534.0;1534.0;;71.5;71.5;;125.8;125.8;
2718;Consumptie door de overheid;2007;1898;1898;0;1559.0;1559.0;;1.6;1.6;;121.8;121.8;
2719;Consumptie door de overheid;2008;1620;1620;0;1380.0;1380.0;;-11.5;-11.5;;117.4;117.4;
2720;Consumptie door de overheid;2009;1867;1867;0;1798.0;1798.0;;30.3;30.3;;103.8;103.8;
2721;Consumptie door de overheid;2010;1771;1771;0;1771.0;1771.0;0.0;-1.5;-1.5;;100.0;100.0;
2722;Consumptie door de overheid;2011;1626;1624;2;1632.0;1630.0;;-7.8;-8.0;;99.6;99.6;
2723;Consumptie door de overheid;2012;1307;1306;1;1468.0;1466.0;;-10.0;-10.0;0.0;89.0;89.1;
2724;Consumptie door de overheid;2013;1024;1023;1;1081.0;1079.0;;-26.4;-26.4;0.0;94.7;94.8;
2725;Consumptie door de overheid;2014;1097;1096;1;1141.0;1140.0;;5.6;5.7;-100.0;96.1;96.1;
2726;Consumptie door de overheid;2015;1134;1133;1;1228.0;1228.0;;7.7;7.7;0.0;92.3;92.3;
2727;Consumptie door de overheid;2016;1147;1147;0;1388.0;1388.0;;13.0;13.1;-100.0;82.7;82.6;
2728;Investeringen in vaste activa;1995;16299;14005;2294;13560.0;10536.0;3062.0;;;;120.2;132.9;74.9
2729;Investeringen in vaste activa;1996;18022;15415;2607;15402.0;11995.0;3429.0;13.6;13.9;12.0;117.0;128.5;76.0
2730;Investeringen in vaste activa;1997;19238;16479;2759;16720.0;13064.0;3651.0;8.6;8.9;6.5;115.1;126.1;75.6
2731;Investeringen in vaste activa;1998;20633;17572;3061;18612.0;14569.0;4021.0;11.3;11.5;10.1;110.9;120.6;76.1
2732;Investeringen in vaste activa;1999;22916;19251;3665;21373.0;16682.0;4693.0;14.8;14.5;16.7;107.2;115.4;78.1
2733;Investeringen in vaste activa;2000;22833;18917;3916;21230.0;16448.0;4842.0;-0.7;-1.4;3.2;107.6;115.0;80.9
2734;Investeringen in vaste activa;2001;21746;17967;3779;20703.0;16144.0;4573.0;-2.5;-1.8;-5.5;105.0;111.3;82.6
2735;Investeringen in vaste activa;2002;20928;17110;3818;20195.0;15716.0;4504.0;-2.5;-2.7;-1.5;103.6;108.9;84.8
2736;Investeringen in vaste activa;2003;21779;17740;4039;21496.0;16826.0;4668.0;6.4;7.1;3.6;101.3;105.4;86.5
2737;Investeringen in vaste activa;2004;20647;16544;4103;20642.0;16002.0;4673.0;-4.0;-4.9;0.1;100.0;103.4;87.8
2738;Investeringen in vaste activa;2005;21300;16580;4720;21555.0;16382.0;5265.0;4.4;2.4;12.7;98.8;101.2;89.6
2739;Investeringen in vaste activa;2006;23233;18496;4737;23619.0;18543.0;5101.0;9.6;13.2;-3.1;98.4;99.7;92.9
2740;Investeringen in vaste activa;2007;24605;19547;5058;24980.0;19789.0;5204.0;5.8;6.7;2.0;98.5;98.8;97.2
2741;Investeringen in vaste activa;2008;24881;19533;5348;25291.0;19920.0;5387.0;1.2;0.7;3.5;98.4;98.1;99.3
2742;Investeringen in vaste activa;2009;21269;16092;5177;21760.0;16511.0;5255.0;-14.0;-17.1;-2.4;97.7;97.5;98.5
2743;Investeringen in vaste activa;2010;21718;15973;5745;21718.0;15973.0;5745.0;-0.2;-3.3;9.3;100.0;100.0;100.0
2744;Investeringen in vaste activa;2011;24769;18739;6030;24916.0;18838.0;6078.0;14.7;17.9;5.8;99.4;99.5;99.2
2745;Investeringen in vaste activa;2012;24456;18143;6313;24395.0;17989.0;6408.0;-2.1;-4.5;5.4;100.3;100.9;98.5
2746;Investeringen in vaste activa;2013;23959;17540;6419;23878.0;17390.0;6495.0;-2.1;-3.3;1.4;100.3;100.9;98.8
2747;Investeringen in vaste activa;2014;23421;17206;6215;23393.0;17087.0;6311.0;-2.0;-1.7;-2.8;100.1;100.7;98.5
2748;Investeringen in vaste activa;2015;28515;22097;6418;27943.0;21487.0;6439.0;19.5;25.7;2.0;102.0;102.8;99.7
2749;Investeringen in vaste activa;2016;28739;22440;6299;28186.0;21869.0;6293.0;0.9;1.8;-2.3;102.0;102.6;100.1
2750;Wederuitvoer;1995;48508;46345;2163;44560.0;41744.0;2724.0;;;;108.9;111.0;79.4
2751;Wederuitvoer;1996;50047;47454;2593;46453.0;43245.0;3221.0;4.2;3.6;18.2;107.7;109.7;80.5
2752;Wederuitvoer;1997;60258;56476;3782;54957.0;50626.0;4541.0;18.3;17.1;41.0;109.6;111.6;83.3
2753;Wederuitvoer;1998;64934;61310;3624;61223.0;56999.0;4254.0;11.4;12.6;-6.3;106.1;107.6;85.2
2754;Wederuitvoer;1999;72758;67404;5354;71717.0;65833.0;6166.0;17.1;15.5;45.0;101.5;102.4;86.8
2755;Wederuitvoer;2000;93336;87959;5377;89725.0;83760.0;6067.0;25.1;27.2;-1.6;104.0;105.0;88.6
2756;Wederuitvoer;2001;95038;89492;5546;93072.0;87187.0;5934.0;3.7;4.1;-2.2;102.1;102.6;93.5
2757;Wederuitvoer;2002;88745;83307;5438;92385.0;86786.0;5625.0;-0.7;-0.5;-5.2;96.1;96.0;96.7
2758;Wederuitvoer;2003;92350;87562;4788;98498.0;93642.0;4891.0;6.6;7.9;-13.1;93.8;93.5;97.9
2759;Wederuitvoer;2004;109195;104803;4392;116331.0;112020.0;4417.0;18.1;19.6;-9.7;93.9;93.6;99.4
2760;Wederuitvoer;2005;121539;117443;4096;127975.0;124042.0;4097.0;10.0;10.7;-7.2;95.0;94.7;100.0
2761;Wederuitvoer;2006;140509;136656;3853;145177.0;141563.0;3845.0;13.4;14.1;-6.2;96.8;96.5;100.2
2762;Wederuitvoer;2007;154508;148729;5779;158652.0;153067.0;5777.0;9.3;8.1;50.2;97.4;97.2;100.0
2763;Wederuitvoer;2008;169419;161166;8253;168047.0;160093.0;8099.0;5.9;4.6;40.2;100.8;100.7;101.9
2764;Wederuitvoer;2009;142349;133121;9228;151101.0;141947.0;9261.0;-10.1;-11.3;14.3;94.2;93.8;99.6
2765;Wederuitvoer;2010;176196;163420;12776;176196.0;163420.0;12776.0;16.6;15.1;38.0;100.0;100.0;100.0
2766;Wederuitvoer;2011;192195;178072;14123;181235.0;167327.0;13908.0;2.9;2.4;8.9;106.0;106.4;101.5
2767;Wederuitvoer;2012;209815;193900;15915;192365.0;176910.0;15489.0;6.1;5.7;11.4;109.1;109.6;102.8
2768;Wederuitvoer;2013;209990;194058;15932;194854.0;179571.0;15292.0;1.3;1.5;-1.3;107.8;108.1;104.2
2769;Wederuitvoer;2014;218078;195949;22129;206348.0;185461.0;21072.0;5.9;3.3;37.8;105.7;105.7;105.0
2770;Wederuitvoer;2015;228375;203147;25228;223564.0;199750.0;24021.0;8.3;7.7;14.0;102.2;101.7;105.0
2771;Wederuitvoer;2016;233136;207948;25188;236143.0;212751.0;23667.0;5.6;6.5;-1.5;98.7;97.7;106.4
2772;Verandering in voorraden;1995;552;552;0;-10.0;-10.0;;;;;-5645.9;-5645.9;
2773;Verandering in voorraden;1996;913;913;0;-16.0;-16.0;;66.1;66.1;;-5621.3;-5621.3;
2774;Verandering in voorraden;1997;973;973;0;-17.0;-17.0;;6.2;6.2;;-5638.7;-5638.7;
2775;Verandering in voorraden;1998;1138;1138;0;-21.0;-21.0;;18.8;18.8;;-5550.9;-5550.9;
2776;Verandering in voorraden;1999;868;868;0;-17.0;-17.0;;-19.4;-19.4;;-5254.3;-5254.3;
2777;Verandering in voorraden;2000;373;373;0;-8.0;-8.0;;-53.5;-53.5;;-4851.1;-4851.1;
2778;Verandering in voorraden;2001;446;446;0;-9.0;-9.0;;15.5;15.5;;-5019.9;-5019.9;
2779;Verandering in voorraden;2002;-197;-197;0;3.0;3.0;;-139.2;-139.2;;-5651.0;-5651.0;
2780;Verandering in voorraden;2003;-24;-24;0;2.0;2.0;;-42.1;-42.1;;-1189.7;-1189.7;
2781;Verandering in voorraden;2004;163;163;0;-14.0;-14.0;;-787.5;-787.5;;-1175.3;-1175.3;
2782;Verandering in voorraden;2005;605;605;0;-49.0;-49.0;;255.8;255.8;;-1225.9;-1225.9;
2783;Verandering in voorraden;2006;510;510;0;-39.0;-39.0;;-20.0;-20.0;;-1291.8;-1291.8;
2784;Verandering in voorraden;2007;983;983;0;-65.0;-65.0;;64.3;64.3;;-1515.3;-1515.3;
2785;Verandering in voorraden;2008;-9;-9;0;-11.0;-11.0;;-83.4;-83.4;;83.7;83.7;
2786;Verandering in voorraden;2009;-1219;-1219;0;-1239.0;-1239.0;;11422.2;11422.2;;98.4;98.4;
2787;Verandering in voorraden;2010;1940;1940;0;1940.0;1940.0;0.0;-256.5;-256.5;;100.0;100.0;
2788;Verandering in voorraden;2011;-123;-123;0;122.0;122.0;;-93.7;-93.7;;-100.8;-100.8;
2789;Verandering in voorraden;2012;671;671;0;-593.0;-593.0;;-586.2;-586.2;;-113.1;-113.1;
2790;Verandering in voorraden;2013;533;533;0;-521.0;-521.0;;-12.2;-12.2;;-102.4;-102.4;
2791;Verandering in voorraden;2014;1749;1749;0;-1771.0;-1771.0;;240.2;240.2;;-98.8;-98.8;
2792;Verandering in voorraden;2015;1941;1941;0;-1942.0;-1942.0;;9.7;9.7;;-99.9;-99.9;
2793;Verandering in voorraden;2016;1033;1033;0;-1079.0;-1079.0;;-44.5;-44.5;;-95.8;-95.8;
2794;Totaal overige posten;1995;222;-4283;4505;761.0;-4625.0;5126.0;;;;29.2;92.6;87.9
2795;Totaal overige posten;1996;319;-4516;4835;1073.0;-4848.0;5464.0;41.0;4.8;6.6;29.7;93.2;88.5
2796;Totaal overige posten;1997;265;-5155;5420;857.0;-5446.0;6022.0;-20.1;12.4;10.2;30.9;94.6;90.0
2797;Totaal overige posten;1998;355;-5370;5725;760.0;-5913.0;6480.0;-11.3;8.6;7.6;46.7;90.8;88.3
2798;Totaal overige posten;1999;408;-5529;5937;765.0;-6203.0;6780.0;0.6;4.9;4.6;53.4;89.1;87.6
2799;Totaal overige posten;2000;313;-6166;6479;847.0;-6463.0;7095.0;10.8;4.2;4.6;36.9;95.4;91.3
2800;Totaal overige posten;2001;259;-6478;6737;368.0;-6904.0;7362.0;-56.5;6.8;3.8;70.4;93.8;91.5
2801;Totaal overige posten;2002;473;-5880;6353;493.0;-6560.0;7106.0;34.0;-5.0;-3.5;95.9;89.6;89.4
2802;Totaal overige posten;2003;476;-5943;6419;448.0;-6791.0;7289.0;-9.1;3.5;2.6;106.2;87.5;88.1
2803;Totaal overige posten;2004;334;-6644;6978;323.0;-7492.0;7834.0;-27.9;10.3;7.5;103.4;88.7;89.1
2804;Totaal overige posten;2005;134;-7550;7684;150.0;-8219.0;8358.0;-53.6;9.7;6.7;89.4;91.9;91.9
2805;Totaal overige posten;2006;-258;-9279;9021;-248.0;-9765.0;9515.0;-265.7;18.8;13.8;103.9;95.0;94.8
2806;Totaal overige posten;2007;-280;-9476;9196;-278.0;-9798.0;9515.0;12.0;0.3;0.0;100.6;96.7;96.6
2807;Totaal overige posten;2008;-352;-10202;9850;-360.0;-10000.0;9633.0;29.3;2.1;1.2;97.9;102.0;102.3
2808;Totaal overige posten;2009;-525;-9006;8481;-738.0;-9747.0;9018.0;105.1;-2.5;-6.4;71.2;92.4;94.0
2809;Totaal overige posten;2010;-749;-10411;9662;-749.0;-10411.0;9662.0;1.5;6.8;7.1;100.0;100.0;100.0
2810;Totaal overige posten;2011;-852;-11302;10450;-664.0;-10446.0;9782.0;-11.3;0.3;1.2;128.3;108.2;106.8
2811;Totaal overige posten;2012;-984;-12244;11260;-708.0;-10965.0;10256.0;6.6;5.0;4.8;139.1;111.7;109.8
2812;Totaal overige posten;2013;-472;-10797;10325;-395.0;-9850.0;9517.0;-44.2;-10.2;-7.2;119.6;109.6;108.5
2813;Totaal overige posten;2014;5;-9570;9575;-71.0;-8981.0;8996.0;-82.0;-8.8;-5.5;-7.0;106.6;106.4
2814;Totaal overige posten;2015;45;-9608;9653;2105.0;-9541.0;9413.0;-3060.0;6.2;4.6;2.1;100.7;102.5
2815;Totaal overige posten;2016;244;-9283;9527;7717.0;-9654.0;9641.0;266.7;1.2;2.4;3.2;96.2;98.8
2816;Cif/fob-correctie en herclassificatie;1995;-4465;-4465;0;-4810.0;-4810.0;;;;;92.8;92.8;
2817;Cif/fob-correctie en herclassificatie;1996;-4697;-4697;0;-5033.0;-5033.0;;4.6;4.6;;93.3;93.3;
2818;Cif/fob-correctie en herclassificatie;1997;-5344;-5344;0;-5640.0;-5640.0;;12.1;12.1;;94.8;94.8;
2819;Cif/fob-correctie en herclassificatie;1998;-5567;-5567;0;-6109.0;-6109.0;;8.3;8.3;;91.1;91.1;
2820;Cif/fob-correctie en herclassificatie;1999;-5739;-5739;0;-6412.0;-6412.0;;5.0;5.0;;89.5;89.5;
2821;Cif/fob-correctie en herclassificatie;2000;-6377;-6377;0;-6678.0;-6678.0;;4.1;4.1;;95.5;95.5;
2822;Cif/fob-correctie en herclassificatie;2001;-6692;-6692;0;-7121.0;-7121.0;;6.6;6.6;;94.0;94.0;
2823;Cif/fob-correctie en herclassificatie;2002;-6096;-6096;0;-6783.0;-6783.0;;-4.8;-4.8;;89.9;89.9;
2824;Cif/fob-correctie en herclassificatie;2003;-6154;-6154;0;-7012.0;-7012.0;;3.4;3.4;;87.8;87.8;
2825;Cif/fob-correctie en herclassificatie;2004;-6841;-6841;0;-7694.0;-7694.0;;9.7;9.7;;88.9;88.9;
2826;Cif/fob-correctie en herclassificatie;2005;-7744;-7744;0;-8425.0;-8425.0;;9.5;9.5;;91.9;91.9;
2827;Cif/fob-correctie en herclassificatie;2006;-9474;-9474;0;-9973.0;-9973.0;;18.4;18.4;;95.0;95.0;
2828;Cif/fob-correctie en herclassificatie;2007;-9679;-9679;0;-10015.0;-10015.0;;0.4;0.4;;96.6;96.6;
2829;Cif/fob-correctie en herclassificatie;2008;-10418;-10418;0;-10229.0;-10229.0;;2.1;2.1;;101.8;101.8;
2830;Cif/fob-correctie en herclassificatie;2009;-9219;-9219;0;-9973.0;-9973.0;;-2.5;-2.5;;92.4;92.4;
2831;Cif/fob-correctie en herclassificatie;2010;-10651;-10651;0;-10651.0;-10651.0;0.0;6.8;6.8;;100.0;100.0;
2832;Cif/fob-correctie en herclassificatie;2011;-11548;-11548;0;-10686.0;-10686.0;;0.3;0.3;;108.1;108.1;
2833;Cif/fob-correctie en herclassificatie;2012;-12494;-12494;0;-11202.0;-11202.0;;4.8;4.8;;111.5;111.5;
2834;Cif/fob-correctie en herclassificatie;2013;-11033;-11033;0;-10081.0;-10081.0;;-10.0;-10.0;;109.4;109.4;
2835;Cif/fob-correctie en herclassificatie;2014;-9813;-9813;0;-9219.0;-9219.0;;-8.5;-8.5;;106.4;106.4;
2836;Cif/fob-correctie en herclassificatie;2015;-9848;-9848;0;-9771.0;-9771.0;;6.0;6.0;;100.8;100.8;
2837;Cif/fob-correctie en herclassificatie;2016;-9535;-9535;0;-9891.0;-9891.0;;1.2;1.2;;96.4;96.4;
2838;Cif/fob-herclassificatie;1995;3060;0;3060;3297.0;;3297.0;;;;92.8;;92.8
2839;Cif/fob-herclassificatie;1996;3219;0;3219;3450.0;;3450.0;4.6;;4.6;93.3;;93.3
2840;Cif/fob-herclassificatie;1997;3662;0;3662;3865.0;;3865.0;12.0;;12.0;94.7;;94.7
2841;Cif/fob-herclassificatie;1998;3815;0;3815;4187.0;;4187.0;8.3;;8.3;91.1;;91.1
2842;Cif/fob-herclassificatie;1999;3933;0;3933;4396.0;;4396.0;5.0;;5.0;89.5;;89.5
2843;Cif/fob-herclassificatie;2000;4370;0;4370;4578.0;;4578.0;4.1;;4.1;95.5;;95.5
2844;Cif/fob-herclassificatie;2001;4576;0;4576;4871.0;;4871.0;6.4;;6.4;93.9;;93.9
2845;Cif/fob-herclassificatie;2002;4152;0;4152;4621.0;;4621.0;-5.1;;-5.1;89.9;;89.9
2846;Cif/fob-herclassificatie;2003;4205;0;4205;4792.0;;4792.0;3.7;;3.7;87.7;;87.7
2847;Cif/fob-herclassificatie;2004;4692;0;4692;5278.0;;5278.0;10.1;;10.1;88.9;;88.9
2848;Cif/fob-herclassificatie;2005;5376;0;5376;5849.0;;5849.0;10.8;;10.8;91.9;;91.9
2849;Cif/fob-herclassificatie;2006;6591;0;6591;6938.0;;6938.0;18.6;;18.6;95.0;;95.0
2850;Cif/fob-herclassificatie;2007;6697;0;6697;6930.0;;6930.0;-0.1;;-0.1;96.6;;96.6
2851;Cif/fob-herclassificatie;2008;7207;0;7207;7077.0;;7077.0;2.1;;2.1;101.8;;101.8
2852;Cif/fob-herclassificatie;2009;6402;0;6402;6926.0;;6926.0;-2.1;;-2.1;92.4;;92.4
2853;Cif/fob-herclassificatie;2010;7379;0;7379;7379.0;0.0;7379.0;6.5;;6.5;100.0;;100.0
2854;Cif/fob-herclassificatie;2011;7979;0;7979;7383.0;;7383.0;0.1;;0.1;108.1;;108.1
2855;Cif/fob-herclassificatie;2012;8666;0;8666;7770.0;;7770.0;5.2;;5.2;111.5;;111.5
2856;Cif/fob-herclassificatie;2013;7581;0;7581;6926.0;;6926.0;-10.9;;-10.9;109.5;;109.5
2857;Cif/fob-herclassificatie;2014;6735;0;6735;6327.0;;6327.0;-8.7;;-8.7;106.5;;106.5
2858;Cif/fob-herclassificatie;2015;6731;0;6731;6677.0;;6677.0;5.5;;5.5;100.8;;100.8
2859;Cif/fob-herclassificatie;2016;6492;0;6492;6734.0;;6734.0;0.8;;0.8;96.4;;96.4
2860;Handels- en vervoersmarges;1995;1445;0;1445;1835.0;;1835.0;;;;78.7;;78.7
