ID;BeroepsEnEigenVervoer;Vervoerstromen;Perioden;VervoerdGewicht_1;Ladingtonkilometers_2;VoertuigkilometersTotaal_3;VoertuigkilometersBeladen_4;RittenBeladen_5
179;Beroepsvervoer;4;2000;89483;35722;;2162.0;
180;Beroepsvervoer;4;2001;90636;35377;;2186.0;
181;Beroepsvervoer;4;2002;91998;34889;;2223.0;
182;Beroepsvervoer;4;2003;90977;34299;;2227.0;
183;Beroepsvervoer;4;2004;99259;37909;;2468.0;5624.0
184;Beroepsvervoer;4;2005;96883;37196;;2442.0;5698.0
185;Beroepsvervoer;4;2006;98009;37522;;2474.0;5962.0
186;Beroepsvervoer;4;2007;94726;32928;;2165.0;5779.0
187;Beroepsvervoer;4;2008;95095;32451;;2270.0;5765.0
188;Beroepsvervoer;4;2009;85167;28965;;2077.0;5185.0
189;Beroepsvervoer;4;2010;84821;29452;2313.0;1969.0;5148.0
190;Beroepsvervoer;4;2011;85611;28695;2308.0;1959.0;5223.0
191;Beroepsvervoer;4;2012;81751;26301;2135.0;1803.0;4977.0
192;Beroepsvervoer;5;1997;7506;1325;;80.0;
193;Beroepsvervoer;5;1998;8197;1437;;88.0;
194;Beroepsvervoer;5;1999;9277;1557;;96.0;
195;Beroepsvervoer;5;2000;8920;1606;;97.0;
196;Beroepsvervoer;5;2001;11137;1944;;121.0;
197;Beroepsvervoer;5;2002;9473;1744;;112.0;
198;Beroepsvervoer;5;2003;12544;2273;;143.0;
199;Beroepsvervoer;5;2004;14111;2733;;185.0;849.0
200;Beroepsvervoer;5;2005;15296;2583;;188.0;1038.0
201;Beroepsvervoer;5;2006;12559;2039;;137.0;795.0
202;Beroepsvervoer;5;2007;12304;1813;;149.0;953.0
203;Beroepsvervoer;5;2008;14598;2354;;182.0;1061.0
204;Beroepsvervoer;5;2009;12143;2139;;161.0;876.0
205;Beroepsvervoer;5;2010;15117;2604;337.0;209.0;1072.0
206;Beroepsvervoer;5;2011;15207;2379;318.0;200.0;1066.0
207;Beroepsvervoer;5;2012;15043;2299;304.0;195.0;1047.0
208;Beroepsvervoer;6;1997;11439;7594;;411.0;
209;Beroepsvervoer;6;1998;12223;8087;;439.0;
210;Beroepsvervoer;6;1999;12761;8164;;458.0;
211;Beroepsvervoer;6;2000;12566;8354;;479.0;
212;Beroepsvervoer;6;2001;12264;7952;;461.0;
213;Beroepsvervoer;6;2002;13352;8550;;502.0;
214;Beroepsvervoer;6;2003;13543;8077;;470.0;
215;Beroepsvervoer;6;2004;16930;10537;;600.0;914.0
216;Beroepsvervoer;6;2005;13476;8535;;494.0;756.0
217;Beroepsvervoer;6;2006;13390;8690;;500.0;765.0
218;Beroepsvervoer;6;2007;12160;6825;;398.0;683.0
219;Beroepsvervoer;6;2008;12008;6800;;391.0;679.0
220;Beroepsvervoer;6;2009;11648;6657;;390.0;661.0
221;Beroepsvervoer;6;2010;13808;7435;487.0;422.0;765.0
222;Beroepsvervoer;6;2011;12248;6200;424.0;368.0;691.0
223;Beroepsvervoer;6;2012;10316;5115;357.0;309.0;580.0
224;Eigen vervoer;0;1997;129622;8052;;;
225;Eigen vervoer;0;1998;130313;7961;;;
226;Eigen vervoer;0;1999;152559;9626;;;
227;Eigen vervoer;0;2000;153445;9782;;;
228;Eigen vervoer;0;2001;149191;9335;;;
229;Eigen vervoer;0;2002;145200;8681;;;
230;Eigen vervoer;0;2003;193048;11839;;;
231;Eigen vervoer;0;2004;162078;11887;;1736.0;19387.0
232;Eigen vervoer;0;2005;175805;12214;;1612.0;19675.0
233;Eigen vervoer;0;2006;169623;11679;;1582.0;20822.0
234;Eigen vervoer;0;2007;161231;12994;;1577.0;20145.0
235;Eigen vervoer;0;2008;138754;11181;;1470.0;17444.0
236;Eigen vervoer;0;2009;174297;11176;;1512.0;18964.0
237;Eigen vervoer;0;2010;127929;9373;1570.0;1177.0;12460.0
238;Eigen vervoer;0;2011;132966;9739;1645.0;1255.0;13091.0
239;Eigen vervoer;0;2012;126340;9542;1599.0;1215.0;12581.0
240;Eigen vervoer;1;1997;129081;7985;;;
241;Eigen vervoer;1;1998;129907;7892;;;
242;Eigen vervoer;1;1999;151801;9450;;;
243;Eigen vervoer;1;2000;152646;9571;;;
244;Eigen vervoer;1;2001;148596;9191;;;
245;Eigen vervoer;1;2002;144692;8595;;;
246;Eigen vervoer;1;2003;192406;11718;;;
247;Eigen vervoer;1;2004;160834;11592;;1709.0;19295.0
248;Eigen vervoer;1;2005;173672;11751;;1577.0;19506.0
249;Eigen vervoer;1;2006;167417;11180;;1551.0;20664.0
250;Eigen vervoer;1;2007;158804;12221;;1524.0;19971.0
251;Eigen vervoer;1;2008;136079;10379;;1422.0;17259.0
252;Eigen vervoer;1;2009;173037;10798;;1482.0;18856.0
253;Eigen vervoer;1;2010;127058;9209;1547.0;1160.0;12385.0
254;Eigen vervoer;1;2011;131777;9486;1615.0;1231.0;12999.0
255;Eigen vervoer;1;2012;124694;9182;1562.0;1185.0;12466.0
256;Eigen vervoer;2;1997;122491;6350;;;
257;Eigen vervoer;2;1998;123346;6316;;;
258;Eigen vervoer;2;1999;143829;7276;;;
259;Eigen vervoer;2;2000;144565;7419;;;
260;Eigen vervoer;2;2001;140292;7095;;;
261;Eigen vervoer;2;2002;137643;6857;;;
262;Eigen vervoer;2;2003;181462;8655;;;
263;Eigen vervoer;2;2004;146874;8254;;1338.0;18243.0
264;Eigen vervoer;2;2005;160145;8216;;1226.0;18405.0
265;Eigen vervoer;2;2006;153529;7702;;1213.0;19526.0
266;Eigen vervoer;2;2007;142891;7243;;1079.0;18661.0
267;Eigen vervoer;2;2008;123734;6633;;1078.0;16242.0
268;Eigen vervoer;2;2009;160633;7602;;1154.0;17829.0
269;Eigen vervoer;2;2010;118161;6913;1269.0;943.0;11709.0
270;Eigen vervoer;2;2011;122015;7079;1318.0;991.0;12235.0
271;Eigen vervoer;2;2012;115692;6863;1271.0;958.0;11732.0
272;Eigen vervoer;3;1997;7131;1702;;;
273;Eigen vervoer;3;1998;6967;1645;;;
274;Eigen vervoer;3;1999;8730;2350;;;
275;Eigen vervoer;3;2000;8880;2363;;;
276;Eigen vervoer;3;2001;8899;2240;;;
277;Eigen vervoer;3;2002;7557;1824;;;
278;Eigen vervoer;3;2003;11586;3184;;;
279;Eigen vervoer;3;2004;15204;3633;;398.0;1144.0
280;Eigen vervoer;3;2005;15660;3998;;386.0;1270.0
281;Eigen vervoer;3;2006;16094;3977;;369.0;1296.0
282;Eigen vervoer;3;2007;18340;5751;;498.0;1484.0
283;Eigen vervoer;3;2008;15020;4548;;392.0;1202.0
284;Eigen vervoer;3;2009;13664;3574;;358.0;1135.0
285;Eigen vervoer;3;2010;9768;2459;302.0;234.0;751.0
286;Eigen vervoer;3;2011;10951;2661;327.0;263.0;856.0
287;Eigen vervoer;3;2012;10648;2679;328.0;257.0;848.0
288;Eigen vervoer;4;1997;6590;1635;;;
289;Eigen vervoer;4;1998;6561;1576;;;
290;Eigen vervoer;4;1999;7972;2174;;;
291;Eigen vervoer;4;2000;8081;2152;;;
292;Eigen vervoer;4;2001;8304;2096;;;
293;Eigen vervoer;4;2002;7049;1738;;;
294;Eigen vervoer;4;2003;10944;3063;;;
295;Eigen vervoer;4;2004;13960;3338;;371.0;1052.0
296;Eigen vervoer;4;2005;13527;3535;;351.0;1101.0
297;Eigen vervoer;4;2006;13888;3478;;338.0;1138.0
298;Eigen vervoer;4;2007;15913;4978;;445.0;1310.0
299;Eigen vervoer;4;2008;12345;3746;;344.0;1017.0
300;Eigen vervoer;4;2009;12404;3196;;328.0;1027.0
301;Eigen vervoer;4;2010;8897;2296;278.0;217.0;676.0
302;Eigen vervoer;4;2011;9762;2408;296.0;239.0;764.0
303;Eigen vervoer;4;2012;9001;2319;291.0;227.0;734.0
304;Eigen vervoer;5;1997;461;34;;;
305;Eigen vervoer;5;1998;346;31;;;
306;Eigen vervoer;5;1999;608;81;;;
307;Eigen vervoer;5;2000;646;85;;;
308;Eigen vervoer;5;2001;466;60;;;
309;Eigen vervoer;5;2002;437;61;;;
310;Eigen vervoer;5;2003;503;58;;;
311;Eigen vervoer;5;2004;827;112;;13.0;69.0
312;Eigen vervoer;5;2005;1609;162;;16.0;138.0
313;Eigen vervoer;5;2006;1583;166;;13.0;126.0
314;Eigen vervoer;5;2007;1385;186;;19.0;116.0
315;Eigen vervoer;5;2008;1693;208;;17.0;135.0
316;Eigen vervoer;5;2009;804;125;;13.0;78.0
317;Eigen vervoer;5;2010;744;77;15.0;11.0;66.0
318;Eigen vervoer;5;2011;830;127;22.0;17.0;76.0
319;Eigen vervoer;5;2012;1213;132;22.0;16.0;91.0
320;Eigen vervoer;6;1997;80;33;;;
321;Eigen vervoer;6;1998;60;38;;;
322;Eigen vervoer;6;1999;150;95;;;
323;Eigen vervoer;6;2000;153;126;;;
324;Eigen vervoer;6;2001;129;84;;;
325;Eigen vervoer;6;2002;71;25;;;
326;Eigen vervoer;6;2003;139;63;;;
327;Eigen vervoer;6;2004;417;183;;14.0;23.0
328;Eigen vervoer;6;2005;524;301;;19.0;31.0
329;Eigen vervoer;6;2006;623;333;;18.0;32.0
330;Eigen vervoer;6;2007;1042;587;;34.0;58.0
331;Eigen vervoer;6;2008;982;594;;31.0;50.0
332;Eigen vervoer;6;2009;456;253;;17.0;30.0
333;Eigen vervoer;6;2010;127;86;9.0;7.0;9.0
334;Eigen vervoer;6;2011;359;126;9.0;7.0;16.0
335;Eigen vervoer;6;2012;434;228;15.0;14.0;23.0
