ID;Niveau;SectorenEnDomeinen;CaribischNederland;Perioden;MboStudenten_1
3725;Mbo niveau 3;79090 Economie en administratie;Caribisch Nederland;2022/'23;31.0
3726;Mbo niveau 3;79090 Economie en administratie;Caribisch Nederland;2023/'24;32.0
3727;Mbo niveau 3;79090 Economie en administratie;Caribisch Nederland;2024/'25;48.0
3728;Mbo niveau 3;79090 Economie en administratie;Bonaire;2009/'10;0.0
3729;Mbo niveau 3;79090 Economie en administratie;Bonaire;2010/'11;66.0
3730;Mbo niveau 3;79090 Economie en administratie;Bonaire;2011/'12;77.0
3731;Mbo niveau 3;79090 Economie en administratie;Bonaire;2012/'13;
3732;Mbo niveau 3;79090 Economie en administratie;Bonaire;2013/'14;102.0
3733;Mbo niveau 3;79090 Economie en administratie;Bonaire;2014/'15;91.0
3734;Mbo niveau 3;79090 Economie en administratie;Bonaire;2015/'16;90.0
3735;Mbo niveau 3;79090 Economie en administratie;Bonaire;2016/'17;83.0
3736;Mbo niveau 3;79090 Economie en administratie;Bonaire;2017/'18;55.0
3737;Mbo niveau 3;79090 Economie en administratie;Bonaire;2018/'19;67.0
3738;Mbo niveau 3;79090 Economie en administratie;Bonaire;2019/'20;74.0
3739;Mbo niveau 3;79090 Economie en administratie;Bonaire;2020/'21;56.0
3740;Mbo niveau 3;79090 Economie en administratie;Bonaire;2021/'22;36.0
3741;Mbo niveau 3;79090 Economie en administratie;Bonaire;2022/'23;31.0
3742;Mbo niveau 3;79090 Economie en administratie;Bonaire;2023/'24;32.0
3743;Mbo niveau 3;79090 Economie en administratie;Bonaire;2024/'25;48.0
3744;Mbo niveau 3;79090 Economie en administratie;Sint Eustatius;2009/'10;
3745;Mbo niveau 3;79090 Economie en administratie;Sint Eustatius;2010/'11;
3746;Mbo niveau 3;79090 Economie en administratie;Sint Eustatius;2011/'12;
3747;Mbo niveau 3;79090 Economie en administratie;Sint Eustatius;2012/'13;
3748;Mbo niveau 3;79090 Economie en administratie;Sint Eustatius;2013/'14;
3749;Mbo niveau 3;79090 Economie en administratie;Sint Eustatius;2014/'15;
3750;Mbo niveau 3;79090 Economie en administratie;Sint Eustatius;2015/'16;
3751;Mbo niveau 3;79090 Economie en administratie;Sint Eustatius;2016/'17;
3752;Mbo niveau 3;79090 Economie en administratie;Sint Eustatius;2017/'18;
3753;Mbo niveau 3;79090 Economie en administratie;Sint Eustatius;2018/'19;
3754;Mbo niveau 3;79090 Economie en administratie;Sint Eustatius;2019/'20;
3755;Mbo niveau 3;79090 Economie en administratie;Sint Eustatius;2020/'21;
3756;Mbo niveau 3;79090 Economie en administratie;Sint Eustatius;2021/'22;
3757;Mbo niveau 3;79090 Economie en administratie;Sint Eustatius;2022/'23;
3758;Mbo niveau 3;79090 Economie en administratie;Sint Eustatius;2023/'24;
3759;Mbo niveau 3;79090 Economie en administratie;Sint Eustatius;2024/'25;
3760;Mbo niveau 3;79090 Economie en administratie;Saba;2009/'10;
3761;Mbo niveau 3;79090 Economie en administratie;Saba;2010/'11;
3762;Mbo niveau 3;79090 Economie en administratie;Saba;2011/'12;
3763;Mbo niveau 3;79090 Economie en administratie;Saba;2012/'13;
3764;Mbo niveau 3;79090 Economie en administratie;Saba;2013/'14;
3765;Mbo niveau 3;79090 Economie en administratie;Saba;2014/'15;
3766;Mbo niveau 3;79090 Economie en administratie;Saba;2015/'16;
3767;Mbo niveau 3;79090 Economie en administratie;Saba;2016/'17;
3768;Mbo niveau 3;79090 Economie en administratie;Saba;2017/'18;
3769;Mbo niveau 3;79090 Economie en administratie;Saba;2018/'19;
3770;Mbo niveau 3;79090 Economie en administratie;Saba;2019/'20;
3771;Mbo niveau 3;79090 Economie en administratie;Saba;2020/'21;
3772;Mbo niveau 3;79090 Economie en administratie;Saba;2021/'22;
3773;Mbo niveau 3;79090 Economie en administratie;Saba;2022/'23;
3774;Mbo niveau 3;79090 Economie en administratie;Saba;2023/'24;
3775;Mbo niveau 3;79090 Economie en administratie;Saba;2024/'25;
3776;Mbo niveau 3;79100 Veiligheid en sport;Caribisch Nederland;2009/'10;0.0
3777;Mbo niveau 3;79100 Veiligheid en sport;Caribisch Nederland;2010/'11;0.0
3778;Mbo niveau 3;79100 Veiligheid en sport;Caribisch Nederland;2011/'12;0.0
3779;Mbo niveau 3;79100 Veiligheid en sport;Caribisch Nederland;2012/'13;
3780;Mbo niveau 3;79100 Veiligheid en sport;Caribisch Nederland;2013/'14;28.0
3781;Mbo niveau 3;79100 Veiligheid en sport;Caribisch Nederland;2014/'15;0.0
3782;Mbo niveau 3;79100 Veiligheid en sport;Caribisch Nederland;2015/'16;0.0
3783;Mbo niveau 3;79100 Veiligheid en sport;Caribisch Nederland;2016/'17;13.0
3784;Mbo niveau 3;79100 Veiligheid en sport;Caribisch Nederland;2017/'18;6.0
3785;Mbo niveau 3;79100 Veiligheid en sport;Caribisch Nederland;2018/'19;8.0
3786;Mbo niveau 3;79100 Veiligheid en sport;Caribisch Nederland;2019/'20;10.0
3787;Mbo niveau 3;79100 Veiligheid en sport;Caribisch Nederland;2020/'21;20.0
3788;Mbo niveau 3;79100 Veiligheid en sport;Caribisch Nederland;2021/'22;19.0
3789;Mbo niveau 3;79100 Veiligheid en sport;Caribisch Nederland;2022/'23;32.0
3790;Mbo niveau 3;79100 Veiligheid en sport;Caribisch Nederland;2023/'24;33.0
3791;Mbo niveau 3;79100 Veiligheid en sport;Caribisch Nederland;2024/'25;44.0
3792;Mbo niveau 3;79100 Veiligheid en sport;Bonaire;2009/'10;0.0
3793;Mbo niveau 3;79100 Veiligheid en sport;Bonaire;2010/'11;0.0
3794;Mbo niveau 3;79100 Veiligheid en sport;Bonaire;2011/'12;0.0
3795;Mbo niveau 3;79100 Veiligheid en sport;Bonaire;2012/'13;
3796;Mbo niveau 3;79100 Veiligheid en sport;Bonaire;2013/'14;28.0
3797;Mbo niveau 3;79100 Veiligheid en sport;Bonaire;2014/'15;0.0
3798;Mbo niveau 3;79100 Veiligheid en sport;Bonaire;2015/'16;0.0
3799;Mbo niveau 3;79100 Veiligheid en sport;Bonaire;2016/'17;13.0
3800;Mbo niveau 3;79100 Veiligheid en sport;Bonaire;2017/'18;6.0
3801;Mbo niveau 3;79100 Veiligheid en sport;Bonaire;2018/'19;8.0
3802;Mbo niveau 3;79100 Veiligheid en sport;Bonaire;2019/'20;10.0
3803;Mbo niveau 3;79100 Veiligheid en sport;Bonaire;2020/'21;20.0
3804;Mbo niveau 3;79100 Veiligheid en sport;Bonaire;2021/'22;19.0
3805;Mbo niveau 3;79100 Veiligheid en sport;Bonaire;2022/'23;32.0
3806;Mbo niveau 3;79100 Veiligheid en sport;Bonaire;2023/'24;33.0
3807;Mbo niveau 3;79100 Veiligheid en sport;Bonaire;2024/'25;44.0
3808;Mbo niveau 3;79100 Veiligheid en sport;Sint Eustatius;2009/'10;
3809;Mbo niveau 3;79100 Veiligheid en sport;Sint Eustatius;2010/'11;
3810;Mbo niveau 3;79100 Veiligheid en sport;Sint Eustatius;2011/'12;
3811;Mbo niveau 3;79100 Veiligheid en sport;Sint Eustatius;2012/'13;
3812;Mbo niveau 3;79100 Veiligheid en sport;Sint Eustatius;2013/'14;
3813;Mbo niveau 3;79100 Veiligheid en sport;Sint Eustatius;2014/'15;
3814;Mbo niveau 3;79100 Veiligheid en sport;Sint Eustatius;2015/'16;
3815;Mbo niveau 3;79100 Veiligheid en sport;Sint Eustatius;2016/'17;
3816;Mbo niveau 3;79100 Veiligheid en sport;Sint Eustatius;2017/'18;
3817;Mbo niveau 3;79100 Veiligheid en sport;Sint Eustatius;2018/'19;
3818;Mbo niveau 3;79100 Veiligheid en sport;Sint Eustatius;2019/'20;
3819;Mbo niveau 3;79100 Veiligheid en sport;Sint Eustatius;2020/'21;
3820;Mbo niveau 3;79100 Veiligheid en sport;Sint Eustatius;2021/'22;
3821;Mbo niveau 3;79100 Veiligheid en sport;Sint Eustatius;2022/'23;
3822;Mbo niveau 3;79100 Veiligheid en sport;Sint Eustatius;2023/'24;
3823;Mbo niveau 3;79100 Veiligheid en sport;Sint Eustatius;2024/'25;
3824;Mbo niveau 3;79100 Veiligheid en sport;Saba;2009/'10;
3825;Mbo niveau 3;79100 Veiligheid en sport;Saba;2010/'11;
3826;Mbo niveau 3;79100 Veiligheid en sport;Saba;2011/'12;
3827;Mbo niveau 3;79100 Veiligheid en sport;Saba;2012/'13;
3828;Mbo niveau 3;79100 Veiligheid en sport;Saba;2013/'14;
3829;Mbo niveau 3;79100 Veiligheid en sport;Saba;2014/'15;
3830;Mbo niveau 3;79100 Veiligheid en sport;Saba;2015/'16;
3831;Mbo niveau 3;79100 Veiligheid en sport;Saba;2016/'17;
3832;Mbo niveau 3;79100 Veiligheid en sport;Saba;2017/'18;
3833;Mbo niveau 3;79100 Veiligheid en sport;Saba;2018/'19;
3834;Mbo niveau 3;79100 Veiligheid en sport;Saba;2019/'20;
3835;Mbo niveau 3;79100 Veiligheid en sport;Saba;2020/'21;
3836;Mbo niveau 3;79100 Veiligheid en sport;Saba;2021/'22;
3837;Mbo niveau 3;79100 Veiligheid en sport;Saba;2022/'23;
3838;Mbo niveau 3;79100 Veiligheid en sport;Saba;2023/'24;
3839;Mbo niveau 3;79100 Veiligheid en sport;Saba;2024/'25;
3840;Mbo niveau 3;79120 Horeca en bakkerij;Caribisch Nederland;2009/'10;0.0
3841;Mbo niveau 3;79120 Horeca en bakkerij;Caribisch Nederland;2010/'11;0.0
3842;Mbo niveau 3;79120 Horeca en bakkerij;Caribisch Nederland;2011/'12;11.0
3843;Mbo niveau 3;79120 Horeca en bakkerij;Caribisch Nederland;2012/'13;
3844;Mbo niveau 3;79120 Horeca en bakkerij;Caribisch Nederland;2013/'14;22.0
3845;Mbo niveau 3;79120 Horeca en bakkerij;Caribisch Nederland;2014/'15;1.0
3846;Mbo niveau 3;79120 Horeca en bakkerij;Caribisch Nederland;2015/'16;0.0
3847;Mbo niveau 3;79120 Horeca en bakkerij;Caribisch Nederland;2016/'17;0.0
3848;Mbo niveau 3;79120 Horeca en bakkerij;Caribisch Nederland;2017/'18;0.0
3849;Mbo niveau 3;79120 Horeca en bakkerij;Caribisch Nederland;2018/'19;0.0
3850;Mbo niveau 3;79120 Horeca en bakkerij;Caribisch Nederland;2019/'20;0.0
3851;Mbo niveau 3;79120 Horeca en bakkerij;Caribisch Nederland;2020/'21;0.0
3852;Mbo niveau 3;79120 Horeca en bakkerij;Caribisch Nederland;2021/'22;0.0
3853;Mbo niveau 3;79120 Horeca en bakkerij;Caribisch Nederland;2022/'23;0.0
3854;Mbo niveau 3;79120 Horeca en bakkerij;Caribisch Nederland;2023/'24;12.0
3855;Mbo niveau 3;79120 Horeca en bakkerij;Caribisch Nederland;2024/'25;17.0
3856;Mbo niveau 3;79120 Horeca en bakkerij;Bonaire;2009/'10;0.0
3857;Mbo niveau 3;79120 Horeca en bakkerij;Bonaire;2010/'11;0.0
3858;Mbo niveau 3;79120 Horeca en bakkerij;Bonaire;2011/'12;11.0
3859;Mbo niveau 3;79120 Horeca en bakkerij;Bonaire;2012/'13;
3860;Mbo niveau 3;79120 Horeca en bakkerij;Bonaire;2013/'14;22.0
3861;Mbo niveau 3;79120 Horeca en bakkerij;Bonaire;2014/'15;1.0
3862;Mbo niveau 3;79120 Horeca en bakkerij;Bonaire;2015/'16;0.0
3863;Mbo niveau 3;79120 Horeca en bakkerij;Bonaire;2016/'17;0.0
3864;Mbo niveau 3;79120 Horeca en bakkerij;Bonaire;2017/'18;0.0
3865;Mbo niveau 3;79120 Horeca en bakkerij;Bonaire;2018/'19;0.0
3866;Mbo niveau 3;79120 Horeca en bakkerij;Bonaire;2019/'20;0.0
3867;Mbo niveau 3;79120 Horeca en bakkerij;Bonaire;2020/'21;0.0
3868;Mbo niveau 3;79120 Horeca en bakkerij;Bonaire;2021/'22;0.0
3869;Mbo niveau 3;79120 Horeca en bakkerij;Bonaire;2022/'23;0.0
3870;Mbo niveau 3;79120 Horeca en bakkerij;Bonaire;2023/'24;12.0
3871;Mbo niveau 3;79120 Horeca en bakkerij;Bonaire;2024/'25;17.0
3872;Mbo niveau 3;79120 Horeca en bakkerij;Sint Eustatius;2009/'10;
3873;Mbo niveau 3;79120 Horeca en bakkerij;Sint Eustatius;2010/'11;
3874;Mbo niveau 3;79120 Horeca en bakkerij;Sint Eustatius;2011/'12;
3875;Mbo niveau 3;79120 Horeca en bakkerij;Sint Eustatius;2012/'13;
3876;Mbo niveau 3;79120 Horeca en bakkerij;Sint Eustatius;2013/'14;
3877;Mbo niveau 3;79120 Horeca en bakkerij;Sint Eustatius;2014/'15;
3878;Mbo niveau 3;79120 Horeca en bakkerij;Sint Eustatius;2015/'16;
3879;Mbo niveau 3;79120 Horeca en bakkerij;Sint Eustatius;2016/'17;
3880;Mbo niveau 3;79120 Horeca en bakkerij;Sint Eustatius;2017/'18;
3881;Mbo niveau 3;79120 Horeca en bakkerij;Sint Eustatius;2018/'19;
3882;Mbo niveau 3;79120 Horeca en bakkerij;Sint Eustatius;2019/'20;
3883;Mbo niveau 3;79120 Horeca en bakkerij;Sint Eustatius;2020/'21;
3884;Mbo niveau 3;79120 Horeca en bakkerij;Sint Eustatius;2021/'22;
3885;Mbo niveau 3;79120 Horeca en bakkerij;Sint Eustatius;2022/'23;
3886;Mbo niveau 3;79120 Horeca en bakkerij;Sint Eustatius;2023/'24;
3887;Mbo niveau 3;79120 Horeca en bakkerij;Sint Eustatius;2024/'25;
3888;Mbo niveau 3;79120 Horeca en bakkerij;Saba;2009/'10;
3889;Mbo niveau 3;79120 Horeca en bakkerij;Saba;2010/'11;
3890;Mbo niveau 3;79120 Horeca en bakkerij;Saba;2011/'12;
3891;Mbo niveau 3;79120 Horeca en bakkerij;Saba;2012/'13;
3892;Mbo niveau 3;79120 Horeca en bakkerij;Saba;2013/'14;
3893;Mbo niveau 3;79120 Horeca en bakkerij;Saba;2014/'15;
3894;Mbo niveau 3;79120 Horeca en bakkerij;Saba;2015/'16;
3895;Mbo niveau 3;79120 Horeca en bakkerij;Saba;2016/'17;
3896;Mbo niveau 3;79120 Horeca en bakkerij;Saba;2017/'18;
3897;Mbo niveau 3;79120 Horeca en bakkerij;Saba;2018/'19;
3898;Mbo niveau 3;79120 Horeca en bakkerij;Saba;2019/'20;
3899;Mbo niveau 3;79120 Horeca en bakkerij;Saba;2020/'21;
3900;Mbo niveau 3;79120 Horeca en bakkerij;Saba;2021/'22;
3901;Mbo niveau 3;79120 Horeca en bakkerij;Saba;2022/'23;
3902;Mbo niveau 3;79120 Horeca en bakkerij;Saba;2023/'24;
3903;Mbo niveau 3;79120 Horeca en bakkerij;Saba;2024/'25;
3904;Mbo niveau 3;79130 Toerisme en recreatie;Caribisch Nederland;2009/'10;0.0
3905;Mbo niveau 3;79130 Toerisme en recreatie;Caribisch Nederland;2010/'11;0.0
3906;Mbo niveau 3;79130 Toerisme en recreatie;Caribisch Nederland;2011/'12;0.0
3907;Mbo niveau 3;79130 Toerisme en recreatie;Caribisch Nederland;2012/'13;
3908;Mbo niveau 3;79130 Toerisme en recreatie;Caribisch Nederland;2013/'14;0.0
3909;Mbo niveau 3;79130 Toerisme en recreatie;Caribisch Nederland;2014/'15;13.0
3910;Mbo niveau 3;79130 Toerisme en recreatie;Caribisch Nederland;2015/'16;18.0
3911;Mbo niveau 3;79130 Toerisme en recreatie;Caribisch Nederland;2016/'17;24.0
3912;Mbo niveau 3;79130 Toerisme en recreatie;Caribisch Nederland;2017/'18;28.0
3913;Mbo niveau 3;79130 Toerisme en recreatie;Caribisch Nederland;2018/'19;27.0
3914;Mbo niveau 3;79130 Toerisme en recreatie;Caribisch Nederland;2019/'20;25.0
3915;Mbo niveau 3;79130 Toerisme en recreatie;Caribisch Nederland;2020/'21;12.0
3916;Mbo niveau 3;79130 Toerisme en recreatie;Caribisch Nederland;2021/'22;14.0
3917;Mbo niveau 3;79130 Toerisme en recreatie;Caribisch Nederland;2022/'23;21.0
3918;Mbo niveau 3;79130 Toerisme en recreatie;Caribisch Nederland;2023/'24;24.0
3919;Mbo niveau 3;79130 Toerisme en recreatie;Caribisch Nederland;2024/'25;19.0
3920;Mbo niveau 3;79130 Toerisme en recreatie;Bonaire;2009/'10;0.0
3921;Mbo niveau 3;79130 Toerisme en recreatie;Bonaire;2010/'11;0.0
3922;Mbo niveau 3;79130 Toerisme en recreatie;Bonaire;2011/'12;0.0
3923;Mbo niveau 3;79130 Toerisme en recreatie;Bonaire;2012/'13;
3924;Mbo niveau 3;79130 Toerisme en recreatie;Bonaire;2013/'14;0.0
3925;Mbo niveau 3;79130 Toerisme en recreatie;Bonaire;2014/'15;13.0
3926;Mbo niveau 3;79130 Toerisme en recreatie;Bonaire;2015/'16;18.0
3927;Mbo niveau 3;79130 Toerisme en recreatie;Bonaire;2016/'17;24.0
3928;Mbo niveau 3;79130 Toerisme en recreatie;Bonaire;2017/'18;28.0
3929;Mbo niveau 3;79130 Toerisme en recreatie;Bonaire;2018/'19;27.0
3930;Mbo niveau 3;79130 Toerisme en recreatie;Bonaire;2019/'20;25.0
3931;Mbo niveau 3;79130 Toerisme en recreatie;Bonaire;2020/'21;12.0
3932;Mbo niveau 3;79130 Toerisme en recreatie;Bonaire;2021/'22;14.0
3933;Mbo niveau 3;79130 Toerisme en recreatie;Bonaire;2022/'23;21.0
3934;Mbo niveau 3;79130 Toerisme en recreatie;Bonaire;2023/'24;24.0
3935;Mbo niveau 3;79130 Toerisme en recreatie;Bonaire;2024/'25;19.0
3936;Mbo niveau 3;79130 Toerisme en recreatie;Sint Eustatius;2009/'10;
3937;Mbo niveau 3;79130 Toerisme en recreatie;Sint Eustatius;2010/'11;
3938;Mbo niveau 3;79130 Toerisme en recreatie;Sint Eustatius;2011/'12;
3939;Mbo niveau 3;79130 Toerisme en recreatie;Sint Eustatius;2012/'13;
3940;Mbo niveau 3;79130 Toerisme en recreatie;Sint Eustatius;2013/'14;
3941;Mbo niveau 3;79130 Toerisme en recreatie;Sint Eustatius;2014/'15;
3942;Mbo niveau 3;79130 Toerisme en recreatie;Sint Eustatius;2015/'16;
3943;Mbo niveau 3;79130 Toerisme en recreatie;Sint Eustatius;2016/'17;
3944;Mbo niveau 3;79130 Toerisme en recreatie;Sint Eustatius;2017/'18;
3945;Mbo niveau 3;79130 Toerisme en recreatie;Sint Eustatius;2018/'19;
3946;Mbo niveau 3;79130 Toerisme en recreatie;Sint Eustatius;2019/'20;
3947;Mbo niveau 3;79130 Toerisme en recreatie;Sint Eustatius;2020/'21;
3948;Mbo niveau 3;79130 Toerisme en recreatie;Sint Eustatius;2021/'22;
3949;Mbo niveau 3;79130 Toerisme en recreatie;Sint Eustatius;2022/'23;
3950;Mbo niveau 3;79130 Toerisme en recreatie;Sint Eustatius;2023/'24;
3951;Mbo niveau 3;79130 Toerisme en recreatie;Sint Eustatius;2024/'25;
3952;Mbo niveau 3;79130 Toerisme en recreatie;Saba;2009/'10;
3953;Mbo niveau 3;79130 Toerisme en recreatie;Saba;2010/'11;
3954;Mbo niveau 3;79130 Toerisme en recreatie;Saba;2011/'12;
3955;Mbo niveau 3;79130 Toerisme en recreatie;Saba;2012/'13;
3956;Mbo niveau 3;79130 Toerisme en recreatie;Saba;2013/'14;
3957;Mbo niveau 3;79130 Toerisme en recreatie;Saba;2014/'15;
3958;Mbo niveau 3;79130 Toerisme en recreatie;Saba;2015/'16;
3959;Mbo niveau 3;79130 Toerisme en recreatie;Saba;2016/'17;
3960;Mbo niveau 3;79130 Toerisme en recreatie;Saba;2017/'18;
3961;Mbo niveau 3;79130 Toerisme en recreatie;Saba;2018/'19;
3962;Mbo niveau 3;79130 Toerisme en recreatie;Saba;2019/'20;
3963;Mbo niveau 3;79130 Toerisme en recreatie;Saba;2020/'21;
3964;Mbo niveau 3;79130 Toerisme en recreatie;Saba;2021/'22;
3965;Mbo niveau 3;79130 Toerisme en recreatie;Saba;2022/'23;
3966;Mbo niveau 3;79130 Toerisme en recreatie;Saba;2023/'24;
3967;Mbo niveau 3;79130 Toerisme en recreatie;Saba;2024/'25;
3968;Mbo niveau 3;79140 Zorg en welzijn;Caribisch Nederland;2009/'10;0.0
3969;Mbo niveau 3;79140 Zorg en welzijn;Caribisch Nederland;2010/'11;31.0
3970;Mbo niveau 3;79140 Zorg en welzijn;Caribisch Nederland;2011/'12;37.0
3971;Mbo niveau 3;79140 Zorg en welzijn;Caribisch Nederland;2012/'13;
3972;Mbo niveau 3;79140 Zorg en welzijn;Caribisch Nederland;2013/'14;61.0
3973;Mbo niveau 3;79140 Zorg en welzijn;Caribisch Nederland;2014/'15;54.0
3974;Mbo niveau 3;79140 Zorg en welzijn;Caribisch Nederland;2015/'16;9.0
3975;Mbo niveau 3;79140 Zorg en welzijn;Caribisch Nederland;2016/'17;38.0
3976;Mbo niveau 3;79140 Zorg en welzijn;Caribisch Nederland;2017/'18;20.0
3977;Mbo niveau 3;79140 Zorg en welzijn;Caribisch Nederland;2018/'19;38.0
3978;Mbo niveau 3;79140 Zorg en welzijn;Caribisch Nederland;2019/'20;41.0
3979;Mbo niveau 3;79140 Zorg en welzijn;Caribisch Nederland;2020/'21;86.0
3980;Mbo niveau 3;79140 Zorg en welzijn;Caribisch Nederland;2021/'22;97.0
3981;Mbo niveau 3;79140 Zorg en welzijn;Caribisch Nederland;2022/'23;90.0
3982;Mbo niveau 3;79140 Zorg en welzijn;Caribisch Nederland;2023/'24;76.0
3983;Mbo niveau 3;79140 Zorg en welzijn;Caribisch Nederland;2024/'25;99.0
3984;Mbo niveau 3;79140 Zorg en welzijn;Bonaire;2009/'10;0.0
3985;Mbo niveau 3;79140 Zorg en welzijn;Bonaire;2010/'11;31.0
3986;Mbo niveau 3;79140 Zorg en welzijn;Bonaire;2011/'12;37.0
3987;Mbo niveau 3;79140 Zorg en welzijn;Bonaire;2012/'13;
3988;Mbo niveau 3;79140 Zorg en welzijn;Bonaire;2013/'14;61.0
3989;Mbo niveau 3;79140 Zorg en welzijn;Bonaire;2014/'15;54.0
3990;Mbo niveau 3;79140 Zorg en welzijn;Bonaire;2015/'16;9.0
3991;Mbo niveau 3;79140 Zorg en welzijn;Bonaire;2016/'17;38.0
3992;Mbo niveau 3;79140 Zorg en welzijn;Bonaire;2017/'18;20.0
3993;Mbo niveau 3;79140 Zorg en welzijn;Bonaire;2018/'19;38.0
3994;Mbo niveau 3;79140 Zorg en welzijn;Bonaire;2019/'20;41.0
3995;Mbo niveau 3;79140 Zorg en welzijn;Bonaire;2020/'21;86.0
3996;Mbo niveau 3;79140 Zorg en welzijn;Bonaire;2021/'22;97.0
3997;Mbo niveau 3;79140 Zorg en welzijn;Bonaire;2022/'23;90.0
3998;Mbo niveau 3;79140 Zorg en welzijn;Bonaire;2023/'24;76.0
3999;Mbo niveau 3;79140 Zorg en welzijn;Bonaire;2024/'25;99.0
4000;Mbo niveau 3;79140 Zorg en welzijn;Sint Eustatius;2009/'10;
4001;Mbo niveau 3;79140 Zorg en welzijn;Sint Eustatius;2010/'11;
4002;Mbo niveau 3;79140 Zorg en welzijn;Sint Eustatius;2011/'12;
4003;Mbo niveau 3;79140 Zorg en welzijn;Sint Eustatius;2012/'13;
4004;Mbo niveau 3;79140 Zorg en welzijn;Sint Eustatius;2013/'14;
4005;Mbo niveau 3;79140 Zorg en welzijn;Sint Eustatius;2014/'15;
4006;Mbo niveau 3;79140 Zorg en welzijn;Sint Eustatius;2015/'16;
4007;Mbo niveau 3;79140 Zorg en welzijn;Sint Eustatius;2016/'17;
4008;Mbo niveau 3;79140 Zorg en welzijn;Sint Eustatius;2017/'18;
4009;Mbo niveau 3;79140 Zorg en welzijn;Sint Eustatius;2018/'19;
4010;Mbo niveau 3;79140 Zorg en welzijn;Sint Eustatius;2019/'20;
4011;Mbo niveau 3;79140 Zorg en welzijn;Sint Eustatius;2020/'21;
4012;Mbo niveau 3;79140 Zorg en welzijn;Sint Eustatius;2021/'22;
4013;Mbo niveau 3;79140 Zorg en welzijn;Sint Eustatius;2022/'23;
4014;Mbo niveau 3;79140 Zorg en welzijn;Sint Eustatius;2023/'24;
4015;Mbo niveau 3;79140 Zorg en welzijn;Sint Eustatius;2024/'25;
4016;Mbo niveau 3;79140 Zorg en welzijn;Saba;2009/'10;
4017;Mbo niveau 3;79140 Zorg en welzijn;Saba;2010/'11;
4018;Mbo niveau 3;79140 Zorg en welzijn;Saba;2011/'12;
4019;Mbo niveau 3;79140 Zorg en welzijn;Saba;2012/'13;
4020;Mbo niveau 3;79140 Zorg en welzijn;Saba;2013/'14;
4021;Mbo niveau 3;79140 Zorg en welzijn;Saba;2014/'15;
4022;Mbo niveau 3;79140 Zorg en welzijn;Saba;2015/'16;
4023;Mbo niveau 3;79140 Zorg en welzijn;Saba;2016/'17;
4024;Mbo niveau 3;79140 Zorg en welzijn;Saba;2017/'18;
4025;Mbo niveau 3;79140 Zorg en welzijn;Saba;2018/'19;
4026;Mbo niveau 3;79140 Zorg en welzijn;Saba;2019/'20;
4027;Mbo niveau 3;79140 Zorg en welzijn;Saba;2020/'21;
4028;Mbo niveau 3;79140 Zorg en welzijn;Saba;2021/'22;
4029;Mbo niveau 3;79140 Zorg en welzijn;Saba;2022/'23;
4030;Mbo niveau 3;79140 Zorg en welzijn;Saba;2023/'24;
4031;Mbo niveau 3;79140 Zorg en welzijn;Saba;2024/'25;
4032;Mbo niveau 3;79999 Niet toebedeeld;Caribisch Nederland;2009/'10;0.0
4033;Mbo niveau 3;79999 Niet toebedeeld;Caribisch Nederland;2010/'11;0.0
4034;Mbo niveau 3;79999 Niet toebedeeld;Caribisch Nederland;2011/'12;0.0
4035;Mbo niveau 3;79999 Niet toebedeeld;Caribisch Nederland;2012/'13;
4036;Mbo niveau 3;79999 Niet toebedeeld;Caribisch Nederland;2013/'14;0.0
4037;Mbo niveau 3;79999 Niet toebedeeld;Caribisch Nederland;2014/'15;0.0
4038;Mbo niveau 3;79999 Niet toebedeeld;Caribisch Nederland;2015/'16;0.0
4039;Mbo niveau 3;79999 Niet toebedeeld;Caribisch Nederland;2016/'17;0.0
4040;Mbo niveau 3;79999 Niet toebedeeld;Caribisch Nederland;2017/'18;0.0
4041;Mbo niveau 3;79999 Niet toebedeeld;Caribisch Nederland;2018/'19;0.0
4042;Mbo niveau 3;79999 Niet toebedeeld;Caribisch Nederland;2019/'20;0.0
4043;Mbo niveau 3;79999 Niet toebedeeld;Caribisch Nederland;2020/'21;0.0
4044;Mbo niveau 3;79999 Niet toebedeeld;Caribisch Nederland;2021/'22;0.0
4045;Mbo niveau 3;79999 Niet toebedeeld;Caribisch Nederland;2022/'23;0.0
4046;Mbo niveau 3;79999 Niet toebedeeld;Caribisch Nederland;2023/'24;0.0
4047;Mbo niveau 3;79999 Niet toebedeeld;Caribisch Nederland;2024/'25;0.0
4048;Mbo niveau 3;79999 Niet toebedeeld;Bonaire;2009/'10;0.0
4049;Mbo niveau 3;79999 Niet toebedeeld;Bonaire;2010/'11;0.0
4050;Mbo niveau 3;79999 Niet toebedeeld;Bonaire;2011/'12;0.0
4051;Mbo niveau 3;79999 Niet toebedeeld;Bonaire;2012/'13;
4052;Mbo niveau 3;79999 Niet toebedeeld;Bonaire;2013/'14;0.0
4053;Mbo niveau 3;79999 Niet toebedeeld;Bonaire;2014/'15;0.0
4054;Mbo niveau 3;79999 Niet toebedeeld;Bonaire;2015/'16;0.0
4055;Mbo niveau 3;79999 Niet toebedeeld;Bonaire;2016/'17;0.0
4056;Mbo niveau 3;79999 Niet toebedeeld;Bonaire;2017/'18;0.0
4057;Mbo niveau 3;79999 Niet toebedeeld;Bonaire;2018/'19;0.0
4058;Mbo niveau 3;79999 Niet toebedeeld;Bonaire;2019/'20;0.0
