ID;Bedrijfsomvang;BedrijfstakkenBranchesSBI2008;FinancieleBedrijfsgegevens;Perioden;BenedengrensWaarde_1;GemiddeldeWaarde_2;BovengrensWaarde_3;BenedengrensWaarde_4;GemiddeldeWaarde_5;BovengrensWaarde_6
935;1 werkzame persoon;032 Viskwekerij;Personele kosten;2010;;;;;;
936;1 werkzame persoon;032 Viskwekerij;Overige bedrijfslasten;2008;;;;;;
937;1 werkzame persoon;032 Viskwekerij;Overige bedrijfslasten;2009;;;;;;
938;1 werkzame persoon;032 Viskwekerij;Overige bedrijfslasten;2010;;;;;;
939;1 werkzame persoon;032 Viskwekerij;Bedrijfsresultaat;2008;;;;;;
940;1 werkzame persoon;032 Viskwekerij;Bedrijfsresultaat;2009;;;;;;
941;1 werkzame persoon;032 Viskwekerij;Bedrijfsresultaat;2010;;;;;;
942;1 werkzame persoon;032 Viskwekerij;Afschrijvingen;2008;;;;;;
943;1 werkzame persoon;032 Viskwekerij;Afschrijvingen;2009;;;;;;
944;1 werkzame persoon;032 Viskwekerij;Afschrijvingen;2010;;;;;;
945;1 werkzame persoon;0321 Zeeviskwekerij;Totale bedrijfsopbrengsten;2008;;;;;;
946;1 werkzame persoon;0321 Zeeviskwekerij;Totale bedrijfsopbrengsten;2009;;;;;;
947;1 werkzame persoon;0321 Zeeviskwekerij;Totale bedrijfsopbrengsten;2010;;;;;;
948;1 werkzame persoon;0321 Zeeviskwekerij;Totale bedrijfslasten;2008;;;;;;
949;1 werkzame persoon;0321 Zeeviskwekerij;Totale bedrijfslasten;2009;;;;;;
950;1 werkzame persoon;0321 Zeeviskwekerij;Totale bedrijfslasten;2010;;;;;;
951;1 werkzame persoon;0321 Zeeviskwekerij;Inkoopwaarde omzet;2008;;;;;;
952;1 werkzame persoon;0321 Zeeviskwekerij;Inkoopwaarde omzet;2009;;;;;;
953;1 werkzame persoon;0321 Zeeviskwekerij;Inkoopwaarde omzet;2010;;;;;;
954;1 werkzame persoon;0321 Zeeviskwekerij;Personele kosten;2008;;;;;;
955;1 werkzame persoon;0321 Zeeviskwekerij;Personele kosten;2009;;;;;;
956;1 werkzame persoon;0321 Zeeviskwekerij;Personele kosten;2010;;;;;;
957;1 werkzame persoon;0321 Zeeviskwekerij;Overige bedrijfslasten;2008;;;;;;
958;1 werkzame persoon;0321 Zeeviskwekerij;Overige bedrijfslasten;2009;;;;;;
959;1 werkzame persoon;0321 Zeeviskwekerij;Overige bedrijfslasten;2010;;;;;;
960;1 werkzame persoon;0321 Zeeviskwekerij;Bedrijfsresultaat;2008;;;;;;
961;1 werkzame persoon;0321 Zeeviskwekerij;Bedrijfsresultaat;2009;;;;;;
962;1 werkzame persoon;0321 Zeeviskwekerij;Bedrijfsresultaat;2010;;;;;;
963;1 werkzame persoon;0321 Zeeviskwekerij;Afschrijvingen;2008;;;;;;
964;1 werkzame persoon;0321 Zeeviskwekerij;Afschrijvingen;2009;;;;;;
965;1 werkzame persoon;0321 Zeeviskwekerij;Afschrijvingen;2010;;;;;;
966;1 werkzame persoon;0322 Zoetwaterviskwekerij;Totale bedrijfsopbrengsten;2008;;;;;;
967;1 werkzame persoon;0322 Zoetwaterviskwekerij;Totale bedrijfsopbrengsten;2009;;;;;;
968;1 werkzame persoon;0322 Zoetwaterviskwekerij;Totale bedrijfsopbrengsten;2010;;;;;;
969;1 werkzame persoon;0322 Zoetwaterviskwekerij;Totale bedrijfslasten;2008;;;;;;
970;1 werkzame persoon;0322 Zoetwaterviskwekerij;Totale bedrijfslasten;2009;;;;;;
971;1 werkzame persoon;0322 Zoetwaterviskwekerij;Totale bedrijfslasten;2010;;;;;;
972;1 werkzame persoon;0322 Zoetwaterviskwekerij;Inkoopwaarde omzet;2008;;;;;;
973;1 werkzame persoon;0322 Zoetwaterviskwekerij;Inkoopwaarde omzet;2009;;;;;;
974;1 werkzame persoon;0322 Zoetwaterviskwekerij;Inkoopwaarde omzet;2010;;;;;;
975;1 werkzame persoon;0322 Zoetwaterviskwekerij;Personele kosten;2008;;;;;;
976;1 werkzame persoon;0322 Zoetwaterviskwekerij;Personele kosten;2009;;;;;;
977;1 werkzame persoon;0322 Zoetwaterviskwekerij;Personele kosten;2010;;;;;;
978;1 werkzame persoon;0322 Zoetwaterviskwekerij;Overige bedrijfslasten;2008;;;;;;
979;1 werkzame persoon;0322 Zoetwaterviskwekerij;Overige bedrijfslasten;2009;;;;;;
980;1 werkzame persoon;0322 Zoetwaterviskwekerij;Overige bedrijfslasten;2010;;;;;;
981;1 werkzame persoon;0322 Zoetwaterviskwekerij;Bedrijfsresultaat;2008;;;;;;
982;1 werkzame persoon;0322 Zoetwaterviskwekerij;Bedrijfsresultaat;2009;;;;;;
983;1 werkzame persoon;0322 Zoetwaterviskwekerij;Bedrijfsresultaat;2010;;;;;;
984;1 werkzame persoon;0322 Zoetwaterviskwekerij;Afschrijvingen;2008;;;;;;
985;1 werkzame persoon;0322 Zoetwaterviskwekerij;Afschrijvingen;2009;;;;;;
986;1 werkzame persoon;0322 Zoetwaterviskwekerij;Afschrijvingen;2010;;;;;;
987;1 werkzame persoon;06 Winning van aardolie en aardgas;Totale bedrijfsopbrengsten;2008;;;;;;
988;1 werkzame persoon;06 Winning van aardolie en aardgas;Totale bedrijfsopbrengsten;2009;15.0;172.0;306.0;100.0;100.0;100.0
989;1 werkzame persoon;06 Winning van aardolie en aardgas;Totale bedrijfsopbrengsten;2010;25.0;;266.0;100.0;100.0;100.0
990;1 werkzame persoon;06 Winning van aardolie en aardgas;Totale bedrijfslasten;2008;;;;;;
991;1 werkzame persoon;06 Winning van aardolie en aardgas;Totale bedrijfslasten;2009;4.0;118.0;223.0;7.0;73.0;187.0
992;1 werkzame persoon;06 Winning van aardolie en aardgas;Totale bedrijfslasten;2010;3.0;;399.0;6.0;20.0;45.0
993;1 werkzame persoon;06 Winning van aardolie en aardgas;Inkoopwaarde omzet;2008;;;;;;
994;1 werkzame persoon;06 Winning van aardolie en aardgas;Inkoopwaarde omzet;2009;0.0;0.0;0.0;0.0;0.0;0.0
995;1 werkzame persoon;06 Winning van aardolie en aardgas;Inkoopwaarde omzet;2010;0.0;;0.0;0.0;;1.0
996;1 werkzame persoon;06 Winning van aardolie en aardgas;Personele kosten;2008;;;;;;
997;1 werkzame persoon;06 Winning van aardolie en aardgas;Personele kosten;2009;0.0;18.0;35.0;0.0;6.0;11.0
998;1 werkzame persoon;06 Winning van aardolie en aardgas;Personele kosten;2010;0.0;;62.0;0.0;;7.0
999;1 werkzame persoon;06 Winning van aardolie en aardgas;Overige bedrijfslasten;2008;;;;;;
1000;1 werkzame persoon;06 Winning van aardolie en aardgas;Overige bedrijfslasten;2009;4.0;100.0;188.0;7.0;67.0;187.0
1001;1 werkzame persoon;06 Winning van aardolie en aardgas;Overige bedrijfslasten;2010;3.0;;108.0;6.0;13.0;23.0
1002;1 werkzame persoon;06 Winning van aardolie en aardgas;Bedrijfsresultaat;2008;;;;;;
1003;1 werkzame persoon;06 Winning van aardolie en aardgas;Bedrijfsresultaat;2009;-13.0;55.0;83.0;-87.0;27.0;93.0
1004;1 werkzame persoon;06 Winning van aardolie en aardgas;Bedrijfsresultaat;2010;;-4.0;;55.0;80.0;94.0
1005;1 werkzame persoon;06 Winning van aardolie en aardgas;Afschrijvingen;2008;;;;;;
1006;1 werkzame persoon;06 Winning van aardolie en aardgas;Afschrijvingen;2009;0.0;0.0;0.0;0.0;0.0;0.0
1007;1 werkzame persoon;06 Winning van aardolie en aardgas;Afschrijvingen;2010;0.0;;30.0;0.0;;26.0
1008;1 werkzame persoon;061 Winning van aardolie;Totale bedrijfsopbrengsten;2008;;;;;;
1009;1 werkzame persoon;061 Winning van aardolie;Totale bedrijfsopbrengsten;2009;;;;;;
1010;1 werkzame persoon;061 Winning van aardolie;Totale bedrijfsopbrengsten;2010;25.0;;266.0;100.0;100.0;100.0
1011;1 werkzame persoon;061 Winning van aardolie;Totale bedrijfslasten;2008;;;;;;
1012;1 werkzame persoon;061 Winning van aardolie;Totale bedrijfslasten;2009;;;;;;
1013;1 werkzame persoon;061 Winning van aardolie;Totale bedrijfslasten;2010;3.0;;1038.0;;;
1014;1 werkzame persoon;061 Winning van aardolie;Inkoopwaarde omzet;2008;;;;;;
1015;1 werkzame persoon;061 Winning van aardolie;Inkoopwaarde omzet;2009;;;;;;
1016;1 werkzame persoon;061 Winning van aardolie;Inkoopwaarde omzet;2010;0.0;;508.0;;;
1017;1 werkzame persoon;061 Winning van aardolie;Personele kosten;2008;;;;;;
1018;1 werkzame persoon;061 Winning van aardolie;Personele kosten;2009;;;;;;
1019;1 werkzame persoon;061 Winning van aardolie;Personele kosten;2010;0.0;;187.0;;;
1020;1 werkzame persoon;061 Winning van aardolie;Overige bedrijfslasten;2008;;;;;;
1021;1 werkzame persoon;061 Winning van aardolie;Overige bedrijfslasten;2009;;;;;;
1022;1 werkzame persoon;061 Winning van aardolie;Overige bedrijfslasten;2010;3.0;;313.0;;;
1023;1 werkzame persoon;061 Winning van aardolie;Bedrijfsresultaat;2008;;;;;;
1024;1 werkzame persoon;061 Winning van aardolie;Bedrijfsresultaat;2009;;;;;;
1025;1 werkzame persoon;061 Winning van aardolie;Bedrijfsresultaat;2010;-772.0;-114.0;86.0;;;
1026;1 werkzame persoon;061 Winning van aardolie;Afschrijvingen;2008;;;;;;
1027;1 werkzame persoon;061 Winning van aardolie;Afschrijvingen;2009;;;;;;
1028;1 werkzame persoon;061 Winning van aardolie;Afschrijvingen;2010;0.0;;30.0;;;
1029;1 werkzame persoon;0610 Winning van aardolie;Totale bedrijfsopbrengsten;2008;;;;;;
1030;1 werkzame persoon;0610 Winning van aardolie;Totale bedrijfsopbrengsten;2009;;;;;;
1031;1 werkzame persoon;0610 Winning van aardolie;Totale bedrijfsopbrengsten;2010;25.0;;266.0;100.0;100.0;100.0
1032;1 werkzame persoon;0610 Winning van aardolie;Totale bedrijfslasten;2008;;;;;;
1033;1 werkzame persoon;0610 Winning van aardolie;Totale bedrijfslasten;2009;;;;;;
1034;1 werkzame persoon;0610 Winning van aardolie;Totale bedrijfslasten;2010;3.0;;1038.0;;;
1035;1 werkzame persoon;0610 Winning van aardolie;Inkoopwaarde omzet;2008;;;;;;
1036;1 werkzame persoon;0610 Winning van aardolie;Inkoopwaarde omzet;2009;;;;;;
1037;1 werkzame persoon;0610 Winning van aardolie;Inkoopwaarde omzet;2010;0.0;;508.0;;;
1038;1 werkzame persoon;0610 Winning van aardolie;Personele kosten;2008;;;;;;
1039;1 werkzame persoon;0610 Winning van aardolie;Personele kosten;2009;;;;;;
1040;1 werkzame persoon;0610 Winning van aardolie;Personele kosten;2010;0.0;;187.0;;;
1041;1 werkzame persoon;0610 Winning van aardolie;Overige bedrijfslasten;2008;;;;;;
1042;1 werkzame persoon;0610 Winning van aardolie;Overige bedrijfslasten;2009;;;;;;
1043;1 werkzame persoon;0610 Winning van aardolie;Overige bedrijfslasten;2010;3.0;;313.0;;;
1044;1 werkzame persoon;0610 Winning van aardolie;Bedrijfsresultaat;2008;;;;;;
1045;1 werkzame persoon;0610 Winning van aardolie;Bedrijfsresultaat;2009;;;;;;
1046;1 werkzame persoon;0610 Winning van aardolie;Bedrijfsresultaat;2010;-772.0;-114.0;86.0;;;
1047;1 werkzame persoon;0610 Winning van aardolie;Afschrijvingen;2008;;;;;;
1048;1 werkzame persoon;0610 Winning van aardolie;Afschrijvingen;2009;;;;;;
1049;1 werkzame persoon;0610 Winning van aardolie;Afschrijvingen;2010;0.0;;30.0;;;
1050;1 werkzame persoon;062 Winning van aardgas;Totale bedrijfsopbrengsten;2008;;;;;;
1051;1 werkzame persoon;062 Winning van aardgas;Totale bedrijfsopbrengsten;2009;;;;;;
1052;1 werkzame persoon;062 Winning van aardgas;Totale bedrijfsopbrengsten;2010;;;;;;
1053;1 werkzame persoon;062 Winning van aardgas;Totale bedrijfslasten;2008;;;;;;
1054;1 werkzame persoon;062 Winning van aardgas;Totale bedrijfslasten;2009;;;;;;
1055;1 werkzame persoon;062 Winning van aardgas;Totale bedrijfslasten;2010;;;;;;
1056;1 werkzame persoon;062 Winning van aardgas;Inkoopwaarde omzet;2008;;;;;;
1057;1 werkzame persoon;062 Winning van aardgas;Inkoopwaarde omzet;2009;;;;;;
1058;1 werkzame persoon;062 Winning van aardgas;Inkoopwaarde omzet;2010;;;;;;
1059;1 werkzame persoon;062 Winning van aardgas;Personele kosten;2008;;;;;;
1060;1 werkzame persoon;062 Winning van aardgas;Personele kosten;2009;;;;;;
1061;1 werkzame persoon;062 Winning van aardgas;Personele kosten;2010;;;;;;
1062;1 werkzame persoon;062 Winning van aardgas;Overige bedrijfslasten;2008;;;;;;
1063;1 werkzame persoon;062 Winning van aardgas;Overige bedrijfslasten;2009;;;;;;
1064;1 werkzame persoon;062 Winning van aardgas;Overige bedrijfslasten;2010;;;;;;
1065;1 werkzame persoon;062 Winning van aardgas;Bedrijfsresultaat;2008;;;;;;
1066;1 werkzame persoon;062 Winning van aardgas;Bedrijfsresultaat;2009;;;;;;
1067;1 werkzame persoon;062 Winning van aardgas;Bedrijfsresultaat;2010;;;;;;
1068;1 werkzame persoon;062 Winning van aardgas;Afschrijvingen;2008;;;;;;
1069;1 werkzame persoon;062 Winning van aardgas;Afschrijvingen;2009;;;;;;
1070;1 werkzame persoon;062 Winning van aardgas;Afschrijvingen;2010;;;;;;
1071;1 werkzame persoon;0620 Winning van aardgas;Totale bedrijfsopbrengsten;2008;;;;;;
1072;1 werkzame persoon;0620 Winning van aardgas;Totale bedrijfsopbrengsten;2009;;;;;;
1073;1 werkzame persoon;0620 Winning van aardgas;Totale bedrijfsopbrengsten;2010;;;;;;
1074;1 werkzame persoon;0620 Winning van aardgas;Totale bedrijfslasten;2008;;;;;;
1075;1 werkzame persoon;0620 Winning van aardgas;Totale bedrijfslasten;2009;;;;;;
1076;1 werkzame persoon;0620 Winning van aardgas;Totale bedrijfslasten;2010;;;;;;
1077;1 werkzame persoon;0620 Winning van aardgas;Inkoopwaarde omzet;2008;;;;;;
1078;1 werkzame persoon;0620 Winning van aardgas;Inkoopwaarde omzet;2009;;;;;;
1079;1 werkzame persoon;0620 Winning van aardgas;Inkoopwaarde omzet;2010;;;;;;
1080;1 werkzame persoon;0620 Winning van aardgas;Personele kosten;2008;;;;;;
1081;1 werkzame persoon;0620 Winning van aardgas;Personele kosten;2009;;;;;;
1082;1 werkzame persoon;0620 Winning van aardgas;Personele kosten;2010;;;;;;
1083;1 werkzame persoon;0620 Winning van aardgas;Overige bedrijfslasten;2008;;;;;;
1084;1 werkzame persoon;0620 Winning van aardgas;Overige bedrijfslasten;2009;;;;;;
1085;1 werkzame persoon;0620 Winning van aardgas;Overige bedrijfslasten;2010;;;;;;
1086;1 werkzame persoon;0620 Winning van aardgas;Bedrijfsresultaat;2008;;;;;;
1087;1 werkzame persoon;0620 Winning van aardgas;Bedrijfsresultaat;2009;;;;;;
1088;1 werkzame persoon;0620 Winning van aardgas;Bedrijfsresultaat;2010;;;;;;
1089;1 werkzame persoon;0620 Winning van aardgas;Afschrijvingen;2008;;;;;;
1090;1 werkzame persoon;0620 Winning van aardgas;Afschrijvingen;2009;;;;;;
1091;1 werkzame persoon;0620 Winning van aardgas;Afschrijvingen;2010;;;;;;
1092;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Totale bedrijfsopbrengsten;2008;;;;;;
1093;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Totale bedrijfsopbrengsten;2009;;;;;;
1094;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Totale bedrijfsopbrengsten;2010;246.0;584.0;852.0;100.0;100.0;100.0
1095;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Totale bedrijfslasten;2008;;;;;;
1096;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Totale bedrijfslasten;2009;;;;;;
1097;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Totale bedrijfslasten;2010;206.0;;852.0;26.0;;98.0
1098;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Inkoopwaarde omzet;2008;;;;;;
1099;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Inkoopwaarde omzet;2009;;;;;;
1100;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Inkoopwaarde omzet;2010;69.0;;852.0;6.0;;67.0
1101;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Personele kosten;2008;;;;;;
1102;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Personele kosten;2009;;;;;;
1103;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Personele kosten;2010;0.0;;56.0;0.0;;7.0
1104;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Overige bedrijfslasten;2008;;;;;;
1105;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Overige bedrijfslasten;2009;;;;;;
1106;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Overige bedrijfslasten;2010;0.0;;228.0;0.0;;28.0
1107;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Bedrijfsresultaat;2008;;;;;;
1108;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Bedrijfsresultaat;2009;;;;;;
1109;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Bedrijfsresultaat;2010;0.0;;593.0;2.0;;74.0
1110;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Afschrijvingen;2008;;;;;;
1111;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Afschrijvingen;2009;;;;;;
1112;1 werkzame persoon;08 Delfstoffenwinning (geen olie en gas);Afschrijvingen;2010;0.0;;58.0;0.0;;1.0
1113;1 werkzame persoon;081 Winning van zand, grind en klei;Totale bedrijfsopbrengsten;2008;;;;;;
1114;1 werkzame persoon;081 Winning van zand, grind en klei;Totale bedrijfsopbrengsten;2009;;;;;;
1115;1 werkzame persoon;081 Winning van zand, grind en klei;Totale bedrijfsopbrengsten;2010;;;;100.0;100.0;100.0
1116;1 werkzame persoon;081 Winning van zand, grind en klei;Totale bedrijfslasten;2008;;;;;;
1117;1 werkzame persoon;081 Winning van zand, grind en klei;Totale bedrijfslasten;2009;;;;;;
1118;1 werkzame persoon;081 Winning van zand, grind en klei;Totale bedrijfslasten;2010;;;;27.0;;100.0
1119;1 werkzame persoon;081 Winning van zand, grind en klei;Inkoopwaarde omzet;2008;;;;;;
1120;1 werkzame persoon;081 Winning van zand, grind en klei;Inkoopwaarde omzet;2009;;;;;;
1121;1 werkzame persoon;081 Winning van zand, grind en klei;Inkoopwaarde omzet;2010;;;;0.0;;100.0
1122;1 werkzame persoon;081 Winning van zand, grind en klei;Personele kosten;2008;;;;;;
1123;1 werkzame persoon;081 Winning van zand, grind en klei;Personele kosten;2009;;;;;;
1124;1 werkzame persoon;081 Winning van zand, grind en klei;Personele kosten;2010;;;;0.0;;7.0
1125;1 werkzame persoon;081 Winning van zand, grind en klei;Overige bedrijfslasten;2008;;;;;;
1126;1 werkzame persoon;081 Winning van zand, grind en klei;Overige bedrijfslasten;2009;;;;;;
1127;1 werkzame persoon;081 Winning van zand, grind en klei;Overige bedrijfslasten;2010;;;;0.0;;24.0
1128;1 werkzame persoon;081 Winning van zand, grind en klei;Bedrijfsresultaat;2008;;;;;;
1129;1 werkzame persoon;081 Winning van zand, grind en klei;Bedrijfsresultaat;2009;;;;;;
1130;1 werkzame persoon;081 Winning van zand, grind en klei;Bedrijfsresultaat;2010;;;;0.0;;73.0
1131;1 werkzame persoon;081 Winning van zand, grind en klei;Afschrijvingen;2008;;;;;;
1132;1 werkzame persoon;081 Winning van zand, grind en klei;Afschrijvingen;2009;;;;;;
1133;1 werkzame persoon;081 Winning van zand, grind en klei;Afschrijvingen;2010;;;;0.0;;1.0
1134;1 werkzame persoon;0812 Winning van zand, grind en klei;Totale bedrijfsopbrengsten;2008;;;;;;
1135;1 werkzame persoon;0812 Winning van zand, grind en klei;Totale bedrijfsopbrengsten;2009;;;;;;
1136;1 werkzame persoon;0812 Winning van zand, grind en klei;Totale bedrijfsopbrengsten;2010;;;;100.0;100.0;100.0
1137;1 werkzame persoon;0812 Winning van zand, grind en klei;Totale bedrijfslasten;2008;;;;;;
1138;1 werkzame persoon;0812 Winning van zand, grind en klei;Totale bedrijfslasten;2009;;;;;;
1139;1 werkzame persoon;0812 Winning van zand, grind en klei;Totale bedrijfslasten;2010;;;;27.0;;100.0
1140;1 werkzame persoon;0812 Winning van zand, grind en klei;Inkoopwaarde omzet;2008;;;;;;
1141;1 werkzame persoon;0812 Winning van zand, grind en klei;Inkoopwaarde omzet;2009;;;;;;
1142;1 werkzame persoon;0812 Winning van zand, grind en klei;Inkoopwaarde omzet;2010;;;;0.0;;100.0
1143;1 werkzame persoon;0812 Winning van zand, grind en klei;Personele kosten;2008;;;;;;
1144;1 werkzame persoon;0812 Winning van zand, grind en klei;Personele kosten;2009;;;;;;
1145;1 werkzame persoon;0812 Winning van zand, grind en klei;Personele kosten;2010;;;;0.0;;7.0
1146;1 werkzame persoon;0812 Winning van zand, grind en klei;Overige bedrijfslasten;2008;;;;;;
1147;1 werkzame persoon;0812 Winning van zand, grind en klei;Overige bedrijfslasten;2009;;;;;;
1148;1 werkzame persoon;0812 Winning van zand, grind en klei;Overige bedrijfslasten;2010;;;;0.0;;24.0
1149;1 werkzame persoon;0812 Winning van zand, grind en klei;Bedrijfsresultaat;2008;;;;;;
1150;1 werkzame persoon;0812 Winning van zand, grind en klei;Bedrijfsresultaat;2009;;;;;;
1151;1 werkzame persoon;0812 Winning van zand, grind en klei;Bedrijfsresultaat;2010;;;;0.0;;73.0
1152;1 werkzame persoon;0812 Winning van zand, grind en klei;Afschrijvingen;2008;;;;;;
1153;1 werkzame persoon;0812 Winning van zand, grind en klei;Afschrijvingen;2009;;;;;;
1154;1 werkzame persoon;0812 Winning van zand, grind en klei;Afschrijvingen;2010;;;;0.0;;1.0
1155;1 werkzame persoon;089 Winning van overige delfstoffen;Totale bedrijfsopbrengsten;2008;;;;;;
1156;1 werkzame persoon;089 Winning van overige delfstoffen;Totale bedrijfsopbrengsten;2009;;;;;;
1157;1 werkzame persoon;089 Winning van overige delfstoffen;Totale bedrijfsopbrengsten;2010;;;;;;
1158;1 werkzame persoon;089 Winning van overige delfstoffen;Totale bedrijfslasten;2008;;;;;;
1159;1 werkzame persoon;089 Winning van overige delfstoffen;Totale bedrijfslasten;2009;;;;;;
1160;1 werkzame persoon;089 Winning van overige delfstoffen;Totale bedrijfslasten;2010;;;;;;
1161;1 werkzame persoon;089 Winning van overige delfstoffen;Inkoopwaarde omzet;2008;;;;;;
1162;1 werkzame persoon;089 Winning van overige delfstoffen;Inkoopwaarde omzet;2009;;;;;;
1163;1 werkzame persoon;089 Winning van overige delfstoffen;Inkoopwaarde omzet;2010;;;;;;
1164;1 werkzame persoon;089 Winning van overige delfstoffen;Personele kosten;2008;;;;;;
1165;1 werkzame persoon;089 Winning van overige delfstoffen;Personele kosten;2009;;;;;;
1166;1 werkzame persoon;089 Winning van overige delfstoffen;Personele kosten;2010;;;;;;
1167;1 werkzame persoon;089 Winning van overige delfstoffen;Overige bedrijfslasten;2008;;;;;;
1168;1 werkzame persoon;089 Winning van overige delfstoffen;Overige bedrijfslasten;2009;;;;;;
1169;1 werkzame persoon;089 Winning van overige delfstoffen;Overige bedrijfslasten;2010;;;;;;
1170;1 werkzame persoon;089 Winning van overige delfstoffen;Bedrijfsresultaat;2008;;;;;;
1171;1 werkzame persoon;089 Winning van overige delfstoffen;Bedrijfsresultaat;2009;;;;;;
1172;1 werkzame persoon;089 Winning van overige delfstoffen;Bedrijfsresultaat;2010;;;;;;
1173;1 werkzame persoon;089 Winning van overige delfstoffen;Afschrijvingen;2008;;;;;;
1174;1 werkzame persoon;089 Winning van overige delfstoffen;Afschrijvingen;2009;;;;;;
1175;1 werkzame persoon;089 Winning van overige delfstoffen;Afschrijvingen;2010;;;;;;
1176;1 werkzame persoon;0892 Winning van turf;Totale bedrijfsopbrengsten;2008;;;;;;
1177;1 werkzame persoon;0892 Winning van turf;Totale bedrijfsopbrengsten;2009;;;;;;
1178;1 werkzame persoon;0892 Winning van turf;Totale bedrijfsopbrengsten;2010;;;;;;
1179;1 werkzame persoon;0892 Winning van turf;Totale bedrijfslasten;2008;;;;;;
1180;1 werkzame persoon;0892 Winning van turf;Totale bedrijfslasten;2009;;;;;;
1181;1 werkzame persoon;0892 Winning van turf;Totale bedrijfslasten;2010;;;;;;
1182;1 werkzame persoon;0892 Winning van turf;Inkoopwaarde omzet;2008;;;;;;
1183;1 werkzame persoon;0892 Winning van turf;Inkoopwaarde omzet;2009;;;;;;
1184;1 werkzame persoon;0892 Winning van turf;Inkoopwaarde omzet;2010;;;;;;
1185;1 werkzame persoon;0892 Winning van turf;Personele kosten;2008;;;;;;
