ID;Bedrijfsomvang;BedrijfstakkenBranchesSBI2008;FinancieleBedrijfsgegevens;Perioden;BenedengrensWaarde_1;GemiddeldeWaarde_2;BovengrensWaarde_3;BenedengrensWaarde_4;GemiddeldeWaarde_5;BovengrensWaarde_6
5728;1 werkzame persoon;2454 Overige non-ferrometaalgieterijen;Bedrijfsresultaat;2009;;;;;;
5729;1 werkzame persoon;2454 Overige non-ferrometaalgieterijen;Bedrijfsresultaat;2010;;;;;;
5730;1 werkzame persoon;2454 Overige non-ferrometaalgieterijen;Afschrijvingen;2008;;;;;;
5731;1 werkzame persoon;2454 Overige non-ferrometaalgieterijen;Afschrijvingen;2009;;;;;;
5732;1 werkzame persoon;2454 Overige non-ferrometaalgieterijen;Afschrijvingen;2010;;;;;;
5733;1 werkzame persoon;25 Metaalproductenindustrie;Totale bedrijfsopbrengsten;2008;;;;;;
5734;1 werkzame persoon;25 Metaalproductenindustrie;Totale bedrijfsopbrengsten;2009;50.0;71.0;94.0;100.0;100.0;100.0
5735;1 werkzame persoon;25 Metaalproductenindustrie;Totale bedrijfsopbrengsten;2010;;;;;;
5736;1 werkzame persoon;25 Metaalproductenindustrie;Totale bedrijfslasten;2008;;;;;;
5737;1 werkzame persoon;25 Metaalproductenindustrie;Totale bedrijfslasten;2009;11.0;39.0;63.0;19.0;55.0;92.0
5738;1 werkzame persoon;25 Metaalproductenindustrie;Totale bedrijfslasten;2010;;;;;;
5739;1 werkzame persoon;25 Metaalproductenindustrie;Inkoopwaarde omzet;2008;;;;;;
5740;1 werkzame persoon;25 Metaalproductenindustrie;Inkoopwaarde omzet;2009;0.0;14.0;26.0;0.0;16.0;42.0
5741;1 werkzame persoon;25 Metaalproductenindustrie;Inkoopwaarde omzet;2010;;;;;;
5742;1 werkzame persoon;25 Metaalproductenindustrie;Personele kosten;2008;;;;;;
5743;1 werkzame persoon;25 Metaalproductenindustrie;Personele kosten;2009;0.0;6.0;12.0;0.0;8.0;10.0
5744;1 werkzame persoon;25 Metaalproductenindustrie;Personele kosten;2010;;;;;;
5745;1 werkzame persoon;25 Metaalproductenindustrie;Overige bedrijfslasten;2008;;;;;;
5746;1 werkzame persoon;25 Metaalproductenindustrie;Overige bedrijfslasten;2009;6.0;16.0;23.0;10.0;24.0;38.0
5747;1 werkzame persoon;25 Metaalproductenindustrie;Overige bedrijfslasten;2010;;;;;;
5748;1 werkzame persoon;25 Metaalproductenindustrie;Bedrijfsresultaat;2008;;;;;;
5749;1 werkzame persoon;25 Metaalproductenindustrie;Bedrijfsresultaat;2009;2.0;31.0;55.0;8.0;45.0;81.0
5750;1 werkzame persoon;25 Metaalproductenindustrie;Bedrijfsresultaat;2010;;;;;;
5751;1 werkzame persoon;25 Metaalproductenindustrie;Afschrijvingen;2008;;;;;;
5752;1 werkzame persoon;25 Metaalproductenindustrie;Afschrijvingen;2009;0.0;4.0;9.0;0.0;7.0;13.0
5753;1 werkzame persoon;25 Metaalproductenindustrie;Afschrijvingen;2010;;;;;;
5754;1 werkzame persoon;251 Metalen bouwproductenindustrie;Totale bedrijfsopbrengsten;2008;;;;;;
5755;1 werkzame persoon;251 Metalen bouwproductenindustrie;Totale bedrijfsopbrengsten;2009;50.0;76.0;79.0;100.0;100.0;100.0
5756;1 werkzame persoon;251 Metalen bouwproductenindustrie;Totale bedrijfsopbrengsten;2010;;;;;;
5757;1 werkzame persoon;251 Metalen bouwproductenindustrie;Totale bedrijfslasten;2008;;;;;;
5758;1 werkzame persoon;251 Metalen bouwproductenindustrie;Totale bedrijfslasten;2009;20.0;52.0;63.0;36.0;69.0;116.0
5759;1 werkzame persoon;251 Metalen bouwproductenindustrie;Totale bedrijfslasten;2010;;;;;;
5760;1 werkzame persoon;251 Metalen bouwproductenindustrie;Inkoopwaarde omzet;2008;;;;;;
5761;1 werkzame persoon;251 Metalen bouwproductenindustrie;Inkoopwaarde omzet;2009;0.0;28.0;40.0;0.0;30.0;54.0
5762;1 werkzame persoon;251 Metalen bouwproductenindustrie;Inkoopwaarde omzet;2010;;;;;;
5763;1 werkzame persoon;251 Metalen bouwproductenindustrie;Personele kosten;2008;;;;;;
5764;1 werkzame persoon;251 Metalen bouwproductenindustrie;Personele kosten;2009;0.0;7.0;26.0;0.0;16.0;43.0
5765;1 werkzame persoon;251 Metalen bouwproductenindustrie;Personele kosten;2010;;;;;;
5766;1 werkzame persoon;251 Metalen bouwproductenindustrie;Overige bedrijfslasten;2008;;;;;;
5767;1 werkzame persoon;251 Metalen bouwproductenindustrie;Overige bedrijfslasten;2009;5.0;14.0;23.0;12.0;20.0;30.0
5768;1 werkzame persoon;251 Metalen bouwproductenindustrie;Overige bedrijfslasten;2010;;;;;;
5769;1 werkzame persoon;251 Metalen bouwproductenindustrie;Bedrijfsresultaat;2008;;;;;;
5770;1 werkzame persoon;251 Metalen bouwproductenindustrie;Bedrijfsresultaat;2009;-6.0;25.0;46.0;-16.0;31.0;64.0
5771;1 werkzame persoon;251 Metalen bouwproductenindustrie;Bedrijfsresultaat;2010;;;;;;
5772;1 werkzame persoon;251 Metalen bouwproductenindustrie;Afschrijvingen;2008;;;;;;
5773;1 werkzame persoon;251 Metalen bouwproductenindustrie;Afschrijvingen;2009;0.0;2.0;7.0;0.0;3.0;5.0
5774;1 werkzame persoon;251 Metalen bouwproductenindustrie;Afschrijvingen;2010;;;;;;
5775;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Totale bedrijfsopbrengsten;2008;;;;;;
5776;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Totale bedrijfsopbrengsten;2009;50.0;76.0;79.0;100.0;100.0;100.0
5777;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Totale bedrijfsopbrengsten;2010;;;;;;
5778;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Totale bedrijfslasten;2008;;;;;;
5779;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Totale bedrijfslasten;2009;20.0;52.0;63.0;36.0;69.0;116.0
5780;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Totale bedrijfslasten;2010;;;;;;
5781;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Inkoopwaarde omzet;2008;;;;;;
5782;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Inkoopwaarde omzet;2009;0.0;28.0;40.0;0.0;30.0;54.0
5783;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Inkoopwaarde omzet;2010;;;;;;
5784;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Personele kosten;2008;;;;;;
5785;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Personele kosten;2009;0.0;7.0;26.0;0.0;16.0;43.0
5786;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Personele kosten;2010;;;;;;
5787;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Overige bedrijfslasten;2008;;;;;;
5788;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Overige bedrijfslasten;2009;5.0;14.0;23.0;12.0;20.0;30.0
5789;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Overige bedrijfslasten;2010;;;;;;
5790;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Bedrijfsresultaat;2008;;;;;;
5791;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Bedrijfsresultaat;2009;-6.0;25.0;46.0;-16.0;31.0;64.0
5792;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Bedrijfsresultaat;2010;;;;;;
5793;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Afschrijvingen;2008;;;;;;
5794;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Afschrijvingen;2009;0.0;2.0;7.0;0.0;3.0;5.0
5795;1 werkzame persoon;2511 Metalen constructiewerkindustrie;Afschrijvingen;2010;;;;;;
5796;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Totale bedrijfsopbrengsten;2008;;;;;;
5797;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Totale bedrijfsopbrengsten;2009;;;;;;
5798;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Totale bedrijfsopbrengsten;2010;;;;;;
5799;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Totale bedrijfslasten;2008;;;;;;
5800;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Totale bedrijfslasten;2009;;;;;;
5801;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Totale bedrijfslasten;2010;;;;;;
5802;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Inkoopwaarde omzet;2008;;;;;;
5803;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Inkoopwaarde omzet;2009;;;;;;
5804;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Inkoopwaarde omzet;2010;;;;;;
5805;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Personele kosten;2008;;;;;;
5806;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Personele kosten;2009;;;;;;
5807;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Personele kosten;2010;;;;;;
5808;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Overige bedrijfslasten;2008;;;;;;
5809;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Overige bedrijfslasten;2009;;;;;;
5810;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Overige bedrijfslasten;2010;;;;;;
5811;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Bedrijfsresultaat;2008;;;;;;
5812;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Bedrijfsresultaat;2009;;;;;;
5813;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Bedrijfsresultaat;2010;;;;;;
5814;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Afschrijvingen;2008;;;;;;
5815;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Afschrijvingen;2009;;;;;;
5816;1 werkzame persoon;2512 Metalen deuren- en ramenindustrie;Afschrijvingen;2010;;;;;;
5817;1 werkzame persoon;252 Tankbouw en cv-industrie;Totale bedrijfsopbrengsten;2008;;;;;;
5818;1 werkzame persoon;252 Tankbouw en cv-industrie;Totale bedrijfsopbrengsten;2009;;;;;;
5819;1 werkzame persoon;252 Tankbouw en cv-industrie;Totale bedrijfsopbrengsten;2010;;;;;;
5820;1 werkzame persoon;252 Tankbouw en cv-industrie;Totale bedrijfslasten;2008;;;;;;
5821;1 werkzame persoon;252 Tankbouw en cv-industrie;Totale bedrijfslasten;2009;;;;;;
5822;1 werkzame persoon;252 Tankbouw en cv-industrie;Totale bedrijfslasten;2010;;;;;;
5823;1 werkzame persoon;252 Tankbouw en cv-industrie;Inkoopwaarde omzet;2008;;;;;;
5824;1 werkzame persoon;252 Tankbouw en cv-industrie;Inkoopwaarde omzet;2009;;;;;;
5825;1 werkzame persoon;252 Tankbouw en cv-industrie;Inkoopwaarde omzet;2010;;;;;;
5826;1 werkzame persoon;252 Tankbouw en cv-industrie;Personele kosten;2008;;;;;;
5827;1 werkzame persoon;252 Tankbouw en cv-industrie;Personele kosten;2009;;;;;;
5828;1 werkzame persoon;252 Tankbouw en cv-industrie;Personele kosten;2010;;;;;;
5829;1 werkzame persoon;252 Tankbouw en cv-industrie;Overige bedrijfslasten;2008;;;;;;
5830;1 werkzame persoon;252 Tankbouw en cv-industrie;Overige bedrijfslasten;2009;;;;;;
5831;1 werkzame persoon;252 Tankbouw en cv-industrie;Overige bedrijfslasten;2010;;;;;;
5832;1 werkzame persoon;252 Tankbouw en cv-industrie;Bedrijfsresultaat;2008;;;;;;
5833;1 werkzame persoon;252 Tankbouw en cv-industrie;Bedrijfsresultaat;2009;;;;;;
5834;1 werkzame persoon;252 Tankbouw en cv-industrie;Bedrijfsresultaat;2010;;;;;;
5835;1 werkzame persoon;252 Tankbouw en cv-industrie;Afschrijvingen;2008;;;;;;
5836;1 werkzame persoon;252 Tankbouw en cv-industrie;Afschrijvingen;2009;;;;;;
5837;1 werkzame persoon;252 Tankbouw en cv-industrie;Afschrijvingen;2010;;;;;;
5838;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Totale bedrijfsopbrengsten;2008;;;;;;
5839;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Totale bedrijfsopbrengsten;2009;;;;;;
5840;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Totale bedrijfsopbrengsten;2010;;;;;;
5841;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Totale bedrijfslasten;2008;;;;;;
5842;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Totale bedrijfslasten;2009;;;;;;
5843;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Totale bedrijfslasten;2010;;;;;;
5844;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Inkoopwaarde omzet;2008;;;;;;
5845;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Inkoopwaarde omzet;2009;;;;;;
5846;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Inkoopwaarde omzet;2010;;;;;;
5847;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Personele kosten;2008;;;;;;
5848;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Personele kosten;2009;;;;;;
5849;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Personele kosten;2010;;;;;;
5850;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Overige bedrijfslasten;2008;;;;;;
5851;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Overige bedrijfslasten;2009;;;;;;
5852;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Overige bedrijfslasten;2010;;;;;;
5853;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Bedrijfsresultaat;2008;;;;;;
5854;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Bedrijfsresultaat;2009;;;;;;
5855;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Bedrijfsresultaat;2010;;;;;;
5856;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Afschrijvingen;2008;;;;;;
5857;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Afschrijvingen;2009;;;;;;
5858;1 werkzame persoon;2521 Cv-ketel- en radiatorenindustrie;Afschrijvingen;2010;;;;;;
5859;1 werkzame persoon;2529 Tank- en reservoirbouw;Totale bedrijfsopbrengsten;2008;;;;;;
5860;1 werkzame persoon;2529 Tank- en reservoirbouw;Totale bedrijfsopbrengsten;2009;;;;;;
5861;1 werkzame persoon;2529 Tank- en reservoirbouw;Totale bedrijfsopbrengsten;2010;;;;;;
5862;1 werkzame persoon;2529 Tank- en reservoirbouw;Totale bedrijfslasten;2008;;;;;;
5863;1 werkzame persoon;2529 Tank- en reservoirbouw;Totale bedrijfslasten;2009;;;;;;
5864;1 werkzame persoon;2529 Tank- en reservoirbouw;Totale bedrijfslasten;2010;;;;;;
5865;1 werkzame persoon;2529 Tank- en reservoirbouw;Inkoopwaarde omzet;2008;;;;;;
5866;1 werkzame persoon;2529 Tank- en reservoirbouw;Inkoopwaarde omzet;2009;;;;;;
5867;1 werkzame persoon;2529 Tank- en reservoirbouw;Inkoopwaarde omzet;2010;;;;;;
5868;1 werkzame persoon;2529 Tank- en reservoirbouw;Personele kosten;2008;;;;;;
5869;1 werkzame persoon;2529 Tank- en reservoirbouw;Personele kosten;2009;;;;;;
5870;1 werkzame persoon;2529 Tank- en reservoirbouw;Personele kosten;2010;;;;;;
5871;1 werkzame persoon;2529 Tank- en reservoirbouw;Overige bedrijfslasten;2008;;;;;;
5872;1 werkzame persoon;2529 Tank- en reservoirbouw;Overige bedrijfslasten;2009;;;;;;
5873;1 werkzame persoon;2529 Tank- en reservoirbouw;Overige bedrijfslasten;2010;;;;;;
5874;1 werkzame persoon;2529 Tank- en reservoirbouw;Bedrijfsresultaat;2008;;;;;;
5875;1 werkzame persoon;2529 Tank- en reservoirbouw;Bedrijfsresultaat;2009;;;;;;
5876;1 werkzame persoon;2529 Tank- en reservoirbouw;Bedrijfsresultaat;2010;;;;;;
5877;1 werkzame persoon;2529 Tank- en reservoirbouw;Afschrijvingen;2008;;;;;;
5878;1 werkzame persoon;2529 Tank- en reservoirbouw;Afschrijvingen;2009;;;;;;
5879;1 werkzame persoon;2529 Tank- en reservoirbouw;Afschrijvingen;2010;;;;;;
5880;1 werkzame persoon;253 Stoomketelindustrie;Totale bedrijfsopbrengsten;2008;;;;;;
5881;1 werkzame persoon;253 Stoomketelindustrie;Totale bedrijfsopbrengsten;2009;;;;;;
5882;1 werkzame persoon;253 Stoomketelindustrie;Totale bedrijfsopbrengsten;2010;;;;;;
5883;1 werkzame persoon;253 Stoomketelindustrie;Totale bedrijfslasten;2008;;;;;;
5884;1 werkzame persoon;253 Stoomketelindustrie;Totale bedrijfslasten;2009;;;;;;
5885;1 werkzame persoon;253 Stoomketelindustrie;Totale bedrijfslasten;2010;;;;;;
5886;1 werkzame persoon;253 Stoomketelindustrie;Inkoopwaarde omzet;2008;;;;;;
5887;1 werkzame persoon;253 Stoomketelindustrie;Inkoopwaarde omzet;2009;;;;;;
5888;1 werkzame persoon;253 Stoomketelindustrie;Inkoopwaarde omzet;2010;;;;;;
5889;1 werkzame persoon;253 Stoomketelindustrie;Personele kosten;2008;;;;;;
5890;1 werkzame persoon;253 Stoomketelindustrie;Personele kosten;2009;;;;;;
5891;1 werkzame persoon;253 Stoomketelindustrie;Personele kosten;2010;;;;;;
5892;1 werkzame persoon;253 Stoomketelindustrie;Overige bedrijfslasten;2008;;;;;;
5893;1 werkzame persoon;253 Stoomketelindustrie;Overige bedrijfslasten;2009;;;;;;
5894;1 werkzame persoon;253 Stoomketelindustrie;Overige bedrijfslasten;2010;;;;;;
5895;1 werkzame persoon;253 Stoomketelindustrie;Bedrijfsresultaat;2008;;;;;;
5896;1 werkzame persoon;253 Stoomketelindustrie;Bedrijfsresultaat;2009;;;;;;
5897;1 werkzame persoon;253 Stoomketelindustrie;Bedrijfsresultaat;2010;;;;;;
5898;1 werkzame persoon;253 Stoomketelindustrie;Afschrijvingen;2008;;;;;;
5899;1 werkzame persoon;253 Stoomketelindustrie;Afschrijvingen;2009;;;;;;
5900;1 werkzame persoon;253 Stoomketelindustrie;Afschrijvingen;2010;;;;;;
5901;1 werkzame persoon;2530 Stoomketelindustrie;Totale bedrijfsopbrengsten;2008;;;;;;
5902;1 werkzame persoon;2530 Stoomketelindustrie;Totale bedrijfsopbrengsten;2009;;;;;;
5903;1 werkzame persoon;2530 Stoomketelindustrie;Totale bedrijfsopbrengsten;2010;;;;;;
5904;1 werkzame persoon;2530 Stoomketelindustrie;Totale bedrijfslasten;2008;;;;;;
5905;1 werkzame persoon;2530 Stoomketelindustrie;Totale bedrijfslasten;2009;;;;;;
5906;1 werkzame persoon;2530 Stoomketelindustrie;Totale bedrijfslasten;2010;;;;;;
5907;1 werkzame persoon;2530 Stoomketelindustrie;Inkoopwaarde omzet;2008;;;;;;
5908;1 werkzame persoon;2530 Stoomketelindustrie;Inkoopwaarde omzet;2009;;;;;;
5909;1 werkzame persoon;2530 Stoomketelindustrie;Inkoopwaarde omzet;2010;;;;;;
5910;1 werkzame persoon;2530 Stoomketelindustrie;Personele kosten;2008;;;;;;
5911;1 werkzame persoon;2530 Stoomketelindustrie;Personele kosten;2009;;;;;;
5912;1 werkzame persoon;2530 Stoomketelindustrie;Personele kosten;2010;;;;;;
5913;1 werkzame persoon;2530 Stoomketelindustrie;Overige bedrijfslasten;2008;;;;;;
5914;1 werkzame persoon;2530 Stoomketelindustrie;Overige bedrijfslasten;2009;;;;;;
5915;1 werkzame persoon;2530 Stoomketelindustrie;Overige bedrijfslasten;2010;;;;;;
5916;1 werkzame persoon;2530 Stoomketelindustrie;Bedrijfsresultaat;2008;;;;;;
5917;1 werkzame persoon;2530 Stoomketelindustrie;Bedrijfsresultaat;2009;;;;;;
5918;1 werkzame persoon;2530 Stoomketelindustrie;Bedrijfsresultaat;2010;;;;;;
5919;1 werkzame persoon;2530 Stoomketelindustrie;Afschrijvingen;2008;;;;;;
5920;1 werkzame persoon;2530 Stoomketelindustrie;Afschrijvingen;2009;;;;;;
5921;1 werkzame persoon;2530 Stoomketelindustrie;Afschrijvingen;2010;;;;;;
5922;1 werkzame persoon;254 Wapen- en munitie-industrie;Totale bedrijfsopbrengsten;2008;;;;;;
5923;1 werkzame persoon;254 Wapen- en munitie-industrie;Totale bedrijfsopbrengsten;2009;;;;;;
5924;1 werkzame persoon;254 Wapen- en munitie-industrie;Totale bedrijfsopbrengsten;2010;;;;;;
5925;1 werkzame persoon;254 Wapen- en munitie-industrie;Totale bedrijfslasten;2008;;;;;;
5926;1 werkzame persoon;254 Wapen- en munitie-industrie;Totale bedrijfslasten;2009;;;;;;
5927;1 werkzame persoon;254 Wapen- en munitie-industrie;Totale bedrijfslasten;2010;;;;;;
5928;1 werkzame persoon;254 Wapen- en munitie-industrie;Inkoopwaarde omzet;2008;;;;;;
5929;1 werkzame persoon;254 Wapen- en munitie-industrie;Inkoopwaarde omzet;2009;;;;;;
5930;1 werkzame persoon;254 Wapen- en munitie-industrie;Inkoopwaarde omzet;2010;;;;;;
5931;1 werkzame persoon;254 Wapen- en munitie-industrie;Personele kosten;2008;;;;;;
5932;1 werkzame persoon;254 Wapen- en munitie-industrie;Personele kosten;2009;;;;;;
5933;1 werkzame persoon;254 Wapen- en munitie-industrie;Personele kosten;2010;;;;;;
5934;1 werkzame persoon;254 Wapen- en munitie-industrie;Overige bedrijfslasten;2008;;;;;;
5935;1 werkzame persoon;254 Wapen- en munitie-industrie;Overige bedrijfslasten;2009;;;;;;
5936;1 werkzame persoon;254 Wapen- en munitie-industrie;Overige bedrijfslasten;2010;;;;;;
5937;1 werkzame persoon;254 Wapen- en munitie-industrie;Bedrijfsresultaat;2008;;;;;;
5938;1 werkzame persoon;254 Wapen- en munitie-industrie;Bedrijfsresultaat;2009;;;;;;
5939;1 werkzame persoon;254 Wapen- en munitie-industrie;Bedrijfsresultaat;2010;;;;;;
5940;1 werkzame persoon;254 Wapen- en munitie-industrie;Afschrijvingen;2008;;;;;;
5941;1 werkzame persoon;254 Wapen- en munitie-industrie;Afschrijvingen;2009;;;;;;
5942;1 werkzame persoon;254 Wapen- en munitie-industrie;Afschrijvingen;2010;;;;;;
5943;1 werkzame persoon;2540 Wapen- en munitie-industrie;Totale bedrijfsopbrengsten;2008;;;;;;
5944;1 werkzame persoon;2540 Wapen- en munitie-industrie;Totale bedrijfsopbrengsten;2009;;;;;;
5945;1 werkzame persoon;2540 Wapen- en munitie-industrie;Totale bedrijfsopbrengsten;2010;;;;;;
5946;1 werkzame persoon;2540 Wapen- en munitie-industrie;Totale bedrijfslasten;2008;;;;;;
5947;1 werkzame persoon;2540 Wapen- en munitie-industrie;Totale bedrijfslasten;2009;;;;;;
5948;1 werkzame persoon;2540 Wapen- en munitie-industrie;Totale bedrijfslasten;2010;;;;;;
5949;1 werkzame persoon;2540 Wapen- en munitie-industrie;Inkoopwaarde omzet;2008;;;;;;
5950;1 werkzame persoon;2540 Wapen- en munitie-industrie;Inkoopwaarde omzet;2009;;;;;;
5951;1 werkzame persoon;2540 Wapen- en munitie-industrie;Inkoopwaarde omzet;2010;;;;;;
5952;1 werkzame persoon;2540 Wapen- en munitie-industrie;Personele kosten;2008;;;;;;
5953;1 werkzame persoon;2540 Wapen- en munitie-industrie;Personele kosten;2009;;;;;;
5954;1 werkzame persoon;2540 Wapen- en munitie-industrie;Personele kosten;2010;;;;;;
5955;1 werkzame persoon;2540 Wapen- en munitie-industrie;Overige bedrijfslasten;2008;;;;;;
5956;1 werkzame persoon;2540 Wapen- en munitie-industrie;Overige bedrijfslasten;2009;;;;;;
5957;1 werkzame persoon;2540 Wapen- en munitie-industrie;Overige bedrijfslasten;2010;;;;;;
5958;1 werkzame persoon;2540 Wapen- en munitie-industrie;Bedrijfsresultaat;2008;;;;;;
5959;1 werkzame persoon;2540 Wapen- en munitie-industrie;Bedrijfsresultaat;2009;;;;;;
5960;1 werkzame persoon;2540 Wapen- en munitie-industrie;Bedrijfsresultaat;2010;;;;;;
5961;1 werkzame persoon;2540 Wapen- en munitie-industrie;Afschrijvingen;2008;;;;;;
5962;1 werkzame persoon;2540 Wapen- en munitie-industrie;Afschrijvingen;2009;;;;;;
5963;1 werkzame persoon;2540 Wapen- en munitie-industrie;Afschrijvingen;2010;;;;;;
5964;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Totale bedrijfsopbrengsten;2008;;;;;;
5965;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Totale bedrijfsopbrengsten;2009;;;;;;
5966;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Totale bedrijfsopbrengsten;2010;;;;;;
5967;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Totale bedrijfslasten;2008;;;;;;
5968;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Totale bedrijfslasten;2009;;;;;;
5969;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Totale bedrijfslasten;2010;;;;;;
5970;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Inkoopwaarde omzet;2008;;;;;;
5971;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Inkoopwaarde omzet;2009;;;;;;
5972;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Inkoopwaarde omzet;2010;;;;;;
5973;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Personele kosten;2008;;;;;;
5974;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Personele kosten;2009;;;;;;
5975;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Personele kosten;2010;;;;;;
5976;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Overige bedrijfslasten;2008;;;;;;
5977;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Overige bedrijfslasten;2009;;;;;;
5978;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Overige bedrijfslasten;2010;;;;;;
5979;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Bedrijfsresultaat;2008;;;;;;
5980;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Bedrijfsresultaat;2009;;;;;;
5981;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Bedrijfsresultaat;2010;;;;;;
5982;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Afschrijvingen;2008;;;;;;
5983;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Afschrijvingen;2009;;;;;;
5984;1 werkzame persoon;255 Smederijen, profielwalserijen e.d.;Afschrijvingen;2010;;;;;;
5985;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Totale bedrijfsopbrengsten;2008;;;;;;
5986;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Totale bedrijfsopbrengsten;2009;;;;;;
5987;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Totale bedrijfsopbrengsten;2010;;;;;;
5988;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Totale bedrijfslasten;2008;;;;;;
5989;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Totale bedrijfslasten;2009;;;;;;
5990;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Totale bedrijfslasten;2010;;;;;;
5991;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Inkoopwaarde omzet;2008;;;;;;
5992;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Inkoopwaarde omzet;2009;;;;;;
