ID;PersoonsEnBuurtkenmerken;Cijfersoort;Perioden;ContactenBurgersEnPolitieTotaal_1;ContactenVanwegeHandhaving_2;Bekeuring_3;Waarschuwing_4;Controle_5;ContactenVanwegeAangifteMelding_6;AangifteMeldingMisdrijf_7;MeldingVerdachteSituatie_8;GetuigeVanMisdrijf_9;AndereContacten_10;Hulpvraag_11;Vergunningaanvraag_12;InformatieEnAdvies_13;OpenDag_14;OverigeContacten_15;Ontevreden_16;Tevreden_17;Handhaving_18;AangifteMelding_19;AndereContacten_20
306;132;Waarde;2007;22.1;15.0;9.6;1.9;3.5;45.7;31.0;12.1;2.6;39.3;5.6;1.9;3.9;1.0;26.9;23.6;61.1;55.8;56.5;68.1
307;132;Waarde;2008;21.1;13.0;6.1;2.4;4.4;46.1;28.6;15.0;2.5;40.9;5.0;2.5;4.8;;28.4;24.3;60.7;64.7;53.5;67.4
308;132;Betrouwbaarheidsmarge;2005;2.2;4.7;3.5;2.4;2.9;6.1;5.8;3.9;;5.8;2.9;2.1;2.3;;5.2;5.6;6.1;;9.0;9.6
309;132;Betrouwbaarheidsmarge;2006;1.1;2.1;1.6;0.9;1.4;2.9;2.7;1.8;0.8;2.8;1.4;0.8;1.4;0.5;2.5;2.7;2.9;7.3;4.4;4.4
310;132;Betrouwbaarheidsmarge;2007;1.2;2.2;1.9;0.8;1.1;3.0;2.8;2.0;1.0;3.0;1.4;0.8;1.2;0.9;2.7;2.6;3.0;8.1;4.5;4.6
311;132;Betrouwbaarheidsmarge;2008;1.1;2.0;1.5;0.9;1.2;3.0;2.8;2.2;1.0;3.0;1.3;0.9;1.4;;2.7;2.7;3.0;7.9;4.5;4.5
312;133;Waarde;2005;23.0;15.7;10.2;;4.8;45.1;28.8;15.2;;39.2;5.4;2.2;4.3;;26.8;28.9;55.3;;51.4;64.8
313;133;Waarde;2006;26.2;15.5;8.8;2.8;3.9;47.4;35.6;9.2;2.6;37.1;6.8;1.1;4.5;0.9;23.8;26.2;55.5;50.3;50.0;64.6
314;133;Waarde;2007;24.5;13.4;8.2;2.3;3.0;51.1;37.3;11.1;2.6;35.5;6.6;1.8;3.8;0.5;22.8;21.2;59.4;54.3;53.0;70.6
315;133;Waarde;2008;;;;;;;;;;;0.0;;;;;;;;;
316;133;Betrouwbaarheidsmarge;2005;2.4;4.3;3.7;;2.5;6.0;5.5;4.5;;6.0;2.9;2.0;2.4;;5.5;5.6;6.1;;9.0;9.5
317;133;Betrouwbaarheidsmarge;2006;1.4;2.2;1.8;0.9;1.2;3.1;3.0;1.8;1.0;3.0;1.7;0.7;1.3;0.6;2.6;2.8;3.1;7.8;4.6;5.0
318;133;Betrouwbaarheidsmarge;2007;1.3;2.2;1.8;0.9;1.0;3.2;3.1;2.0;1.0;3.0;1.6;1.0;1.2;0.5;2.6;2.7;3.2;8.5;4.6;4.8
319;133;Betrouwbaarheidsmarge;2008;;;;;;;;;;;0.0;;;;;;;;;
320;134;Waarde;2005;25.0;15.5;7.8;3.7;4.0;51.2;37.7;12.0;1.5;33.3;1.9;2.1;4.3;;24.7;27.9;54.9;;47.8;65.0
321;134;Waarde;2006;25.5;12.3;5.0;3.3;4.0;48.5;35.3;10.7;2.5;39.2;6.2;1.4;4.9;0.5;26.3;28.1;56.1;46.4;51.0;65.0
322;134;Waarde;2007;24.6;13.6;7.1;2.1;4.4;50.4;35.1;12.5;2.7;36.0;8.1;1.1;4.5;1.1;21.2;26.1;58.3;55.8;51.9;68.2
323;134;Waarde;2008;;;;;;;;;;;0.0;;;;;;;;;
324;134;Betrouwbaarheidsmarge;2005;2.5;4.2;3.1;2.4;2.5;5.9;5.8;3.6;1.4;5.5;1.4;1.6;2.5;;5.1;5.4;5.9;;8.4;9.7
325;134;Betrouwbaarheidsmarge;2006;1.3;2.0;1.3;1.2;1.3;3.0;2.9;1.9;1.0;3.0;1.5;0.9;1.3;0.4;2.7;2.8;3.1;8.6;4.4;4.7
326;134;Betrouwbaarheidsmarge;2007;1.4;2.3;1.7;0.9;1.4;3.3;3.2;2.3;1.1;3.2;1.9;0.9;1.4;0.9;2.7;3.0;3.3;8.8;4.7;5.3
327;134;Betrouwbaarheidsmarge;2008;;;;;;;;;;;0.0;;;;;;;;;
328;135;Waarde;2005;28.2;15.2;8.9;3.0;3.3;45.3;31.8;11.2;2.3;39.4;3.9;;4.5;;29.9;26.7;58.0;;45.4;69.4
329;135;Waarde;2006;27.2;13.6;6.9;2.3;4.4;51.4;37.8;11.1;2.5;35.1;7.6;0.8;3.6;0.7;22.4;28.5;54.6;56.1;46.0;66.7
330;135;Waarde;2007;27.9;10.9;6.2;2.1;2.6;51.7;36.8;11.9;3.0;37.4;7.5;1.3;5.0;0.5;23.2;24.9;57.4;49.7;50.9;68.2
331;135;Waarde;2008;;;;;;;;;;;0.0;;;;;;;;;
332;135;Betrouwbaarheidsmarge;2005;2.6;4.0;3.2;1.9;1.9;5.5;5.1;3.4;1.8;5.4;2.5;;2.3;;5.1;4.9;5.5;;7.9;8.5
333;135;Betrouwbaarheidsmarge;2006;1.4;2.1;1.6;0.9;1.3;3.1;3.0;1.9;1.0;2.9;1.7;0.5;1.1;0.5;2.5;2.8;3.1;8.1;4.3;5.0
334;135;Betrouwbaarheidsmarge;2007;1.4;1.9;1.5;0.9;0.9;3.0;2.9;1.9;1.1;2.9;1.7;0.7;1.2;0.4;2.5;2.6;3.0;9.0;4.2;4.5
335;135;Betrouwbaarheidsmarge;2008;;;;;;;;;;;0.0;;;;;;;;;
336;136;Waarde;2005;25.8;11.9;6.4;;3.6;48.9;36.6;11.0;;39.2;7.5;;5.1;;26.1;31.0;44.9;;37.2;56.0
337;136;Waarde;2006;30.2;12.1;6.4;2.4;3.3;45.9;34.0;8.5;3.3;42.1;8.2;0.9;4.9;0.6;27.5;26.8;58.7;51.4;51.6;68.5
338;136;Waarde;2007;30.5;13.1;6.8;2.0;4.2;51.4;36.0;13.0;2.4;35.5;8.0;0.9;3.8;;22.5;28.5;53.7;48.3;45.7;67.6
339;136;Waarde;2008;;;;;;;;;;;0.0;;;;;;;;;
340;136;Betrouwbaarheidsmarge;2005;2.6;3.7;2.8;;2.1;5.9;5.6;3.9;;5.9;3.5;;3.1;;5.2;5.4;5.9;;8.0;9.7
341;136;Betrouwbaarheidsmarge;2006;1.5;2.0;1.5;0.9;1.1;2.9;2.8;1.6;1.2;2.9;1.6;0.6;1.4;0.4;2.6;2.6;2.9;8.6;4.3;4.2
342;136;Betrouwbaarheidsmarge;2007;1.5;2.1;1.5;0.8;1.3;3.0;2.9;2.1;0.9;2.9;1.8;0.6;1.1;;2.5;2.8;3.1;8.4;4.2;4.8
343;136;Betrouwbaarheidsmarge;2008;;;;;;;;;;;0.0;;;;;;;;;
344;137;Waarde;2005;34.9;10.6;5.3;1.8;3.5;55.4;40.0;11.5;4.0;34.0;9.9;;2.6;;21.5;25.6;51.2;;42.2;67.5
345;137;Waarde;2006;32.1;12.6;7.1;1.9;3.7;52.3;39.5;9.4;3.4;35.1;9.7;0.8;4.3;;20.2;30.8;51.2;50.6;44.7;61.0
346;137;Waarde;2007;33.1;11.3;6.9;2.1;2.3;52.6;39.3;10.5;2.8;36.1;10.0;0.7;3.7;;21.5;28.6;56.8;48.0;51.6;67.2
347;137;Waarde;2008;;;;;;;;;;;0.0;;;;;;;;;
348;137;Betrouwbaarheidsmarge;2005;2.9;3.2;2.4;1.4;2.1;5.2;5.1;3.2;2.0;5.0;3.3;;2.0;;4.4;4.5;5.2;;6.7;8.5
349;137;Betrouwbaarheidsmarge;2006;1.5;2.0;1.5;0.8;1.1;2.9;2.8;1.7;1.1;2.8;1.7;0.5;1.2;;2.3;2.7;2.9;8.3;4.0;4.8
350;137;Betrouwbaarheidsmarge;2007;1.5;1.8;1.5;0.8;0.9;2.9;2.8;1.7;0.9;2.8;1.7;0.5;1.1;;2.4;2.6;2.9;8.5;4.0;4.5
351;137;Betrouwbaarheidsmarge;2008;;;;;;;;;;;0.0;;;;;;;;;
352;138;Waarde;2005;25.1;16.2;10.7;1.7;3.8;46.7;31.1;14.0;;37.1;5.9;3.0;6.0;;21.4;29.6;55.0;;52.6;63.9
353;138;Waarde;2006;26.8;16.3;8.5;3.2;4.7;49.4;36.7;9.6;3.0;34.3;4.9;0.5;4.8;0.5;23.6;27.0;55.5;52.6;50.3;64.2
354;138;Waarde;2007;;;;;;;;;;;0.0;;;;;;;;;
355;138;Waarde;2008;;;;;;;;;;;0.0;;;;;;;;;
356;138;Betrouwbaarheidsmarge;2005;2.6;4.4;3.9;1.4;2.4;6.1;5.7;4.2;;5.9;3.1;2.3;3.0;;5.1;5.7;6.2;;9.0;9.9
357;138;Betrouwbaarheidsmarge;2006;1.4;2.2;1.7;1.0;1.3;3.1;3.0;1.8;1.1;2.9;1.3;0.4;1.4;0.4;2.6;2.8;3.1;7.4;4.4;5.2
358;138;Betrouwbaarheidsmarge;2007;;;;;;;;;;;0.0;;;;;;;;;
359;138;Betrouwbaarheidsmarge;2008;;;;;;;;;;;0.0;;;;;;;;;
360;139;Waarde;2005;25.7;12.3;6.8;;4.0;48.8;37.8;9.6;;38.9;3.1;;4.3;;30.1;28.4;54.0;;44.8;61.9
361;139;Waarde;2006;25.8;12.5;6.6;2.4;3.5;49.1;36.3;10.4;2.4;38.3;6.7;0.9;4.7;0.6;25.5;26.1;58.2;49.9;49.5;71.7
362;139;Waarde;2007;;;;;;;;;;;0.0;;;;;;;;;
363;139;Waarde;2008;;;;;;;;;;;0.0;;;;;;;;;
364;139;Betrouwbaarheidsmarge;2005;2.7;3.9;3.0;;2.4;6.2;6.0;3.4;;6.1;2.5;;2.6;;5.8;5.8;6.2;;8.8;10.1
365;139;Betrouwbaarheidsmarge;2006;1.4;2.2;1.8;1.0;1.2;3.3;3.1;2.0;1.0;3.2;1.8;0.6;1.5;0.5;2.8;2.9;3.2;9.4;4.6;4.7
366;139;Betrouwbaarheidsmarge;2007;;;;;;;;;;;0.0;;;;;;;;;
367;139;Betrouwbaarheidsmarge;2008;;;;;;;;;;;0.0;;;;;;;;;
368;140;Waarde;2005;23.8;17.3;9.0;3.8;4.4;48.2;36.2;10.0;2.0;34.5;5.6;;3.1;;25.5;27.4;53.1;;42.1;66.7
369;140;Waarde;2006;26.6;12.7;5.6;2.7;4.5;47.8;34.4;11.2;2.2;39.5;8.1;1.3;4.4;0.7;24.9;28.0;55.8;52.9;49.1;64.9
370;140;Waarde;2007;;;;;;;;;;;0.0;;;;;;;;;
371;140;Waarde;2008;;;;;;;;;;;0.0;;;;;;;;;
372;140;Betrouwbaarheidsmarge;2005;2.5;4.7;3.5;2.6;2.8;6.1;5.9;3.6;1.8;5.9;3.0;;2.4;;5.4;5.5;6.1;;8.6;10.0
373;140;Betrouwbaarheidsmarge;2006;1.4;2.2;1.4;1.2;1.5;3.2;3.1;2.1;0.9;3.1;1.8;0.7;1.4;0.6;2.8;3.0;3.2;9.2;4.7;5.0
374;140;Betrouwbaarheidsmarge;2007;;;;;;;;;;;0.0;;;;;;;;;
375;140;Betrouwbaarheidsmarge;2008;;;;;;;;;;;0.0;;;;;;;;;
376;141;Waarde;2005;30.2;13.1;7.1;2.3;3.7;48.3;35.5;10.9;1.9;38.6;6.9;;3.8;;27.4;27.9;52.5;;44.9;63.8
377;141;Waarde;2006;30.1;11.1;6.2;1.9;3.0;49.1;37.0;8.8;3.3;39.9;8.9;0.6;4.4;0.5;25.4;30.9;54.8;46.6;48.3;65.1
378;141;Waarde;2007;;;;;;;;;;;0.0;;;;;;;;;
379;141;Waarde;2008;;;;;;;;;;;0.0;;;;;;;;;
380;141;Betrouwbaarheidsmarge;2005;2.8;3.8;3.0;1.8;2.1;5.6;5.3;3.4;1.6;5.5;3.2;;2.4;;5.1;5.0;5.6;;7.7;9.0
381;141;Betrouwbaarheidsmarge;2006;1.5;1.9;1.5;0.8;1.1;3.1;3.0;1.7;1.2;3.0;1.8;0.5;1.3;0.4;2.7;2.9;3.1;9.1;4.4;4.7
382;141;Betrouwbaarheidsmarge;2007;;;;;;;;;;;0.0;;;;;;;;;
383;141;Betrouwbaarheidsmarge;2008;;;;;;;;;;;0.0;;;;;;;;;
384;142;Waarde;2005;32.2;9.8;4.5;2.0;3.3;55.0;37.3;13.9;3.8;35.3;8.2;;3.3;;23.3;26.3;50.1;;39.5;66.7
385;142;Waarde;2006;31.9;13.1;7.2;2.2;3.7;51.3;38.6;9.3;3.4;35.6;9.6;1.2;4.0;0.2;20.5;29.1;51.9;52.1;45.4;61.3
386;142;Waarde;2007;;;;;;;;;;;0.0;;;;;;;;;
387;142;Waarde;2008;;;;;;;;;;;0.0;;;;;;;;;
388;142;Betrouwbaarheidsmarge;2005;3.0;3.4;2.5;1.7;2.1;5.7;5.5;3.9;2.2;5.6;3.4;;2.4;;4.9;5.0;5.8;;7.4;9.1
389;142;Betrouwbaarheidsmarge;2006;1.6;2.1;1.6;0.9;1.2;3.1;3.0;1.8;1.1;2.9;1.8;0.7;1.2;0.2;2.4;2.8;3.1;8.6;4.3;4.9
390;142;Betrouwbaarheidsmarge;2007;;;;;;;;;;;0.0;;;;;;;;;
391;142;Betrouwbaarheidsmarge;2008;;;;;;;;;;;0.0;;;;;;;;;
392;143;Waarde;2005;20.0;20.6;11.5;3.9;5.2;43.5;31.6;9.6;2.3;35.9;3.1;2.8;4.2;;25.1;22.6;59.1;;54.8;73.1
393;143;Waarde;2006;22.5;17.3;9.2;2.8;5.3;45.9;31.5;11.6;2.8;36.8;4.3;1.7;4.8;1.2;24.9;25.1;58.3;53.2;51.7;69.0
394;143;Waarde;2007;22.4;14.8;9.0;1.9;3.9;47.3;32.1;11.4;3.7;37.9;5.5;1.6;3.9;;26.0;23.0;60.4;53.1;58.5;65.8
395;143;Waarde;2008;21.0;14.0;6.2;2.7;5.1;44.6;28.8;13.7;2.2;41.4;4.6;2.7;4.1;;29.9;26.6;59.1;61.6;50.1;67.9
396;143;Betrouwbaarheidsmarge;2005;2.3;5.4;4.4;2.4;3.0;6.5;6.2;3.7;2.2;6.3;2.3;2.4;2.5;;5.7;5.7;6.5;;10.1;9.3
397;143;Betrouwbaarheidsmarge;2006;1.2;2.3;1.8;1.0;1.4;3.1;3.0;2.0;1.1;3.0;1.3;0.8;1.4;0.7;2.7;2.7;3.1;7.4;4.8;4.8
398;143;Betrouwbaarheidsmarge;2007;1.3;2.4;1.9;0.9;1.3;3.3;3.1;2.1;1.3;3.2;1.6;0.9;1.3;;2.9;2.8;3.3;8.6;4.7;5.3
399;143;Betrouwbaarheidsmarge;2008;1.3;2.4;1.7;1.1;1.5;3.4;3.1;2.4;1.0;3.4;1.5;1.1;1.4;;3.2;3.1;3.4;8.8;5.2;5.1
400;144;Waarde;2005;25.1;12.3;7.6;1.7;2.9;48.3;33.1;13.8;1.5;39.4;5.7;1.8;6.1;;25.5;29.2;55.5;;51.0;59.6
401;144;Waarde;2006;25.7;12.0;5.5;3.0;3.5;49.5;36.9;9.9;2.7;38.4;6.2;1.0;4.7;0.4;26.0;26.0;59.4;54.3;50.2;72.6
402;144;Waarde;2007;24.9;12.4;6.4;2.4;3.6;51.2;37.0;11.6;2.7;36.4;7.1;1.7;4.1;0.4;22.9;25.0;59.2;53.4;51.8;71.4
403;144;Waarde;2008;23.3;11.0;4.8;2.7;3.5;48.3;31.6;13.8;2.9;40.6;5.9;1.5;4.6;0.6;28.1;22.2;60.0;51.6;51.6;72.4
404;144;Betrouwbaarheidsmarge;2005;2.2;3.3;2.6;1.6;1.7;5.1;4.9;3.5;1.4;5.0;2.5;1.3;2.4;;4.5;4.8;5.1;;7.5;8.1
405;144;Betrouwbaarheidsmarge;2006;1.1;1.6;1.1;0.8;1.0;2.5;2.5;1.5;0.8;2.5;1.3;0.5;1.1;0.3;2.2;2.3;2.5;7.1;3.7;3.7
406;144;Betrouwbaarheidsmarge;2007;1.1;1.8;1.3;0.8;1.0;2.7;2.6;1.7;0.9;2.6;1.4;0.7;1.0;0.3;2.3;2.4;2.7;7.6;3.8;4.0
407;144;Betrouwbaarheidsmarge;2008;1.1;1.7;1.2;0.9;1.0;2.7;2.6;1.9;0.9;2.7;1.3;0.7;1.2;0.4;2.5;2.3;2.7;8.1;4.0;3.8
408;145;Waarde;2005;27.8;16.2;7.8;2.7;5.7;51.9;37.6;13.1;1.3;31.9;4.1;;2.6;;24.8;28.2;51.0;;39.7;66.1
409;145;Waarde;2006;27.5;13.6;7.0;3.0;3.6;47.8;35.7;8.9;3.3;38.5;8.9;0.8;5.6;0.8;22.5;30.1;53.5;39.6;54.6;56.9
410;145;Waarde;2007;29.0;12.4;6.2;2.1;4.1;51.9;37.6;12.4;2.0;35.6;7.2;0.9;5.4;0.7;21.4;23.4;57.1;51.4;49.5;69.8
411;145;Waarde;2008;27.1;12.2;6.0;2.2;4.0;48.6;32.6;13.8;2.3;39.2;5.7;0.5;4.6;1.5;26.8;27.6;55.5;41.8;50.4;66.1
412;145;Betrouwbaarheidsmarge;2005;2.5;3.8;2.7;1.8;2.6;5.3;5.1;3.5;1.2;5.0;2.5;;2.1;;4.6;4.8;5.3;;7.1;9.5
413;145;Betrouwbaarheidsmarge;2006;1.5;2.3;1.8;1.3;1.2;3.3;3.2;1.9;1.2;3.2;2.0;0.5;1.5;0.7;2.7;3.1;3.3;8.9;4.7;5.4
414;145;Betrouwbaarheidsmarge;2007;1.4;1.9;1.4;0.8;1.2;2.9;2.9;2.0;0.8;2.8;1.5;0.7;1.3;0.5;2.4;2.5;2.9;8.0;4.2;4.5
415;145;Betrouwbaarheidsmarge;2008;1.3;2.0;1.5;0.8;1.2;2.9;2.7;2.0;0.9;2.8;1.4;0.4;1.3;0.7;2.6;2.6;2.9;8.5;4.1;4.4
416;146;Waarde;2005;29.2;10.2;6.7;1.2;2.4;49.8;35.7;11.4;2.8;39.9;7.1;;3.2;;29.0;31.0;51.8;;40.0;68.6
417;146;Waarde;2006;31.4;11.5;6.0;2.3;3.3;49.9;38.1;9.2;2.6;38.6;9.3;0.9;3.9;0.4;24.1;29.4;53.0;48.7;45.8;63.4
418;146;Waarde;2007;30.9;12.0;7.3;2.1;2.5;54.5;38.3;13.9;2.2;33.6;8.3;0.9;2.9;0.6;20.9;28.3;53.6;49.3;46.4;67.2
419;146;Waarde;2008;32.0;12.9;5.7;3.5;3.7;50.6;34.1;13.2;3.4;36.4;7.7;0.7;4.7;0.9;22.5;26.7;57.3;53.3;53.4;64.3
420;146;Betrouwbaarheidsmarge;2005;2.6;3.1;2.7;1.2;1.4;5.4;5.2;3.5;1.8;5.3;3.1;;2.0;;5.0;5.0;5.4;;7.4;7.9
421;146;Betrouwbaarheidsmarge;2006;1.3;1.7;1.2;0.8;1.0;2.6;2.5;1.4;0.9;2.5;1.5;0.6;1.1;0.3;2.2;2.4;2.6;7.6;3.6;4.1
422;146;Betrouwbaarheidsmarge;2007;1.5;1.9;1.5;0.9;0.9;2.8;2.8;2.0;0.9;2.7;1.6;0.7;0.9;0.5;2.3;2.6;2.9;8.2;3.9;4.6
423;146;Betrouwbaarheidsmarge;2008;1.4;1.9;1.3;1.0;1.1;2.7;2.6;1.8;1.0;2.6;1.5;0.5;1.2;0.6;2.3;2.4;2.7;7.7;3.9;4.3
424;147;Waarde;2005;34.0;11.3;5.6;2.3;3.3;52.2;37.7;11.4;3.2;36.6;8.7;;4.0;;23.7;26.2;49.6;;41.9;61.3
425;147;Waarde;2006;32.7;13.1;7.4;1.7;3.9;51.7;38.6;9.7;3.4;35.2;9.1;0.6;4.0;;21.4;30.0;52.5;54.8;44.7;63.0
426;147;Waarde;2007;33.0;11.3;6.8;1.9;2.6;51.1;38.1;9.8;3.1;37.6;10.8;0.8;4.1;;21.7;29.0;56.2;47.6;50.8;66.2
427;147;Waarde;2008;32.2;10.7;5.5;1.4;3.8;51.4;37.4;11.6;2.4;37.9;8.2;0.8;5.6;0.3;22.9;29.6;54.9;46.1;49.7;64.4
428;147;Betrouwbaarheidsmarge;2005;2.7;3.2;2.4;1.5;1.9;5.0;4.8;3.1;1.7;4.9;3.0;;2.3;;4.4;4.3;5.0;;6.5;8.3
429;147;Betrouwbaarheidsmarge;2006;1.5;1.9;1.5;0.7;1.1;2.8;2.7;1.6;1.0;2.6;1.6;0.4;1.1;;2.2;2.6;2.8;7.9;3.9;4.5
430;147;Betrouwbaarheidsmarge;2007;1.5;1.8;1.4;0.7;0.9;2.7;2.7;1.5;0.9;2.7;1.7;0.4;1.1;;2.3;2.5;2.7;8.3;3.9;4.2
431;147;Betrouwbaarheidsmarge;2008;1.4;1.8;1.3;0.6;1.1;2.8;2.7;1.8;0.8;2.7;1.5;0.6;1.4;0.3;2.3;2.5;2.8;8.6;3.9;4.4
432;148;Waarde;2005;38.8;;;;;61.8;41.5;16.1;4.2;33.1;8.2;;;;23.5;32.6;47.4;;;
433;148;Waarde;2006;30.6;10.7;6.1;;;60.4;49.7;9.2;;28.9;7.6;;;;19.5;30.3;43.8;;38.5;
434;148;Waarde;2007;37.8;8.7;6.0;;;51.9;40.2;8.4;3.4;39.4;13.9;;4.2;;20.5;28.3;57.6;;48.4;71.3
435;148;Waarde;2008;33.0;11.1;6.5;;4.0;54.9;45.6;8.1;;33.9;9.6;;5.4;;17.9;23.7;59.1;;53.3;69.3
436;148;Betrouwbaarheidsmarge;2005;6.4;;;;;10.5;10.6;7.4;4.1;10.2;5.6;;;;9.6;9.6;10.7;;;
437;148;Betrouwbaarheidsmarge;2006;3.6;4.8;4.0;;;7.1;7.3;4.4;;6.5;3.8;;;;5.7;6.9;7.2;;8.9;
438;148;Betrouwbaarheidsmarge;2007;3.9;4.0;3.4;;;6.7;6.6;3.4;2.4;6.6;4.6;;2.7;;5.7;6.1;6.7;;9.2;9.9
439;148;Betrouwbaarheidsmarge;2008;3.8;4.7;4.0;;2.8;7.1;7.1;3.8;;6.8;4.5;;3.3;;5.4;6.0;7.0;;9.4;11.6
440;149;Waarde;2005;27.1;14.1;7.9;2.2;4.0;48.8;35.0;11.6;2.2;37.1;6.0;0.9;4.3;0.3;25.6;27.5;53.0;49.7;45.6;64.1
441;149;Waarde;2006;28.4;13.2;6.9;2.4;3.9;48.9;36.1;9.8;3.0;37.9;8.0;1.0;4.6;0.5;23.9;28.4;55.5;52.1;48.8;65.2
442;149;Waarde;2007;27.9;12.6;7.1;2.2;3.3;51.5;36.9;11.9;2.7;35.9;7.9;1.1;4.1;0.5;22.3;26.2;56.9;50.6;50.8;67.8
443;149;Waarde;2008;27.2;12.0;5.5;2.5;3.9;49.1;33.0;13.3;2.8;39.0;6.6;1.1;4.8;0.7;25.7;27.0;56.9;49.8;51.0;66.6
444;149;Betrouwbaarheidsmarge;2005;1.1;1.7;1.3;0.7;1.0;2.5;2.4;1.6;0.7;2.4;1.3;0.4;1.1;0.3;2.2;2.2;2.5;6.5;3.5;4.0
445;149;Betrouwbaarheidsmarge;2006;0.6;0.9;0.7;0.4;0.5;1.3;1.3;0.8;0.5;1.3;0.7;0.3;0.6;0.2;1.1;1.2;1.3;3.6;1.9;2.0
446;149;Betrouwbaarheidsmarge;2007;0.6;0.9;0.7;0.4;0.5;1.3;1.3;0.9;0.4;1.3;0.7;0.3;0.5;0.2;1.1;1.2;1.3;3.7;1.9;2.1
447;149;Betrouwbaarheidsmarge;2008;0.6;0.9;0.6;0.4;0.5;1.3;1.3;0.9;0.4;1.3;0.7;0.3;0.6;0.2;1.2;1.2;1.3;3.9;1.9;2.0
