ID;PersoonsEnBuurtkenmerken;Cijfersoort;Perioden;ContactenBurgersEnPolitieTotaal_1;ContactenVanwegeHandhaving_2;Bekeuring_3;Waarschuwing_4;Controle_5;ContactenVanwegeAangifteMelding_6;AangifteMeldingMisdrijf_7;MeldingVerdachteSituatie_8;GetuigeVanMisdrijf_9;AndereContacten_10;Hulpvraag_11;Vergunningaanvraag_12;InformatieEnAdvies_13;OpenDag_14;OverigeContacten_15;Ontevreden_16;Tevreden_17;Handhaving_18;AangifteMelding_19;AndereContacten_20
10;100;Waarde;2007;32.5;34.6;19.5;7.2;8.0;36.8;28.0;3.7;5.1;28.5;5.0;;1.8;;20.7;28.8;48.5;49.5;41.4;55.9
11;100;Waarde;2008;29.5;37.2;13.9;16.0;7.3;31.4;21.5;3.9;5.9;31.5;2.1;;4.4;2.1;21.3;29.0;54.7;55.9;41.6;66.3
12;100;Betrouwbaarheidsmarge;2005;4.6;9.6;8.0;6.8;6.0;9.4;8.4;6.5;;6.8;;;;;6.2;8.7;9.5;;;
13;100;Betrouwbaarheidsmarge;2006;2.7;5.2;4.2;3.5;3.6;4.8;4.6;1.9;1.5;4.4;1.7;;2.1;;3.8;4.9;5.2;8.0;9.2;10.2
14;100;Betrouwbaarheidsmarge;2007;2.8;5.0;4.2;2.5;2.8;5.2;4.9;2.1;2.6;4.9;2.4;;1.8;;4.4;5.0;5.4;8.7;8.7;10.3
15;100;Betrouwbaarheidsmarge;2008;2.6;5.3;3.8;4.0;2.8;5.1;4.6;1.9;2.6;5.1;1.7;;2.6;1.6;4.5;5.0;5.5;8.6;9.5;9.3
16;101;Waarde;2005;33.8;23.9;15.5;;7.0;46.0;35.4;7.9;2.7;30.1;4.7;;4.1;;20.6;32.4;47.2;;39.7;
17;101;Waarde;2006;37.1;21.7;13.3;3.5;4.8;47.2;36.8;6.9;3.6;31.1;5.0;0.8;4.5;;20.5;36.4;45.1;31.2;42.3;59.1
18;101;Waarde;2007;35.4;20.0;11.5;3.8;4.7;50.2;39.4;6.2;4.6;29.9;4.9;;3.4;;20.4;29.9;51.2;51.6;42.6;65.0
19;101;Waarde;2008;34.7;19.6;11.3;2.3;6.1;47.6;36.7;7.9;3.0;32.8;4.5;0.8;4.4;0.6;22.5;31.8;49.5;46.1;39.2;66.7
20;101;Betrouwbaarheidsmarge;2005;3.8;5.9;5.0;;3.8;6.9;6.6;3.8;2.7;6.5;3.2;;3.2;;5.8;6.5;6.9;;9.7;
21;101;Betrouwbaarheidsmarge;2006;2.2;3.1;2.6;1.4;1.6;3.8;3.7;2.3;1.4;3.5;1.8;0.7;1.6;;3.0;3.7;3.8;7.4;5.6;6.6
22;101;Betrouwbaarheidsmarge;2007;2.2;2.9;2.3;1.3;1.5;3.9;3.9;1.8;1.6;3.6;1.8;;1.5;;3.2;3.6;3.9;7.8;5.6;7.0
23;101;Betrouwbaarheidsmarge;2008;2.1;3.1;2.4;1.1;2.0;3.9;3.7;2.2;1.1;3.6;1.7;0.7;1.7;0.6;3.1;3.6;3.9;8.6;5.4;6.3
24;102;Waarde;2005;32.7;12.4;8.2;1.8;2.4;46.6;34.7;10.1;1.8;41.0;6.6;;5.6;;27.7;27.4;50.9;;36.8;68.2
25;102;Waarde;2006;34.6;12.4;6.8;2.1;3.5;52.2;39.3;8.6;4.2;35.4;8.8;1.1;3.3;;22.0;27.6;54.6;57.3;47.4;63.8
26;102;Waarde;2007;34.7;12.0;6.6;2.0;3.3;48.0;34.3;11.9;1.8;40.0;10.2;1.4;4.7;0.5;23.2;24.2;57.8;55.7;46.2;72.5
27;102;Waarde;2008;33.7;11.8;5.0;2.0;4.9;49.1;34.1;12.4;2.6;39.1;8.2;0.7;6.6;;23.5;27.4;54.7;44.3;49.5;64.3
28;102;Betrouwbaarheidsmarge;2005;3.1;3.7;3.2;1.5;1.7;5.9;5.6;3.6;1.4;5.8;3.3;;2.9;;5.3;5.3;5.9;;8.1;8.8
29;102;Betrouwbaarheidsmarge;2006;1.7;2.2;1.7;1.0;1.2;3.2;3.1;1.6;1.4;3.0;1.9;0.6;1.2;;2.6;2.8;3.2;9.2;4.3;5.1
30;102;Betrouwbaarheidsmarge;2007;1.8;2.1;1.6;1.0;1.2;3.2;3.1;2.0;0.9;3.1;2.0;0.9;1.4;0.4;2.7;2.7;3.2;9.5;4.6;4.4
31;102;Betrouwbaarheidsmarge;2008;1.8;2.2;1.5;0.9;1.6;3.3;3.1;2.1;1.0;3.3;1.8;0.6;1.8;;2.8;3.0;3.3;9.9;4.6;5.1
32;103;Waarde;2005;35.4;10.4;5.0;1.7;3.7;53.3;37.3;12.9;3.1;36.4;7.9;1.0;3.2;;24.0;29.3;53.5;;46.9;64.6
33;103;Waarde;2006;31.5;10.0;5.0;1.4;3.6;46.7;33.6;10.6;2.5;43.3;10.4;0.6;4.7;0.6;27.0;26.4;56.3;55.3;47.1;66.5
34;103;Waarde;2007;33.1;9.1;5.2;1.3;2.6;55.9;40.8;12.3;2.8;35.0;9.6;1.3;3.8;;19.9;30.0;52.7;47.6;49.3;59.3
35;103;Waarde;2008;31.2;9.4;4.8;2.1;2.6;50.7;33.0;15.3;2.4;39.8;6.9;1.2;4.7;0.7;26.3;26.9;57.0;56.9;52.9;62.2
36;103;Betrouwbaarheidsmarge;2005;2.7;3.0;2.2;1.3;1.8;4.8;4.7;3.1;1.8;4.7;2.9;0.9;1.7;;4.2;4.4;4.8;;6.5;7.8
37;103;Betrouwbaarheidsmarge;2006;1.4;1.7;1.1;0.6;1.2;2.7;2.5;1.6;0.8;2.7;1.7;0.4;1.1;0.3;2.4;2.4;2.7;8.6;3.9;3.8
38;103;Betrouwbaarheidsmarge;2007;1.5;1.5;1.2;0.6;0.8;2.7;2.7;1.8;0.9;2.6;1.7;0.6;1.0;;2.2;2.6;2.8;8.7;3.7;4.5
39;103;Betrouwbaarheidsmarge;2008;1.4;1.6;1.2;0.8;0.8;2.7;2.6;2.0;0.9;2.7;1.4;0.6;1.2;0.4;2.4;2.4;2.7;8.8;3.9;4.2
40;104;Waarde;2005;27.4;8.9;4.1;1.7;3.1;51.5;35.0;15.0;;39.5;6.3;;3.1;;29.0;27.6;52.6;;45.0;61.8
41;104;Waarde;2006;30.5;7.9;4.0;1.4;2.6;51.4;39.1;9.5;2.8;40.7;8.7;1.1;3.9;0.4;26.7;26.6;57.7;54.6;51.5;65.9
42;104;Waarde;2007;30.1;9.1;4.9;1.5;2.7;53.9;38.9;12.7;2.3;37.0;7.9;1.0;3.7;0.6;23.6;24.7;61.0;44.5;56.0;72.3
43;104;Waarde;2008;30.2;7.7;4.0;0.6;3.0;52.2;36.6;13.8;1.7;40.2;7.0;1.2;4.0;;27.9;25.8;57.7;41.2;51.0;69.9
44;104;Betrouwbaarheidsmarge;2005;2.5;3.1;2.1;1.7;2.0;5.5;5.2;3.9;;5.4;2.8;;2.0;;5.1;5.0;5.6;;7.6;8.9
45;104;Betrouwbaarheidsmarge;2006;1.4;1.5;1.1;0.7;0.9;2.8;2.8;1.6;0.9;2.8;1.6;0.7;1.1;0.3;2.5;2.6;2.8;9.8;4.0;4.2
46;104;Betrouwbaarheidsmarge;2007;1.4;1.8;1.4;0.7;1.2;2.9;2.9;1.9;0.9;2.8;1.6;0.6;1.1;0.4;2.5;2.6;2.9;10.6;4.0;4.2
47;104;Betrouwbaarheidsmarge;2008;1.4;1.5;1.1;0.4;1.0;2.9;2.8;1.9;0.8;2.8;1.5;0.7;1.2;;2.6;2.5;2.8;9.8;4.0;4.2
48;105;Waarde;2005;23.2;8.2;3.7;3.1;;48.4;34.7;11.5;2.2;43.5;4.9;;7.1;;28.9;27.3;57.8;;45.9;69.0
49;105;Waarde;2006;23.7;8.9;3.8;1.4;3.8;54.9;40.0;12.6;2.3;36.1;7.2;1.6;5.3;0.8;21.2;29.4;57.6;61.1;50.5;67.2
50;105;Waarde;2007;23.4;8.3;4.8;0.9;2.5;52.5;35.1;15.3;2.1;39.2;9.9;1.8;3.9;;23.4;25.7;57.4;50.0;50.4;68.5
51;105;Waarde;2008;22.3;9.3;4.1;1.1;4.1;51.8;33.7;14.5;3.6;38.9;9.5;1.3;5.1;0.8;22.2;26.6;59.3;57.0;55.4;64.9
52;105;Betrouwbaarheidsmarge;2005;2.6;3.7;2.5;2.8;;6.5;6.1;4.0;2.0;6.5;3.4;;3.8;;5.8;5.7;6.4;;8.9;9.0
53;105;Betrouwbaarheidsmarge;2006;1.4;1.8;1.2;0.8;1.3;3.4;3.4;2.2;1.1;3.3;1.9;0.9;1.6;0.6;2.8;3.2;3.5;10.4;4.8;5.6
54;105;Betrouwbaarheidsmarge;2007;1.4;2.0;1.7;0.6;1.1;3.5;3.3;2.5;1.1;3.4;2.3;0.9;1.3;;2.9;3.0;3.5;12.1;4.8;5.4
55;105;Betrouwbaarheidsmarge;2008;1.3;2.1;1.6;0.7;1.4;3.5;3.3;2.5;1.4;3.4;2.1;0.9;1.5;0.7;2.9;3.2;3.5;12.0;4.9;5.3
56;106;Waarde;2005;13.7;5.3;5.3;;;53.5;41.2;9.0;;41.2;6.1;;;;35.1;26.3;55.8;;;
57;106;Waarde;2006;17.8;8.8;4.4;1.3;3.1;51.3;33.4;16.3;;39.9;7.8;1.2;6.8;;23.9;26.3;56.6;;46.1;66.8
58;106;Waarde;2007;16.9;7.9;4.5;1.2;2.3;55.0;35.3;17.3;2.4;37.1;5.4;;6.9;;24.0;21.8;67.6;;64.7;74.1
59;106;Waarde;2008;18.7;8.1;3.6;1.9;2.7;51.6;33.6;16.0;2.0;40.3;5.4;1.8;2.9;;29.5;23.8;65.7;;63.1;71.3
60;106;Betrouwbaarheidsmarge;2005;2.7;4.9;4.9;;;10.4;10.3;6.1;;10.2;5.5;;;;9.9;9.0;10.3;;;
61;106;Betrouwbaarheidsmarge;2006;1.6;2.8;2.2;1.0;1.7;5.1;4.9;4.0;;4.9;2.9;1.1;2.6;;4.1;4.8;5.2;;7.4;7.5
62;106;Betrouwbaarheidsmarge;2007;1.5;2.7;2.2;1.0;1.5;5.1;4.9;4.1;1.7;4.9;2.7;;2.6;;4.3;4.3;4.8;;6.7;7.2
63;106;Betrouwbaarheidsmarge;2008;1.6;2.6;1.9;1.2;1.5;4.8;4.7;3.5;1.6;4.7;2.3;1.3;1.6;;4.4;4.1;4.6;;6.6;6.9
64;107;Waarde;2005;12.9;;;;;;;;;;;;;;;;;;;
65;107;Waarde;2006;11.0;6.8;;;3.8;57.3;44.4;10.2;2.6;35.9;3.4;;6.9;;24.8;14.1;71.1;;64.4;
66;107;Waarde;2007;11.1;13.5;10.1;;;45.6;34.8;8.7;;40.9;6.0;;5.7;;26.9;13.5;75.4;;72.7;84.3
67;107;Waarde;2008;11.4;5.6;2.4;;;45.6;26.3;16.2;3.1;48.8;4.4;;8.0;4.4;31.8;11.3;71.9;;55.5;87.9
68;107;Betrouwbaarheidsmarge;2005;3.6;;;;;;;;;;;;;;;;;;;
69;107;Betrouwbaarheidsmarge;2006;1.6;3.4;;;2.7;7.7;7.8;5.1;2.5;7.5;3.3;;4.1;;6.7;5.5;7.5;;10.5;
70;107;Betrouwbaarheidsmarge;2007;1.6;5.4;4.8;;;7.8;7.6;4.5;;7.6;4.1;;3.7;;6.8;5.5;6.8;;10.4;9.3
71;107;Betrouwbaarheidsmarge;2008;1.6;3.5;2.3;;;7.8;6.8;5.9;3.0;7.8;3.6;;4.4;4.0;7.3;4.9;6.9;;11.3;6.9
72;108;Waarde;2005;30.9;17.4;9.8;3.2;4.5;47.3;33.8;11.4;2.0;35.3;5.1;1.1;3.8;;25.1;29.3;52.5;52.3;44.1;63.9
73;108;Waarde;2006;31.0;16.3;8.9;3.0;4.5;46.6;35.2;9.2;2.1;37.1;7.5;1.4;4.3;0.4;23.5;30.6;53.6;49.6;47.0;63.5
74;108;Waarde;2007;31.5;15.4;9.1;2.5;3.7;49.5;36.5;10.6;2.4;35.1;6.9;1.5;4.4;0.4;21.9;27.7;54.9;49.1;48.1;66.9
75;108;Waarde;2008;29.8;15.1;7.4;2.8;4.9;47.6;33.1;12.1;2.4;37.3;6.0;1.5;5.1;0.7;23.9;28.5;55.9;47.8;50.8;65.6
76;108;Betrouwbaarheidsmarge;2005;1.7;2.4;1.9;1.1;1.4;3.3;3.1;2.1;0.9;3.2;1.5;0.7;1.3;;2.9;3.0;3.3;7.6;4.8;5.4
77;108;Betrouwbaarheidsmarge;2006;0.9;1.3;1.0;0.6;0.8;1.8;1.7;1.1;0.5;1.7;1.0;0.4;0.7;0.2;1.5;1.7;1.8;4.5;2.7;2.8
78;108;Betrouwbaarheidsmarge;2007;0.9;1.3;1.0;0.5;0.7;1.8;1.7;1.1;0.6;1.7;1.0;0.4;0.7;0.3;1.5;1.6;1.8;4.5;2.6;2.8
79;108;Betrouwbaarheidsmarge;2008;0.9;1.3;0.9;0.6;0.8;1.8;1.7;1.2;0.6;1.7;0.9;0.4;0.9;0.3;1.5;1.6;1.8;4.6;2.6;2.8
80;109;Waarde;2005;24.5;8.4;4.5;1.2;2.7;52.4;37.2;12.4;2.8;39.2;7.3;0.6;4.4;0.5;26.4;26.6;52.2;45.8;44.5;64.0
81;109;Waarde;2006;26.1;9.3;4.4;1.8;3.1;53.1;38.7;10.4;3.9;37.6;8.4;0.4;4.5;0.5;23.7;25.8;56.6;54.6;49.5;66.8
82;109;Waarde;2007;25.4;8.6;4.4;1.6;2.6;54.0;37.9;13.0;3.1;37.4;10.0;0.6;3.7;0.5;22.7;24.6;59.4;53.9;53.4;69.3
83;109;Waarde;2008;25.3;8.4;3.7;2.0;2.8;51.4;34.3;14.0;3.0;40.2;7.6;0.7;4.6;0.6;26.7;24.8;58.4;55.4;51.4;68.0
84;109;Betrouwbaarheidsmarge;2005;1.5;1.9;1.4;0.8;1.1;3.5;3.4;2.2;1.2;3.5;2.1;0.5;1.6;0.5;3.1;3.2;3.6;11.5;4.8;5.7
85;109;Betrouwbaarheidsmarge;2006;0.8;1.1;0.8;0.5;0.7;1.9;1.8;1.1;0.8;1.8;1.1;0.2;0.8;0.2;1.6;1.6;1.9;6.1;2.6;2.9
86;109;Betrouwbaarheidsmarge;2007;0.8;1.1;0.8;0.5;0.6;1.9;1.9;1.3;0.6;1.9;1.2;0.3;0.7;0.3;1.6;1.7;1.9;6.5;2.6;2.9
87;109;Betrouwbaarheidsmarge;2008;0.8;1.1;0.8;0.5;0.7;1.9;1.8;1.3;0.7;1.9;1.0;0.3;0.8;0.3;1.7;1.7;1.9;6.7;2.7;2.8
88;111;Waarde;2005;24.8;8.8;4.5;1.8;2.6;51.9;36.6;13.8;1.5;39.3;6.2;1.4;4.1;0.4;27.2;27.1;55.6;52.9;48.2;66.1
89;111;Waarde;2006;26.6;8.6;4.0;1.4;3.2;51.2;36.7;11.7;2.8;40.2;8.6;1.2;4.4;0.6;25.5;26.3;57.9;57.6;51.2;66.2
90;111;Waarde;2007;26.9;8.0;4.2;1.6;2.2;54.8;38.7;13.7;2.3;37.3;8.3;1.4;4.7;0.6;22.3;24.7;59.5;52.3;54.0;69.2
91;111;Waarde;2008;25.3;7.3;3.3;1.4;2.6;51.4;33.9;14.8;2.7;41.3;7.3;1.5;4.6;0.7;27.2;25.9;58.9;54.3;52.4;67.9
92;111;Betrouwbaarheidsmarge;2005;1.4;1.9;1.4;1.0;1.1;3.4;3.2;2.3;0.9;3.3;1.8;0.8;1.4;0.4;3.0;3.0;3.3;11.1;4.5;5.2
93;111;Betrouwbaarheidsmarge;2006;0.8;1.0;0.7;0.4;0.6;1.7;1.7;1.1;0.6;1.7;1.0;0.4;0.7;0.2;1.5;1.6;1.7;5.9;2.4;2.6
94;111;Betrouwbaarheidsmarge;2007;0.8;1.0;0.7;0.5;0.5;1.8;1.7;1.2;0.5;1.7;1.0;0.4;0.7;0.3;1.5;1.6;1.8;6.3;2.4;2.7
95;111;Betrouwbaarheidsmarge;2008;0.8;0.9;0.7;0.4;0.6;1.8;1.7;1.3;0.6;1.8;1.0;0.5;0.8;0.3;1.6;1.6;1.8;6.7;2.5;2.7
96;112;Waarde;2005;33.6;10.7;5.1;;4.5;49.8;34.5;10.6;4.6;39.5;11.2;;;;24.6;31.7;52.8;;39.2;
97;112;Waarde;2006;28.5;7.5;3.8;1.1;2.6;47.2;35.4;10.2;1.5;45.3;11.4;;4.1;;29.5;33.7;53.3;;40.2;65.2
98;112;Waarde;2007;29.6;10.6;6.8;;2.9;50.2;35.4;11.9;2.9;39.2;13.5;;3.1;;21.3;29.8;59.8;;56.8;67.4
99;112;Waarde;2008;30.5;11.7;5.7;1.6;4.4;50.5;34.0;12.8;3.7;37.8;7.6;;5.7;;23.5;26.8;58.9;;57.8;63.3
100;112;Betrouwbaarheidsmarge;2005;4.5;4.9;3.4;;3.6;8.2;8.0;5.0;3.8;8.1;5.3;;;;7.1;7.7;8.2;;11.5;
101;112;Betrouwbaarheidsmarge;2006;2.4;2.9;2.2;0.9;2.0;5.1;5.0;2.9;1.3;5.1;3.0;;2.0;;4.7;5.0;5.2;;7.3;7.0
102;112;Betrouwbaarheidsmarge;2007;2.4;3.2;2.7;;1.7;5.0;4.8;3.4;1.6;4.8;3.5;;1.5;;3.9;4.5;4.8;;7.1;7.0
103;112;Betrouwbaarheidsmarge;2008;2.3;3.0;2.3;1.1;2.0;4.7;4.5;3.1;2.0;4.5;2.5;;2.3;;3.9;4.1;4.6;;6.5;7.4
104;113;Waarde;2005;13.8;;;;;;;;;;;;;;;;;;;
105;113;Waarde;2006;14.5;6.9;3.9;;2.4;55.6;42.4;11.9;;37.5;6.1;;5.3;;25.4;19.6;67.4;;55.0;83.9
106;113;Waarde;2007;13.7;12.0;7.2;;;62.4;43.5;17.4;;25.7;;;3.3;;20.3;21.6;66.6;;63.1;
107;113;Waarde;2008;14.2;8.4;;;4.0;50.7;30.3;19.4;;40.9;5.1;;;3.9;28.7;19.2;69.9;;67.0;75.6
108;113;Betrouwbaarheidsmarge;2005;3.7;;;;;;;;;;;;;;;;;;;
109;113;Betrouwbaarheidsmarge;2006;1.9;3.4;2.8;;2.1;7.1;7.1;4.9;;7.0;3.9;;3.1;;6.3;5.7;6.8;;9.7;8.4
110;113;Betrouwbaarheidsmarge;2007;2.1;6.2;4.4;;;8.0;8.2;6.4;;6.9;;;3.2;;6.3;6.8;7.8;;10.2;
111;113;Betrouwbaarheidsmarge;2008;2.1;4.1;;;2.8;7.9;7.7;6.3;;7.7;3.9;;;3.6;6.9;6.2;7.2;;10.6;10.2
112;114;Waarde;2005;33.5;20.2;11.9;3.3;5.0;46.3;33.6;9.8;2.9;33.5;5.3;;4.5;;23.4;29.2;47.7;48.8;38.5;59.7
113;114;Waarde;2006;34.0;20.1;11.0;4.1;5.0;47.5;36.8;7.2;3.5;32.4;6.6;0.8;4.5;0.4;20.2;30.7;50.8;46.7;45.2;61.6
114;114;Waarde;2007;33.0;18.1;10.5;3.0;4.5;47.0;35.0;8.7;3.3;35.0;7.7;1.0;3.5;0.3;22.5;28.0;52.5;50.2;43.3;65.9
115;114;Waarde;2008;32.4;17.8;8.7;3.9;5.3;46.8;33.6;10.5;2.8;35.4;6.0;0.6;5.3;0.5;22.9;28.4;53.3;47.8;46.5;65.0
116;114;Betrouwbaarheidsmarge;2005;2.1;3.0;2.5;1.3;1.6;4.0;3.8;2.4;1.2;3.8;1.9;;1.7;;3.4;3.6;4.0;8.2;5.7;6.9
117;114;Betrouwbaarheidsmarge;2006;1.2;1.7;1.3;0.8;1.0;2.2;2.1;1.1;0.8;2.0;1.1;0.4;0.9;0.2;1.7;2.0;2.2;4.7;3.2;3.7
118;114;Betrouwbaarheidsmarge;2007;1.1;1.6;1.3;0.7;0.8;2.2;2.1;1.2;0.8;2.1;1.2;0.4;0.8;0.2;1.8;2.0;2.2;4.8;3.1;3.5
119;114;Betrouwbaarheidsmarge;2008;1.1;1.6;1.2;0.8;1.0;2.1;2.0;1.3;0.6;2.1;1.0;0.3;1.0;0.3;1.8;1.9;2.1;5.0;3.1;3.4
120;115;Waarde;2005;21.2;19.0;9.1;5.6;4.3;42.7;31.5;7.8;3.4;38.3;9.1;;4.1;;24.7;31.9;50.4;;45.5;59.9
121;115;Waarde;2006;21.6;19.1;8.7;4.5;5.9;44.9;36.2;6.1;2.6;36.0;9.6;1.0;4.3;;20.9;32.0;54.6;57.4;44.9;64.7
122;115;Waarde;2007;23.3;15.8;8.4;2.9;4.6;48.9;35.2;10.5;3.2;35.3;10.1;0.8;3.5;;20.4;28.0;57.7;54.6;48.8;71.2
123;115;Waarde;2008;21.3;15.6;6.4;4.3;4.9;48.6;34.0;11.3;3.3;35.8;7.8;;3.7;;23.1;30.6;56.9;64.4;49.8;63.3
124;115;Betrouwbaarheidsmarge;2005;2.4;5.0;3.8;2.9;2.5;6.5;6.2;3.2;2.5;6.4;3.9;;2.9;;5.8;6.2;6.6;;9.9;10.4
125;115;Betrouwbaarheidsmarge;2006;1.4;2.8;2.0;1.3;1.8;3.7;3.6;1.8;1.1;3.6;2.4;0.8;1.6;;2.9;3.6;3.7;7.8;5.7;6.0
126;115;Betrouwbaarheidsmarge;2007;1.3;2.4;1.8;1.0;1.5;3.3;3.2;2.0;1.1;3.2;2.1;0.7;1.1;;2.6;3.0;3.3;8.2;4.8;4.9
127;115;Betrouwbaarheidsmarge;2008;1.3;2.7;2.0;1.4;1.7;3.7;3.5;2.3;1.3;3.5;2.0;;1.4;;3.0;3.4;3.6;9.1;5.3;5.8
128;116;Waarde;2005;23.3;15.7;10.0;2.7;3.1;48.4;34.1;12.1;2.2;35.9;6.2;1.3;4.1;1.0;23.4;27.2;55.2;43.1;45.5;73.6
129;116;Waarde;2006;26.8;16.0;8.5;3.1;4.5;48.0;36.3;9.1;2.6;36.0;7.4;1.7;4.3;0.3;22.3;31.6;53.2;46.1;49.2;61.8
130;116;Waarde;2007;27.0;14.7;8.3;2.5;3.9;49.3;35.7;10.9;2.7;36.0;7.4;1.4;3.6;;23.4;26.5;56.5;51.2;53.1;63.3
131;116;Waarde;2008;25.8;15.3;5.8;3.6;5.9;45.5;31.2;11.3;3.1;39.2;7.2;0.8;5.2;0.8;25.2;26.1;60.5;54.9;57.3;66.7
132;116;Betrouwbaarheidsmarge;2005;2.0;3.5;2.9;1.6;1.7;5.0;4.7;3.3;1.5;4.9;2.5;1.3;2.5;1.0;4.4;4.4;5.0;11.9;7.0;7.7
133;116;Betrouwbaarheidsmarge;2006;1.2;1.9;1.4;0.9;1.1;2.6;2.5;1.5;0.9;2.6;1.5;0.7;1.1;0.3;2.2;2.5;2.7;6.3;3.8;4.4
134;116;Betrouwbaarheidsmarge;2007;1.2;1.9;1.5;0.8;1.0;2.7;2.6;1.7;0.9;2.7;1.5;0.6;1.1;;2.3;2.5;2.7;6.9;3.9;4.6
135;116;Betrouwbaarheidsmarge;2008;1.2;2.0;1.3;1.0;1.4;2.8;2.6;1.8;1.0;2.7;1.5;0.6;1.3;0.5;2.4;2.5;2.7;7.0;4.1;4.3
136;117;Waarde;2005;31.4;12.5;8.0;;4.2;50.0;35.8;11.7;2.5;37.5;4.5;;4.6;;28.2;28.1;51.4;58.3;43.2;60.0
137;117;Waarde;2006;31.2;11.8;6.7;1.7;3.5;50.6;36.9;10.6;3.1;37.5;7.6;0.9;4.1;0.5;24.4;26.7;55.7;49.8;48.2;67.2
138;117;Waarde;2007;29.9;10.5;6.1;1.7;2.7;53.0;38.8;11.6;2.5;36.6;8.5;1.4;4.2;0.4;22.1;26.1;57.8;56.5;51.5;67.3
139;117;Waarde;2008;30.4;11.1;5.9;1.8;3.4;50.4;35.1;13.1;2.2;38.5;6.0;1.0;5.0;0.7;25.8;27.5;53.9;42.2;47.1;66.2
140;117;Betrouwbaarheidsmarge;2005;2.0;2.6;2.1;;1.6;3.9;3.7;2.6;1.2;3.9;1.8;;1.7;;3.6;3.5;4.0;10.5;5.4;6.6
141;117;Betrouwbaarheidsmarge;2006;1.1;1.4;1.2;0.5;0.8;2.1;2.0;1.3;0.8;2.0;1.1;0.4;0.8;0.3;1.8;1.9;2.1;6.4;3.0;3.1
142;117;Betrouwbaarheidsmarge;2007;1.1;1.3;1.0;0.6;0.7;2.2;2.2;1.4;0.7;2.1;1.3;0.5;0.9;0.2;1.8;1.9;2.2;6.6;3.1;3.4
143;117;Betrouwbaarheidsmarge;2008;1.0;1.4;1.0;0.6;0.8;2.1;2.0;1.4;0.6;2.0;1.0;0.4;1.0;0.4;1.8;1.9;2.1;6.3;2.9;3.2
144;118;Waarde;2005;33.9;8.8;3.4;2.7;2.6;54.7;37.7;15.1;1.9;36.5;6.7;2.2;3.6;;23.6;25.9;54.2;;47.8;64.7
145;118;Waarde;2006;32.6;8.0;4.4;0.8;2.9;50.2;36.5;10.9;2.7;41.8;8.0;;6.0;0.8;26.7;26.8;56.2;53.1;49.5;64.9
146;118;Waarde;2007;32.5;10.3;6.4;1.2;2.7;53.1;36.9;13.5;2.6;36.6;7.2;0.9;4.4;0.9;23.2;24.6;56.1;38.1;49.2;71.2
147;118;Waarde;2008;30.6;8.3;4.9;1.3;2.1;50.0;32.9;14.4;2.7;41.7;7.4;1.6;5.3;0.7;26.7;24.0;59.1;35.0;54.2;70.1
