ID;Voertuigsoort;BedrijfstakkenSBI2008;KenmerkenVrachtautoSEnTrekkers;Perioden;AantalVoertuigenInGebruik_1
4365;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 12000 tot 18000 kg;2009;860
4366;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 12000 tot 18000 kg;2010;910
4367;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 12000 tot 18000 kg;2011;860
4368;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 18000 kg tot 40000 kg;2009;310
4369;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 18000 kg tot 40000 kg;2010;320
4370;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 18000 kg tot 40000 kg;2011;330
4371;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 40000 kg of meer;2009;0
4372;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 40000 kg of meer;2010;0
4373;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 40000 kg of meer;2011;0
4374;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: onbekend;2009;0
4375;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: onbekend;2010;0
4376;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: onbekend;2011;0
4377;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: tot 10000 kg;2009;1860
4378;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: tot 10000 kg;2010;1700
4379;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: tot 10000 kg;2011;1660
4380;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: 10000 tot 20000 kg;2009;2500
4381;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: 10000 tot 20000 kg;2010;2220
4382;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: 10000 tot 20000 kg;2011;2130
4383;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: 20000 kg of meer;2009;1550
4384;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: 20000 kg of meer;2010;1580
4385;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: 20000 kg of meer;2011;1560
4386;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: onbekend;2009;0
4387;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: onbekend;2010;0
4388;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Gewicht volle wagen: onbekend;2011;0
4389;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: 0 tot 210 cm;2009;180
4390;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: 0 tot 210 cm;2010;180
4391;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: 0 tot 210 cm;2011;180
4392;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: 210 tot 240 cm;2009;1230
4393;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: 210 tot 240 cm;2010;1170
4394;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: 210 tot 240 cm;2011;1110
4395;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: 240 tot 250 cm;2009;540
4396;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: 240 tot 250 cm;2010;460
4397;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: 240 tot 250 cm;2011;450
4398;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: 250 tot 255 cm;2009;1770
4399;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: 250 tot 255 cm;2010;1740
4400;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: 250 tot 255 cm;2011;1610
4401;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: 255 tot 260 cm;2009;1530
4402;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: 255 tot 260 cm;2010;1530
4403;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: 255 tot 260 cm;2011;1530
4404;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: 260 cm of meer;2009;300
4405;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: 260 cm of meer;2010;190
4406;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: 260 cm of meer;2011;180
4407;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: onbekend;2009;370
4408;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: onbekend;2010;240
4409;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Breedte: onbekend;2011;290
4410;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Totaal;2009;1770
4411;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Totaal;2010;1560
4412;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Totaal;2011;1470
4413;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: jonger dan 1 jaar;2009;110
4414;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: jonger dan 1 jaar;2010;40
4415;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: jonger dan 1 jaar;2011;50
4416;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 1 of 2 jaar;2009;220
4417;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 1 of 2 jaar;2010;210
4418;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 1 of 2 jaar;2011;160
4419;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 3 of 4 jaar;2009;240
4420;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 3 of 4 jaar;2010;220
4421;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 3 of 4 jaar;2011;200
4422;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 5 of 6 jaar;2009;150
4423;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 5 of 6 jaar;2010;120
4424;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 5 of 6 jaar;2011;190
4425;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 7 of 8 jaar;2009;210
4426;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 7 of 8 jaar;2010;130
4427;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 7 of 8 jaar;2011;100
4428;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 9 tot 12 jaar;2009;290
4429;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 9 tot 12 jaar;2010;260
4430;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 9 tot 12 jaar;2011;220
4431;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 12 tot 15 jaar;2009;180
4432;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 12 tot 15 jaar;2010;180
4433;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 12 tot 15 jaar;2011;160
4434;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 15 tot 20 jaar;2009;160
4435;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 15 tot 20 jaar;2010;160
4436;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 15 tot 20 jaar;2011;150
4437;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 20 jaar of ouder;2009;220
4438;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 20 jaar of ouder;2010;230
4439;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Leeftijd: 20 jaar of ouder;2011;260
4440;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: Euro 0;2009;310
4441;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: Euro 0;2010;290
4442;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: Euro 0;2011;280
4443;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: Euro 1;2009;130
4444;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: Euro 1;2010;110
4445;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: Euro 1;2011;100
4446;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: Euro 2;2009;440
4447;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: Euro 2;2010;370
4448;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: Euro 2;2011;270
4449;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: Euro 3;2009;530
4450;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: Euro 3;2010;400
4451;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: Euro 3;2011;370
4452;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: Euro 4;2009;170
4453;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: Euro 4;2010;140
4454;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: Euro 4;2011;130
4455;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: Euro 5;2009;200
4456;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: Euro 5;2010;220
4457;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: Euro 5;2011;250
4458;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: EEV;2009;0
4459;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: EEV;2010;40
4460;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: EEV;2011;70
4461;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: onbekend;2009;10
4462;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: onbekend;2010;0
4463;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Milieuklasse: onbekend;2011;10
4464;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Laadvermogen: 0 tot 7000 kg;2009;950
4465;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Laadvermogen: 0 tot 7000 kg;2010;760
4466;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Laadvermogen: 0 tot 7000 kg;2011;750
4467;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Laadvermogen: 7000 tot 12000 kg;2009;460
4468;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Laadvermogen: 7000 tot 12000 kg;2010;420
4469;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Laadvermogen: 7000 tot 12000 kg;2011;390
4470;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Laadvermogen: 12000 tot 18000 kg;2009;240
4471;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Laadvermogen: 12000 tot 18000 kg;2010;270
4472;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Laadvermogen: 12000 tot 18000 kg;2011;240
4473;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Laadvermogen: 18000 kg tot 40000 kg;2009;130
4474;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Laadvermogen: 18000 kg tot 40000 kg;2010;120
4475;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Laadvermogen: 18000 kg tot 40000 kg;2011;90
4476;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Laadvermogen: 40000 kg of meer;2009;0
4477;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Laadvermogen: 40000 kg of meer;2010;0
4478;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Laadvermogen: 40000 kg of meer;2011;0
4479;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Laadvermogen: onbekend;2009;0
4480;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Laadvermogen: onbekend;2010;0
4481;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Laadvermogen: onbekend;2011;0
4482;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Gewicht volle wagen: tot 10000 kg;2009;450
4483;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Gewicht volle wagen: tot 10000 kg;2010;400
4484;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Gewicht volle wagen: tot 10000 kg;2011;410
4485;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Gewicht volle wagen: 10000 tot 20000 kg;2009;830
4486;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Gewicht volle wagen: 10000 tot 20000 kg;2010;660
4487;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Gewicht volle wagen: 10000 tot 20000 kg;2011;610
4488;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Gewicht volle wagen: 20000 kg of meer;2009;500
4489;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Gewicht volle wagen: 20000 kg of meer;2010;500
4490;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Gewicht volle wagen: 20000 kg of meer;2011;450
4491;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Gewicht volle wagen: onbekend;2009;0
4492;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Gewicht volle wagen: onbekend;2010;0
4493;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Gewicht volle wagen: onbekend;2011;0
4494;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: 0 tot 210 cm;2009;50
4495;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: 0 tot 210 cm;2010;50
4496;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: 0 tot 210 cm;2011;50
4497;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: 210 tot 240 cm;2009;290
4498;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: 210 tot 240 cm;2010;260
4499;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: 210 tot 240 cm;2011;270
4500;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: 240 tot 250 cm;2009;190
4501;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: 240 tot 250 cm;2010;140
4502;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: 240 tot 250 cm;2011;140
4503;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: 250 tot 255 cm;2009;560
4504;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: 250 tot 255 cm;2010;570
4505;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: 250 tot 255 cm;2011;500
4506;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: 255 tot 260 cm;2009;450
4507;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: 255 tot 260 cm;2010;430
4508;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: 255 tot 260 cm;2011;390
4509;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: 260 cm of meer;2009;130
4510;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: 260 cm of meer;2010;50
4511;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: 260 cm of meer;2011;40
4512;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: onbekend;2009;110
4513;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: onbekend;2010;70
4514;Vrachtauto (excl. trekker voor oplegger);M Specialistische zakelijke diensten;Breedte: onbekend;2011;80
4515;Vrachtauto (excl. trekker voor oplegger);N Verhuur en overige zakelijke diensten;Totaal;2009;4140
4516;Vrachtauto (excl. trekker voor oplegger);N Verhuur en overige zakelijke diensten;Totaal;2010;3940
4517;Vrachtauto (excl. trekker voor oplegger);N Verhuur en overige zakelijke diensten;Totaal;2011;3880
4518;Vrachtauto (excl. trekker voor oplegger);N Verhuur en overige zakelijke diensten;Leeftijd: jonger dan 1 jaar;2009;220
4519;Vrachtauto (excl. trekker voor oplegger);N Verhuur en overige zakelijke diensten;Leeftijd: jonger dan 1 jaar;2010;210
4520;Vrachtauto (excl. trekker voor oplegger);N Verhuur en overige zakelijke diensten;Leeftijd: jonger dan 1 jaar;2011;170
4521;Vrachtauto (excl. trekker voor oplegger);N Verhuur en overige zakelijke diensten;Leeftijd: 1 of 2 jaar;2009;760
4522;Vrachtauto (excl. trekker voor oplegger);N Verhuur en overige zakelijke diensten;Leeftijd: 1 of 2 jaar;2010;590
4523;Vrachtauto (excl. trekker voor oplegger);N Verhuur en overige zakelijke diensten;Leeftijd: 1 of 2 jaar;2011;460
4524;Vrachtauto (excl. trekker voor oplegger);N Verhuur en overige zakelijke diensten;Leeftijd: 3 of 4 jaar;2009;500
4525;Vrachtauto (excl. trekker voor oplegger);N Verhuur en overige zakelijke diensten;Leeftijd: 3 of 4 jaar;2010;590
4526;Vrachtauto (excl. trekker voor oplegger);N Verhuur en overige zakelijke diensten;Leeftijd: 3 of 4 jaar;2011;680
4527;Vrachtauto (excl. trekker voor oplegger);N Verhuur en overige zakelijke diensten;Leeftijd: 5 of 6 jaar;2009;370
4528;Vrachtauto (excl. trekker voor oplegger);N Verhuur en overige zakelijke diensten;Leeftijd: 5 of 6 jaar;2010;370
4529;Vrachtauto (excl. trekker voor oplegger);N Verhuur en overige zakelijke diensten;Leeftijd: 5 of 6 jaar;2011;430
4530;Vrachtauto (excl. trekker voor oplegger);N Verhuur en overige zakelijke diensten;Leeftijd: 7 of 8 jaar;2009;450
