ID;SIC2008;Periods;HighGrowthEnterprisePopulation_1;EmployeesInHighGrowthEnterprises_2;YoungFastGrowingCompanies_3;EmployeesYoungFastGrowingCompanies_4
2506;50 Water transport;2020;20.0;;;
2507;50 Water transport;2021;16.0;1124.0;0.0;0.0
2508;50 Water transport;2022;12.0;1315.0;2.0;
2509;501 Sea passenger water transport;2010;3.0;;;
2510;501 Sea passenger water transport;2011;2.0;;;
2511;501 Sea passenger water transport;2012;1.0;;;
2512;501 Sea passenger water transport;2013;0.0;0.0;;
2513;501 Sea passenger water transport;2014;0.0;0.0;;
2514;501 Sea passenger water transport;2015;0.0;0.0;;
2515;501 Sea passenger water transport;2016;2.0;;;
2516;501 Sea passenger water transport;2017;1.0;;;
2517;501 Sea passenger water transport;2018;0.0;0.0;;
2518;501 Sea passenger water transport;2019;1.0;;;
2519;501 Sea passenger water transport;2020;2.0;;;
2520;501 Sea passenger water transport;2021;1.0;;0.0;0.0
2521;501 Sea passenger water transport;2022;1.0;;0.0;0.0
2522;502 Sea freight water transport;2010;5.0;566.0;;
2523;502 Sea freight water transport;2011;6.0;465.0;;
2524;502 Sea freight water transport;2012;9.0;693.0;;
2525;502 Sea freight water transport;2013;11.0;743.0;;
2526;502 Sea freight water transport;2014;13.0;1662.0;;
2527;502 Sea freight water transport;2015;10.0;644.0;;
2528;502 Sea freight water transport;2016;8.0;773.0;;
2529;502 Sea freight water transport;2017;9.0;;;
2530;502 Sea freight water transport;2018;10.0;702.0;;
2531;502 Sea freight water transport;2019;11.0;1086.0;;
2532;502 Sea freight water transport;2020;5.0;;;
2533;502 Sea freight water transport;2021;4.0;;0.0;0.0
2534;502 Sea freight water transport;2022;3.0;;0.0;0.0
2535;503 Inland passenger water transport;2010;5.0;354.0;;
2536;503 Inland passenger water transport;2011;3.0;;;
2537;503 Inland passenger water transport;2012;3.0;;;
2538;503 Inland passenger water transport;2013;4.0;;;
2539;503 Inland passenger water transport;2014;6.0;317.0;;
2540;503 Inland passenger water transport;2015;5.0;;;
2541;503 Inland passenger water transport;2016;6.0;656.0;;
2542;503 Inland passenger water transport;2017;2.0;;;
2543;503 Inland passenger water transport;2018;7.0;211.0;;
2544;503 Inland passenger water transport;2019;6.0;;;
2545;503 Inland passenger water transport;2020;3.0;;;
2546;503 Inland passenger water transport;2021;2.0;;0.0;0.0
2547;503 Inland passenger water transport;2022;3.0;;2.0;
2548;504 Inland freight water transport;2010;5.0;365.0;;
2549;504 Inland freight water transport;2011;9.0;703.0;;
2550;504 Inland freight water transport;2012;10.0;500.0;;
2551;504 Inland freight water transport;2013;10.0;;;
2552;504 Inland freight water transport;2014;8.0;;;
2553;504 Inland freight water transport;2015;9.0;322.0;;
2554;504 Inland freight water transport;2016;9.0;277.0;;
2555;504 Inland freight water transport;2017;12.0;611.0;;
2556;504 Inland freight water transport;2018;13.0;596.0;;
2557;504 Inland freight water transport;2019;13.0;668.0;;
2558;504 Inland freight water transport;2020;10.0;526.0;;
2559;504 Inland freight water transport;2021;9.0;273.0;0.0;0.0
2560;504 Inland freight water transport;2022;5.0;248.0;0.0;0.0
2561;51 Air transport;2010;2.0;;;
2562;51 Air transport;2011;2.0;;;
2563;51 Air transport;2012;1.0;;;
2564;51 Air transport;2013;3.0;;;
2565;51 Air transport;2014;4.0;183.0;;
2566;51 Air transport;2015;4.0;;;
2567;51 Air transport;2016;3.0;;;
2568;51 Air transport;2017;0.0;0.0;;
2569;51 Air transport;2018;2.0;;;
2570;51 Air transport;2019;3.0;;;
2571;51 Air transport;2020;4.0;;;
2572;51 Air transport;2021;4.0;150.0;0.0;0.0
2573;51 Air transport;2022;4.0;129.0;0.0;0.0
2574;511 Passenger air transport;2010;2.0;;;
2575;511 Passenger air transport;2011;2.0;;;
2576;511 Passenger air transport;2012;1.0;;;
2577;511 Passenger air transport;2013;3.0;;;
2578;511 Passenger air transport;2014;4.0;183.0;;
2579;511 Passenger air transport;2015;4.0;;;
2580;511 Passenger air transport;2016;2.0;;;
2581;511 Passenger air transport;2017;0.0;0.0;;
2582;511 Passenger air transport;2018;2.0;;;
2583;511 Passenger air transport;2019;3.0;;;
2584;511 Passenger air transport;2020;3.0;;;
2585;511 Passenger air transport;2021;2.0;;0.0;0.0
2586;511 Passenger air transport;2022;2.0;;0.0;0.0
2587;512 Freight air transport;2010;0.0;0.0;;
2588;512 Freight air transport;2011;0.0;0.0;;
2589;512 Freight air transport;2012;0.0;0.0;;
2590;512 Freight air transport;2013;0.0;0.0;;
2591;512 Freight air transport;2014;0.0;0.0;;
2592;512 Freight air transport;2015;0.0;0.0;;
2593;512 Freight air transport;2016;1.0;;;
2594;512 Freight air transport;2017;0.0;0.0;;
2595;512 Freight air transport;2018;0.0;0.0;;
2596;512 Freight air transport;2019;0.0;0.0;;
2597;512 Freight air transport;2020;1.0;;;
2598;512 Freight air transport;2021;2.0;;0.0;0.0
2599;512 Freight air transport;2022;2.0;;0.0;0.0
2600;52 Warehousing, services for transport;2010;107.0;16180.0;;
2601;52 Warehousing, services for transport;2011;99.0;14108.0;;
2602;52 Warehousing, services for transport;2012;104.0;11025.0;;
2603;52 Warehousing, services for transport;2013;128.0;11771.0;;
2604;52 Warehousing, services for transport;2014;129.0;11209.0;;
2605;52 Warehousing, services for transport;2015;134.0;11653.0;;
2606;52 Warehousing, services for transport;2016;142.0;13771.0;;
2607;52 Warehousing, services for transport;2017;170.0;14628.0;;
2608;52 Warehousing, services for transport;2018;205.0;18784.0;;
2609;52 Warehousing, services for transport;2019;180.0;20789.0;;
2610;52 Warehousing, services for transport;2020;153.0;17995.0;;
2611;52 Warehousing, services for transport;2021;147.0;14310.0;13.0;
2612;52 Warehousing, services for transport;2022;173.0;17160.0;14.0;510.0
2613;521 Warehousing and storage;2010;23.0;3983.0;;
2614;521 Warehousing and storage;2011;25.0;4040.0;;
2615;521 Warehousing and storage;2012;23.0;3589.0;;
2616;521 Warehousing and storage;2013;25.0;1345.0;;
2617;521 Warehousing and storage;2014;29.0;2005.0;;
2618;521 Warehousing and storage;2015;22.0;1827.0;;
2619;521 Warehousing and storage;2016;31.0;4130.0;;
2620;521 Warehousing and storage;2017;39.0;4232.0;;
2621;521 Warehousing and storage;2018;50.0;5986.0;;
2622;521 Warehousing and storage;2019;46.0;7663.0;;
2623;521 Warehousing and storage;2020;34.0;4026.0;;
2624;521 Warehousing and storage;2021;26.0;2488.0;3.0;
2625;521 Warehousing and storage;2022;32.0;2853.0;1.0;
2626;522 Services activities for transport;2010;84.0;12197.0;;
2627;522 Services activities for transport;2011;74.0;10068.0;;
2628;522 Services activities for transport;2012;81.0;7436.0;;
2629;522 Services activities for transport;2013;103.0;10427.0;;
2630;522 Services activities for transport;2014;100.0;9204.0;;
2631;522 Services activities for transport;2015;112.0;9825.0;;
2632;522 Services activities for transport;2016;111.0;9641.0;;
2633;522 Services activities for transport;2017;131.0;10396.0;;
2634;522 Services activities for transport;2018;155.0;12798.0;;
2635;522 Services activities for transport;2019;134.0;13126.0;;
2636;522 Services activities for transport;2020;119.0;13970.0;;
2637;522 Services activities for transport;2021;121.0;11822.0;10.0;346.0
2638;522 Services activities for transport;2022;141.0;14307.0;13.0;
2639;53 Postal and courier activities;2010;21.0;2171.0;;
2640;53 Postal and courier activities;2011;15.0;;;
2641;53 Postal and courier activities;2012;23.0;4655.0;;
2642;53 Postal and courier activities;2013;25.0;;;
2643;53 Postal and courier activities;2014;25.0;;;
2644;53 Postal and courier activities;2015;35.0;8707.0;;
2645;53 Postal and courier activities;2016;36.0;1987.0;;
2646;53 Postal and courier activities;2017;36.0;2951.0;;
2647;53 Postal and courier activities;2018;43.0;;;
2648;53 Postal and courier activities;2019;42.0;;;
2649;53 Postal and courier activities;2020;48.0;2620.0;;
2650;53 Postal and courier activities;2021;55.0;5084.0;5.0;
2651;53 Postal and courier activities;2022;48.0;6542.0;3.0;
2652;531 National postal activities;2010;2.0;;;
2653;531 National postal activities;2011;1.0;;;
2654;531 National postal activities;2012;1.0;;;
2655;531 National postal activities;2013;1.0;;;
2656;531 National postal activities;2014;0.0;0.0;;
2657;531 National postal activities;2015;2.0;;;
2658;531 National postal activities;2016;1.0;;;
2659;531 National postal activities;2017;2.0;;;
2660;531 National postal activities;2018;3.0;;;
2661;531 National postal activities;2019;1.0;;;
2662;531 National postal activities;2020;0.0;0.0;;
2663;531 National postal activities;2021;0.0;0.0;0.0;0.0
2664;531 National postal activities;2022;0.0;0.0;0.0;0.0
2665;532 Other postal and courier activities;2010;19.0;;;
2666;532 Other postal and courier activities;2011;14.0;798.0;;
2667;532 Other postal and courier activities;2012;22.0;;;
2668;532 Other postal and courier activities;2013;24.0;;;
2669;532 Other postal and courier activities;2014;25.0;;;
2670;532 Other postal and courier activities;2015;33.0;;;
2671;532 Other postal and courier activities;2016;35.0;;;
2672;532 Other postal and courier activities;2017;34.0;;;
2673;532 Other postal and courier activities;2018;40.0;;;
2674;532 Other postal and courier activities;2019;41.0;;;
2675;532 Other postal and courier activities;2020;48.0;2620.0;;
2676;532 Other postal and courier activities;2021;55.0;5084.0;5.0;
2677;532 Other postal and courier activities;2022;48.0;6542.0;3.0;
2678;I Accommodation and food serving;2010;599.0;32059.0;;
2679;I Accommodation and food serving;2011;615.0;30822.0;;
2680;I Accommodation and food serving;2012;640.0;38071.0;;
2681;I Accommodation and food serving;2013;644.0;34354.0;;
2682;I Accommodation and food serving;2014;660.0;41643.0;;
2683;I Accommodation and food serving;2015;753.0;35849.0;;
2684;I Accommodation and food serving;2016;947.0;51582.0;;
2685;I Accommodation and food serving;2017;1047.0;;;
2686;I Accommodation and food serving;2018;1399.0;77927.0;;
2687;I Accommodation and food serving;2019;1122.0;69052.0;;
2688;I Accommodation and food serving;2020;658.0;38890.0;;
2689;I Accommodation and food serving;2021;532.0;30281.0;81.0;3217.0
2690;I Accommodation and food serving;2022;1049.0;52224.0;172.0;6914.0
2691;55 Accommodation;2010;104.0;9417.0;;
2692;55 Accommodation;2011;99.0;9028.0;;
2693;55 Accommodation;2012;111.0;9696.0;;
2694;55 Accommodation;2013;98.0;7759.0;;
2695;55 Accommodation;2014;80.0;7884.0;;
2696;55 Accommodation;2015;92.0;6815.0;;
2697;55 Accommodation;2016;133.0;12334.0;;
2698;55 Accommodation;2017;137.0;;;
2699;55 Accommodation;2018;169.0;12080.0;;
2700;55 Accommodation;2019;159.0;15289.0;;
2701;55 Accommodation;2020;94.0;10156.0;;
2702;55 Accommodation;2021;86.0;8594.0;10.0;397.0
2703;55 Accommodation;2022;124.0;7970.0;9.0;449.0
2704;551 Hotels and similar accommodation;2010;75.0;7970.0;;
2705;551 Hotels and similar accommodation;2011;74.0;7962.0;;
2706;551 Hotels and similar accommodation;2012;87.0;8815.0;;
2707;551 Hotels and similar accommodation;2013;81.0;7170.0;;
2708;551 Hotels and similar accommodation;2014;60.0;5057.0;;
2709;551 Hotels and similar accommodation;2015;71.0;5978.0;;
2710;551 Hotels and similar accommodation;2016;107.0;11353.0;;
2711;551 Hotels and similar accommodation;2017;106.0;;;
2712;551 Hotels and similar accommodation;2018;134.0;;;
2713;551 Hotels and similar accommodation;2019;118.0;13321.0;;
2714;551 Hotels and similar accommodation;2020;60.0;8040.0;;
2715;551 Hotels and similar accommodation;2021;50.0;6407.0;8.0;
2716;551 Hotels and similar accommodation;2022;76.0;4506.0;7.0;
2717;552 Renting of holiday accommodation;2010;10.0;597.0;;
2718;552 Renting of holiday accommodation;2011;8.0;543.0;;
2719;552 Renting of holiday accommodation;2012;7.0;;;
2720;552 Renting of holiday accommodation;2013;6.0;259.0;;
2721;552 Renting of holiday accommodation;2014;6.0;;;
2722;552 Renting of holiday accommodation;2015;8.0;396.0;;
2723;552 Renting of holiday accommodation;2016;9.0;342.0;;
2724;552 Renting of holiday accommodation;2017;15.0;505.0;;
2725;552 Renting of holiday accommodation;2018;14.0;383.0;;
2726;552 Renting of holiday accommodation;2019;14.0;;;
2727;552 Renting of holiday accommodation;2020;14.0;;;
2728;552 Renting of holiday accommodation;2021;16.0;1161.0;2.0;
2729;552 Renting of holiday accommodation;2022;20.0;1832.0;2.0;
2730;553 Camping sites;2010;19.0;850.0;;
2731;553 Camping sites;2011;17.0;523.0;;
2732;553 Camping sites;2012;16.0;551.0;;
2733;553 Camping sites;2013;11.0;329.0;;
2734;553 Camping sites;2014;14.0;;;
2735;553 Camping sites;2015;13.0;441.0;;
2736;553 Camping sites;2016;17.0;638.0;;
2737;553 Camping sites;2017;16.0;984.0;;
2738;553 Camping sites;2018;20.0;958.0;;
2739;553 Camping sites;2019;26.0;1110.0;;
2740;553 Camping sites;2020;19.0;967.0;;
2741;553 Camping sites;2021;20.0;1027.0;0.0;0.0
2742;553 Camping sites;2022;28.0;1632.0;0.0;0.0
2743;559 Other accommodation;2010;0.0;0.0;;
2744;559 Other accommodation;2011;0.0;0.0;;
2745;559 Other accommodation;2012;1.0;;;
2746;559 Other accommodation;2013;0.0;0.0;;
2747;559 Other accommodation;2014;0.0;0.0;;
2748;559 Other accommodation;2015;0.0;0.0;;
2749;559 Other accommodation;2016;0.0;0.0;;
2750;559 Other accommodation;2017;0.0;0.0;;
2751;559 Other accommodation;2018;1.0;;;
2752;559 Other accommodation;2019;1.0;;;
2753;559 Other accommodation;2020;1.0;;;
2754;559 Other accommodation;2021;0.0;0.0;0.0;0.0
2755;559 Other accommodation;2022;0.0;0.0;0.0;0.0
2756;56 Food and beverage service activities;2010;495.0;22642.0;;
2757;56 Food and beverage service activities;2011;516.0;21794.0;;
2758;56 Food and beverage service activities;2012;529.0;28375.0;;
2759;56 Food and beverage service activities;2013;546.0;26595.0;;
2760;56 Food and beverage service activities;2014;580.0;33759.0;;
2761;56 Food and beverage service activities;2015;661.0;29034.0;;
2762;56 Food and beverage service activities;2016;814.0;39248.0;;
2763;56 Food and beverage service activities;2017;910.0;49181.0;;
2764;56 Food and beverage service activities;2018;1230.0;65847.0;;
2765;56 Food and beverage service activities;2019;963.0;53763.0;;
2766;56 Food and beverage service activities;2020;564.0;28734.0;;
2767;56 Food and beverage service activities;2021;446.0;21686.0;71.0;2820.0
2768;56 Food and beverage service activities;2022;925.0;44255.0;163.0;6465.0
2769;561 Restaurants;2010;317.0;13952.0;;
2770;561 Restaurants;2011;330.0;13585.0;;
2771;561 Restaurants;2012;363.0;20528.0;;
2772;561 Restaurants;2013;369.0;16116.0;;
2773;561 Restaurants;2014;402.0;18673.0;;
2774;561 Restaurants;2015;465.0;19186.0;;
2775;561 Restaurants;2016;587.0;27796.0;;
2776;561 Restaurants;2017;622.0;34203.0;;
2777;561 Restaurants;2018;859.0;44383.0;;
2778;561 Restaurants;2019;690.0;36241.0;;
2779;561 Restaurants;2020;432.0;21708.0;;
2780;561 Restaurants;2021;350.0;17744.0;60.0;2417.0
2781;561 Restaurants;2022;716.0;34926.0;135.0;5100.0
2782;562 Canteens and catering;2010;45.0;3555.0;;
2783;562 Canteens and catering;2011;41.0;2992.0;;
2784;562 Canteens and catering;2012;49.0;3206.0;;
2785;562 Canteens and catering;2013;50.0;5636.0;;
2786;562 Canteens and catering;2014;57.0;10578.0;;
2787;562 Canteens and catering;2015;52.0;4989.0;;
2788;562 Canteens and catering;2016;68.0;6098.0;;
2789;562 Canteens and catering;2017;122.0;9195.0;;
2790;562 Canteens and catering;2018;141.0;13378.0;;
2791;562 Canteens and catering;2019;101.0;11801.0;;
2792;562 Canteens and catering;2020;51.0;4597.0;;
2793;562 Canteens and catering;2021;41.0;2099.0;5.0;183.0
2794;562 Canteens and catering;2022;60.0;3235.0;8.0;369.0
2795;563 Bars;2010;133.0;5135.0;;
2796;563 Bars;2011;145.0;5217.0;;
2797;563 Bars;2012;117.0;4642.0;;
2798;563 Bars;2013;127.0;4844.0;;
2799;563 Bars;2014;121.0;4508.0;;
2800;563 Bars;2015;144.0;4859.0;;
2801;563 Bars;2016;159.0;5355.0;;
2802;563 Bars;2017;166.0;5783.0;;
2803;563 Bars;2018;230.0;8086.0;;
2804;563 Bars;2019;172.0;5721.0;;
2805;563 Bars;2020;81.0;2429.0;;
2806;563 Bars;2021;55.0;1843.0;6.0;219.0
2807;563 Bars;2022;149.0;6094.0;20.0;995.0
2808;J Information and communication;2010;461.0;32950.0;;
2809;J Information and communication;2011;434.0;36668.0;;
2810;J Information and communication;2012;470.0;37230.0;;
2811;J Information and communication;2013;478.0;37977.0;;
2812;J Information and communication;2014;501.0;39940.0;;
2813;J Information and communication;2015;523.0;36369.0;;
2814;J Information and communication;2016;614.0;42700.0;;
2815;J Information and communication;2017;694.0;51947.0;;
2816;J Information and communication;2018;751.0;62092.0;;
2817;J Information and communication;2019;778.0;64349.0;;
2818;J Information and communication;2020;793.0;70498.0;;
2819;J Information and communication;2021;827.0;65639.0;57.0;2582.0
2820;J Information and communication;2022;865.0;82194.0;70.0;4182.0
2821;58 Publishing;2010;33.0;5722.0;;
2822;58 Publishing;2011;31.0;5154.0;;
2823;58 Publishing;2012;26.0;4720.0;;
2824;58 Publishing;2013;23.0;4386.0;;
2825;58 Publishing;2014;24.0;3212.0;;
2826;58 Publishing;2015;21.0;1099.0;;
2827;58 Publishing;2016;28.0;1328.0;;
2828;58 Publishing;2017;28.0;1585.0;;
2829;58 Publishing;2018;30.0;1993.0;;
2830;58 Publishing;2019;24.0;1357.0;;
2831;58 Publishing;2020;22.0;;;
2832;58 Publishing;2021;25.0;1351.0;1.0;
2833;58 Publishing;2022;30.0;2177.0;1.0;
2834;581 Publishing of books, magazines etc.;2010;33.0;5722.0;;
2835;581 Publishing of books, magazines etc.;2011;31.0;5154.0;;
2836;581 Publishing of books, magazines etc.;2012;25.0;;;
2837;581 Publishing of books, magazines etc.;2013;22.0;;;
2838;581 Publishing of books, magazines etc.;2014;22.0;;;
2839;581 Publishing of books, magazines etc.;2015;19.0;;;
2840;581 Publishing of books, magazines etc.;2016;26.0;;;
2841;581 Publishing of books, magazines etc.;2017;26.0;;;
2842;581 Publishing of books, magazines etc.;2018;28.0;;;
2843;581 Publishing of books, magazines etc.;2019;22.0;;;
2844;581 Publishing of books, magazines etc.;2020;20.0;1091.0;;
2845;581 Publishing of books, magazines etc.;2021;22.0;;0.0;0.0
2846;581 Publishing of books, magazines etc.;2022;26.0;;1.0;
2847;582 Software publishing;2010;0.0;0.0;;
2848;582 Software publishing;2011;0.0;0.0;;
2849;582 Software publishing;2012;1.0;;;
2850;582 Software publishing;2013;1.0;;;
2851;582 Software publishing;2014;2.0;;;
2852;582 Software publishing;2015;2.0;;;
2853;582 Software publishing;2016;2.0;;;
2854;582 Software publishing;2017;2.0;;;
2855;582 Software publishing;2018;2.0;;;
2856;582 Software publishing;2019;2.0;;;
2857;582 Software publishing;2020;2.0;;;
