ID;RegioS;Perioden;TotaalInstallaties_1;MechanischeInstallaties_2;Oxidatiebedden_3;Aeratietanks_4;Oxidatietanks_5;Oxidatiesloten_6;Carrousels_7;DiscontinueSystemen_8;ParallelleInstallaties_9;Tweetrapsinstallaties_10;Compactinstallaties_11;Membraanbioreactors_12;NeredaKorrelslibReactor_13;HybrideNeredaActiefSlibSysteem_14;TotaalCapaciteitVervuilingseenheden_15;MechanischeInstallaties_16;Oxidatiebedden_17;Aeratietanks_18;Oxidatietanks_19;Oxidatiesloten_20;Carrousels_21;DiscontinueSystemen_22;ParallelleInstallaties_23;Tweetrapsinstallaties_24;Compactinstallaties_25;Membraanbioreactors_26;NeredaKorrelslibReactor_27;HybrideNeredaActiefSlibSysteem_28;TotaalCapaciteit_29;MechanischeInstallaties_30;Oxidatiebedden_31;Aeratietanks_32;Oxidatietanks_33;Oxidatiesloten_34;Carrousels_35;DiscontinueSystemen_36;ParallelleInstallaties_37;Tweetrapsinstallaties_38;Compactinstallaties_39;Membraanbioreactors_40;NeredaKorrelslibReactor_41;HybrideNeredaActiefSlibSysteem_42;VolumeAfvalwater_43;Vervuilingseenheden_44;ChemischZuurstofVerbruik_45;BiochemischZuurstofVerbruik_46;StikstofverbindingenAlsN_47;FosforverbindingenAlsP_48;Koper_49;Chroom_50;Zink_51;Lood_52;Cadmium_53;Nikkel_54;Kwik_55;Arseen_56;ChemischZuurstofVerbruik_57;BiochemischZuurstofVerbruik_58;StikstofverbindingenAlsN_59;FosforverbindingenAlsP_60;ZwevendStof_61;VolumeAfvalwater_62;Vervuilingseenheden_63;ChemischZuurstofVerbruik_64;BiochemischZuurstofVerbruik_65;StikstofverbindingenAlsN_66;FosforverbindingenAlsP_67;Koper_68;Chroom_69;Zink_70;Lood_71;Cadmium_72;Nikkel_73;Kwik_74;Arseen_75;ChemischZuurstofVerbruik_76;BiochemischZuurstofVerbruik_77;StikstofverbindingenAlsN_78;FosforverbindingenAlsP_79;ZwevendStof_80;TotaalNatSlib_81;Landbouw_82;NatteOxidatie_83;Composteren_84;Storten_85;Verbranden_86;Cementindustrie_87;Elektriciteitscentrale_88;OverigeBestemmingen_89;TotaalDrogeStof_90;Landbouw_91;NatteOxidatie_92;Composteren_93;Storten_94;Verbranden_95;Cementindustrie_96;Elektriciteitscentrale_97;OverigeBestemmingen_98;AsGloeirest_99;StikstofverbindingenAlsN_100;FosforverbindingenAlsP_101;Koper_102;Chroom_103;Zink_104;Lood_105;Cadmium_106;Nikkel_107;Kwik_108;Arseen_109
10;Nederland;1998;408.0;0.0;15.0;55.0;63.0;97.0;121.0;10.0;12.0;34.0;1.0;0.0;;;;;;;;;;;;;;;;;25108.0;0.0;613.0;9401.0;2366.0;1249.0;7216.0;16.0;626.0;3614.0;8.0;0.0;;;2144541.0;;929927.0;347902.0;85636.0;13694.0;156637.0;21441.0;463360.0;60936.0;995.0;28142.0;533.0;7085.0;456.0;173.0;42.0;7.0;242.0;2144541.0;;103215.0;13368.0;34468.0;3239.0;20408.0;5610.0;121814.0;7269.0;349.0;13574.0;141.0;3326.0;50.0;7.0;13.0;2.0;27.0;1406110.0;0.0;224019.0;191920.0;254894.0;702346.0;0.0;0.0;32931.0;350037.0;0.0;11556.0;47940.0;101304.0;162124.0;0.0;0.0;27113.0;145250.0;16553.0;8882.0;135540.0;17767.0;330339.0;53934.0;628.0;13196.0;450.0;3838.0
11;Nederland;1999;394.0;0.0;14.0;52.0;62.0;91.0;120.0;8.0;12.0;35.0;0.0;0.0;;;;;;;;;;;;;;;;;25183.0;0.0;573.0;9343.0;2314.0;1275.0;7341.0;14.0;656.0;3667.0;0.0;0.0;;;1992116.0;;915280.0;346151.0;85152.0;13293.0;170042.0;23710.0;475242.0;62507.0;1053.0;32419.0;582.0;6101.0;480.0;185.0;45.0;7.0;253.0;1992116.0;;98331.0;14285.0;31710.0;3008.0;20680.0;5811.0;106628.0;8093.0;376.0;15886.0;169.0;2945.0;51.0;7.0;13.0;2.0;13.0;1519211.0;0.0;297205.0;142650.0;269009.0;784776.0;0.0;0.0;25570.0;374165.0;0.0;15610.0;33749.0;119049.0;184071.0;0.0;0.0;21687.0;165293.0;17444.0;6268.0;146804.0;20033.0;354841.0;56801.0;630.0;13666.0;456.0;3861.0
12;Nederland;2000;391.0;0.0;11.0;52.0;67.0;84.0;125.0;8.0;13.0;31.0;0.0;0.0;;;;;;;;;;;;;;;;;25242.0;0.0;404.0;8949.0;2847.0;1092.0;7548.0;14.0;1223.0;3165.0;0.0;0.0;;;1996779.0;;920719.0;353527.0;84726.0;13300.0;156891.0;22707.0;438782.0;59425.0;1030.0;25394.0;511.0;5801.0;470.0;180.0;43.0;7.0;214.0;1996779.0;;91033.0;11284.0;28952.0;2845.0;17846.0;5035.0;100897.0;8555.0;471.0;12037.0;143.0;2787.0;45.0;6.0;11.0;2.0;21.0;1426447.0;0.0;287900.0;161739.0;155255.0;778051.0;0.0;0.0;43501.0;336361.0;0.0;14355.0;39452.0;64147.0;180493.0;0.0;0.0;37913.0;128336.0;15962.0;7258.0;130891.0;17322.0;319070.0;51466.0;544.0;11036.0;404.0;3017.0
13;Nederland;2001;384.0;0.0;10.0;51.0;67.0;82.0;127.0;4.0;13.0;30.0;0.0;0.0;;;;;;;;;;;;;;;;;25322.0;0.0;398.0;8908.0;2853.0;1082.0;7773.0;11.0;1223.0;3075.0;0.0;0.0;;;2131929.0;;939362.0;355385.0;85674.0;13850.0;165466.0;20375.0;477901.0;66331.0;1058.0;25752.0;515.0;6433.0;461.0;175.0;42.0;7.0;215.0;2131929.0;;94346.0;11573.0;29718.0;2994.0;19770.0;4663.0;104341.0;10253.0;462.0;12441.0;134.0;3041.0;44.0;5.0;11.0;2.0;22.0;1467679.0;0.0;254066.0;164764.0;168231.0;844554.0;0.0;0.0;36065.0;348777.0;0.0;14545.0;39377.0;62809.0;207614.0;0.0;0.0;24432.0;124859.0;17488.0;6502.0;132680.0;15891.0;334393.0;52680.0;601.0;11121.0;411.0;3315.0
14;Nederland;2002;378.0;0.0;9.0;57.0;63.0;77.0;127.0;4.0;13.0;28.0;0.0;0.0;;;;;;;;;;;;;;;;;25281.0;0.0;378.0;9133.0;2717.0;1083.0;7523.0;11.0;1591.0;2846.0;0.0;0.0;;;2047133.0;;938906.0;355002.0;85955.0;14226.0;147146.0;17986.0;462072.0;55224.0;908.0;21119.0;490.0;6252.0;477.0;185.0;44.0;7.0;211.0;2047133.0;;90364.0;11032.0;27746.0;3001.0;17901.0;3781.0;98419.0;8090.0;357.0;9329.0;133.0;2941.0;43.0;5.0;10.0;2.0;18.0;1534537.0;0.0;342325.0;211767.0;90973.0;804349.0;0.0;0.0;85123.0;353853.0;0.0;17118.0;51131.0;39826.0;204342.0;0.0;0.0;41437.0;139242.0;18228.0;9158.0;138141.0;15469.0;348712.0;50534.0;541.0;10626.0;393.0;3278.0
15;Nederland;2003;378.0;0.0;9.0;52.0;71.0;76.0;127.0;4.0;14.0;25.0;0.0;0.0;;;;;;;;;;;;;;;;;25156.0;0.0;378.0;8381.0;3426.0;1059.0;7499.0;11.0;1791.0;2611.0;0.0;0.0;;;1757326.0;;924079.0;349996.0;83695.0;14102.0;150836.0;16572.0;401235.0;50707.0;931.0;19808.0;524.0;5959.0;550.0;213.0;51.0;9.0;253.0;1757326.0;;78025.0;9158.0;23626.0;2811.0;15569.0;3149.0;75402.0;8447.0;369.0;8285.0;156.0;2860.0;43.0;5.0;11.0;2.0;11.0;1498398.0;0.0;334133.0;177943.0;63276.0;776424.0;0.0;46529.0;100094.0;343621.0;0.0;16232.0;43305.0;16051.0;212605.0;0.0;11340.0;44088.0;129182.0;15686.0;8269.0;138808.0;14370.0;324534.0;44364.0;498.0;9971.0;348.0;2979.0
16;Nederland;2004;375.0;0.0;9.0;52.0;69.0;75.0;128.0;3.0;14.0;25.0;0.0;0.0;;;;;;;;;;;;;;;;;25184.0;0.0;378.0;8417.0;3353.0;1083.0;7541.0;10.0;1791.0;2611.0;0.0;0.0;;;1914946.0;;948748.0;358617.0;84244.0;14328.0;157893.0;16158.0;448136.0;49276.0;1195.0;21966.0;403.0;5835.0;506.0;194.0;46.0;8.0;228.0;1914946.0;;80849.0;9408.0;23475.0;2748.0;12767.0;2819.0;86486.0;6576.0;323.0;9346.0;103.0;2690.0;43.0;5.0;10.0;2.0;11.0;1486535.0;0.0;358572.0;53252.0;63658.0;836965.0;0.0;140755.0;33334.0;341646.0;0.0;16415.0;12540.0;15158.0;235724.0;0.0;33406.0;28404.0;122318.0;15319.0;7657.0;133663.0;14646.0;344042.0;46169.0;483.0;10805.0;346.0;3150.0
17;Nederland;2005;368.0;0.0;8.0;58.0;65.0;76.0;123.0;2.0;11.0;24.0;0.0;1.0;;;;;;;;;;;;;;;;;25539.0;0.0;302.0;9628.0;3044.0;1347.0;7338.0;10.0;1104.0;2743.0;0.0;23.0;;;1841413.0;;943467.0;351649.0;84825.0;14425.0;159754.0;17128.0;469266.0;43817.0;1317.0;21507.0;419.0;5891.0;525.0;198.0;48.0;8.0;238.0;1841413.0;;77895.0;8684.0;21742.0;2651.0;12235.0;3474.0;85047.0;6249.0;252.0;9660.0;97.0;2736.0;41.0;4.0;9.0;2.0;10.0;1494028.0;0.0;0.0;40293.0;60098.0;835453.0;44715.0;137530.0;375940.0;347557.0;0.0;0.0;9697.0;14283.0;232746.0;31097.0;33113.0;26620.0;126997.0;18733.0;7771.0;132360.0;13937.0;372960.0;39312.0;453.0;8967.0;329.0;2952.0
18;Nederland;2006;363.0;0.0;8.0;63.0;64.0;72.0;118.0;2.0;12.0;22.0;1.0;1.0;;;;;;;;;;;;;;;;;25454.0;0.0;302.0;9782.0;2990.0;1324.0;7223.0;10.0;1117.0;2624.0;60.0;23.0;;;1853577.0;;937860.0;347972.0;85842.0;14341.0;149586.0;17289.0;435888.0;42237.0;913.0;20627.0;376.0;6134.0;520.0;196.0;48.0;8.0;237.0;1853577.0;;77268.0;8313.0;19057.0;2596.0;9576.0;2993.0;75637.0;5359.0;251.0;9036.0;102.0;2645.0;42.0;4.0;9.0;2.0;11.0;1610518.0;0.0;0.0;18481.0;59151.0;1024320.0;29191.0;192871.0;286504.0;359431.0;0.0;0.0;4283.0;14752.0;252512.0;27477.0;44895.0;15511.0;123697.0;18878.0;8909.0;139903.0;13480.0;340695.0;43329.0;509.0;9495.0;318.0;3003.0
19;Nederland;2007;356.0;0.0;6.0;61.0;64.0;69.0;115.0;1.0;16.0;22.0;1.0;1.0;;;;;;;;;;;;;;;;;24462.0;0.0;279.0;8650.0;2967.0;1317.0;7272.0;9.0;1380.0;2505.0;60.0;23.0;;;2068275.0;;941736.0;348541.0;87817.0;14968.0;155909.0;18086.0;485009.0;48951.0;799.0;21936.0;379.0;6582.0;471.0;174.0;44.0;7.0;223.0;2068275.0;;79026.0;8228.0;17849.0;2643.0;10596.0;3305.0;83749.0;5009.0;269.0;9525.0;91.0;2980.0;38.0;4.0;8.0;2.0;10.0;1538697.0;0.0;0.0;0.0;0.0;872043.0;168806.0;201222.0;296626.0;339102.0;0.0;0.0;0.0;0.0;201314.0;76396.0;47685.0;13707.0;121245.0;17225.0;7684.0;137882.0;14152.0;349851.0;46586.0;496.0;10699.0;319.0;3491.0
20;Nederland;2008;351.0;0.0;6.0;60.0;63.0;64.0;116.0;2.0;16.0;22.0;1.0;1.0;;;;;;;;;;;;;;;;;24408.0;0.0;279.0;8668.0;2933.0;1254.0;7304.0;41.0;1341.0;2505.0;60.0;23.0;;;1928192.0;;946039.0;360948.0;89310.0;14951.0;152644.0;16095.0;494508.0;48234.0;586.0;20834.0;362.0;6128.0;503.0;192.0;47.0;8.0;232.0;1928192.0;;75321.0;7623.0;16820.0;2551.0;9297.0;2249.0;77925.0;4988.0;194.0;8754.0;98.0;2738.0;39.0;4.0;8.0;2.0;9.0;1320580.0;0.0;0.0;0.0;70.0;868123.0;164523.0;285521.0;2343.0;336064.0;0.0;0.0;0.0;2.0;198520.0;71741.0;65468.0;333.0;110457.0;16947.0;10634.0;137696.0;13604.0;352924.0;42951.0;454.0;9868.0;288.0;3642.0
21;Nederland;2009;351.0;0.0;6.0;63.0;62.0;63.0;116.0;2.0;17.0;20.0;1.0;1.0;;;;;;;;;;;;;;;;;24206.0;0.0;279.0;8953.0;2925.0;1094.0;7484.0;41.0;1053.0;2295.0;60.0;23.0;;;1818441.0;;937666.0;358215.0;86650.0;14601.0;156786.0;16586.0;441246.0;40598.0;647.0;20110.0;325.0;5717.0;536.0;208.0;49.0;8.0;246.0;1818441.0;;71108.0;7235.0;15174.0;2303.0;9993.0;2452.0;78554.0;3672.0;195.0;8483.0;85.0;2508.0;40.0;4.0;8.0;2.0;10.0;1328815.0;0.0;0.0;0.0;0.0;876944.0;169999.0;281349.0;523.0;336616.0;0.0;0.0;0.0;0.0;199866.0;69317.0;67411.0;22.0;110600.0;15782.0;9093.0;132900.0;13828.0;330847.0;39565.0;408.0;9229.0;283.0;3051.0
22;Nederland;2010;349.0;0.0;6.0;61.0;61.0;63.0;115.0;2.0;18.0;21.0;1.0;1.0;;;30365.0;0.0;308.0;10577.0;3867.0;1348.0;9307.0;49.0;1925.0;2865.0;91.0;29.0;;;24290.0;0.0;279.0;8651.0;2918.0;1092.0;7417.0;41.0;1467.0;2343.0;60.0;23.0;;;1934310.0;24745.0;953490.0;370007.0;87866.0;13880.0;145405.0;17391.0;460409.0;36893.0;803.0;20905.0;319.0;6295.0;513.0;200.0;46.0;7.0;230.0;1934310.0;2036.0;75461.0;8012.0;16586.0;2226.0;8842.0;2897.0;85375.0;3901.0;232.0;9367.0;87.0;2848.0;40.0;4.0;8.0;1.0;10.0;1321586.0;0.0;0.0;0.0;0.0;874505.0;155551.0;265488.0;26042.0;332601.0;0.0;0.0;0.0;0.0;199674.0;64758.0;65717.0;2452.0;110086.0;18736.0;11101.0;132552.0;13715.0;348041.0;39757.0;468.0;11020.0;265.0;3276.0
23;Nederland;2011;346.0;0.0;4.0;60.0;66.0;62.0;116.0;2.0;16.0;18.0;1.0;1.0;;;30383.0;0.0;213.0;10582.0;4448.0;1305.0;9402.0;49.0;1592.0;2673.0;91.0;29.0;;;24331.0;0.0;204.0;8676.0;3393.0;1061.0;7494.0;41.0;1194.0;2186.0;60.0;23.0;;;1917390.0;25070.0;964537.0;379550.0;89320.0;13851.0;144934.0;15692.0;437716.0;40085.0;693.0;20796.0;310.0;5807.0;526.0;206.0;48.0;7.0;250.0;1917390.0;1965.0;73447.0;7745.0;15250.0;2126.0;7898.0;2384.0;78012.0;3558.0;170.0;9409.0;70.0;2535.0;39.0;4.0;8.0;1.0;8.0;1304669.0;0.0;0.0;0.0;0.0;924781.0;163352.0;208497.0;8040.0;331336.0;0.0;0.0;0.0;0.0;211320.0;70128.0;49551.0;337.0;103518.0;18728.0;10757.0;136630.0;13644.0;335254.0;37855.0;422.0;11030.0;247.0;3228.0
24;Nederland;2012;343.0;0.0;4.0;60.0;66.0;60.0;115.0;2.0;16.0;18.0;1.0;1.0;;;30358.0;0.0;213.0;10582.0;4448.0;1294.0;9388.0;49.0;1592.0;2673.0;91.0;29.0;;;24321.0;0.0;204.0;8690.0;3379.0;1052.0;7493.0;41.0;1194.0;2186.0;60.0;23.0;;;1985471.0;25182.0;971941.0;381196.0;89042.0;13459.0;150053.0;15840.0;464304.0;36306.0;677.0;18588.0;269.0;6264.0;505.0;199.0;46.0;7.0;237.0;1985471.0;1910.0;70805.0;7497.0;15214.0;2065.0;9615.0;2313.0;95170.0;4033.0;188.0;8019.0;60.0;2972.0;37.0;4.0;7.0;1.0;8.0;1400521.0;0.0;0.0;0.0;0.0;922783.0;108985.0;347409.0;21344.0;324603.0;0.0;0.0;0.0;0.0;226470.0;37120.0;57472.0;3542.0;106596.0;18722.0;10801.0;130849.0;13784.0;336266.0;37808.0;415.0;9961.0;225.0;3041.0
