ID;Perioden;Algemeen_1;AlgemeenExclKonOlie_2;Internationals_3;LokaleOndernemingen_4;FinancieleInstellingen_5;NietFinancieleInstellingen_6;Consumentengoederenindustrie_7;Kapitaalgoederenindustrie_8;Basisgoederenindustrie_9;BouwnijverheidEnInstallatie_10;TransportOpslagEnCommunicatie_11;NietFinancieleDienstverlening_12;Handel_13;BankenFinancieleDienstverlening_14;Verzekeraars_15;MIT_16;MITS_17;KoersindexNietAEXFondsen_18;BeleggingsinstellingenAlgemeen_19;AandelenfondsenAlgemeen_20;BeleggingenInNederland_21;BeleggingenInEuropa_22;BeleggingenInHetVerreOosten_23;BeleggingenInNoordAmerika_24;BeleggingenWereldwijd_25;ObligatiefondsenAlgemeen_26;DividendObligatiefondsen_27;FictiefRendementObligatiefondsen_28;Geldmarktfondsen_29;GemengdeFondsen_30;VastgoedfondsenAlgemeen_31;Direct_32;Nederland_33;Wereldwijd_34;Indirect_35;Algemeen_36;AlgemeenExclKonOlie_37;Internationals_38;LokaleOndernemingen_39;FinancieleInstellingen_40;NietFinancieleInstellingen_41;Consumentengoederenindustrie_42;Kapitaalgoederenindustrie_43;Basisgoederenindustrie_44;BouwnijverheidEnInstallatie_45;TransportOpslagEnCommunicatie_46;NietFinancieleDienstverlening_47;Handel_48;BankenFinancieleDienstverlening_49;Verzekeraars_50;MIT_51;MITS_52;HerbeleggingsindexNietAEXFondsen_53;BeleggingsinstellingenAlgemeen_54;AandelenfondsenAlgemeen_55;BeleggingenInNederland_56;BeleggingenInEuropa_57;BeleggingenInHetVerreOosten_58;BeleggingenInNoordAmerika_59;BeleggingenWereldwijd_60;ObligatiefondsenAlgemeen_61;DividendObligatiefondsen_62;FictiefRendementObligatiefondsen_63;Geldmarktfondsen_64;GemengdeFondsen_65;VastgoedfondsenAlgemeen_66;Direct_67;Nederland_68;Wereldwijd_69;Indirect_70
10;2001 februari;875.8;879.8;840.7;930.8;1131.1;849.0;1003.3;666.7;477.2;438.1;378.8;1534.1;1321.0;689.7;1484.8;494.6;632.6;396.9;179.2;250.8;350.4;328.7;96.2;325.2;255.6;132.1;102.5;161.6;118.7;153.5;100.2;98.4;125.7;93.8;144.7;1648.1;1522.0;1697.5;1613.3;2322.2;1341.4;1692.9;1002.2;890.6;846.6;638.6;2328.7;2107.9;1599.1;2843.6;565.4;685.0;462.2;195.3;276.0;374.0;346.9;102.8;339.5;285.2;141.9;140.3;161.6;120.6;185.4;154.4;155.1;194.5;149.0;174.9
11;2001 maart;812.7;807.7;799.4;850.8;1001.8;798.0;964.3;615.0;459.6;433.2;332.5;1418.4;1313.2;582.6;1332.8;443.9;560.2;368.1;166.9;226.0;325.5;299.9;88.8;295.4;227.7;132.2;102.6;161.6;118.6;148.9;99.0;97.0;124.0;92.6;144.9;1529.6;1397.4;1614.4;1474.7;2056.9;1261.2;1627.1;925.3;857.8;837.0;560.6;2153.0;2096.0;1350.8;2552.4;507.7;607.0;428.9;182.1;248.9;347.3;316.7;94.8;308.3;254.0;142.1;140.6;161.7;121.0;179.8;152.6;153.0;192.4;147.0;175.2
12;2001 april;808.8;800.6;791.2;849.8;1034.6;773.5;962.3;585.1;445.9;451.1;316.1;1325.6;1303.1;583.6;1387.6;405.5;489.4;340.6;166.4;225.3;324.0;298.1;87.1;298.4;227.4;131.2;102.1;159.8;117.3;148.8;96.0;93.9;119.5;89.7;143.5;1526.1;1389.7;1600.9;1477.0;2131.4;1225.0;1624.9;887.6;837.9;871.7;533.0;2017.1;2082.5;1354.9;2667.9;466.2;530.8;398.1;181.9;248.2;346.2;314.9;93.0;311.5;253.9;141.7;141.0;159.9;121.5;180.3;150.1;150.4;189.4;144.3;173.5
13;2001 mei;843.1;827.1;852.4;867.2;1027.1;809.3;1002.0;660.9;456.7;505.4;339.3;1380.9;1306.4;594.4;1368.2;446.5;525.4;358.2;175.0;242.3;340.2;315.4;92.6;323.5;247.1;130.8;101.5;164.2;117.5;151.6;97.0;94.6;117.1;91.2;148.0;1603.1;1447.4;1735.2;1520.4;2139.3;1290.3;1705.8;1002.9;870.0;1000.6;574.8;2118.1;2106.8;1401.1;2656.7;513.4;570.0;423.1;192.1;267.7;364.1;333.6;98.9;337.8;277.0;141.9;141.3;159.9;121.9;185.6;155.5;155.9;192.5;150.5;179.1
14;2001 juni;820.4;789.0;856.4;825.6;1009.5;748.4;1030.8;584.3;462.0;482.1;255.5;1304.0;1314.2;587.5;1342.6;363.0;458.9;342.7;172.1;236.0;329.2;303.7;91.0;326.0;240.9;132.6;102.1;164.2;118.0;150.1;97.7;95.0;117.4;91.5;152.8;1566.6;1385.5;1752.2;1452.9;2113.4;1196.2;1759.8;887.3;881.9;971.2;433.0;2002.4;2131.6;1396.2;2618.2;417.5;498.1;406.8;189.1;260.9;353.8;321.5;97.2;340.5;270.1;144.2;142.6;164.3;122.4;184.1;156.6;156.4;193.1;151.0;185.0
15;2001 juli;785.3;763.7;814.3;794.0;998.3;700.6;1026.5;557.2;444.1;486.8;230.9;1198.7;1259.4;554.4;1343.9;331.9;385.2;315.2;164.5;221.9;311.8;282.6;85.1;315.7;226.3;131.9;101.6;163.1;118.3;146.3;96.3;93.5;117.3;89.6;152.4;1499.8;1341.2;1666.1;1397.5;2089.8;1120.1;1752.4;846.3;848.5;980.6;391.4;1841.3;2042.8;1317.5;2620.7;381.7;418.1;374.4;180.8;245.5;353.8;321.5;90.9;329.9;253.8;143.7;142.3;163.2;122.7;179.6;156.9;156.8;192.9;151.5;184.7
16;2001 augustus;762.3;744.6;790.6;770.6;990.4;664.8;1002.6;550.9;440.8;483.4;206.9;1144.5;1191.1;535.3;1342.2;316.1;358.1;307.6;158.2;209.8;302.0;272.5;80.5;295.9;211.6;132.3;102.2;163.0;118.6;144.0;94.7;92.1;117.3;87.9;148.2;1462.3;1311.2;1627.4;1360.9;2084.3;1064.4;1712.5;836.9;844.3;973.8;351.7;1761.9;1932.1;1285.4;2627.9;363.5;388.7;365.9;174.1;232.1;325.7;288.9;86.0;309.2;237.3;144.2;143.1;163.1;123.0;177.1;154.5;154.5;193.5;148.6;180.7
17;2001 september;648.0;623.7;691.3;642.0;812.5;563.0;923.9;407.2;400.9;434.0;160.3;988.5;1046.4;473.5;1080.6;232.5;264.7;261.0;142.7;180.7;256.7;232.3;70.8;264.5;182.3;132.3;101.7;164.0;118.9;134.5;89.0;86.9;109.1;83.2;135.2;1247.0;1102.6;1423.7;1139.5;1722.8;903.4;1580.2;618.6;768.0;891.0;272.7;1521.8;1708.2;1149.6;2129.7;267.4;287.3;310.5;157.1;200.1;278.1;246.3;75.7;276.4;204.4;144.1;142.5;164.0;123.4;166.2;146.9;147.2;182.4;141.9;168.6
18;2001 oktober;654.5;627.9;698.9;647.9;823.1;566.1;858.1;425.1;410.8;436.8;177.5;997.5;1061.2;457.2;1108.1;316.1;275.6;261.4;146.0;186.2;258.6;239.4;70.4;269.0;189.4;133.8;102.6;166.4;119.3;137.0;89.5;87.5;112.0;83.4;134.4;1259.6;1110.2;1439.6;1150.1;1745.2;908.8;1468.2;645.9;787.7;879.9;301.9;1535.9;1732.7;1110.1;2183.8;286.0;299.4;311.2;160.8;206.1;280.2;254.0;75.3;281.1;212.4;145.7;143.8;166.5;123.8;169.3;147.7;148.3;187.2;142.2;167.5
19;2001 november;690.3;678.1;728.9;688.7;863.5;609.7;900.1;521.8;444.6;430.5;204.4;1058.1;1119.4;492.7;1154.6;307.6;321.2;270.7;153.0;198.5;270.7;256.9;75.2;285.5;202.5;135.8;103.9;169.5;119.7;141.5;90.8;88.6;112.5;84.7;138.2;1329.4;1199.9;1503.9;1222.7;1830.8;978.8;1546.6;793.0;855.5;867.1;347.7;1629.4;1827.7;1196.5;2275.6;353.9;349.1;322.3;168.7;219.8;293.3;272.7;80.4;298.4;227.2;148.4;146.4;169.6;124.2;175.0;150.2;150.5;187.9;144.8;172.4
20;2001 december;686.7;679.3;729.9;682.1;838.1;616.1;888.1;558.9;457.7;427.1;211.5;1066.2;1135.4;493.5;1111.4;326.0;331.5;278.9;153.2;200.8;270.7;258.0;77.9;290.5;205.3;132.8;102.4;164.1;120.0;141.0;92.2;90.2;112.8;86.5;138.0;1322.6;1202.3;1506.0;1211.0;1777.1;989.2;1526.5;849.4;880.8;860.3;359.7;1641.8;1855.2;1198.2;2190.5;375.1;360.3;332.0;169.2;222.6;293.9;274.2;83.3;303.8;230.4;145.8;145.3;164.2;124.5;174.9;152.6;153.3;188.5;148.1;172.3
21;2002 januari;693.4;685.6;737.3;688.6;839.5;627.5;912.2;572.7;463.8;463.7;217.5;1085.9;1091.3;527.9;1095.9;334.1;343.5;292.6;153.5;201.7;275.9;259.9;80.1;290.8;205.0;132.3;102.2;163.1;120.4;141.3;97.3;95.6;119.1;91.8;140.9;1335.5;1213.5;1521.3;1222.5;1779.9;1007.6;1568.4;870.3;892.4;934.0;370.0;1672.2;1782.4;1281.8;2159.7;384.4;373.3;348.5;169.7;223.7;299.6;276.9;86.0;304.5;230.1;145.2;145.0;163.2;124.9;175.4;161.0;162.4;199.0;157.0;176.1
22;2002 februari;686.2;667.7;749.7;669.4;800.5;621.8;959.0;545.2;463.5;525.6;201.8;1079.1;1041.5;531.7;1030.4;309.9;328.3;292.5;150.3;195.0;272.0;251.5;81.2;288.0;196.6;132.5;102.1;163.9;120.6;140.0;100.9;99.2;120.6;95.9;144.7;1321.8;1181.9;1546.8;1188.7;1697.3;998.8;1650.0;828.5;892.0;1058.7;343.3;1661.7;1701.1;1291.1;2030.8;356.5;356.8;348.8;166.1;216.5;295.3;268.3;87.2;301.5;220.7;145.5;144.9;163.9;125.1;173.7;166.9;168.6;201.5;164.0;181.0
23;2002 maart;726.8;704.8;798.0;706.6;851.1;651.7;965.3;607.5;494.2;541.2;205.3;1145.6;1083.9;572.6;1091.9;339.2;364.1;300.6;154.5;203.7;286.0;263.1;86.7;296.7;205.1;131.8;101.7;162.6;120.9;142.2;102.7;100.8;122.0;97.5;149.2;1400.1;1247.5;1645.2;1254.9;1804.6;1047.0;1660.9;923.7;950.9;1090.1;349.2;1764.2;1770.8;1390.4;2152.0;390.4;396.1;358.9;170.7;226.1;310.5;280.9;93.1;310.6;230.3;144.6;144.3;162.6;125.4;176.4;170.0;171.4;203.9;166.9;186.7
24;2002 april;725.7;708.2;787.6;711.2;863.5;650.6;984.2;614.9;476.9;555.1;204.6;1125.9;1055.7;591.0;1102.8;338.6;350.4;302.8;151.3;197.9;286.0;258.8;86.9;285.5;196.9;131.2;101.0;162.6;118.5;140.7;103.7;101.5;121.8;98.4;153.2;1401.9;1258.2;1628.7;1266.8;1837.6;1048.0;1694.5;942.0;924.5;1120.2;348.1;1741.4;1726.7;1436.0;2182.9;391.9;381.5;362.3;167.6;219.8;310.8;276.4;93.3;298.9;221.3;144.6;144.3;162.6;125.8;175.2;173.9;175.3;209.0;170.7;191.7
25;2002 mei;696.1;671.8;793.2;659.5;807.1;598.6;1003.1;593.2;475.2;545.8;180.7;1043.4;953.8;556.5;1028.6;312.2;297.2;294.8;145.4;187.3;275.5;247.1;86.0;267.5;184.5;129.9;99.5;162.0;117.2;136.9;103.0;100.7;118.7;98.1;154.8;1356.3;1203.9;1652.4;1185.7;1735.9;971.7;1742.5;908.9;931.4;1134.7;308.7;1627.3;1582.7;1378.7;2052.8;361.4;323.7;356.0;162.0;208.9;299.9;264.2;92.3;280.1;208.7;144.2;143.9;162.0;126.1;172.1;181.0;183.2;211.1;179.8;194.0
26;2002 juni;629.4;602.1;726.2;590.8;709.4;546.5;944.0;492.3;447.7;526.3;175.3;955.1;845.9;500.2;898.4;266.4;236.1;273.0;136.1;169.6;249.2;221.7;79.5;243.1;166.6;129.2;98.6;162.0;117.3;131.2;99.7;97.6;116.1;94.8;150.2;1232.6;1083.6;1520.8;1067.6;1537.1;889.4;1644.5;755.2;878.9;1110.0;299.8;1491.5;1410.2;1241.6;1809.1;308.4;257.4;331.8;152.2;189.5;273.1;237.7;85.8;254.8;188.6;144.1;143.9;162.0;126.4;165.7;176.3;178.5;206.5;175.1;188.5
27;2002 juli;549.0;523.7;637.3;513.1;605.9;482.4;849.5;423.5;407.9;483.8;170.4;809.9;668.8;423.0;769.4;236.4;204.6;246.5;126.0;150.0;218.5;196.7;74.7;209.4;146.5;128.5;98.0;161.6;117.5;125.4;99.2;97.7;121.7;93.6;142.1;1075.3;942.6;1334.5;927.4;1312.9;785.3;1479.9;649.8;802.1;1020.5;291.4;1264.8;1115.0;1049.9;1549.4;273.7;223.0;299.9;140.9;167.8;240.3;211.1;80.8;219.4;165.8;143.6;143.2;161.7;126.7;158.4;175.8;179.4;216.4;173.7;178.4
28;2002 augustus;519.4;496.9;597.6;488.6;572.8;462.5;857.5;368.0;364.3;414.3;172.1;750.5;658.3;430.4;711.6;216.5;180.6;224.3;125.1;147.1;206.3;189.8;71.8;214.4;145.4;130.4;99.2;164.7;117.7;125.3;94.3;92.3;118.8;87.5;140.0;1024.7;898.5;1262.9;888.3;1253.8;754.5;1494.7;564.7;718.5;873.9;295.1;1174.8;1098.3;1089.8;1443.3;250.6;196.9;273.0;140.0;164.6;226.9;203.8;77.6;224.6;164.7;145.7;145.0;164.8;127.0;158.5;168.2;170.7;211.9;163.7;176.3
29;2002 september;473.7;449.8;550.2;442.5;494.6;436.9;834.3;282.7;361.8;374.0;176.1;736.7;572.0;374.4;613.1;185.1;147.4;204.8;120.5;137.1;187.1;175.5;67.5;204.7;136.0;132.4;100.6;167.2;118.0;121.9;93.7;92.3;117.6;87.8;134.4;937.8;817.0;1163.2;809.2;1092.6;714.7;1455.9;433.7;713.8;788.8;302.2;1154.5;964.2;954.2;1255.7;214.2;160.7;249.6;135.1;153.5;207.1;188.5;73.0;214.5;154.0;147.9;147.1;167.3;127.2;155.9;167.9;170.8;210.4;164.2;173.2
30;2002 oktober;463.5;435.7;553.9;423.8;476.2;416.6;842.4;274.1;336.2;342.7;175.2;723.5;491.2;356.6;592.3;183.9;139.5;187.7;118.3;133.3;180.5;170.7;63.7;200.8;132.5;131.6;100.3;165.6;118.2;120.3;93.2;92.3;118.6;87.5;129.7;917.9;791.7;1171.3;775.2;1052.0;681.7;1471.1;420.8;664.2;722.8;300.5;1134.0;828.4;909.1;1213.1;213.0;152.3;229.0;132.7;149.3;199.8;183.4;68.9;210.4;150.1;147.1;146.6;165.6;127.4;153.8;169.8;174.0;214.1;167.2;167.2
31;2002 november;489.0;466.5;567.1;457.3;533.1;435.1;826.7;327.0;325.5;327.8;189.8;763.0;495.3;425.4;649.3;215.4;170.4;201.2;122.0;140.2;191.2;181.8;65.0;206.3;139.5;131.9;100.4;166.1;118.6;123.0;93.7;92.6;119.8;87.7;131.6;969.4;848.8;1202.0;836.5;1177.6;712.0;1451.1;502.0;645.8;691.4;325.6;1196.2;835.2;1084.5;1329.9;249.6;186.2;245.5;137.0;157.1;211.6;195.4;70.3;216.2;158.1;147.8;147.5;166.1;127.9;157.4;175.6;180.5;218.4;173.9;169.5
32;2002 december;473.4;451.1;548.1;443.2;514.5;423.3;780.6;316.1;333.2;322.1;187.4;730.3;489.1;421.6;620.9;211.5;170.6;203.2;120.4;136.3;186.3;176.9;63.6;200.5;135.2;132.7;101.1;167.1;119.1;122.5;92.7;91.3;118.9;86.4;133.1;938.4;820.7;1161.7;810.8;1136.5;692.8;1370.1;485.3;661.1;679.4;321.5;1144.8;824.8;1075.0;1271.6;245.0;186.4;248.0;135.5;152.9;206.6;190.7;68.9;210.4;153.3;149.2;149.2;167.2;128.4;157.2;181.1;186.8;216.7;181.1;171.6
33;2003 januari;452.4;430.6;520.1;425.8;484.6;414.0;751.0;288.7;319.6;309.5;193.0;678.0;487.3;407.3;579.5;204.9;164.2;200.9;117.8;130.5;177.8;167.7;60.9;191.0;129.6;133.5;102.0;167.3;119.4;121.3;89.9;88.5;117.0;83.6;129.3;896.9;783.4;1102.3;778.9;1070.5;677.5;1318.2;443.2;634.2;652.8;331.0;1062.8;821.7;1038.3;1186.9;237.3;179.5;245.2;132.6;146.6;197.2;181.7;66.2;200.7;147.1;150.1;150.5;167.3;128.7;155.6;180.7;187.2;213.2;182.0;166.7
34;2003 februari;402.1;380.0;470.9;373.4;428.6;360.2;677.1;261.3;258.7;297.6;178.6;588.4;373.2;379.6;502.4;187.4;147.5;185.0;112.6;119.8;158.1;152.9;57.7;178.3;119.2;134.5;102.9;167.7;119.6;118.2;88.2;86.9;116.5;81.8;126.3;797.4;691.5;998.1;683.3;946.8;589.9;1190.1;401.1;513.3;627.7;306.4;922.4;629.4;967.7;1029.0;217.0;161.2;226.3;126.8;134.7;175.4;165.9;62.9;187.3;135.3;151.2;151.8;167.8;129.0;151.6;177.2;183.7;212.4;178.2;162.9
35;2003 maart;376.9;347.4;471.9;331.9;367.7;330.3;693.4;253.5;234.8;290.6;174.0;567.7;203.0;368.0;408.9;181.9;140.6;176.7;111.2;117.3;147.2;148.7;55.5;180.3;117.9;134.4;102.8;167.8;119.6;117.2;85.8;84.3;111.7;79.6;124.3;747.6;632.5;1000.5;607.6;812.3;541.2;1219.1;390.2;466.0;612.9;298.5;890.0;342.9;938.3;837.4;211.1;154.0;216.7;125.3;131.8;163.2;161.4;60.5;189.5;133.8;151.2;151.8;167.9;129.0;150.5;172.7;178.6;204.5;173.6;160.4
36;2003 april;409.6;382.9;499.8;368.6;429.2;350.2;739.5;274.7;250.5;326.7;177.4;622.2;220.8;409.0;488.1;190.6;152.5;190.7;113.9;123.1;160.4;159.5;54.5;187.3;122.9;133.5;101.8;168.1;117.2;118.7;87.1;85.8;113.2;81.1;124.5;817.6;701.7;1067.5;678.5;952.8;577.5;1301.6;430.0;505.2;691.4;305.8;983.7;374.7;1043.3;1006.3;223.4;167.4;235.0;128.9;138.6;178.6;173.1;59.4;196.9;139.8;151.4;152.0;168.1;129.2;153.1;178.9;186.1;213.6;180.8;161.1
37;2003 mei;409.0;383.6;484.9;376.7;429.3;365.2;684.9;278.3;263.7;335.2;179.5;617.1;309.5;400.7;492.4;193.5;174.5;204.8;114.3;123.3;162.6;163.7;53.6;183.8;122.1;134.3;102.1;170.2;116.0;119.7;89.2;87.9;114.4;83.3;127.0;827.9;711.4;1052.4;702.0;968.7;607.2;1221.0;436.2;541.8;744.4;310.1;988.8;529.1;1054.4;1026.2;226.7;191.6;256.6;130.2;139.6;181.6;178.0;58.4;193.2;140.1;153.4;154.0;170.2;129.7;155.5;188.0;196.7;222.6;191.5;164.6
38;2003 juni;432.8;405.5;508.0;401.7;461.9;386.3;683.8;298.9;274.9;336.4;184.5;671.7;354.5;445.2;522.5;205.2;196.6;218.7;117.9;129.6;171.2;172.5;57.0;192.5;128.2;135.5;102.8;172.3;115.6;122.5;91.0;89.5;117.3;84.7;130.9;880.1;756.7;1103.8;754.1;1055.5;643.7;1223.4;469.1;566.9;762.7;319.0;1078.7;607.1;1172.0;1108.7;240.5;215.9;276.2;134.9;147.2;192.6;188.4;62.4;202.6;147.4;155.5;156.2;172.3;129.8;159.7;192.1;200.5;228.4;195.0;170.2
39;2003 juli;440.6;418.5;502.5;417.8;488.2;395.7;674.8;316.1;288.3;359.7;188.3;682.1;351.2;446.1;564.9;214.1;219.3;225.4;119.6;133.8;174.7;174.5;62.8;198.4;133.2;134.2;101.6;171.4;115.4;122.6;91.4;89.4;116.6;84.6;134.8;897.0;781.0;1094.6;784.4;1115.5;659.6;1207.2;496.2;595.5;815.5;325.7;1095.4;601.6;1174.3;1198.8;250.9;240.8;284.8;137.0;152.2;197.3;190.8;68.6;208.8;153.1;154.5;155.1;171.4;129.6;160.2;192.9;200.3;227.2;194.9;175.3
