ID;SIC93;Periods;Value_1;Price_2;Volume_3;Value_4;Price_5;Volume_6
186;5210a Retail trade (excl. pharmacies);2001;106.0;105.0;102.0;6.2;4.5;
187;5210a Retail trade (excl. pharmacies);2002 January;98.0;106.0;92.0;5.0;5.2;
188;5210a Retail trade (excl. pharmacies);2002 February;92.0;107.0;86.0;4.0;4.5;
189;5210a Retail trade (excl. pharmacies);2002 March;110.0;109.0;101.0;2.6;3.9;
190;5210a Retail trade (excl. pharmacies);2002 1st quarter;100.0;107.0;93.0;3.8;4.5;
191;5210a Retail trade (excl. pharmacies);2002 April;108.0;109.0;100.0;6.6;3.3;
192;5210a Retail trade (excl. pharmacies);2002 May;116.0;109.0;107.0;2.6;3.0;
193;5210a Retail trade (excl. pharmacies);2002 June;111.0;108.0;103.0;0.6;2.9;
194;5210a Retail trade (excl. pharmacies);2002 2nd quarter;112.0;108.0;103.0;3.2;3.1;
195;5210a Retail trade (excl. pharmacies);2002 July;109.0;106.0;103.0;6.3;2.9;
196;5210a Retail trade (excl. pharmacies);2002 August;110.0;106.0;103.0;5.0;2.7;
197;5210a Retail trade (excl. pharmacies);2002 September;107.0;109.0;98.0;0.2;2.2;
198;5210a Retail trade (excl. pharmacies);2002 3rd quarter;108.0;107.0;101.0;3.8;2.6;
199;5210a Retail trade (excl. pharmacies);2002 October;115.0;108.0;106.0;5.2;1.6;
200;5210a Retail trade (excl. pharmacies);2002 November;114.0;108.0;105.0;0.7;1.4;
201;5210a Retail trade (excl. pharmacies);2002 December;126.0;107.0;118.0;0.2;1.0;
202;5210a Retail trade (excl. pharmacies);2002 4th quarter;118.0;108.0;110.0;1.9;1.3;
203;5210a Retail trade (excl. pharmacies);2002;110.0;108.0;102.0;3.1;2.9;
204;5210a Retail trade (excl. pharmacies);2003 January;102.0;106.0;96.0;3.9;0.1;3.8
205;5210a Retail trade (excl. pharmacies);2003 February;95.0;107.0;89.0;2.8;0.2;2.6
206;5210a Retail trade (excl. pharmacies);2003 March;106.0;109.0;98.0;-3.0;0.5;-3.5
207;5210a Retail trade (excl. pharmacies);2003 1st quarter;101.0;107.0;94.0;1.0;0.3;0.8
208;5210a Retail trade (excl. pharmacies);2003 April;109.0;109.0;100.0;0.7;0.5;0.2
209;5210a Retail trade (excl. pharmacies);2003 May;115.0;109.0;106.0;-0.5;0.7;-1.2
210;5210a Retail trade (excl. pharmacies);2003 June;105.0;108.0;98.0;-5.1;0.2;-5.2
211;5210a Retail trade (excl. pharmacies);2003 2nd quarter;110.0;109.0;101.0;-1.6;0.5;-2.1
212;5210a Retail trade (excl. pharmacies);2003 July;107.0;106.0;100.0;-1.8;0.3;-2.1
213;5210a Retail trade (excl. pharmacies);2003 August;103.0;107.0;96.0;-6.1;0.4;-6.4
214;5210a Retail trade (excl. pharmacies);2003 September;105.0;109.0;96.0;-2.2;0.6;-2.8
215;5210a Retail trade (excl. pharmacies);2003 3rd quarter;105.0;107.0;97.0;-3.4;0.4;-3.8
216;5210a Retail trade (excl. pharmacies);2003 October;114.0;109.0;105.0;-1.1;0.3;-1.4
217;5210a Retail trade (excl. pharmacies);2003 November;105.0;108.0;97.0;-7.3;0.1;-7.4
218;5210a Retail trade (excl. pharmacies);2003 December;122.0;107.0;115.0;-2.8;-0.4;-2.4
219;5210a Retail trade (excl. pharmacies);2003 4th quarter;114.0;108.0;106.0;-3.7;0.0;-3.7
220;5210a Retail trade (excl. pharmacies);2003;107.0;108.0;100.0;-2.0;0.3;-2.3
221;5210a Retail trade (excl. pharmacies);2004 January;100.0;105.0;95.0;-1.6;-1.0;-0.6
222;5210a Retail trade (excl. pharmacies);2004 February;91.0;106.0;86.0;-4.5;-1.1;-3.4
223;5210a Retail trade (excl. pharmacies);2004 March;103.0;108.0;96.0;-2.8;-1.5;-1.3
224;5210a Retail trade (excl. pharmacies);2004 1st quarter;98.0;106.0;92.0;-2.9;-1.2;-1.7
225;5210a Retail trade (excl. pharmacies);2004 April;109.0;108.0;101.0;-0.5;-1.4;0.9
226;5210a Retail trade (excl. pharmacies);2004 May;108.0;108.0;100.0;-6.3;-1.5;-4.9
227;5210a Retail trade (excl. pharmacies);2004 June;107.0;106.0;101.0;2.0;-1.6;3.6
228;5210a Retail trade (excl. pharmacies);2004 2nd quarter;108.0;107.0;101.0;-1.7;-1.5;-0.3
229;5210a Retail trade (excl. pharmacies);2004 July;108.0;104.0;104.0;1.8;-1.8;3.7
230;5210a Retail trade (excl. pharmacies);2004 August;98.0;105.0;93.0;-5.1;-1.8;-3.3
231;5210a Retail trade (excl. pharmacies);2004 September;104.0;107.0;97.0;-0.9;-2.2;1.3
232;5210a Retail trade (excl. pharmacies);2004 3rd quarter;103.0;105.0;98.0;-1.4;-1.9;0.6
233;5210a Retail trade (excl. pharmacies);2004 October;107.0;107.0;100.0;-5.9;-1.6;-4.3
234;5210a Retail trade (excl. pharmacies);2004 November;103.0;107.0;96.0;-2.6;-1.4;-1.2
235;5210a Retail trade (excl. pharmacies);2004 December;123.0;105.0;118.0;0.9;-1.5;2.5
236;5210a Retail trade (excl. pharmacies);2004 4th quarter;111.0;106.0;105.0;-2.4;-1.5;-1.0
237;5210a Retail trade (excl. pharmacies);2004;105.0;106.0;99.0;-2.1;-1.5;-0.6
238;5210a Retail trade (excl. pharmacies);2005 January;92.0;103.0;89.0;-7.9;-1.4;-6.5
239;5210a Retail trade (excl. pharmacies);2005 February;88.0;105.0;84.0;-2.8;-1.0;-1.9
240;5210a Retail trade (excl. pharmacies);2005 March;105.0;107.0;98.0;1.4;-0.8;2.2
241;5210a Retail trade (excl. pharmacies);2005 1st quarter;95.0;105.0;91.0;-3.0;-1.0;-2.0
242;5210a Retail trade (excl. pharmacies);2005 April;105.0;106.0;99.0;-3.4;-1.2;-2.2
243;5210a Retail trade (excl. pharmacies);2005 May;103.0;107.0;97.0;-4.8;-1.0;-3.8
244;5210a Retail trade (excl. pharmacies);2005 June;109.0;105.0;103.0;1.2;-1.1;2.3
245;5210a Retail trade (excl. pharmacies);2005 2nd quarter;105.0;106.0;100.0;-2.3;-1.1;-1.2
246;5210a Retail trade (excl. pharmacies);2005 July;105.0;103.0;102.0;-3.0;-1.1;-2.0
247;5210a Retail trade (excl. pharmacies);2005 August;101.0;104.0;97.0;3.3;-1.0;4.4
248;5210a Retail trade (excl. pharmacies);2005 September;106.0;106.0;100.0;2.5;-1.1;3.7
249;5210a Retail trade (excl. pharmacies);2005 3rd quarter;104.0;104.0;100.0;0.8;-1.1;1.9
250;5210a Retail trade (excl. pharmacies);2005 October;108.0;106.0;102.0;0.6;-0.8;1.4
251;5210a Retail trade (excl. pharmacies);2005 November;108.0;106.0;102.0;4.9;-0.5;5.4
252;5210a Retail trade (excl. pharmacies);2005 December;128.0;105.0;122.0;3.9;-0.2;4.1
253;5210a Retail trade (excl. pharmacies);2005 4th quarter;115.0;106.0;108.0;3.1;-0.5;3.7
254;5210a Retail trade (excl. pharmacies);2005;105.0;105.0;100.0;-0.3;-0.9;0.7
255;5210a Retail trade (excl. pharmacies);2006 January;97.0;103.0;94.0;5.2;0.1;5.1
256;5210a Retail trade (excl. pharmacies);2006 February;92.0;105.0;88.0;4.3;-0.1;4.4
257;5210a Retail trade (excl. pharmacies);2006 March;110.0;106.0;103.0;4.8;-0.2;5.0
258;5210a Retail trade (excl. pharmacies);2006 1st quarter;100.0;105.0;95.0;4.8;-0.1;4.9
259;5210a Retail trade (excl. pharmacies);2006 April;110.0;107.0;103.0;4.4;0.4;4.0
260;5210a Retail trade (excl. pharmacies);2006 May;115.0;107.0;108.0;12.1;0.3;11.7
261;5210a Retail trade (excl. pharmacies);2006 June;116.0;106.0;109.0;6.4;0.8;5.5
262;5210a Retail trade (excl. pharmacies);2006 2nd quarter;113.0;107.0;106.0;7.6;0.5;7.0
263;5210a Retail trade (excl. pharmacies);2006 July;107.0;104.0;103.0;1.7;0.7;1.0
264;5210a Retail trade (excl. pharmacies);2006 August;111.0;106.0;105.0;9.5;1.7;7.7
265;5210a Retail trade (excl. pharmacies);2006 September;111.0;108.0;103.0;4.7;1.7;3.0
266;5210a Retail trade (excl. pharmacies);2006 3rd quarter;110.0;106.0;104.0;5.3;1.4;3.8
267;5210a Retail trade (excl. pharmacies);2006 October;110.0;107.0;103.0;2.2;1.1;1.1
268;5210a Retail trade (excl. pharmacies);2006 November;114.0;107.0;106.0;5.5;1.2;4.3
269;5210a Retail trade (excl. pharmacies);2006 December;130.0;106.0;123.0;1.8;1.4;0.4
270;5210a Retail trade (excl. pharmacies);2006 4th quarter;118.0;107.0;110.0;3.1;1.2;1.8
271;5210a Retail trade (excl. pharmacies);2006;110.0;106.0;104.0;5.1;0.8;4.3
272;5210a Retail trade (excl. pharmacies);2007 January;101.0;105.0;96.0;4.2;1.2;3.0
273;5210a Retail trade (excl. pharmacies);2007 February;96.0;106.0;91.0;4.6;0.9;3.7
274;5210a Retail trade (excl. pharmacies);2007 March;118.0;108.0;109.0;7.2;1.8;5.3
275;5210a Retail trade (excl. pharmacies);2007 1st quarter;105.0;106.0;99.0;5.4;1.3;4.1
276;5210a Retail trade (excl. pharmacies);2007 April;114.0;109.0;104.0;3.7;2.1;1.6
277;5210a Retail trade (excl. pharmacies);2007 May;118.0;109.0;109.0;2.5;1.7;0.8
278;5210a Retail trade (excl. pharmacies);2007 June;122.0;107.0;113.0;5.2;1.4;3.7
279;5210a Retail trade (excl. pharmacies);2007 2nd quarter;118.0;108.0;109.0;3.8;1.7;2.0
280;5210a Retail trade (excl. pharmacies);2007 July;111.0;106.0;105.0;4.2;1.9;2.2
281;5210a Retail trade (excl. pharmacies);2007 August;113.0;106.0;107.0;2.6;0.7;1.8
282;5210a Retail trade (excl. pharmacies);2007 September;113.0;108.0;105.0;1.5;0.5;1.0
283;5210a Retail trade (excl. pharmacies);2007 3rd quarter;113.0;107.0;106.0;2.7;1.0;1.7
284;5210a Retail trade (excl. pharmacies);2007 October;117.0;109.0;108.0;6.4;1.2;5.1
285;5210a Retail trade (excl. pharmacies);2007 November;118.0;109.0;109.0;4.1;1.2;2.9
286;5210a Retail trade (excl. pharmacies);2007 December;134.0;108.0;125.0;3.0;1.2;1.8
287;5210a Retail trade (excl. pharmacies);2007 4th quarter;123.0;108.0;114.0;4.4;1.2;3.2
288;5210a Retail trade (excl. pharmacies);2007;115.0;107.0;107.0;4.1;1.3;2.7
289;5210a Retail trade (excl. pharmacies);2008 January;106.0;106.0;99.0;4.8;1.6;3.2
290;5210a Retail trade (excl. pharmacies);2008 February;106.0;108.0;98.0;10.0;2.2;7.6
291;5210a Retail trade (excl. pharmacies);2008 March;114.0;111.0;103.0;-3.1;2.3;-5.3
292;5210a Retail trade (excl. pharmacies);2008 1st quarter;109.0;108.0;100.0;3.5;2.0;1.4
293;5210a Retail trade (excl. pharmacies);2008 April;118.0;111.0;106.0;3.6;1.9;1.7
294;5210a Retail trade (excl. pharmacies);2008 May;127.0;111.0;114.0;7.8;2.5;5.2
295;5210a Retail trade (excl. pharmacies);2008 June;117.0;110.0;106.0;-3.9;2.5;-6.2
296;5210a Retail trade (excl. pharmacies);2008 2nd quarter;121.0;111.0;109.0;2.5;2.3;0.2
297;5210a Retail trade (excl. pharmacies);2008 July;117.0;108.0;109.0;5.3;2.1;3.1
298;5210a Retail trade (excl. pharmacies);2008 August;115.0;109.0;106.0;1.3;2.5;-1.1
