ID;Geslacht;Leeftijd;Geboortejaar;JaarOverlijden;Overledenen_1;SaldoBuitenlandseMigratie_2;SaldoAdministratieveCorrecties_3
28;Jongens;0 dagen;Jaar overlijden minus leeftijd;1999;183.0;40.0;0.0
29;Jongens;0 dagen;Jaar overlijden minus leeftijd;2000;173.0;248.0;-1.0
30;Jongens;0 dagen;Jaar overlijden minus leeftijd - 1;1995;;;
31;Jongens;0 dagen;Jaar overlijden minus leeftijd - 1;1996;;;
32;Jongens;0 dagen;Jaar overlijden minus leeftijd - 1;1997;;;
33;Jongens;0 dagen;Jaar overlijden minus leeftijd - 1;1998;;;
34;Jongens;0 dagen;Jaar overlijden minus leeftijd - 1;1999;;;
35;Jongens;0 dagen;Jaar overlijden minus leeftijd - 1;2000;;;
36;Jongens;1 dag;Totaal per leeftijd;1995;69.0;25.0;12.0
37;Jongens;1 dag;Totaal per leeftijd;1996;43.0;56.0;2.0
38;Jongens;1 dag;Totaal per leeftijd;1997;62.0;7.0;4.0
39;Jongens;1 dag;Totaal per leeftijd;1998;49.0;14.0;5.0
40;Jongens;1 dag;Totaal per leeftijd;1999;69.0;18.0;5.0
41;Jongens;1 dag;Totaal per leeftijd;2000;56.0;20.0;6.0
42;Jongens;1 dag;Jaar overlijden minus leeftijd;1995;69.0;25.0;12.0
43;Jongens;1 dag;Jaar overlijden minus leeftijd;1996;43.0;56.0;2.0
44;Jongens;1 dag;Jaar overlijden minus leeftijd;1997;62.0;7.0;4.0
45;Jongens;1 dag;Jaar overlijden minus leeftijd;1998;49.0;14.0;5.0
46;Jongens;1 dag;Jaar overlijden minus leeftijd;1999;69.0;18.0;5.0
47;Jongens;1 dag;Jaar overlijden minus leeftijd;2000;56.0;20.0;6.0
48;Jongens;1 dag;Jaar overlijden minus leeftijd - 1;1995;0.0;0.0;0.0
49;Jongens;1 dag;Jaar overlijden minus leeftijd - 1;1996;0.0;0.0;0.0
50;Jongens;1 dag;Jaar overlijden minus leeftijd - 1;1997;0.0;0.0;0.0
51;Jongens;1 dag;Jaar overlijden minus leeftijd - 1;1998;0.0;0.0;0.0
52;Jongens;1 dag;Jaar overlijden minus leeftijd - 1;1999;0.0;0.0;0.0
53;Jongens;1 dag;Jaar overlijden minus leeftijd - 1;2000;0.0;0.0;0.0
54;Jongens;2 dagen;Totaal per leeftijd;1995;30.0;13.0;12.0
55;Jongens;2 dagen;Totaal per leeftijd;1996;37.0;9.0;0.0
56;Jongens;2 dagen;Totaal per leeftijd;1997;26.0;7.0;2.0
57;Jongens;2 dagen;Totaal per leeftijd;1998;41.0;30.0;3.0
58;Jongens;2 dagen;Totaal per leeftijd;1999;27.0;51.0;9.0
59;Jongens;2 dagen;Totaal per leeftijd;2000;35.0;22.0;8.0
60;Jongens;2 dagen;Jaar overlijden minus leeftijd;1995;29.0;13.0;12.0
61;Jongens;2 dagen;Jaar overlijden minus leeftijd;1996;37.0;9.0;0.0
62;Jongens;2 dagen;Jaar overlijden minus leeftijd;1997;26.0;7.0;2.0
63;Jongens;2 dagen;Jaar overlijden minus leeftijd;1998;41.0;30.0;3.0
64;Jongens;2 dagen;Jaar overlijden minus leeftijd;1999;27.0;51.0;9.0
65;Jongens;2 dagen;Jaar overlijden minus leeftijd;2000;34.0;22.0;8.0
66;Jongens;2 dagen;Jaar overlijden minus leeftijd - 1;1995;1.0;0.0;0.0
67;Jongens;2 dagen;Jaar overlijden minus leeftijd - 1;1996;0.0;0.0;0.0
68;Jongens;2 dagen;Jaar overlijden minus leeftijd - 1;1997;0.0;0.0;0.0
69;Jongens;2 dagen;Jaar overlijden minus leeftijd - 1;1998;0.0;0.0;0.0
70;Jongens;2 dagen;Jaar overlijden minus leeftijd - 1;1999;0.0;0.0;0.0
71;Jongens;2 dagen;Jaar overlijden minus leeftijd - 1;2000;1.0;0.0;0.0
72;Jongens;3 dagen;Totaal per leeftijd;1995;31.0;9.0;11.0
73;Jongens;3 dagen;Totaal per leeftijd;1996;28.0;13.0;3.0
74;Jongens;3 dagen;Totaal per leeftijd;1997;28.0;9.0;5.0
75;Jongens;3 dagen;Totaal per leeftijd;1998;26.0;15.0;4.0
76;Jongens;3 dagen;Totaal per leeftijd;1999;28.0;45.0;7.0
77;Jongens;3 dagen;Totaal per leeftijd;2000;29.0;22.0;2.0
78;Jongens;3 dagen;Jaar overlijden minus leeftijd;1995;30.0;9.0;11.0
79;Jongens;3 dagen;Jaar overlijden minus leeftijd;1996;27.0;13.0;3.0
80;Jongens;3 dagen;Jaar overlijden minus leeftijd;1997;28.0;9.0;5.0
81;Jongens;3 dagen;Jaar overlijden minus leeftijd;1998;26.0;15.0;4.0
82;Jongens;3 dagen;Jaar overlijden minus leeftijd;1999;28.0;45.0;7.0
83;Jongens;3 dagen;Jaar overlijden minus leeftijd;2000;29.0;22.0;2.0
84;Jongens;3 dagen;Jaar overlijden minus leeftijd - 1;1995;1.0;0.0;0.0
85;Jongens;3 dagen;Jaar overlijden minus leeftijd - 1;1996;1.0;0.0;0.0
86;Jongens;3 dagen;Jaar overlijden minus leeftijd - 1;1997;0.0;0.0;0.0
87;Jongens;3 dagen;Jaar overlijden minus leeftijd - 1;1998;0.0;0.0;0.0
88;Jongens;3 dagen;Jaar overlijden minus leeftijd - 1;1999;0.0;0.0;0.0
89;Jongens;3 dagen;Jaar overlijden minus leeftijd - 1;2000;0.0;0.0;0.0
90;Jongens;4 dagen;Totaal per leeftijd;1995;13.0;12.0;12.0
91;Jongens;4 dagen;Totaal per leeftijd;1996;12.0;7.0;1.0
92;Jongens;4 dagen;Totaal per leeftijd;1997;15.0;8.0;2.0
93;Jongens;4 dagen;Totaal per leeftijd;1998;27.0;15.0;3.0
94;Jongens;4 dagen;Totaal per leeftijd;1999;13.0;43.0;5.0
95;Jongens;4 dagen;Totaal per leeftijd;2000;26.0;21.0;3.0
96;Jongens;4 dagen;Jaar overlijden minus leeftijd;1995;13.0;12.0;12.0
97;Jongens;4 dagen;Jaar overlijden minus leeftijd;1996;12.0;7.0;1.0
98;Jongens;4 dagen;Jaar overlijden minus leeftijd;1997;14.0;8.0;2.0
99;Jongens;4 dagen;Jaar overlijden minus leeftijd;1998;27.0;15.0;3.0
100;Jongens;4 dagen;Jaar overlijden minus leeftijd;1999;13.0;43.0;5.0
101;Jongens;4 dagen;Jaar overlijden minus leeftijd;2000;26.0;21.0;3.0
102;Jongens;4 dagen;Jaar overlijden minus leeftijd - 1;1995;0.0;0.0;0.0
103;Jongens;4 dagen;Jaar overlijden minus leeftijd - 1;1996;0.0;0.0;0.0
104;Jongens;4 dagen;Jaar overlijden minus leeftijd - 1;1997;1.0;0.0;0.0
105;Jongens;4 dagen;Jaar overlijden minus leeftijd - 1;1998;0.0;0.0;0.0
106;Jongens;4 dagen;Jaar overlijden minus leeftijd - 1;1999;0.0;0.0;0.0
107;Jongens;4 dagen;Jaar overlijden minus leeftijd - 1;2000;0.0;0.0;0.0
108;Jongens;5 dagen;Totaal per leeftijd;1995;12.0;2.0;4.0
109;Jongens;5 dagen;Totaal per leeftijd;1996;21.0;8.0;1.0
110;Jongens;5 dagen;Totaal per leeftijd;1997;8.0;5.0;0.0
111;Jongens;5 dagen;Totaal per leeftijd;1998;7.0;10.0;0.0
112;Jongens;5 dagen;Totaal per leeftijd;1999;14.0;25.0;3.0
113;Jongens;5 dagen;Totaal per leeftijd;2000;20.0;26.0;0.0
114;Jongens;5 dagen;Jaar overlijden minus leeftijd;1995;12.0;2.0;4.0
115;Jongens;5 dagen;Jaar overlijden minus leeftijd;1996;21.0;8.0;1.0
116;Jongens;5 dagen;Jaar overlijden minus leeftijd;1997;8.0;5.0;0.0
117;Jongens;5 dagen;Jaar overlijden minus leeftijd;1998;7.0;10.0;0.0
118;Jongens;5 dagen;Jaar overlijden minus leeftijd;1999;14.0;25.0;3.0
119;Jongens;5 dagen;Jaar overlijden minus leeftijd;2000;20.0;25.0;0.0
120;Jongens;5 dagen;Jaar overlijden minus leeftijd - 1;1995;0.0;0.0;0.0
121;Jongens;5 dagen;Jaar overlijden minus leeftijd - 1;1996;0.0;0.0;0.0
122;Jongens;5 dagen;Jaar overlijden minus leeftijd - 1;1997;0.0;0.0;0.0
123;Jongens;5 dagen;Jaar overlijden minus leeftijd - 1;1998;0.0;0.0;0.0
124;Jongens;5 dagen;Jaar overlijden minus leeftijd - 1;1999;0.0;0.0;0.0
125;Jongens;5 dagen;Jaar overlijden minus leeftijd - 1;2000;0.0;1.0;0.0
126;Jongens;6 dagen;Totaal per leeftijd;1995;11.0;3.0;6.0
127;Jongens;6 dagen;Totaal per leeftijd;1996;8.0;11.0;2.0
128;Jongens;6 dagen;Totaal per leeftijd;1997;11.0;7.0;0.0
129;Jongens;6 dagen;Totaal per leeftijd;1998;10.0;10.0;1.0
130;Jongens;6 dagen;Totaal per leeftijd;1999;15.0;30.0;2.0
131;Jongens;6 dagen;Totaal per leeftijd;2000;12.0;7.0;2.0
132;Jongens;6 dagen;Jaar overlijden minus leeftijd;1995;11.0;3.0;6.0
133;Jongens;6 dagen;Jaar overlijden minus leeftijd;1996;8.0;11.0;1.0
134;Jongens;6 dagen;Jaar overlijden minus leeftijd;1997;11.0;7.0;0.0
135;Jongens;6 dagen;Jaar overlijden minus leeftijd;1998;10.0;10.0;1.0
136;Jongens;6 dagen;Jaar overlijden minus leeftijd;1999;15.0;28.0;1.0
137;Jongens;6 dagen;Jaar overlijden minus leeftijd;2000;11.0;7.0;2.0
138;Jongens;6 dagen;Jaar overlijden minus leeftijd - 1;1995;0.0;0.0;0.0
139;Jongens;6 dagen;Jaar overlijden minus leeftijd - 1;1996;0.0;0.0;1.0
140;Jongens;6 dagen;Jaar overlijden minus leeftijd - 1;1997;0.0;0.0;0.0
141;Jongens;6 dagen;Jaar overlijden minus leeftijd - 1;1998;0.0;0.0;0.0
142;Jongens;6 dagen;Jaar overlijden minus leeftijd - 1;1999;0.0;2.0;1.0
143;Jongens;6 dagen;Jaar overlijden minus leeftijd - 1;2000;1.0;0.0;0.0
144;Jongens;7- 9 dagen;Totaal per leeftijd;1995;26.0;12.0;11.0
145;Jongens;7- 9 dagen;Totaal per leeftijd;1996;22.0;6.0;1.0
146;Jongens;7- 9 dagen;Totaal per leeftijd;1997;24.0;6.0;2.0
147;Jongens;7- 9 dagen;Totaal per leeftijd;1998;29.0;30.0;4.0
148;Jongens;7- 9 dagen;Totaal per leeftijd;1999;19.0;81.0;6.0
149;Jongens;7- 9 dagen;Totaal per leeftijd;2000;28.0;32.0;10.0
150;Jongens;7- 9 dagen;Jaar overlijden minus leeftijd;1995;26.0;12.0;11.0
151;Jongens;7- 9 dagen;Jaar overlijden minus leeftijd;1996;22.0;6.0;1.0
152;Jongens;7- 9 dagen;Jaar overlijden minus leeftijd;1997;24.0;6.0;2.0
153;Jongens;7- 9 dagen;Jaar overlijden minus leeftijd;1998;29.0;29.0;3.0
154;Jongens;7- 9 dagen;Jaar overlijden minus leeftijd;1999;19.0;80.0;6.0
155;Jongens;7- 9 dagen;Jaar overlijden minus leeftijd;2000;26.0;32.0;10.0
156;Jongens;7- 9 dagen;Jaar overlijden minus leeftijd - 1;1995;0.0;0.0;0.0
157;Jongens;7- 9 dagen;Jaar overlijden minus leeftijd - 1;1996;0.0;0.0;0.0
158;Jongens;7- 9 dagen;Jaar overlijden minus leeftijd - 1;1997;0.0;0.0;0.0
159;Jongens;7- 9 dagen;Jaar overlijden minus leeftijd - 1;1998;0.0;1.0;1.0
160;Jongens;7- 9 dagen;Jaar overlijden minus leeftijd - 1;1999;0.0;1.0;0.0
161;Jongens;7- 9 dagen;Jaar overlijden minus leeftijd - 1;2000;2.0;0.0;0.0
162;Jongens;10-13 dagen;Totaal per leeftijd;1995;20.0;16.0;17.0
163;Jongens;10-13 dagen;Totaal per leeftijd;1996;26.0;15.0;3.0
164;Jongens;10-13 dagen;Totaal per leeftijd;1997;19.0;12.0;3.0
165;Jongens;10-13 dagen;Totaal per leeftijd;1998;21.0;17.0;4.0
166;Jongens;10-13 dagen;Totaal per leeftijd;1999;31.0;62.0;4.0
167;Jongens;10-13 dagen;Totaal per leeftijd;2000;13.0;32.0;11.0
168;Jongens;10-13 dagen;Jaar overlijden minus leeftijd;1995;20.0;16.0;16.0
169;Jongens;10-13 dagen;Jaar overlijden minus leeftijd;1996;24.0;15.0;3.0
170;Jongens;10-13 dagen;Jaar overlijden minus leeftijd;1997;18.0;12.0;3.0
171;Jongens;10-13 dagen;Jaar overlijden minus leeftijd;1998;20.0;15.0;4.0
172;Jongens;10-13 dagen;Jaar overlijden minus leeftijd;1999;30.0;59.0;4.0
173;Jongens;10-13 dagen;Jaar overlijden minus leeftijd;2000;13.0;31.0;9.0
174;Jongens;10-13 dagen;Jaar overlijden minus leeftijd - 1;1995;0.0;0.0;1.0
175;Jongens;10-13 dagen;Jaar overlijden minus leeftijd - 1;1996;2.0;0.0;0.0
176;Jongens;10-13 dagen;Jaar overlijden minus leeftijd - 1;1997;1.0;0.0;0.0
177;Jongens;10-13 dagen;Jaar overlijden minus leeftijd - 1;1998;1.0;2.0;0.0
178;Jongens;10-13 dagen;Jaar overlijden minus leeftijd - 1;1999;1.0;3.0;0.0
179;Jongens;10-13 dagen;Jaar overlijden minus leeftijd - 1;2000;0.0;1.0;2.0
180;Jongens;14-16 dagen;Totaal per leeftijd;1995;12.0;9.0;12.0
181;Jongens;14-16 dagen;Totaal per leeftijd;1996;11.0;6.0;2.0
182;Jongens;14-16 dagen;Totaal per leeftijd;1997;15.0;8.0;2.0
183;Jongens;14-16 dagen;Totaal per leeftijd;1998;14.0;12.0;0.0
184;Jongens;14-16 dagen;Totaal per leeftijd;1999;7.0;33.0;5.0
185;Jongens;14-16 dagen;Totaal per leeftijd;2000;12.0;17.0;6.0
186;Jongens;14-16 dagen;Jaar overlijden minus leeftijd;1995;11.0;9.0;11.0
187;Jongens;14-16 dagen;Jaar overlijden minus leeftijd;1996;11.0;6.0;0.0
188;Jongens;14-16 dagen;Jaar overlijden minus leeftijd;1997;14.0;8.0;2.0
189;Jongens;14-16 dagen;Jaar overlijden minus leeftijd;1998;14.0;11.0;0.0
190;Jongens;14-16 dagen;Jaar overlijden minus leeftijd;1999;7.0;32.0;5.0
191;Jongens;14-16 dagen;Jaar overlijden minus leeftijd;2000;12.0;16.0;6.0
192;Jongens;14-16 dagen;Jaar overlijden minus leeftijd - 1;1995;1.0;0.0;1.0
193;Jongens;14-16 dagen;Jaar overlijden minus leeftijd - 1;1996;0.0;0.0;2.0
194;Jongens;14-16 dagen;Jaar overlijden minus leeftijd - 1;1997;1.0;0.0;0.0
195;Jongens;14-16 dagen;Jaar overlijden minus leeftijd - 1;1998;0.0;1.0;0.0
196;Jongens;14-16 dagen;Jaar overlijden minus leeftijd - 1;1999;0.0;1.0;0.0
197;Jongens;14-16 dagen;Jaar overlijden minus leeftijd - 1;2000;0.0;1.0;0.0
198;Jongens;17-20 dagen;Totaal per leeftijd;1995;21.0;9.0;9.0
199;Jongens;17-20 dagen;Totaal per leeftijd;1996;13.0;9.0;2.0
200;Jongens;17-20 dagen;Totaal per leeftijd;1997;13.0;8.0;3.0
201;Jongens;17-20 dagen;Totaal per leeftijd;1998;13.0;21.0;5.0
202;Jongens;17-20 dagen;Totaal per leeftijd;1999;10.0;21.0;3.0
203;Jongens;17-20 dagen;Totaal per leeftijd;2000;15.0;25.0;4.0
204;Jongens;17-20 dagen;Jaar overlijden minus leeftijd;1995;20.0;9.0;9.0
205;Jongens;17-20 dagen;Jaar overlijden minus leeftijd;1996;11.0;9.0;2.0
206;Jongens;17-20 dagen;Jaar overlijden minus leeftijd;1997;13.0;9.0;3.0
207;Jongens;17-20 dagen;Jaar overlijden minus leeftijd;1998;13.0;19.0;5.0
208;Jongens;17-20 dagen;Jaar overlijden minus leeftijd;1999;9.0;19.0;2.0
209;Jongens;17-20 dagen;Jaar overlijden minus leeftijd;2000;14.0;21.0;4.0
210;Jongens;17-20 dagen;Jaar overlijden minus leeftijd - 1;1995;1.0;0.0;0.0
211;Jongens;17-20 dagen;Jaar overlijden minus leeftijd - 1;1996;2.0;0.0;0.0
212;Jongens;17-20 dagen;Jaar overlijden minus leeftijd - 1;1997;0.0;-1.0;0.0
213;Jongens;17-20 dagen;Jaar overlijden minus leeftijd - 1;1998;0.0;2.0;0.0
214;Jongens;17-20 dagen;Jaar overlijden minus leeftijd - 1;1999;1.0;2.0;1.0
215;Jongens;17-20 dagen;Jaar overlijden minus leeftijd - 1;2000;1.0;4.0;0.0
216;Jongens;21-27 dagen;Totaal per leeftijd;1995;14.0;7.0;7.0
217;Jongens;21-27 dagen;Totaal per leeftijd;1996;22.0;19.0;7.0
218;Jongens;21-27 dagen;Totaal per leeftijd;1997;14.0;16.0;3.0
219;Jongens;21-27 dagen;Totaal per leeftijd;1998;13.0;16.0;6.0
220;Jongens;21-27 dagen;Totaal per leeftijd;1999;19.0;33.0;12.0
221;Jongens;21-27 dagen;Totaal per leeftijd;2000;19.0;26.0;8.0
222;Jongens;21-27 dagen;Jaar overlijden minus leeftijd;1995;14.0;8.0;7.0
223;Jongens;21-27 dagen;Jaar overlijden minus leeftijd;1996;21.0;18.0;4.0
224;Jongens;21-27 dagen;Jaar overlijden minus leeftijd;1997;12.0;15.0;3.0
225;Jongens;21-27 dagen;Jaar overlijden minus leeftijd;1998;13.0;13.0;4.0
226;Jongens;21-27 dagen;Jaar overlijden minus leeftijd;1999;19.0;28.0;12.0
227;Jongens;21-27 dagen;Jaar overlijden minus leeftijd;2000;19.0;25.0;7.0
228;Jongens;21-27 dagen;Jaar overlijden minus leeftijd - 1;1995;0.0;-1.0;0.0
229;Jongens;21-27 dagen;Jaar overlijden minus leeftijd - 1;1996;1.0;1.0;3.0
230;Jongens;21-27 dagen;Jaar overlijden minus leeftijd - 1;1997;2.0;1.0;0.0
231;Jongens;21-27 dagen;Jaar overlijden minus leeftijd - 1;1998;0.0;3.0;2.0
232;Jongens;21-27 dagen;Jaar overlijden minus leeftijd - 1;1999;0.0;5.0;0.0
233;Jongens;21-27 dagen;Jaar overlijden minus leeftijd - 1;2000;0.0;1.0;1.0
234;Jongens;28 dagen tot 2 maanden;Totaal per leeftijd;1995;44.0;-13.0;22.0
235;Jongens;28 dagen tot 2 maanden;Totaal per leeftijd;1996;38.0;39.0;8.0
236;Jongens;28 dagen tot 2 maanden;Totaal per leeftijd;1997;39.0;12.0;6.0
237;Jongens;28 dagen tot 2 maanden;Totaal per leeftijd;1998;45.0;28.0;4.0
238;Jongens;28 dagen tot 2 maanden;Totaal per leeftijd;1999;33.0;87.0;9.0
239;Jongens;28 dagen tot 2 maanden;Totaal per leeftijd;2000;47.0;63.0;15.0
240;Jongens;28 dagen tot 2 maanden;Jaar overlijden minus leeftijd;1995;38.0;-12.0;16.0
241;Jongens;28 dagen tot 2 maanden;Jaar overlijden minus leeftijd;1996;36.0;39.0;1.0
242;Jongens;28 dagen tot 2 maanden;Jaar overlijden minus leeftijd;1997;38.0;17.0;4.0
243;Jongens;28 dagen tot 2 maanden;Jaar overlijden minus leeftijd;1998;38.0;20.0;4.0
244;Jongens;28 dagen tot 2 maanden;Jaar overlijden minus leeftijd;1999;29.0;66.0;6.0
245;Jongens;28 dagen tot 2 maanden;Jaar overlijden minus leeftijd;2000;42.0;52.0;14.0
246;Jongens;28 dagen tot 2 maanden;Jaar overlijden minus leeftijd - 1;1995;6.0;-1.0;6.0
247;Jongens;28 dagen tot 2 maanden;Jaar overlijden minus leeftijd - 1;1996;2.0;0.0;7.0
248;Jongens;28 dagen tot 2 maanden;Jaar overlijden minus leeftijd - 1;1997;1.0;-5.0;2.0
249;Jongens;28 dagen tot 2 maanden;Jaar overlijden minus leeftijd - 1;1998;7.0;8.0;0.0
250;Jongens;28 dagen tot 2 maanden;Jaar overlijden minus leeftijd - 1;1999;4.0;21.0;3.0
251;Jongens;28 dagen tot 2 maanden;Jaar overlijden minus leeftijd - 1;2000;5.0;11.0;1.0
252;Jongens;2 maanden;Totaal per leeftijd;1995;15.0;22.0;8.0
253;Jongens;2 maanden;Totaal per leeftijd;1996;17.0;12.0;5.0
254;Jongens;2 maanden;Totaal per leeftijd;1997;15.0;33.0;4.0
255;Jongens;2 maanden;Totaal per leeftijd;1998;33.0;39.0;2.0
256;Jongens;2 maanden;Totaal per leeftijd;1999;17.0;51.0;7.0
257;Jongens;2 maanden;Totaal per leeftijd;2000;17.0;53.0;4.0
258;Jongens;2 maanden;Jaar overlijden minus leeftijd;1995;8.0;16.0;4.0
259;Jongens;2 maanden;Jaar overlijden minus leeftijd;1996;14.0;17.0;1.0
260;Jongens;2 maanden;Jaar overlijden minus leeftijd;1997;13.0;34.0;4.0
261;Jongens;2 maanden;Jaar overlijden minus leeftijd;1998;28.0;28.0;0.0
262;Jongens;2 maanden;Jaar overlijden minus leeftijd;1999;14.0;31.0;6.0
263;Jongens;2 maanden;Jaar overlijden minus leeftijd;2000;14.0;21.0;4.0
264;Jongens;2 maanden;Jaar overlijden minus leeftijd - 1;1995;7.0;6.0;4.0
265;Jongens;2 maanden;Jaar overlijden minus leeftijd - 1;1996;3.0;-5.0;4.0
266;Jongens;2 maanden;Jaar overlijden minus leeftijd - 1;1997;2.0;-1.0;0.0
267;Jongens;2 maanden;Jaar overlijden minus leeftijd - 1;1998;5.0;11.0;2.0
268;Jongens;2 maanden;Jaar overlijden minus leeftijd - 1;1999;3.0;20.0;1.0
269;Jongens;2 maanden;Jaar overlijden minus leeftijd - 1;2000;3.0;32.0;0.0
270;Jongens;3 maanden;Totaal per leeftijd;1995;18.0;32.0;4.0
271;Jongens;3 maanden;Totaal per leeftijd;1996;18.0;36.0;3.0
272;Jongens;3 maanden;Totaal per leeftijd;1997;19.0;21.0;-7.0
273;Jongens;3 maanden;Totaal per leeftijd;1998;15.0;67.0;1.0
274;Jongens;3 maanden;Totaal per leeftijd;1999;15.0;46.0;-5.0
275;Jongens;3 maanden;Totaal per leeftijd;2000;13.0;64.0;1.0
276;Jongens;3 maanden;Jaar overlijden minus leeftijd;1995;11.0;27.0;2.0
277;Jongens;3 maanden;Jaar overlijden minus leeftijd;1996;10.0;41.0;1.0
278;Jongens;3 maanden;Jaar overlijden minus leeftijd;1997;13.0;24.0;-4.0
279;Jongens;3 maanden;Jaar overlijden minus leeftijd;1998;12.0;55.0;0.0
280;Jongens;3 maanden;Jaar overlijden minus leeftijd;1999;12.0;28.0;-3.0
281;Jongens;3 maanden;Jaar overlijden minus leeftijd;2000;8.0;41.0;-1.0
282;Jongens;3 maanden;Jaar overlijden minus leeftijd - 1;1995;7.0;5.0;2.0
283;Jongens;3 maanden;Jaar overlijden minus leeftijd - 1;1996;8.0;-5.0;2.0
284;Jongens;3 maanden;Jaar overlijden minus leeftijd - 1;1997;6.0;-3.0;-3.0
285;Jongens;3 maanden;Jaar overlijden minus leeftijd - 1;1998;3.0;12.0;1.0
286;Jongens;3 maanden;Jaar overlijden minus leeftijd - 1;1999;3.0;18.0;-2.0
287;Jongens;3 maanden;Jaar overlijden minus leeftijd - 1;2000;5.0;23.0;2.0
288;Jongens;4 maanden;Totaal per leeftijd;1995;16.0;36.0;1.0
289;Jongens;4 maanden;Totaal per leeftijd;1996;21.0;30.0;-3.0
290;Jongens;4 maanden;Totaal per leeftijd;1997;19.0;42.0;-5.0
291;Jongens;4 maanden;Totaal per leeftijd;1998;14.0;45.0;-4.0
292;Jongens;4 maanden;Totaal per leeftijd;1999;11.0;44.0;-3.0
293;Jongens;4 maanden;Totaal per leeftijd;2000;14.0;55.0;-1.0
294;Jongens;4 maanden;Jaar overlijden minus leeftijd;1995;9.0;14.0;1.0
295;Jongens;4 maanden;Jaar overlijden minus leeftijd;1996;11.0;33.0;-3.0
296;Jongens;4 maanden;Jaar overlijden minus leeftijd;1997;13.0;47.0;-3.0
297;Jongens;4 maanden;Jaar overlijden minus leeftijd;1998;10.0;33.0;-5.0
298;Jongens;4 maanden;Jaar overlijden minus leeftijd;1999;6.0;16.0;-1.0
299;Jongens;4 maanden;Jaar overlijden minus leeftijd;2000;10.0;28.0;-1.0
300;Jongens;4 maanden;Jaar overlijden minus leeftijd - 1;1995;7.0;22.0;0.0
301;Jongens;4 maanden;Jaar overlijden minus leeftijd - 1;1996;10.0;-3.0;0.0
302;Jongens;4 maanden;Jaar overlijden minus leeftijd - 1;1997;6.0;-5.0;-2.0
303;Jongens;4 maanden;Jaar overlijden minus leeftijd - 1;1998;4.0;12.0;1.0
304;Jongens;4 maanden;Jaar overlijden minus leeftijd - 1;1999;5.0;28.0;-2.0
305;Jongens;4 maanden;Jaar overlijden minus leeftijd - 1;2000;4.0;27.0;0.0
306;Jongens;5 maanden;Totaal per leeftijd;1995;10.0;32.0;-4.0
307;Jongens;5 maanden;Totaal per leeftijd;1996;13.0;39.0;-3.0
