ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;OprichtingenVanVestigingen_1;NieuweVestigingenBestaandeBedrijven_2;OpheffingenVanVestigingen_3;GestopteVestigingenBestaandeBedrijven_4
9056;M Specialistische zakelijke diensten;Arnhem/Nijmegen (CR);2012;1535.0;125.0;805.0;100.0
9057;M Specialistische zakelijke diensten;Arnhem/Nijmegen (CR);2013;1585.0;110.0;1060.0;105.0
9058;M Specialistische zakelijke diensten;Zuidwest-Gelderland (CR);2007;500.0;35.0;210.0;25.0
9059;M Specialistische zakelijke diensten;Zuidwest-Gelderland (CR);2008;530.0;25.0;285.0;25.0
9060;M Specialistische zakelijke diensten;Zuidwest-Gelderland (CR);2009;475.0;135.0;275.0;30.0
9061;M Specialistische zakelijke diensten;Zuidwest-Gelderland (CR);2010;350.0;35.0;235.0;55.0
9062;M Specialistische zakelijke diensten;Zuidwest-Gelderland (CR);2011;470.0;40.0;255.0;30.0
9063;M Specialistische zakelijke diensten;Zuidwest-Gelderland (CR);2012;435.0;40.0;260.0;45.0
9064;M Specialistische zakelijke diensten;Zuidwest-Gelderland (CR);2013;450.0;45.0;360.0;40.0
9065;M Specialistische zakelijke diensten;Utrecht (CR);2007;3315.0;195.0;1575.0;180.0
9066;M Specialistische zakelijke diensten;Utrecht (CR);2008;3880.0;165.0;1855.0;140.0
9067;M Specialistische zakelijke diensten;Utrecht (CR);2009;3620.0;610.0;1860.0;160.0
9068;M Specialistische zakelijke diensten;Utrecht (CR);2010;2875.0;250.0;1395.0;240.0
9069;M Specialistische zakelijke diensten;Utrecht (CR);2011;4140.0;280.0;1705.0;245.0
9070;M Specialistische zakelijke diensten;Utrecht (CR);2012;3835.0;310.0;2135.0;325.0
9071;M Specialistische zakelijke diensten;Utrecht (CR);2013;3985.0;310.0;2760.0;285.0
9072;M Specialistische zakelijke diensten;Kop van Noord-Holland (CR);2007;485.0;25.0;255.0;30.0
9073;M Specialistische zakelijke diensten;Kop van Noord-Holland (CR);2008;605.0;35.0;340.0;20.0
9074;M Specialistische zakelijke diensten;Kop van Noord-Holland (CR);2009;590.0;115.0;315.0;25.0
9075;M Specialistische zakelijke diensten;Kop van Noord-Holland (CR);2010;390.0;55.0;200.0;35.0
9076;M Specialistische zakelijke diensten;Kop van Noord-Holland (CR);2011;480.0;40.0;270.0;40.0
9077;M Specialistische zakelijke diensten;Kop van Noord-Holland (CR);2012;525.0;45.0;290.0;40.0
9078;M Specialistische zakelijke diensten;Kop van Noord-Holland (CR);2013;570.0;55.0;415.0;45.0
9079;M Specialistische zakelijke diensten;Alkmaar en omgeving (CR);2007;350.0;25.0;205.0;20.0
9080;M Specialistische zakelijke diensten;Alkmaar en omgeving (CR);2008;490.0;20.0;265.0;20.0
9081;M Specialistische zakelijke diensten;Alkmaar en omgeving (CR);2009;475.0;80.0;250.0;20.0
9082;M Specialistische zakelijke diensten;Alkmaar en omgeving (CR);2010;365.0;30.0;190.0;35.0
9083;M Specialistische zakelijke diensten;Alkmaar en omgeving (CR);2011;465.0;35.0;215.0;25.0
9084;M Specialistische zakelijke diensten;Alkmaar en omgeving (CR);2012;445.0;25.0;280.0;30.0
9085;M Specialistische zakelijke diensten;Alkmaar en omgeving (CR);2013;510.0;35.0;315.0;35.0
9086;M Specialistische zakelijke diensten;IJmond (CR);2007;250.0;15.0;135.0;10.0
9087;M Specialistische zakelijke diensten;IJmond (CR);2008;320.0;10.0;175.0;10.0
9088;M Specialistische zakelijke diensten;IJmond (CR);2009;365.0;60.0;185.0;20.0
9089;M Specialistische zakelijke diensten;IJmond (CR);2010;270.0;20.0;130.0;25.0
9090;M Specialistische zakelijke diensten;IJmond (CR);2011;350.0;20.0;145.0;15.0
9091;M Specialistische zakelijke diensten;IJmond (CR);2012;290.0;25.0;170.0;25.0
9092;M Specialistische zakelijke diensten;IJmond (CR);2013;340.0;30.0;215.0;25.0
9093;M Specialistische zakelijke diensten;Agglomeratie Haarlem (CR);2007;645.0;30.0;310.0;30.0
9094;M Specialistische zakelijke diensten;Agglomeratie Haarlem (CR);2008;775.0;25.0;345.0;15.0
9095;M Specialistische zakelijke diensten;Agglomeratie Haarlem (CR);2009;760.0;70.0;395.0;20.0
9096;M Specialistische zakelijke diensten;Agglomeratie Haarlem (CR);2010;580.0;30.0;290.0;35.0
9097;M Specialistische zakelijke diensten;Agglomeratie Haarlem (CR);2011;790.0;50.0;335.0;25.0
9098;M Specialistische zakelijke diensten;Agglomeratie Haarlem (CR);2012;740.0;35.0;415.0;35.0
9099;M Specialistische zakelijke diensten;Agglomeratie Haarlem (CR);2013;790.0;40.0;525.0;45.0
9100;M Specialistische zakelijke diensten;Zaanstreek (CR);2007;205.0;15.0;120.0;10.0
9101;M Specialistische zakelijke diensten;Zaanstreek (CR);2008;285.0;10.0;130.0;5.0
9102;M Specialistische zakelijke diensten;Zaanstreek (CR);2009;300.0;35.0;135.0;5.0
9103;M Specialistische zakelijke diensten;Zaanstreek (CR);2010;225.0;10.0;110.0;20.0
9104;M Specialistische zakelijke diensten;Zaanstreek (CR);2011;275.0;20.0;130.0;10.0
9105;M Specialistische zakelijke diensten;Zaanstreek (CR);2012;255.0;25.0;185.0;10.0
9106;M Specialistische zakelijke diensten;Zaanstreek (CR);2013;290.0;20.0;175.0;20.0
9107;M Specialistische zakelijke diensten;Groot-Amsterdam (CR);2007;3945.0;220.0;2075.0;175.0
9108;M Specialistische zakelijke diensten;Groot-Amsterdam (CR);2008;4800.0;205.0;2495.0;170.0
9109;M Specialistische zakelijke diensten;Groot-Amsterdam (CR);2009;5040.0;525.0;2785.0;235.0
9110;M Specialistische zakelijke diensten;Groot-Amsterdam (CR);2010;4160.0;445.0;1875.0;315.0
9111;M Specialistische zakelijke diensten;Groot-Amsterdam (CR);2011;5195.0;330.0;2190.0;230.0
9112;M Specialistische zakelijke diensten;Groot-Amsterdam (CR);2012;4785.0;395.0;2780.0;365.0
9113;M Specialistische zakelijke diensten;Groot-Amsterdam (CR);2013;5430.0;410.0;3795.0;400.0
9114;M Specialistische zakelijke diensten;Het Gooi en Vechtstreek (CR);2007;855.0;45.0;420.0;35.0
9115;M Specialistische zakelijke diensten;Het Gooi en Vechtstreek (CR);2008;1005.0;45.0;555.0;30.0
9116;M Specialistische zakelijke diensten;Het Gooi en Vechtstreek (CR);2009;865.0;155.0;580.0;55.0
9117;M Specialistische zakelijke diensten;Het Gooi en Vechtstreek (CR);2010;710.0;60.0;405.0;65.0
9118;M Specialistische zakelijke diensten;Het Gooi en Vechtstreek (CR);2011;940.0;65.0;460.0;45.0
9119;M Specialistische zakelijke diensten;Het Gooi en Vechtstreek (CR);2012;835.0;70.0;560.0;60.0
9120;M Specialistische zakelijke diensten;Het Gooi en Vechtstreek (CR);2013;935.0;70.0;740.0;70.0
9121;M Specialistische zakelijke diensten;Agglomeratie Leiden en Bollenstreek (CR);2007;695.0;35.0;350.0;30.0
9122;M Specialistische zakelijke diensten;Agglomeratie Leiden en Bollenstreek (CR);2008;790.0;30.0;425.0;30.0
9123;M Specialistische zakelijke diensten;Agglomeratie Leiden en Bollenstreek (CR);2009;850.0;195.0;470.0;40.0
9124;M Specialistische zakelijke diensten;Agglomeratie Leiden en Bollenstreek (CR);2010;625.0;65.0;330.0;70.0
9125;M Specialistische zakelijke diensten;Agglomeratie Leiden en Bollenstreek (CR);2011;880.0;50.0;410.0;50.0
9126;M Specialistische zakelijke diensten;Agglomeratie Leiden en Bollenstreek (CR);2012;860.0;60.0;460.0;65.0
9127;M Specialistische zakelijke diensten;Agglomeratie Leiden en Bollenstreek (CR);2013;915.0;65.0;575.0;55.0
9128;M Specialistische zakelijke diensten;Agglomeratie 's-Gravenhage (CR);2007;1610.0;100.0;825.0;75.0
9129;M Specialistische zakelijke diensten;Agglomeratie 's-Gravenhage (CR);2008;2240.0;85.0;985.0;80.0
9130;M Specialistische zakelijke diensten;Agglomeratie 's-Gravenhage (CR);2009;2125.0;340.0;1105.0;100.0
9131;M Specialistische zakelijke diensten;Agglomeratie 's-Gravenhage (CR);2010;1675.0;145.0;815.0;160.0
9132;M Specialistische zakelijke diensten;Agglomeratie 's-Gravenhage (CR);2011;2140.0;135.0;965.0;150.0
9133;M Specialistische zakelijke diensten;Agglomeratie 's-Gravenhage (CR);2012;1970.0;165.0;1250.0;135.0
9134;M Specialistische zakelijke diensten;Agglomeratie 's-Gravenhage (CR);2013;2355.0;185.0;1635.0;155.0
9135;M Specialistische zakelijke diensten;Delft en Westland (CR);2007;415.0;25.0;210.0;25.0
9136;M Specialistische zakelijke diensten;Delft en Westland (CR);2008;525.0;20.0;225.0;20.0
9137;M Specialistische zakelijke diensten;Delft en Westland (CR);2009;550.0;95.0;280.0;30.0
9138;M Specialistische zakelijke diensten;Delft en Westland (CR);2010;425.0;45.0;185.0;40.0
9139;M Specialistische zakelijke diensten;Delft en Westland (CR);2011;555.0;45.0;240.0;25.0
9140;M Specialistische zakelijke diensten;Delft en Westland (CR);2012;480.0;45.0;290.0;45.0
9141;M Specialistische zakelijke diensten;Delft en Westland (CR);2013;560.0;40.0;355.0;40.0
9142;M Specialistische zakelijke diensten;Oost-Zuid-Holland (CR);2007;560.0;35.0;305.0;35.0
9143;M Specialistische zakelijke diensten;Oost-Zuid-Holland (CR);2008;710.0;25.0;345.0;20.0
9144;M Specialistische zakelijke diensten;Oost-Zuid-Holland (CR);2009;625.0;95.0;370.0;35.0
9145;M Specialistische zakelijke diensten;Oost-Zuid-Holland (CR);2010;445.0;50.0;270.0;35.0
9146;M Specialistische zakelijke diensten;Oost-Zuid-Holland (CR);2011;545.0;35.0;275.0;30.0
9147;M Specialistische zakelijke diensten;Oost-Zuid-Holland (CR);2012;530.0;30.0;345.0;35.0
9148;M Specialistische zakelijke diensten;Oost-Zuid-Holland (CR);2013;620.0;50.0;440.0;25.0
9149;M Specialistische zakelijke diensten;Groot-Rijnmond (CR);2007;2480.0;160.0;1200.0;125.0
9150;M Specialistische zakelijke diensten;Groot-Rijnmond (CR);2008;2765.0;130.0;1405.0;115.0
9151;M Specialistische zakelijke diensten;Groot-Rijnmond (CR);2009;2835.0;345.0;1540.0;100.0
9152;M Specialistische zakelijke diensten;Groot-Rijnmond (CR);2010;2260.0;225.0;1080.0;230.0
9153;M Specialistische zakelijke diensten;Groot-Rijnmond (CR);2011;2920.0;175.0;1430.0;170.0
9154;M Specialistische zakelijke diensten;Groot-Rijnmond (CR);2012;2810.0;225.0;1650.0;220.0
9155;M Specialistische zakelijke diensten;Groot-Rijnmond (CR);2013;3290.0;210.0;2160.0;235.0
9156;M Specialistische zakelijke diensten;Zuidoost-Zuid-Holland (CR);2007;560.0;40.0;285.0;30.0
9157;M Specialistische zakelijke diensten;Zuidoost-Zuid-Holland (CR);2008;725.0;30.0;335.0;30.0
9158;M Specialistische zakelijke diensten;Zuidoost-Zuid-Holland (CR);2009;600.0;105.0;345.0;25.0
9159;M Specialistische zakelijke diensten;Zuidoost-Zuid-Holland (CR);2010;495.0;55.0;250.0;45.0
9160;M Specialistische zakelijke diensten;Zuidoost-Zuid-Holland (CR);2011;705.0;55.0;365.0;35.0
9161;M Specialistische zakelijke diensten;Zuidoost-Zuid-Holland (CR);2012;675.0;50.0;320.0;65.0
9162;M Specialistische zakelijke diensten;Zuidoost-Zuid-Holland (CR);2013;775.0;60.0;440.0;45.0
9163;M Specialistische zakelijke diensten;Zeeuwsch-Vlaanderen (CR);2007;90.0;5.0;60.0;5.0
9164;M Specialistische zakelijke diensten;Zeeuwsch-Vlaanderen (CR);2008;115.0;5.0;65.0;5.0
9165;M Specialistische zakelijke diensten;Zeeuwsch-Vlaanderen (CR);2009;125.0;10.0;60.0;5.0
9166;M Specialistische zakelijke diensten;Zeeuwsch-Vlaanderen (CR);2010;85.0;15.0;35.0;10.0
9167;M Specialistische zakelijke diensten;Zeeuwsch-Vlaanderen (CR);2011;110.0;15.0;45.0;5.0
9168;M Specialistische zakelijke diensten;Zeeuwsch-Vlaanderen (CR);2012;90.0;15.0;70.0;10.0
9169;M Specialistische zakelijke diensten;Zeeuwsch-Vlaanderen (CR);2013;105.0;10.0;75.0;5.0
9170;M Specialistische zakelijke diensten;Overig Zeeland (CR);2007;280.0;20.0;150.0;15.0
9171;M Specialistische zakelijke diensten;Overig Zeeland (CR);2008;370.0;10.0;215.0;15.0
9172;M Specialistische zakelijke diensten;Overig Zeeland (CR);2009;330.0;40.0;150.0;15.0
9173;M Specialistische zakelijke diensten;Overig Zeeland (CR);2010;265.0;40.0;140.0;20.0
9174;M Specialistische zakelijke diensten;Overig Zeeland (CR);2011;380.0;35.0;155.0;20.0
9175;M Specialistische zakelijke diensten;Overig Zeeland (CR);2012;340.0;30.0;220.0;30.0
9176;M Specialistische zakelijke diensten;Overig Zeeland (CR);2013;420.0;20.0;275.0;20.0
9177;M Specialistische zakelijke diensten;West-Noord-Brabant (CR);2007;1095.0;75.0;490.0;65.0
9178;M Specialistische zakelijke diensten;West-Noord-Brabant (CR);2008;1280.0;70.0;715.0;45.0
9179;M Specialistische zakelijke diensten;West-Noord-Brabant (CR);2009;1175.0;215.0;715.0;70.0
9180;M Specialistische zakelijke diensten;West-Noord-Brabant (CR);2010;925.0;95.0;475.0;80.0
9181;M Specialistische zakelijke diensten;West-Noord-Brabant (CR);2011;1235.0;95.0;545.0;75.0
9182;M Specialistische zakelijke diensten;West-Noord-Brabant (CR);2012;1195.0;100.0;775.0;90.0
9183;M Specialistische zakelijke diensten;West-Noord-Brabant (CR);2013;1475.0;85.0;970.0;90.0
9184;M Specialistische zakelijke diensten;Midden-Noord-Brabant (CR);2007;880.0;60.0;415.0;60.0
9185;M Specialistische zakelijke diensten;Midden-Noord-Brabant (CR);2008;990.0;55.0;530.0;50.0
9186;M Specialistische zakelijke diensten;Midden-Noord-Brabant (CR);2009;955.0;275.0;610.0;55.0
9187;M Specialistische zakelijke diensten;Midden-Noord-Brabant (CR);2010;695.0;80.0;390.0;75.0
9188;M Specialistische zakelijke diensten;Midden-Noord-Brabant (CR);2011;950.0;70.0;465.0;85.0
9189;M Specialistische zakelijke diensten;Midden-Noord-Brabant (CR);2012;830.0;90.0;565.0;85.0
9190;M Specialistische zakelijke diensten;Midden-Noord-Brabant (CR);2013;985.0;90.0;705.0;80.0
9191;M Specialistische zakelijke diensten;Noordoost-Noord-Brabant (CR);2007;1125.0;70.0;550.0;55.0
9192;M Specialistische zakelijke diensten;Noordoost-Noord-Brabant (CR);2008;1275.0;60.0;670.0;35.0
9193;M Specialistische zakelijke diensten;Noordoost-Noord-Brabant (CR);2009;1300.0;155.0;705.0;70.0
9194;M Specialistische zakelijke diensten;Noordoost-Noord-Brabant (CR);2010;950.0;80.0;510.0;65.0
9195;M Specialistische zakelijke diensten;Noordoost-Noord-Brabant (CR);2011;1375.0;85.0;550.0;80.0
9196;M Specialistische zakelijke diensten;Noordoost-Noord-Brabant (CR);2012;1250.0;120.0;740.0;80.0
9197;M Specialistische zakelijke diensten;Noordoost-Noord-Brabant (CR);2013;1325.0;110.0;925.0;95.0
9198;M Specialistische zakelijke diensten;Zuidoost-Noord-Brabant (CR);2007;1445.0;65.0;705.0;50.0
9199;M Specialistische zakelijke diensten;Zuidoost-Noord-Brabant (CR);2008;1545.0;80.0;815.0;55.0
9200;M Specialistische zakelijke diensten;Zuidoost-Noord-Brabant (CR);2009;1585.0;165.0;835.0;65.0
9201;M Specialistische zakelijke diensten;Zuidoost-Noord-Brabant (CR);2010;1320.0;120.0;650.0;75.0
9202;M Specialistische zakelijke diensten;Zuidoost-Noord-Brabant (CR);2011;1680.0;100.0;680.0;90.0
9203;M Specialistische zakelijke diensten;Zuidoost-Noord-Brabant (CR);2012;1475.0;115.0;910.0;90.0
9204;M Specialistische zakelijke diensten;Zuidoost-Noord-Brabant (CR);2013;1690.0;130.0;1190.0;90.0
9205;M Specialistische zakelijke diensten;Noord-Limburg (CR);2007;330.0;10.0;165.0;10.0
9206;M Specialistische zakelijke diensten;Noord-Limburg (CR);2008;330.0;20.0;205.0;10.0
9207;M Specialistische zakelijke diensten;Noord-Limburg (CR);2009;350.0;35.0;210.0;20.0
9208;M Specialistische zakelijke diensten;Noord-Limburg (CR);2010;290.0;20.0;145.0;20.0
9209;M Specialistische zakelijke diensten;Noord-Limburg (CR);2011;365.0;30.0;160.0;15.0
9210;M Specialistische zakelijke diensten;Noord-Limburg (CR);2012;340.0;25.0;180.0;25.0
9211;M Specialistische zakelijke diensten;Noord-Limburg (CR);2013;390.0;20.0;255.0;15.0
9212;M Specialistische zakelijke diensten;Midden-Limburg (CR);2007;270.0;15.0;180.0;15.0
9213;M Specialistische zakelijke diensten;Midden-Limburg (CR);2008;320.0;25.0;190.0;10.0
9214;M Specialistische zakelijke diensten;Midden-Limburg (CR);2009;315.0;20.0;180.0;15.0
9215;M Specialistische zakelijke diensten;Midden-Limburg (CR);2010;255.0;25.0;150.0;10.0
9216;M Specialistische zakelijke diensten;Midden-Limburg (CR);2011;330.0;20.0;155.0;20.0
9217;M Specialistische zakelijke diensten;Midden-Limburg (CR);2012;320.0;20.0;170.0;20.0
9218;M Specialistische zakelijke diensten;Midden-Limburg (CR);2013;325.0;25.0;240.0;20.0
9219;M Specialistische zakelijke diensten;Zuid-Limburg (CR);2007;780.0;60.0;485.0;45.0
9220;M Specialistische zakelijke diensten;Zuid-Limburg (CR);2008;905.0;55.0;515.0;45.0
9221;M Specialistische zakelijke diensten;Zuid-Limburg (CR);2009;925.0;170.0;615.0;55.0
9222;M Specialistische zakelijke diensten;Zuid-Limburg (CR);2010;760.0;70.0;395.0;65.0
9223;M Specialistische zakelijke diensten;Zuid-Limburg (CR);2011;920.0;75.0;485.0;65.0
9224;M Specialistische zakelijke diensten;Zuid-Limburg (CR);2012;875.0;75.0;545.0;60.0
9225;M Specialistische zakelijke diensten;Zuid-Limburg (CR);2013;940.0;75.0;730.0;60.0
9226;M Specialistische zakelijke diensten;Flevoland (CR);2007;725.0;40.0;315.0;40.0
9227;M Specialistische zakelijke diensten;Flevoland (CR);2008;840.0;30.0;380.0;25.0
9228;M Specialistische zakelijke diensten;Flevoland (CR);2009;675.0;90.0;460.0;35.0
9229;M Specialistische zakelijke diensten;Flevoland (CR);2010;580.0;70.0;290.0;55.0
9230;M Specialistische zakelijke diensten;Flevoland (CR);2011;815.0;65.0;360.0;55.0
9231;M Specialistische zakelijke diensten;Flevoland (CR);2012;730.0;60.0;450.0;55.0
9232;M Specialistische zakelijke diensten;Flevoland (CR);2013;875.0;55.0;600.0;55.0
9233;M Specialistische zakelijke diensten;Niet in te delen (CR);2007;;;;
9234;M Specialistische zakelijke diensten;Niet in te delen (CR);2008;;;;
9235;M Specialistische zakelijke diensten;Niet in te delen (CR);2009;;;;
9236;M Specialistische zakelijke diensten;Niet in te delen (CR);2010;;;;
9237;M Specialistische zakelijke diensten;Niet in te delen (CR);2011;;;;
9238;M Specialistische zakelijke diensten;Niet in te delen (CR);2012;;;;
9239;M Specialistische zakelijke diensten;Niet in te delen (CR);2013;;;;
9240;N Verhuur en overige zakelijke diensten;Nederland;2007;6490.0;1090.0;3760.0;1090.0
9241;N Verhuur en overige zakelijke diensten;Nederland;2008;7970.0;930.0;3730.0;940.0
9242;N Verhuur en overige zakelijke diensten;Nederland;2009;6990.0;1670.0;4845.0;1080.0
9243;N Verhuur en overige zakelijke diensten;Nederland;2010;6740.0;1185.0;4065.0;1115.0
9244;N Verhuur en overige zakelijke diensten;Nederland;2011;8365.0;1170.0;4465.0;1020.0
9245;N Verhuur en overige zakelijke diensten;Nederland;2012;7860.0;1165.0;5025.0;1110.0
9246;N Verhuur en overige zakelijke diensten;Nederland;2013;8485.0;1180.0;6645.0;1300.0
9247;N Verhuur en overige zakelijke diensten;Noord-Nederland (LD);2007;540.0;95.0;295.0;80.0
9248;N Verhuur en overige zakelijke diensten;Noord-Nederland (LD);2008;695.0;60.0;315.0;80.0
9249;N Verhuur en overige zakelijke diensten;Noord-Nederland (LD);2009;555.0;145.0;415.0;105.0
9250;N Verhuur en overige zakelijke diensten;Noord-Nederland (LD);2010;490.0;105.0;295.0;80.0
9251;N Verhuur en overige zakelijke diensten;Noord-Nederland (LD);2011;685.0;80.0;330.0;90.0
9252;N Verhuur en overige zakelijke diensten;Noord-Nederland (LD);2012;605.0;90.0;385.0;95.0
9253;N Verhuur en overige zakelijke diensten;Noord-Nederland (LD);2013;645.0;80.0;495.0;100.0
9254;N Verhuur en overige zakelijke diensten;Oost-Nederland (LD);2007;1275.0;230.0;685.0;205.0
9255;N Verhuur en overige zakelijke diensten;Oost-Nederland (LD);2008;1510.0;195.0;665.0;160.0
9256;N Verhuur en overige zakelijke diensten;Oost-Nederland (LD);2009;1280.0;335.0;860.0;225.0
9257;N Verhuur en overige zakelijke diensten;Oost-Nederland (LD);2010;1250.0;190.0;710.0;195.0
9258;N Verhuur en overige zakelijke diensten;Oost-Nederland (LD);2011;1615.0;235.0;815.0;185.0
9259;N Verhuur en overige zakelijke diensten;Oost-Nederland (LD);2012;1465.0;235.0;870.0;210.0
9260;N Verhuur en overige zakelijke diensten;Oost-Nederland (LD);2013;1585.0;230.0;1215.0;215.0
9261;N Verhuur en overige zakelijke diensten;West-Nederland (LD);2007;3395.0;560.0;2055.0;575.0
9262;N Verhuur en overige zakelijke diensten;West-Nederland (LD);2008;4275.0;465.0;2035.0;510.0
9263;N Verhuur en overige zakelijke diensten;West-Nederland (LD);2009;3915.0;865.0;2610.0;525.0
9264;N Verhuur en overige zakelijke diensten;West-Nederland (LD);2010;3865.0;675.0;2315.0;620.0
9265;N Verhuur en overige zakelijke diensten;West-Nederland (LD);2011;4630.0;645.0;2565.0;550.0
9266;N Verhuur en overige zakelijke diensten;West-Nederland (LD);2012;4445.0;655.0;2860.0;600.0
9267;N Verhuur en overige zakelijke diensten;West-Nederland (LD);2013;4755.0;630.0;3820.0;730.0
9268;N Verhuur en overige zakelijke diensten;Zuid-Nederland (LD);2007;1275.0;210.0;725.0;225.0
9269;N Verhuur en overige zakelijke diensten;Zuid-Nederland (LD);2008;1490.0;205.0;715.0;185.0
9270;N Verhuur en overige zakelijke diensten;Zuid-Nederland (LD);2009;1235.0;325.0;960.0;220.0
9271;N Verhuur en overige zakelijke diensten;Zuid-Nederland (LD);2010;1140.0;220.0;745.0;220.0
9272;N Verhuur en overige zakelijke diensten;Zuid-Nederland (LD);2011;1435.0;205.0;760.0;195.0
9273;N Verhuur en overige zakelijke diensten;Zuid-Nederland (LD);2012;1345.0;185.0;915.0;200.0
9274;N Verhuur en overige zakelijke diensten;Zuid-Nederland (LD);2013;1500.0;240.0;1115.0;255.0
9275;N Verhuur en overige zakelijke diensten;Niet in te delen (LD);2007;;;;
9276;N Verhuur en overige zakelijke diensten;Niet in te delen (LD);2008;;;;
9277;N Verhuur en overige zakelijke diensten;Niet in te delen (LD);2009;;;;
9278;N Verhuur en overige zakelijke diensten;Niet in te delen (LD);2010;;;;
9279;N Verhuur en overige zakelijke diensten;Niet in te delen (LD);2011;;;;
9280;N Verhuur en overige zakelijke diensten;Niet in te delen (LD);2012;;;;
9281;N Verhuur en overige zakelijke diensten;Niet in te delen (LD);2013;;;;
9282;N Verhuur en overige zakelijke diensten;Groningen (PV);2007;175.0;30.0;95.0;25.0
9283;N Verhuur en overige zakelijke diensten;Groningen (PV);2008;240.0;10.0;100.0;30.0
9284;N Verhuur en overige zakelijke diensten;Groningen (PV);2009;200.0;55.0;135.0;45.0
9285;N Verhuur en overige zakelijke diensten;Groningen (PV);2010;165.0;45.0;115.0;20.0
9286;N Verhuur en overige zakelijke diensten;Groningen (PV);2011;220.0;30.0;115.0;35.0
9287;N Verhuur en overige zakelijke diensten;Groningen (PV);2012;215.0;30.0;115.0;35.0
9288;N Verhuur en overige zakelijke diensten;Groningen (PV);2013;230.0;20.0;185.0;35.0
9289;N Verhuur en overige zakelijke diensten;Friesland (PV);2007;200.0;30.0;105.0;25.0
9290;N Verhuur en overige zakelijke diensten;Friesland (PV);2008;250.0;25.0;110.0;30.0
9291;N Verhuur en overige zakelijke diensten;Friesland (PV);2009;185.0;55.0;160.0;30.0
9292;N Verhuur en overige zakelijke diensten;Friesland (PV);2010;160.0;30.0;105.0;35.0
9293;N Verhuur en overige zakelijke diensten;Friesland (PV);2011;245.0;35.0;115.0;35.0
9294;N Verhuur en overige zakelijke diensten;Friesland (PV);2012;210.0;30.0;130.0;35.0
9295;N Verhuur en overige zakelijke diensten;Friesland (PV);2013;235.0;30.0;165.0;40.0
9296;N Verhuur en overige zakelijke diensten;Drenthe (PV);2007;165.0;35.0;95.0;30.0
9297;N Verhuur en overige zakelijke diensten;Drenthe (PV);2008;205.0;20.0;110.0;20.0
9298;N Verhuur en overige zakelijke diensten;Drenthe (PV);2009;170.0;35.0;120.0;35.0
9299;N Verhuur en overige zakelijke diensten;Drenthe (PV);2010;160.0;30.0;70.0;25.0
9300;N Verhuur en overige zakelijke diensten;Drenthe (PV);2011;220.0;15.0;100.0;15.0
9301;N Verhuur en overige zakelijke diensten;Drenthe (PV);2012;180.0;30.0;135.0;25.0
9302;N Verhuur en overige zakelijke diensten;Drenthe (PV);2013;180.0;25.0;150.0;25.0
9303;N Verhuur en overige zakelijke diensten;Overijssel (PV);2007;335.0;90.0;185.0;60.0
9304;N Verhuur en overige zakelijke diensten;Overijssel (PV);2008;395.0;70.0;190.0;60.0
9305;N Verhuur en overige zakelijke diensten;Overijssel (PV);2009;335.0;95.0;210.0;80.0
9306;N Verhuur en overige zakelijke diensten;Overijssel (PV);2010;325.0;65.0;170.0;70.0
9307;N Verhuur en overige zakelijke diensten;Overijssel (PV);2011;435.0;55.0;215.0;60.0
9308;N Verhuur en overige zakelijke diensten;Overijssel (PV);2012;430.0;70.0;215.0;55.0
9309;N Verhuur en overige zakelijke diensten;Overijssel (PV);2013;395.0;75.0;310.0;65.0
9310;N Verhuur en overige zakelijke diensten;Flevoland (PV);2007;240.0;40.0;130.0;30.0
9311;N Verhuur en overige zakelijke diensten;Flevoland (PV);2008;250.0;30.0;105.0;20.0
9312;N Verhuur en overige zakelijke diensten;Flevoland (PV);2009;200.0;45.0;155.0;25.0
9313;N Verhuur en overige zakelijke diensten;Flevoland (PV);2010;200.0;25.0;125.0;15.0
9314;N Verhuur en overige zakelijke diensten;Flevoland (PV);2011;245.0;35.0;135.0;25.0
9315;N Verhuur en overige zakelijke diensten;Flevoland (PV);2012;215.0;35.0;165.0;30.0
9316;N Verhuur en overige zakelijke diensten;Flevoland (PV);2013;255.0;25.0;195.0;30.0
9317;N Verhuur en overige zakelijke diensten;Gelderland (PV);2007;700.0;105.0;370.0;115.0
9318;N Verhuur en overige zakelijke diensten;Gelderland (PV);2008;870.0;100.0;370.0;80.0
9319;N Verhuur en overige zakelijke diensten;Gelderland (PV);2009;750.0;195.0;500.0;125.0
9320;N Verhuur en overige zakelijke diensten;Gelderland (PV);2010;725.0;100.0;415.0;110.0
9321;N Verhuur en overige zakelijke diensten;Gelderland (PV);2011;940.0;145.0;460.0;105.0
9322;N Verhuur en overige zakelijke diensten;Gelderland (PV);2012;820.0;135.0;490.0;125.0
9323;N Verhuur en overige zakelijke diensten;Gelderland (PV);2013;935.0;135.0;710.0;120.0
9324;N Verhuur en overige zakelijke diensten;Utrecht (PV);2007;545.0;90.0;285.0;85.0
9325;N Verhuur en overige zakelijke diensten;Utrecht (PV);2008;665.0;75.0;280.0;80.0
9326;N Verhuur en overige zakelijke diensten;Utrecht (PV);2009;585.0;135.0;355.0;70.0
9327;N Verhuur en overige zakelijke diensten;Utrecht (PV);2010;645.0;85.0;300.0;105.0
9328;N Verhuur en overige zakelijke diensten;Utrecht (PV);2011;730.0;85.0;340.0;100.0
