ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;OprichtingenVanVestigingen_1;NieuweVestigingenBestaandeBedrijven_2;OpheffingenVanVestigingen_3;GestopteVestigingenBestaandeBedrijven_4
131;A-F Landbouw en nijverheid;Niet in te delen (PV);2012;;;;
132;A-F Landbouw en nijverheid;Niet in te delen (PV);2013;;;;
133;A-F Landbouw en nijverheid;Oost-Groningen (CR);2007;;;;
134;A-F Landbouw en nijverheid;Oost-Groningen (CR);2008;;;;
135;A-F Landbouw en nijverheid;Oost-Groningen (CR);2009;;;;
136;A-F Landbouw en nijverheid;Oost-Groningen (CR);2010;;;;
137;A-F Landbouw en nijverheid;Oost-Groningen (CR);2011;;;;
138;A-F Landbouw en nijverheid;Oost-Groningen (CR);2012;190.0;15.0;180.0;15.0
139;A-F Landbouw en nijverheid;Oost-Groningen (CR);2013;185.0;15.0;180.0;10.0
140;A-F Landbouw en nijverheid;Delfzijl en omgeving (CR);2007;;;;
141;A-F Landbouw en nijverheid;Delfzijl en omgeving (CR);2008;;;;
142;A-F Landbouw en nijverheid;Delfzijl en omgeving (CR);2009;;;;
143;A-F Landbouw en nijverheid;Delfzijl en omgeving (CR);2010;;;;
144;A-F Landbouw en nijverheid;Delfzijl en omgeving (CR);2011;;;;
145;A-F Landbouw en nijverheid;Delfzijl en omgeving (CR);2012;60.0;5.0;45.0;5.0
146;A-F Landbouw en nijverheid;Delfzijl en omgeving (CR);2013;45.0;0.0;55.0;5.0
147;A-F Landbouw en nijverheid;Overig Groningen (CR);2007;;;;
148;A-F Landbouw en nijverheid;Overig Groningen (CR);2008;;;;
149;A-F Landbouw en nijverheid;Overig Groningen (CR);2009;;;;
150;A-F Landbouw en nijverheid;Overig Groningen (CR);2010;;;;
151;A-F Landbouw en nijverheid;Overig Groningen (CR);2011;;;;
152;A-F Landbouw en nijverheid;Overig Groningen (CR);2012;385.0;45.0;295.0;35.0
153;A-F Landbouw en nijverheid;Overig Groningen (CR);2013;385.0;25.0;365.0;30.0
154;A-F Landbouw en nijverheid;Noord-Friesland (CR);2007;;;;
155;A-F Landbouw en nijverheid;Noord-Friesland (CR);2008;;;;
156;A-F Landbouw en nijverheid;Noord-Friesland (CR);2009;;;;
157;A-F Landbouw en nijverheid;Noord-Friesland (CR);2010;;;;
158;A-F Landbouw en nijverheid;Noord-Friesland (CR);2011;;;;
159;A-F Landbouw en nijverheid;Noord-Friesland (CR);2012;450.0;35.0;345.0;25.0
160;A-F Landbouw en nijverheid;Noord-Friesland (CR);2013;425.0;35.0;365.0;30.0
161;A-F Landbouw en nijverheid;Zuidwest-Friesland (CR);2007;;;;
162;A-F Landbouw en nijverheid;Zuidwest-Friesland (CR);2008;;;;
163;A-F Landbouw en nijverheid;Zuidwest-Friesland (CR);2009;;;;
164;A-F Landbouw en nijverheid;Zuidwest-Friesland (CR);2010;;;;
165;A-F Landbouw en nijverheid;Zuidwest-Friesland (CR);2011;;;;
166;A-F Landbouw en nijverheid;Zuidwest-Friesland (CR);2012;190.0;10.0;155.0;5.0
167;A-F Landbouw en nijverheid;Zuidwest-Friesland (CR);2013;185.0;10.0;155.0;25.0
168;A-F Landbouw en nijverheid;Zuidoost-Friesland (CR);2007;;;;
169;A-F Landbouw en nijverheid;Zuidoost-Friesland (CR);2008;;;;
170;A-F Landbouw en nijverheid;Zuidoost-Friesland (CR);2009;;;;
171;A-F Landbouw en nijverheid;Zuidoost-Friesland (CR);2010;;;;
172;A-F Landbouw en nijverheid;Zuidoost-Friesland (CR);2011;;;;
173;A-F Landbouw en nijverheid;Zuidoost-Friesland (CR);2012;320.0;20.0;250.0;25.0
174;A-F Landbouw en nijverheid;Zuidoost-Friesland (CR);2013;285.0;30.0;265.0;30.0
175;A-F Landbouw en nijverheid;Noord-Drenthe (CR);2007;;;;
176;A-F Landbouw en nijverheid;Noord-Drenthe (CR);2008;;;;
177;A-F Landbouw en nijverheid;Noord-Drenthe (CR);2009;;;;
178;A-F Landbouw en nijverheid;Noord-Drenthe (CR);2010;;;;
179;A-F Landbouw en nijverheid;Noord-Drenthe (CR);2011;;;;
180;A-F Landbouw en nijverheid;Noord-Drenthe (CR);2012;205.0;20.0;175.0;15.0
181;A-F Landbouw en nijverheid;Noord-Drenthe (CR);2013;205.0;15.0;205.0;10.0
182;A-F Landbouw en nijverheid;Zuidoost-Drenthe (CR);2007;;;;
183;A-F Landbouw en nijverheid;Zuidoost-Drenthe (CR);2008;;;;
184;A-F Landbouw en nijverheid;Zuidoost-Drenthe (CR);2009;;;;
185;A-F Landbouw en nijverheid;Zuidoost-Drenthe (CR);2010;;;;
186;A-F Landbouw en nijverheid;Zuidoost-Drenthe (CR);2011;;;;
187;A-F Landbouw en nijverheid;Zuidoost-Drenthe (CR);2012;180.0;35.0;235.0;20.0
188;A-F Landbouw en nijverheid;Zuidoost-Drenthe (CR);2013;225.0;30.0;225.0;20.0
189;A-F Landbouw en nijverheid;Zuidwest-Drenthe (CR);2007;;;;
190;A-F Landbouw en nijverheid;Zuidwest-Drenthe (CR);2008;;;;
191;A-F Landbouw en nijverheid;Zuidwest-Drenthe (CR);2009;;;;
192;A-F Landbouw en nijverheid;Zuidwest-Drenthe (CR);2010;;;;
193;A-F Landbouw en nijverheid;Zuidwest-Drenthe (CR);2011;;;;
194;A-F Landbouw en nijverheid;Zuidwest-Drenthe (CR);2012;185.0;20.0;165.0;20.0
195;A-F Landbouw en nijverheid;Zuidwest-Drenthe (CR);2013;195.0;15.0;140.0;20.0
196;A-F Landbouw en nijverheid;Noord-Overijssel (CR);2007;;;;
197;A-F Landbouw en nijverheid;Noord-Overijssel (CR);2008;;;;
198;A-F Landbouw en nijverheid;Noord-Overijssel (CR);2009;;;;
199;A-F Landbouw en nijverheid;Noord-Overijssel (CR);2010;;;;
200;A-F Landbouw en nijverheid;Noord-Overijssel (CR);2011;;;;
201;A-F Landbouw en nijverheid;Noord-Overijssel (CR);2012;460.0;50.0;330.0;50.0
202;A-F Landbouw en nijverheid;Noord-Overijssel (CR);2013;515.0;50.0;400.0;30.0
203;A-F Landbouw en nijverheid;Zuidwest-Overijssel (CR);2007;;;;
204;A-F Landbouw en nijverheid;Zuidwest-Overijssel (CR);2008;;;;
205;A-F Landbouw en nijverheid;Zuidwest-Overijssel (CR);2009;;;;
206;A-F Landbouw en nijverheid;Zuidwest-Overijssel (CR);2010;;;;
207;A-F Landbouw en nijverheid;Zuidwest-Overijssel (CR);2011;;;;
208;A-F Landbouw en nijverheid;Zuidwest-Overijssel (CR);2012;175.0;25.0;110.0;15.0
209;A-F Landbouw en nijverheid;Zuidwest-Overijssel (CR);2013;150.0;10.0;125.0;10.0
210;A-F Landbouw en nijverheid;Twente (CR);2007;;;;
211;A-F Landbouw en nijverheid;Twente (CR);2008;;;;
212;A-F Landbouw en nijverheid;Twente (CR);2009;;;;
213;A-F Landbouw en nijverheid;Twente (CR);2010;;;;
214;A-F Landbouw en nijverheid;Twente (CR);2011;;;;
215;A-F Landbouw en nijverheid;Twente (CR);2012;705.0;75.0;595.0;80.0
216;A-F Landbouw en nijverheid;Twente (CR);2013;720.0;75.0;720.0;85.0
217;A-F Landbouw en nijverheid;Veluwe (CR);2007;;;;
218;A-F Landbouw en nijverheid;Veluwe (CR);2008;;;;
219;A-F Landbouw en nijverheid;Veluwe (CR);2009;;;;
220;A-F Landbouw en nijverheid;Veluwe (CR);2010;;;;
221;A-F Landbouw en nijverheid;Veluwe (CR);2011;;;;
222;A-F Landbouw en nijverheid;Veluwe (CR);2012;860.0;85.0;590.0;75.0
223;A-F Landbouw en nijverheid;Veluwe (CR);2013;960.0;85.0;700.0;95.0
224;A-F Landbouw en nijverheid;Achterhoek (CR);2007;;;;
225;A-F Landbouw en nijverheid;Achterhoek (CR);2008;;;;
226;A-F Landbouw en nijverheid;Achterhoek (CR);2009;;;;
227;A-F Landbouw en nijverheid;Achterhoek (CR);2010;;;;
228;A-F Landbouw en nijverheid;Achterhoek (CR);2011;;;;
229;A-F Landbouw en nijverheid;Achterhoek (CR);2012;565.0;45.0;400.0;45.0
230;A-F Landbouw en nijverheid;Achterhoek (CR);2013;475.0;55.0;480.0;45.0
231;A-F Landbouw en nijverheid;Arnhem/Nijmegen (CR);2007;;;;
232;A-F Landbouw en nijverheid;Arnhem/Nijmegen (CR);2008;;;;
233;A-F Landbouw en nijverheid;Arnhem/Nijmegen (CR);2009;;;;
234;A-F Landbouw en nijverheid;Arnhem/Nijmegen (CR);2010;;;;
235;A-F Landbouw en nijverheid;Arnhem/Nijmegen (CR);2011;;;;
236;A-F Landbouw en nijverheid;Arnhem/Nijmegen (CR);2012;640.0;90.0;555.0;80.0
237;A-F Landbouw en nijverheid;Arnhem/Nijmegen (CR);2013;695.0;75.0;640.0;80.0
238;A-F Landbouw en nijverheid;Zuidwest-Gelderland (CR);2007;;;;
239;A-F Landbouw en nijverheid;Zuidwest-Gelderland (CR);2008;;;;
240;A-F Landbouw en nijverheid;Zuidwest-Gelderland (CR);2009;;;;
241;A-F Landbouw en nijverheid;Zuidwest-Gelderland (CR);2010;;;;
242;A-F Landbouw en nijverheid;Zuidwest-Gelderland (CR);2011;;;;
243;A-F Landbouw en nijverheid;Zuidwest-Gelderland (CR);2012;425.0;45.0;300.0;25.0
244;A-F Landbouw en nijverheid;Zuidwest-Gelderland (CR);2013;435.0;40.0;365.0;30.0
245;A-F Landbouw en nijverheid;Utrecht (CR);2007;;;;
246;A-F Landbouw en nijverheid;Utrecht (CR);2008;;;;
247;A-F Landbouw en nijverheid;Utrecht (CR);2009;;;;
248;A-F Landbouw en nijverheid;Utrecht (CR);2010;;;;
249;A-F Landbouw en nijverheid;Utrecht (CR);2011;;;;
250;A-F Landbouw en nijverheid;Utrecht (CR);2012;1330.0;155.0;1030.0;145.0
251;A-F Landbouw en nijverheid;Utrecht (CR);2013;1325.0;155.0;1185.0;145.0
252;A-F Landbouw en nijverheid;Kop van Noord-Holland (CR);2007;;;;
253;A-F Landbouw en nijverheid;Kop van Noord-Holland (CR);2008;;;;
254;A-F Landbouw en nijverheid;Kop van Noord-Holland (CR);2009;;;;
255;A-F Landbouw en nijverheid;Kop van Noord-Holland (CR);2010;;;;
256;A-F Landbouw en nijverheid;Kop van Noord-Holland (CR);2011;;;;
257;A-F Landbouw en nijverheid;Kop van Noord-Holland (CR);2012;600.0;55.0;495.0;50.0
258;A-F Landbouw en nijverheid;Kop van Noord-Holland (CR);2013;645.0;55.0;545.0;50.0
259;A-F Landbouw en nijverheid;Alkmaar en omgeving (CR);2007;;;;
260;A-F Landbouw en nijverheid;Alkmaar en omgeving (CR);2008;;;;
261;A-F Landbouw en nijverheid;Alkmaar en omgeving (CR);2009;;;;
262;A-F Landbouw en nijverheid;Alkmaar en omgeving (CR);2010;;;;
263;A-F Landbouw en nijverheid;Alkmaar en omgeving (CR);2011;;;;
264;A-F Landbouw en nijverheid;Alkmaar en omgeving (CR);2012;240.0;30.0;195.0;40.0
265;A-F Landbouw en nijverheid;Alkmaar en omgeving (CR);2013;270.0;30.0;235.0;25.0
266;A-F Landbouw en nijverheid;IJmond (CR);2007;;;;
267;A-F Landbouw en nijverheid;IJmond (CR);2008;;;;
268;A-F Landbouw en nijverheid;IJmond (CR);2009;;;;
269;A-F Landbouw en nijverheid;IJmond (CR);2010;;;;
270;A-F Landbouw en nijverheid;IJmond (CR);2011;;;;
271;A-F Landbouw en nijverheid;IJmond (CR);2012;225.0;25.0;175.0;25.0
272;A-F Landbouw en nijverheid;IJmond (CR);2013;240.0;20.0;215.0;25.0
273;A-F Landbouw en nijverheid;Agglomeratie Haarlem (CR);2007;;;;
274;A-F Landbouw en nijverheid;Agglomeratie Haarlem (CR);2008;;;;
275;A-F Landbouw en nijverheid;Agglomeratie Haarlem (CR);2009;;;;
276;A-F Landbouw en nijverheid;Agglomeratie Haarlem (CR);2010;;;;
277;A-F Landbouw en nijverheid;Agglomeratie Haarlem (CR);2011;;;;
278;A-F Landbouw en nijverheid;Agglomeratie Haarlem (CR);2012;225.0;25.0;180.0;15.0
279;A-F Landbouw en nijverheid;Agglomeratie Haarlem (CR);2013;275.0;15.0;240.0;15.0
280;A-F Landbouw en nijverheid;Zaanstreek (CR);2007;;;;
281;A-F Landbouw en nijverheid;Zaanstreek (CR);2008;;;;
282;A-F Landbouw en nijverheid;Zaanstreek (CR);2009;;;;
283;A-F Landbouw en nijverheid;Zaanstreek (CR);2010;;;;
284;A-F Landbouw en nijverheid;Zaanstreek (CR);2011;;;;
285;A-F Landbouw en nijverheid;Zaanstreek (CR);2012;240.0;20.0;195.0;20.0
286;A-F Landbouw en nijverheid;Zaanstreek (CR);2013;270.0;10.0;250.0;20.0
287;A-F Landbouw en nijverheid;Groot-Amsterdam (CR);2007;;;;
288;A-F Landbouw en nijverheid;Groot-Amsterdam (CR);2008;;;;
289;A-F Landbouw en nijverheid;Groot-Amsterdam (CR);2009;;;;
290;A-F Landbouw en nijverheid;Groot-Amsterdam (CR);2010;;;;
291;A-F Landbouw en nijverheid;Groot-Amsterdam (CR);2011;;;;
292;A-F Landbouw en nijverheid;Groot-Amsterdam (CR);2012;1495.0;175.0;1105.0;155.0
293;A-F Landbouw en nijverheid;Groot-Amsterdam (CR);2013;1480.0;175.0;1365.0;180.0
294;A-F Landbouw en nijverheid;Het Gooi en Vechtstreek (CR);2007;;;;
295;A-F Landbouw en nijverheid;Het Gooi en Vechtstreek (CR);2008;;;;
296;A-F Landbouw en nijverheid;Het Gooi en Vechtstreek (CR);2009;;;;
297;A-F Landbouw en nijverheid;Het Gooi en Vechtstreek (CR);2010;;;;
298;A-F Landbouw en nijverheid;Het Gooi en Vechtstreek (CR);2011;;;;
299;A-F Landbouw en nijverheid;Het Gooi en Vechtstreek (CR);2012;305.0;40.0;220.0;35.0
300;A-F Landbouw en nijverheid;Het Gooi en Vechtstreek (CR);2013;305.0;25.0;295.0;25.0
301;A-F Landbouw en nijverheid;Agglomeratie Leiden en Bollenstreek (CR);2007;;;;
302;A-F Landbouw en nijverheid;Agglomeratie Leiden en Bollenstreek (CR);2008;;;;
303;A-F Landbouw en nijverheid;Agglomeratie Leiden en Bollenstreek (CR);2009;;;;
304;A-F Landbouw en nijverheid;Agglomeratie Leiden en Bollenstreek (CR);2010;;;;
305;A-F Landbouw en nijverheid;Agglomeratie Leiden en Bollenstreek (CR);2011;;;;
306;A-F Landbouw en nijverheid;Agglomeratie Leiden en Bollenstreek (CR);2012;425.0;60.0;340.0;30.0
307;A-F Landbouw en nijverheid;Agglomeratie Leiden en Bollenstreek (CR);2013;430.0;30.0;395.0;35.0
308;A-F Landbouw en nijverheid;Agglomeratie 's-Gravenhage (CR);2007;;;;
309;A-F Landbouw en nijverheid;Agglomeratie 's-Gravenhage (CR);2008;;;;
310;A-F Landbouw en nijverheid;Agglomeratie 's-Gravenhage (CR);2009;;;;
311;A-F Landbouw en nijverheid;Agglomeratie 's-Gravenhage (CR);2010;;;;
312;A-F Landbouw en nijverheid;Agglomeratie 's-Gravenhage (CR);2011;;;;
313;A-F Landbouw en nijverheid;Agglomeratie 's-Gravenhage (CR);2012;1650.0;75.0;1155.0;70.0
314;A-F Landbouw en nijverheid;Agglomeratie 's-Gravenhage (CR);2013;1635.0;80.0;1535.0;90.0
315;A-F Landbouw en nijverheid;Delft en Westland (CR);2007;;;;
316;A-F Landbouw en nijverheid;Delft en Westland (CR);2008;;;;
317;A-F Landbouw en nijverheid;Delft en Westland (CR);2009;;;;
318;A-F Landbouw en nijverheid;Delft en Westland (CR);2010;;;;
319;A-F Landbouw en nijverheid;Delft en Westland (CR);2011;;;;
320;A-F Landbouw en nijverheid;Delft en Westland (CR);2012;355.0;105.0;295.0;45.0
321;A-F Landbouw en nijverheid;Delft en Westland (CR);2013;375.0;45.0;335.0;40.0
322;A-F Landbouw en nijverheid;Oost-Zuid-Holland (CR);2007;;;;
323;A-F Landbouw en nijverheid;Oost-Zuid-Holland (CR);2008;;;;
324;A-F Landbouw en nijverheid;Oost-Zuid-Holland (CR);2009;;;;
325;A-F Landbouw en nijverheid;Oost-Zuid-Holland (CR);2010;;;;
326;A-F Landbouw en nijverheid;Oost-Zuid-Holland (CR);2011;;;;
327;A-F Landbouw en nijverheid;Oost-Zuid-Holland (CR);2012;375.0;40.0;355.0;35.0
328;A-F Landbouw en nijverheid;Oost-Zuid-Holland (CR);2013;460.0;35.0;400.0;35.0
329;A-F Landbouw en nijverheid;Groot-Rijnmond (CR);2007;;;;
330;A-F Landbouw en nijverheid;Groot-Rijnmond (CR);2008;;;;
331;A-F Landbouw en nijverheid;Groot-Rijnmond (CR);2009;;;;
332;A-F Landbouw en nijverheid;Groot-Rijnmond (CR);2010;;;;
333;A-F Landbouw en nijverheid;Groot-Rijnmond (CR);2011;;;;
334;A-F Landbouw en nijverheid;Groot-Rijnmond (CR);2012;1810.0;200.0;1445.0;160.0
335;A-F Landbouw en nijverheid;Groot-Rijnmond (CR);2013;1810.0;160.0;1775.0;205.0
336;A-F Landbouw en nijverheid;Zuidoost-Zuid-Holland (CR);2007;;;;
337;A-F Landbouw en nijverheid;Zuidoost-Zuid-Holland (CR);2008;;;;
338;A-F Landbouw en nijverheid;Zuidoost-Zuid-Holland (CR);2009;;;;
339;A-F Landbouw en nijverheid;Zuidoost-Zuid-Holland (CR);2010;;;;
340;A-F Landbouw en nijverheid;Zuidoost-Zuid-Holland (CR);2011;;;;
341;A-F Landbouw en nijverheid;Zuidoost-Zuid-Holland (CR);2012;460.0;60.0;355.0;50.0
342;A-F Landbouw en nijverheid;Zuidoost-Zuid-Holland (CR);2013;540.0;55.0;425.0;55.0
343;A-F Landbouw en nijverheid;Zeeuwsch-Vlaanderen (CR);2007;;;;
344;A-F Landbouw en nijverheid;Zeeuwsch-Vlaanderen (CR);2008;;;;
