ID;VerzekeraarsEnPensioenfondsen;EffectenEnOnroerendGoed;Perioden;StandBeginKwartaal_1;Aankopen_2;Verkopen_3;Verschillen_4;StandEindKwartaal_5
57;6601-6603 Verzekeringsmaatschappijen;Obligaties;2001, 2e kwartaal;83630.4;22181.5;23117.7;153.5;82847.6
58;6601-6603 Verzekeringsmaatschappijen;Obligaties;2001, 3e kwartaal;82847.6;21757.0;20509.7;-208.4;83886.6
59;6601-6603 Verzekeringsmaatschappijen;Obligaties;2001, 4e kwartaal;83886.6;22757.2;22837.1;1271.9;85078.6
60;6601-6603 Verzekeringsmaatschappijen;Aandelen;1999, 1e kwartaal;61908.3;8758.7;7319.0;2048.6;65396.5
61;6601-6603 Verzekeringsmaatschappijen;Aandelen;1999, 2e kwartaal;65396.5;9623.1;7931.2;2834.2;69922.6
62;6601-6603 Verzekeringsmaatschappijen;Aandelen;1999, 3e kwartaal;69922.6;5103.0;3960.6;-1024.3;70040.7
63;6601-6603 Verzekeringsmaatschappijen;Aandelen;1999, 4e kwartaal;70040.7;6288.7;7446.4;9895.9;78779.0
64;6601-6603 Verzekeringsmaatschappijen;Aandelen;2000, 1e kwartaal;78779.0;13701.9;13438.1;2926.7;81969.5
65;6601-6603 Verzekeringsmaatschappijen;Aandelen;2000, 2e kwartaal;81969.5;15910.2;12876.8;-1554.2;83448.6
66;6601-6603 Verzekeringsmaatschappijen;Aandelen;2000, 3e kwartaal;83448.6;14611.9;14261.6;4975.2;88774.1
67;6601-6603 Verzekeringsmaatschappijen;Aandelen;2000, 4e kwartaal;88774.1;10886.9;10981.1;-10158.4;78521.6
68;6601-6603 Verzekeringsmaatschappijen;Aandelen;2001, 1e kwartaal;78521.6;10953.8;8058.1;-5973.8;75443.5
69;6601-6603 Verzekeringsmaatschappijen;Aandelen;2001, 2e kwartaal;75443.5;8002.5;6628.5;3234.1;80051.5
70;6601-6603 Verzekeringsmaatschappijen;Aandelen;2001, 3e kwartaal;80051.5;11419.5;7120.9;-12439.6;71910.6
71;6601-6603 Verzekeringsmaatschappijen;Aandelen;2001, 4e kwartaal;71910.6;10464.6;12266.1;6679.6;76788.6
72;6602 Pensioenfondsen;Onroerend goed;1999, 1e kwartaal;23563.6;136.1;390.8;529.2;23838.1
73;6602 Pensioenfondsen;Onroerend goed;1999, 2e kwartaal;23838.1;156.2;234.8;121.3;23880.8
74;6602 Pensioenfondsen;Onroerend goed;1999, 3e kwartaal;23880.8;334.8;258.1;24.2;23981.7
75;6602 Pensioenfondsen;Onroerend goed;1999, 4e kwartaal;23981.7;1057.3;848.0;1378.9;25569.9
76;6602 Pensioenfondsen;Onroerend goed;2000, 1e kwartaal;25569.9;271.5;1330.1;241.4;24752.7
77;6602 Pensioenfondsen;Onroerend goed;2000, 2e kwartaal;24752.7;205.4;422.7;-58.7;24476.7
78;6602 Pensioenfondsen;Onroerend goed;2000, 3e kwartaal;24476.7;287.4;1966.5;447.8;23245.4
79;6602 Pensioenfondsen;Onroerend goed;2000, 4e kwartaal;23245.4;749.0;158.6;121.5;23957.3
80;6602 Pensioenfondsen;Onroerend goed;2001, 1e kwartaal;23957.3;368.3;592.5;102.1;23835.2
81;6602 Pensioenfondsen;Onroerend goed;2001, 2e kwartaal;23835.2;244.0;292.4;295.1;24081.9
82;6602 Pensioenfondsen;Onroerend goed;2001, 3e kwartaal;24081.9;466.8;469.9;242.0;24320.7
83;6602 Pensioenfondsen;Onroerend goed;2001, 4e kwartaal;24320.7;542.1;561.9;620.2;24921.0
84;6602 Pensioenfondsen;Obligaties;1999, 1e kwartaal;116813.2;36082.6;31748.9;2248.6;123395.5
85;6602 Pensioenfondsen;Obligaties;1999, 2e kwartaal;123395.5;49837.9;44632.1;-2666.6;125934.7
86;6602 Pensioenfondsen;Obligaties;1999, 3e kwartaal;125934.7;66001.9;59754.0;-4095.9;128086.8
87;6602 Pensioenfondsen;Obligaties;1999, 4e kwartaal;128086.8;30800.6;28014.0;-2758.4;128115.1
88;6602 Pensioenfondsen;Obligaties;2000, 1e kwartaal;128115.1;40560.8;31050.1;6431.4;144057.2
89;6602 Pensioenfondsen;Obligaties;2000, 2e kwartaal;144057.2;53225.6;46628.7;-2135.7;148518.4
90;6602 Pensioenfondsen;Obligaties;2000, 3e kwartaal;148518.4;45047.8;42773.6;-1951.4;148841.2
91;6602 Pensioenfondsen;Obligaties;2000, 4e kwartaal;148841.2;52446.1;51164.6;2839.5;152962.2
92;6602 Pensioenfondsen;Obligaties;2001, 1e kwartaal;152962.2;48134.1;48085.4;1856.8;154867.7
93;6602 Pensioenfondsen;Obligaties;2001, 2e kwartaal;154867.7;52955.4;53772.9;-1114.2;152936.1
94;6602 Pensioenfondsen;Obligaties;2001, 3e kwartaal;152936.1;55343.5;63418.3;2520.8;147382.1
95;6602 Pensioenfondsen;Obligaties;2001, 4e kwartaal;147382.1;62880.4;58866.7;1116.3;152512.1
96;6602 Pensioenfondsen;Aandelen;1999, 1e kwartaal;149606.8;16614.0;16642.0;9732.0;159310.9
97;6602 Pensioenfondsen;Aandelen;1999, 2e kwartaal;159310.9;23069.9;16762.8;13851.8;179469.7
98;6602 Pensioenfondsen;Aandelen;1999, 3e kwartaal;179469.7;27106.3;24158.4;-5749.4;176668.1
99;6602 Pensioenfondsen;Aandelen;1999, 4e kwartaal;176668.1;26625.2;23379.9;41396.8;221310.3
100;6602 Pensioenfondsen;Aandelen;2000, 1e kwartaal;221310.3;25861.8;29608.7;12922.4;230485.8
101;6602 Pensioenfondsen;Aandelen;2000, 2e kwartaal;230485.8;31307.0;32471.2;-5090.2;224231.4
102;6602 Pensioenfondsen;Aandelen;2000, 3e kwartaal;224231.4;24239.6;23372.3;6273.5;231372.2
103;6602 Pensioenfondsen;Aandelen;2000, 4e kwartaal;231372.2;29824.9;26351.1;-21917.4;212928.6
104;6602 Pensioenfondsen;Aandelen;2001, 1e kwartaal;212928.6;34540.8;19920.6;-13938.4;213610.4
105;6602 Pensioenfondsen;Aandelen;2001, 2e kwartaal;213610.4;32379.8;26925.2;4318.9;223384.0
106;6602 Pensioenfondsen;Aandelen;2001, 3e kwartaal;223384.0;31178.4;22585.8;-40360.0;191616.6
107;6602 Pensioenfondsen;Aandelen;2001, 4e kwartaal;191616.6;24452.6;18369.6;18145.6;215845.2
