ID;Brandstofsoort;Bouwjaarklasse;Perioden;VoertuigenMetBromfietskenteken_1;Snorfiets_2;Bromfiets_3;Brommobiel_4;OverigeVoertuigenMetBromfietskenteken_5
142;Totaal;Bouwjaar 2014;2021;54909.0;41230.0;12808.0;723.0;148.0
143;Totaal;Bouwjaar 2014;2022;53282.0;39989.0;12427.0;715.0;151.0
144;Totaal;Bouwjaar 2013;2007;;;;;
145;Totaal;Bouwjaar 2013;2008;;;;;
146;Totaal;Bouwjaar 2013;2009;;;;;
147;Totaal;Bouwjaar 2013;2010;;;;;
148;Totaal;Bouwjaar 2013;2011;;;;;
149;Totaal;Bouwjaar 2013;2012;;;;;
150;Totaal;Bouwjaar 2013;2013;;;;;
151;Totaal;Bouwjaar 2013;2014;59094.0;44157.0;13962.0;810.0;165.0
152;Totaal;Bouwjaar 2013;2015;57513.0;42999.0;13562.0;792.0;160.0
153;Totaal;Bouwjaar 2013;2016;56460.0;42284.0;13238.0;789.0;149.0
154;Totaal;Bouwjaar 2013;2017;55319.0;41579.0;12803.0;790.0;147.0
155;Totaal;Bouwjaar 2013;2018;54336.0;41107.0;12292.0;789.0;148.0
156;Totaal;Bouwjaar 2013;2019;53270.0;40664.0;11686.0;774.0;146.0
157;Totaal;Bouwjaar 2013;2020;51947.0;39774.0;11262.0;799.0;112.0
158;Totaal;Bouwjaar 2013;2021;50630.0;38912.0;10824.0;782.0;112.0
159;Totaal;Bouwjaar 2013;2022;49045.0;37714.0;10455.0;765.0;111.0
160;Totaal;Bouwjaar 2012;2007;;;;;
161;Totaal;Bouwjaar 2012;2008;;;;;
162;Totaal;Bouwjaar 2012;2009;;;;;
163;Totaal;Bouwjaar 2012;2010;;;;;
164;Totaal;Bouwjaar 2012;2011;;;;;
165;Totaal;Bouwjaar 2012;2012;;;;;
166;Totaal;Bouwjaar 2012;2013;68019.0;50377.0;16457.0;956.0;229.0
167;Totaal;Bouwjaar 2012;2014;66141.0;49122.0;15873.0;929.0;217.0
168;Totaal;Bouwjaar 2012;2015;64696.0;48092.0;15471.0;922.0;211.0
169;Totaal;Bouwjaar 2012;2016;63530.0;47287.0;15106.0;925.0;212.0
170;Totaal;Bouwjaar 2012;2017;62432.0;46603.0;14694.0;922.0;213.0
171;Totaal;Bouwjaar 2012;2018;60957.0;45885.0;13957.0;898.0;217.0
172;Totaal;Bouwjaar 2012;2019;59530.0;45271.0;13164.0;884.0;211.0
173;Totaal;Bouwjaar 2012;2020;57910.0;44180.0;12627.0;924.0;179.0
174;Totaal;Bouwjaar 2012;2021;56232.0;43074.0;12074.0;904.0;180.0
175;Totaal;Bouwjaar 2012;2022;54098.0;41475.0;11597.0;853.0;173.0
176;Totaal;Bouwjaar 2011;2007;;;;;
177;Totaal;Bouwjaar 2011;2008;;;;;
178;Totaal;Bouwjaar 2011;2009;;;;;
179;Totaal;Bouwjaar 2011;2010;;;;;
180;Totaal;Bouwjaar 2011;2011;;;;;
181;Totaal;Bouwjaar 2011;2012;81341.0;58159.0;21826.0;1136.0;220.0
182;Totaal;Bouwjaar 2011;2013;79015.0;56604.0;21108.0;1087.0;216.0
183;Totaal;Bouwjaar 2011;2014;77275.0;55567.0;20418.0;1073.0;217.0
184;Totaal;Bouwjaar 2011;2015;75803.0;54655.0;19868.0;1069.0;211.0
185;Totaal;Bouwjaar 2011;2016;74281.0;53658.0;19350.0;1068.0;205.0
186;Totaal;Bouwjaar 2011;2017;72827.0;52870.0;18716.0;1046.0;195.0
187;Totaal;Bouwjaar 2011;2018;70992.0;52047.0;17716.0;1035.0;194.0
188;Totaal;Bouwjaar 2011;2019;69082.0;51054.0;16825.0;1017.0;186.0
189;Totaal;Bouwjaar 2011;2020;66947.0;49638.0;16137.0;1003.0;169.0
190;Totaal;Bouwjaar 2011;2021;64645.0;48203.0;15305.0;969.0;168.0
191;Totaal;Bouwjaar 2011;2022;62056.0;46387.0;14589.0;916.0;164.0
192;Totaal;Bouwjaar 2010;2007;;;;;
193;Totaal;Bouwjaar 2010;2008;;;;;
194;Totaal;Bouwjaar 2010;2009;;;;;
195;Totaal;Bouwjaar 2010;2010;;;;;
196;Totaal;Bouwjaar 2010;2011;93484.0;60541.0;31487.0;1192.0;264.0
197;Totaal;Bouwjaar 2010;2012;90425.0;58781.0;30238.0;1149.0;257.0
198;Totaal;Bouwjaar 2010;2013;88438.0;57797.0;29286.0;1103.0;252.0
199;Totaal;Bouwjaar 2010;2014;86755.0;56936.0;28485.0;1094.0;240.0
200;Totaal;Bouwjaar 2010;2015;85054.0;56006.0;27692.0;1114.0;242.0
201;Totaal;Bouwjaar 2010;2016;83294.0;55094.0;26867.0;1092.0;241.0
202;Totaal;Bouwjaar 2010;2017;81089.0;54061.0;25722.0;1073.0;233.0
203;Totaal;Bouwjaar 2010;2018;78687.0;53177.0;24223.0;1055.0;232.0
204;Totaal;Bouwjaar 2010;2019;76127.0;52079.0;22795.0;1026.0;227.0
205;Totaal;Bouwjaar 2010;2020;73318.0;50552.0;21566.0;993.0;207.0
206;Totaal;Bouwjaar 2010;2021;70125.0;48824.0;20168.0;922.0;211.0
207;Totaal;Bouwjaar 2010;2022;66924.0;46850.0;18981.0;895.0;198.0
208;Totaal;Bouwjaar 2009;2007;;;;;
209;Totaal;Bouwjaar 2009;2008;;;;;
210;Totaal;Bouwjaar 2009;2009;;;;;
211;Totaal;Bouwjaar 2009;2010;94926.0;54394.0;38778.0;1524.0;230.0
212;Totaal;Bouwjaar 2009;2011;91750.0;52884.0;37153.0;1488.0;225.0
213;Totaal;Bouwjaar 2009;2012;89070.0;51578.0;35840.0;1440.0;212.0
214;Totaal;Bouwjaar 2009;2013;87023.0;50768.0;34635.0;1410.0;210.0
215;Totaal;Bouwjaar 2009;2014;84904.0;49916.0;33399.0;1384.0;205.0
216;Totaal;Bouwjaar 2009;2015;82960.0;49108.0;32259.0;1391.0;202.0
217;Totaal;Bouwjaar 2009;2016;80571.0;48072.0;30916.0;1392.0;191.0
218;Totaal;Bouwjaar 2009;2017;78071.0;47078.0;29450.0;1356.0;187.0
219;Totaal;Bouwjaar 2009;2018;75141.0;46112.0;27532.0;1311.0;186.0
220;Totaal;Bouwjaar 2009;2019;71954.0;44933.0;25611.0;1232.0;178.0
221;Totaal;Bouwjaar 2009;2020;68692.0;43365.0;23988.0;1178.0;161.0
222;Totaal;Bouwjaar 2009;2021;65236.0;41676.0;22279.0;1115.0;166.0
223;Totaal;Bouwjaar 2009;2022;61968.0;39748.0;20979.0;1078.0;163.0
224;Totaal;Bouwjaar 2008;2007;;;;;
225;Totaal;Bouwjaar 2008;2008;;;;;
226;Totaal;Bouwjaar 2008;2009;93036.0;47600.0;43540.0;1558.0;338.0
227;Totaal;Bouwjaar 2008;2010;90190.0;46414.0;41945.0;1517.0;314.0
228;Totaal;Bouwjaar 2008;2011;87492.0;45345.0;40354.0;1486.0;307.0
229;Totaal;Bouwjaar 2008;2012;84717.0;44135.0;38833.0;1449.0;300.0
230;Totaal;Bouwjaar 2008;2013;82374.0;43266.0;37379.0;1437.0;292.0
231;Totaal;Bouwjaar 2008;2014;79917.0;42511.0;35700.0;1415.0;291.0
232;Totaal;Bouwjaar 2008;2015;77244.0;41551.0;34022.0;1387.0;284.0
233;Totaal;Bouwjaar 2008;2016;74556.0;40561.0;32352.0;1357.0;286.0
234;Totaal;Bouwjaar 2008;2017;71542.0;39446.0;30494.0;1323.0;279.0
235;Totaal;Bouwjaar 2008;2018;68293.0;38450.0;28314.0;1259.0;270.0
236;Totaal;Bouwjaar 2008;2019;64610.0;37183.0;25996.0;1167.0;264.0
237;Totaal;Bouwjaar 2008;2020;61129.0;35664.0;24126.0;1085.0;254.0
238;Totaal;Bouwjaar 2008;2021;57652.0;34064.0;22338.0;1006.0;244.0
239;Totaal;Bouwjaar 2008;2022;54386.0;32351.0;20869.0;928.0;238.0
240;Totaal;Bouwjaar 2007;2007;;;;;
241;Totaal;Bouwjaar 2007;2008;71209.0;33417.0;35748.0;1744.0;300.0
242;Totaal;Bouwjaar 2007;2009;69201.0;32714.0;34514.0;1689.0;284.0
243;Totaal;Bouwjaar 2007;2010;67546.0;32090.0;33515.0;1660.0;281.0
244;Totaal;Bouwjaar 2007;2011;65598.0;31386.0;32300.0;1636.0;276.0
245;Totaal;Bouwjaar 2007;2012;63312.0;30658.0;30762.0;1624.0;268.0
246;Totaal;Bouwjaar 2007;2013;60963.0;30001.0;29117.0;1583.0;262.0
247;Totaal;Bouwjaar 2007;2014;58755.0;29346.0;27591.0;1568.0;250.0
248;Totaal;Bouwjaar 2007;2015;56526.0;28628.0;26095.0;1562.0;241.0
249;Totaal;Bouwjaar 2007;2016;54175.0;27889.0;24539.0;1510.0;237.0
250;Totaal;Bouwjaar 2007;2017;51648.0;27059.0;22900.0;1453.0;236.0
251;Totaal;Bouwjaar 2007;2018;49184.0;26403.0;21185.0;1366.0;230.0
252;Totaal;Bouwjaar 2007;2019;46262.0;25531.0;19233.0;1276.0;222.0
253;Totaal;Bouwjaar 2007;2020;43710.0;24511.0;17798.0;1190.0;211.0
254;Totaal;Bouwjaar 2007;2021;41052.0;23366.0;16383.0;1102.0;201.0
255;Totaal;Bouwjaar 2007;2022;38671.0;22242.0;15206.0;1022.0;201.0
256;Totaal;Bouwjaar 2006;2007;50957.0;23353.0;25704.0;1645.0;255.0
257;Totaal;Bouwjaar 2006;2008;49730.0;22929.0;24985.0;1593.0;223.0
258;Totaal;Bouwjaar 2006;2009;48586.0;22579.0;24216.0;1571.0;220.0
259;Totaal;Bouwjaar 2006;2010;47643.0;22232.0;23639.0;1550.0;222.0
260;Totaal;Bouwjaar 2006;2011;46416.0;21799.0;22878.0;1517.0;222.0
261;Totaal;Bouwjaar 2006;2012;44824.0;21443.0;21675.0;1490.0;216.0
262;Totaal;Bouwjaar 2006;2013;43125.0;20974.0;20477.0;1470.0;204.0
263;Totaal;Bouwjaar 2006;2014;41411.0;20515.0;19276.0;1425.0;195.0
264;Totaal;Bouwjaar 2006;2015;39845.0;20041.0;18213.0;1396.0;195.0
265;Totaal;Bouwjaar 2006;2016;38202.0;19555.0;17120.0;1340.0;187.0
266;Totaal;Bouwjaar 2006;2017;36463.0;18978.0;16034.0;1271.0;180.0
267;Totaal;Bouwjaar 2006;2018;34651.0;18463.0;14830.0;1181.0;177.0
268;Totaal;Bouwjaar 2006;2019;32488.0;17760.0;13471.0;1088.0;169.0
269;Totaal;Bouwjaar 2006;2020;30619.0;16986.0;12477.0;993.0;163.0
270;Totaal;Bouwjaar 2006;2021;28790.0;16188.0;11536.0;911.0;155.0
271;Totaal;Bouwjaar 2006;2022;27095.0;15357.0;10729.0;858.0;151.0
272;Totaal;Bouwjaren tot en met 2005;2007;660835.0;281463.0;360226.0;14095.0;5051.0
273;Totaal;Bouwjaren tot en met 2005;2008;665469.0;283595.0;362456.0;14176.0;5242.0
274;Totaal;Bouwjaren tot en met 2005;2009;663049.0;283132.0;362600.0;14190.0;3127.0
275;Totaal;Bouwjaren tot en met 2005;2010;655396.0;280117.0;358268.0;13861.0;3150.0
276;Totaal;Bouwjaren tot en met 2005;2011;643356.0;275425.0;351345.0;13418.0;3168.0
277;Totaal;Bouwjaren tot en met 2005;2012;607987.0;262017.0;330159.0;12708.0;3103.0
278;Totaal;Bouwjaren tot en met 2005;2013;576286.0;250640.0;310591.0;11991.0;3064.0
279;Totaal;Bouwjaren tot en met 2005;2014;547726.0;240731.0;292996.0;10981.0;3018.0
280;Totaal;Bouwjaren tot en met 2005;2015;522724.0;231204.0;278573.0;9969.0;2978.0
281;Totaal;Bouwjaren tot en met 2005;2016;499767.0;222319.0;265473.0;8830.0;3145.0
282;Totaal;Bouwjaren tot en met 2005;2017;478301.0;213953.0;253465.0;7720.0;3163.0
283;Totaal;Bouwjaren tot en met 2005;2018;457705.0;205929.0;241848.0;6746.0;3182.0
284;Totaal;Bouwjaren tot en met 2005;2019;433272.0;194839.0;229753.0;5809.0;2871.0
285;Totaal;Bouwjaren tot en met 2005;2020;414729.0;185890.0;220938.0;5030.0;2871.0
286;Totaal;Bouwjaren tot en met 2005;2021;397852.0;177317.0;213308.0;4379.0;2848.0
287;Totaal;Bouwjaren tot en met 2005;2022;385107.0;169620.0;208784.0;3881.0;2822.0
288;Benzine;Totaal alle bouwjaren;2007;693487.0;302541.0;385720.0;0.0;5226.0
289;Benzine;Totaal alle bouwjaren;2008;765305.0;336942.0;422657.0;0.0;5706.0
290;Benzine;Totaal alle bouwjaren;2009;849273.0;381398.0;463979.0;0.0;3896.0
291;Benzine;Totaal alle bouwjaren;2010;926946.0;428085.0;494739.0;0.0;4122.0
292;Benzine;Totaal alle bouwjaren;2011;994798.0;476758.0;513697.0;0.0;4343.0
293;Benzine;Totaal alle bouwjaren;2012;1024623.0;513086.0;507117.0;0.0;4420.0
294;Benzine;Totaal alle bouwjaren;2013;1044538.0;543536.0;496501.0;0.0;4501.0
295;Benzine;Totaal alle bouwjaren;2014;1059417.0;569996.0;484895.0;0.0;4526.0
296;Benzine;Totaal alle bouwjaren;2015;1078368.0;595151.0;478633.0;0.0;4584.0
297;Benzine;Totaal alle bouwjaren;2016;1100371.0;620966.0;474565.0;0.0;4840.0
298;Benzine;Totaal alle bouwjaren;2017;1124557.0;649938.0;469662.0;0.0;4957.0
299;Benzine;Totaal alle bouwjaren;2018;1153742.0;685976.0;462685.0;0.0;5081.0
300;Benzine;Totaal alle bouwjaren;2019;1166053.0;710145.0;451077.0;0.0;4831.0
301;Benzine;Totaal alle bouwjaren;2020;1174093.0;719991.0;449016.0;0.0;5086.0
302;Benzine;Totaal alle bouwjaren;2021;1196601.0;744640.0;447288.0;0.0;4673.0
303;Benzine;Totaal alle bouwjaren;2022;1206495.0;751292.0;450542.0;0.0;4661.0
304;Benzine;Bouwjaar 2021;2007;;;;;
305;Benzine;Bouwjaar 2021;2008;;;;;
306;Benzine;Bouwjaar 2021;2009;;;;;
307;Benzine;Bouwjaar 2021;2010;;;;;
308;Benzine;Bouwjaar 2021;2011;;;;;
309;Benzine;Bouwjaar 2021;2012;;;;;
310;Benzine;Bouwjaar 2021;2013;;;;;
311;Benzine;Bouwjaar 2021;2014;;;;;
312;Benzine;Bouwjaar 2021;2015;;;;;
313;Benzine;Bouwjaar 2021;2016;;;;;
314;Benzine;Bouwjaar 2021;2017;;;;;
315;Benzine;Bouwjaar 2021;2018;;;;;
316;Benzine;Bouwjaar 2021;2019;;;;;
317;Benzine;Bouwjaar 2021;2020;;;;;
318;Benzine;Bouwjaar 2021;2021;;;;;
319;Benzine;Bouwjaar 2021;2022;45768.0;30206.0;15514.0;0.0;48.0
320;Benzine;Bouwjaar 2020;2007;;;;;
321;Benzine;Bouwjaar 2020;2008;;;;;
322;Benzine;Bouwjaar 2020;2009;;;;;
323;Benzine;Bouwjaar 2020;2010;;;;;
324;Benzine;Bouwjaar 2020;2011;;;;;
325;Benzine;Bouwjaar 2020;2012;;;;;
326;Benzine;Bouwjaar 2020;2013;;;;;
327;Benzine;Bouwjaar 2020;2014;;;;;
328;Benzine;Bouwjaar 2020;2015;;;;;
329;Benzine;Bouwjaar 2020;2016;;;;;
330;Benzine;Bouwjaar 2020;2017;;;;;
331;Benzine;Bouwjaar 2020;2018;;;;;
332;Benzine;Bouwjaar 2020;2019;;;;;
333;Benzine;Bouwjaar 2020;2020;;;;;
334;Benzine;Bouwjaar 2020;2021;62303.0;45301.0;16965.0;0.0;37.0
335;Benzine;Bouwjaar 2020;2022;64178.0;46457.0;17685.0;0.0;36.0
336;Benzine;Bouwjaar 2019;2007;;;;;
337;Benzine;Bouwjaar 2019;2008;;;;;
338;Benzine;Bouwjaar 2019;2009;;;;;
339;Benzine;Bouwjaar 2019;2010;;;;;
340;Benzine;Bouwjaar 2019;2011;;;;;
341;Benzine;Bouwjaar 2019;2012;;;;;
342;Benzine;Bouwjaar 2019;2013;;;;;
343;Benzine;Bouwjaar 2019;2014;;;;;
344;Benzine;Bouwjaar 2019;2015;;;;;
345;Benzine;Bouwjaar 2019;2016;;;;;
346;Benzine;Bouwjaar 2019;2017;;;;;
347;Benzine;Bouwjaar 2019;2018;;;;;
348;Benzine;Bouwjaar 2019;2019;;;;;
349;Benzine;Bouwjaar 2019;2020;48426.0;31461.0;16673.0;0.0;292.0
350;Benzine;Bouwjaar 2019;2021;47736.0;31310.0;16374.0;0.0;52.0
351;Benzine;Bouwjaar 2019;2022;47034.0;30688.0;16295.0;0.0;51.0
352;Benzine;Bouwjaar 2018;2007;;;;;
353;Benzine;Bouwjaar 2018;2008;;;;;
354;Benzine;Bouwjaar 2018;2009;;;;;
355;Benzine;Bouwjaar 2018;2010;;;;;
356;Benzine;Bouwjaar 2018;2011;;;;;
357;Benzine;Bouwjaar 2018;2012;;;;;
358;Benzine;Bouwjaar 2018;2013;;;;;
359;Benzine;Bouwjaar 2018;2014;;;;;
360;Benzine;Bouwjaar 2018;2015;;;;;
361;Benzine;Bouwjaar 2018;2016;;;;;
362;Benzine;Bouwjaar 2018;2017;;;;;
363;Benzine;Bouwjaar 2018;2018;;;;;
364;Benzine;Bouwjaar 2018;2019;50129.0;37247.0;12770.0;0.0;112.0
365;Benzine;Bouwjaar 2018;2020;49030.0;36324.0;12596.0;0.0;110.0
366;Benzine;Bouwjaar 2018;2021;48378.0;36023.0;12315.0;0.0;40.0
367;Benzine;Bouwjaar 2018;2022;47600.0;35251.0;12309.0;0.0;40.0
368;Benzine;Bouwjaar 2017;2007;;;;;
369;Benzine;Bouwjaar 2017;2008;;;;;
370;Benzine;Bouwjaar 2017;2009;;;;;
371;Benzine;Bouwjaar 2017;2010;;;;;
372;Benzine;Bouwjaar 2017;2011;;;;;
373;Benzine;Bouwjaar 2017;2012;;;;;
374;Benzine;Bouwjaar 2017;2013;;;;;
375;Benzine;Bouwjaar 2017;2014;;;;;
376;Benzine;Bouwjaar 2017;2015;;;;;
377;Benzine;Bouwjaar 2017;2016;;;;;
378;Benzine;Bouwjaar 2017;2017;;;;;
379;Benzine;Bouwjaar 2017;2018;67863.0;50829.0;16912.0;0.0;122.0
380;Benzine;Bouwjaar 2017;2019;74183.0;56470.0;17580.0;0.0;133.0
381;Benzine;Bouwjaar 2017;2020;73614.0;55815.0;17666.0;0.0;133.0
