ID;SectorBranchSIC2008;Regions;AllPeriods;NaturalGasDelivered_1;ElectricityDelivered_2
60;A-U All economic activities;West-Nederland, G4 excluded (LD);2014;;
61;A-U All economic activities;West-Nederland, G4 excluded (LD);2015;;
62;A-U All economic activities;West-Nederland, G4 excluded (LD);2016;;
63;A-U All economic activities;West-Nederland, G4 excluded (LD);2017;;
64;A-U All economic activities;West-Nederland, G4 excluded (LD);2018;;
65;A-U All economic activities;West-Nederland, G4 excluded (LD);2019;;
66;A-U All economic activities;West-Nederland, G4 excluded (LD);2020;;
67;A-U All economic activities;West-Nederland, G4 excluded (LD);2021;;
68;A-U All economic activities;West-Nederland, G4 excluded (LD);2022;;
69;A-U All economic activities;West-Nederland, G4 excluded (LD);2023;;
70;A-U All economic activities;Zuid-Nederland (LD);2010;7297609.0;17400079.0
71;A-U All economic activities;Zuid-Nederland (LD);2011;6679866.0;17904748.0
72;A-U All economic activities;Zuid-Nederland (LD);2012;6694767.0;17704933.0
73;A-U All economic activities;Zuid-Nederland (LD);2013;6829973.0;19418484.0
74;A-U All economic activities;Zuid-Nederland (LD);2014;5694606.0;18979042.0
75;A-U All economic activities;Zuid-Nederland (LD);2015;4653838.0;19074582.0
76;A-U All economic activities;Zuid-Nederland (LD);2016;4643369.0;19522046.0
77;A-U All economic activities;Zuid-Nederland (LD);2017;6775882.0;19697151.0
78;A-U All economic activities;Zuid-Nederland (LD);2018;6338757.0;20192604.0
79;A-U All economic activities;Zuid-Nederland (LD);2019;6516407.0;19797561.0
80;A-U All economic activities;Zuid-Nederland (LD);2020;7664434.0;18938929.0
81;A-U All economic activities;Zuid-Nederland (LD);2021;6893600.0;18966969.0
82;A-U All economic activities;Zuid-Nederland (LD);2022;5502411.0;18348157.0
83;A-U All economic activities;Zuid-Nederland (LD);2023;5170295.0;16876011.0
84;A-U All economic activities;Unclassifiable (LD);2010;58377.0;78380.0
85;A-U All economic activities;Unclassifiable (LD);2011;62555.0;183584.0
86;A-U All economic activities;Unclassifiable (LD);2012;27032.0;70317.0
87;A-U All economic activities;Unclassifiable (LD);2013;39264.0;58838.0
88;A-U All economic activities;Unclassifiable (LD);2014;81580.0;88498.0
89;A-U All economic activities;Unclassifiable (LD);2015;520.0;103812.0
90;A-U All economic activities;Unclassifiable (LD);2016;105.0;46197.0
91;A-U All economic activities;Unclassifiable (LD);2017;3236.0;56820.0
92;A-U All economic activities;Unclassifiable (LD);2018;269.0;5818.0
93;A-U All economic activities;Unclassifiable (LD);2019;133.0;2302.0
94;A-U All economic activities;Unclassifiable (LD);2020;160.0;5333.0
95;A-U All economic activities;Unclassifiable (LD);2021;627.0;15315.0
96;A-U All economic activities;Unclassifiable (LD);2022;109.0;122773.0
97;A-U All economic activities;Unclassifiable (LD);2023;1253.0;25492.0
98;A-U All economic activities;Groningen (PV);2010;4909300.0;5099875.0
99;A-U All economic activities;Groningen (PV);2011;3874806.0;5658788.0
100;A-U All economic activities;Groningen (PV);2012;2428975.0;5075663.0
101;A-U All economic activities;Groningen (PV);2013;2791430.0;6045082.0
102;A-U All economic activities;Groningen (PV);2014;2915953.0;4519209.0
103;A-U All economic activities;Groningen (PV);2015;1105840.0;4647496.0
104;A-U All economic activities;Groningen (PV);2016;1115119.0;4902188.0
105;A-U All economic activities;Groningen (PV);2017;3512919.0;4617355.0
106;A-U All economic activities;Groningen (PV);2018;3168701.0;4928768.0
107;A-U All economic activities;Groningen (PV);2019;4087064.0;5472360.0
108;A-U All economic activities;Groningen (PV);2020;3723865.0;5054247.0
109;A-U All economic activities;Groningen (PV);2021;2879403.0;4833757.0
110;A-U All economic activities;Groningen (PV);2022;2155887.0;4023035.0
111;A-U All economic activities;Groningen (PV);2023;2005654.0;3888196.0
112;A-U All economic activities;Fryslân (PV);2010;918681.0;2083910.0
113;A-U All economic activities;Fryslân (PV);2011;543727.0;2078476.0
114;A-U All economic activities;Fryslân (PV);2012;502965.0;2118721.0
115;A-U All economic activities;Fryslân (PV);2013;501215.0;2157717.0
116;A-U All economic activities;Fryslân (PV);2014;442705.0;2134029.0
117;A-U All economic activities;Fryslân (PV);2015;445851.0;2088772.0
118;A-U All economic activities;Fryslân (PV);2016;465416.0;2093232.0
119;A-U All economic activities;Fryslân (PV);2017;461351.0;2094001.0
120;A-U All economic activities;Fryslân (PV);2018;478157.0;2232300.0
121;A-U All economic activities;Fryslân (PV);2019;443799.0;2201877.0
122;A-U All economic activities;Fryslân (PV);2020;430874.0;2131938.0
123;A-U All economic activities;Fryslân (PV);2021;434123.0;2140423.0
124;A-U All economic activities;Fryslân (PV);2022;361041.0;2104488.0
125;A-U All economic activities;Fryslân (PV);2023;370783.0;2096108.0
126;A-U All economic activities;Drenthe (PV);2010;674616.0;1504255.0
127;A-U All economic activities;Drenthe (PV);2011;644946.0;1576071.0
128;A-U All economic activities;Drenthe (PV);2012;631054.0;1549390.0
129;A-U All economic activities;Drenthe (PV);2013;642641.0;1681191.0
130;A-U All economic activities;Drenthe (PV);2014;618631.0;1643661.0
131;A-U All economic activities;Drenthe (PV);2015;428725.0;1597243.0
132;A-U All economic activities;Drenthe (PV);2016;383220.0;1703949.0
133;A-U All economic activities;Drenthe (PV);2017;587325.0;2142526.0
134;A-U All economic activities;Drenthe (PV);2018;608208.0;2037454.0
135;A-U All economic activities;Drenthe (PV);2019;548545.0;1988613.0
136;A-U All economic activities;Drenthe (PV);2020;551771.0;1901068.0
137;A-U All economic activities;Drenthe (PV);2021;553227.0;1835341.0
138;A-U All economic activities;Drenthe (PV);2022;441983.0;1859634.0
139;A-U All economic activities;Drenthe (PV);2023;436101.0;1593520.0
140;A-U All economic activities;Overijssel (PV);2010;1826713.0;4126746.0
141;A-U All economic activities;Overijssel (PV);2011;1963390.0;4154607.0
142;A-U All economic activities;Overijssel (PV);2012;1793916.0;4108226.0
143;A-U All economic activities;Overijssel (PV);2013;1645138.0;4268792.0
144;A-U All economic activities;Overijssel (PV);2014;1462567.0;4163857.0
145;A-U All economic activities;Overijssel (PV);2015;707758.0;4324695.0
146;A-U All economic activities;Overijssel (PV);2016;732478.0;4489032.0
147;A-U All economic activities;Overijssel (PV);2017;756219.0;4525979.0
148;A-U All economic activities;Overijssel (PV);2018;734010.0;4350922.0
149;A-U All economic activities;Overijssel (PV);2019;677467.0;4495510.0
150;A-U All economic activities;Overijssel (PV);2020;634175.0;4315638.0
151;A-U All economic activities;Overijssel (PV);2021;677973.0;4390788.0
152;A-U All economic activities;Overijssel (PV);2022;579995.0;4307573.0
153;A-U All economic activities;Overijssel (PV);2023;566476.0;4214934.0
154;A-U All economic activities;Flevoland (PV);2010;482713.0;1386391.0
155;A-U All economic activities;Flevoland (PV);2011;419665.0;1319287.0
156;A-U All economic activities;Flevoland (PV);2012;348862.0;1344447.0
157;A-U All economic activities;Flevoland (PV);2013;277516.0;1368147.0
158;A-U All economic activities;Flevoland (PV);2014;223156.0;1375576.0
159;A-U All economic activities;Flevoland (PV);2015;234235.0;1357140.0
160;A-U All economic activities;Flevoland (PV);2016;224576.0;1398907.0
161;A-U All economic activities;Flevoland (PV);2017;909367.0;1394156.0
162;A-U All economic activities;Flevoland (PV);2018;983965.0;1400563.0
163;A-U All economic activities;Flevoland (PV);2019;1270207.0;1394584.0
164;A-U All economic activities;Flevoland (PV);2020;1216887.0;1367751.0
165;A-U All economic activities;Flevoland (PV);2021;759024.0;1375534.0
166;A-U All economic activities;Flevoland (PV);2022;867972.0;1369760.0
167;A-U All economic activities;Flevoland (PV);2023;763390.0;1388011.0
168;A-U All economic activities;Gelderland (PV);2010;2182851.0;7236366.0
169;A-U All economic activities;Gelderland (PV);2011;1829629.0;7191760.0
170;A-U All economic activities;Gelderland (PV);2012;1948598.0;7091964.0
171;A-U All economic activities;Gelderland (PV);2013;1860759.0;7583516.0
172;A-U All economic activities;Gelderland (PV);2014;1545343.0;7400144.0
173;A-U All economic activities;Gelderland (PV);2015;1422614.0;7307290.0
174;A-U All economic activities;Gelderland (PV);2016;1511161.0;7342200.0
175;A-U All economic activities;Gelderland (PV);2017;1599226.0;7482797.0
176;A-U All economic activities;Gelderland (PV);2018;1579036.0;7590656.0
177;A-U All economic activities;Gelderland (PV);2019;1543012.0;7648988.0
178;A-U All economic activities;Gelderland (PV);2020;1425118.0;7284420.0
179;A-U All economic activities;Gelderland (PV);2021;1508686.0;7214419.0
180;A-U All economic activities;Gelderland (PV);2022;1288724.0;7101473.0
181;A-U All economic activities;Gelderland (PV);2023;1194242.0;6839245.0
182;A-U All economic activities;Utrecht (PV);2010;1214551.0;3692881.0
183;A-U All economic activities;Utrecht (PV);2011;1016492.0;3621440.0
184;A-U All economic activities;Utrecht (PV);2012;932871.0;3541703.0
185;A-U All economic activities;Utrecht (PV);2013;960737.0;3419035.0
186;A-U All economic activities;Utrecht (PV);2014;758943.0;3220338.0
187;A-U All economic activities;Utrecht (PV);2015;432081.0;3316546.0
188;A-U All economic activities;Utrecht (PV);2016;448131.0;3344280.0
189;A-U All economic activities;Utrecht (PV);2017;953155.0;3406587.0
190;A-U All economic activities;Utrecht (PV);2018;941294.0;3388188.0
191;A-U All economic activities;Utrecht (PV);2019;874679.0;3315431.0
192;A-U All economic activities;Utrecht (PV);2020;827153.0;3338731.0
193;A-U All economic activities;Utrecht (PV);2021;785883.0;3332365.0
194;A-U All economic activities;Utrecht (PV);2022;659831.0;3368343.0
195;A-U All economic activities;Utrecht (PV);2023;609912.0;3325417.0
196;A-U All economic activities;Noord-Holland (PV);2010;3519006.0;12975488.0
197;A-U All economic activities;Noord-Holland (PV);2011;2927246.0;12777867.0
198;A-U All economic activities;Noord-Holland (PV);2012;3244400.0;12551932.0
199;A-U All economic activities;Noord-Holland (PV);2013;3521948.0;12782201.0
200;A-U All economic activities;Noord-Holland (PV);2014;3115514.0;12940626.0
201;A-U All economic activities;Noord-Holland (PV);2015;2118711.0;12650501.0
202;A-U All economic activities;Noord-Holland (PV);2016;2104167.0;12784434.0
203;A-U All economic activities;Noord-Holland (PV);2017;3352328.0;12940896.0
204;A-U All economic activities;Noord-Holland (PV);2018;3444367.0;14809285.0
205;A-U All economic activities;Noord-Holland (PV);2019;3551433.0;14922085.0
206;A-U All economic activities;Noord-Holland (PV);2020;3303226.0;14706246.0
207;A-U All economic activities;Noord-Holland (PV);2021;3242990.0;14959876.0
208;A-U All economic activities;Noord-Holland (PV);2022;2695961.0;14972193.0
209;A-U All economic activities;Noord-Holland (PV);2023;2710854.0;14893043.0
210;A-U All economic activities;Zuid-Holland (PV);2010;10503577.0;15584519.0
211;A-U All economic activities;Zuid-Holland (PV);2011;9980934.0;15397480.0
212;A-U All economic activities;Zuid-Holland (PV);2012;8824391.0;15467404.0
213;A-U All economic activities;Zuid-Holland (PV);2013;8219769.0;15403531.0
214;A-U All economic activities;Zuid-Holland (PV);2014;8495894.0;15539876.0
215;A-U All economic activities;Zuid-Holland (PV);2015;6389312.0;15537432.0
216;A-U All economic activities;Zuid-Holland (PV);2016;6257172.0;16428022.0
217;A-U All economic activities;Zuid-Holland (PV);2017;8581850.0;16473065.0
218;A-U All economic activities;Zuid-Holland (PV);2018;9108934.0;16303842.0
219;A-U All economic activities;Zuid-Holland (PV);2019;9632779.0;15337249.0
220;A-U All economic activities;Zuid-Holland (PV);2020;9155901.0;15470322.0
221;A-U All economic activities;Zuid-Holland (PV);2021;8281644.0;15457026.0
222;A-U All economic activities;Zuid-Holland (PV);2022;6370255.0;14776543.0
223;A-U All economic activities;Zuid-Holland (PV);2023;6526817.0;14373113.0
224;A-U All economic activities;Zeeland (PV);2010;5230729.0;5011459.0
225;A-U All economic activities;Zeeland (PV);2011;4962943.0;6036267.0
226;A-U All economic activities;Zeeland (PV);2012;4916518.0;2932004.0
227;A-U All economic activities;Zeeland (PV);2013;4819000.0;2113825.0
228;A-U All economic activities;Zeeland (PV);2014;4037479.0;2274550.0
229;A-U All economic activities;Zeeland (PV);2015;3032043.0;2203515.0
230;A-U All economic activities;Zeeland (PV);2016;2973981.0;2482397.0
231;A-U All economic activities;Zeeland (PV);2017;3698271.0;2518551.0
232;A-U All economic activities;Zeeland (PV);2018;3579585.0;2542222.0
233;A-U All economic activities;Zeeland (PV);2019;2459635.0;2452920.0
234;A-U All economic activities;Zeeland (PV);2020;3439411.0;2297101.0
235;A-U All economic activities;Zeeland (PV);2021;3370181.0;2467885.0
236;A-U All economic activities;Zeeland (PV);2022;2660128.0;2344033.0
237;A-U All economic activities;Zeeland (PV);2023;2700172.0;2074895.0
238;A-U All economic activities;Noord-Brabant (PV);2010;3693835.0;11771545.0
239;A-U All economic activities;Noord-Brabant (PV);2011;3266221.0;12037118.0
240;A-U All economic activities;Noord-Brabant (PV);2012;3254851.0;12142153.0
241;A-U All economic activities;Noord-Brabant (PV);2013;3363832.0;12560195.0
242;A-U All economic activities;Noord-Brabant (PV);2014;2805324.0;12156195.0
243;A-U All economic activities;Noord-Brabant (PV);2015;2427539.0;12342370.0
244;A-U All economic activities;Noord-Brabant (PV);2016;2394237.0;12526996.0
245;A-U All economic activities;Noord-Brabant (PV);2017;3924342.0;12715131.0
246;A-U All economic activities;Noord-Brabant (PV);2018;3603613.0;13106233.0
247;A-U All economic activities;Noord-Brabant (PV);2019;3661381.0;12774950.0
248;A-U All economic activities;Noord-Brabant (PV);2020;3783129.0;12380694.0
249;A-U All economic activities;Noord-Brabant (PV);2021;3240133.0;12437375.0
250;A-U All economic activities;Noord-Brabant (PV);2022;2768179.0;12005371.0
251;A-U All economic activities;Noord-Brabant (PV);2023;2826745.0;11843018.0
252;A-U All economic activities;Limburg (PV);2010;3603774.0;5628534.0
253;A-U All economic activities;Limburg (PV);2011;3413645.0;5867631.0
254;A-U All economic activities;Limburg (PV);2012;3439916.0;5562780.0
255;A-U All economic activities;Limburg (PV);2013;3466141.0;6858289.0
256;A-U All economic activities;Limburg (PV);2014;2889282.0;6822847.0
257;A-U All economic activities;Limburg (PV);2015;2226299.0;6732212.0
258;A-U All economic activities;Limburg (PV);2016;2249132.0;6995050.0
259;A-U All economic activities;Limburg (PV);2017;2851539.0;6982020.0
260;A-U All economic activities;Limburg (PV);2018;2735144.0;7086371.0
261;A-U All economic activities;Limburg (PV);2019;2855026.0;7022611.0
262;A-U All economic activities;Limburg (PV);2020;3881305.0;6558235.0
263;A-U All economic activities;Limburg (PV);2021;3653467.0;6529594.0
264;A-U All economic activities;Limburg (PV);2022;2734232.0;6342786.0
265;A-U All economic activities;Limburg (PV);2023;2343550.0;5032992.0
266;A-U All economic activities;Unclassifiable (PV);2010;58377.0;78380.0
267;A-U All economic activities;Unclassifiable (PV);2011;62555.0;183584.0
268;A-U All economic activities;Unclassifiable (PV);2012;27032.0;70317.0
269;A-U All economic activities;Unclassifiable (PV);2013;39264.0;58838.0
270;A-U All economic activities;Unclassifiable (PV);2014;81580.0;88498.0
271;A-U All economic activities;Unclassifiable (PV);2015;520.0;103812.0
272;A-U All economic activities;Unclassifiable (PV);2016;105.0;46197.0
273;A-U All economic activities;Unclassifiable (PV);2017;3236.0;56820.0
274;A-U All economic activities;Unclassifiable (PV);2018;269.0;5818.0
275;A-U All economic activities;Unclassifiable (PV);2019;133.0;2302.0
276;A-U All economic activities;Unclassifiable (PV);2020;160.0;5333.0
277;A-U All economic activities;Unclassifiable (PV);2021;627.0;15315.0
278;A-U All economic activities;Unclassifiable (PV);2022;109.0;122773.0
279;A-U All economic activities;Unclassifiable (PV);2023;1253.0;25492.0
280;A-U All economic activities;Oost-Groningen (CR);2010;;1659101.0
281;A-U All economic activities;Oost-Groningen (CR);2011;;1768145.0
282;A-U All economic activities;Oost-Groningen (CR);2012;;1639780.0
283;A-U All economic activities;Oost-Groningen (CR);2013;;2097157.0
284;A-U All economic activities;Oost-Groningen (CR);2014;;1730660.0
285;A-U All economic activities;Oost-Groningen (CR);2015;217595.0;
286;A-U All economic activities;Oost-Groningen (CR);2016;222946.0;1178197.0
287;A-U All economic activities;Oost-Groningen (CR);2017;225160.0;1100738.0
288;A-U All economic activities;Oost-Groningen (CR);2018;214767.0;1053597.0
289;A-U All economic activities;Oost-Groningen (CR);2019;187625.0;962677.0
290;A-U All economic activities;Oost-Groningen (CR);2020;169054.0;871328.0
291;A-U All economic activities;Oost-Groningen (CR);2021;189850.0;924614.0
292;A-U All economic activities;Oost-Groningen (CR);2022;168036.0;726779.0
293;A-U All economic activities;Oost-Groningen (CR);2023;145498.0;573318.0
294;A-U All economic activities;Delfzijl en omgeving (CR);2010;3099685.0;4134802.0
295;A-U All economic activities;Delfzijl en omgeving (CR);2011;2743005.0;5032896.0
296;A-U All economic activities;Delfzijl en omgeving (CR);2012;2015589.0;4212433.0
297;A-U All economic activities;Delfzijl en omgeving (CR);2013;1667202.0;
298;A-U All economic activities;Delfzijl en omgeving (CR);2014;1758484.0;1964583.0
299;A-U All economic activities;Delfzijl en omgeving (CR);2015;510992.0;1252206.0
300;A-U All economic activities;Delfzijl en omgeving (CR);2016;518836.0;1394360.0
301;A-U All economic activities;Delfzijl en omgeving (CR);2017;918407.0;1364280.0
302;A-U All economic activities;Delfzijl en omgeving (CR);2018;696139.0;1416296.0
303;A-U All economic activities;Delfzijl en omgeving (CR);2019;950697.0;2077565.0
304;A-U All economic activities;Delfzijl en omgeving (CR);2020;961730.0;1788046.0
305;A-U All economic activities;Delfzijl en omgeving (CR);2021;848512.0;1359254.0
306;A-U All economic activities;Delfzijl en omgeving (CR);2022;335831.0;532022.0
307;A-U All economic activities;Delfzijl en omgeving (CR);2023;290873.0;482287.0
308;A-U All economic activities;Overig Groningen (CR);2010;;
309;A-U All economic activities;Overig Groningen (CR);2011;;
310;A-U All economic activities;Overig Groningen (CR);2012;;
311;A-U All economic activities;Overig Groningen (CR);2013;;
312;A-U All economic activities;Overig Groningen (CR);2014;;
313;A-U All economic activities;Overig Groningen (CR);2015;377253.0;2332581.0
314;A-U All economic activities;Overig Groningen (CR);2016;373337.0;2329631.0
315;A-U All economic activities;Overig Groningen (CR);2017;2369352.0;2152337.0
316;A-U All economic activities;Overig Groningen (CR);2018;;2458874.0
317;A-U All economic activities;Overig Groningen (CR);2019;;2432118.0
318;A-U All economic activities;Overig Groningen (CR);2020;2593081.0;2394874.0
319;A-U All economic activities;Overig Groningen (CR);2021;1841041.0;2549889.0
320;A-U All economic activities;Overig Groningen (CR);2022;1652020.0;2764234.0
321;A-U All economic activities;Overig Groningen (CR);2023;1569284.0;2832591.0
322;A-U All economic activities;Noord-Friesland (CR);2010;;2154561.0
323;A-U All economic activities;Noord-Friesland (CR);2011;;2117983.0
324;A-U All economic activities;Noord-Friesland (CR);2012;;2189347.0
325;A-U All economic activities;Noord-Friesland (CR);2013;;2200236.0
326;A-U All economic activities;Noord-Friesland (CR);2014;;2126654.0
327;A-U All economic activities;Noord-Friesland (CR);2015;257488.0;1011232.0
328;A-U All economic activities;Noord-Friesland (CR);2016;266880.0;1012521.0
329;A-U All economic activities;Noord-Friesland (CR);2017;265313.0;1000796.0
330;A-U All economic activities;Noord-Friesland (CR);2018;276750.0;1072215.0
331;A-U All economic activities;Noord-Friesland (CR);2019;255884.0;1040674.0
332;A-U All economic activities;Noord-Friesland (CR);2020;255248.0;995041.0
333;A-U All economic activities;Noord-Friesland (CR);2021;248624.0;981230.0
334;A-U All economic activities;Noord-Friesland (CR);2022;196237.0;956825.0
335;A-U All economic activities;Noord-Friesland (CR);2023;195614.0;976125.0
336;A-U All economic activities;Zuidwest-Friesland (CR);2010;158181.0;664524.0
337;A-U All economic activities;Zuidwest-Friesland (CR);2011;;670470.0
338;A-U All economic activities;Zuidwest-Friesland (CR);2012;146598.0;679409.0
339;A-U All economic activities;Zuidwest-Friesland (CR);2013;156411.0;686359.0
340;A-U All economic activities;Zuidwest-Friesland (CR);2014;;959567.0
341;A-U All economic activities;Zuidwest-Friesland (CR);2015;98895.0;479390.0
342;A-U All economic activities;Zuidwest-Friesland (CR);2016;99651.0;477788.0
343;A-U All economic activities;Zuidwest-Friesland (CR);2017;97970.0;475742.0
344;A-U All economic activities;Zuidwest-Friesland (CR);2018;100701.0;493553.0
345;A-U All economic activities;Zuidwest-Friesland (CR);2019;98508.0;495767.0
346;A-U All economic activities;Zuidwest-Friesland (CR);2020;91520.0;483933.0
347;A-U All economic activities;Zuidwest-Friesland (CR);2021;98694.0;484668.0
348;A-U All economic activities;Zuidwest-Friesland (CR);2022;87780.0;479532.0
349;A-U All economic activities;Zuidwest-Friesland (CR);2023;88531.0;463052.0
350;A-U All economic activities;Zuidoost-Friesland (CR);2010;250346.0;1348735.0
351;A-U All economic activities;Zuidoost-Friesland (CR);2011;214690.0;1368499.0
352;A-U All economic activities;Zuidoost-Friesland (CR);2012;258118.0;1368685.0
353;A-U All economic activities;Zuidoost-Friesland (CR);2013;251946.0;1428839.0
354;A-U All economic activities;Zuidoost-Friesland (CR);2014;167000.0;1181837.0
355;A-U All economic activities;Zuidoost-Friesland (CR);2015;89468.0;598150.0
356;A-U All economic activities;Zuidoost-Friesland (CR);2016;98885.0;602923.0
357;A-U All economic activities;Zuidoost-Friesland (CR);2017;98069.0;617463.0
358;A-U All economic activities;Zuidoost-Friesland (CR);2018;100707.0;666532.0
359;A-U All economic activities;Zuidoost-Friesland (CR);2019;89408.0;665436.0
360;A-U All economic activities;Zuidoost-Friesland (CR);2020;84106.0;652964.0
361;A-U All economic activities;Zuidoost-Friesland (CR);2021;86804.0;674525.0
362;A-U All economic activities;Zuidoost-Friesland (CR);2022;77023.0;668131.0
363;A-U All economic activities;Zuidoost-Friesland (CR);2023;86638.0;656930.0
364;A-U All economic activities;Noord-Drenthe (CR);2010;;
365;A-U All economic activities;Noord-Drenthe (CR);2011;;
366;A-U All economic activities;Noord-Drenthe (CR);2012;;
367;A-U All economic activities;Noord-Drenthe (CR);2013;;
368;A-U All economic activities;Noord-Drenthe (CR);2014;;
369;A-U All economic activities;Noord-Drenthe (CR);2015;115697.0;484694.0
370;A-U All economic activities;Noord-Drenthe (CR);2016;105109.0;524721.0
371;A-U All economic activities;Noord-Drenthe (CR);2017;151887.0;901415.0
372;A-U All economic activities;Noord-Drenthe (CR);2018;163146.0;839424.0
373;A-U All economic activities;Noord-Drenthe (CR);2019;134735.0;787331.0
374;A-U All economic activities;Noord-Drenthe (CR);2020;141469.0;769279.0
375;A-U All economic activities;Noord-Drenthe (CR);2021;144863.0;716966.0
376;A-U All economic activities;Noord-Drenthe (CR);2022;132593.0;774308.0
377;A-U All economic activities;Noord-Drenthe (CR);2023;142376.0;530701.0
378;A-U All economic activities;Zuidoost-Drenthe (CR);2010;;1172595.0
379;A-U All economic activities;Zuidoost-Drenthe (CR);2011;;
380;A-U All economic activities;Zuidoost-Drenthe (CR);2012;;1213926.0
381;A-U All economic activities;Zuidoost-Drenthe (CR);2013;;
382;A-U All economic activities;Zuidoost-Drenthe (CR);2014;;
383;A-U All economic activities;Zuidoost-Drenthe (CR);2015;204695.0;584856.0
384;A-U All economic activities;Zuidoost-Drenthe (CR);2016;170901.0;632179.0
385;A-U All economic activities;Zuidoost-Drenthe (CR);2017;331133.0;701515.0
386;A-U All economic activities;Zuidoost-Drenthe (CR);2018;340726.0;654239.0
387;A-U All economic activities;Zuidoost-Drenthe (CR);2019;316738.0;654640.0
388;A-U All economic activities;Zuidoost-Drenthe (CR);2020;318559.0;636697.0
