ID;Woningkenmerken;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;GemiddeldAardgasverbruik_4;GemiddeldElektriciteitsverbruik_5;Stadsverwarming_6
3930;Totaal woningen;Verspreide huizen bosgebied Dieren;Verspreide huizen bosgebied Dieren      ;Buurt     ;BU02750011;;;
3931;Totaal woningen;Wijk 01 Rheden;Wijk 01 Rheden                          ;Wijk      ;WK027501  ;2250.0;3300.0;
3932;Totaal woningen;Rheden;Rheden                                  ;Buurt     ;BU02750100;2100.0;3150.0;
3933;Totaal woningen;Rheden-West ten W. v. Oranjeweg en Haver;Rheden-West ten westen van Oranjeweg en ;Buurt     ;BU02750101;2850.0;4500.0;
3934;Totaal woningen;Verspreide huizen Rheden;Verspreide huizen Rheden                ;Buurt     ;BU02750102;4350.0;4650.0;
3935;Totaal woningen;De Steeg;De Steeg                                ;Buurt     ;BU02750103;2700.0;3750.0;
3936;Totaal woningen;Verspreide huizen bosgebied De Steeg;Verspreide huizen bosgebied De Steeg    ;Buurt     ;BU02750106;;;
3937;Totaal woningen;Verspreide huizen bosgebied Rheden;Verspreide huizen bosgebied Rheden      ;Buurt     ;BU02750107;;;
3938;Totaal woningen;Verspr.h. Havikerwaard en Middachten;Verspreide huizen Havikerwaard en Middac;Buurt     ;BU02750108;3600.0;5100.0;
3939;Totaal woningen;Wijk 02 Velp;Wijk 02 Velp                            ;Wijk      ;WK027502  ;2200.0;3200.0;
3940;Totaal woningen;Velp-Noord boven spoorlijn;Velp-Noord boven spoorlijn              ;Buurt     ;BU02750200;2650.0;3500.0;
3941;Totaal woningen;Velp-Zuid beneden spoorlijn;Velp-Zuid beneden spoorlijn             ;Buurt     ;BU02750201;1950.0;3050.0;
3942;Totaal woningen;Velp-Zuid ten zuiden van Waterstraat;Velp-Zuid ten zuiden van Waterstraat    ;Buurt     ;BU02750202;1900.0;2700.0;
3943;Totaal woningen;Verspreide huizen Velp-Noordoost;Verspreide huizen Velp-Noordoost        ;Buurt     ;BU02750208;;;
3944;Totaal woningen;Verspreide huizen Velp-Zuidoost;Verspreide huizen Velp-Zuidoost         ;Buurt     ;BU02750209;3800.0;6000.0;
3945;Totaal woningen;Rozendaal;Rozendaal                               ;Gemeente  ;GM0277    ;3350.0;4450.0;
3946;Totaal woningen;Wijk 00;Wijk 00                                 ;Wijk      ;WK027700  ;3350.0;4450.0;
3947;Totaal woningen;Rozendaal;Rozendaal                               ;Buurt     ;BU02770000;3350.0;4450.0;
3948;Totaal woningen;Verspreide huizen Imbosch en Terlet;Verspreide huizen Imbosch en Terlet     ;Buurt     ;BU02770009;;;
3949;Totaal woningen;Scherpenzeel;Scherpenzeel                            ;Gemeente  ;GM0279    ;2250.0;3650.0;
3950;Totaal woningen;Wijk 00;Wijk 00                                 ;Wijk      ;WK027900  ;2250.0;3650.0;
3951;Totaal woningen;Scherpenzeel;Scherpenzeel                            ;Buurt     ;BU02790000;2200.0;3600.0;
3952;Totaal woningen;Verspr.h. ten zuiden van Scherpenzeel;Verspreide huizen ten zuiden van Scherpe;Buurt     ;BU02790008;3350.0;5150.0;
3953;Totaal woningen;Verspr.h. ten noorden van Scherpenzeel;Verspreide huizen ten noorden van Scherp;Buurt     ;BU02790009;;5950.0;
3954;Totaal woningen;Tiel;Tiel                                    ;Gemeente  ;GM0281    ;1850.0;3450.0;
3955;Totaal woningen;Wijk 00 Tiel kern;Wijk 00 Tiel kern                       ;Wijk      ;WK028100  ;1800.0;2950.0;
3956;Totaal woningen;Binnenstad;Binnenstad                              ;Buurt     ;BU02810000;1450.0;2250.0;
3957;Totaal woningen;Sterrebos;Sterrebos                               ;Buurt     ;BU02810001;1900.0;2850.0;
3958;Totaal woningen;Hertogenwijk;Hertogenwijk                            ;Buurt     ;BU02810002;1800.0;2750.0;
3959;Totaal woningen;Burgemeestersbuurt;Burgemeestersbuurt                      ;Buurt     ;BU02810003;2250.0;3250.0;
3960;Totaal woningen;Stationsbuurt;Stationsbuurt                           ;Buurt     ;BU02810004;2400.0;3300.0;
3961;Totaal woningen;Sandwijk;Sandwijk                                ;Buurt     ;BU02810005;1850.0;3050.0;
3962;Totaal woningen;Lok;Lok                                     ;Buurt     ;BU02810006;1800.0;2800.0;
3963;Totaal woningen;Ooij;Ooij                                    ;Buurt     ;BU02810007;1900.0;3300.0;
3964;Totaal woningen;Ridderweide en Tiel-West;Ridderweide en Tiel-West                ;Buurt     ;BU02810008;1700.0;2700.0;
3965;Totaal woningen;Latenstein;Latenstein                              ;Buurt     ;BU02810009;1600.0;3650.0;
3966;Totaal woningen;Wijk 01 Tiel overig gebied;Wijk 01 Tiel overig gebied              ;Wijk      ;WK028101  ;1900.0;3950.0;
3967;Totaal woningen;Elzenpas;Elzenpas                                ;Buurt     ;BU02810100;2450.0;3850.0;
3968;Totaal woningen;Westroijen;Westroijen                              ;Buurt     ;BU02810101;1750.0;3650.0;
3969;Totaal woningen;Uitbreiding ten Z. v. kanaal Passewaaij-;Uitbreiding ten zuiden van kanaal Passew;Buurt     ;BU02810102;1850.0;4350.0;
3970;Totaal woningen;Rauwenhof;Rauwenhof                               ;Buurt     ;BU02810103;1650.0;3400.0;
3971;Totaal woningen;Drumpt;Drumpt                                  ;Buurt     ;BU02810104;2050.0;4000.0;
3972;Totaal woningen;Zennewijnen;Zennewijnen                             ;Buurt     ;BU02810105;3250.0;4250.0;
3973;Totaal woningen;Passewaay-Zuid;Passewaay-Zuid                          ;Buurt     ;BU02810106;1550.0;4000.0;
3974;Totaal woningen;Verspreide huizen Passewaaij;Verspreide huizen Passewaaij            ;Buurt     ;BU02810107;3000.0;4850.0;
3975;Totaal woningen;Veluwe;Veluwe                                  ;Buurt     ;BU02810108;3000.0;4700.0;
3976;Totaal woningen;Industrieterrein Kellen;Industrieterrein Kellen                 ;Buurt     ;BU02810109;4050.0;;
3977;Totaal woningen;Wijk 02 Wadenoijen en omgeving;Wijk 02 Wadenoijen en omgeving          ;Wijk      ;WK028102  ;2750.0;4250.0;
3978;Totaal woningen;Wadenoijen;Wadenoijen                              ;Buurt     ;BU02810200;2300.0;3800.0;
3979;Totaal woningen;Kapel-Avezaath;Kapel-Avezaath                          ;Buurt     ;BU02810201;2600.0;4100.0;
3980;Totaal woningen;Industrieterrein Medel;Industrieterrein Medel                  ;Buurt     ;BU02810202;;;
3981;Totaal woningen;Verspreide huizen Bergakker;Verspreide huizen Bergakker             ;Buurt     ;BU02810208;3500.0;4950.0;
3982;Totaal woningen;Verspreide huizen Wadenoijen;Verspreide huizen Wadenoijen            ;Buurt     ;BU02810209;3200.0;4850.0;
3983;Totaal woningen;Ubbergen;Ubbergen                                ;Gemeente  ;GM0282    ;2200.0;3550.0;
3984;Totaal woningen;Wijk 00;Wijk 00                                 ;Wijk      ;WK028200  ;2200.0;3550.0;
3985;Totaal woningen;Ubbergen;Ubbergen                                ;Buurt     ;BU02820000;2800.0;3450.0;
3986;Totaal woningen;Beek;Beek                                    ;Buurt     ;BU02820001;2300.0;3400.0;
3987;Totaal woningen;Berg en Dal (gedeeltelijk);Berg en Dal (gedeeltelijk)              ;Buurt     ;BU02820002;2150.0;3400.0;
3988;Totaal woningen;Ooij;Ooij                                    ;Buurt     ;BU02820003;1950.0;3600.0;
3989;Totaal woningen;Leuth;Leuth                                   ;Buurt     ;BU02820004;1900.0;3600.0;
3990;Totaal woningen;Kekerdom;Kekerdom                                ;Buurt     ;BU02820005;2300.0;3650.0;
3991;Totaal woningen;Verspreide huizen Beek;Verspreide huizen Beek                  ;Buurt     ;BU02820006;3850.0;3800.0;
3992;Totaal woningen;Verspreide huizen Leuth;Verspreide huizen Leuth                 ;Buurt     ;BU02820007;3600.0;5550.0;
3993;Totaal woningen;Verspreide huizen Kekerdom;Verspreide huizen Kekerdom              ;Buurt     ;BU02820008;;4800.0;
3994;Totaal woningen;Verspr.h. Ooij, Persingen, Erlecom;Verspreide huizen Ooij, Persingen, Erlec;Buurt     ;BU02820009;2600.0;4500.0;
3995;Totaal woningen;Voorst;Voorst                                  ;Gemeente  ;GM0285    ;2350.0;3850.0;
3996;Totaal woningen;Wijk 00 Voorst;Wijk 00 Voorst                          ;Wijk      ;WK028500  ;2450.0;3700.0;
3997;Totaal woningen;Voorst;Voorst                                  ;Buurt     ;BU02850000;2200.0;3500.0;
3998;Totaal woningen;Bussloo;Bussloo                                 ;Buurt     ;BU02850001;2850.0;4200.0;
3999;Totaal woningen;Gietelo;Gietelo                                 ;Buurt     ;BU02850002;2150.0;3000.0;
4000;Totaal woningen;Verspreide huizen Voorst en Wilpse Klei;Verspreide huizen Voorst en Wilpse Klei ;Buurt     ;BU02850005;3150.0;4700.0;
4001;Totaal woningen;Verspreide huizen Gietelo-Bussloo;Verspreide huizen Gietelo-Bussloo       ;Buurt     ;BU02850006;3450.0;4200.0;
4002;Totaal woningen;Verspr.h. langs de IJssel Voorster Klei;Verspreide huizen langs de IJssel Voorst;Buurt     ;BU02850007;3500.0;3900.0;
4003;Totaal woningen;Verspreide huizen Appensche Veld;Verspreide huizen Appensche Veld        ;Buurt     ;BU02850008;2800.0;4000.0;
4004;Totaal woningen;Verspr.h. akkerbouwgebied Noord-Empe;Verspreide huizen akkerbouwgebied Noord-;Buurt     ;BU02850009;3150.0;5400.0;
4005;Totaal woningen;Wijk 01 Twello-Nijbroek;Wijk 01 Twello-Nijbroek                 ;Wijk      ;WK028501  ;2250.0;3750.0;
4006;Totaal woningen;Twello-Midden;Twello-Midden                           ;Buurt     ;BU02850100;1950.0;3200.0;
4007;Totaal woningen;Twello-Zuid;Twello-Zuid                             ;Buurt     ;BU02850101;2100.0;3850.0;
4008;Totaal woningen;Twello-Noord;Twello-Noord                            ;Buurt     ;BU02850102;2450.0;3900.0;
4009;Totaal woningen;Terwolde;Terwolde                                ;Buurt     ;BU02850103;2250.0;3900.0;
4010;Totaal woningen;Nijbroek;Nijbroek                                ;Buurt     ;BU02850104;2450.0;3850.0;
4011;Totaal woningen;Verspreide huizen Twello-Zuid;Verspreide huizen Twello-Zuid           ;Buurt     ;BU02850105;2850.0;4600.0;
4012;Totaal woningen;Steenenkamer;Steenenkamer                            ;Buurt     ;BU02850106;3000.0;4100.0;
4013;Totaal woningen;Verspreide huizen Twello-Noord;Verspreide huizen Twello-Noord          ;Buurt     ;BU02850107;3500.0;5100.0;
4014;Totaal woningen;Verspreide huizen Nijbroek;Verspreide huizen Nijbroek              ;Buurt     ;BU02850108;3400.0;5400.0;
4015;Totaal woningen;Verspr.h. op de oeverwal Terwolde;Verspreide huizen op de oeverwal Terwold;Buurt     ;BU02850109;3050.0;4300.0;
4016;Totaal woningen;Wijk 02 Klarenbeek-Teuge;Wijk 02 Klarenbeek-Teuge                ;Wijk      ;WK028502  ;2850.0;4500.0;
4017;Totaal woningen;Klarenbeek (gedeeltelijk);Klarenbeek (gedeeltelijk)               ;Buurt     ;BU02850200;2200.0;3950.0;
4018;Totaal woningen;Teuge;Teuge                                   ;Buurt     ;BU02850201;2600.0;4100.0;
4019;Totaal woningen;Wilp-Achterhoek;Wilp-Achterhoek                         ;Buurt     ;BU02850202;2950.0;4900.0;
4020;Totaal woningen;De Vecht;De Vecht                                ;Buurt     ;BU02850203;3050.0;4950.0;
4021;Totaal woningen;Verspr.h. De Vecht, De Pol en omgeving;Verspreide huizen De Vecht, De Pol en om;Buurt     ;BU02850205;3850.0;5100.0;
4022;Totaal woningen;Verspreide huizen Teuge;Verspreide huizen Teuge                 ;Buurt     ;BU02850206;3500.0;5250.0;
4023;Totaal woningen;Verspreide huizen Wilp-Achterhoek;Verspreide huizen Wilp-Achterhoek       ;Buurt     ;BU02850207;3200.0;4750.0;
4024;Totaal woningen;Verspreide huizen Klarenbeek-Noord;Verspreide huizen Klarenbeek-Noord      ;Buurt     ;BU02850208;3250.0;4950.0;
4025;Totaal woningen;Verspreide huizen Klarenbeek-Zuid;Verspreide huizen Klarenbeek-Zuid       ;Buurt     ;BU02850209;3450.0;5200.0;
4026;Totaal woningen;Wijk 03 Wilp;Wijk 03 Wilp                            ;Wijk      ;WK028503  ;2500.0;4250.0;
4027;Totaal woningen;Wilp;Wilp                                    ;Buurt     ;BU02850300;2250.0;3900.0;
4028;Totaal woningen;Posterenk;Posterenk                               ;Buurt     ;BU02850301;2600.0;4050.0;
4029;Totaal woningen;Verspreide huizen Wilp en Posterenk;Verspreide huizen Wilp en Posterenk     ;Buurt     ;BU02850308;3300.0;5250.0;
4030;Totaal woningen;Verspreide huizen op de Wilpse Klei;Verspreide huizen op de Wilpse Klei     ;Buurt     ;BU02850309;3500.0;7350.0;
4031;Totaal woningen;Wageningen;Wageningen                              ;Gemeente  ;GM0289    ;1750.0;2950.0;7.0
4032;Totaal woningen;Wijk 00 Stedelijk gebied;Wijk 00 Stedelijk gebied                ;Wijk      ;WK028900  ;1650.0;2900.0;7.0
4033;Totaal woningen;Oude Stad Binnenstad;Oude Stad Binnenstad                    ;Buurt     ;BU02890000;1700.0;2950.0;
4034;Totaal woningen;Buitenwijk Wageningen-Noord;Buitenwijk Wageningen-Noord             ;Buurt     ;BU02890001;1650.0;2600.0;
4035;Totaal woningen;Buitenwijk Wageningen-Oost;Buitenwijk Wageningen-Oost              ;Buurt     ;BU02890002;2450.0;3200.0;
4036;Totaal woningen;Buitenwijk Wageningen-West;Buitenwijk Wageningen-West              ;Buurt     ;BU02890003;1550.0;2800.0;
4037;Totaal woningen;Buitenwijk Wageningen-Noordwest;Buitenwijk Wageningen-Noordwest         ;Buurt     ;BU02890004;1550.0;2850.0;
4038;Totaal woningen;Buitenwijk Tarthorst-Roghorst-Haverlande;Buitenwijk Tarthorst-Roghorst-Haverlande;Buurt     ;BU02890005;1700.0;2850.0;
4039;Totaal woningen;Buitenwijk Wageningen-Noordoost;Buitenwijk Wageningen-Noordoost         ;Buurt     ;BU02890006;1950.0;2650.0;
4040;Totaal woningen;Uitbreidingsplan-Noordwest;Uitbreidingsplan-Noordwest              ;Buurt     ;BU02890007;800.0;3550.0;55.0
4041;Totaal woningen;Wijk 01 Landelijk gebied;Wijk 01 Landelijk gebied                ;Wijk      ;WK028901  ;3400.0;4150.0;
4042;Totaal woningen;Wageningen Hoog;Wageningen Hoog                         ;Buurt     ;BU02890100;4200.0;4600.0;
4043;Totaal woningen;Verspr.h. Hogesteeg, De Keyzer e.o.;Verspreide huizen Hogesteeg, De Keyzer e;Buurt     ;BU02890105;3450.0;4050.0;
4044;Totaal woningen;Verspreide huizen vroegere Nude-gebied;Verspreide huizen vroegere Nude-gebied  ;Buurt     ;BU02890106;2600.0;3900.0;
4045;Totaal woningen;Verspreide huizen Het Binnenveld;Verspreide huizen Het Binnenveld        ;Buurt     ;BU02890107;2700.0;4800.0;
4046;Totaal woningen;Verspr.h. Wageningse Berg, De Eng e.o.;Verspreide huizen Wageningse Berg, De En;Buurt     ;BU02890108;1700.0;3050.0;6.0
4047;Totaal woningen;Verspreide huizen Uiterwaarden;Verspreide huizen Uiterwaarden          ;Buurt     ;BU02890109;2200.0;3200.0;
4048;Totaal woningen;Westervoort;Westervoort                             ;Gemeente  ;GM0293    ;1150.0;3500.0;46.0
4049;Totaal woningen;Wijk 00;Wijk 00                                 ;Wijk      ;WK029300  ;1150.0;3500.0;46.0
4050;Totaal woningen;Westervoort;Westervoort                             ;Buurt     ;BU02930000;2000.0;3600.0;10.0
4051;Totaal woningen;Westervoort-Broeklanden;Westervoort-Broeklanden                 ;Buurt     ;BU02930001;1300.0;3400.0;45.0
4052;Totaal woningen;Westervoort-Lange Maat en Hoogeind;Westervoort-Lange Maat en Hoogeind      ;Buurt     ;BU02930002;650.0;3400.0;67.0
4053;Totaal woningen;De Leigraaf-De Steenderens;De Leigraaf-De Steenderens              ;Buurt     ;BU02930003;850.0;3750.0;49.0
4054;Totaal woningen;De Ganzepoel-Schans;De Ganzepoel-Schans                     ;Buurt     ;BU02930004;;3250.0;100.0
4055;Totaal woningen;Verspreide huizen Westervoort;Verspreide huizen Westervoort           ;Buurt     ;BU02930009;1850.0;4200.0;10.0
4056;Totaal woningen;Winterswijk;Winterswijk                             ;Gemeente  ;GM0294    ;2150.0;3550.0;
4057;Totaal woningen;Wijk 00 Stad;Wijk 00 Stad                            ;Wijk      ;WK029400  ;2000.0;3350.0;
4058;Totaal woningen;Centrale deel;Centrale deel                           ;Buurt     ;BU02940000;1850.0;2800.0;
4059;Totaal woningen;Winterswijk-Zuidwest;Winterswijk-Zuidwest                    ;Buurt     ;BU02940001;1900.0;3400.0;
4060;Totaal woningen;Winterswijk-Noordwest;Winterswijk-Noordwest                   ;Buurt     ;BU02940002;2250.0;3750.0;
4061;Totaal woningen;Winterswijk-Noordoost;Winterswijk-Noordoost                   ;Buurt     ;BU02940003;1850.0;3250.0;
4062;Totaal woningen;Winterswijk-Zuidoost;Winterswijk-Zuidoost                    ;Buurt     ;BU02940004;2050.0;3450.0;
4063;Totaal woningen;Wijk 01 Land;Wijk 01 Land                            ;Wijk      ;WK029401  ;2950.0;4900.0;
4064;Totaal woningen;Meddo;Meddo                                   ;Buurt     ;BU02940100;2300.0;4150.0;
4065;Totaal woningen;Kotten;Kotten                                  ;Buurt     ;BU02940101;3150.0;4550.0;
4066;Totaal woningen;Miste;Miste                                   ;Buurt     ;BU02940102;2300.0;4400.0;
4067;Totaal woningen;Verspr.h. Brinkheurne en omgeving;Verspreide huizen Brinkheurne en omgevin;Buurt     ;BU02940103;2900.0;4950.0;
4068;Totaal woningen;Verspreide huizen Meddo;Verspreide huizen Meddo                 ;Buurt     ;BU02940104;3000.0;5150.0;
4069;Totaal woningen;Verspr.h. ten noorden van Winterswijk;Verspreide huizen ten noorden van Winter;Buurt     ;BU02940105;3250.0;5350.0;
4070;Totaal woningen;Verspreide huizen Ratum, Henxel, Huppel;Verspreide huizen Ratum, Henxel, Huppel ;Buurt     ;BU02940106;3050.0;5250.0;
4071;Totaal woningen;Verspreide huizen Kotten;Verspreide huizen Kotten                ;Buurt     ;BU02940107;3050.0;5400.0;
4072;Totaal woningen;Woold;Woold                                   ;Buurt     ;BU02940108;2550.0;4900.0;
4073;Totaal woningen;Verspreide huizen Miste;Verspreide huizen Miste                 ;Buurt     ;BU02940109;3150.0;4800.0;
4074;Totaal woningen;Verspreide huizen Corle en omgeving;Verspreide huizen Corle en omgeving     ;Buurt     ;BU02940120;3250.0;4700.0;
4075;Totaal woningen;Verspreide huizen Woold;Verspreide huizen Woold                 ;Buurt     ;BU02940121;3050.0;4750.0;
4076;Totaal woningen;Wijchen;Wijchen                                 ;Gemeente  ;GM0296    ;2000.0;3800.0;
4077;Totaal woningen;Wijk 00 Wijchen buitengebied;Wijk 00 Wijchen buitengebied            ;Wijk      ;WK029600  ;2250.0;4150.0;
4078;Totaal woningen;Alverna;Alverna                                 ;Buurt     ;BU02960000;2150.0;3400.0;
4079;Totaal woningen;Woezik;Woezik                                  ;Buurt     ;BU02960001;1950.0;4000.0;
4080;Totaal woningen;Niftrik;Niftrik                                 ;Buurt     ;BU02960002;2600.0;5050.0;
4081;Totaal woningen;Balgoy;Balgoy                                  ;Buurt     ;BU02960003;2500.0;4350.0;
4082;Totaal woningen;Verspreide huizen Woezik;Verspreide huizen Woezik                ;Buurt     ;BU02960004;2800.0;5150.0;
4083;Totaal woningen;Verspr.h. Bullenkamp, Boskant en Heivel;Verspreide huizen Bullenkamp, Boskant en;Buurt     ;BU02960005;3350.0;5650.0;
4084;Totaal woningen;Verspr.h. Valendries en Hoogbroek;Verspreide huizen Valendries en Hoogbroe;Buurt     ;BU02960006;3250.0;5200.0;
4085;Totaal woningen;Industrieterrein Zesweg;Industrieterrein Zesweg                 ;Buurt     ;BU02960007;3250.0;5700.0;
4086;Totaal woningen;Verspreide huizen Lunen en Balgoy;Verspreide huizen Lunen en Balgoy       ;Buurt     ;BU02960008;3350.0;5500.0;
4087;Totaal woningen;Verspr.h. tussen Wijchen en Niftrik;Verspreide huizen tussen Wijchen en Nift;Buurt     ;BU02960009;1700.0;3500.0;
4088;Totaal woningen;Wijk 01 Wijchen kern;Wijk 01 Wijchen kern                    ;Wijk      ;WK029601  ;1850.0;3650.0;
4089;Totaal woningen;Centrum en Valendries;Centrum en Valendries                   ;Buurt     ;BU02960100;2100.0;3450.0;
4090;Totaal woningen;Wijchen-Noordoost;Wijchen-Noordoost                       ;Buurt     ;BU02960101;1900.0;3650.0;
4091;Totaal woningen;Homberg, Heilige Stoel en Kraaijenberg;Homberg, Heilige Stoel en Kraaijenberg  ;Buurt     ;BU02960102;1900.0;3550.0;
4092;Totaal woningen;Aalsburg en Blauwe Hof;Aalsburg en Blauwe Hof                  ;Buurt     ;BU02960103;2800.0;4300.0;
4093;Totaal woningen;Industrieterrein Nieuweweg;Industrieterrein Nieuweweg              ;Buurt     ;BU02960104;3450.0;4950.0;
4094;Totaal woningen;Wijchen-Zuid;Wijchen-Zuid                            ;Buurt     ;BU02960105;1550.0;3500.0;
4095;Totaal woningen;Wijchen-Kerkeveld;Wijchen-Kerkeveld                       ;Buurt     ;BU02960109;1500.0;4200.0;
4096;Totaal woningen;Wijk 02 Bergharen;Wijk 02 Bergharen                       ;Wijk      ;WK029602  ;2550.0;4450.0;
4097;Totaal woningen;Bergharen;Bergharen                               ;Buurt     ;BU02960200;2300.0;4250.0;
4098;Totaal woningen;Buurt Bergharen;Buurt Bergharen                         ;Buurt     ;BU02960201;3200.0;5600.0;
4099;Totaal woningen;Hernen;Hernen                                  ;Buurt     ;BU02960202;2400.0;4150.0;
4100;Totaal woningen;Leur;Leur                                    ;Buurt     ;BU02960203;2900.0;5150.0;
4101;Totaal woningen;Verspreide huizen Hernen;Verspreide huizen Hernen                ;Buurt     ;BU02960204;3700.0;4800.0;
4102;Totaal woningen;Verspreide huizen Hernense Bosch en Leur;Verspreide huizen Hernense Bosch en Leur;Buurt     ;BU02960207;3400.0;5250.0;
4103;Totaal woningen;Verspreide huizen Hernen en Leur;Verspreide huizen Hernen en Leur        ;Buurt     ;BU02960208;;;
4104;Totaal woningen;Verspreide huizen poldergebied Bergharen;Verspreide huizen poldergebied Bergharen;Buurt     ;BU02960209;;;
4105;Totaal woningen;Wijk 03 Batenburg;Wijk 03 Batenburg                       ;Wijk      ;WK029603  ;2550.0;4200.0;
4106;Totaal woningen;Batenburg;Batenburg                               ;Buurt     ;BU02960300;2500.0;4150.0;
4107;Totaal woningen;Verspreide huizen op de Overwal;Verspreide huizen op de Overwal         ;Buurt     ;BU02960308;3000.0;4900.0;
4108;Totaal woningen;Verspreide huizen poldergebied;Verspreide huizen poldergebied          ;Buurt     ;BU02960309;;;
4109;Totaal woningen;Zaltbommel;Zaltbommel                              ;Gemeente  ;GM0297    ;2200.0;3850.0;
4110;Totaal woningen;Wijk 00 Zaltbommel;Wijk 00 Zaltbommel                      ;Wijk      ;WK029700  ;1950.0;3500.0;
4111;Totaal woningen;Zaltbommel Binnenstad;Zaltbommel Binnenstad                   ;Buurt     ;BU02970000;2200.0;3250.0;
4112;Totaal woningen;Zaltbommel Vergt en omgeving;Zaltbommel Vergt en omgeving            ;Buurt     ;BU02970001;2200.0;3400.0;
4113;Totaal woningen;Zaltbommel Spellewaard;Zaltbommel Spellewaard                  ;Buurt     ;BU02970002;1700.0;3550.0;
4114;Totaal woningen;Verspreide huizen Hoeven;Verspreide huizen Hoeven                ;Buurt     ;BU02970007;1550.0;4150.0;8.0
4115;Totaal woningen;Verspreide huizen Oostzijde;Verspreide huizen Oostzijde             ;Buurt     ;BU02970008;3800.0;5500.0;
4116;Totaal woningen;Verspreide huizen Westzijde;Verspreide huizen Westzijde             ;Buurt     ;BU02970009;2950.0;4700.0;
4117;Totaal woningen;Wijk 01 Brakel;Wijk 01 Brakel                          ;Wijk      ;WK029701  ;2300.0;4050.0;
4118;Totaal woningen;Brakel;Brakel                                  ;Buurt     ;BU02970100;2250.0;3800.0;
4119;Totaal woningen;Poederoijen;Poederoijen                             ;Buurt     ;BU02970101;2250.0;4200.0;
4120;Totaal woningen;Aalst;Aalst                                   ;Buurt     ;BU02970102;2200.0;3950.0;
4121;Totaal woningen;Zuilichem;Zuilichem                               ;Buurt     ;BU02970103;2350.0;4150.0;
4122;Totaal woningen;De Rietschoof;De Rietschoof                           ;Buurt     ;BU02970104;2600.0;5000.0;
4123;Totaal woningen;Verspreide huizen in de polder Aalst;Verspreide huizen in de polder Aalst    ;Buurt     ;BU02970105;2550.0;4550.0;
4124;Totaal woningen;Verspr.h. in de polder Poederoijen;Verspreide huizen in de polder Poederoij;Buurt     ;BU02970106;2750.0;4650.0;
4125;Totaal woningen;Verspreide huizen in de polder Brakel;Verspreide huizen in de polder Brakel   ;Buurt     ;BU02970107;2450.0;4600.0;
4126;Totaal woningen;Verspreide huizen in het Munnikenland;Verspreide huizen in het Munnikenland   ;Buurt     ;BU02970108;;;
4127;Totaal woningen;Verspr.h. in de polder Zuilichem e.o.;Verspreide huizen in de polder Zuilichem;Buurt     ;BU02970109;2250.0;4250.0;
4128;Totaal woningen;Wijk 02 Kerkwijk;Wijk 02 Kerkwijk                        ;Wijk      ;WK029702  ;2550.0;4250.0;
4129;Totaal woningen;Kerkwijk;Kerkwijk                                ;Buurt     ;BU02970200;2600.0;4200.0;
4130;Totaal woningen;Bruchem;Bruchem                                 ;Buurt     ;BU02970201;2450.0;3950.0;
4131;Totaal woningen;Beneden-Delwijnen;Beneden-Delwijnen                       ;Buurt     ;BU02970202;2850.0;4600.0;
4132;Totaal woningen;Gameren;Gameren                                 ;Buurt     ;BU02970203;2450.0;4100.0;
4133;Totaal woningen;Nieuwaal;Nieuwaal                                ;Buurt     ;BU02970204;2400.0;4200.0;
4134;Totaal woningen;Verspr.h. polders Delwijnen en Bruchem;Verspreide huizen polders Delwijnen en B;Buurt     ;BU02970207;3050.0;6100.0;
4135;Totaal woningen;Verspreide huizen Kerkwijk en Bruchem;Verspreide huizen Kerkwijk en Bruchem   ;Buurt     ;BU02970208;3550.0;5400.0;
4136;Totaal woningen;Verspr.h. polders Gameren en Nieuwaal;Verspreide huizen polders Gameren en Nie;Buurt     ;BU02970209;3000.0;5300.0;
4137;Totaal woningen;Wijk 03 Nederhemert;Wijk 03 Nederhemert                     ;Wijk      ;WK029703  ;2550.0;4350.0;
4138;Totaal woningen;Nederhemert-Noordzijde;Nederhemert-Noordzijde                  ;Buurt     ;BU02970300;2550.0;4200.0;
4139;Totaal woningen;Nederhemert-Zuidzijde;Nederhemert-Zuidzijde                   ;Buurt     ;BU02970301;;5350.0;
4140;Totaal woningen;Verspreide huizen Nederhemert;Verspreide huizen Nederhemert           ;Buurt     ;BU02970309;2800.0;6000.0;
4141;Totaal woningen;Zevenaar;Zevenaar                                ;Gemeente  ;GM0299    ;1950.0;3500.0;
4142;Totaal woningen;Wijk 00 Zevenaar;Wijk 00 Zevenaar                        ;Wijk      ;WK029900  ;1850.0;3400.0;
4143;Totaal woningen;Centrum;Centrum                                 ;Buurt     ;BU02990000;1150.0;2600.0;
4144;Totaal woningen;Molenwijk;Molenwijk                               ;Buurt     ;BU02990001;2250.0;3300.0;
4145;Totaal woningen;Het Grieth;Het Grieth                              ;Buurt     ;BU02990002;1950.0;3100.0;
4146;Totaal woningen;Schrijvershoek;Schrijvershoek                          ;Buurt     ;BU02990003;1650.0;3100.0;
4147;Totaal woningen;Zonnemaat;Zonnemaat                               ;Buurt     ;BU02990004;1900.0;3200.0;
4148;Totaal woningen;Lentemorgen I;Lentemorgen I                           ;Buurt     ;BU02990005;1750.0;2650.0;
4149;Totaal woningen;Stegeslag;Stegeslag                               ;Buurt     ;BU02990006;1850.0;3550.0;
4150;Totaal woningen;Lentemorgen II;Lentemorgen II                          ;Buurt     ;BU02990007;2100.0;3750.0;
