ID;Kenmerken;Perioden;GemiddeldAantalDagtochten_1;TotaalZonnenZwemmenEnDergelijke_2;OpStrandBijDeZee_3;InOpenluchtzwembad_4;OpStrandBijMeerPlas_5;NietAanHetWater_6;InBinnenbadOfZwemparadijs_7;TotaalSportEnSportieveRecreatie_8;Wandelen_9;Fietsen_10;Golfen_11;Watersport_12;Vissen_13;PaardrijdenManegeEnBuitenritten_14;BinnenOfBuitenTrimmenFitness_15;SchaatsenOpKunstijsbaanEnNatuurijs_16;OverigeBinnensport_17;OverigeBuitensport_18;ToeschouwerBegeleiderBijSport_19;Toeren_20;TotaalBezoekAttractiepuntED_21;TotaalBezoekAttractiepunt_22;BezoekSpeeltuinUitspanning_23;BezoekPretparkED_24;BezoekAanDierentuinVogelparkED_25;BezoekKinderboerderijHeemtuinED_26;TotaalBezoekBezienswaardigheid_27;BezoekOudeStadDorp_28;BezoekMuseum_29;BezoekMonumentenEnBezienswaardigheden_30;TotaalBezoekEvenement_31;BezoekJaarmarktBraderieCorsoED_32;BezoekBeursTentoonstellingShow_33;BezoekOverigeEvenementen_34;RecreatiefWinkelen_35;TotaalUitgaan_36;TotaalFilmToneelConcertBallet_37;NaarDeFilm_38;NaarToneelConcertBallet_39;TotaalOverigeUitgaan_40;TerrasjeZittenKoffieDrinkenED_41;UitEtenGaan_42;BarCafebezoek_43;KermisCircus_44;DiscoBowling_45;OverigUitgaan_46;TotaalOverigeDagtochten_47;BezoekDenksportActiviteit_48;VerenigingsactiviteitenHobbyclubs_49;BezoekKinderactiviteiten_50;BezoekVolkstuin_51;BezoekNatuurEnOverigeActiviteiten_52
18;Leeftijd dagrecreant 45 tot 65 jaar;1995 september - 1996 augustus;59.0;2.0;0.0;0.0;0.0;0.0;1.0;19.0;5.0;5.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;2.0;2.0;1.0;5.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;9.0;9.0;3.0;1.0;2.0;7.0;0.0;3.0;1.0;0.0;0.0;1.0;11.0;1.0;8.0;0.0;1.0;1.0
19;Leeftijd dagrecreant 45 tot 65 jaar;2001 december - 2002 november;58.0;2.0;0.0;0.0;0.0;0.0;1.0;19.0;6.0;5.0;1.0;0.0;0.0;0.0;2.0;0.0;3.0;2.0;2.0;2.0;6.0;1.0;0.0;0.0;0.0;1.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;7.0;10.0;3.0;1.0;2.0;7.0;0.0;3.0;1.0;0.0;0.0;1.0;9.0;1.0;7.0;0.0;0.0;1.0
20;Leeftijd dagrecreant 45 tot 65 jaar;2006 oktober - 2007 september;52.0;1.0;0.0;0.0;0.0;0.0;1.0;16.0;4.0;3.0;1.0;0.0;0.0;0.0;2.0;0.0;3.0;2.0;2.0;1.0;6.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;9.0;11.0;3.0;1.0;2.0;7.0;0.0;4.0;1.0;0.0;0.0;1.0;6.0;1.0;4.0;0.0;0.0;1.0
21;Leeftijd dagrecreant 65 jaar of ouder;1995 september - 1996 augustus;54.0;2.0;0.0;0.0;0.0;0.0;1.0;15.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;2.0;5.0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0;6.0;2.0;0.0;2.0;5.0;0.0;2.0;0.0;0.0;0.0;1.0;14.0;2.0;10.0;0.0;1.0;1.0
22;Leeftijd dagrecreant 65 jaar of ouder;2001 december - 2002 november;49.0;2.0;1.0;0.0;0.0;0.0;1.0;14.0;4.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;1.0;2.0;6.0;1.0;0.0;0.0;0.0;1.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;6.0;7.0;2.0;0.0;2.0;4.0;0.0;2.0;0.0;0.0;0.0;1.0;12.0;2.0;8.0;;1.0;2.0
23;Leeftijd dagrecreant 65 jaar of ouder;2006 oktober - 2007 september;52.0;1.0;0.0;0.0;0.0;0.0;1.0;15.0;4.0;5.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;1.0;1.0;7.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;2.0;1.0;2.0;1.0;1.0;0.0;8.0;8.0;2.0;0.0;2.0;6.0;1.0;3.0;1.0;0.0;0.0;1.0;10.0;2.0;6.0;0.0;0.0;2.0
24;Alleenstaande;1995 september - 1996 augustus;66.0;2.0;1.0;0.0;0.0;0.0;1.0;18.0;4.0;3.0;0.0;0.0;0.0;1.0;3.0;1.0;4.0;2.0;2.0;1.0;5.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;8.0;18.0;4.0;2.0;2.0;14.0;1.0;4.0;6.0;0.0;1.0;1.0;12.0;1.0;9.0;0.0;0.0;1.0
25;Alleenstaande;2001 december - 2002 november;64.0;3.0;1.0;1.0;0.0;0.0;1.0;17.0;4.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;4.0;2.0;1.0;2.0;6.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;6.0;18.0;5.0;2.0;3.0;13.0;1.0;5.0;5.0;0.0;1.0;1.0;11.0;2.0;8.0;0.0;0.0;1.0
26;Alleenstaande;2006 oktober - 2007 september;41.0;1.0;0.0;0.0;0.0;0.0;1.0;11.0;2.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;1.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;5.0;12.0;3.0;1.0;1.0;9.0;1.0;4.0;3.0;0.0;1.0;1.0;6.0;1.0;4.0;0.0;0.0;1.0
27;Eenoudergezin;1995 september - 1996 augustus;59.0;5.0;1.0;1.0;0.0;0.0;3.0;17.0;3.0;1.0;0.0;0.0;0.0;2.0;1.0;2.0;3.0;4.0;2.0;1.0;6.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;8.0;13.0;3.0;1.0;1.0;11.0;0.0;2.0;5.0;1.0;2.0;1.0;7.0;0.0;5.0;1.0;0.0;1.0
28;Eenoudergezin;2001 december - 2002 november;61.0;5.0;1.0;1.0;1.0;0.0;2.0;17.0;4.0;1.0;0.0;1.0;0.0;1.0;3.0;1.0;3.0;3.0;2.0;1.0;7.0;4.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;7.0;17.0;4.0;2.0;2.0;13.0;1.0;3.0;5.0;1.0;2.0;1.0;5.0;;4.0;0.0;0.0;1.0
29;Eenoudergezin;2006 oktober - 2007 september;60.0;3.0;1.0;0.0;0.0;0.0;2.0;14.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;4.0;4.0;2.0;0.0;8.0;4.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0;1.0;0.0;1.0;9.0;16.0;4.0;3.0;1.0;12.0;1.0;3.0;4.0;1.0;2.0;1.0;7.0;1.0;4.0;0.0;0.0;1.0
30;(Echt)paar zonder kinderen;1995 september - 1996 augustus;63.0;2.0;0.0;0.0;0.0;0.0;1.0;20.0;5.0;4.0;0.0;0.0;0.0;0.0;2.0;0.0;4.0;2.0;2.0;2.0;5.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;10.0;11.0;3.0;1.0;2.0;8.0;0.0;4.0;2.0;0.0;1.0;1.0;10.0;1.0;8.0;0.0;1.0;1.0
31;(Echt)paar zonder kinderen;2001 december - 2002 november;62.0;2.0;0.0;0.0;0.0;0.0;1.0;22.0;6.0;5.0;1.0;1.0;0.0;1.0;2.0;0.0;4.0;3.0;2.0;2.0;6.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;8.0;12.0;3.0;1.0;2.0;9.0;1.0;5.0;2.0;0.0;0.0;1.0;9.0;1.0;6.0;0.0;1.0;1.0
32;(Echt)paar zonder kinderen;2006 oktober - 2007 september;60.0;1.0;0.0;0.0;0.0;0.0;1.0;18.0;4.0;4.0;1.0;0.0;0.0;0.0;2.0;0.0;3.0;2.0;2.0;1.0;7.0;1.0;0.0;0.0;1.0;0.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;10.0;14.0;4.0;1.0;3.0;10.0;1.0;5.0;2.0;0.0;0.0;1.0;8.0;1.0;5.0;0.0;0.0;1.0
33;(Echt)paar met kinderen;1995 september - 1996 augustus;57.0;4.0;1.0;0.0;1.0;0.0;2.0;19.0;3.0;2.0;0.0;0.0;0.0;1.0;2.0;2.0;4.0;5.0;2.0;1.0;6.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;7.0;11.0;2.0;1.0;1.0;8.0;0.0;2.0;3.0;1.0;2.0;1.0;7.0;0.0;5.0;1.0;0.0;0.0
34;(Echt)paar met kinderen;2001 december - 2002 november;61.0;5.0;1.0;0.0;1.0;0.0;2.0;19.0;4.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;4.0;5.0;3.0;1.0;8.0;4.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;0.0;1.0;7.0;13.0;3.0;2.0;2.0;10.0;0.0;2.0;4.0;1.0;2.0;1.0;6.0;0.0;4.0;1.0;0.0;1.0
35;(Echt)paar met kinderen;2006 oktober - 2007 september;58.0;4.0;1.0;0.0;0.0;0.0;2.0;16.0;3.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;3.0;5.0;3.0;0.0;9.0;4.0;2.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;2.0;1.0;0.0;1.0;9.0;13.0;3.0;2.0;2.0;10.0;0.0;3.0;3.0;1.0;1.0;1.0;5.0;0.0;3.0;1.0;0.0;1.0
36;Overige huishoudens;1995 september - 1996 augustus;75.0;1.0;0.0;0.0;;0.0;1.0;18.0;4.0;3.0;;;0.0;;1.0;1.0;5.0;4.0;2.0;0.0;5.0;1.0;;1.0;0.0;0.0;2.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;9.0;30.0;6.0;4.0;2.0;24.0;2.0;4.0;12.0;1.0;3.0;2.0;9.0;1.0;7.0;0.0;1.0;0.0
37;Overige huishoudens;2001 december - 2002 november;67.0;2.0;0.0;1.0;;;1.0;17.0;5.0;3.0;;;;;3.0;1.0;4.0;2.0;2.0;0.0;3.0;1.0;;1.0;;;1.0;;0.0;1.0;1.0;1.0;;1.0;9.0;26.0;7.0;3.0;4.0;20.0;1.0;7.0;7.0;1.0;2.0;2.0;6.0;;4.0;0.0;;1.0
38;Overige huishoudens;2006 oktober - 2007 september;54.0;1.0;1.0;0.0;0.0;0.0;0.0;11.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;6.0;3.0;1.0;7.0;2.0;0.0;0.0;1.0;1.0;3.0;1.0;1.0;1.0;2.0;1.0;0.0;1.0;9.0;18.0;6.0;4.0;2.0;12.0;0.0;6.0;4.0;0.0;1.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
39;Huishoudensinkomen: minder dan 1000 euro;1995 september - 1996 augustus;54.0;2.0;0.0;0.0;0.0;0.0;1.0;14.0;4.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;1.0;2.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;1.0;1.0;0.0;8.0;13.0;3.0;2.0;1.0;10.0;0.0;2.0;4.0;0.0;1.0;1.0;10.0;1.0;8.0;0.0;0.0;1.0
40;Huishoudensinkomen: minder dan 1000 euro;2001 december - 2002 november;52.0;2.0;0.0;0.0;0.0;0.0;1.0;13.0;3.0;3.0;;0.0;0.0;0.0;2.0;0.0;3.0;2.0;1.0;2.0;5.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;6.0;14.0;3.0;1.0;1.0;11.0;1.0;3.0;4.0;0.0;1.0;2.0;9.0;0.0;8.0;0.0;0.0;1.0
41;Huishoudensinkomen: minder dan 1000 euro;2006 oktober - 2007 september;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Huishoudensinkomen: 1000 tot 1500 euro;1995 september - 1996 augustus;56.0;2.0;0.0;0.0;0.0;0.0;1.0;17.0;4.0;4.0;0.0;0.0;0.0;0.0;2.0;0.0;4.0;2.0;2.0;1.0;5.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;9.0;10.0;2.0;1.0;2.0;7.0;0.0;2.0;2.0;0.0;1.0;1.0;10.0;1.0;7.0;0.0;1.0;1.0
43;Huishoudensinkomen: 1000 tot 1500 euro;2001 december - 2002 november;53.0;3.0;1.0;0.0;0.0;0.0;2.0;14.0;4.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;2.0;2.0;2.0;5.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0;0.0;6.0;12.0;3.0;1.0;2.0;9.0;1.0;3.0;3.0;0.0;1.0;1.0;9.0;1.0;6.0;0.0;1.0;1.0
44;Huishoudensinkomen: 1000 tot 1500 euro;2006 oktober - 2007 september;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;Huishoudensinkomen: 1500 tot 2000 euro;1995 september - 1996 augustus;61.0;2.0;0.0;0.0;0.0;0.0;1.0;20.0;5.0;3.0;0.0;0.0;0.0;0.0;2.0;1.0;5.0;3.0;3.0;1.0;5.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;9.0;10.0;2.0;1.0;2.0;8.0;0.0;3.0;2.0;0.0;0.0;1.0;10.0;1.0;8.0;0.0;0.0;1.0
46;Huishoudensinkomen: 1500 tot 2000 euro;2001 december - 2002 november;62.0;3.0;0.0;1.0;0.0;0.0;1.0;20.0;5.0;4.0;0.0;0.0;0.0;1.0;2.0;0.0;4.0;2.0;2.0;2.0;7.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;8.0;13.0;4.0;1.0;3.0;9.0;1.0;4.0;3.0;0.0;1.0;1.0;9.0;1.0;6.0;0.0;1.0;1.0
47;Huishoudensinkomen: 1500 tot 2000 euro;2006 oktober - 2007 september;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;Huishoudensinkomen: 2000 tot 2500 euro;1995 september - 1996 augustus;66.0;2.0;1.0;0.0;0.0;0.0;1.0;22.0;5.0;3.0;0.0;0.0;0.0;1.0;3.0;1.0;4.0;3.0;3.0;2.0;6.0;2.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;11.0;12.0;3.0;1.0;2.0;9.0;0.0;4.0;2.0;0.0;0.0;1.0;9.0;1.0;7.0;0.0;0.0;1.0
49;Huishoudensinkomen: 2000 tot 2500 euro;2001 december - 2002 november;66.0;3.0;1.0;0.0;0.0;0.0;1.0;21.0;5.0;4.0;1.0;0.0;0.0;1.0;3.0;0.0;5.0;2.0;3.0;2.0;6.0;2.0;0.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;9.0;14.0;4.0;1.0;3.0;10.0;0.0;4.0;3.0;0.0;1.0;1.0;8.0;1.0;6.0;0.0;0.0;1.0
50;Huishoudensinkomen: 2000 tot 2500 euro;2006 oktober - 2007 september;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;Huishoudensinkomen: 2500 tot 3000 euro;1995 september - 1996 augustus;65.0;2.0;0.0;0.0;0.0;0.0;1.0;22.0;5.0;3.0;1.0;0.0;0.0;0.0;3.0;1.0;4.0;3.0;2.0;1.0;6.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;9.0;15.0;4.0;1.0;3.0;11.0;0.0;7.0;2.0;0.0;0.0;1.0;8.0;1.0;6.0;0.0;0.0;1.0
52;Huishoudensinkomen: 2500 tot 3000 euro;2001 december - 2002 november;64.0;2.0;1.0;0.0;0.0;0.0;1.0;20.0;5.0;3.0;1.0;1.0;0.0;1.0;3.0;0.0;4.0;3.0;3.0;1.0;7.0;3.0;0.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;9.0;14.0;4.0;2.0;2.0;9.0;1.0;5.0;2.0;0.0;0.0;1.0;8.0;1.0;6.0;0.0;0.0;1.0
53;Huishoudensinkomen: 2500 tot 3000 euro;2006 oktober - 2007 september;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;Huishoudensinkomen: 3000 euro of meer;1995 september - 1996 augustus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
