ID;KenmerkenVanHuishoudens;EenEnTweeverdieners;Perioden;AantalHuishoudens_1;PercentageVanCategorie_2;PercentageVanEenEnTweeverdieners_3;PercentageVanTotaal_4;InkomenMeestverdienendePartner_5;InkomenMinstverdienendePartner_6;InkomenEchtPaar_7;InkomenHuishouden_8;GestandaardiseerdInkomen_9
48;101;Totaal huishoudens;1994;382.0;100.0;;7.0;7.0;;;8.0;7.0
49;101;Totaal huishoudens;1995;359.0;100.0;;7.0;7.0;;;8.0;7.0
50;101;Totaal huishoudens;1996;350.0;100.0;;7.0;7.0;;;8.0;7.0
51;101;Totaal huishoudens;1997;341.0;100.0;;6.0;7.0;;;8.0;7.0
52;101;Totaal huishoudens;1998;343.0;100.0;;6.0;8.0;;;9.0;8.0
53;101;Totaal huishoudens;1999;350.0;100.0;;6.0;8.0;;;10.0;8.0
54;101;Totaal huishoudens;2000;348.0;100.0;;6.0;9.0;;;10.0;9.0
55;101;Eenverdiener;1990;10.0;2.0;12.0;0.0;11.0;;11.0;13.0;8.0
56;101;Eenverdiener;1991;11.0;3.0;13.0;0.0;10.0;;11.0;12.0;7.0
57;101;Eenverdiener;1992;9.0;2.0;11.0;0.0;11.0;;11.0;13.0;8.0
58;101;Eenverdiener;1993;10.0;2.0;;0.0;11.0;;11.0;13.0;8.0
59;101;Eenverdiener;1994;9.0;2.0;;0.0;10.0;;11.0;13.0;7.0
60;101;Eenverdiener;1995;8.0;2.0;;0.0;11.0;;12.0;14.0;8.0
61;101;Eenverdiener;1996;7.0;2.0;;0.0;11.0;;12.0;14.0;8.0
62;101;Eenverdiener;1997;6.0;2.0;;0.0;12.0;;12.0;14.0;8.0
63;101;Eenverdiener;1998;5.0;2.0;;0.0;13.0;;14.0;16.0;9.0
64;101;Eenverdiener;1999;6.0;2.0;;0.0;17.0;;18.0;20.0;12.0
65;101;Eenverdiener;2000;7.0;2.0;;0.0;11.0;;12.0;14.0;9.0
66;101;Tweeverdiener;1990;69.0;17.0;88.0;1.0;10.0;7.0;17.0;17.0;12.0
67;101;Tweeverdiener;1991;77.0;18.0;87.0;2.0;11.0;7.0;17.0;18.0;12.0
68;101;Tweeverdiener;1992;75.0;18.0;89.0;1.0;11.0;7.0;18.0;18.0;13.0
69;101;Tweeverdiener;1993;66.0;16.0;;1.0;11.0;7.0;18.0;19.0;13.0
70;101;Tweeverdiener;1994;60.0;16.0;;1.0;11.0;7.0;18.0;19.0;13.0
71;101;Tweeverdiener;1995;53.0;15.0;;1.0;12.0;8.0;20.0;20.0;14.0
72;101;Tweeverdiener;1996;53.0;15.0;;1.0;11.0;7.0;19.0;19.0;13.0
73;101;Tweeverdiener;1997;48.0;14.0;;1.0;12.0;8.0;19.0;20.0;14.0
74;101;Tweeverdiener;1998;44.0;13.0;;1.0;13.0;9.0;21.0;22.0;15.0
75;101;Tweeverdiener;1999;48.0;14.0;;1.0;13.0;9.0;22.0;22.0;15.0
76;101;Tweeverdiener;2000;50.0;14.0;;1.0;13.0;8.0;22.0;22.0;16.0
77;101;Overig huishouden;1990;339.0;81.0;;7.0;6.0;;;6.0;6.0
78;101;Overig huishouden;1991;336.0;79.0;;7.0;6.0;;;6.0;6.0
79;101;Overig huishouden;1992;333.0;80.0;;7.0;6.0;;;6.0;6.0
80;101;Overig huishouden;1993;335.0;82.0;;7.0;6.0;;;6.0;6.0
81;101;Overig huishouden;1994;313.0;82.0;;6.0;6.0;;;6.0;6.0
82;101;Overig huishouden;1995;298.0;83.0;;6.0;6.0;;;6.0;6.0
83;101;Overig huishouden;1996;290.0;83.0;;6.0;6.0;;;6.0;6.0
84;101;Overig huishouden;1997;287.0;84.0;;5.0;6.0;;;6.0;6.0
85;101;Overig huishouden;1998;294.0;86.0;;6.0;7.0;;;7.0;7.0
86;101;Overig huishouden;1999;297.0;85.0;;6.0;7.0;;;7.0;7.0
87;101;Overig huishouden;2000;291.0;84.0;;5.0;8.0;;;8.0;8.0
88;102;Totaal huishoudens;1990;1334.0;100.0;;27.0;13.0;;;17.0;12.0
89;102;Totaal huishoudens;1991;1342.0;100.0;;27.0;14.0;;;18.0;13.0
90;102;Totaal huishoudens;1992;1359.0;100.0;;27.0;14.0;;;18.0;13.0
91;102;Totaal huishoudens;1993;1374.0;100.0;;27.0;14.0;;;18.0;13.0
92;102;Totaal huishoudens;1994;1382.0;100.0;;27.0;14.0;;;19.0;14.0
93;102;Totaal huishoudens;1995;1400.0;100.0;;27.0;15.0;;;19.0;14.0
94;102;Totaal huishoudens;1996;1393.0;100.0;;27.0;15.0;;;20.0;14.0
95;102;Totaal huishoudens;1997;1398.0;100.0;;26.0;15.0;;;20.0;15.0
96;102;Totaal huishoudens;1998;1392.0;100.0;;26.0;16.0;;;21.0;15.0
97;102;Totaal huishoudens;1999;1381.0;100.0;;26.0;16.0;;;21.0;16.0
98;102;Totaal huishoudens;2000;1357.0;100.0;;25.0;17.0;;;22.0;17.0
99;102;Eenverdiener;1990;227.0;17.0;29.0;5.0;17.0;;17.0;17.0;10.0
100;102;Eenverdiener;1991;200.0;15.0;25.0;4.0;17.0;;17.0;17.0;10.0
101;102;Eenverdiener;1992;186.0;14.0;23.0;4.0;17.0;;17.0;17.0;10.0
102;102;Eenverdiener;1993;176.0;13.0;22.0;3.0;17.0;;17.0;18.0;10.0
103;102;Eenverdiener;1994;161.0;12.0;20.0;3.0;17.0;;18.0;18.0;10.0
104;102;Eenverdiener;1995;149.0;11.0;19.0;3.0;18.0;;18.0;19.0;11.0
105;102;Eenverdiener;1996;130.0;9.0;16.0;2.0;18.0;;18.0;19.0;11.0
106;102;Eenverdiener;1997;115.0;8.0;15.0;2.0;19.0;;19.0;20.0;11.0
107;102;Eenverdiener;1998;102.0;7.0;13.0;2.0;19.0;;20.0;20.0;12.0
108;102;Eenverdiener;1999;90.0;6.0;12.0;2.0;20.0;;20.0;21.0;12.0
109;102;Eenverdiener;2000;80.0;6.0;11.0;1.0;20.0;;20.0;21.0;12.0
110;102;Tweeverdiener;1990;562.0;42.0;71.0;12.0;15.0;8.0;22.0;22.0;15.0
111;102;Tweeverdiener;1991;608.0;45.0;75.0;12.0;15.0;8.0;23.0;23.0;15.0
112;102;Tweeverdiener;1992;615.0;45.0;77.0;12.0;15.0;8.0;24.0;24.0;16.0
113;102;Tweeverdiener;1993;620.0;45.0;78.0;12.0;15.0;8.0;24.0;24.0;16.0
114;102;Tweeverdiener;1994;649.0;47.0;80.0;13.0;16.0;9.0;25.0;25.0;17.0
115;102;Tweeverdiener;1995;655.0;47.0;81.0;13.0;16.0;9.0;26.0;26.0;17.0
116;102;Tweeverdiener;1996;673.0;48.0;84.0;13.0;17.0;9.0;26.0;26.0;17.0
117;102;Tweeverdiener;1997;672.0;48.0;85.0;13.0;17.0;10.0;27.0;27.0;18.0
118;102;Tweeverdiener;1998;664.0;48.0;87.0;12.0;18.0;10.0;28.0;28.0;19.0
119;102;Tweeverdiener;1999;639.0;46.0;88.0;12.0;18.0;11.0;29.0;29.0;19.0
120;102;Tweeverdiener;2000;629.0;46.0;89.0;12.0;19.0;11.0;30.0;30.0;20.0
121;102;Overig huishouden;1990;546.0;41.0;;11.0;11.0;;;11.0;10.0
122;102;Overig huishouden;1991;534.0;40.0;;11.0;11.0;;;11.0;11.0
123;102;Overig huishouden;1992;558.0;41.0;;11.0;11.0;;;12.0;11.0
124;102;Overig huishouden;1993;578.0;42.0;;11.0;11.0;;;12.0;11.0
125;102;Overig huishouden;1994;572.0;41.0;;11.0;12.0;;;12.0;11.0
126;102;Overig huishouden;1995;595.0;43.0;;12.0;12.0;;;12.0;12.0
127;102;Overig huishouden;1996;590.0;42.0;;11.0;12.0;;;12.0;12.0
128;102;Overig huishouden;1997;611.0;44.0;;12.0;13.0;;;13.0;12.0
129;102;Overig huishouden;1998;626.0;45.0;;12.0;13.0;;;14.0;13.0
130;102;Overig huishouden;1999;653.0;47.0;;12.0;14.0;;;14.0;13.0
131;102;Overig huishouden;2000;647.0;48.0;;12.0;15.0;;;15.0;14.0
132;103;Totaal huishoudens;1990;1315.0;100.0;;27.0;18.0;;;21.0;13.0
133;103;Totaal huishoudens;1991;1301.0;100.0;;26.0;18.0;;;22.0;13.0
134;103;Totaal huishoudens;1992;1295.0;100.0;;26.0;18.0;;;22.0;14.0
135;103;Totaal huishoudens;1993;1300.0;100.0;;26.0;18.0;;;22.0;14.0
136;103;Totaal huishoudens;1994;1314.0;100.0;;26.0;19.0;;;23.0;14.0
137;103;Totaal huishoudens;1995;1341.0;100.0;;26.0;19.0;;;24.0;15.0
138;103;Totaal huishoudens;1996;1365.0;100.0;;26.0;19.0;;;24.0;15.0
139;103;Totaal huishoudens;1997;1387.0;100.0;;26.0;20.0;;;25.0;15.0
140;103;Totaal huishoudens;1998;1412.0;100.0;;26.0;20.0;;;25.0;16.0
141;103;Totaal huishoudens;1999;1428.0;100.0;;26.0;21.0;;;26.0;17.0
142;103;Totaal huishoudens;2000;1462.0;100.0;;27.0;22.0;;;27.0;17.0
143;103;Eenverdiener;1990;434.0;33.0;44.0;9.0;20.0;;20.0;21.0;11.0
144;103;Eenverdiener;1991;387.0;30.0;40.0;8.0;21.0;;21.0;22.0;11.0
145;103;Eenverdiener;1992;357.0;28.0;38.0;7.0;21.0;;21.0;22.0;11.0
146;103;Eenverdiener;1993;335.0;26.0;36.0;7.0;21.0;;21.0;22.0;12.0
147;103;Eenverdiener;1994;310.0;24.0;33.0;6.0;22.0;;22.0;23.0;12.0
148;103;Eenverdiener;1995;301.0;22.0;32.0;6.0;22.0;;23.0;23.0;12.0
149;103;Eenverdiener;1996;281.0;21.0;30.0;5.0;23.0;;23.0;24.0;12.0
150;103;Eenverdiener;1997;261.0;19.0;27.0;5.0;23.0;;23.0;24.0;13.0
151;103;Eenverdiener;1998;247.0;18.0;25.0;5.0;23.0;;24.0;24.0;13.0
152;103;Eenverdiener;1999;231.0;16.0;24.0;4.0;24.0;;24.0;25.0;13.0
153;103;Eenverdiener;2000;210.0;14.0;21.0;4.0;25.0;;25.0;26.0;14.0
154;103;Tweeverdiener;1990;541.0;41.0;56.0;11.0;19.0;7.0;25.0;26.0;15.0
155;103;Tweeverdiener;1991;572.0;44.0;60.0;12.0;19.0;7.0;26.0;27.0;15.0
156;103;Tweeverdiener;1992;585.0;45.0;62.0;12.0;19.0;7.0;26.0;27.0;16.0
157;103;Tweeverdiener;1993;604.0;46.0;64.0;12.0;19.0;7.0;27.0;28.0;16.0
158;103;Tweeverdiener;1994;630.0;48.0;67.0;12.0;20.0;8.0;28.0;28.0;16.0
159;103;Tweeverdiener;1995;637.0;47.0;68.0;12.0;21.0;8.0;29.0;29.0;17.0
160;103;Tweeverdiener;1996;670.0;49.0;70.0;13.0;21.0;8.0;29.0;30.0;17.0
161;103;Tweeverdiener;1997;703.0;51.0;73.0;13.0;21.0;9.0;30.0;31.0;18.0
162;103;Tweeverdiener;1998;724.0;51.0;75.0;14.0;22.0;9.0;31.0;31.0;18.0
163;103;Tweeverdiener;1999;751.0;53.0;76.0;14.0;23.0;9.0;32.0;33.0;19.0
164;103;Tweeverdiener;2000;790.0;54.0;79.0;14.0;24.0;9.0;33.0;34.0;19.0
165;103;Overig huishouden;1990;340.0;26.0;;7.0;13.0;;;13.0;12.0
166;103;Overig huishouden;1991;342.0;26.0;;7.0;13.0;;;14.0;12.0
167;103;Overig huishouden;1992;354.0;27.0;;7.0;13.0;;;14.0;12.0
168;103;Overig huishouden;1993;361.0;28.0;;7.0;13.0;;;14.0;12.0
169;103;Overig huishouden;1994;374.0;28.0;;7.0;14.0;;;15.0;13.0
170;103;Overig huishouden;1995;404.0;30.0;;8.0;14.0;;;15.0;13.0
171;103;Overig huishouden;1996;414.0;30.0;;8.0;14.0;;;15.0;13.0
172;103;Overig huishouden;1997;423.0;30.0;;8.0;15.0;;;15.0;13.0
173;103;Overig huishouden;1998;441.0;31.0;;8.0;16.0;;;16.0;14.0
174;103;Overig huishouden;1999;446.0;31.0;;8.0;16.0;;;17.0;15.0
175;103;Overig huishouden;2000;462.0;32.0;;8.0;17.0;;;17.0;15.0
176;104;Totaal huishoudens;1990;974.0;100.0;;20.0;18.0;;;24.0;15.0
177;104;Totaal huishoudens;1991;1038.0;100.0;;21.0;18.0;;;25.0;15.0
178;104;Totaal huishoudens;1992;1091.0;100.0;;22.0;19.0;;;25.0;16.0
179;104;Totaal huishoudens;1993;1134.0;100.0;;22.0;19.0;;;26.0;16.0
180;104;Totaal huishoudens;1994;1167.0;100.0;;23.0;19.0;;;26.0;16.0
181;104;Totaal huishoudens;1995;1205.0;100.0;;23.0;20.0;;;27.0;17.0
182;104;Totaal huishoudens;1996;1235.0;100.0;;24.0;20.0;;;28.0;17.0
183;104;Totaal huishoudens;1997;1271.0;100.0;;24.0;21.0;;;29.0;18.0
184;104;Totaal huishoudens;1998;1295.0;100.0;;24.0;21.0;;;29.0;18.0
185;104;Totaal huishoudens;1999;1316.0;100.0;;24.0;22.0;;;30.0;19.0
186;104;Totaal huishoudens;2000;1350.0;100.0;;25.0;23.0;;;32.0;20.0
187;104;Eenverdiener;1990;360.0;37.0;49.0;7.0;20.0;;20.0;25.0;14.0
188;104;Eenverdiener;1991;353.0;34.0;45.0;7.0;21.0;;21.0;25.0;14.0
189;104;Eenverdiener;1992;350.0;32.0;43.0;7.0;21.0;;21.0;26.0;14.0
190;104;Eenverdiener;1993;343.0;30.0;41.0;7.0;21.0;;21.0;26.0;15.0
191;104;Eenverdiener;1994;338.0;29.0;39.0;7.0;22.0;;22.0;27.0;15.0
192;104;Eenverdiener;1995;334.0;28.0;38.0;6.0;23.0;;23.0;27.0;15.0
193;104;Eenverdiener;1996;314.0;25.0;35.0;6.0;23.0;;23.0;28.0;16.0
194;104;Eenverdiener;1997;306.0;24.0;33.0;6.0;24.0;;24.0;29.0;16.0
195;104;Eenverdiener;1998;294.0;23.0;32.0;6.0;24.0;;25.0;30.0;17.0
196;104;Eenverdiener;1999;275.0;21.0;29.0;5.0;25.0;;25.0;30.0;17.0
197;104;Eenverdiener;2000;244.0;18.0;26.0;4.0;26.0;;26.0;32.0;18.0
198;104;Tweeverdiener;1990;372.0;38.0;51.0;8.0;19.0;6.0;25.0;29.0;17.0
199;104;Tweeverdiener;1991;429.0;41.0;55.0;9.0;20.0;7.0;27.0;30.0;17.0
200;104;Tweeverdiener;1992;466.0;43.0;57.0;9.0;20.0;7.0;27.0;31.0;18.0
201;104;Tweeverdiener;1993;494.0;44.0;59.0;10.0;20.0;7.0;28.0;31.0;18.0
202;104;Tweeverdiener;1994;519.0;44.0;61.0;10.0;21.0;8.0;29.0;32.0;19.0
203;104;Tweeverdiener;1995;543.0;45.0;62.0;10.0;22.0;8.0;30.0;33.0;20.0
204;104;Tweeverdiener;1996;581.0;47.0;65.0;11.0;22.0;8.0;30.0;34.0;20.0
205;104;Tweeverdiener;1997;612.0;48.0;67.0;12.0;23.0;9.0;31.0;35.0;21.0
206;104;Tweeverdiener;1998;634.0;49.0;68.0;12.0;23.0;9.0;32.0;35.0;21.0
207;104;Tweeverdiener;1999;658.0;50.0;71.0;12.0;24.0;9.0;33.0;37.0;22.0
208;104;Tweeverdiener;2000;709.0;52.0;74.0;13.0;25.0;9.0;34.0;38.0;22.0
209;104;Overig huishouden;1990;241.0;25.0;;5.0;13.0;;;15.0;13.0
210;104;Overig huishouden;1991;256.0;25.0;;5.0;13.0;;;16.0;13.0
211;104;Overig huishouden;1992;275.0;25.0;;5.0;14.0;;;16.0;14.0
212;104;Overig huishouden;1993;298.0;26.0;;6.0;14.0;;;16.0;14.0
213;104;Overig huishouden;1994;310.0;27.0;;6.0;14.0;;;16.0;14.0
214;104;Overig huishouden;1995;328.0;27.0;;6.0;14.0;;;17.0;14.0
215;104;Overig huishouden;1996;339.0;27.0;;6.0;15.0;;;17.0;14.0
216;104;Overig huishouden;1997;354.0;28.0;;7.0;15.0;;;17.0;15.0
217;104;Overig huishouden;1998;366.0;28.0;;7.0;16.0;;;18.0;15.0
218;104;Overig huishouden;1999;383.0;29.0;;7.0;16.0;;;19.0;16.0
219;104;Overig huishouden;2000;398.0;29.0;;7.0;17.0;;;19.0;17.0
220;105;Totaal huishoudens;1990;827.0;100.0;;17.0;15.0;;;20.0;14.0
221;105;Totaal huishoudens;1991;836.0;100.0;;17.0;16.0;;;21.0;14.0
222;105;Totaal huishoudens;1992;839.0;100.0;;17.0;16.0;;;21.0;15.0
223;105;Totaal huishoudens;1993;853.0;100.0;;17.0;17.0;;;22.0;15.0
224;105;Totaal huishoudens;1994;864.0;100.0;;17.0;17.0;;;22.0;15.0
225;105;Totaal huishoudens;1995;870.0;100.0;;17.0;17.0;;;23.0;16.0
226;105;Totaal huishoudens;1996;880.0;100.0;;17.0;18.0;;;23.0;16.0
227;105;Totaal huishoudens;1997;889.0;100.0;;17.0;18.0;;;23.0;17.0
228;105;Totaal huishoudens;1998;904.0;100.0;;17.0;19.0;;;24.0;17.0
229;105;Totaal huishoudens;1999;924.0;100.0;;17.0;20.0;;;25.0;18.0
230;105;Totaal huishoudens;2000;947.0;100.0;;17.0;21.0;;;27.0;19.0
231;105;Eenverdiener;1990;340.0;41.0;60.0;7.0;18.0;;18.0;22.0;14.0
232;105;Eenverdiener;1991;337.0;40.0;59.0;7.0;18.0;;18.0;22.0;14.0
233;105;Eenverdiener;1992;327.0;39.0;56.0;7.0;19.0;;19.0;23.0;14.0
234;105;Eenverdiener;1993;321.0;38.0;55.0;6.0;19.0;;19.0;23.0;15.0
235;105;Eenverdiener;1994;312.0;36.0;53.0;6.0;20.0;;20.0;23.0;15.0
236;105;Eenverdiener;1995;305.0;35.0;51.0;6.0;20.0;;21.0;24.0;16.0
237;105;Eenverdiener;1996;300.0;34.0;49.0;6.0;21.0;;21.0;24.0;16.0
238;105;Eenverdiener;1997;293.0;33.0;48.0;6.0;22.0;;22.0;25.0;16.0
239;105;Eenverdiener;1998;294.0;32.0;47.0;5.0;22.0;;22.0;25.0;17.0
240;105;Eenverdiener;1999;289.0;31.0;45.0;5.0;23.0;;23.0;26.0;17.0
241;105;Eenverdiener;2000;280.0;30.0;42.0;5.0;25.0;;25.0;28.0;18.0
242;105;Tweeverdiener;1990;227.0;27.0;40.0;5.0;16.0;6.0;22.0;25.0;16.0
243;105;Tweeverdiener;1991;238.0;29.0;41.0;5.0;16.0;6.0;23.0;26.0;17.0
244;105;Tweeverdiener;1992;254.0;30.0;44.0;5.0;16.0;6.0;23.0;26.0;17.0
245;105;Tweeverdiener;1993;266.0;31.0;45.0;5.0;17.0;7.0;24.0;27.0;18.0
246;105;Tweeverdiener;1994;281.0;33.0;47.0;5.0;17.0;7.0;24.0;27.0;18.0
247;105;Tweeverdiener;1995;291.0;33.0;49.0;6.0;18.0;7.0;25.0;28.0;19.0
248;105;Tweeverdiener;1996;309.0;35.0;51.0;6.0;19.0;7.0;26.0;29.0;19.0
249;105;Tweeverdiener;1997;320.0;36.0;52.0;6.0;19.0;7.0;27.0;29.0;20.0
250;105;Tweeverdiener;1998;337.0;37.0;53.0;6.0;20.0;8.0;28.0;30.0;20.0
251;105;Tweeverdiener;1999;358.0;39.0;55.0;7.0;21.0;8.0;29.0;32.0;21.0
252;105;Tweeverdiener;2000;383.0;40.0;58.0;7.0;22.0;8.0;31.0;33.0;22.0
253;105;Overig huishouden;1990;260.0;31.0;;5.0;12.0;;;14.0;13.0
254;105;Overig huishouden;1991;260.0;31.0;;5.0;12.0;;;14.0;13.0
255;105;Overig huishouden;1992;258.0;31.0;;5.0;13.0;;;15.0;13.0
256;105;Overig huishouden;1993;265.0;31.0;;5.0;13.0;;;15.0;13.0
257;105;Overig huishouden;1994;271.0;31.0;;5.0;13.0;;;15.0;14.0
258;105;Overig huishouden;1995;274.0;32.0;;5.0;13.0;;;15.0;14.0
259;105;Overig huishouden;1996;270.0;31.0;;5.0;14.0;;;15.0;14.0
260;105;Overig huishouden;1997;276.0;31.0;;5.0;14.0;;;15.0;14.0
261;105;Overig huishouden;1998;274.0;30.0;;5.0;14.0;;;16.0;15.0
262;105;Overig huishouden;1999;277.0;30.0;;5.0;15.0;;;16.0;15.0
263;105;Overig huishouden;2000;284.0;30.0;;5.0;15.0;;;17.0;16.0
264;201;Totaal huishoudens;1990;1781.0;100.0;;37.0;18.0;;;22.0;12.0
265;201;Totaal huishoudens;1991;1780.0;100.0;;36.0;18.0;;;22.0;12.0
266;201;Totaal huishoudens;1992;1777.0;100.0;;36.0;18.0;;;23.0;12.0
267;201;Totaal huishoudens;1993;1793.0;100.0;;35.0;19.0;;;23.0;13.0
268;201;Totaal huishoudens;1994;1802.0;100.0;;35.0;19.0;;;24.0;13.0
269;201;Totaal huishoudens;1995;1812.0;100.0;;35.0;20.0;;;25.0;13.0
270;201;Totaal huishoudens;1996;1819.0;100.0;;35.0;20.0;;;26.0;14.0
271;201;Totaal huishoudens;1997;1828.0;100.0;;35.0;21.0;;;26.0;14.0
272;201;Totaal huishoudens;1998;1842.0;100.0;;34.0;21.0;;;27.0;15.0
273;201;Totaal huishoudens;1999;1847.0;100.0;;34.0;22.0;;;28.0;15.0
274;201;Totaal huishoudens;2000;1884.0;100.0;;34.0;23.0;;;30.0;16.0
275;201;Eenverdiener;1990;779.0;44.0;50.0;16.0;20.0;;20.0;21.0;11.0
276;201;Eenverdiener;1991;704.0;40.0;45.0;14.0;20.0;;20.0;21.0;11.0
277;201;Eenverdiener;1992;655.0;37.0;43.0;13.0;20.0;;20.0;22.0;11.0
278;201;Eenverdiener;1993;618.0;34.0;40.0;12.0;21.0;;21.0;22.0;12.0
279;201;Eenverdiener;1994;579.0;32.0;38.0;11.0;21.0;;21.0;23.0;12.0
280;201;Eenverdiener;1995;557.0;31.0;36.0;11.0;22.0;;22.0;24.0;12.0
281;201;Eenverdiener;1996;518.0;28.0;33.0;10.0;23.0;;23.0;24.0;13.0
282;201;Eenverdiener;1997;483.0;26.0;31.0;9.0;23.0;;23.0;25.0;13.0
283;201;Eenverdiener;1998;454.0;25.0;29.0;8.0;24.0;;24.0;26.0;13.0
284;201;Eenverdiener;1999;411.0;22.0;27.0;8.0;24.0;;25.0;27.0;14.0
285;201;Eenverdiener;2000;367.0;19.0;23.0;7.0;26.0;;26.0;28.0;14.0
286;201;Tweeverdiener;1990;779.0;44.0;50.0;16.0;18.0;6.0;24.0;25.0;13.0
287;201;Tweeverdiener;1991;849.0;48.0;55.0;17.0;18.0;6.0;25.0;26.0;14.0
288;201;Tweeverdiener;1992;879.0;49.0;57.0;18.0;19.0;6.0;25.0;26.0;14.0
289;201;Tweeverdiener;1993;910.0;51.0;60.0;18.0;19.0;6.0;26.0;27.0;14.0
290;201;Tweeverdiener;1994;962.0;53.0;62.0;19.0;20.0;7.0;26.0;27.0;15.0
291;201;Tweeverdiener;1995;979.0;54.0;64.0;19.0;20.0;7.0;28.0;28.0;15.0
