ID;Geslacht;Leeftijd;Herkomstgroepering;Perioden;FormeelOnverzekerdenOpPeildatum_1;NogOnverzekerd6MaandenNaPeildatum_2;FormeelOnverzekerdOpPeildatum_3;NogOnverzekerd6MaandenNaPeildatum_4
42;3;9;6;1 mei 2008;77140;59710;5.3;4.1
43;3;9;6;1 mei 2009;84030;64830;5.7;4.4
44;3;9;6;1 mei 2010;80010;61720;5.3;4.1
45;3;1;9;1 mei 2006;26490;19670;0.9;0.7
46;3;1;9;1 mei 2007;27060;19540;0.8;0.5
47;3;1;9;1 mei 2008;23020;17190;0.7;0.5
48;3;1;9;1 mei 2009;21610;16500;0.7;0.5
49;3;1;9;1 mei 2010;16600;12430;0.5;0.4
50;3;1;0;1 mei 2006;9910;7740;0.4;0.3
51;3;1;0;1 mei 2007;9580;7410;0.3;0.3
52;3;1;0;1 mei 2008;8360;6600;0.3;0.3
53;3;1;0;1 mei 2009;6920;5590;0.3;0.2
54;3;1;0;1 mei 2010;4480;3460;0.2;0.1
55;3;1;8;1 mei 2006;16580;11920;2.5;1.8
56;3;1;8;1 mei 2007;17490;12130;2.2;1.5
57;3;1;8;1 mei 2008;14660;10590;1.9;1.4
58;3;1;8;1 mei 2009;14690;10910;1.9;1.4
59;3;1;8;1 mei 2010;12120;8970;1.6;1.2
60;3;1;1;1 mei 2006;670;450;0.6;0.4
61;3;1;1;1 mei 2007;650;400;0.5;0.3
62;3;1;1;1 mei 2008;610;420;0.5;0.3
63;3;1;1;1 mei 2009;460;310;0.4;0.3
64;3;1;1;1 mei 2010;380;260;0.3;0.2
65;3;1;2;1 mei 2006;1010;710;1.0;0.7
66;3;1;2;1 mei 2007;990;640;0.8;0.5
67;3;1;2;1 mei 2008;860;630;0.7;0.5
68;3;1;2;1 mei 2009;770;530;0.7;0.5
69;3;1;2;1 mei 2010;560;410;0.5;0.4
70;3;1;3;1 mei 2006;790;550;1.1;0.8
71;3;1;3;1 mei 2007;760;510;0.9;0.6
72;3;1;3;1 mei 2008;630;440;0.8;0.6
73;3;1;3;1 mei 2009;540;350;0.7;0.5
74;3;1;3;1 mei 2010;370;260;0.5;0.3
75;3;1;4;1 mei 2006;610;420;1.8;1.2
76;3;1;4;1 mei 2007;650;460;1.6;1.1
77;3;1;4;1 mei 2008;620;490;1.7;1.3
78;3;1;4;1 mei 2009;740;590;1.9;1.6
79;3;1;4;1 mei 2010;540;410;1.4;1.1
80;3;1;5;1 mei 2006;5880;4200;3.6;2.6
81;3;1;5;1 mei 2007;6520;4520;3.4;2.3
82;3;1;5;1 mei 2008;4840;3480;2.6;1.9
83;3;1;5;1 mei 2009;4410;3290;2.3;1.7
84;3;1;5;1 mei 2010;3610;2670;1.9;1.4
85;3;1;6;1 mei 2006;7630;5610;4.0;3.0
86;3;1;6;1 mei 2007;7930;5600;3.5;2.5
87;3;1;6;1 mei 2008;7100;5130;3.3;2.4
88;3;1;6;1 mei 2009;7780;5850;3.6;2.7
89;3;1;6;1 mei 2010;6660;4960;3.0;2.2
90;3;2;9;1 mei 2006;99970;71430;3.0;2.1
91;3;2;9;1 mei 2007;96380;69700;2.8;2.1
92;3;2;9;1 mei 2008;91320;68880;2.7;2.0
93;3;2;9;1 mei 2009;92810;70630;2.7;2.1
94;3;2;9;1 mei 2010;87090;65990;2.5;1.9
95;3;2;0;1 mei 2006;23620;16050;0.9;0.6
96;3;2;0;1 mei 2007;18480;13610;0.7;0.5
97;3;2;0;1 mei 2008;15130;11420;0.6;0.5
98;3;2;0;1 mei 2009;12800;9640;0.5;0.4
99;3;2;0;1 mei 2010;10100;7500;0.4;0.3
100;3;2;8;1 mei 2006;76350;55380;9.3;6.7
101;3;2;8;1 mei 2007;77900;56090;9.1;6.6
102;3;2;8;1 mei 2008;76190;57460;8.8;6.7
103;3;2;8;1 mei 2009;80010;60990;9.0;6.9
104;3;2;8;1 mei 2010;76990;58490;8.5;6.4
105;3;2;1;1 mei 2006;4250;2880;4.1;2.8
106;3;2;1;1 mei 2007;3410;2390;3.3;2.3
107;3;2;1;1 mei 2008;2850;2070;2.8;2.0
108;3;2;1;1 mei 2009;2350;1740;2.3;1.7
109;3;2;1;1 mei 2010;1990;1430;1.9;1.4
110;3;2;2;1 mei 2006;4320;2900;3.8;2.5
111;3;2;2;1 mei 2007;3620;2530;3.1;2.2
112;3;2;2;1 mei 2008;3150;2250;2.7;2.0
113;3;2;2;1 mei 2009;3000;2190;2.6;1.9
114;3;2;2;1 mei 2010;2750;2100;2.3;1.8
115;3;2;3;1 mei 2006;3810;2660;4.0;2.8
116;3;2;3;1 mei 2007;2920;2080;3.1;2.2
117;3;2;3;1 mei 2008;2380;1740;2.5;1.9
118;3;2;3;1 mei 2009;2150;1590;2.3;1.7
119;3;2;3;1 mei 2010;1750;1290;1.8;1.3
120;3;2;4;1 mei 2006;4750;3680;10.9;8.4
121;3;2;4;1 mei 2007;4480;3620;10.4;8.4
122;3;2;4;1 mei 2008;4630;3880;10.4;8.7
123;3;2;4;1 mei 2009;5090;4340;11.0;9.4
124;3;2;4;1 mei 2010;4450;3660;9.4;7.8
125;3;2;5;1 mei 2006;25090;18430;14.1;10.3
126;3;2;5;1 mei 2007;25800;18640;14.1;10.2
127;3;2;5;1 mei 2008;23370;17380;12.4;9.2
128;3;2;5;1 mei 2009;23340;18080;11.7;9.1
129;3;2;5;1 mei 2010;22570;17370;10.8;8.3
130;3;2;6;1 mei 2006;34140;24840;11.8;8.6
131;3;2;6;1 mei 2007;37660;26840;11.9;8.5
132;3;2;6;1 mei 2008;39790;30150;12.6;9.5
133;3;2;6;1 mei 2009;44080;33050;13.4;10.1
134;3;2;6;1 mei 2010;43470;32640;13.0;9.7
135;3;3;9;1 mei 2006;68630;51840;1.8;1.4
136;3;3;9;1 mei 2007;52260;39800;1.4;1.0
137;3;3;9;1 mei 2008;52560;41600;1.4;1.1
138;3;3;9;1 mei 2009;51690;41290;1.4;1.1
139;3;3;9;1 mei 2010;46090;36820;1.2;1.0
140;3;3;0;1 mei 2006;23280;18160;0.8;0.6
141;3;3;0;1 mei 2007;17330;13970;0.6;0.5
142;3;3;0;1 mei 2008;16350;13650;0.5;0.5
143;3;3;0;1 mei 2009;14410;11990;0.5;0.4
144;3;3;0;1 mei 2010;11890;9880;0.4;0.3
145;3;3;8;1 mei 2006;45360;33680;5.7;4.2
146;3;3;8;1 mei 2007;34920;25830;4.6;3.4
147;3;3;8;1 mei 2008;36210;27960;4.6;3.5
148;3;3;8;1 mei 2009;37280;29290;4.7;3.7
149;3;3;8;1 mei 2010;34190;26930;4.2;3.3
150;3;3;1;1 mei 2006;1790;1260;2.5;1.8
151;3;3;1;1 mei 2007;1150;840;1.8;1.3
152;3;3;1;1 mei 2008;1270;1000;1.8;1.4
153;3;3;1;1 mei 2009;1160;880;1.6;1.2
154;3;3;1;1 mei 2010;1030;800;1.3;1.1
155;3;3;2;1 mei 2006;2660;1950;2.7;2.0
156;3;3;2;1 mei 2007;1740;1290;2.0;1.5
157;3;3;2;1 mei 2008;1810;1420;1.9;1.5
158;3;3;2;1 mei 2009;1790;1430;1.8;1.5
159;3;3;2;1 mei 2010;1750;1420;1.8;1.4
160;3;3;3;1 mei 2006;2470;1750;2.8;2.0
161;3;3;3;1 mei 2007;1790;1340;2.0;1.5
162;3;3;3;1 mei 2008;1700;1280;1.9;1.4
163;3;3;3;1 mei 2009;1540;1210;1.7;1.4
164;3;3;3;1 mei 2010;1340;1060;1.5;1.2
165;3;3;4;1 mei 2006;1090;690;3.7;2.4
166;3;3;4;1 mei 2007;730;540;2.6;1.9
167;3;3;4;1 mei 2008;830;640;2.9;2.2
168;3;3;4;1 mei 2009;930;740;3.2;2.5
169;3;3;4;1 mei 2010;760;570;2.6;1.9
170;3;3;5;1 mei 2006;15180;11250;10.1;7.5
171;3;3;5;1 mei 2007;11290;7990;8.0;5.7
172;3;3;5;1 mei 2008;10930;8170;7.4;5.6
173;3;3;5;1 mei 2009;10640;8390;7.0;5.5
174;3;3;5;1 mei 2010;9890;7770;6.4;5.0
175;3;3;6;1 mei 2006;22180;16780;6.2;4.7
176;3;3;6;1 mei 2007;18220;13830;5.1;3.9
177;3;3;6;1 mei 2008;19680;15450;5.5;4.3
178;3;3;6;1 mei 2009;21230;16650;5.9;4.6
179;3;3;6;1 mei 2010;19430;15320;5.4;4.2
180;3;4;9;1 mei 2006;26890;21800;0.8;0.6
181;3;4;9;1 mei 2007;19720;16120;0.6;0.5
182;3;4;9;1 mei 2008;21330;18130;0.6;0.5
183;3;4;9;1 mei 2009;20740;17560;0.6;0.5
184;3;4;9;1 mei 2010;19020;15910;0.6;0.5
185;3;4;0;1 mei 2006;11370;9460;0.4;0.3
186;3;4;0;1 mei 2007;8270;7010;0.3;0.3
187;3;4;0;1 mei 2008;8800;7750;0.3;0.3
188;3;4;0;1 mei 2009;7880;6930;0.3;0.2
189;3;4;0;1 mei 2010;6890;5970;0.2;0.2
190;3;4;8;1 mei 2006;15520;12340;3.0;2.4
191;3;4;8;1 mei 2007;11450;9110;2.4;1.9
192;3;4;8;1 mei 2008;12530;10380;2.4;2.0
193;3;4;8;1 mei 2009;12870;10630;2.4;2.0
194;3;4;8;1 mei 2010;12120;9940;2.2;1.8
195;3;4;1;1 mei 2006;400;310;1.4;1.1
196;3;4;1;1 mei 2007;270;230;1.0;0.9
197;3;4;1;1 mei 2008;370;330;1.3;1.2
198;3;4;1;1 mei 2009;300;250;1.0;0.8
199;3;4;1;1 mei 2010;290;240;0.9;0.8
200;3;4;2;1 mei 2006;570;410;1.7;1.3
201;3;4;2;1 mei 2007;350;270;1.2;0.9
202;3;4;2;1 mei 2008;420;360;1.3;1.1
203;3;4;2;1 mei 2009;370;290;1.1;0.8
204;3;4;2;1 mei 2010;360;280;1.0;0.8
205;3;4;3;1 mei 2006;940;700;1.7;1.3
206;3;4;3;1 mei 2007;670;540;1.4;1.1
207;3;4;3;1 mei 2008;720;590;1.3;1.1
208;3;4;3;1 mei 2009;640;510;1.1;0.9
209;3;4;3;1 mei 2010;570;480;0.9;0.8
210;3;4;4;1 mei 2006;390;270;2.2;1.5
211;3;4;4;1 mei 2007;270;190;1.8;1.2
212;3;4;4;1 mei 2008;330;270;1.9;1.6
213;3;4;4;1 mei 2009;380;320;2.1;1.8
214;3;4;4;1 mei 2010;270;220;1.4;1.2
215;3;4;5;1 mei 2006;3470;2660;5.3;4.1
216;3;4;5;1 mei 2007;2230;1680;4.2;3.2
217;3;4;5;1 mei 2008;2520;2020;3.9;3.2
218;3;4;5;1 mei 2009;2580;2110;3.7;3.0
219;3;4;5;1 mei 2010;2490;2010;3.3;2.7
220;3;4;6;1 mei 2006;9740;7990;3.0;2.5
221;3;4;6;1 mei 2007;7670;6200;2.5;2.0
222;3;4;6;1 mei 2008;8170;6810;2.6;2.1
223;3;4;6;1 mei 2009;8590;7150;2.6;2.2
224;3;4;6;1 mei 2010;8160;6710;2.5;2.0
225;3;5;9;1 mei 2006;9190;8070;0.3;0.3
226;3;5;9;1 mei 2007;6160;5560;0.3;0.2
227;3;5;9;1 mei 2008;7630;7000;0.3;0.3
228;3;5;9;1 mei 2009;6850;6270;0.3;0.2
229;3;5;9;1 mei 2010;5810;5310;0.2;0.2
230;3;5;0;1 mei 2006;4640;4210;0.2;0.2
231;3;5;0;1 mei 2007;3050;2830;0.1;0.1
232;3;5;0;1 mei 2008;3900;3670;0.2;0.2
233;3;5;0;1 mei 2009;3340;3120;0.1;0.1
234;3;5;0;1 mei 2010;2530;2330;0.1;0.1
235;3;5;8;1 mei 2006;4540;3860;1.3;1.1
236;3;5;8;1 mei 2007;3110;2730;1.1;1.0
237;3;5;8;1 mei 2008;3730;3320;1.2;1.0
238;3;5;8;1 mei 2009;3520;3140;1.1;0.9
239;3;5;8;1 mei 2010;3280;2980;1.0;0.9
240;3;5;1;1 mei 2006;210;180;1.2;1.1
241;3;5;1;1 mei 2007;160;130;1.2;1.0
242;3;5;1;1 mei 2008;190;170;1.1;1.0
243;3;5;1;1 mei 2009;130;110;0.8;0.6
244;3;5;1;1 mei 2010;90;70;0.5;0.4
245;3;5;2;1 mei 2006;290;240;1.6;1.3
246;3;5;2;1 mei 2007;200;170;1.4;1.2
247;3;5;2;1 mei 2008;230;190;1.4;1.1
248;3;5;2;1 mei 2009;190;160;1.1;0.9
249;3;5;2;1 mei 2010;160;150;0.9;0.8
250;3;5;3;1 mei 2006;340;290;1.6;1.4
251;3;5;3;1 mei 2007;230;200;1.4;1.2
252;3;5;3;1 mei 2008;280;250;1.4;1.3
253;3;5;3;1 mei 2009;250;220;1.2;1.0
254;3;5;3;1 mei 2010;210;200;0.9;0.9
255;3;5;4;1 mei 2006;80;60;1.6;1.1
256;3;5;4;1 mei 2007;60;40;1.5;1.1
257;3;5;4;1 mei 2008;80;70;1.7;1.4
258;3;5;4;1 mei 2009;90;80;1.8;1.6
259;3;5;4;1 mei 2010;70;60;1.2;1.1
260;3;5;5;1 mei 2006;670;540;4.3;3.5
261;3;5;5;1 mei 2007;470;390;3.8;3.2
262;3;5;5;1 mei 2008;550;480;3.7;3.2
263;3;5;5;1 mei 2009;500;430;3.1;2.6
264;3;5;5;1 mei 2010;470;410;2.7;2.3
265;3;5;6;1 mei 2006;2950;2550;1.1;1.0
266;3;5;6;1 mei 2007;1990;1790;0.9;0.8
267;3;5;6;1 mei 2008;2410;2180;1.0;0.9
268;3;5;6;1 mei 2009;2360;2140;0.9;0.8
269;3;5;6;1 mei 2010;2280;2090;0.9;0.8
270;1;9;9;1 mei 2006;137690;102830;1.7;1.3
271;1;9;9;1 mei 2007;118660;89020;1.5;1.1
272;1;9;9;1 mei 2008;114120;89200;1.4;1.1
273;1;9;9;1 mei 2009;113060;89150;1.4;1.1
274;1;9;9;1 mei 2010;102670;80680;1.3;1.0
275;1;9;0;1 mei 2006;45390;34620;0.7;0.5
276;1;9;0;1 mei 2007;35410;27860;0.5;0.4
277;1;9;0;1 mei 2008;32320;26500;0.5;0.4
278;1;9;0;1 mei 2009;28600;23450;0.4;0.4
279;1;9;0;1 mei 2010;23450;19080;0.4;0.3
280;1;9;8;1 mei 2006;92300;68210;5.9;4.4
281;1;9;8;1 mei 2007;83260;61160;5.3;3.9
282;1;9;8;1 mei 2008;81800;62710;5.1;3.9
283;1;9;8;1 mei 2009;84460;65700;5.2;4.0
284;1;9;8;1 mei 2010;79220;61600;4.8;3.7
285;1;9;1;1 mei 2006;5350;3750;3.2;2.2
286;1;9;1;1 mei 2007;4040;2890;2.3;1.7
287;1;9;1;1 mei 2008;3710;2830;2.1;1.6
288;1;9;1;1 mei 2009;3180;2400;1.8;1.3
289;1;9;1;1 mei 2010;2750;2060;1.5;1.1
290;1;9;2;1 mei 2006;5820;4020;3.1;2.1
291;1;9;2;1 mei 2007;4400;3110;2.3;1.6
292;1;9;2;1 mei 2008;4060;3010;2.1;1.6
293;1;9;2;1 mei 2009;3930;2980;2.0;1.5
294;1;9;2;1 mei 2010;3700;2920;1.9;1.5
295;1;9;3;1 mei 2006;5680;4040;3.6;2.6
296;1;9;3;1 mei 2007;4250;3120;2.7;2.0
297;1;9;3;1 mei 2008;3790;2870;2.4;1.8
298;1;9;3;1 mei 2009;3390;2590;2.1;1.6
299;1;9;3;1 mei 2010;2900;2230;1.8;1.4
300;1;9;4;1 mei 2006;4260;3060;6.6;4.8
301;1;9;4;1 mei 2007;3690;2820;5.7;4.4
302;1;9;4;1 mei 2008;3760;3060;5.7;4.7
303;1;9;4;1 mei 2009;4090;3340;6.0;4.9
304;1;9;4;1 mei 2010;3460;2770;5.0;4.0
305;1;9;5;1 mei 2006;29680;22030;10.2;7.5
306;1;9;5;1 mei 2007;27220;19720;9.2;6.7
307;1;9;5;1 mei 2008;24450;18320;8.0;6.0
308;1;9;5;1 mei 2009;23740;18680;7.5;5.9
309;1;9;5;1 mei 2010;22410;17560;6.8;5.3
310;1;9;6;1 mei 2006;41520;31320;6.1;4.6
311;1;9;6;1 mei 2007;39680;29510;5.8;4.3
312;1;9;6;1 mei 2008;42020;32610;6.0;4.7
313;1;9;6;1 mei 2009;46130;35710;6.5;5.0
314;1;9;6;1 mei 2010;44010;34060;6.1;4.7
315;1;1;9;1 mei 2006;13510;10030;0.9;0.7
316;1;1;9;1 mei 2007;13870;10040;0.8;0.6
317;1;1;9;1 mei 2008;11760;8820;0.7;0.5
318;1;1;9;1 mei 2009;10990;8430;0.6;0.5
319;1;1;9;1 mei 2010;8440;6280;0.5;0.4
320;1;1;0;1 mei 2006;5020;3940;0.4;0.3
321;1;1;0;1 mei 2007;4870;3780;0.3;0.3
322;1;1;0;1 mei 2008;4220;3360;0.3;0.3
323;1;1;0;1 mei 2009;3460;2800;0.3;0.2
324;1;1;0;1 mei 2010;2250;1710;0.2;0.1
325;1;1;8;1 mei 2006;8480;6090;2.5;1.8
326;1;1;8;1 mei 2007;9000;6260;2.2;1.5
327;1;1;8;1 mei 2008;7540;5460;2.0;1.4
328;1;1;8;1 mei 2009;7540;5630;1.9;1.5
329;1;1;8;1 mei 2010;6190;4570;1.6;1.2
330;1;1;1;1 mei 2006;350;240;0.6;0.4
331;1;1;1;1 mei 2007;330;210;0.5;0.3
332;1;1;1;1 mei 2008;300;210;0.5;0.3
333;1;1;1;1 mei 2009;240;160;0.4;0.3
334;1;1;1;1 mei 2010;190;130;0.3;0.2
335;1;1;2;1 mei 2006;530;370;1.0;0.7
336;1;1;2;1 mei 2007;510;330;0.8;0.5
337;1;1;2;1 mei 2008;450;330;0.8;0.6
338;1;1;2;1 mei 2009;380;260;0.7;0.5
339;1;1;2;1 mei 2010;280;210;0.5;0.4
340;1;1;3;1 mei 2006;390;270;1.1;0.7
341;1;1;3;1 mei 2007;380;260;0.9;0.6
342;1;1;3;1 mei 2008;320;220;0.8;0.5
343;1;1;3;1 mei 2009;270;170;0.7;0.4
344;1;1;3;1 mei 2010;180;130;0.5;0.3
345;1;1;4;1 mei 2006;310;220;1.8;1.2
346;1;1;4;1 mei 2007;330;230;1.6;1.1
347;1;1;4;1 mei 2008;330;260;1.7;1.3
348;1;1;4;1 mei 2009;380;300;1.9;1.6
349;1;1;4;1 mei 2010;290;220;1.5;1.1
350;1;1;5;1 mei 2006;3020;2160;3.6;2.6
351;1;1;5;1 mei 2007;3360;2360;3.4;2.4
352;1;1;5;1 mei 2008;2490;1780;2.6;1.9
353;1;1;5;1 mei 2009;2270;1690;2.4;1.8
354;1;1;5;1 mei 2010;1830;1340;1.9;1.4
355;1;1;6;1 mei 2006;3880;2840;4.0;2.9
356;1;1;6;1 mei 2007;4080;2880;3.5;2.5
357;1;1;6;1 mei 2008;3640;2660;3.3;2.4
358;1;1;6;1 mei 2009;4010;3040;3.6;2.7
359;1;1;6;1 mei 2010;3420;2540;3.0;2.2
360;1;2;9;1 mei 2006;57330;41270;3.4;2.4
361;1;2;9;1 mei 2007;55120;40280;3.2;2.4
362;1;2;9;1 mei 2008;50740;38470;3.0;2.3
363;1;2;9;1 mei 2009;51100;39210;3.0;2.3
364;1;2;9;1 mei 2010;47700;36440;2.8;2.1
365;1;2;0;1 mei 2006;14840;10340;1.2;0.8
366;1;2;0;1 mei 2007;12060;8980;0.9;0.7
367;1;2;0;1 mei 2008;9550;7320;0.7;0.6
368;1;2;0;1 mei 2009;8200;6280;0.6;0.5
369;1;2;0;1 mei 2010;6610;5000;0.5;0.4
370;1;2;8;1 mei 2006;42490;30930;10.5;7.7
371;1;2;8;1 mei 2007;43060;31300;10.4;7.6
372;1;2;8;1 mei 2008;41190;31150;9.8;7.4
373;1;2;8;1 mei 2009;42900;32930;9.8;7.5
374;1;2;8;1 mei 2010;41090;31440;9.2;7.0
375;1;2;1;1 mei 2006;3170;2170;6.4;4.4
376;1;2;1;1 mei 2007;2500;1780;5.1;3.6
377;1;2;1;1 mei 2008;2070;1540;4.2;3.1
378;1;2;1;1 mei 2009;1740;1310;3.5;2.7
379;1;2;1;1 mei 2010;1490;1080;3.0;2.2
380;1;2;2;1 mei 2006;2800;1860;4.9;3.2
381;1;2;2;1 mei 2007;2280;1580;4.0;2.8
382;1;2;2;1 mei 2008;1910;1350;3.3;2.3
383;1;2;2;1 mei 2009;1870;1380;3.2;2.3
384;1;2;2;1 mei 2010;1720;1330;2.8;2.2
385;1;2;3;1 mei 2006;2720;1960;5.9;4.3
386;1;2;3;1 mei 2007;2100;1520;4.7;3.4
387;1;2;3;1 mei 2008;1670;1240;3.7;2.7
388;1;2;3;1 mei 2009;1490;1140;3.2;2.5
389;1;2;3;1 mei 2010;1250;930;2.7;2.0
390;1;2;4;1 mei 2006;2820;2130;12.8;9.7
391;1;2;4;1 mei 2007;2630;2070;12.1;9.5
392;1;2;4;1 mei 2008;2580;2140;11.5;9.6
393;1;2;4;1 mei 2009;2770;2300;11.9;9.9
394;1;2;4;1 mei 2010;2410;1970;10.1;8.3
395;1;2;5;1 mei 2006;14280;10560;15.8;11.7
396;1;2;5;1 mei 2007;14840;10850;16.4;12.0
397;1;2;5;1 mei 2008;13000;9740;13.7;10.3
398;1;2;5;1 mei 2009;12690;9980;12.6;9.9
399;1;2;5;1 mei 2010;12280;9590;11.5;9.0
400;1;2;6;1 mei 2006;16710;12250;12.0;8.8
401;1;2;6;1 mei 2007;18710;13500;12.5;9.0
402;1;2;6;1 mei 2008;19970;15130;13.2;10.0
403;1;2;6;1 mei 2009;22340;16830;14.2;10.7
404;1;2;6;1 mei 2010;21950;16530;13.7;10.3
405;1;3;9;1 mei 2006;45200;33960;2.3;1.8
406;1;3;9;1 mei 2007;34490;26230;1.8;1.4
407;1;3;9;1 mei 2008;34600;27340;1.8;1.4
408;1;3;9;1 mei 2009;34180;27220;1.8;1.4
409;1;3;9;1 mei 2010;30980;24780;1.7;1.3
410;1;3;0;1 mei 2006;15990;12390;1.0;0.8
411;1;3;0;1 mei 2007;11920;9520;0.8;0.6
412;1;3;0;1 mei 2008;11200;9310;0.7;0.6
413;1;3;0;1 mei 2009;10080;8330;0.7;0.6
414;1;3;0;1 mei 2010;8540;7110;0.6;0.5
415;1;3;8;1 mei 2006;29210;21580;7.4;5.5
416;1;3;8;1 mei 2007;22570;16710;5.9;4.4
417;1;3;8;1 mei 2008;23400;18030;6.0;4.6
418;1;3;8;1 mei 2009;24100;18900;6.1;4.8
419;1;3;8;1 mei 2010;22430;17670;5.6;4.4
420;1;3;1;1 mei 2006;1430;1010;3.6;2.5
421;1;3;1;1 mei 2007;930;690;2.6;1.9
422;1;3;1;1 mei 2008;990;770;2.5;2.0
423;1;3;1;1 mei 2009;920;690;2.3;1.7
424;1;3;1;1 mei 2010;810;630;1.9;1.5
425;1;3;2;1 mei 2006;1960;1410;3.8;2.7
426;1;3;2;1 mei 2007;1300;970;2.8;2.1
427;1;3;2;1 mei 2008;1320;1030;2.6;2.0
428;1;3;2;1 mei 2009;1340;1070;2.6;2.1
429;1;3;2;1 mei 2010;1380;1110;2.6;2.1
430;1;3;3;1 mei 2006;1820;1260;4.4;3.1
431;1;3;3;1 mei 2007;1270;940;3.2;2.3
432;1;3;3;1 mei 2008;1210;920;3.0;2.3
433;1;3;3;1 mei 2009;1110;860;2.8;2.1
434;1;3;3;1 mei 2010;990;770;2.5;1.9
435;1;3;4;1 mei 2006;840;520;5.7;3.6
436;1;3;4;1 mei 2007;530;390;3.9;2.8
437;1;3;4;1 mei 2008;620;470;4.3;3.3
438;1;3;4;1 mei 2009;680;530;4.7;3.6
439;1;3;4;1 mei 2010;560;420;3.8;2.8
440;1;3;5;1 mei 2006;9890;7400;12.9;9.6
441;1;3;5;1 mei 2007;7440;5300;10.2;7.3
442;1;3;5;1 mei 2008;7130;5330;9.5;7.1
443;1;3;5;1 mei 2009;6930;5490;9.1;7.2
444;1;3;5;1 mei 2010;6490;5130;8.4;6.6
445;1;3;6;1 mei 2006;13270;9970;7.7;5.8
446;1;3;6;1 mei 2007;11100;8430;6.5;4.9
447;1;3;6;1 mei 2008;12120;9510;7.0;5.5
448;1;3;6;1 mei 2009;13120;10260;7.5;5.9
449;1;3;6;1 mei 2010;12210;9610;7.0;5.5
450;1;4;9;1 mei 2006;17000;13570;1.0;0.8
451;1;4;9;1 mei 2007;12210;9850;0.8;0.6
452;1;4;9;1 mei 2008;13190;11090;0.8;0.7
453;1;4;9;1 mei 2009;13220;11070;0.8;0.7
454;1;4;9;1 mei 2010;12460;10370;0.7;0.6
455;1;4;0;1 mei 2006;7270;5960;0.5;0.4
456;1;4;0;1 mei 2007;5130;4300;0.4;0.3
457;1;4;0;1 mei 2008;5460;4760;0.4;0.3
458;1;4;0;1 mei 2009;5150;4480;0.4;0.3
459;1;4;0;1 mei 2010;4710;4050;0.3;0.3
460;1;4;8;1 mei 2006;9730;7610;3.8;2.9
461;1;4;8;1 mei 2007;7080;5550;3.0;2.3
462;1;4;8;1 mei 2008;7730;6330;3.0;2.5
463;1;4;8;1 mei 2009;8080;6590;3.1;2.5
464;1;4;8;1 mei 2010;7750;6320;2.9;2.3
