ID;EenEnMeerlingen;Zwangerschapsduur;Perioden;Geborenen_1;Levendgeborenen_2;Doodgeborenen_3;Overleden1eWeek_4;PerinataleSterfteTMDag7_5;DoodgeborenenPer1000Geborenen_6;Overleden1eWeek1000Levendgeborenen_7;PerinatStTMDag71000Geborenen_8;Geborenen_9;Levendgeborenen_10;Doodgeborenen_11;NeonataleSterfte_12;PerinataleSterfteTMDag28_13;DoodgeborenenPer1000Geborenen_14;NeonataleSterfte1000Levendgeborenen_15;PerinatStTMDag281000Geborenen_16;Levendgeborenen_17;Overleden1eWeek_18;NeonataleSterfte_19;Zuigelingensterfte_20;Overleden1eWeek1000Levendgeborenen_21;NeonataleSterfte1000Levendgeborenen_22;Zuigelingensterfte1000Levendgeborenen_23
12;Totaal een- en meerlingen;Totaal zwangerschapsduur 22 wkn of meer;2016;172418.0;171599.0;819.0;376.0;1195.0;4.7;2.2;6.9;172418.0;171599.0;819.0;476.0;1294.0;4.7;2.8;7.5;171599.0;376.0;476.0;636.0;2.2;2.8;3.7
13;Totaal een- en meerlingen;22 tot 24 weken;2004;356.0;108.0;248.0;107.0;355.0;696.6;990.7;997.2;356.0;108.0;248.0;107.0;355.0;696.6;990.7;997.2;108.0;107.0;107.0;107.0;990.7;990.7;990.7
14;Totaal een- en meerlingen;22 tot 24 weken;2005;409.0;154.0;255.0;153.0;408.0;623.5;993.5;997.6;409.0;154.0;255.0;153.0;408.0;623.5;993.5;997.6;154.0;153.0;153.0;153.0;993.5;993.5;993.5
15;Totaal een- en meerlingen;22 tot 24 weken;2006;409.0;116.0;293.0;115.0;408.0;716.4;991.4;997.6;409.0;116.0;293.0;115.0;408.0;716.4;991.4;997.6;116.0;115.0;115.0;115.0;991.4;991.4;991.4
16;Totaal een- en meerlingen;22 tot 24 weken;2007;477.0;132.0;345.0;132.0;477.0;723.3;1000.0;1000.0;477.0;132.0;345.0;132.0;477.0;723.3;1000.0;1000.0;132.0;132.0;132.0;132.0;1000.0;1000.0;1000.0
17;Totaal een- en meerlingen;22 tot 24 weken;2008;515.0;150.0;365.0;150.0;515.0;708.7;1000.0;1000.0;515.0;150.0;365.0;150.0;515.0;708.7;1000.0;1000.0;150.0;150.0;150.0;150.0;1000.0;1000.0;1000.0
18;Totaal een- en meerlingen;22 tot 24 weken;2009;509.0;147.0;362.0;145.0;507.0;711.2;986.4;996.1;509.0;147.0;362.0;145.0;507.0;711.2;986.4;996.1;147.0;145.0;145.0;145.0;986.4;986.4;986.4
19;Totaal een- en meerlingen;22 tot 24 weken;2010;500.0;171.0;329.0;167.0;496.0;658.0;976.6;992.0;500.0;171.0;329.0;168.0;497.0;658.0;982.5;994.0;171.0;167.0;168.0;168.0;976.6;982.5;982.5
20;Totaal een- en meerlingen;22 tot 24 weken;2011;454.0;153.0;301.0;151.0;452.0;663.0;986.9;995.6;454.0;153.0;301.0;151.0;452.0;663.0;986.9;995.6;153.0;151.0;151.0;152.0;986.9;986.9;993.5
21;Totaal een- en meerlingen;22 tot 24 weken;2012;459.0;131.0;328.0;130.0;458.0;714.6;992.4;997.8;459.0;131.0;328.0;130.0;458.0;714.6;992.4;997.8;131.0;130.0;130.0;131.0;992.4;992.4;1000.0
22;Totaal een- en meerlingen;22 tot 24 weken;2013;442.0;139.0;303.0;136.0;439.0;685.5;978.4;993.2;442.0;139.0;303.0;137.0;440.0;685.5;985.6;995.5;139.0;136.0;137.0;137.0;978.4;985.6;985.6
23;Totaal een- en meerlingen;22 tot 24 weken;2014;460.0;145.0;315.0;144.0;459.0;684.8;993.1;997.8;460.0;145.0;315.0;144.0;459.0;684.8;993.1;997.8;145.0;144.0;144.0;145.0;993.1;993.1;1000.0
24;Totaal een- en meerlingen;22 tot 24 weken;2015;439.0;132.0;307.0;130.0;437.0;699.3;984.8;995.4;439.0;132.0;307.0;131.0;438.0;699.3;992.4;997.7;132.0;130.0;131.0;132.0;984.8;992.4;1000.0
25;Totaal een- en meerlingen;22 tot 24 weken;2016;424.0;139.0;285.0;136.0;421.0;672.2;978.4;992.9;424.0;139.0;285.0;136.0;421.0;672.2;978.4;992.9;139.0;136.0;136.0;137.0;978.4;978.4;985.6
26;Totaal een- en meerlingen;24 tot 26 weken;2004;272.0;139.0;133.0;78.0;211.0;489.4;558.6;774.6;272.0;139.0;133.0;84.0;217.0;489.4;603.4;797.5;139.0;78.0;84.0;86.0;558.6;603.4;618.8
27;Totaal een- en meerlingen;24 tot 26 weken;2005;275.0;142.0;133.0;101.0;233.0;483.3;708.8;849.5;275.0;142.0;133.0;103.0;235.0;483.3;723.5;857.1;142.0;101.0;103.0;110.0;708.8;723.5;774.7
28;Totaal een- en meerlingen;24 tot 26 weken;2006;308.0;167.0;142.0;89.0;231.0;459.3;536.0;749.1;308.0;167.0;142.0;109.0;250.0;459.3;652.2;811.9;167.0;89.0;109.0;113.0;536.0;652.2;676.4
29;Totaal een- en meerlingen;24 tot 26 weken;2007;264.0;181.0;83.0;97.0;180.0;314.8;533.8;680.6;264.0;181.0;83.0;111.0;194.0;314.8;612.9;734.7;181.0;97.0;111.0;116.0;533.8;612.9;642.8
30;Totaal een- en meerlingen;24 tot 26 weken;2008;283.0;184.0;99.0;79.0;178.0;350.7;431.3;630.8;283.0;184.0;99.0;99.0;198.0;350.7;536.8;699.2;184.0;79.0;99.0;105.0;431.3;536.8;571.2
31;Totaal een- en meerlingen;24 tot 26 weken;2009;279.0;187.0;92.0;86.0;178.0;329.0;461.2;638.5;279.0;187.0;92.0;105.0;197.0;329.0;562.5;706.5;187.0;86.0;105.0;114.0;461.2;562.5;606.7
32;Totaal een- en meerlingen;24 tot 26 weken;2010;274.0;174.0;100.0;55.0;155.0;364.5;316.1;565.4;274.0;174.0;100.0;73.0;173.0;364.5;418.2;630.3;174.0;55.0;73.0;78.0;316.1;418.2;447.1
33;Totaal een- en meerlingen;24 tot 26 weken;2011;276.0;193.0;83.0;65.0;148.0;302.0;337.1;537.3;276.0;193.0;83.0;90.0;174.0;302.0;469.5;629.7;193.0;65.0;90.0;103.0;337.1;469.5;533.3
34;Totaal een- en meerlingen;24 tot 26 weken;2012;284.0;186.0;98.0;64.0;162.0;343.7;345.2;570.2;284.0;186.0;98.0;89.0;186.0;343.7;476.9;656.6;186.0;64.0;89.0;99.0;345.2;476.9;532.3
35;Totaal een- en meerlingen;24 tot 26 weken;2013;282.0;213.0;70.0;64.0;133.0;248.2;300.5;471.6;282.0;213.0;70.0;94.0;163.0;248.2;441.3;578.0;213.0;64.0;94.0;105.0;300.5;441.3;493.0
36;Totaal een- en meerlingen;24 tot 26 weken;2014;290.0;203.0;87.0;51.0;137.0;298.4;249.4;473.4;290.0;203.0;87.0;79.0;166.0;298.4;388.8;571.2;203.0;51.0;79.0;90.0;249.4;388.8;444.6
37;Totaal een- en meerlingen;24 tot 26 weken;2015;265.0;174.0;92.0;45.0;137.0;345.7;258.0;514.5;265.0;174.0;92.0;72.0;164.0;345.7;415.0;617.2;174.0;45.0;72.0;84.0;258.0;415.0;486.0
38;Totaal een- en meerlingen;24 tot 26 weken;2016;297.0;218.0;79.0;60.0;138.0;265.4;273.9;466.6;297.0;218.0;79.0;84.0;162.0;265.4;383.3;547.0;218.0;60.0;84.0;96.0;273.9;383.3;440.1
39;Totaal een- en meerlingen;26 tot 28 weken;2004;433.0;317.0;117.0;37.0;154.0;268.9;118.3;355.4;433.0;317.0;117.0;55.0;171.0;268.9;172.5;395.0;317.0;37.0;55.0;64.0;118.3;172.5;201.0
40;Totaal een- en meerlingen;26 tot 28 weken;2005;382.0;275.0;107.0;30.0;137.0;280.8;110.0;359.9;382.0;275.0;107.0;52.0;160.0;280.8;191.0;418.1;275.0;30.0;52.0;61.0;110.0;191.0;220.4
41;Totaal een- en meerlingen;26 tot 28 weken;2006;362.0;283.0;79.0;34.0;113.0;218.3;118.5;310.9;362.0;283.0;79.0;57.0;136.0;218.3;202.3;376.4;283.0;34.0;57.0;66.0;118.5;202.3;234.2
42;Totaal een- en meerlingen;26 tot 28 weken;2007;389.0;300.0;88.0;39.0;127.0;227.2;129.7;327.4;389.0;300.0;88.0;60.0;148.0;227.2;198.5;380.6;300.0;39.0;60.0;64.0;129.7;198.5;212.2
43;Totaal een- en meerlingen;26 tot 28 weken;2008;399.0;325.0;73.0;23.0;96.0;183.7;69.6;240.5;399.0;325.0;73.0;41.0;114.0;183.7;126.6;287.0;325.0;23.0;41.0;53.0;69.6;126.6;161.9
44;Totaal een- en meerlingen;26 tot 28 weken;2009;340.0;276.0;64.0;25.0;90.0;188.8;92.0;263.4;340.0;276.0;64.0;45.0;110.0;188.8;164.9;322.6;276.0;25.0;45.0;57.0;92.0;164.9;206.5
45;Totaal een- en meerlingen;26 tot 28 weken;2010;375.0;304.0;71.0;31.0;102.0;190.5;102.3;273.3;375.0;304.0;71.0;47.0;118.0;190.5;154.2;315.3;304.0;31.0;47.0;58.0;102.3;154.2;191.7
46;Totaal een- en meerlingen;26 tot 28 weken;2011;378.0;319.0;59.0;31.0;89.0;155.4;95.8;236.3;378.0;319.0;59.0;49.0;108.0;155.4;154.8;286.1;319.0;31.0;49.0;57.0;95.8;154.8;180.0
47;Totaal een- en meerlingen;26 tot 28 weken;2012;416.0;351.0;65.0;34.0;100.0;156.8;98.0;239.4;416.0;351.0;65.0;56.0;121.0;156.8;159.1;290.9;351.0;34.0;56.0;71.0;98.0;159.1;203.3
48;Totaal een- en meerlingen;26 tot 28 weken;2013;374.0;327.0;47.0;22.0;69.0;125.7;67.3;184.5;374.0;327.0;47.0;42.0;88.0;125.7;128.4;235.3;327.0;22.0;42.0;62.0;67.3;128.4;189.6
49;Totaal een- en meerlingen;26 tot 28 weken;2014;380.0;333.0;47.0;27.0;73.0;123.2;79.6;192.9;380.0;333.0;47.0;47.0;94.0;123.2;140.5;246.4;333.0;27.0;47.0;65.0;79.6;140.5;196.3
50;Totaal een- en meerlingen;26 tot 28 weken;2015;362.0;314.0;48.0;27.0;75.0;133.5;85.8;207.9;362.0;314.0;48.0;50.0;99.0;133.5;159.7;271.9;314.0;27.0;50.0;65.0;85.8;159.7;208.3
51;Totaal een- en meerlingen;26 tot 28 weken;2016;358.0;312.0;46.0;18.0;64.0;127.2;58.5;178.3;358.0;312.0;46.0;26.0;72.0;127.2;84.3;200.7;312.0;18.0;26.0;33.0;58.5;84.3;106.8
52;Totaal een- en meerlingen;28 tot 30 weken;2004;551.0;460.0;91.0;28.0;119.0;165.2;60.5;215.7;551.0;460.0;91.0;42.0;133.0;165.2;90.3;240.5;460.0;28.0;42.0;46.0;60.5;90.3;99.2
53;Totaal een- en meerlingen;28 tot 30 weken;2005;609.0;541.0;68.0;27.0;96.0;112.3;50.7;157.3;609.0;541.0;68.0;41.0;110.0;112.3;76.6;180.3;541.0;27.0;41.0;53.0;50.7;76.6;98.1
54;Totaal een- en meerlingen;28 tot 30 weken;2006;532.0;445.0;87.0;24.0;111.0;162.8;54.5;208.5;532.0;445.0;87.0;34.0;120.0;162.8;75.4;225.9;445.0;24.0;34.0;39.0;54.5;75.4;86.7
55;Totaal een- en meerlingen;28 tot 30 weken;2007;483.0;426.0;57.0;28.0;85.0;118.4;64.7;175.4;483.0;426.0;57.0;40.0;97.0;118.4;93.3;200.7;426.0;28.0;40.0;53.0;64.7;93.3;123.6
56;Totaal een- en meerlingen;28 tot 30 weken;2008;552.0;483.0;69.0;9.0;78.0;124.7;19.0;141.4;552.0;483.0;69.0;16.0;85.0;124.7;34.0;154.5;483.0;9.0;16.0;25.0;19.0;34.0;51.4
57;Totaal een- en meerlingen;28 tot 30 weken;2009;548.0;478.0;71.0;16.0;87.0;128.7;33.5;157.8;548.0;478.0;71.0;25.0;96.0;128.7;52.9;174.7;478.0;16.0;25.0;37.0;33.5;52.9;76.7
58;Totaal een- en meerlingen;28 tot 30 weken;2010;504.0;462.0;42.0;22.0;64.0;83.0;47.1;126.2;504.0;462.0;42.0;35.0;77.0;83.0;76.6;153.3;462.0;22.0;35.0;45.0;47.1;76.6;96.5
59;Totaal een- en meerlingen;28 tot 30 weken;2011;478.0;425.0;53.0;11.0;64.0;110.5;26.7;134.2;478.0;425.0;53.0;26.0;78.0;110.5;60.5;164.3;425.0;11.0;26.0;35.0;26.7;60.5;81.8
60;Totaal een- en meerlingen;28 tot 30 weken;2012;512.0;468.0;44.0;23.0;67.0;85.7;49.8;131.3;512.0;468.0;44.0;36.0;80.0;85.7;76.1;155.3;468.0;23.0;36.0;46.0;49.8;76.1;98.3
61;Totaal een- en meerlingen;28 tot 30 weken;2013;550.0;514.0;35.0;26.0;61.0;63.6;50.6;110.9;550.0;514.0;35.0;37.0;73.0;63.6;72.0;132.7;514.0;26.0;37.0;40.0;50.6;72.0;77.8
62;Totaal een- en meerlingen;28 tot 30 weken;2014;498.0;455.0;42.0;16.0;58.0;85.1;34.1;116.3;498.0;455.0;42.0;31.0;73.0;85.1;67.8;147.1;455.0;16.0;31.0;35.0;34.1;67.8;77.3
63;Totaal een- en meerlingen;28 tot 30 weken;2015;431.0;389.0;42.0;12.0;54.0;97.4;32.0;126.3;431.0;389.0;42.0;25.0;67.0;97.4;63.3;154.5;389.0;12.0;25.0;30.0;32.0;63.3;76.6
64;Totaal een- en meerlingen;28 tot 30 weken;2016;477.0;445.0;32.0;8.0;40.0;67.3;18.8;84.9;477.0;445.0;32.0;19.0;51.0;67.3;41.6;106.1;445.0;8.0;19.0;23.0;18.8;41.6;52.2
65;Totaal een- en meerlingen;30 tot 32 weken;2004;931.0;863.0;68.0;30.0;98.0;73.4;35.0;105.8;931.0;863.0;68.0;35.0;104.0;73.4;41.0;111.4;863.0;30.0;35.0;49.0;35.0;41.0;57.3
66;Totaal een- en meerlingen;30 tot 32 weken;2005;929.0;852.0;77.0;32.0;109.0;83.0;37.0;117.0;929.0;852.0;77.0;49.0;126.0;83.0;57.1;135.4;852.0;32.0;49.0;55.0;37.0;57.1;64.3
67;Totaal een- en meerlingen;30 tot 32 weken;2006;875.0;808.0;67.0;25.0;92.0;76.9;30.5;105.0;875.0;808.0;67.0;33.0;100.0;76.9;40.6;114.3;808.0;25.0;33.0;37.0;30.5;40.6;45.6
68;Totaal een- en meerlingen;30 tot 32 weken;2007;878.0;812.0;65.0;24.0;90.0;74.3;30.0;102.1;878.0;812.0;65.0;35.0;100.0;74.3;42.6;113.8;812.0;24.0;35.0;43.0;30.0;42.6;53.0
69;Totaal een- en meerlingen;30 tot 32 weken;2008;912.0;858.0;54.0;18.0;72.0;59.3;20.5;78.5;912.0;858.0;54.0;29.0;83.0;59.3;33.7;91.0;858.0;18.0;29.0;34.0;20.5;33.7;39.8
70;Totaal een- en meerlingen;30 tot 32 weken;2009;919.0;859.0;60.0;21.0;82.0;65.7;25.0;89.0;919.0;859.0;60.0;29.0;90.0;65.7;34.1;97.5;859.0;21.0;29.0;39.0;25.0;34.1;45.0
71;Totaal een- en meerlingen;30 tot 32 weken;2010;858.0;803.0;55.0;19.0;74.0;64.1;23.2;85.8;858.0;803.0;55.0;27.0;82.0;64.1;33.6;95.6;803.0;19.0;27.0;33.0;23.2;33.6;41.1
72;Totaal een- en meerlingen;30 tot 32 weken;2011;826.0;777.0;49.0;9.0;59.0;59.4;12.2;70.9;826.0;777.0;49.0;11.0;60.0;59.4;13.6;72.3;777.0;9.0;11.0;16.0;12.2;13.6;20.2
73;Totaal een- en meerlingen;30 tot 32 weken;2012;787.0;730.0;57.0;9.0;66.0;72.8;11.7;83.7;787.0;730.0;57.0;12.0;69.0;72.8;15.9;87.5;730.0;9.0;12.0;22.0;11.7;15.9;30.0
74;Totaal een- en meerlingen;30 tot 32 weken;2013;800.0;755.0;44.0;23.0;67.0;55.0;30.5;83.8;800.0;755.0;44.0;30.0;74.0;55.0;39.7;92.5;755.0;23.0;30.0;35.0;30.5;39.7;46.4
75;Totaal een- en meerlingen;30 tot 32 weken;2014;779.0;729.0;51.0;17.0;67.0;65.0;23.1;86.6;779.0;729.0;51.0;23.0;74.0;65.0;31.5;94.4;729.0;17.0;23.0;30.0;23.1;31.5;41.6
76;Totaal een- en meerlingen;30 tot 32 weken;2015;762.0;725.0;38.0;20.0;58.0;49.3;27.7;75.7;762.0;725.0;38.0;24.0;62.0;49.3;33.2;80.9;725.0;20.0;24.0;27.0;27.7;33.2;37.4
77;Totaal een- en meerlingen;30 tot 32 weken;2016;790.0;747.0;43.0;17.0;60.0;54.2;23.3;76.2;790.0;747.0;43.0;22.0;64.0;54.2;28.9;81.5;747.0;17.0;22.0;28.0;23.3;28.9;37.0
78;Totaal een- en meerlingen;32 tot 34 weken;2004;1951.0;1874.0;77.0;25.0;102.0;39.6;13.3;52.4;1951.0;1874.0;77.0;27.0;104.0;39.6;14.4;53.4;1874.0;25.0;27.0;32.0;13.3;14.4;17.1
79;Totaal een- en meerlingen;32 tot 34 weken;2005;1896.0;1817.0;80.0;33.0;112.0;42.0;18.1;59.3;1896.0;1817.0;80.0;42.0;122.0;42.0;23.2;64.2;1817.0;33.0;42.0;54.0;18.1;23.2;29.5
80;Totaal een- en meerlingen;32 tot 34 weken;2006;1840.0;1785.0;55.0;19.0;74.0;29.7;10.6;40.0;1840.0;1785.0;55.0;33.0;88.0;29.7;18.7;47.8;1785.0;19.0;33.0;41.0;10.6;18.7;22.7
81;Totaal een- en meerlingen;32 tot 34 weken;2007;1768.0;1696.0;72.0;19.0;91.0;40.6;11.1;51.2;1768.0;1696.0;72.0;26.0;98.0;40.6;15.3;55.2;1696.0;19.0;26.0;27.0;11.1;15.3;15.9
82;Totaal een- en meerlingen;32 tot 34 weken;2008;1801.0;1736.0;65.0;22.0;87.0;35.8;12.8;48.2;1801.0;1736.0;65.0;25.0;90.0;35.8;14.5;49.8;1736.0;22.0;25.0;29.0;12.8;14.5;16.9
83;Totaal een- en meerlingen;32 tot 34 weken;2009;1749.0;1695.0;54.0;15.0;69.0;30.9;8.8;39.5;1749.0;1695.0;54.0;20.0;74.0;30.9;11.9;42.5;1695.0;15.0;20.0;30.0;8.8;11.9;17.4
84;Totaal een- en meerlingen;32 tot 34 weken;2010;1706.0;1650.0;56.0;21.0;77.0;32.9;12.9;45.3;1706.0;1650.0;56.0;26.0;83.0;32.9;16.1;48.4;1650.0;21.0;26.0;31.0;12.9;16.1;18.5
85;Totaal een- en meerlingen;32 tot 34 weken;2011;1668.0;1616.0;52.0;16.0;68.0;31.2;9.7;40.5;1668.0;1616.0;52.0;24.0;76.0;31.2;14.8;45.5;1616.0;16.0;24.0;32.0;9.7;14.8;19.8
86;Totaal een- en meerlingen;32 tot 34 weken;2012;1555.0;1507.0;47.0;18.0;65.0;30.4;11.7;41.8;1555.0;1507.0;47.0;28.0;75.0;30.4;18.5;48.3;1507.0;18.0;28.0;33.0;11.7;18.5;22.0
87;Totaal een- en meerlingen;32 tot 34 weken;2013;1675.0;1630.0;45.0;20.0;65.0;26.9;12.3;38.8;1675.0;1630.0;45.0;26.0;70.0;26.9;16.0;41.8;1630.0;20.0;26.0;32.0;12.3;16.0;19.6
88;Totaal een- en meerlingen;32 tot 34 weken;2014;1662.0;1619.0;42.0;26.0;68.0;25.3;16.0;40.9;1662.0;1619.0;42.0;29.0;71.0;25.3;17.9;42.7;1619.0;26.0;29.0;35.0;16.0;17.9;21.6
89;Totaal een- en meerlingen;32 tot 34 weken;2015;1520.0;1479.0;41.0;18.0;59.0;27.0;11.9;38.6;1520.0;1479.0;41.0;26.0;67.0;27.0;17.4;43.9;1479.0;18.0;26.0;28.0;11.9;17.4;18.8
90;Totaal een- en meerlingen;32 tot 34 weken;2016;1417.0;1382.0;35.0;19.0;54.0;24.5;14.1;38.3;1417.0;1382.0;35.0;23.0;57.0;24.5;16.4;40.5;1382.0;19.0;23.0;29.0;14.1;16.4;20.8
91;Totaal een- en meerlingen;34 tot 37 weken;2004;9894.0;9723.0;171.0;57.0;229.0;17.3;5.9;23.1;9894.0;9723.0;171.0;72.0;243.0;17.3;7.4;24.5;9723.0;57.0;72.0;98.0;5.9;7.4;10.1
92;Totaal een- en meerlingen;34 tot 37 weken;2005;9553.0;9395.0;157.0;62.0;219.0;16.5;6.6;23.0;9553.0;9395.0;157.0;77.0;235.0;16.5;8.2;24.6;9395.0;62.0;77.0;104.0;6.6;8.2;11.1
93;Totaal een- en meerlingen;34 tot 37 weken;2006;9416.0;9287.0;129.0;48.0;177.0;13.7;5.2;18.8;9416.0;9287.0;129.0;65.0;194.0;13.7;7.0;20.6;9287.0;48.0;65.0;91.0;5.2;7.0;9.8
94;Totaal een- en meerlingen;34 tot 37 weken;2007;9068.0;8972.0;96.0;38.0;134.0;10.6;4.2;14.8;9068.0;8972.0;96.0;55.0;151.0;10.6;6.1;16.6;8972.0;38.0;55.0;72.0;4.2;6.1;8.0
95;Totaal een- en meerlingen;34 tot 37 weken;2008;9454.0;9352.0;102.0;38.0;140.0;10.8;4.1;14.8;9454.0;9352.0;102.0;48.0;151.0;10.8;5.2;15.9;9352.0;38.0;48.0;66.0;4.1;5.2;7.0
96;Totaal een- en meerlingen;34 tot 37 weken;2009;9750.0;9650.0;100.0;37.0;137.0;10.3;3.9;14.1;9750.0;9650.0;100.0;48.0;149.0;10.3;5.0;15.2;9650.0;37.0;48.0;68.0;3.9;5.0;7.1
97;Totaal een- en meerlingen;34 tot 37 weken;2010;9871.0;9762.0;109.0;46.0;155.0;11.0;4.7;15.7;9871.0;9762.0;109.0;54.0;163.0;11.0;5.5;16.5;9762.0;46.0;54.0;75.0;4.7;5.5;7.6
98;Totaal een- en meerlingen;34 tot 37 weken;2011;9060.0;8959.0;102.0;44.0;145.0;11.2;4.9;16.1;9060.0;8959.0;102.0;51.0;153.0;11.2;5.7;16.9;8959.0;44.0;51.0;72.0;4.9;5.7;8.1
99;Totaal een- en meerlingen;34 tot 37 weken;2012;9102.0;9008.0;93.0;28.0;121.0;10.2;3.1;13.3;9102.0;9008.0;93.0;39.0;132.0;10.2;4.3;14.5;9008.0;28.0;39.0;63.0;3.1;4.3;6.9
100;Totaal een- en meerlingen;34 tot 37 weken;2013;8729.0;8654.0;75.0;32.0;107.0;8.6;3.7;12.3;8729.0;8654.0;75.0;42.0;117.0;8.6;4.9;13.4;8654.0;32.0;42.0;55.0;3.7;4.9;6.4
101;Totaal een- en meerlingen;34 tot 37 weken;2014;8735.0;8646.0;89.0;34.0;123.0;10.2;3.9;14.1;8735.0;8646.0;89.0;41.0;130.0;10.2;4.7;14.9;8646.0;34.0;41.0;55.0;3.9;4.7;6.4
102;Totaal een- en meerlingen;34 tot 37 weken;2015;8355.0;8254.0;102.0;26.0;127.0;12.2;3.1;15.2;8355.0;8254.0;102.0;34.0;136.0;12.2;4.1;16.2;8254.0;26.0;34.0;50.0;3.1;4.1;6.1
103;Totaal een- en meerlingen;34 tot 37 weken;2016;8247.0;8139.0;108.0;27.0;135.0;13.0;3.4;16.4;8247.0;8139.0;108.0;32.0;139.0;13.0;3.9;16.9;8139.0;27.0;32.0;54.0;3.4;3.9;6.7
104;Totaal een- en meerlingen;37 tot 39 weken;2004;39362.0;39198.0;163.0;50.0;213.0;4.1;1.3;5.4;39362.0;39198.0;163.0;82.0;245.0;4.1;2.1;6.2;39198.0;50.0;82.0;130.0;1.3;2.1;3.3
105;Totaal een- en meerlingen;37 tot 39 weken;2005;37083.0;36939.0;144.0;51.0;195.0;3.9;1.4;5.2;37083.0;36939.0;144.0;71.0;215.0;3.9;1.9;5.8;36939.0;51.0;71.0;122.0;1.4;1.9;3.3
