ID;CategoryDrivingLicence;AgeDrivingLicenseHolder;Region;Periods;PeopleWithADrivingLicence_1
586;Passenger car driving licence total;18 to 19 years;Flevoland (PV);2024;4477.0
587;Passenger car driving licence total;18 to 19 years;Flevoland (PV);2025;4606.0
588;Passenger car driving licence total;18 to 19 years;Gelderland (PV);2014;23543.0
589;Passenger car driving licence total;18 to 19 years;Gelderland (PV);2015;23932.0
590;Passenger car driving licence total;18 to 19 years;Gelderland (PV);2016;24755.0
591;Passenger car driving licence total;18 to 19 years;Gelderland (PV);2017;25779.0
592;Passenger car driving licence total;18 to 19 years;Gelderland (PV);2018;27316.0
593;Passenger car driving licence total;18 to 19 years;Gelderland (PV);2019;28110.0
594;Passenger car driving licence total;18 to 19 years;Gelderland (PV);2020;28785.0
595;Passenger car driving licence total;18 to 19 years;Gelderland (PV);2021;25828.0
596;Passenger car driving licence total;18 to 19 years;Gelderland (PV);2022;23351.0
597;Passenger car driving licence total;18 to 19 years;Gelderland (PV);2023;24014.0
598;Passenger car driving licence total;18 to 19 years;Gelderland (PV);2024;24657.0
599;Passenger car driving licence total;18 to 19 years;Gelderland (PV);2025;25405.0
600;Passenger car driving licence total;18 to 19 years;Utrecht (PV);2014;12400.0
601;Passenger car driving licence total;18 to 19 years;Utrecht (PV);2015;13035.0
602;Passenger car driving licence total;18 to 19 years;Utrecht (PV);2016;13730.0
603;Passenger car driving licence total;18 to 19 years;Utrecht (PV);2017;14317.0
604;Passenger car driving licence total;18 to 19 years;Utrecht (PV);2018;14867.0
605;Passenger car driving licence total;18 to 19 years;Utrecht (PV);2019;15350.0
606;Passenger car driving licence total;18 to 19 years;Utrecht (PV);2020;16668.0
607;Passenger car driving licence total;18 to 19 years;Utrecht (PV);2021;15002.0
608;Passenger car driving licence total;18 to 19 years;Utrecht (PV);2022;13555.0
609;Passenger car driving licence total;18 to 19 years;Utrecht (PV);2023;14331.0
610;Passenger car driving licence total;18 to 19 years;Utrecht (PV);2024;14487.0
611;Passenger car driving licence total;18 to 19 years;Utrecht (PV);2025;14944.0
612;Passenger car driving licence total;18 to 19 years;Noord-Holland (PV);2014;22696.0
613;Passenger car driving licence total;18 to 19 years;Noord-Holland (PV);2015;23260.0
614;Passenger car driving licence total;18 to 19 years;Noord-Holland (PV);2016;24185.0
615;Passenger car driving licence total;18 to 19 years;Noord-Holland (PV);2017;25063.0
616;Passenger car driving licence total;18 to 19 years;Noord-Holland (PV);2018;26043.0
617;Passenger car driving licence total;18 to 19 years;Noord-Holland (PV);2019;26584.0
618;Passenger car driving licence total;18 to 19 years;Noord-Holland (PV);2020;27246.0
619;Passenger car driving licence total;18 to 19 years;Noord-Holland (PV);2021;24267.0
620;Passenger car driving licence total;18 to 19 years;Noord-Holland (PV);2022;22688.0
621;Passenger car driving licence total;18 to 19 years;Noord-Holland (PV);2023;24094.0
622;Passenger car driving licence total;18 to 19 years;Noord-Holland (PV);2024;24643.0
623;Passenger car driving licence total;18 to 19 years;Noord-Holland (PV);2025;25130.0
624;Passenger car driving licence total;18 to 19 years;Zuid-Holland (PV);2014;31966.0
625;Passenger car driving licence total;18 to 19 years;Zuid-Holland (PV);2015;33176.0
626;Passenger car driving licence total;18 to 19 years;Zuid-Holland (PV);2016;34052.0
627;Passenger car driving licence total;18 to 19 years;Zuid-Holland (PV);2017;35134.0
628;Passenger car driving licence total;18 to 19 years;Zuid-Holland (PV);2018;37252.0
629;Passenger car driving licence total;18 to 19 years;Zuid-Holland (PV);2019;38179.0
630;Passenger car driving licence total;18 to 19 years;Zuid-Holland (PV);2020;38983.0
631;Passenger car driving licence total;18 to 19 years;Zuid-Holland (PV);2021;34631.0
632;Passenger car driving licence total;18 to 19 years;Zuid-Holland (PV);2022;31362.0
633;Passenger car driving licence total;18 to 19 years;Zuid-Holland (PV);2023;32767.0
634;Passenger car driving licence total;18 to 19 years;Zuid-Holland (PV);2024;34689.0
635;Passenger car driving licence total;18 to 19 years;Zuid-Holland (PV);2025;35783.0
636;Passenger car driving licence total;18 to 19 years;Zeeland (PV);2014;4039.0
637;Passenger car driving licence total;18 to 19 years;Zeeland (PV);2015;4170.0
638;Passenger car driving licence total;18 to 19 years;Zeeland (PV);2016;4565.0
639;Passenger car driving licence total;18 to 19 years;Zeeland (PV);2017;4767.0
640;Passenger car driving licence total;18 to 19 years;Zeeland (PV);2018;5012.0
641;Passenger car driving licence total;18 to 19 years;Zeeland (PV);2019;5155.0
642;Passenger car driving licence total;18 to 19 years;Zeeland (PV);2020;5168.0
643;Passenger car driving licence total;18 to 19 years;Zeeland (PV);2021;4637.0
644;Passenger car driving licence total;18 to 19 years;Zeeland (PV);2022;4209.0
645;Passenger car driving licence total;18 to 19 years;Zeeland (PV);2023;4337.0
646;Passenger car driving licence total;18 to 19 years;Zeeland (PV);2024;4262.0
647;Passenger car driving licence total;18 to 19 years;Zeeland (PV);2025;4175.0
648;Passenger car driving licence total;18 to 19 years;Noord-Brabant (PV);2014;29057.0
649;Passenger car driving licence total;18 to 19 years;Noord-Brabant (PV);2015;29656.0
650;Passenger car driving licence total;18 to 19 years;Noord-Brabant (PV);2016;30868.0
651;Passenger car driving licence total;18 to 19 years;Noord-Brabant (PV);2017;32183.0
652;Passenger car driving licence total;18 to 19 years;Noord-Brabant (PV);2018;34258.0
653;Passenger car driving licence total;18 to 19 years;Noord-Brabant (PV);2019;34576.0
654;Passenger car driving licence total;18 to 19 years;Noord-Brabant (PV);2020;34702.0
655;Passenger car driving licence total;18 to 19 years;Noord-Brabant (PV);2021;31049.0
656;Passenger car driving licence total;18 to 19 years;Noord-Brabant (PV);2022;28337.0
657;Passenger car driving licence total;18 to 19 years;Noord-Brabant (PV);2023;28939.0
658;Passenger car driving licence total;18 to 19 years;Noord-Brabant (PV);2024;29295.0
659;Passenger car driving licence total;18 to 19 years;Noord-Brabant (PV);2025;29908.0
660;Passenger car driving licence total;18 to 19 years;Limburg (PV);2014;12143.0
661;Passenger car driving licence total;18 to 19 years;Limburg (PV);2015;12294.0
662;Passenger car driving licence total;18 to 19 years;Limburg (PV);2016;12697.0
663;Passenger car driving licence total;18 to 19 years;Limburg (PV);2017;13332.0
664;Passenger car driving licence total;18 to 19 years;Limburg (PV);2018;13902.0
665;Passenger car driving licence total;18 to 19 years;Limburg (PV);2019;13843.0
666;Passenger car driving licence total;18 to 19 years;Limburg (PV);2020;13963.0
667;Passenger car driving licence total;18 to 19 years;Limburg (PV);2021;12486.0
668;Passenger car driving licence total;18 to 19 years;Limburg (PV);2022;11356.0
669;Passenger car driving licence total;18 to 19 years;Limburg (PV);2023;11782.0
670;Passenger car driving licence total;18 to 19 years;Limburg (PV);2024;11838.0
671;Passenger car driving licence total;18 to 19 years;Limburg (PV);2025;11565.0
672;Passenger car driving licence total;18 to 19 years;Unclassifiable (PV);2014;23.0
673;Passenger car driving licence total;18 to 19 years;Unclassifiable (PV);2015;13.0
674;Passenger car driving licence total;18 to 19 years;Unclassifiable (PV);2016;15.0
675;Passenger car driving licence total;18 to 19 years;Unclassifiable (PV);2017;9.0
676;Passenger car driving licence total;18 to 19 years;Unclassifiable (PV);2018;13.0
677;Passenger car driving licence total;18 to 19 years;Unclassifiable (PV);2019;17.0
678;Passenger car driving licence total;18 to 19 years;Unclassifiable (PV);2020;5.0
679;Passenger car driving licence total;18 to 19 years;Unclassifiable (PV);2021;3.0
680;Passenger car driving licence total;18 to 19 years;Unclassifiable (PV);2022;6.0
681;Passenger car driving licence total;18 to 19 years;Unclassifiable (PV);2023;8.0
682;Passenger car driving licence total;18 to 19 years;Unclassifiable (PV);2024;13.0
683;Passenger car driving licence total;18 to 19 years;Unclassifiable (PV);2025;24.0
684;Passenger car driving licence total;20 to 24 years;Nederland;2014;748794.0
685;Passenger car driving licence total;20 to 24 years;Nederland;2015;751848.0
686;Passenger car driving licence total;20 to 24 years;Nederland;2016;747320.0
687;Passenger car driving licence total;20 to 24 years;Nederland;2017;745044.0
688;Passenger car driving licence total;20 to 24 years;Nederland;2018;747504.0
689;Passenger car driving licence total;20 to 24 years;Nederland;2019;754032.0
690;Passenger car driving licence total;20 to 24 years;Nederland;2020;763585.0
691;Passenger car driving licence total;20 to 24 years;Nederland;2021;769600.0
692;Passenger car driving licence total;20 to 24 years;Nederland;2022;772732.0
693;Passenger car driving licence total;20 to 24 years;Nederland;2023;780726.0
694;Passenger car driving licence total;20 to 24 years;Nederland;2024;789050.0
695;Passenger car driving licence total;20 to 24 years;Nederland;2025;794129.0
696;Passenger car driving licence total;20 to 24 years;Noord-Nederland (LD);2014;78008.0
697;Passenger car driving licence total;20 to 24 years;Noord-Nederland (LD);2015;78069.0
698;Passenger car driving licence total;20 to 24 years;Noord-Nederland (LD);2016;77599.0
699;Passenger car driving licence total;20 to 24 years;Noord-Nederland (LD);2017;77457.0
700;Passenger car driving licence total;20 to 24 years;Noord-Nederland (LD);2018;77870.0
701;Passenger car driving licence total;20 to 24 years;Noord-Nederland (LD);2019;78617.0
702;Passenger car driving licence total;20 to 24 years;Noord-Nederland (LD);2020;80467.0
703;Passenger car driving licence total;20 to 24 years;Noord-Nederland (LD);2021;81205.0
704;Passenger car driving licence total;20 to 24 years;Noord-Nederland (LD);2022;81990.0
705;Passenger car driving licence total;20 to 24 years;Noord-Nederland (LD);2023;83116.0
706;Passenger car driving licence total;20 to 24 years;Noord-Nederland (LD);2024;84450.0
707;Passenger car driving licence total;20 to 24 years;Noord-Nederland (LD);2025;84942.0
708;Passenger car driving licence total;20 to 24 years;Oost-Nederland (LD);2014;162637.0
709;Passenger car driving licence total;20 to 24 years;Oost-Nederland (LD);2015;162834.0
710;Passenger car driving licence total;20 to 24 years;Oost-Nederland (LD);2016;162131.0
711;Passenger car driving licence total;20 to 24 years;Oost-Nederland (LD);2017;161776.0
712;Passenger car driving licence total;20 to 24 years;Oost-Nederland (LD);2018;163606.0
713;Passenger car driving licence total;20 to 24 years;Oost-Nederland (LD);2019;166363.0
714;Passenger car driving licence total;20 to 24 years;Oost-Nederland (LD);2020;169188.0
715;Passenger car driving licence total;20 to 24 years;Oost-Nederland (LD);2021;171551.0
716;Passenger car driving licence total;20 to 24 years;Oost-Nederland (LD);2022;173266.0
717;Passenger car driving licence total;20 to 24 years;Oost-Nederland (LD);2023;176503.0
718;Passenger car driving licence total;20 to 24 years;Oost-Nederland (LD);2024;179141.0
719;Passenger car driving licence total;20 to 24 years;Oost-Nederland (LD);2025;180495.0
720;Passenger car driving licence total;20 to 24 years;West-Nederland (LD);2014;344086.0
721;Passenger car driving licence total;20 to 24 years;West-Nederland (LD);2015;346566.0
722;Passenger car driving licence total;20 to 24 years;West-Nederland (LD);2016;344613.0
723;Passenger car driving licence total;20 to 24 years;West-Nederland (LD);2017;343066.0
724;Passenger car driving licence total;20 to 24 years;West-Nederland (LD);2018;342741.0
725;Passenger car driving licence total;20 to 24 years;West-Nederland (LD);2019;343545.0
726;Passenger car driving licence total;20 to 24 years;West-Nederland (LD);2020;346456.0
727;Passenger car driving licence total;20 to 24 years;West-Nederland (LD);2021;348057.0
728;Passenger car driving licence total;20 to 24 years;West-Nederland (LD);2022;348820.0
729;Passenger car driving licence total;20 to 24 years;West-Nederland (LD);2023;351363.0
730;Passenger car driving licence total;20 to 24 years;West-Nederland (LD);2024;356478.0
731;Passenger car driving licence total;20 to 24 years;West-Nederland (LD);2025;359751.0
732;Passenger car driving licence total;20 to 24 years;Zuid-Nederland (LD);2014;163919.0
733;Passenger car driving licence total;20 to 24 years;Zuid-Nederland (LD);2015;164221.0
734;Passenger car driving licence total;20 to 24 years;Zuid-Nederland (LD);2016;162802.0
735;Passenger car driving licence total;20 to 24 years;Zuid-Nederland (LD);2017;162553.0
736;Passenger car driving licence total;20 to 24 years;Zuid-Nederland (LD);2018;163066.0
737;Passenger car driving licence total;20 to 24 years;Zuid-Nederland (LD);2019;165305.0
738;Passenger car driving licence total;20 to 24 years;Zuid-Nederland (LD);2020;167282.0
739;Passenger car driving licence total;20 to 24 years;Zuid-Nederland (LD);2021;168628.0
740;Passenger car driving licence total;20 to 24 years;Zuid-Nederland (LD);2022;168492.0
741;Passenger car driving licence total;20 to 24 years;Zuid-Nederland (LD);2023;169523.0
742;Passenger car driving licence total;20 to 24 years;Zuid-Nederland (LD);2024;168570.0
743;Passenger car driving licence total;20 to 24 years;Zuid-Nederland (LD);2025;168372.0
744;Passenger car driving licence total;20 to 24 years;Unclassifiable (LD);2014;144.0
745;Passenger car driving licence total;20 to 24 years;Unclassifiable (LD);2015;158.0
746;Passenger car driving licence total;20 to 24 years;Unclassifiable (LD);2016;175.0
747;Passenger car driving licence total;20 to 24 years;Unclassifiable (LD);2017;192.0
748;Passenger car driving licence total;20 to 24 years;Unclassifiable (LD);2018;221.0
749;Passenger car driving licence total;20 to 24 years;Unclassifiable (LD);2019;202.0
750;Passenger car driving licence total;20 to 24 years;Unclassifiable (LD);2020;192.0
751;Passenger car driving licence total;20 to 24 years;Unclassifiable (LD);2021;159.0
752;Passenger car driving licence total;20 to 24 years;Unclassifiable (LD);2022;164.0
753;Passenger car driving licence total;20 to 24 years;Unclassifiable (LD);2023;221.0
754;Passenger car driving licence total;20 to 24 years;Unclassifiable (LD);2024;411.0
755;Passenger car driving licence total;20 to 24 years;Unclassifiable (LD);2025;569.0
756;Passenger car driving licence total;20 to 24 years;Groningen (PV);2014;34124.0
757;Passenger car driving licence total;20 to 24 years;Groningen (PV);2015;34381.0
758;Passenger car driving licence total;20 to 24 years;Groningen (PV);2016;34358.0
759;Passenger car driving licence total;20 to 24 years;Groningen (PV);2017;34146.0
760;Passenger car driving licence total;20 to 24 years;Groningen (PV);2018;33979.0
761;Passenger car driving licence total;20 to 24 years;Groningen (PV);2019;33587.0
762;Passenger car driving licence total;20 to 24 years;Groningen (PV);2020;33807.0
763;Passenger car driving licence total;20 to 24 years;Groningen (PV);2021;33522.0
764;Passenger car driving licence total;20 to 24 years;Groningen (PV);2022;33525.0
765;Passenger car driving licence total;20 to 24 years;Groningen (PV);2023;33314.0
766;Passenger car driving licence total;20 to 24 years;Groningen (PV);2024;34845.0
767;Passenger car driving licence total;20 to 24 years;Groningen (PV);2025;34536.0
768;Passenger car driving licence total;20 to 24 years;Fryslân (PV);2014;26705.0
769;Passenger car driving licence total;20 to 24 years;Fryslân (PV);2015;26622.0
770;Passenger car driving licence total;20 to 24 years;Fryslân (PV);2016;26573.0
771;Passenger car driving licence total;20 to 24 years;Fryslân (PV);2017;26563.0
772;Passenger car driving licence total;20 to 24 years;Fryslân (PV);2018;26802.0
773;Passenger car driving licence total;20 to 24 years;Fryslân (PV);2019;27187.0
774;Passenger car driving licence total;20 to 24 years;Fryslân (PV);2020;27915.0
775;Passenger car driving licence total;20 to 24 years;Fryslân (PV);2021;28307.0
776;Passenger car driving licence total;20 to 24 years;Fryslân (PV);2022;28630.0
777;Passenger car driving licence total;20 to 24 years;Fryslân (PV);2023;29190.0
778;Passenger car driving licence total;20 to 24 years;Fryslân (PV);2024;29140.0
779;Passenger car driving licence total;20 to 24 years;Fryslân (PV);2025;29590.0
780;Passenger car driving licence total;20 to 24 years;Drenthe (PV);2014;17179.0
781;Passenger car driving licence total;20 to 24 years;Drenthe (PV);2015;17066.0
782;Passenger car driving licence total;20 to 24 years;Drenthe (PV);2016;16668.0
783;Passenger car driving licence total;20 to 24 years;Drenthe (PV);2017;16748.0
784;Passenger car driving licence total;20 to 24 years;Drenthe (PV);2018;17089.0
785;Passenger car driving licence total;20 to 24 years;Drenthe (PV);2019;17843.0
786;Passenger car driving licence total;20 to 24 years;Drenthe (PV);2020;18745.0
787;Passenger car driving licence total;20 to 24 years;Drenthe (PV);2021;19376.0
788;Passenger car driving licence total;20 to 24 years;Drenthe (PV);2022;19835.0
789;Passenger car driving licence total;20 to 24 years;Drenthe (PV);2023;20612.0
790;Passenger car driving licence total;20 to 24 years;Drenthe (PV);2024;20465.0
791;Passenger car driving licence total;20 to 24 years;Drenthe (PV);2025;20816.0
792;Passenger car driving licence total;20 to 24 years;Overijssel (PV);2014;52920.0
793;Passenger car driving licence total;20 to 24 years;Overijssel (PV);2015;52384.0
794;Passenger car driving licence total;20 to 24 years;Overijssel (PV);2016;51863.0
795;Passenger car driving licence total;20 to 24 years;Overijssel (PV);2017;51826.0
796;Passenger car driving licence total;20 to 24 years;Overijssel (PV);2018;52516.0
797;Passenger car driving licence total;20 to 24 years;Overijssel (PV);2019;53295.0
798;Passenger car driving licence total;20 to 24 years;Overijssel (PV);2020;54710.0
799;Passenger car driving licence total;20 to 24 years;Overijssel (PV);2021;55986.0
800;Passenger car driving licence total;20 to 24 years;Overijssel (PV);2022;56618.0
801;Passenger car driving licence total;20 to 24 years;Overijssel (PV);2023;57783.0
802;Passenger car driving licence total;20 to 24 years;Overijssel (PV);2024;58215.0
803;Passenger car driving licence total;20 to 24 years;Overijssel (PV);2025;58490.0
804;Passenger car driving licence total;20 to 24 years;Flevoland (PV);2014;16270.0
805;Passenger car driving licence total;20 to 24 years;Flevoland (PV);2015;16231.0
806;Passenger car driving licence total;20 to 24 years;Flevoland (PV);2016;16174.0
807;Passenger car driving licence total;20 to 24 years;Flevoland (PV);2017;15878.0
808;Passenger car driving licence total;20 to 24 years;Flevoland (PV);2018;16162.0
809;Passenger car driving licence total;20 to 24 years;Flevoland (PV);2019;16509.0
810;Passenger car driving licence total;20 to 24 years;Flevoland (PV);2020;16742.0
811;Passenger car driving licence total;20 to 24 years;Flevoland (PV);2021;16820.0
812;Passenger car driving licence total;20 to 24 years;Flevoland (PV);2022;17226.0
813;Passenger car driving licence total;20 to 24 years;Flevoland (PV);2023;17530.0
814;Passenger car driving licence total;20 to 24 years;Flevoland (PV);2024;18129.0
815;Passenger car driving licence total;20 to 24 years;Flevoland (PV);2025;18640.0
816;Passenger car driving licence total;20 to 24 years;Gelderland (PV);2014;93447.0
817;Passenger car driving licence total;20 to 24 years;Gelderland (PV);2015;94219.0
818;Passenger car driving licence total;20 to 24 years;Gelderland (PV);2016;94094.0
819;Passenger car driving licence total;20 to 24 years;Gelderland (PV);2017;94072.0
820;Passenger car driving licence total;20 to 24 years;Gelderland (PV);2018;94928.0
821;Passenger car driving licence total;20 to 24 years;Gelderland (PV);2019;96559.0
822;Passenger car driving licence total;20 to 24 years;Gelderland (PV);2020;97736.0
823;Passenger car driving licence total;20 to 24 years;Gelderland (PV);2021;98745.0
824;Passenger car driving licence total;20 to 24 years;Gelderland (PV);2022;99422.0
825;Passenger car driving licence total;20 to 24 years;Gelderland (PV);2023;101190.0
826;Passenger car driving licence total;20 to 24 years;Gelderland (PV);2024;102797.0
827;Passenger car driving licence total;20 to 24 years;Gelderland (PV);2025;103365.0
828;Passenger car driving licence total;20 to 24 years;Utrecht (PV);2014;60425.0
829;Passenger car driving licence total;20 to 24 years;Utrecht (PV);2015;60976.0
830;Passenger car driving licence total;20 to 24 years;Utrecht (PV);2016;61099.0
831;Passenger car driving licence total;20 to 24 years;Utrecht (PV);2017;60475.0
832;Passenger car driving licence total;20 to 24 years;Utrecht (PV);2018;60696.0
833;Passenger car driving licence total;20 to 24 years;Utrecht (PV);2019;60873.0
834;Passenger car driving licence total;20 to 24 years;Utrecht (PV);2020;62912.0
835;Passenger car driving licence total;20 to 24 years;Utrecht (PV);2021;63004.0
836;Passenger car driving licence total;20 to 24 years;Utrecht (PV);2022;63354.0
837;Passenger car driving licence total;20 to 24 years;Utrecht (PV);2023;64197.0
838;Passenger car driving licence total;20 to 24 years;Utrecht (PV);2024;65611.0
839;Passenger car driving licence total;20 to 24 years;Utrecht (PV);2025;65852.0
840;Passenger car driving licence total;20 to 24 years;Noord-Holland (PV);2014;113132.0
841;Passenger car driving licence total;20 to 24 years;Noord-Holland (PV);2015;114243.0
842;Passenger car driving licence total;20 to 24 years;Noord-Holland (PV);2016;113940.0
843;Passenger car driving licence total;20 to 24 years;Noord-Holland (PV);2017;112947.0
844;Passenger car driving licence total;20 to 24 years;Noord-Holland (PV);2018;111480.0
845;Passenger car driving licence total;20 to 24 years;Noord-Holland (PV);2019;110715.0
846;Passenger car driving licence total;20 to 24 years;Noord-Holland (PV);2020;110506.0
847;Passenger car driving licence total;20 to 24 years;Noord-Holland (PV);2021;110703.0
848;Passenger car driving licence total;20 to 24 years;Noord-Holland (PV);2022;111070.0
849;Passenger car driving licence total;20 to 24 years;Noord-Holland (PV);2023;112109.0
850;Passenger car driving licence total;20 to 24 years;Noord-Holland (PV);2024;113635.0
851;Passenger car driving licence total;20 to 24 years;Noord-Holland (PV);2025;114471.0
852;Passenger car driving licence total;20 to 24 years;Zuid-Holland (PV);2014;155609.0
853;Passenger car driving licence total;20 to 24 years;Zuid-Holland (PV);2015;156309.0
854;Passenger car driving licence total;20 to 24 years;Zuid-Holland (PV);2016;154718.0
855;Passenger car driving licence total;20 to 24 years;Zuid-Holland (PV);2017;154683.0
856;Passenger car driving licence total;20 to 24 years;Zuid-Holland (PV);2018;155534.0
857;Passenger car driving licence total;20 to 24 years;Zuid-Holland (PV);2019;156566.0
858;Passenger car driving licence total;20 to 24 years;Zuid-Holland (PV);2020;157424.0
859;Passenger car driving licence total;20 to 24 years;Zuid-Holland (PV);2021;158324.0
860;Passenger car driving licence total;20 to 24 years;Zuid-Holland (PV);2022;158360.0
861;Passenger car driving licence total;20 to 24 years;Zuid-Holland (PV);2023;159122.0
862;Passenger car driving licence total;20 to 24 years;Zuid-Holland (PV);2024;161680.0
863;Passenger car driving licence total;20 to 24 years;Zuid-Holland (PV);2025;163888.0
864;Passenger car driving licence total;20 to 24 years;Zeeland (PV);2014;14920.0
865;Passenger car driving licence total;20 to 24 years;Zeeland (PV);2015;15038.0
866;Passenger car driving licence total;20 to 24 years;Zeeland (PV);2016;14856.0
867;Passenger car driving licence total;20 to 24 years;Zeeland (PV);2017;14961.0
868;Passenger car driving licence total;20 to 24 years;Zeeland (PV);2018;15031.0
869;Passenger car driving licence total;20 to 24 years;Zeeland (PV);2019;15391.0
870;Passenger car driving licence total;20 to 24 years;Zeeland (PV);2020;15614.0
871;Passenger car driving licence total;20 to 24 years;Zeeland (PV);2021;16026.0
872;Passenger car driving licence total;20 to 24 years;Zeeland (PV);2022;16036.0
873;Passenger car driving licence total;20 to 24 years;Zeeland (PV);2023;15935.0
874;Passenger car driving licence total;20 to 24 years;Zeeland (PV);2024;15552.0
875;Passenger car driving licence total;20 to 24 years;Zeeland (PV);2025;15540.0
876;Passenger car driving licence total;20 to 24 years;Noord-Brabant (PV);2014;115690.0
877;Passenger car driving licence total;20 to 24 years;Noord-Brabant (PV);2015;116435.0
878;Passenger car driving licence total;20 to 24 years;Noord-Brabant (PV);2016;115900.0
879;Passenger car driving licence total;20 to 24 years;Noord-Brabant (PV);2017;116222.0
880;Passenger car driving licence total;20 to 24 years;Noord-Brabant (PV);2018;116920.0
881;Passenger car driving licence total;20 to 24 years;Noord-Brabant (PV);2019;118848.0
882;Passenger car driving licence total;20 to 24 years;Noord-Brabant (PV);2020;120481.0
883;Passenger car driving licence total;20 to 24 years;Noord-Brabant (PV);2021;121542.0
884;Passenger car driving licence total;20 to 24 years;Noord-Brabant (PV);2022;121324.0
885;Passenger car driving licence total;20 to 24 years;Noord-Brabant (PV);2023;122048.0
886;Passenger car driving licence total;20 to 24 years;Noord-Brabant (PV);2024;121387.0
887;Passenger car driving licence total;20 to 24 years;Noord-Brabant (PV);2025;121279.0
888;Passenger car driving licence total;20 to 24 years;Limburg (PV);2014;48229.0
889;Passenger car driving licence total;20 to 24 years;Limburg (PV);2015;47786.0
890;Passenger car driving licence total;20 to 24 years;Limburg (PV);2016;46902.0
891;Passenger car driving licence total;20 to 24 years;Limburg (PV);2017;46331.0
892;Passenger car driving licence total;20 to 24 years;Limburg (PV);2018;46146.0
893;Passenger car driving licence total;20 to 24 years;Limburg (PV);2019;46457.0
894;Passenger car driving licence total;20 to 24 years;Limburg (PV);2020;46801.0
895;Passenger car driving licence total;20 to 24 years;Limburg (PV);2021;47086.0
896;Passenger car driving licence total;20 to 24 years;Limburg (PV);2022;47168.0
897;Passenger car driving licence total;20 to 24 years;Limburg (PV);2023;47475.0
898;Passenger car driving licence total;20 to 24 years;Limburg (PV);2024;47183.0
899;Passenger car driving licence total;20 to 24 years;Limburg (PV);2025;47093.0
900;Passenger car driving licence total;20 to 24 years;Unclassifiable (PV);2014;144.0
901;Passenger car driving licence total;20 to 24 years;Unclassifiable (PV);2015;158.0
902;Passenger car driving licence total;20 to 24 years;Unclassifiable (PV);2016;175.0
903;Passenger car driving licence total;20 to 24 years;Unclassifiable (PV);2017;192.0
904;Passenger car driving licence total;20 to 24 years;Unclassifiable (PV);2018;221.0
905;Passenger car driving licence total;20 to 24 years;Unclassifiable (PV);2019;202.0
906;Passenger car driving licence total;20 to 24 years;Unclassifiable (PV);2020;192.0
907;Passenger car driving licence total;20 to 24 years;Unclassifiable (PV);2021;159.0
908;Passenger car driving licence total;20 to 24 years;Unclassifiable (PV);2022;164.0
909;Passenger car driving licence total;20 to 24 years;Unclassifiable (PV);2023;221.0
910;Passenger car driving licence total;20 to 24 years;Unclassifiable (PV);2024;411.0
911;Passenger car driving licence total;20 to 24 years;Unclassifiable (PV);2025;569.0
912;Passenger car driving licence total;25 to 29 years;Nederland;2014;824642.0
913;Passenger car driving licence total;25 to 29 years;Nederland;2015;835008.0
914;Passenger car driving licence total;25 to 29 years;Nederland;2016;849870.0
915;Passenger car driving licence total;25 to 29 years;Nederland;2017;859589.0
916;Passenger car driving licence total;25 to 29 years;Nederland;2018;866720.0
917;Passenger car driving licence total;25 to 29 years;Nederland;2019;876013.0
918;Passenger car driving licence total;25 to 29 years;Nederland;2020;886152.0
919;Passenger car driving licence total;25 to 29 years;Nederland;2021;880544.0
920;Passenger car driving licence total;25 to 29 years;Nederland;2022;870378.0
921;Passenger car driving licence total;25 to 29 years;Nederland;2023;868382.0
922;Passenger car driving licence total;25 to 29 years;Nederland;2024;877053.0
923;Passenger car driving licence total;25 to 29 years;Nederland;2025;887907.0
924;Passenger car driving licence total;25 to 29 years;Noord-Nederland (LD);2014;78799.0
925;Passenger car driving licence total;25 to 29 years;Noord-Nederland (LD);2015;78971.0
926;Passenger car driving licence total;25 to 29 years;Noord-Nederland (LD);2016;79444.0
927;Passenger car driving licence total;25 to 29 years;Noord-Nederland (LD);2017;79502.0
928;Passenger car driving licence total;25 to 29 years;Noord-Nederland (LD);2018;79375.0
929;Passenger car driving licence total;25 to 29 years;Noord-Nederland (LD);2019;80026.0
930;Passenger car driving licence total;25 to 29 years;Noord-Nederland (LD);2020;81010.0
931;Passenger car driving licence total;25 to 29 years;Noord-Nederland (LD);2021;81115.0
932;Passenger car driving licence total;25 to 29 years;Noord-Nederland (LD);2022;80741.0
933;Passenger car driving licence total;25 to 29 years;Noord-Nederland (LD);2023;81484.0
934;Passenger car driving licence total;25 to 29 years;Noord-Nederland (LD);2024;82756.0
935;Passenger car driving licence total;25 to 29 years;Noord-Nederland (LD);2025;84647.0
936;Passenger car driving licence total;25 to 29 years;Oost-Nederland (LD);2014;173558.0
937;Passenger car driving licence total;25 to 29 years;Oost-Nederland (LD);2015;174935.0
938;Passenger car driving licence total;25 to 29 years;Oost-Nederland (LD);2016;176720.0
939;Passenger car driving licence total;25 to 29 years;Oost-Nederland (LD);2017;177960.0
940;Passenger car driving licence total;25 to 29 years;Oost-Nederland (LD);2018;178685.0
941;Passenger car driving licence total;25 to 29 years;Oost-Nederland (LD);2019;181146.0
942;Passenger car driving licence total;25 to 29 years;Oost-Nederland (LD);2020;184041.0
943;Passenger car driving licence total;25 to 29 years;Oost-Nederland (LD);2021;184229.0
944;Passenger car driving licence total;25 to 29 years;Oost-Nederland (LD);2022;183300.0
