ID;CategoryDrivingLicence;AgeDrivingLicenseHolder;Region;Periods;PeopleWithADrivingLicence_1
7639;Passenger car licence incl. trailer;50 to 59 years;Overijssel (PV);2021;66965.0
7640;Passenger car licence incl. trailer;50 to 59 years;Overijssel (PV);2022;57359.0
7641;Passenger car licence incl. trailer;50 to 59 years;Overijssel (PV);2023;48196.0
7642;Passenger car licence incl. trailer;50 to 59 years;Overijssel (PV);2024;40016.0
7643;Passenger car licence incl. trailer;50 to 59 years;Overijssel (PV);2025;33301.0
7644;Passenger car licence incl. trailer;50 to 59 years;Flevoland (PV);2014;38167.0
7645;Passenger car licence incl. trailer;50 to 59 years;Flevoland (PV);2015;37152.0
7646;Passenger car licence incl. trailer;50 to 59 years;Flevoland (PV);2016;34926.0
7647;Passenger car licence incl. trailer;50 to 59 years;Flevoland (PV);2017;31550.0
7648;Passenger car licence incl. trailer;50 to 59 years;Flevoland (PV);2018;28140.0
7649;Passenger car licence incl. trailer;50 to 59 years;Flevoland (PV);2019;24840.0
7650;Passenger car licence incl. trailer;50 to 59 years;Flevoland (PV);2020;21691.0
7651;Passenger car licence incl. trailer;50 to 59 years;Flevoland (PV);2021;18633.0
7652;Passenger car licence incl. trailer;50 to 59 years;Flevoland (PV);2022;15555.0
7653;Passenger car licence incl. trailer;50 to 59 years;Flevoland (PV);2023;12637.0
7654;Passenger car licence incl. trailer;50 to 59 years;Flevoland (PV);2024;10039.0
7655;Passenger car licence incl. trailer;50 to 59 years;Flevoland (PV);2025;8028.0
7656;Passenger car licence incl. trailer;50 to 59 years;Gelderland (PV);2014;225925.0
7657;Passenger car licence incl. trailer;50 to 59 years;Gelderland (PV);2015;221076.0
7658;Passenger car licence incl. trailer;50 to 59 years;Gelderland (PV);2016;209052.0
7659;Passenger car licence incl. trailer;50 to 59 years;Gelderland (PV);2017;190918.0
7660;Passenger car licence incl. trailer;50 to 59 years;Gelderland (PV);2018;172420.0
7661;Passenger car licence incl. trailer;50 to 59 years;Gelderland (PV);2019;154194.0
7662;Passenger car licence incl. trailer;50 to 59 years;Gelderland (PV);2020;136423.0
7663;Passenger car licence incl. trailer;50 to 59 years;Gelderland (PV);2021;119005.0
7664;Passenger car licence incl. trailer;50 to 59 years;Gelderland (PV);2022;100671.0
7665;Passenger car licence incl. trailer;50 to 59 years;Gelderland (PV);2023;83127.0
7666;Passenger car licence incl. trailer;50 to 59 years;Gelderland (PV);2024;67279.0
7667;Passenger car licence incl. trailer;50 to 59 years;Gelderland (PV);2025;54632.0
7668;Passenger car licence incl. trailer;50 to 59 years;Utrecht (PV);2014;118075.0
7669;Passenger car licence incl. trailer;50 to 59 years;Utrecht (PV);2015;114828.0
7670;Passenger car licence incl. trailer;50 to 59 years;Utrecht (PV);2016;108106.0
7671;Passenger car licence incl. trailer;50 to 59 years;Utrecht (PV);2017;97645.0
7672;Passenger car licence incl. trailer;50 to 59 years;Utrecht (PV);2018;86961.0
7673;Passenger car licence incl. trailer;50 to 59 years;Utrecht (PV);2019;76245.0
7674;Passenger car licence incl. trailer;50 to 59 years;Utrecht (PV);2020;68547.0
7675;Passenger car licence incl. trailer;50 to 59 years;Utrecht (PV);2021;58419.0
7676;Passenger car licence incl. trailer;50 to 59 years;Utrecht (PV);2022;47975.0
7677;Passenger car licence incl. trailer;50 to 59 years;Utrecht (PV);2023;38651.0
7678;Passenger car licence incl. trailer;50 to 59 years;Utrecht (PV);2024;30189.0
7679;Passenger car licence incl. trailer;50 to 59 years;Utrecht (PV);2025;23493.0
7680;Passenger car licence incl. trailer;50 to 59 years;Noord-Holland (PV);2014;240542.0
7681;Passenger car licence incl. trailer;50 to 59 years;Noord-Holland (PV);2015;232782.0
7682;Passenger car licence incl. trailer;50 to 59 years;Noord-Holland (PV);2016;217914.0
7683;Passenger car licence incl. trailer;50 to 59 years;Noord-Holland (PV);2017;196636.0
7684;Passenger car licence incl. trailer;50 to 59 years;Noord-Holland (PV);2018;174764.0
7685;Passenger car licence incl. trailer;50 to 59 years;Noord-Holland (PV);2019;153578.0
7686;Passenger car licence incl. trailer;50 to 59 years;Noord-Holland (PV);2020;132687.0
7687;Passenger car licence incl. trailer;50 to 59 years;Noord-Holland (PV);2021;112534.0
7688;Passenger car licence incl. trailer;50 to 59 years;Noord-Holland (PV);2022;92157.0
7689;Passenger car licence incl. trailer;50 to 59 years;Noord-Holland (PV);2023;73252.0
7690;Passenger car licence incl. trailer;50 to 59 years;Noord-Holland (PV);2024;56683.0
7691;Passenger car licence incl. trailer;50 to 59 years;Noord-Holland (PV);2025;43960.0
7692;Passenger car licence incl. trailer;50 to 59 years;Zuid-Holland (PV);2014;324278.0
7693;Passenger car licence incl. trailer;50 to 59 years;Zuid-Holland (PV);2015;315112.0
7694;Passenger car licence incl. trailer;50 to 59 years;Zuid-Holland (PV);2016;295860.0
7695;Passenger car licence incl. trailer;50 to 59 years;Zuid-Holland (PV);2017;267116.0
7696;Passenger car licence incl. trailer;50 to 59 years;Zuid-Holland (PV);2018;237834.0
7697;Passenger car licence incl. trailer;50 to 59 years;Zuid-Holland (PV);2019;208873.0
7698;Passenger car licence incl. trailer;50 to 59 years;Zuid-Holland (PV);2020;178450.0
7699;Passenger car licence incl. trailer;50 to 59 years;Zuid-Holland (PV);2021;151686.0
7700;Passenger car licence incl. trailer;50 to 59 years;Zuid-Holland (PV);2022;124198.0
7701;Passenger car licence incl. trailer;50 to 59 years;Zuid-Holland (PV);2023;98691.0
7702;Passenger car licence incl. trailer;50 to 59 years;Zuid-Holland (PV);2024;75714.0
7703;Passenger car licence incl. trailer;50 to 59 years;Zuid-Holland (PV);2025;57602.0
7704;Passenger car licence incl. trailer;50 to 59 years;Zeeland (PV);2014;44131.0
7705;Passenger car licence incl. trailer;50 to 59 years;Zeeland (PV);2015;43147.0
7706;Passenger car licence incl. trailer;50 to 59 years;Zeeland (PV);2016;40959.0
7707;Passenger car licence incl. trailer;50 to 59 years;Zeeland (PV);2017;37421.0
7708;Passenger car licence incl. trailer;50 to 59 years;Zeeland (PV);2018;33862.0
7709;Passenger car licence incl. trailer;50 to 59 years;Zeeland (PV);2019;30476.0
7710;Passenger car licence incl. trailer;50 to 59 years;Zeeland (PV);2020;27115.0
7711;Passenger car licence incl. trailer;50 to 59 years;Zeeland (PV);2021;23825.0
7712;Passenger car licence incl. trailer;50 to 59 years;Zeeland (PV);2022;20649.0
7713;Passenger car licence incl. trailer;50 to 59 years;Zeeland (PV);2023;17425.0
7714;Passenger car licence incl. trailer;50 to 59 years;Zeeland (PV);2024;14133.0
7715;Passenger car licence incl. trailer;50 to 59 years;Zeeland (PV);2025;11349.0
7716;Passenger car licence incl. trailer;50 to 59 years;Noord-Brabant (PV);2014;286471.0
7717;Passenger car licence incl. trailer;50 to 59 years;Noord-Brabant (PV);2015;281929.0
7718;Passenger car licence incl. trailer;50 to 59 years;Noord-Brabant (PV);2016;267584.0
7719;Passenger car licence incl. trailer;50 to 59 years;Noord-Brabant (PV);2017;243962.0
7720;Passenger car licence incl. trailer;50 to 59 years;Noord-Brabant (PV);2018;219521.0
7721;Passenger car licence incl. trailer;50 to 59 years;Noord-Brabant (PV);2019;195476.0
7722;Passenger car licence incl. trailer;50 to 59 years;Noord-Brabant (PV);2020;171807.0
7723;Passenger car licence incl. trailer;50 to 59 years;Noord-Brabant (PV);2021;148479.0
7724;Passenger car licence incl. trailer;50 to 59 years;Noord-Brabant (PV);2022;123877.0
7725;Passenger car licence incl. trailer;50 to 59 years;Noord-Brabant (PV);2023;100620.0
7726;Passenger car licence incl. trailer;50 to 59 years;Noord-Brabant (PV);2024;79122.0
7727;Passenger car licence incl. trailer;50 to 59 years;Noord-Brabant (PV);2025;61252.0
7728;Passenger car licence incl. trailer;50 to 59 years;Limburg (PV);2014;135107.0
7729;Passenger car licence incl. trailer;50 to 59 years;Limburg (PV);2015;131010.0
7730;Passenger car licence incl. trailer;50 to 59 years;Limburg (PV);2016;122744.0
7731;Passenger car licence incl. trailer;50 to 59 years;Limburg (PV);2017;111016.0
7732;Passenger car licence incl. trailer;50 to 59 years;Limburg (PV);2018;98981.0
7733;Passenger car licence incl. trailer;50 to 59 years;Limburg (PV);2019;87035.0
7734;Passenger car licence incl. trailer;50 to 59 years;Limburg (PV);2020;75484.0
7735;Passenger car licence incl. trailer;50 to 59 years;Limburg (PV);2021;64101.0
7736;Passenger car licence incl. trailer;50 to 59 years;Limburg (PV);2022;52481.0
7737;Passenger car licence incl. trailer;50 to 59 years;Limburg (PV);2023;42006.0
7738;Passenger car licence incl. trailer;50 to 59 years;Limburg (PV);2024;32575.0
7739;Passenger car licence incl. trailer;50 to 59 years;Limburg (PV);2025;25251.0
7740;Passenger car licence incl. trailer;50 to 59 years;Unclassifiable (PV);2014;5771.0
7741;Passenger car licence incl. trailer;50 to 59 years;Unclassifiable (PV);2015;5718.0
7742;Passenger car licence incl. trailer;50 to 59 years;Unclassifiable (PV);2016;5539.0
7743;Passenger car licence incl. trailer;50 to 59 years;Unclassifiable (PV);2017;5347.0
7744;Passenger car licence incl. trailer;50 to 59 years;Unclassifiable (PV);2018;5032.0
7745;Passenger car licence incl. trailer;50 to 59 years;Unclassifiable (PV);2019;4643.0
7746;Passenger car licence incl. trailer;50 to 59 years;Unclassifiable (PV);2020;4191.0
7747;Passenger car licence incl. trailer;50 to 59 years;Unclassifiable (PV);2021;3618.0
7748;Passenger car licence incl. trailer;50 to 59 years;Unclassifiable (PV);2022;2923.0
7749;Passenger car licence incl. trailer;50 to 59 years;Unclassifiable (PV);2023;2276.0
7750;Passenger car licence incl. trailer;50 to 59 years;Unclassifiable (PV);2024;1898.0
7751;Passenger car licence incl. trailer;50 to 59 years;Unclassifiable (PV);2025;1441.0
7752;Passenger car licence incl. trailer;60 to 64 years;Nederland;2014;820916.0
7753;Passenger car licence incl. trailer;60 to 64 years;Nederland;2015;817793.0
7754;Passenger car licence incl. trailer;60 to 64 years;Nederland;2016;822802.0
7755;Passenger car licence incl. trailer;60 to 64 years;Nederland;2017;827796.0
7756;Passenger car licence incl. trailer;60 to 64 years;Nederland;2018;828930.0
7757;Passenger car licence incl. trailer;60 to 64 years;Nederland;2019;836346.0
7758;Passenger car licence incl. trailer;60 to 64 years;Nederland;2020;847805.0
7759;Passenger car licence incl. trailer;60 to 64 years;Nederland;2021;855539.0
7760;Passenger car licence incl. trailer;60 to 64 years;Nederland;2022;857895.0
7761;Passenger car licence incl. trailer;60 to 64 years;Nederland;2023;851174.0
7762;Passenger car licence incl. trailer;60 to 64 years;Nederland;2024;830226.0
7763;Passenger car licence incl. trailer;60 to 64 years;Nederland;2025;782155.0
7764;Passenger car licence incl. trailer;60 to 64 years;Noord-Nederland (LD);2014;92061.0
7765;Passenger car licence incl. trailer;60 to 64 years;Noord-Nederland (LD);2015;92166.0
7766;Passenger car licence incl. trailer;60 to 64 years;Noord-Nederland (LD);2016;93027.0
7767;Passenger car licence incl. trailer;60 to 64 years;Noord-Nederland (LD);2017;93749.0
7768;Passenger car licence incl. trailer;60 to 64 years;Noord-Nederland (LD);2018;93640.0
7769;Passenger car licence incl. trailer;60 to 64 years;Noord-Nederland (LD);2019;94399.0
7770;Passenger car licence incl. trailer;60 to 64 years;Noord-Nederland (LD);2020;95548.0
7771;Passenger car licence incl. trailer;60 to 64 years;Noord-Nederland (LD);2021;96122.0
7772;Passenger car licence incl. trailer;60 to 64 years;Noord-Nederland (LD);2022;96330.0
7773;Passenger car licence incl. trailer;60 to 64 years;Noord-Nederland (LD);2023;95551.0
7774;Passenger car licence incl. trailer;60 to 64 years;Noord-Nederland (LD);2024;93029.0
7775;Passenger car licence incl. trailer;60 to 64 years;Noord-Nederland (LD);2025;87676.0
7776;Passenger car licence incl. trailer;60 to 64 years;Oost-Nederland (LD);2014;179073.0
7777;Passenger car licence incl. trailer;60 to 64 years;Oost-Nederland (LD);2015;180078.0
7778;Passenger car licence incl. trailer;60 to 64 years;Oost-Nederland (LD);2016;182355.0
7779;Passenger car licence incl. trailer;60 to 64 years;Oost-Nederland (LD);2017;184211.0
7780;Passenger car licence incl. trailer;60 to 64 years;Oost-Nederland (LD);2018;185158.0
7781;Passenger car licence incl. trailer;60 to 64 years;Oost-Nederland (LD);2019;187402.0
7782;Passenger car licence incl. trailer;60 to 64 years;Oost-Nederland (LD);2020;190539.0
7783;Passenger car licence incl. trailer;60 to 64 years;Oost-Nederland (LD);2021;193246.0
7784;Passenger car licence incl. trailer;60 to 64 years;Oost-Nederland (LD);2022;194902.0
7785;Passenger car licence incl. trailer;60 to 64 years;Oost-Nederland (LD);2023;194329.0
7786;Passenger car licence incl. trailer;60 to 64 years;Oost-Nederland (LD);2024;190379.0
7787;Passenger car licence incl. trailer;60 to 64 years;Oost-Nederland (LD);2025;180179.0
7788;Passenger car licence incl. trailer;60 to 64 years;West-Nederland (LD);2014;349094.0
7789;Passenger car licence incl. trailer;60 to 64 years;West-Nederland (LD);2015;346215.0
7790;Passenger car licence incl. trailer;60 to 64 years;West-Nederland (LD);2016;347424.0
7791;Passenger car licence incl. trailer;60 to 64 years;West-Nederland (LD);2017;348526.0
7792;Passenger car licence incl. trailer;60 to 64 years;West-Nederland (LD);2018;347793.0
7793;Passenger car licence incl. trailer;60 to 64 years;West-Nederland (LD);2019;349748.0
7794;Passenger car licence incl. trailer;60 to 64 years;West-Nederland (LD);2020;353112.0
7795;Passenger car licence incl. trailer;60 to 64 years;West-Nederland (LD);2021;354487.0
7796;Passenger car licence incl. trailer;60 to 64 years;West-Nederland (LD);2022;353127.0
7797;Passenger car licence incl. trailer;60 to 64 years;West-Nederland (LD);2023;348434.0
7798;Passenger car licence incl. trailer;60 to 64 years;West-Nederland (LD);2024;338389.0
7799;Passenger car licence incl. trailer;60 to 64 years;West-Nederland (LD);2025;316468.0
7800;Passenger car licence incl. trailer;60 to 64 years;Zuid-Nederland (LD);2014;198423.0
7801;Passenger car licence incl. trailer;60 to 64 years;Zuid-Nederland (LD);2015;197029.0
7802;Passenger car licence incl. trailer;60 to 64 years;Zuid-Nederland (LD);2016;197597.0
7803;Passenger car licence incl. trailer;60 to 64 years;Zuid-Nederland (LD);2017;198729.0
7804;Passenger car licence incl. trailer;60 to 64 years;Zuid-Nederland (LD);2018;199654.0
7805;Passenger car licence incl. trailer;60 to 64 years;Zuid-Nederland (LD);2019;201944.0
7806;Passenger car licence incl. trailer;60 to 64 years;Zuid-Nederland (LD);2020;205601.0
7807;Passenger car licence incl. trailer;60 to 64 years;Zuid-Nederland (LD);2021;208462.0
7808;Passenger car licence incl. trailer;60 to 64 years;Zuid-Nederland (LD);2022;210421.0
7809;Passenger car licence incl. trailer;60 to 64 years;Zuid-Nederland (LD);2023;209700.0
7810;Passenger car licence incl. trailer;60 to 64 years;Zuid-Nederland (LD);2024;205124.0
7811;Passenger car licence incl. trailer;60 to 64 years;Zuid-Nederland (LD);2025;194420.0
7812;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (LD);2014;2265.0
7813;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (LD);2015;2305.0
7814;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (LD);2016;2399.0
7815;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (LD);2017;2581.0
7816;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (LD);2018;2685.0
7817;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (LD);2019;2853.0
7818;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (LD);2020;3005.0
7819;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (LD);2021;3222.0
7820;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (LD);2022;3115.0
7821;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (LD);2023;3160.0
7822;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (LD);2024;3305.0
7823;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (LD);2025;3412.0
7824;Passenger car licence incl. trailer;60 to 64 years;Groningen (PV);2014;29050.0
7825;Passenger car licence incl. trailer;60 to 64 years;Groningen (PV);2015;28996.0
7826;Passenger car licence incl. trailer;60 to 64 years;Groningen (PV);2016;29240.0
7827;Passenger car licence incl. trailer;60 to 64 years;Groningen (PV);2017;29351.0
7828;Passenger car licence incl. trailer;60 to 64 years;Groningen (PV);2018;29082.0
7829;Passenger car licence incl. trailer;60 to 64 years;Groningen (PV);2019;29100.0
7830;Passenger car licence incl. trailer;60 to 64 years;Groningen (PV);2020;29467.0
7831;Passenger car licence incl. trailer;60 to 64 years;Groningen (PV);2021;29369.0
7832;Passenger car licence incl. trailer;60 to 64 years;Groningen (PV);2022;29118.0
7833;Passenger car licence incl. trailer;60 to 64 years;Groningen (PV);2023;28648.0
7834;Passenger car licence incl. trailer;60 to 64 years;Groningen (PV);2024;27556.0
7835;Passenger car licence incl. trailer;60 to 64 years;Groningen (PV);2025;25473.0
7836;Passenger car licence incl. trailer;60 to 64 years;Fryslân (PV);2014;34154.0
7837;Passenger car licence incl. trailer;60 to 64 years;Fryslân (PV);2015;34098.0
7838;Passenger car licence incl. trailer;60 to 64 years;Fryslân (PV);2016;34584.0
7839;Passenger car licence incl. trailer;60 to 64 years;Fryslân (PV);2017;34970.0
7840;Passenger car licence incl. trailer;60 to 64 years;Fryslân (PV);2018;34994.0
7841;Passenger car licence incl. trailer;60 to 64 years;Fryslân (PV);2019;35361.0
7842;Passenger car licence incl. trailer;60 to 64 years;Fryslân (PV);2020;35809.0
7843;Passenger car licence incl. trailer;60 to 64 years;Fryslân (PV);2021;36085.0
7844;Passenger car licence incl. trailer;60 to 64 years;Fryslân (PV);2022;36233.0
7845;Passenger car licence incl. trailer;60 to 64 years;Fryslân (PV);2023;36083.0
7846;Passenger car licence incl. trailer;60 to 64 years;Fryslân (PV);2024;35265.0
7847;Passenger car licence incl. trailer;60 to 64 years;Fryslân (PV);2025;33398.0
7848;Passenger car licence incl. trailer;60 to 64 years;Drenthe (PV);2014;28857.0
7849;Passenger car licence incl. trailer;60 to 64 years;Drenthe (PV);2015;29072.0
7850;Passenger car licence incl. trailer;60 to 64 years;Drenthe (PV);2016;29203.0
7851;Passenger car licence incl. trailer;60 to 64 years;Drenthe (PV);2017;29428.0
7852;Passenger car licence incl. trailer;60 to 64 years;Drenthe (PV);2018;29564.0
7853;Passenger car licence incl. trailer;60 to 64 years;Drenthe (PV);2019;29938.0
7854;Passenger car licence incl. trailer;60 to 64 years;Drenthe (PV);2020;30272.0
7855;Passenger car licence incl. trailer;60 to 64 years;Drenthe (PV);2021;30668.0
7856;Passenger car licence incl. trailer;60 to 64 years;Drenthe (PV);2022;30979.0
7857;Passenger car licence incl. trailer;60 to 64 years;Drenthe (PV);2023;30820.0
7858;Passenger car licence incl. trailer;60 to 64 years;Drenthe (PV);2024;30208.0
7859;Passenger car licence incl. trailer;60 to 64 years;Drenthe (PV);2025;28805.0
7860;Passenger car licence incl. trailer;60 to 64 years;Overijssel (PV);2014;57404.0
7861;Passenger car licence incl. trailer;60 to 64 years;Overijssel (PV);2015;57547.0
7862;Passenger car licence incl. trailer;60 to 64 years;Overijssel (PV);2016;58307.0
7863;Passenger car licence incl. trailer;60 to 64 years;Overijssel (PV);2017;58801.0
7864;Passenger car licence incl. trailer;60 to 64 years;Overijssel (PV);2018;59128.0
7865;Passenger car licence incl. trailer;60 to 64 years;Overijssel (PV);2019;59860.0
7866;Passenger car licence incl. trailer;60 to 64 years;Overijssel (PV);2020;60889.0
7867;Passenger car licence incl. trailer;60 to 64 years;Overijssel (PV);2021;61728.0
7868;Passenger car licence incl. trailer;60 to 64 years;Overijssel (PV);2022;62274.0
7869;Passenger car licence incl. trailer;60 to 64 years;Overijssel (PV);2023;62142.0
7870;Passenger car licence incl. trailer;60 to 64 years;Overijssel (PV);2024;60855.0
7871;Passenger car licence incl. trailer;60 to 64 years;Overijssel (PV);2025;57747.0
7872;Passenger car licence incl. trailer;60 to 64 years;Flevoland (PV);2014;16473.0
7873;Passenger car licence incl. trailer;60 to 64 years;Flevoland (PV);2015;16802.0
7874;Passenger car licence incl. trailer;60 to 64 years;Flevoland (PV);2016;17353.0
7875;Passenger car licence incl. trailer;60 to 64 years;Flevoland (PV);2017;17695.0
7876;Passenger car licence incl. trailer;60 to 64 years;Flevoland (PV);2018;18005.0
7877;Passenger car licence incl. trailer;60 to 64 years;Flevoland (PV);2019;18239.0
7878;Passenger car licence incl. trailer;60 to 64 years;Flevoland (PV);2020;18503.0
7879;Passenger car licence incl. trailer;60 to 64 years;Flevoland (PV);2021;18676.0
7880;Passenger car licence incl. trailer;60 to 64 years;Flevoland (PV);2022;18716.0
7881;Passenger car licence incl. trailer;60 to 64 years;Flevoland (PV);2023;18359.0
7882;Passenger car licence incl. trailer;60 to 64 years;Flevoland (PV);2024;17767.0
7883;Passenger car licence incl. trailer;60 to 64 years;Flevoland (PV);2025;16596.0
7884;Passenger car licence incl. trailer;60 to 64 years;Gelderland (PV);2014;105196.0
7885;Passenger car licence incl. trailer;60 to 64 years;Gelderland (PV);2015;105729.0
7886;Passenger car licence incl. trailer;60 to 64 years;Gelderland (PV);2016;106695.0
7887;Passenger car licence incl. trailer;60 to 64 years;Gelderland (PV);2017;107715.0
7888;Passenger car licence incl. trailer;60 to 64 years;Gelderland (PV);2018;108025.0
7889;Passenger car licence incl. trailer;60 to 64 years;Gelderland (PV);2019;109303.0
7890;Passenger car licence incl. trailer;60 to 64 years;Gelderland (PV);2020;111147.0
7891;Passenger car licence incl. trailer;60 to 64 years;Gelderland (PV);2021;112842.0
7892;Passenger car licence incl. trailer;60 to 64 years;Gelderland (PV);2022;113912.0
7893;Passenger car licence incl. trailer;60 to 64 years;Gelderland (PV);2023;113828.0
7894;Passenger car licence incl. trailer;60 to 64 years;Gelderland (PV);2024;111757.0
7895;Passenger car licence incl. trailer;60 to 64 years;Gelderland (PV);2025;105836.0
7896;Passenger car licence incl. trailer;60 to 64 years;Utrecht (PV);2014;54444.0
7897;Passenger car licence incl. trailer;60 to 64 years;Utrecht (PV);2015;54325.0
7898;Passenger car licence incl. trailer;60 to 64 years;Utrecht (PV);2016;54664.0
7899;Passenger car licence incl. trailer;60 to 64 years;Utrecht (PV);2017;55246.0
7900;Passenger car licence incl. trailer;60 to 64 years;Utrecht (PV);2018;55277.0
7901;Passenger car licence incl. trailer;60 to 64 years;Utrecht (PV);2019;56176.0
7902;Passenger car licence incl. trailer;60 to 64 years;Utrecht (PV);2020;58706.0
7903;Passenger car licence incl. trailer;60 to 64 years;Utrecht (PV);2021;59155.0
7904;Passenger car licence incl. trailer;60 to 64 years;Utrecht (PV);2022;59041.0
7905;Passenger car licence incl. trailer;60 to 64 years;Utrecht (PV);2023;58393.0
7906;Passenger car licence incl. trailer;60 to 64 years;Utrecht (PV);2024;56515.0
7907;Passenger car licence incl. trailer;60 to 64 years;Utrecht (PV);2025;52896.0
7908;Passenger car licence incl. trailer;60 to 64 years;Noord-Holland (PV);2014;118174.0
7909;Passenger car licence incl. trailer;60 to 64 years;Noord-Holland (PV);2015;116572.0
7910;Passenger car licence incl. trailer;60 to 64 years;Noord-Holland (PV);2016;116253.0
7911;Passenger car licence incl. trailer;60 to 64 years;Noord-Holland (PV);2017;116023.0
7912;Passenger car licence incl. trailer;60 to 64 years;Noord-Holland (PV);2018;115321.0
7913;Passenger car licence incl. trailer;60 to 64 years;Noord-Holland (PV);2019;115538.0
7914;Passenger car licence incl. trailer;60 to 64 years;Noord-Holland (PV);2020;116431.0
7915;Passenger car licence incl. trailer;60 to 64 years;Noord-Holland (PV);2021;116886.0
7916;Passenger car licence incl. trailer;60 to 64 years;Noord-Holland (PV);2022;116572.0
7917;Passenger car licence incl. trailer;60 to 64 years;Noord-Holland (PV);2023;115040.0
7918;Passenger car licence incl. trailer;60 to 64 years;Noord-Holland (PV);2024;111342.0
7919;Passenger car licence incl. trailer;60 to 64 years;Noord-Holland (PV);2025;103408.0
7920;Passenger car licence incl. trailer;60 to 64 years;Zuid-Holland (PV);2014;154516.0
7921;Passenger car licence incl. trailer;60 to 64 years;Zuid-Holland (PV);2015;153493.0
7922;Passenger car licence incl. trailer;60 to 64 years;Zuid-Holland (PV);2016;154581.0
7923;Passenger car licence incl. trailer;60 to 64 years;Zuid-Holland (PV);2017;155270.0
7924;Passenger car licence incl. trailer;60 to 64 years;Zuid-Holland (PV);2018;155147.0
7925;Passenger car licence incl. trailer;60 to 64 years;Zuid-Holland (PV);2019;156145.0
7926;Passenger car licence incl. trailer;60 to 64 years;Zuid-Holland (PV);2020;155967.0
7927;Passenger car licence incl. trailer;60 to 64 years;Zuid-Holland (PV);2021;156407.0
7928;Passenger car licence incl. trailer;60 to 64 years;Zuid-Holland (PV);2022;155557.0
7929;Passenger car licence incl. trailer;60 to 64 years;Zuid-Holland (PV);2023;153188.0
7930;Passenger car licence incl. trailer;60 to 64 years;Zuid-Holland (PV);2024;148811.0
7931;Passenger car licence incl. trailer;60 to 64 years;Zuid-Holland (PV);2025;139294.0
7932;Passenger car licence incl. trailer;60 to 64 years;Zeeland (PV);2014;21960.0
7933;Passenger car licence incl. trailer;60 to 64 years;Zeeland (PV);2015;21825.0
7934;Passenger car licence incl. trailer;60 to 64 years;Zeeland (PV);2016;21926.0
7935;Passenger car licence incl. trailer;60 to 64 years;Zeeland (PV);2017;21987.0
7936;Passenger car licence incl. trailer;60 to 64 years;Zeeland (PV);2018;22048.0
7937;Passenger car licence incl. trailer;60 to 64 years;Zeeland (PV);2019;21889.0
7938;Passenger car licence incl. trailer;60 to 64 years;Zeeland (PV);2020;22008.0
7939;Passenger car licence incl. trailer;60 to 64 years;Zeeland (PV);2021;22039.0
7940;Passenger car licence incl. trailer;60 to 64 years;Zeeland (PV);2022;21957.0
7941;Passenger car licence incl. trailer;60 to 64 years;Zeeland (PV);2023;21813.0
7942;Passenger car licence incl. trailer;60 to 64 years;Zeeland (PV);2024;21721.0
7943;Passenger car licence incl. trailer;60 to 64 years;Zeeland (PV);2025;20870.0
7944;Passenger car licence incl. trailer;60 to 64 years;Noord-Brabant (PV);2014;132859.0
7945;Passenger car licence incl. trailer;60 to 64 years;Noord-Brabant (PV);2015;131895.0
7946;Passenger car licence incl. trailer;60 to 64 years;Noord-Brabant (PV);2016;132155.0
7947;Passenger car licence incl. trailer;60 to 64 years;Noord-Brabant (PV);2017;133124.0
7948;Passenger car licence incl. trailer;60 to 64 years;Noord-Brabant (PV);2018;134065.0
7949;Passenger car licence incl. trailer;60 to 64 years;Noord-Brabant (PV);2019;135894.0
7950;Passenger car licence incl. trailer;60 to 64 years;Noord-Brabant (PV);2020;138655.0
7951;Passenger car licence incl. trailer;60 to 64 years;Noord-Brabant (PV);2021;140835.0
7952;Passenger car licence incl. trailer;60 to 64 years;Noord-Brabant (PV);2022;142476.0
7953;Passenger car licence incl. trailer;60 to 64 years;Noord-Brabant (PV);2023;142595.0
7954;Passenger car licence incl. trailer;60 to 64 years;Noord-Brabant (PV);2024;140372.0
7955;Passenger car licence incl. trailer;60 to 64 years;Noord-Brabant (PV);2025;134173.0
7956;Passenger car licence incl. trailer;60 to 64 years;Limburg (PV);2014;65564.0
7957;Passenger car licence incl. trailer;60 to 64 years;Limburg (PV);2015;65134.0
7958;Passenger car licence incl. trailer;60 to 64 years;Limburg (PV);2016;65442.0
7959;Passenger car licence incl. trailer;60 to 64 years;Limburg (PV);2017;65605.0
7960;Passenger car licence incl. trailer;60 to 64 years;Limburg (PV);2018;65589.0
7961;Passenger car licence incl. trailer;60 to 64 years;Limburg (PV);2019;66050.0
7962;Passenger car licence incl. trailer;60 to 64 years;Limburg (PV);2020;66946.0
7963;Passenger car licence incl. trailer;60 to 64 years;Limburg (PV);2021;67627.0
