ID;BedrijfstakkenSBI2008EnSectoren;TypeKapitaalgoed;Perioden;KapitaalgoederenvoorraadEindbalans_1;VolumeIndexcijfers2005100_2;KapitaalgoederenvoorraadBeginbalans_3;Herwaardering_4;InvestInVasteActivaProdEnInvoer_5;Afschrijvingen_6;HandelEnOverigeMutaties_7;StatistischVerschil_8;KapitaalgoederenvoorraadEindbalans_9
75;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1988;143752;85.9;141617;1288.0;5177.0;4309.0;0.0;-21.0;143752
76;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1989;150344;86.4;143752;5756.0;5358.0;4521.0;0.0;-1.0;150344
77;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1990;156625;86.9;150344;5368.0;5638.0;4723.0;0.0;-2.0;156625
78;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1991;163896;87.4;156625;6333.0;5885.0;4949.0;0.0;2.0;163896
79;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1992;170045;88.2;163896;4611.0;6671.0;5133.0;0.0;0.0;170045
80;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1993;176750;89.0;170045;5135.0;6870.0;5355.0;0.0;55.0;176750
81;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1994;180889;89.7;176750;2774.0;6852.0;5508.0;0.0;21.0;180889
82;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1995;186509;90.4;180889;4180.0;7121.0;5690.0;0.0;8.0;186509
83;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1996;191676;91.3;186509;3350.0;7663.0;5848.0;0.0;3.0;191676
84;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1997;196274;91.9;191676;3239.0;7357.0;6013.0;0.0;15.0;196274
85;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1998;202309;92.6;196274;4512.0;7719.0;6211.0;0.0;15.0;202309
86;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1999;209294;93.6;202309;4794.0;8609.0;6423.0;0.0;5.0;209294
87;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2000;221072;94.9;209294;8644.0;9931.0;6789.0;0.0;-8.0;221072
88;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2001;235264;96.3;221072;10913.0;10517.0;7238.0;0.0;0.0;235264
89;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2002;247694;97.4;235264;9423.0;10634.0;7627.0;0.0;0.0;247694
90;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2003;261667;98.4;247694;11346.0;10675.0;8048.0;0.0;0.0;261667
91;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2004;265451;99.1;261667;2048.0;9908.0;8172.0;0.0;0.0;265451
92;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2005;270636;100.0;265451;2673.0;10829.0;8317.0;0.0;0.0;270636
93;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2006;281330;101.0;270636;7907.0;11420.0;8633.0;0.0;0.0;281330
94;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2007;294045;102.0;281330;9886.0;11853.0;9024.0;0.0;0.0;294045
95;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2008;310790;103.2;294045;13126.0;13138.0;9519.0;0.0;0.0;310790
96;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2009;314150;104.4;310790;-186.0;13153.0;9608.0;0.0;0.0;314150
97;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2010;326902;105.5;314150;9181.0;13553.0;9982.0;0.0;0.0;326902
98;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2011;340243;106.9;326902;9034.0;14679.0;10372.0;0.0;0.0;340243
99;A-U Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2012;352040;107.8;340243;8663.0;13879.0;10745.0;0.0;0.0;352040
100;A-U Alle economische activiteiten;Totaal vervoermiddelen;1988;26726;73.2;26046;425.0;4861.0;4137.0;-511.0;41.0;26726
101;A-U Alle economische activiteiten;Totaal vervoermiddelen;1989;28628;76.0;26726;842.0;6046.0;4411.0;-623.0;48.0;28628
102;A-U Alle economische activiteiten;Totaal vervoermiddelen;1990;30242;78.7;28628;571.0;6504.0;4689.0;-815.0;43.0;30242
103;A-U Alle economische activiteiten;Totaal vervoermiddelen;1991;32127;82.3;30242;494.0;7066.0;4986.0;-648.0;-42.0;32127
104;A-U Alle economische activiteiten;Totaal vervoermiddelen;1992;33254;83.9;32127;510.0;6751.0;5336.0;-799.0;2.0;33254
105;A-U Alle economische activiteiten;Totaal vervoermiddelen;1993;33032;83.7;33254;-163.0;6193.0;5434.0;-814.0;-5.0;33032
106;A-U Alle economische activiteiten;Totaal vervoermiddelen;1994;33166;84.0;33032;30.0;6408.0;5413.0;-887.0;-5.0;33166
107;A-U Alle economische activiteiten;Totaal vervoermiddelen;1995;34354;86.7;33166;125.0;7447.0;5502.0;-877.0;-5.0;34354
108;A-U Alle economische activiteiten;Totaal vervoermiddelen;1996;34886;87.7;34354;144.0;7587.0;5729.0;-1439.0;-31.0;34886
109;A-U Alle economische activiteiten;Totaal vervoermiddelen;1997;35721;89.8;34886;20.0;7536.0;5910.0;-832.0;21.0;35721
110;A-U Alle economische activiteiten;Totaal vervoermiddelen;1998;37825;93.1;35721;773.0;8650.0;6319.0;-972.0;-28.0;37825
111;A-U Alle economische activiteiten;Totaal vervoermiddelen;1999;39708;96.8;37825;362.0;9518.0;6793.0;-1222.0;18.0;39708
112;A-U Alle economische activiteiten;Totaal vervoermiddelen;2000;41681;100.0;39708;640.0;9917.0;7376.0;-1230.0;22.0;41681
113;A-U Alle economische activiteiten;Totaal vervoermiddelen;2001;42544;101.4;41681;243.0;9920.0;7800.0;-1500.0;0.0;42544
114;A-U Alle economische activiteiten;Totaal vervoermiddelen;2002;42668;99.7;42544;842.0;9101.0;8031.0;-1788.0;0.0;42668
115;A-U Alle economische activiteiten;Totaal vervoermiddelen;2003;43472;100.6;42668;415.0;10325.0;8049.0;-1887.0;0.0;43472
116;A-U Alle economische activiteiten;Totaal vervoermiddelen;2004;43969;100.8;43472;404.0;10143.0;8155.0;-1895.0;0.0;43969
117;A-U Alle economische activiteiten;Totaal vervoermiddelen;2005;44429;100.0;43969;829.0;10116.0;8345.0;-2140.0;0.0;44429
118;A-U Alle economische activiteiten;Totaal vervoermiddelen;2006;45652;101.5;44429;542.0;11388.0;8531.0;-2176.0;0.0;45652
119;A-U Alle economische activiteiten;Totaal vervoermiddelen;2007;46973;102.9;45652;713.0;11828.0;8861.0;-2359.0;0.0;46973
120;A-U Alle economische activiteiten;Totaal vervoermiddelen;2008;48477;105.7;46973;205.0;12670.0;9038.0;-2333.0;0.0;48477
121;A-U Alle economische activiteiten;Totaal vervoermiddelen;2009;47159;102.3;48476;211.0;9718.0;8891.0;-2355.0;0.0;47159
122;A-U Alle economische activiteiten;Totaal vervoermiddelen;2010;46177;100.0;47159;137.0;9952.0;8485.0;-2587.0;0.0;46177
123;A-U Alle economische activiteiten;Totaal vervoermiddelen;2011;46756;101.0;46177;69.0;11548.0;8274.0;-2765.0;0.0;46756
124;A-U Alle economische activiteiten;Totaal vervoermiddelen;2012;48262;102.6;46756;761.0;11511.0;8326.0;-2440.0;0.0;48262
125;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;1988;12868;60.3;12242;177.0;3839.0;3156.0;-265.0;31.0;12868
126;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;1989;13587;62.3;12868;275.0;4188.0;3362.0;-417.0;35.0;13587
127;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;1990;14458;65.7;13587;132.0;4787.0;3553.0;-523.0;26.0;14458
128;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;1991;15441;69.2;14458;189.0;5186.0;3789.0;-562.0;-40.0;15441
129;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;1992;16508;71.4;15441;562.0;5178.0;4101.0;-573.0;1.0;16508
130;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;1993;16470;70.4;16508;191.0;4595.0;4212.0;-616.0;3.0;16470
131;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;1994;15975;68.8;16470;-107.0;4466.0;4135.0;-727.0;9.0;15975
132;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;1995;16428;70.7;15975;-2.0;5378.0;4150.0;-764.0;-10.0;16428
133;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;1996;17244;74.0;16428;59.0;5921.0;4328.0;-804.0;-32.0;17244
134;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;1997;18249;78.3;17244;-5.0;6378.0;4560.0;-791.0;-18.0;18249
135;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;1998;19751;84.4;18249;79.0;7380.0;4926.0;-958.0;-73.0;19751
136;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;1999;21707;92.7;19751;-1.0;8378.0;5380.0;-1024.0;-16.0;21707
137;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;2000;23347;97.3;21707;531.0;8275.0;5956.0;-1190.0;-20.0;23347
138;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;2001;24711;101.3;23347;384.0;8774.0;6376.0;-1356.0;-63.0;24711
139;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;2002;24488;99.8;24711;149.0;8017.0;6583.0;-1735.0;-71.0;24488
140;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;2003;24326;98.7;24488;104.0;8138.0;6559.0;-1845.0;0.0;24326
141;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;2004;24762;99.9;24326;143.0;8747.0;6625.0;-1829.0;0.0;24762
142;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;2005;25140;100.0;24762;354.0;8797.0;6794.0;-1979.0;0.0;25140
143;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;2006;25912;102.0;25140;253.0;9591.0;6971.0;-2101.0;0.0;25912
144;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;2007;27198;105.7;25912;333.0;10480.0;7284.0;-2243.0;0.0;27198
145;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;2008;27733;109.1;27198;-326.0;10562.0;7431.0;-2270.0;0.0;27733
146;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;2009;25394;100.2;27733;-81.0;7260.0;7219.0;-2298.0;0.0;25394
147;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;2010;23926;93.9;25394;146.0;7599.0;6767.0;-2447.0;0.0;23926
148;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;2011;23687;93.9;23926;-247.0;9169.0;6506.0;-2656.0;0.0;23687
149;A-U Alle economische activiteiten;Personenauto's en overige wegvervoermid.;2012;23748;94.6;23687;-102.0;8827.0;6426.0;-2238.0;0.0;23748
150;A-U Alle economische activiteiten;Treinen en trams;1988;1686;51.5;1648;57.0;92.0;112.0;0.0;1.0;1686
151;A-U Alle economische activiteiten;Treinen en trams;1989;1812;53.0;1686;76.0;168.0;118.0;0.0;0.0;1812
152;A-U Alle economische activiteiten;Treinen en trams;1990;1957;57.3;1812;0.0;269.0;123.0;0.0;0.0;1957
153;A-U Alle economische activiteiten;Treinen en trams;1991;2091;61.2;1957;0.0;264.0;131.0;0.0;1.0;2091
154;A-U Alle economische activiteiten;Treinen en trams;1992;2220;65.3;2091;-12.0;280.0;138.0;0.0;0.0;2220
155;A-U Alle economische activiteiten;Treinen en trams;1993;2556;75.2;2220;0.0;503.0;152.0;0.0;-15.0;2556
156;A-U Alle economische activiteiten;Treinen en trams;1994;2660;77.6;2556;24.0;266.0;165.0;0.0;-21.0;2660
157;A-U Alle economische activiteiten;Treinen en trams;1995;2811;81.4;2660;18.0;306.0;173.0;0.0;1.0;2811
158;A-U Alle economische activiteiten;Treinen en trams;1996;2935;83.7;2811;45.0;262.0;183.0;0.0;0.0;2935
159;A-U Alle economische activiteiten;Treinen en trams;1997;2948;84.7;2935;-24.0;186.0;185.0;0.0;36.0;2948
160;A-U Alle economische activiteiten;Treinen en trams;1998;2998;84.5;2948;59.0;158.0;191.0;0.0;25.0;2998
161;A-U Alle economische activiteiten;Treinen en trams;1999;2921;81.2;2998;43.0;58.0;191.0;0.0;13.0;2921
162;A-U Alle economische activiteiten;Treinen en trams;2000;2939;81.3;2921;15.0;152.0;190.0;0.0;41.0;2939
163;A-U Alle economische activiteiten;Treinen en trams;2001;3023;81.4;2939;80.0;138.0;196.0;0.0;62.0;3023
164;A-U Alle economische activiteiten;Treinen en trams;2002;3222;83.1;3023;133.0;202.0;207.0;0.0;71.0;3222
165;A-U Alle economische activiteiten;Treinen en trams;2003;3611;90.9;3222;78.0;464.0;223.0;70.0;0.0;3611
166;A-U Alle economische activiteiten;Treinen en trams;2004;4102;96.3;3611;261.0;485.0;255.0;0.0;0.0;4102
167;A-U Alle economische activiteiten;Treinen en trams;2005;4320;100.0;4102;57.0;432.0;271.0;0.0;0.0;4320
168;A-U Alle economische activiteiten;Treinen en trams;2006;4454;102.6;4320;23.0;392.0;281.0;0.0;0.0;4454
169;A-U Alle economische activiteiten;Treinen en trams;2007;4521;103.0;4454;49.0;307.0;289.0;0.0;0.0;4521
170;A-U Alle economische activiteiten;Treinen en trams;2008;4775;105.6;4521;137.0;420.0;303.0;0.0;0.0;4775
171;A-U Alle economische activiteiten;Treinen en trams;2009;5216;110.9;4775;191.0;576.0;326.0;0.0;0.0;5216
172;A-U Alle economische activiteiten;Treinen en trams;2010;5781;122.8;5216;9.0;906.0;350.0;0.0;0.0;5781
173;A-U Alle economische activiteiten;Treinen en trams;2011;6008;124.6;5781;140.0;465.0;378.0;0.0;0.0;6008
174;A-U Alle economische activiteiten;Treinen en trams;2012;6157;125.7;6008;97.0;442.0;390.0;0.0;0.0;6157
175;A-U Alle economische activiteiten;Schepen;1988;7859;115.4;7871;112.0;513.0;438.0;-209.0;11.0;7859
176;A-U Alle economische activiteiten;Schepen;1989;8159;114.9;7859;333.0;508.0;453.0;-101.0;13.0;8159
177;A-U Alle economische activiteiten;Schepen;1990;8458;115.4;8159;261.0;604.0;477.0;-104.0;14.0;8458
178;A-U Alle economische activiteiten;Schepen;1991;8687;115.2;8458;248.0;565.0;504.0;-80.0;0.0;8687
179;A-U Alle economische activiteiten;Schepen;1992;8714;114.2;8687;104.0;628.0;521.0;-185.0;1.0;8714
180;A-U Alle economische activiteiten;Schepen;1993;8330;109.8;8714;-55.0;380.0;516.0;-193.0;1.0;8330
181;A-U Alle economische activiteiten;Schepen;1994;8186;106.2;8330;133.0;367.0;517.0;-126.0;-1.0;8186
182;A-U Alle economische activiteiten;Schepen;1995;8368;106.9;8186;132.0;624.0;528.0;-48.0;1.0;8368
183;A-U Alle economische activiteiten;Schepen;1996;8482;109.1;8368;-62.0;715.0;539.0;-2.0;2.0;8482
184;A-U Alle economische activiteiten;Schepen;1997;8411;108.8;8482;-41.0;517.0;549.0;0.0;3.0;8411
185;A-U Alle economische activiteiten;Schepen;1998;9041;109.6;8411;556.0;670.0;597.0;0.0;1.0;9041
186;A-U Alle economische activiteiten;Schepen;1999;9287;109.7;9041;243.0;628.0;625.0;0.0;0.0;9287
187;A-U Alle economische activiteiten;Schepen;2000;9209;108.8;9287;0.0;553.0;632.0;0.0;0.0;9209
188;A-U Alle economische activiteiten;Schepen;2001;8759;106.5;9209;-268.0;432.0;614.0;0.0;1.0;8759
189;A-U Alle economische activiteiten;Schepen;2002;9126;105.1;8759;492.0;523.0;648.0;0.0;0.0;9126
190;A-U Alle economische activiteiten;Schepen;2003;9359;104.0;9126;329.0;577.0;673.0;0.0;0.0;9359
191;A-U Alle economische activiteiten;Schepen;2004;9147;102.0;9359;-29.0;487.0;670.0;0.0;0.0;9147
192;A-U Alle economische activiteiten;Schepen;2005;9130;100.0;9147;163.0;497.0;677.0;0.0;0.0;9130
193;A-U Alle economische activiteiten;Schepen;2006;9465;101.7;9130;181.0;849.0;695.0;0.0;0.0;9465
194;A-U Alle economische activiteiten;Schepen;2007;9941;104.5;9465;201.0;1001.0;726.0;0.0;0.0;9941
195;A-U Alle economische activiteiten;Schepen;2008;10686;110.4;9941;178.0;1335.0;768.0;0.0;0.0;10686
196;A-U Alle economische activiteiten;Schepen;2009;10838;112.5;10686;-50.0;994.0;792.0;0.0;0.0;10838
197;A-U Alle economische activiteiten;Schepen;2010;11008;115.8;10838;-140.0;1113.0;803.0;0.0;0.0;11008
198;A-U Alle economische activiteiten;Schepen;2011;11606;120.6;11008;130.0;1311.0;843.0;0.0;0.0;11606
199;A-U Alle economische activiteiten;Schepen;2012;11968;124.2;11606;21.0;1218.0;877.0;0.0;0.0;11968
200;A-U Alle economische activiteiten;Vliegtuigen;1988;4313;83.0;4285;79.0;417.0;431.0;-37.0;0.0;4313
201;A-U Alle economische activiteiten;Vliegtuigen;1989;5070;94.1;4313;158.0;1182.0;478.0;-105.0;0.0;5070
