ID;NationaliteitVoertuig;RegioS;Perioden;TotaalGeladenGewicht_1;VervoerdBinnenDezelfdeProvincie_2;VervoerdNaarAndereProvincies_3;VervoerdNaarBuitenland_4;TotaalGelostGewicht_5;AfkomstigUitDezelfdeProvincie_6;AfkomstigUitAndereProvincies_7;AfkomstigUitBuitenland_8
96;Alle voertuigen;Gelderland (PV);2006;78458;36680;30411;11367;77800;36680;29434;11686
97;Alle voertuigen;Gelderland (PV);2007;77159;34967;31413;10779;79711;34967;31814;12929
98;Alle voertuigen;Gelderland (PV);2008;75366;31277;32831;11259;74914;31277;30323;13314
99;Alle voertuigen;Gelderland (PV);2009;74605;35087;29175;10343;76153;35087;30225;10841
100;Alle voertuigen;Gelderland (PV);2010;76503;39036;27311;10156;77458;39036;26381;12041
101;Alle voertuigen;Gelderland (PV);2011;78587;40379;28280;9928;80099;40379;28441;11279
102;Alle voertuigen;Gelderland (PV);2012;75677;39956;25383;10338;77470;39956;25925;11589
103;Alle voertuigen;Gelderland (PV);2013;70611;28347;32216;10048;70756;28347;30354;12055
104;Alle voertuigen;Gelderland (PV);2014;75103;31650;32812;10641;75932;31650;31857;12425
105;Alle voertuigen;Gelderland (PV);2015;75607;31074;33663;10870;78021;31074;34757;12190
106;Alle voertuigen;Gelderland (PV);2016;76146;29148;36408;10590;76801;29148;34872;12781
107;Alle voertuigen;Gelderland (PV);2017;76291;28834;35894;11563;76034;28834;34482;12718
108;Alle voertuigen;Gelderland (PV);2018;81035;31430;38156;11449;77088;31430;33143;12515
109;Alle voertuigen;Gelderland (PV);2019;88261;36870;40406;10985;84364;36870;34843;12651
110;Alle voertuigen;Gelderland (PV);2020;85954;35261;39828;10865;84147;35261;35630;13256
111;Alle voertuigen;Gelderland (PV);2021;81788;30493;40096;11199;81163;30493;37323;13347
112;Alle voertuigen;Gelderland (PV);2022;86591;34202;41107;11282;83375;34202;36530;12643
113;Alle voertuigen;Gelderland (PV);2023;87030;39378;37187;10465;84391;39378;33994;11019
114;Alle voertuigen;Utrecht (PV);2005;30568;12399;16122;2048;32639;12399;17372;2868
115;Alle voertuigen;Utrecht (PV);2006;28158;9636;16201;2321;29105;9636;16419;3050
116;Alle voertuigen;Utrecht (PV);2007;29924;12368;14833;2723;32649;12368;17032;3249
117;Alle voertuigen;Utrecht (PV);2008;32335;14117;15940;2277;32916;14117;15853;2945
118;Alle voertuigen;Utrecht (PV);2009;30918;13885;14878;2155;32484;13885;15904;2694
119;Alle voertuigen;Utrecht (PV);2010;29649;14658;12806;2185;33447;14658;15488;3301
120;Alle voertuigen;Utrecht (PV);2011;31065;14836;14160;2069;35440;14836;17895;2709
121;Alle voertuigen;Utrecht (PV);2012;29053;15209;11768;2076;29465;15209;11413;2843
122;Alle voertuigen;Utrecht (PV);2013;31683;13722;15791;2170;34216;13722;17666;2828
123;Alle voertuigen;Utrecht (PV);2014;28609;9834;16364;2411;29422;9834;16695;2893
124;Alle voertuigen;Utrecht (PV);2015;25115;7860;14692;2563;27017;7860;16113;3044
125;Alle voertuigen;Utrecht (PV);2016;27662;9402;15988;2272;30025;9402;17364;3259
126;Alle voertuigen;Utrecht (PV);2017;30862;10670;17779;2413;33490;10670;19421;3399
127;Alle voertuigen;Utrecht (PV);2018;28471;9997;15803;2671;32823;9997;19257;3569
128;Alle voertuigen;Utrecht (PV);2019;28244;9413;16583;2248;31456;9413;19090;2953
129;Alle voertuigen;Utrecht (PV);2020;29430;9433;17879;2118;32006;9433;19441;3132
130;Alle voertuigen;Utrecht (PV);2021;33417;10128;20959;2330;34044;10128;20737;3179
131;Alle voertuigen;Utrecht (PV);2022;31250;9411;19017;2822;32141;9411;19554;3176
132;Alle voertuigen;Utrecht (PV);2023;29834;8702;18819;2313;30865;8702;18818;3345
133;Alle voertuigen;Noord-Holland (PV);2005;60669;34136;20188;6345;62793;34136;23879;4778
134;Alle voertuigen;Noord-Holland (PV);2006;59899;34713;18382;6805;64530;34713;24123;5694
135;Alle voertuigen;Noord-Holland (PV);2007;64300;36592;20060;7648;67000;36592;24522;5886
136;Alle voertuigen;Noord-Holland (PV);2008;60711;34897;17116;8698;64519;34897;23468;6154
137;Alle voertuigen;Noord-Holland (PV);2009;63755;36579;19713;7463;64931;36579;22394;5958
138;Alle voertuigen;Noord-Holland (PV);2010;66536;42562;17200;6774;69805;42562;21763;5480
139;Alle voertuigen;Noord-Holland (PV);2011;63710;39114;18233;6363;67065;39114;22509;5442
140;Alle voertuigen;Noord-Holland (PV);2012;60009;38723;14844;6442;63018;38723;18577;5718
141;Alle voertuigen;Noord-Holland (PV);2013;66644;37717;21535;7392;67588;37717;24517;5354
142;Alle voertuigen;Noord-Holland (PV);2014;68349;38543;23095;6711;70037;38543;25640;5854
143;Alle voertuigen;Noord-Holland (PV);2015;69557;39733;22752;7072;70994;39733;24942;6319
144;Alle voertuigen;Noord-Holland (PV);2016;66892;37628;22694;6570;71407;37628;27916;5863
145;Alle voertuigen;Noord-Holland (PV);2017;69159;39748;22446;6965;75065;39748;28552;6765
146;Alle voertuigen;Noord-Holland (PV);2018;70074;40423;22893;6758;72973;40423;26590;5960
147;Alle voertuigen;Noord-Holland (PV);2019;71489;40682;24272;6535;74760;40682;27539;6539
148;Alle voertuigen;Noord-Holland (PV);2020;66044;36257;23561;6226;71094;36257;28377;6460
149;Alle voertuigen;Noord-Holland (PV);2021;66216;35958;23857;6401;71921;35958;29595;6368
150;Alle voertuigen;Noord-Holland (PV);2022;71833;40808;25274;5751;75194;40808;28579;5807
151;Alle voertuigen;Noord-Holland (PV);2023;65154;36571;22345;6238;69731;36571;27419;5741
152;Alle voertuigen;Zuid-Holland (PV);2005;140041;76969;39171;23900;131461;76969;37775;16717
153;Alle voertuigen;Zuid-Holland (PV);2006;140216;77580;37535;25102;130658;77580;36021;17057
154;Alle voertuigen;Zuid-Holland (PV);2007;145259;79070;39565;26624;135285;79070;38601;17614
155;Alle voertuigen;Zuid-Holland (PV);2008;138017;76007;36334;25677;132133;76007;38291;17835
156;Alle voertuigen;Zuid-Holland (PV);2009;134542;74180;35686;24676;125657;74180;35509;15968
157;Alle voertuigen;Zuid-Holland (PV);2010;136384;78660;35321;22403;127718;78660;33070;15988
158;Alle voertuigen;Zuid-Holland (PV);2011;136320;77529;36985;21806;127060;77529;33466;16065
159;Alle voertuigen;Zuid-Holland (PV);2012;131298;79316;31506;20476;124420;79316;29706;15398
160;Alle voertuigen;Zuid-Holland (PV);2013;125334;66119;37979;21236;119605;66119;37854;15632
161;Alle voertuigen;Zuid-Holland (PV);2014;125122;65177;38675;21270;119522;65177;39139;15206
162;Alle voertuigen;Zuid-Holland (PV);2015;126547;67981;38428;20138;122900;67981;38778;16141
163;Alle voertuigen;Zuid-Holland (PV);2016;134909;69234;44201;21474;128948;69234;43260;16454
164;Alle voertuigen;Zuid-Holland (PV);2017;131898;67768;41304;22826;126729;67768;41576;17385
165;Alle voertuigen;Zuid-Holland (PV);2018;131729;67528;42453;21748;125899;67528;41187;17184
166;Alle voertuigen;Zuid-Holland (PV);2019;137768;73727;41969;22072;133054;73727;42014;17313
167;Alle voertuigen;Zuid-Holland (PV);2020;143124;77165;43680;22279;138350;77165;42776;18409
168;Alle voertuigen;Zuid-Holland (PV);2021;144153;75151;47483;21519;139868;75151;46875;17842
169;Alle voertuigen;Zuid-Holland (PV);2022;148031;77689;47345;22997;140594;77689;45806;17099
170;Alle voertuigen;Zuid-Holland (PV);2023;133474;67762;44746;20966;124340;67762;40573;16005
171;Alle voertuigen;Zeeland (PV);2005;20965;7679;5796;7490;17927;7679;6530;3717
172;Alle voertuigen;Zeeland (PV);2006;20670;7386;5929;7354;17679;7386;6528;3765
173;Alle voertuigen;Zeeland (PV);2007;21886;8303;5615;7969;19164;8303;6854;4007
174;Alle voertuigen;Zeeland (PV);2008;24809;10508;6517;7785;22167;10508;7536;4123
175;Alle voertuigen;Zeeland (PV);2009;21758;8519;5996;7243;19337;8519;7123;3694
176;Alle voertuigen;Zeeland (PV);2010;21858;10096;5326;6436;20279;10096;6147;4036
177;Alle voertuigen;Zeeland (PV);2011;21363;9582;5683;6098;19276;9582;6276;3418
178;Alle voertuigen;Zeeland (PV);2012;21452;8836;6151;6465;18886;8836;6368;3682
179;Alle voertuigen;Zeeland (PV);2013;19631;7442;6119;6070;17911;7442;7406;3063
180;Alle voertuigen;Zeeland (PV);2014;22169;8776;6827;6566;18586;8776;6334;3476
181;Alle voertuigen;Zeeland (PV);2015;21734;9564;5683;6487;19300;9564;6106;3630
182;Alle voertuigen;Zeeland (PV);2016;22626;9345;7252;6029;20034;9345;6912;3777
183;Alle voertuigen;Zeeland (PV);2017;20290;8213;5545;6532;18864;8213;7059;3592
184;Alle voertuigen;Zeeland (PV);2018;23333;10340;6147;6846;21609;10340;7348;3921
185;Alle voertuigen;Zeeland (PV);2019;21182;8490;6210;6482;19938;8490;7260;4188
186;Alle voertuigen;Zeeland (PV);2020;20654;7875;5777;7002;17759;7875;6419;3465
187;Alle voertuigen;Zeeland (PV);2021;19780;7611;5957;6212;18593;7611;7496;3486
188;Alle voertuigen;Zeeland (PV);2022;21454;7414;6841;7199;17605;7414;7263;2928
189;Alle voertuigen;Zeeland (PV);2023;20324;6881;5930;7513;16389;6881;6817;2691
190;Alle voertuigen;Noord-Brabant (PV);2005;114151;58233;37842;18077;110931;58233;34725;17974
191;Alle voertuigen;Noord-Brabant (PV);2006;107535;50521;37940;19074;102483;50521;33667;18295
192;Alle voertuigen;Noord-Brabant (PV);2007;121300;60155;40732;20413;115882;60155;35465;20262
193;Alle voertuigen;Noord-Brabant (PV);2008;112141;53711;38350;20080;109759;53711;35310;20738
194;Alle voertuigen;Noord-Brabant (PV);2009;112372;57235;37615;17522;109835;57235;34054;18546
195;Alle voertuigen;Noord-Brabant (PV);2010;107982;57559;33191;17232;106567;57559;31519;17489
196;Alle voertuigen;Noord-Brabant (PV);2011;105991;52147;35713;18131;105019;52147;34389;18483
197;Alle voertuigen;Noord-Brabant (PV);2012;108277;56890;32991;18396;107935;56890;31904;19141
198;Alle voertuigen;Noord-Brabant (PV);2013;110619;51605;40326;18688;108666;51605;38044;19017
199;Alle voertuigen;Noord-Brabant (PV);2014;110207;50545;40125;19537;107609;50545;37665;19399
200;Alle voertuigen;Noord-Brabant (PV);2015;109010;49173;40477;19360;107887;49173;39521;19193
201;Alle voertuigen;Noord-Brabant (PV);2016;125826;59896;43641;22289;121076;59896;40629;20551
202;Alle voertuigen;Noord-Brabant (PV);2017;127614;59262;44514;23838;120889;59262;41454;20173
203;Alle voertuigen;Noord-Brabant (PV);2018;123236;57909;43063;22264;121132;57909;42864;20359
204;Alle voertuigen;Noord-Brabant (PV);2019;124067;58075;43460;22532;122718;58075;44079;20564
205;Alle voertuigen;Noord-Brabant (PV);2020;122979;55579;44789;22611;120293;55579;43814;20900
206;Alle voertuigen;Noord-Brabant (PV);2021;138926;64430;49242;25254;134967;64430;48063;22474
207;Alle voertuigen;Noord-Brabant (PV);2022;131057;62512;46270;22275;130584;62512;48246;19826
208;Alle voertuigen;Noord-Brabant (PV);2023;118923;51674;43977;23272;116874;51674;45090;20110
209;Alle voertuigen;Limburg (PV);2005;55230;25768;15241;14221;54758;25768;13130;15860
210;Alle voertuigen;Limburg (PV);2006;60211;29663;15573;14975;58851;29663;14092;15096
211;Alle voertuigen;Limburg (PV);2007;62727;30871;16395;15461;60971;30871;13893;16207
212;Alle voertuigen;Limburg (PV);2008;62353;29777;16539;16037;61311;29777;13290;18244
213;Alle voertuigen;Limburg (PV);2009;62674;30511;15719;16444;60733;30511;13035;17187
214;Alle voertuigen;Limburg (PV);2010;54695;26050;14598;14047;51405;26050;11346;14009
215;Alle voertuigen;Limburg (PV);2011;56677;26228;14620;15829;57366;26228;13549;17589
216;Alle voertuigen;Limburg (PV);2012;56415;26160;13684;16571;53760;26160;12324;15276
217;Alle voertuigen;Limburg (PV);2013;57333;27730;15082;14521;54138;27730;13206;13202
218;Alle voertuigen;Limburg (PV);2014;53651;22753;16170;14728;51125;22753;14903;13469
219;Alle voertuigen;Limburg (PV);2015;55840;22716;17586;15538;50947;22716;14362;13869
220;Alle voertuigen;Limburg (PV);2016;59490;26845;16546;16099;58170;26845;16312;15013
221;Alle voertuigen;Limburg (PV);2017;62358;27319;18637;16402;59073;27319;14280;17474
222;Alle voertuigen;Limburg (PV);2018;63879;29232;18192;16455;60080;29232;15382;15466
223;Alle voertuigen;Limburg (PV);2019;57777;24445;17960;15372;54154;24445;14937;14772
224;Alle voertuigen;Limburg (PV);2020;59982;26077;18854;15051;59537;26077;16127;17333
225;Alle voertuigen;Limburg (PV);2021;62669;26647;19240;16782;57640;26647;16149;14844
226;Alle voertuigen;Limburg (PV);2022;59227;26085;17809;15333;56890;26085;16326;14479
227;Alle voertuigen;Limburg (PV);2023;51626;19992;16546;15088;49665;19992;15229;14444
228;Alle voertuigen;Provincie onbekend;2005;6099;0;263;5836;5131;0;263;4868
229;Alle voertuigen;Provincie onbekend;2006;6545;0;359;6187;5935;0;359;5576
230;Alle voertuigen;Provincie onbekend;2007;2688;0;212;2476;2476;0;212;2264
231;Alle voertuigen;Provincie onbekend;2008;220;0;28;193;175;0;27;148
232;Alle voertuigen;Provincie onbekend;2009;0;0;0;0;0;0;0;0
233;Alle voertuigen;Provincie onbekend;2010;505;59;0;446;310;59;0;251
234;Alle voertuigen;Provincie onbekend;2011;356;26;0;330;347;26;0;321
235;Alle voertuigen;Provincie onbekend;2012;351;4;0;347;273;4;1;268
236;Alle voertuigen;Provincie onbekend;2013;1053;93;5;955;966;93;25;848
237;Alle voertuigen;Provincie onbekend;2014;628;18;7;603;468;18;1;449
238;Alle voertuigen;Provincie onbekend;2015;1298;211;20;1067;1101;211;19;871
239;Alle voertuigen;Provincie onbekend;2016;1009;53;21;935;998;53;162;783
240;Alle voertuigen;Provincie onbekend;2017;927;28;17;882;696;28;11;657
241;Alle voertuigen;Provincie onbekend;2018;954;15;9;930;864;15;43;806
242;Alle voertuigen;Provincie onbekend;2019;1205;56;21;1128;944;56;54;834
243;Alle voertuigen;Provincie onbekend;2020;1717;156;35;1526;1421;156;54;1211
244;Alle voertuigen;Provincie onbekend;2021;1584;118;6;1460;1565;118;6;1441
245;Alle voertuigen;Provincie onbekend;2022;936;27;39;870;803;27;12;764
246;Alle voertuigen;Provincie onbekend;2023;3941;397;58;3486;3589;397;109;3083
247;Nederlandse voertuigen;Groningen (PV);2005;24373;14503;7511;2358;27993;14503;11927;1563
248;Nederlandse voertuigen;Groningen (PV);2006;22284;13211;6964;2108;30027;13211;14458;2358
249;Nederlandse voertuigen;Groningen (PV);2007;25366;14978;8168;2220;29837;14978;12978;1881
250;Nederlandse voertuigen;Groningen (PV);2008;23312;13927;7349;2037;26248;13927;10576;1745
251;Nederlandse voertuigen;Groningen (PV);2009;28874;19868;7222;1785;36499;19868;14991;1640
252;Nederlandse voertuigen;Groningen (PV);2010;21073;11967;7459;1647;27087;11967;13496;1624
253;Nederlandse voertuigen;Groningen (PV);2011;20601;11869;7133;1599;22175;11869;8432;1874
254;Nederlandse voertuigen;Groningen (PV);2012;18684;11602;5934;1148;22986;11602;10397;987
255;Nederlandse voertuigen;Groningen (PV);2013;19799;10067;7946;1786;22359;10067;11030;1262
256;Nederlandse voertuigen;Groningen (PV);2014;20914;11770;7345;1799;22412;11770;9280;1362
257;Nederlandse voertuigen;Groningen (PV);2015;22111;13254;7231;1626;24269;13254;10015;1000
258;Nederlandse voertuigen;Groningen (PV);2016;21733;12166;8220;1347;23300;12166;9948;1186
259;Nederlandse voertuigen;Groningen (PV);2017;20030;11578;6978;1474;24098;11578;11142;1378
260;Nederlandse voertuigen;Groningen (PV);2018;25687;14926;9074;1687;28963;14926;12626;1411
261;Nederlandse voertuigen;Groningen (PV);2019;25778;14682;9339;1757;28248;14682;11825;1741
262;Nederlandse voertuigen;Groningen (PV);2020;22633;12459;8795;1379;26089;12459;12296;1334
263;Nederlandse voertuigen;Groningen (PV);2021;22095;11662;8903;1530;24211;11662;11377;1172
264;Nederlandse voertuigen;Groningen (PV);2022;20248;11102;7914;1232;23035;11102;10787;1146
265;Nederlandse voertuigen;Groningen (PV);2023;21842;12145;8465;1232;23344;12145;10111;1088
266;Nederlandse voertuigen;Fryslân (PV);2005;21746;12653;7914;1180;22827;12653;8888;1286
267;Nederlandse voertuigen;Fryslân (PV);2006;23764;14675;7941;1148;25441;14675;9414;1351
268;Nederlandse voertuigen;Fryslân (PV);2007;24802;15014;8590;1197;26866;15014;10324;1527
269;Nederlandse voertuigen;Fryslân (PV);2008;22697;13055;8541;1101;24082;13055;9968;1059
270;Nederlandse voertuigen;Fryslân (PV);2009;22497;13291;8145;1061;23882;13291;9664;927
271;Nederlandse voertuigen;Fryslân (PV);2010;21948;11857;8885;1206;22770;11857;9736;1177
272;Nederlandse voertuigen;Fryslân (PV);2011;22671;11851;9738;1082;22581;11851;9706;1024
273;Nederlandse voertuigen;Fryslân (PV);2012;21529;13329;7384;816;22868;13329;8571;968
274;Nederlandse voertuigen;Fryslân (PV);2013;23710;13577;9082;1051;25564;13577;10752;1235
275;Nederlandse voertuigen;Fryslân (PV);2014;25226;14564;9451;1211;28355;14564;12329;1462
276;Nederlandse voertuigen;Fryslân (PV);2015;25327;14244;9963;1120;25870;14244;10287;1339
277;Nederlandse voertuigen;Fryslân (PV);2016;23803;12235;10379;1189;25235;12235;11699;1301
278;Nederlandse voertuigen;Fryslân (PV);2017;25753;14143;10578;1032;25965;14143;10340;1482
279;Nederlandse voertuigen;Fryslân (PV);2018;26018;14628;10163;1227;27897;14628;12391;878
280;Nederlandse voertuigen;Fryslân (PV);2019;24954;11992;11799;1163;26617;11992;13314;1311
281;Nederlandse voertuigen;Fryslân (PV);2020;27076;14306;11703;1067;28060;14306;12441;1313
282;Nederlandse voertuigen;Fryslân (PV);2021;24842;12176;11515;1151;25667;12176;12199;1292
283;Nederlandse voertuigen;Fryslân (PV);2022;23680;11898;10706;1076;25728;11898;12404;1426
284;Nederlandse voertuigen;Fryslân (PV);2023;25466;14044;10494;928;25653;14044;10666;943
285;Nederlandse voertuigen;Drenthe (PV);2005;17686;6864;9342;1480;19887;6864;11560;1463
286;Nederlandse voertuigen;Drenthe (PV);2006;22848;8070;13349;1429;19805;8070;9562;2172
287;Nederlandse voertuigen;Drenthe (PV);2007;22664;8303;12966;1395;20393;8303;10110;1981
