ID;Toepassingsgroepen;SectorenEnGewassen;Perioden;BedrijvenMetGebruik_1;OppervlakteMetGebruik_2;GebruikPerJaar_3;GebruikPerHectare_4;GebruikInJanuari_5;GebruikInFebruari_6;GebruikInMaart_7;GebruikInApril_8;GebruikInMei_9;GebruikInJuni_10;GebruikInJuli_11;GebruikInAugustus_12;GebruikInSeptember_13;GebruikInOktober_14;GebruikInNovember_15;GebruikInDecember_16
803;Bestrijding insecten en mijten;Sierconiferen;2004;800.0;1864.0;518.0;0.2;0.0;16.1;9.0;4.3;16.6;38.5;12.8;2.1;0.5;0.0;0.1;0.0
804;Bestrijding insecten en mijten;Sierconiferen;2008;459.0;1802.0;205.0;0.1;0.1;0.0;0.0;4.0;13.3;26.8;17.6;18.2;17.9;1.9;0.0;0.0
805;Bestrijding insecten en mijten;Sierconiferen excl. zwavel en bact.prep.;1995;;;2209.0;1.5;;;;;;;;;;;;
806;Bestrijding insecten en mijten;Sierconiferen excl. zwavel en bact.prep.;1998;;;2687.0;1.5;;;;;;;;;;;;
807;Bestrijding insecten en mijten;Sierconiferen excl. zwavel en bact.prep.;2000;;;1137.0;0.5;;;;;;;;;;;;
808;Bestrijding insecten en mijten;Sierconiferen excl. zwavel en bact.prep.;2004;800.0;1864.0;518.0;0.2;;;;;;;;;;;;
809;Bestrijding insecten en mijten;Sierconiferen excl. zwavel en bact.prep.;2008;459.0;1802.0;205.0;0.1;;;;;;;;;;;;
810;Bestrijding insecten en mijten;Vaste planten open grond;1995;657.0;499.0;394.0;0.6;5.3;0.1;0.1;6.4;10.7;26.5;12.2;25.3;3.8;5.9;3.5;0.2
811;Bestrijding insecten en mijten;Vaste planten open grond;1998;648.0;615.0;269.0;0.3;0.6;4.0;5.7;6.9;15.0;13.9;10.8;5.3;15.2;1.0;0.2;21.4
812;Bestrijding insecten en mijten;Vaste planten open grond;2000;746.0;450.0;257.0;0.2;0.1;0.1;5.3;29.9;6.1;7.7;16.7;20.4;7.5;4.2;1.2;0.7
813;Bestrijding insecten en mijten;Vaste planten open grond;2004;523.0;793.0;288.0;0.2;0.1;0.4;2.7;4.7;7.1;35.5;15.6;18.7;13.3;1.6;0.2;0.0
814;Bestrijding insecten en mijten;Vaste planten open grond;2008;304.0;684.0;130.0;0.1;21.4;0.0;0.0;3.4;10.2;31.3;10.9;7.0;8.5;7.3;0.0;0.0
815;Bestrijding insecten en mijten;Vaste planten excl. zwavel en bact.prep.;1995;;;394.0;0.6;;;;;;;;;;;;
816;Bestrijding insecten en mijten;Vaste planten excl. zwavel en bact.prep.;1998;;;269.0;0.3;;;;;;;;;;;;
817;Bestrijding insecten en mijten;Vaste planten excl. zwavel en bact.prep.;2000;;;257.0;0.2;;;;;;;;;;;;
818;Bestrijding insecten en mijten;Vaste planten excl. zwavel en bact.prep.;2004;523.0;793.0;288.0;0.2;;;;;;;;;;;;
819;Bestrijding insecten en mijten;Vaste planten excl. zwavel en bact.prep.;2008;304.0;684.0;130.0;0.1;;;;;;;;;;;;
820;Bestrijding insecten en mijten;Vruchtbomen;1995;305.0;1075.0;1997.0;1.8;0.0;0.0;0.6;3.8;24.8;28.9;22.4;16.2;1.6;1.8;0.0;0.0
821;Bestrijding insecten en mijten;Vruchtbomen;1998;;;;;;;;;;;;;;;;
822;Bestrijding insecten en mijten;Vruchtbomen;2000;;;;;;;;;;;;;;;;
823;Bestrijding insecten en mijten;Vruchtbomen;2004;215.0;1121.0;953.0;0.8;0.0;0.0;0.1;6.8;21.2;40.4;22.9;6.9;0.8;0.0;0.9;0.0
824;Bestrijding insecten en mijten;Vruchtbomen;2008;;;;;;;;;;;;;;;;
825;Bestrijding insecten en mijten;Vruchtbomen excl. zwavel en bact. prep.;1995;;;1997.0;1.8;;;;;;;;;;;;
826;Bestrijding insecten en mijten;Vruchtbomen excl. zwavel en bact. prep.;1998;;;;;;;;;;;;;;;;
827;Bestrijding insecten en mijten;Vruchtbomen excl. zwavel en bact. prep.;2000;;;;;;;;;;;;;;;;
828;Bestrijding insecten en mijten;Vruchtbomen excl. zwavel en bact. prep.;2004;215.0;1121.0;953.0;0.8;;;;;;;;;;;;
829;Bestrijding insecten en mijten;Vruchtbomen excl. zwavel en bact. prep.;2008;;;;;;;;;;;;;;;;
830;Bestrijding insecten en mijten;Gladiolen;1995;366.0;1817.0;4744.0;2.6;10.0;0.0;0.0;42.7;3.4;7.3;13.4;16.7;2.8;0.4;2.2;1.1
831;Bestrijding insecten en mijten;Gladiolen;1998;;;;;;;;;;;;;;;;
832;Bestrijding insecten en mijten;Gladiolen;2000;;;;;;;;;;;;;;;;
833;Bestrijding insecten en mijten;Gladiolen;2004;186.0;1230.0;1574.0;1.2;0.0;0.0;0.0;10.3;2.5;18.8;18.8;27.5;20.0;2.2;0.0;0.0
834;Bestrijding insecten en mijten;Gladiolen;2008;167.0;1098.0;1236.0;1.1;0.0;0.0;0.0;0.2;5.6;11.1;27.4;23.8;27.7;4.3;0.0;0.0
835;Bestrijding insecten en mijten;Hyacinten (bollen);1995;223.0;884.0;151.0;0.2;3.8;0.0;0.0;7.6;59.9;20.1;1.2;2.7;3.3;1.5;0.0;0.0
836;Bestrijding insecten en mijten;Hyacinten (bollen);1998;243.0;1124.0;140.0;0.1;1.0;0.0;0.0;11.1;29.2;14.0;1.3;30.4;5.4;7.7;0.0;0.0
837;Bestrijding insecten en mijten;Hyacinten (bollen);2000;211.0;984.0;127.0;0.1;0.0;0.0;0.0;18.4;24.9;11.3;9.7;17.2;10.8;5.1;2.5;0.0
838;Bestrijding insecten en mijten;Hyacinten (bollen);2004;199.0;1131.0;111.0;0.1;0.1;0.0;0.0;42.6;35.7;21.2;0.5;0.0;0.0;0.0;0.0;0.0
839;Bestrijding insecten en mijten;Hyacinten (bollen);2008;177.0;1234.0;139.0;0.1;0.8;0.0;0.0;17.0;61.2;10.5;1.2;1.0;0.0;8.4;0.0;0.0
840;Bestrijding insecten en mijten;Irissen (bollen);1995;359.0;720.0;93.0;0.1;0.1;0.0;0.0;12.0;34.6;28.8;24.1;0.4;0.0;0.0;0.0;0.0
841;Bestrijding insecten en mijten;Irissen (bollen);1998;273.0;646.0;116.0;0.2;2.9;0.0;0.0;7.2;27.3;43.7;17.4;1.5;0.0;0.0;0.0;0.0
842;Bestrijding insecten en mijten;Irissen (bollen);2000;255.0;670.0;367.0;0.5;0.0;0.0;0.0;3.7;10.9;25.4;13.6;2.1;44.2;0.0;0.0;0.0
843;Bestrijding insecten en mijten;Irissen (bollen);2004;150.0;511.0;103.0;0.2;0.4;0.0;0.0;17.3;26.8;26.3;25.2;4.0;0.0;0.0;0.0;0.0
844;Bestrijding insecten en mijten;Irissen (bollen);2008;103.0;402.0;127.0;0.3;1.3;0.0;0.0;17.8;30.8;19.7;27.2;3.2;0.0;0.0;0.0;0.0
845;Bestrijding insecten en mijten;Lelies (bollen);1995;615.0;3298.0;5242.0;1.6;1.7;0.0;0.0;6.0;4.7;8.3;37.1;23.6;11.7;1.2;4.4;1.3
846;Bestrijding insecten en mijten;Lelies (bollen);1998;576.0;3822.0;4719.0;1.2;3.8;0.0;0.0;17.8;11.4;10.4;13.2;27.8;11.3;4.0;0.0;0.3
847;Bestrijding insecten en mijten;Lelies (bollen);2000;603.0;5069.0;1446.0;0.3;14.2;0.0;0.0;8.9;11.2;13.1;14.0;15.7;21.5;0.5;0.0;0.9
848;Bestrijding insecten en mijten;Lelies (bollen);2004;414.0;4490.0;1630.0;0.4;3.0;0.0;0.0;1.2;7.0;11.7;25.6;38.0;12.0;1.5;0.0;0.0
849;Bestrijding insecten en mijten;Lelies (bollen);2008;415.0;4970.0;1462.0;0.3;0.0;0.0;0.0;3.2;15.8;13.1;26.9;20.5;19.7;0.8;0.0;0.0
850;Bestrijding insecten en mijten;Narcissen (bollen);1995;493.0;975.0;243.0;0.2;0.2;0.0;0.0;17.5;47.9;33.9;0.6;0.0;0.0;0.0;0.0;0.0
851;Bestrijding insecten en mijten;Narcissen (bollen);1998;365.0;868.0;117.0;0.1;0.0;0.0;0.0;27.9;47.4;24.3;0.5;0.0;0.0;0.0;0.0;0.0
852;Bestrijding insecten en mijten;Narcissen (bollen);2000;353.0;1206.0;116.0;0.1;0.1;0.0;0.0;12.5;49.5;37.4;0.5;0.0;0.0;0.0;0.0;0.0
853;Bestrijding insecten en mijten;Narcissen (bollen);2004;336.0;1043.0;56.0;0.0;0.0;0.0;0.0;18.6;55.0;24.3;2.1;0.0;0.0;0.0;0.0;0.0
854;Bestrijding insecten en mijten;Narcissen (bollen);2008;290.0;1404.0;282.0;0.1;0.2;0.0;0.0;10.4;51.6;35.0;0.6;2.1;0.0;0.0;0.0;0.0
855;Bestrijding insecten en mijten;Tulpen (bollen);1995;1740.0;7861.0;2400.0;0.3;0.1;0.0;0.0;6.7;30.5;16.9;5.5;16.9;18.9;4.5;0.0;0.0
856;Bestrijding insecten en mijten;Tulpen (bollen);1998;1667.0;9343.0;3438.0;0.3;3.9;0.0;0.0;11.9;37.8;14.9;5.0;15.1;5.7;4.4;1.2;0.0
857;Bestrijding insecten en mijten;Tulpen (bollen);2000;1533.0;9595.0;1956.0;0.2;0.1;0.0;0.0;16.2;34.3;13.1;11.5;14.2;9.7;0.5;0.5;0.0
858;Bestrijding insecten en mijten;Tulpen (bollen);2004;1404.0;10988.0;4416.0;0.4;1.8;0.0;0.0;31.2;32.7;32.3;1.9;0.0;0.1;0.0;0.0;0.0
859;Bestrijding insecten en mijten;Tulpen (bollen);2008;1127.0;11390.0;7520.0;0.7;0.1;0.0;0.0;13.5;29.2;30.3;12.8;2.5;2.1;9.5;0.0;0.0
860;Bestrijding insecten en mijten;Aardbeien onder glas;1995;;;;;;;;;;;;;;;;
861;Bestrijding insecten en mijten;Aardbeien onder glas;1998;;;;;;;;;;;;;;;;
862;Bestrijding insecten en mijten;Aardbeien onder glas;2000;;;;;;;;;;;;;;;;
863;Bestrijding insecten en mijten;Aardbeien onder glas;2004;;;;;;;;;;;;;;;;
864;Bestrijding insecten en mijten;Aardbeien onder glas;2008;335.0;267.0;420.0;1.6;5.2;12.9;17.1;6.6;5.9;3.4;1.7;7.8;30.3;5.8;0.8;2.5
865;Bestrijding insecten en mijten;Aardbeien onder glas excl. zw en bact;1995;;;;;;;;;;;;;;;;
866;Bestrijding insecten en mijten;Aardbeien onder glas excl. zw en bact;1998;;;;;;;;;;;;;;;;
867;Bestrijding insecten en mijten;Aardbeien onder glas excl. zw en bact;2000;;;;;;;;;;;;;;;;
868;Bestrijding insecten en mijten;Aardbeien onder glas excl. zw en bact;2004;;;;;;;;;;;;;;;;
869;Bestrijding insecten en mijten;Aardbeien onder glas excl. zw en bact;2008;335.0;267.0;258.0;1.0;;;;;;;;;;;;
870;Bestrijding insecten en mijten;Komkommers;1995;735.0;808.0;6233.0;7.7;0.3;0.0;0.7;5.0;14.4;6.9;20.2;16.7;4.9;19.9;10.6;0.3
871;Bestrijding insecten en mijten;Komkommers;1998;590.0;687.0;2321.0;3.3;0.4;0.3;0.6;1.6;12.1;11.2;16.4;24.1;4.6;15.7;12.8;0.1
872;Bestrijding insecten en mijten;Komkommers;2000;526.0;663.0;1427.0;2.2;0.4;1.2;1.5;3.7;14.1;9.4;17.8;14.8;11.3;15.2;10.5;0.2
873;Bestrijding insecten en mijten;Komkommers;2004;396.0;616.0;1174.0;1.9;1.1;0.6;0.8;8.0;13.8;15.5;16.1;17.0;10.6;9.3;7.1;0.1
874;Bestrijding insecten en mijten;Komkommers;2008;285.0;618.0;1183.0;1.9;0.8;0.6;0.6;3.6;10.1;15.9;18.9;22.2;17.2;7.2;2.9;0.0
875;Bestrijding insecten en mijten;Komkommers excl. zwavel en bact. prep.;1995;;;6233.0;7.7;;;;;;;;;;;;
876;Bestrijding insecten en mijten;Komkommers excl. zwavel en bact. prep.;1998;;;2321.0;3.3;;;;;;;;;;;;
877;Bestrijding insecten en mijten;Komkommers excl. zwavel en bact. prep.;2000;;;1401.0;2.2;;;;;;;;;;;;
878;Bestrijding insecten en mijten;Komkommers excl. zwavel en bact. prep.;2004;396.0;616.0;1128.0;1.8;;;;;;;;;;;;
879;Bestrijding insecten en mijten;Komkommers excl. zwavel en bact. prep.;2008;285.0;618.0;1153.0;1.9;;;;;;;;;;;;
880;Bestrijding insecten en mijten;Paprika's;1995;746.0;980.0;7668.0;7.7;13.1;4.9;4.7;4.0;2.9;6.4;18.5;15.4;6.2;3.5;4.5;15.8
881;Bestrijding insecten en mijten;Paprika's;1998;710.0;1010.0;5888.0;5.8;7.4;1.2;2.0;5.3;9.0;13.3;24.2;16.9;10.8;5.1;1.8;3.0
882;Bestrijding insecten en mijten;Paprika's;2000;716.0;1155.0;6528.0;5.7;0.6;0.7;1.9;4.4;16.6;11.6;19.9;17.0;13.4;12.7;0.7;0.6
883;Bestrijding insecten en mijten;Paprika's;2004;545.0;1176.0;5438.0;4.5;0.9;0.8;2.2;5.1;7.5;16.2;29.3;22.0;9.5;3.6;1.1;1.9
884;Bestrijding insecten en mijten;Paprika's;2008;346.0;1156.0;3010.0;2.5;2.2;1.1;3.3;5.5;13.5;16.9;15.4;15.5;13.3;8.8;1.9;2.6
885;Bestrijding insecten en mijten;Paprika's excl. zwavel en bact. prep.;1995;;;4593.0;4.6;;;;;;;;;;;;
886;Bestrijding insecten en mijten;Paprika's excl. zwavel en bact. prep.;1998;;;2127.0;2.1;;;;;;;;;;;;
887;Bestrijding insecten en mijten;Paprika's excl. zwavel en bact. prep.;2000;;;2743.0;2.4;;;;;;;;;;;;
888;Bestrijding insecten en mijten;Paprika's excl. zwavel en bact. prep.;2004;545.0;1176.0;1820.0;1.5;;;;;;;;;;;;
889;Bestrijding insecten en mijten;Paprika's excl. zwavel en bact. prep.;2008;346.0;1156.0;2404.0;2.0;;;;;;;;;;;;
890;Bestrijding insecten en mijten;Radijs;1995;;;;;;;;;;;;;;;;
891;Bestrijding insecten en mijten;Radijs;1998;;;;;;;;;;;;;;;;
892;Bestrijding insecten en mijten;Radijs;2000;;;;;;;;;;;;;;;;
893;Bestrijding insecten en mijten;Radijs;2004;58.0;63.0;183.0;1.7;0.0;4.1;6.2;13.1;15.7;19.5;10.2;3.3;9.5;7.6;1.9;8.7
894;Bestrijding insecten en mijten;Radijs;2008;;;;;;;;;;;;;;;;
895;Bestrijding insecten en mijten;Tomaten;1995;902.0;1146.0;8663.0;7.1;0.6;0.1;1.9;2.7;5.8;8.8;21.1;30.6;17.9;7.8;2.4;0.4
896;Bestrijding insecten en mijten;Tomaten;1998;862.0;1274.0;7021.0;5.4;1.1;0.8;1.6;7.2;7.2;10.9;27.6;18.8;14.4;9.3;0.8;0.4
897;Bestrijding insecten en mijten;Tomaten;2000;596.0;1086.0;4124.0;3.6;0.5;0.8;1.9;0.7;15.4;15.3;19.6;22.0;11.7;8.4;2.3;1.5
898;Bestrijding insecten en mijten;Tomaten;2004;491.0;1349.0;6006.0;4.4;2.9;2.2;4.9;3.1;7.7;11.5;18.4;24.3;15.6;5.0;3.6;0.8
899;Bestrijding insecten en mijten;Tomaten;2008;382.0;1532.0;5528.0;3.5;1.6;6.0;2.4;4.0;15.3;15.6;13.7;19.3;8.3;5.5;5.7;2.3
900;Bestrijding insecten en mijten;Tomaten excl. zwavel en bact. prep.;1995;;;1548.0;1.3;;;;;;;;;;;;
901;Bestrijding insecten en mijten;Tomaten excl. zwavel en bact. prep.;1998;;;1676.0;1.3;;;;;;;;;;;;
902;Bestrijding insecten en mijten;Tomaten excl. zwavel en bact. prep.;2000;;;798.0;0.7;;;;;;;;;;;;
903;Bestrijding insecten en mijten;Tomaten excl. zwavel en bact. prep.;2004;491.0;1349.0;1558.0;1.2;;;;;;;;;;;;
904;Bestrijding insecten en mijten;Tomaten excl. zwavel en bact. prep.;2008;382.0;1532.0;2102.0;1.3;;;;;;;;;;;;
905;Bestrijding insecten en mijten;Alstroemeria;1995;;;;;;;;;;;;;;;;
906;Bestrijding insecten en mijten;Alstroemeria;1998;;;;;;;;;;;;;;;;
907;Bestrijding insecten en mijten;Alstroemeria;2000;;;;;;;;;;;;;;;;
908;Bestrijding insecten en mijten;Alstroemeria;2004;87.0;85.0;274.0;3.2;5.1;12.0;13.1;12.8;12.7;7.1;3.6;8.3;7.2;7.3;5.0;5.8
909;Bestrijding insecten en mijten;Alstroemeria;2008;;;;;;;;;;;;;;;;
910;Bestrijding insecten en mijten;Alstroemeria exl. zwavel en bact. prep;1995;;;;;;;;;;;;;;;;
911;Bestrijding insecten en mijten;Alstroemeria exl. zwavel en bact. prep;1998;;;;;;;;;;;;;;;;
912;Bestrijding insecten en mijten;Alstroemeria exl. zwavel en bact. prep;2000;;;;;;;;;;;;;;;;
913;Bestrijding insecten en mijten;Alstroemeria exl. zwavel en bact. prep;2004;87.0;85.0;266.0;3.1;;;;;;;;;;;;
914;Bestrijding insecten en mijten;Alstroemeria exl. zwavel en bact. prep;2008;;;;;;;;;;;;;;;;
915;Bestrijding insecten en mijten;Anjers;1995;441.0;191.0;2700.0;14.1;1.0;2.9;5.7;14.4;14.7;11.9;16.4;15.0;11.5;5.2;1.1;0.1
916;Bestrijding insecten en mijten;Anjers;1998;280.0;119.0;892.0;7.5;0.6;4.2;6.4;12.7;9.5;12.6;15.5;16.2;12.7;7.5;1.6;0.6
917;Bestrijding insecten en mijten;Anjers;2000;198.0;86.0;457.0;5.3;3.2;4.5;4.1;6.5;9.9;11.8;17.2;20.3;14.1;4.2;2.4;1.9
918;Bestrijding insecten en mijten;Anjers;2004;;;;;;;;;;;;;;;;
919;Bestrijding insecten en mijten;Anjers;2008;;;;;;;;;;;;;;;;
920;Bestrijding insecten en mijten;Anjers excl. zwavel en bact. prep.;1995;;;;;;;;;;;;;;;;
921;Bestrijding insecten en mijten;Anjers excl. zwavel en bact. prep.;1998;;;;;;;;;;;;;;;;
922;Bestrijding insecten en mijten;Anjers excl. zwavel en bact. prep.;2000;;;;;;;;;;;;;;;;
923;Bestrijding insecten en mijten;Anjers excl. zwavel en bact. prep.;2004;;;;;;;;;;;;;;;;
924;Bestrijding insecten en mijten;Anjers excl. zwavel en bact. prep.;2008;;;;;;;;;;;;;;;;
925;Bestrijding insecten en mijten;Chrysanten;1995;694.0;772.0;15530.0;20.1;2.8;4.4;7.3;9.8;10.5;12.2;11.8;13.9;10.2;8.3;5.1;3.6
926;Bestrijding insecten en mijten;Chrysanten;1998;657.0;757.0;10131.0;13.4;3.1;6.1;8.5;9.4;10.2;10.4;13.2;11.0;10.7;8.4;5.1;3.8
927;Bestrijding insecten en mijten;Chrysanten;2000;597.0;774.0;9894.0;12.8;3.8;4.2;6.2;8.0;8.4;11.5;21.4;12.5;12.1;6.4;3.5;2.1
928;Bestrijding insecten en mijten;Chrysanten;2004;425.0;679.0;5034.0;7.4;5.9;5.1;5.6;8.0;8.6;14.0;10.1;12.0;9.8;10.3;6.1;4.6
929;Bestrijding insecten en mijten;Chrysanten;2008;275.0;523.0;6643.0;12.7;4.0;5.3;6.2;7.3;7.8;14.8;9.6;11.9;10.7;8.6;8.1;5.7
930;Bestrijding insecten en mijten;Chrysanten excl. zwavel en bact.prep;1995;;;15530.0;20.1;;;;;;;;;;;;
931;Bestrijding insecten en mijten;Chrysanten excl. zwavel en bact.prep;1998;;;10131.0;13.4;;;;;;;;;;;;
932;Bestrijding insecten en mijten;Chrysanten excl. zwavel en bact.prep;2000;;;9894.0;12.8;;;;;;;;;;;;
933;Bestrijding insecten en mijten;Chrysanten excl. zwavel en bact.prep;2004;425.0;679.0;5023.0;7.4;;;;;;;;;;;;
934;Bestrijding insecten en mijten;Chrysanten excl. zwavel en bact.prep;2008;275.0;523.0;3677.0;7.0;;;;;;;;;;;;
935;Bestrijding insecten en mijten;Fresia's;1995;403.0;277.0;1941.0;7.0;3.8;5.4;5.2;6.3;8.1;11.8;13.1;15.9;12.6;9.7;5.3;2.8
936;Bestrijding insecten en mijten;Fresia's;1998;326.0;241.0;1110.0;4.6;1.7;12.0;0.9;4.4;6.3;14.1;12.7;15.1;17.2;8.3;2.0;5.5
937;Bestrijding insecten en mijten;Fresia's;2000;283.0;221.0;1117.0;5.1;1.8;1.6;15.5;4.0;5.2;11.4;16.9;13.9;15.2;6.9;5.4;2.3
938;Bestrijding insecten en mijten;Fresia's;2004;192.0;186.0;276.0;1.4;0.7;4.1;2.3;6.6;6.0;11.9;21.6;15.8;17.2;10.0;3.2;0.6
939;Bestrijding insecten en mijten;Fresia's;2008;99.0;118.0;144.0;1.1;2.7;7.5;8.5;2.8;2.6;9.0;15.6;11.2;25.1;10.3;3.5;1.1
940;Bestrijding insecten en mijten;Fresia's excl. zwavel en bact. prep.;1995;;;1941.0;7.0;;;;;;;;;;;;
941;Bestrijding insecten en mijten;Fresia's excl. zwavel en bact. prep.;1998;;;1110.0;4.6;;;;;;;;;;;;
942;Bestrijding insecten en mijten;Fresia's excl. zwavel en bact. prep.;2000;;;1117.0;5.1;;;;;;;;;;;;
943;Bestrijding insecten en mijten;Fresia's excl. zwavel en bact. prep.;2004;192.0;186.0;276.0;1.4;;;;;;;;;;;;
944;Bestrijding insecten en mijten;Fresia's excl. zwavel en bact. prep.;2008;99.0;118.0;144.0;1.1;;;;;;;;;;;;
945;Bestrijding insecten en mijten;Gerbera's;1995;;;;;;;;;;;;;;;;
946;Bestrijding insecten en mijten;Gerbera's;1998;161.0;219.0;1571.0;7.2;3.9;4.5;6.9;7.9;7.5;6.4;11.2;17.7;13.0;10.8;7.1;3.1
947;Bestrijding insecten en mijten;Gerbera's;2000;170.0;253.0;2606.0;10.3;3.9;4.8;8.0;4.1;6.6;10.3;12.5;17.7;12.9;9.3;6.9;3.1
948;Bestrijding insecten en mijten;Gerbera's;2004;128.0;227.0;3055.0;13.5;5.0;7.5;9.0;8.3;7.5;18.4;8.8;11.1;9.5;5.9;4.4;4.7
949;Bestrijding insecten en mijten;Gerbera's;2008;101.0;208.0;1784.0;8.6;5.6;9.9;8.6;5.9;4.2;9.2;9.8;16.2;12.0;6.7;3.9;8.0
950;Bestrijding insecten en mijten;Gerbera's excl. zwavel en bact. prep.;1995;;;;;;;;;;;;;;;;
951;Bestrijding insecten en mijten;Gerbera's excl. zwavel en bact. prep.;1998;;;1571.0;7.2;;;;;;;;;;;;
952;Bestrijding insecten en mijten;Gerbera's excl. zwavel en bact. prep.;2000;;;1743.0;6.9;;;;;;;;;;;;
953;Bestrijding insecten en mijten;Gerbera's excl. zwavel en bact. prep.;2004;128.0;227.0;1962.0;8.6;;;;;;;;;;;;
954;Bestrijding insecten en mijten;Gerbera's excl. zwavel en bact. prep.;2008;101.0;208.0;1609.0;7.7;;;;;;;;;;;;
955;Bestrijding insecten en mijten;Lelies (snijbloemen);1995;343.0;208.0;1139.0;5.4;5.8;9.0;10.9;12.8;7.8;6.1;4.4;10.4;7.7;10.1;10.5;4.6
956;Bestrijding insecten en mijten;Lelies (snijbloemen);1998;350.0;230.0;310.0;1.3;7.2;10.9;7.9;5.8;13.8;7.9;5.7;11.3;7.7;4.9;11.0;5.7
957;Bestrijding insecten en mijten;Lelies (snijbloemen);2000;276.0;185.0;133.0;0.5;9.6;3.5;2.1;7.1;3.8;9.6;24.3;11.9;9.2;8.3;5.8;4.9
958;Bestrijding insecten en mijten;Lelies (snijbloemen);2004;238.0;221.0;129.0;0.5;3.0;2.8;6.0;4.8;2.5;21.5;23.6;9.5;7.7;6.5;6.3;5.9
959;Bestrijding insecten en mijten;Lelies (snijbloemen);2008;152.0;175.0;191.0;0.9;1.0;8.8;10.6;4.0;7.8;12.6;2.6;27.9;14.0;2.4;6.8;1.6
960;Bestrijding insecten en mijten;Lelies (snijbloem) excl.zwavel en bact.p;1995;;;1139.0;5.4;;;;;;;;;;;;
961;Bestrijding insecten en mijten;Lelies (snijbloem) excl.zwavel en bact.p;1998;;;310.0;1.3;;;;;;;;;;;;
962;Bestrijding insecten en mijten;Lelies (snijbloem) excl.zwavel en bact.p;2000;;;133.0;0.5;;;;;;;;;;;;
963;Bestrijding insecten en mijten;Lelies (snijbloem) excl.zwavel en bact.p;2004;238.0;221.0;110.0;0.4;;;;;;;;;;;;
964;Bestrijding insecten en mijten;Lelies (snijbloem) excl.zwavel en bact.p;2008;152.0;175.0;191.0;0.9;;;;;;;;;;;;
965;Bestrijding insecten en mijten;Orchideeën (snijbloemen);1995;;;;;;;;;;;;;;;;
966;Bestrijding insecten en mijten;Orchideeën (snijbloemen);1998;221.0;206.0;666.0;3.2;3.2;3.7;4.2;8.9;7.1;8.0;19.3;14.5;10.2;12.1;6.5;2.3
967;Bestrijding insecten en mijten;Orchideeën (snijbloemen);2000;209.0;212.0;678.0;3.2;1.6;1.1;3.4;1.3;4.2;13.6;19.5;30.9;9.4;6.0;8.1;1.0
968;Bestrijding insecten en mijten;Orchideeën (snijbloemen);2004;194.0;230.0;416.0;1.8;4.2;4.1;4.6;5.4;7.1;12.6;12.6;11.6;12.3;11.7;8.6;5.0
969;Bestrijding insecten en mijten;Orchideeën (snijbloemen);2008;138.0;202.0;490.0;2.4;4.0;1.7;2.2;6.6;6.5;14.0;13.3;9.7;16.3;10.1;6.1;9.3
970;Bestrijding insecten en mijten;Orchideeën excl. zwavel en bact. prep.;1995;;;;;;;;;;;;;;;;
971;Bestrijding insecten en mijten;Orchideeën excl. zwavel en bact. prep.;1998;;;651.0;3.1;;;;;;;;;;;;
972;Bestrijding insecten en mijten;Orchideeën excl. zwavel en bact. prep.;2000;;;663.0;3.1;;;;;;;;;;;;
973;Bestrijding insecten en mijten;Orchideeën excl. zwavel en bact. prep.;2004;194.0;230.0;378.0;1.6;;;;;;;;;;;;
974;Bestrijding insecten en mijten;Orchideeën excl. zwavel en bact. prep.;2008;138.0;202.0;460.0;2.2;;;;;;;;;;;;
975;Bestrijding insecten en mijten;Perkplanten;1995;;;;;;;;;;;;;;;;
976;Bestrijding insecten en mijten;Perkplanten;1998;875.0;408.0;602.0;1.3;7.1;8.9;8.1;20.5;11.4;6.8;8.7;7.4;6.0;9.0;2.9;3.2
977;Bestrijding insecten en mijten;Perkplanten;2000;803.0;468.0;587.0;1.2;4.4;4.2;7.3;18.0;38.5;5.0;4.9;3.7;4.5;2.8;4.8;1.9
978;Bestrijding insecten en mijten;Perkplanten;2004;679.0;518.0;375.0;0.7;2.8;8.2;13.0;13.3;15.6;7.5;18.4;4.8;10.0;3.3;1.7;1.3
979;Bestrijding insecten en mijten;Perkplanten;2008;363.0;436.0;493.0;1.1;1.1;6.0;5.3;6.8;21.4;6.7;30.7;3.1;15.3;1.8;0.2;1.7
980;Bestrijding insecten en mijten;Perkplanten excl. zwavel en bact. prep.;1995;;;;;;;;;;;;;;;;
981;Bestrijding insecten en mijten;Perkplanten excl. zwavel en bact. prep.;1998;;;602.0;1.3;;;;;;;;;;;;
982;Bestrijding insecten en mijten;Perkplanten excl. zwavel en bact. prep.;2000;;;587.0;1.2;;;;;;;;;;;;
983;Bestrijding insecten en mijten;Perkplanten excl. zwavel en bact. prep.;2004;679.0;518.0;358.0;0.7;;;;;;;;;;;;
984;Bestrijding insecten en mijten;Perkplanten excl. zwavel en bact. prep.;2008;363.0;436.0;493.0;1.1;;;;;;;;;;;;
985;Bestrijding insecten en mijten;Potplanten - blad;1995;801.0;548.0;3594.0;6.5;3.9;5.0;9.5;9.9;9.2;9.2;11.9;12.0;11.9;7.8;5.2;4.5
986;Bestrijding insecten en mijten;Potplanten - blad;1998;639.0;403.0;2218.0;5.4;4.9;6.4;7.5;7.4;9.0;10.9;11.1;12.0;9.2;8.7;5.4;7.2
