ID;Geslacht;Persoonskenmerken;RegioS;WmoClientenGebruikWlz2022Totaal_1;WmoClienten2021InstroomWlz2022_2;SamenloopWmoWlz2021Wlz2022_3;WmoClientenGebruikWlz2022Totaal_4;WmoClienten2021InstroomWlzIn2022_5;SamenloopWmoWlz2021WlzIn2022_6;WmoClientenGebruikWlz2022Totaal_7;WmoClienten2021InstroomWlzIn2022_8;SamenloopWmoWlz2021WlzIn2022_9
12;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Ameland;35.0;15.0;25.0;15.13;5.46;9.66;11.0;4.0;7.0
13;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Amersfoort;1540.0;390.0;1150.0;16.36;4.15;12.21;12.0;3.0;9.0
14;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Amstelveen;;;;;;;;;
15;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Amsterdam;8160.0;1865.0;6295.0;12.69;2.9;9.79;11.0;2.0;8.0
16;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Apeldoorn;2610.0;485.0;2130.0;21.43;3.97;17.46;19.0;3.0;15.0
17;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Arnhem;1480.0;485.0;995.0;11.79;3.87;7.92;11.0;3.0;7.0
18;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Assen;1135.0;200.0;930.0;21.28;3.79;17.49;20.0;4.0;16.0
19;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Asten;215.0;50.0;165.0;20.15;4.74;15.41;15.0;4.0;12.0
20;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Baarle-Nassau;85.0;20.0;65.0;17.1;4.37;12.72;14.0;4.0;11.0
21;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Baarn;630.0;90.0;535.0;31.45;4.61;26.84;30.0;4.0;26.0
22;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Barendrecht;460.0;105.0;360.0;17.42;3.89;13.52;12.0;3.0;9.0
23;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Barneveld;615.0;165.0;450.0;23.63;6.32;17.31;13.0;4.0;10.0
24;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Beek (L.);180.0;65.0;115.0;15.44;5.55;9.89;13.0;5.0;8.0
25;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Beekdaelen;450.0;135.0;320.0;17.96;5.3;12.66;14.0;4.0;10.0
26;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Beemster;140.0;15.0;125.0;24.22;2.94;21.28;17.0;2.0;15.0
27;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Beesel;200.0;55.0;145.0;19.47;5.41;14.06;17.0;5.0;12.0
28;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Berg en Dal;490.0;120.0;370.0;18.64;4.61;14.02;16.0;4.0;12.0
29;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bergeijk;205.0;60.0;145.0;17.6;5.18;12.42;13.0;4.0;9.0
30;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bergen (L.);95.0;50.0;45.0;13.49;7.17;6.31;8.0;4.0;4.0
31;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bergen (NH.);495.0;110.0;385.0;26.82;5.92;20.9;19.0;4.0;15.0
32;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bergen op Zoom;1215.0;240.0;980.0;20.17;3.94;16.22;21.0;4.0;17.0
33;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Berkelland;540.0;160.0;380.0;17.0;4.97;12.03;14.0;4.0;10.0
34;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bernheze;385.0;80.0;310.0;21.36;4.3;17.05;15.0;3.0;12.0
35;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Best;240.0;75.0;165.0;16.17;4.92;11.25;9.0;3.0;7.0
36;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Beuningen;220.0;70.0;150.0;14.03;4.36;9.67;10.0;3.0;7.0
37;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Beverwijk;405.0;120.0;285.0;15.29;4.61;10.68;12.0;3.0;8.0
38;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;De Bilt;615.0;135.0;480.0;21.18;4.64;16.53;17.0;4.0;13.0
39;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bladel;280.0;80.0;200.0;20.12;5.62;14.49;16.0;4.0;12.0
40;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Blaricum;95.0;20.0;75.0;19.5;3.77;15.72;10.0;2.0;8.0
41;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bloemendaal;385.0;75.0;310.0;25.72;5.06;20.65;20.0;4.0;16.0
42;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bodegraven-Reeuwijk;285.0;75.0;215.0;17.67;4.51;13.16;10.0;3.0;7.0
43;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Boekel;175.0;30.0;140.0;29.57;5.3;24.27;19.0;3.0;16.0
44;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Borger-Odoorn;300.0;75.0;225.0;14.76;3.76;11.0;14.0;4.0;10.0
45;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Borne;345.0;90.0;255.0;17.81;4.67;13.14;18.0;5.0;13.0
46;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Borsele;260.0;65.0;195.0;16.65;4.13;12.52;14.0;3.0;10.0
47;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Boxmeer;;;;;;;;;
48;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Boxtel;405.0;85.0;320.0;18.6;3.99;14.6;14.0;3.0;11.0
49;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Breda;2865.0;605.0;2260.0;18.7;3.95;14.75;18.0;4.0;14.0
50;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Brielle;225.0;65.0;160.0;20.02;5.67;14.35;15.0;4.0;11.0
51;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bronckhorst;440.0;140.0;300.0;19.15;6.15;13.0;14.0;5.0;10.0
52;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Brummen;300.0;80.0;220.0;20.59;5.58;15.01;17.0;5.0;12.0
53;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Brunssum;475.0;125.0;355.0;17.12;4.41;12.7;20.0;5.0;15.0
54;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bunnik;145.0;50.0;95.0;19.39;6.73;12.66;12.0;4.0;8.0
55;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bunschoten;305.0;65.0;240.0;23.2;4.91;18.29;17.0;4.0;14.0
56;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Buren;155.0;60.0;95.0;13.66;5.15;8.52;7.0;3.0;4.0
57;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Capelle aan den IJssel;755.0;185.0;575.0;16.18;3.91;12.27;13.0;3.0;10.0
58;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Castricum;440.0;120.0;320.0;23.61;6.37;17.24;14.0;4.0;11.0
59;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Coevorden;320.0;115.0;205.0;13.2;4.72;8.48;11.0;4.0;7.0
60;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Cranendonck;195.0;50.0;145.0;16.72;4.12;12.61;9.0;2.0;7.0
61;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Cuijk;325.0;85.0;240.0;19.82;5.3;14.51;15.0;4.0;11.0
62;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Culemborg;235.0;60.0;180.0;13.96;3.42;10.54;10.0;2.0;7.0
63;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dalfsen;290.0;95.0;195.0;17.65;5.76;11.89;12.0;4.0;8.0
64;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dantumadiel;230.0;65.0;165.0;15.81;4.57;11.25;15.0;4.0;11.0
65;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Delft;1035.0;250.0;785.0;14.93;3.6;11.33;11.0;3.0;8.0
66;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Deurne;485.0;85.0;400.0;17.66;3.08;14.58;18.0;3.0;15.0
67;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Deventer;1240.0;345.0;895.0;15.65;4.36;11.29;15.0;4.0;11.0
68;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Diemen;290.0;80.0;215.0;14.04;3.76;10.28;10.0;3.0;8.0
69;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dinkelland;405.0;95.0;310.0;22.03;5.11;16.92;18.0;4.0;14.0
70;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Doesburg;110.0;45.0;65.0;12.72;5.18;7.54;11.0;5.0;7.0
71;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Doetinchem;870.0;245.0;625.0;17.77;5.03;12.74;18.0;5.0;13.0
72;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dongen;165.0;60.0;110.0;13.14;4.56;8.58;8.0;3.0;5.0
73;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dordrecht;1365.0;340.0;1025.0;15.41;3.82;11.58;14.0;3.0;10.0
74;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Drechterland;205.0;40.0;165.0;16.56;3.15;13.41;12.0;2.0;10.0
75;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Drimmelen;530.0;80.0;450.0;27.38;4.03;23.35;22.0;3.0;19.0
76;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dronten;370.0;105.0;270.0;16.49;4.61;11.88;11.0;3.0;8.0
77;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Druten;435.0;55.0;380.0;28.9;3.64;25.26;27.0;3.0;24.0
78;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Duiven;;;;;;;;;
79;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Echt-Susteren;565.0;110.0;455.0;21.63;4.14;17.49;20.0;4.0;16.0
80;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Edam-Volendam;290.0;60.0;230.0;21.23;4.3;16.92;10.0;2.0;8.0
81;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Ede;1245.0;325.0;920.0;17.7;4.6;13.1;13.0;3.0;10.0
82;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Eemnes;70.0;15.0;50.0;19.83;4.89;14.94;9.0;2.0;7.0
83;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Eemsdelta;675.0;175.0;495.0;16.42;4.32;12.1;17.0;5.0;13.0
84;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Eersel;360.0;55.0;305.0;27.2;4.22;22.98;22.0;3.0;18.0
85;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Eijsden-Margraten;335.0;90.0;245.0;19.9;5.24;14.66;15.0;4.0;11.0
86;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Eindhoven;2915.0;695.0;2220.0;17.68;4.22;13.46;14.0;3.0;11.0
87;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Elburg;215.0;55.0;160.0;19.64;5.07;14.57;11.0;3.0;8.0
88;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Emmen;;;;;;;;;
89;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Enkhuizen;195.0;45.0;150.0;14.08;3.38;10.7;13.0;3.0;10.0
90;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Enschede;2570.0;550.0;2020.0;16.91;3.61;13.3;19.0;4.0;15.0
91;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Epe;240.0;85.0;150.0;13.89;5.06;8.83;9.0;3.0;5.0
92;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Ermelo;620.0;90.0;530.0;30.77;4.52;26.24;27.0;4.0;23.0
93;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Etten-Leur;575.0;135.0;440.0;16.61;3.88;12.74;16.0;4.0;12.0
94;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;De Fryske Marren;500.0;150.0;345.0;17.5;5.31;12.19;12.0;3.0;8.0
95;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geertruidenberg;330.0;55.0;275.0;15.65;2.56;13.09;18.0;3.0;15.0
96;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geldrop-Mierlo;475.0;160.0;315.0;15.18;5.11;10.07;14.0;5.0;9.0
97;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gemert-Bakel;355.0;90.0;265.0;17.89;4.56;13.33;14.0;4.0;10.0
98;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gennep;165.0;65.0;100.0;16.92;6.56;10.36;11.0;4.0;7.0
99;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gilze en Rijen;325.0;70.0;255.0;16.4;3.61;12.79;13.0;3.0;10.0
100;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Goeree-Overflakkee;735.0;160.0;575.0;25.71;5.55;20.15;17.0;4.0;14.0
101;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Goes;900.0;170.0;730.0;22.46;4.19;18.27;27.0;5.0;22.0
102;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Goirle;310.0;60.0;250.0;18.28;3.66;14.62;16.0;3.0;13.0
103;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gooise Meren;670.0;165.0;505.0;19.22;4.72;14.5;14.0;3.0;11.0
104;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gorinchem;570.0;130.0;440.0;21.22;4.81;16.41;18.0;4.0;14.0
105;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gouda;925.0;220.0;705.0;18.3;4.38;13.92;15.0;4.0;11.0
106;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Grave;185.0;35.0;150.0;21.16;3.98;17.18;17.0;3.0;14.0
107;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;'s-Gravenhage (gemeente);5385.0;1285.0;4100.0;15.12;3.61;11.5;12.0;3.0;9.0
108;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Groningen (gemeente);2215.0;505.0;1710.0;15.57;3.56;12.01;11.0;2.0;8.0
109;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gulpen-Wittem;215.0;60.0;155.0;20.15;5.6;14.55;17.0;5.0;12.0
110;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Haaksbergen;310.0;70.0;240.0;21.22;4.76;16.46;15.0;3.0;12.0
111;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Haarlem;1615.0;430.0;1180.0;14.63;3.92;10.72;12.0;3.0;9.0
112;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Haarlemmermeer;1505.0;320.0;1185.0;17.97;3.81;14.16;11.0;2.0;9.0
113;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Halderberge;440.0;95.0;345.0;19.31;4.22;15.09;17.0;4.0;13.0
114;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hardenberg;;;;;;;;;
115;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Harderwijk;580.0;165.0;415.0;17.82;5.03;12.79;15.0;4.0;10.0
116;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hardinxveld-Giessendam;210.0;55.0;155.0;18.31;4.84;13.47;14.0;4.0;11.0
117;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Harlingen;205.0;50.0;155.0;14.59;3.56;11.03;15.0;4.0;12.0
118;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hattem;110.0;25.0;80.0;14.98;3.74;11.23;11.0;3.0;8.0
119;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heemskerk;585.0;130.0;455.0;18.62;4.1;14.52;18.0;4.0;14.0
120;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heemstede;410.0;85.0;325.0;23.12;4.8;18.32;18.0;4.0;14.0
121;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heerde;110.0;25.0;85.0;19.47;4.6;14.87;7.0;2.0;5.0
122;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heerenveen;600.0;190.0;410.0;14.38;4.57;9.81;14.0;4.0;10.0
123;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heerhugowaard;380.0;90.0;290.0;16.55;3.89;12.66;8.0;2.0;6.0
124;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heerlen;1295.0;370.0;925.0;18.9;5.37;13.53;17.0;5.0;12.0
125;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heeze-Leende;275.0;55.0;225.0;30.24;5.79;24.45;20.0;4.0;16.0
126;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heiloo;290.0;90.0;200.0;23.0;7.19;15.81;14.0;4.0;10.0
127;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Den Helder;730.0;175.0;555.0;18.41;4.46;13.95;15.0;4.0;11.0
128;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hellendoorn;505.0;120.0;390.0;19.9;4.67;15.23;17.0;4.0;13.0
129;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hellevoetsluis;300.0;100.0;205.0;13.18;4.32;8.86;9.0;3.0;6.0
130;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Helmond;990.0;255.0;735.0;12.45;3.18;9.26;13.0;3.0;9.0
131;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hendrik-Ido-Ambacht;300.0;70.0;225.0;17.93;4.32;13.61;12.0;3.0;9.0
132;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hengelo (O.);1035.0;295.0;735.0;14.35;4.11;10.23;15.0;4.0;11.0
133;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;'s-Hertogenbosch;2105.0;435.0;1670.0;20.05;4.15;15.91;16.0;3.0;13.0
134;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heumen;;;;;;;;;
135;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heusden;175.0;80.0;95.0;9.29;4.25;5.04;5.0;2.0;2.0
136;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hillegom;210.0;50.0;155.0;15.03;3.76;11.27;11.0;3.0;8.0
137;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hilvarenbeek;245.0;35.0;210.0;25.21;3.5;21.71;18.0;3.0;16.0
138;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hilversum;1005.0;285.0;720.0;15.34;4.37;10.98;13.0;4.0;9.0
139;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hoeksche Waard;680.0;175.0;510.0;14.99;3.82;11.16;9.0;2.0;7.0
140;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hof van Twente;440.0;105.0;335.0;17.68;4.3;13.38;15.0;4.0;11.0
141;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Het Hogeland;790.0;165.0;625.0;19.1;3.95;15.15;20.0;4.0;16.0
142;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hollands Kroon;310.0;115.0;195.0;15.84;5.86;9.98;8.0;3.0;5.0
143;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hoogeveen;930.0;185.0;745.0;19.71;3.93;15.79;20.0;4.0;16.0
144;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hoorn;840.0;185.0;650.0;16.23;3.62;12.61;14.0;3.0;11.0
145;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Horst aan de Maas;460.0;150.0;305.0;19.78;6.55;13.23;12.0;4.0;8.0
146;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Houten;265.0;95.0;170.0;15.04;5.37;9.67;7.0;2.0;4.0
147;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Huizen;415.0;120.0;295.0;19.84;5.72;14.12;12.0;3.0;9.0
148;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hulst;245.0;80.0;165.0;17.28;5.69;11.59;10.0;3.0;7.0
149;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;IJsselstein;;;;;;;;;
150;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Kaag en Braassem;;;;;;;;;
151;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Kampen;410.0;120.0;290.0;15.27;4.41;10.87;9.0;3.0;7.0
152;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Kapelle;140.0;40.0;100.0;15.33;4.41;10.92;13.0;4.0;9.0
153;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Katwijk;745.0;160.0;580.0;22.09;4.79;17.3;14.0;3.0;11.0
154;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Kerkrade;880.0;230.0;650.0;17.05;4.5;12.56;22.0;6.0;16.0
155;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Koggenland;180.0;50.0;130.0;17.24;4.76;12.48;9.0;3.0;7.0
156;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Krimpen aan den IJssel;305.0;100.0;210.0;17.1;5.48;11.63;13.0;4.0;9.0
157;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Krimpenerwaard;615.0;155.0;460.0;18.39;4.66;13.74;13.0;3.0;10.0
158;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Laarbeek;265.0;55.0;210.0;19.32;3.89;15.43;14.0;3.0;11.0
159;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Landerd;135.0;30.0;105.0;18.07;4.22;13.85;10.0;2.0;8.0
160;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Landgraaf;730.0;155.0;575.0;19.58;4.15;15.43;23.0;5.0;18.0
161;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Landsmeer;80.0;25.0;55.0;13.63;4.43;9.2;8.0;3.0;6.0
162;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Langedijk;220.0;55.0;165.0;18.66;4.71;13.96;9.0;2.0;7.0
163;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lansingerland;460.0;110.0;350.0;17.92;4.25;13.66;9.0;2.0;7.0
164;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Laren (NH.);200.0;30.0;170.0;28.57;4.53;24.05;21.0;3.0;18.0
165;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leeuwarden;1830.0;490.0;1335.0;17.63;4.74;12.89;17.0;5.0;13.0
166;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leiden;1070.0;280.0;785.0;13.9;3.67;10.23;10.0;3.0;7.0
167;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leiderdorp;340.0;80.0;260.0;18.67;4.42;14.25;15.0;3.0;11.0
168;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leidschendam-Voorburg;510.0;175.0;340.0;13.69;4.64;9.06;8.0;3.0;5.0
169;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lelystad;870.0;165.0;700.0;17.17;3.28;13.89;13.0;3.0;11.0
170;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leudal;430.0;110.0;320.0;20.43;5.31;15.12;14.0;4.0;10.0
171;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leusden;295.0;85.0;210.0;17.63;5.16;12.47;12.0;3.0;8.0
172;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lingewaard;540.0;130.0;410.0;18.61;4.5;14.11;14.0;3.0;11.0
173;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lisse;205.0;65.0;140.0;14.34;4.64;9.7;11.0;3.0;7.0
174;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lochem;445.0;125.0;320.0;20.57;5.76;14.81;15.0;4.0;11.0
175;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Loon op Zand;365.0;75.0;290.0;19.43;3.89;15.54;18.0;4.0;15.0
176;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lopik;65.0;25.0;40.0;14.57;5.74;8.83;6.0;2.0;3.0
177;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Losser;370.0;80.0;290.0;21.62;4.78;16.84;19.0;4.0;15.0
178;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Maasdriel;200.0;50.0;155.0;14.25;3.46;10.79;9.0;2.0;7.0
179;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Maasgouw;680.0;105.0;575.0;33.78;5.13;28.65;32.0;5.0;27.0
180;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Maassluis;355.0;110.0;245.0;14.76;4.63;10.13;13.0;4.0;9.0
181;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Maastricht;1890.0;470.0;1425.0;16.84;4.17;12.67;17.0;4.0;13.0
182;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Medemblik;505.0;85.0;420.0;21.02;3.61;17.41;13.0;2.0;11.0
183;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Meerssen;245.0;75.0;170.0;16.79;5.11;11.68;15.0;5.0;10.0
184;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Meierijstad;645.0;215.0;435.0;15.11;4.97;10.13;9.0;3.0;6.0
