ID;SBI2008;Perioden;OpenstaandeVacatures_1;OntstaneVacatures_2;VervuldeVacatures_3
1109;G Handel;2022 jaargem. /jaartotaal;91.7;355.0;347.0
1110;G Handel;2023 1e kwartaal;83.9;78.0;80.0
1111;G Handel;2023 2e kwartaal;86.4;82.0;80.0
1112;G Handel;2023 3e kwartaal;79.8;77.0;83.0
1113;G Handel;2023 4e kwartaal;71.4;70.0;79.0
1114;G Handel;2023 jaargem. /jaartotaal;82.1;307.0;321.0
1115;G Handel;2024 1e kwartaal;74.9;74.0;71.0
1116;G Handel;2024 2e kwartaal;75.8;79.0;78.0
1117;G Handel;2024 3e kwartaal;74.1;76.0;77.0
1118;G Handel;2024 4e kwartaal;68.7;75.0;80.0
1119;G Handel;2024 jaargem. /jaartotaal;73.7;304.0;306.0
1120;H Vervoer en opslag;1997 1e kwartaal;3.5;7.5;7.5
1121;H Vervoer en opslag;1997 2e kwartaal;4.3;8.5;7.7
1122;H Vervoer en opslag;1997 3e kwartaal;4.3;8.7;8.7
1123;H Vervoer en opslag;1997 4e kwartaal;5.9;10.5;9.0
1124;H Vervoer en opslag;1997 jaargem. /jaartotaal;;35.0;33.0
1125;H Vervoer en opslag;1998 1e kwartaal;7.1;11.8;10.6
1126;H Vervoer en opslag;1998 2e kwartaal;6.4;9.1;9.8
1127;H Vervoer en opslag;1998 3e kwartaal;4.9;9.9;11.4
1128;H Vervoer en opslag;1998 4e kwartaal;6.8;10.6;8.7
1129;H Vervoer en opslag;1998 jaargem. /jaartotaal;6.2;41.0;41.0
1130;H Vervoer en opslag;1999 1e kwartaal;8.5;12.7;11.0
1131;H Vervoer en opslag;1999 2e kwartaal;11.5;16.0;13.0
1132;H Vervoer en opslag;1999 3e kwartaal;10.4;11.6;12.7
1133;H Vervoer en opslag;1999 4e kwartaal;10.0;11.0;11.5
1134;H Vervoer en opslag;1999 jaargem. /jaartotaal;9.7;51.0;48.0
1135;H Vervoer en opslag;2000 1e kwartaal;8.3;13.7;15.3
1136;H Vervoer en opslag;2000 2e kwartaal;9.1;12.8;12.0
1137;H Vervoer en opslag;2000 3e kwartaal;9.2;11.8;11.6
1138;H Vervoer en opslag;2000 4e kwartaal;9.1;11.2;11.4
1139;H Vervoer en opslag;2000 jaargem. /jaartotaal;9.0;50.0;50.0
1140;H Vervoer en opslag;2001 1e kwartaal;8.3;11.0;11.8
1141;H Vervoer en opslag;2001 2e kwartaal;8.2;11.3;11.4
1142;H Vervoer en opslag;2001 3e kwartaal;6.4;8.0;9.8
1143;H Vervoer en opslag;2001 4e kwartaal;5.4;7.5;8.4
1144;H Vervoer en opslag;2001 jaargem. /jaartotaal;7.5;38.0;41.0
1145;H Vervoer en opslag;2002 1e kwartaal;6.5;9.2;8.1
1146;H Vervoer en opslag;2002 2e kwartaal;6.4;10.0;10.1
1147;H Vervoer en opslag;2002 3e kwartaal;4.8;7.8;9.3
1148;H Vervoer en opslag;2002 4e kwartaal;3.6;6.0;7.3
1149;H Vervoer en opslag;2002 jaargem. /jaartotaal;5.5;33.0;35.0
1150;H Vervoer en opslag;2003 1e kwartaal;4.9;8.0;6.6
1151;H Vervoer en opslag;2003 2e kwartaal;4.3;7.9;8.5
1152;H Vervoer en opslag;2003 3e kwartaal;3.3;6.4;7.4
1153;H Vervoer en opslag;2003 4e kwartaal;4.5;8.2;7.0
1154;H Vervoer en opslag;2003 jaargem. /jaartotaal;4.1;31.0;30.0
1155;H Vervoer en opslag;2004 1e kwartaal;4.3;7.0;7.2
1156;H Vervoer en opslag;2004 2e kwartaal;6.6;10.3;8.1
1157;H Vervoer en opslag;2004 3e kwartaal;4.3;7.0;9.3
1158;H Vervoer en opslag;2004 4e kwartaal;4.2;6.6;6.7
1159;H Vervoer en opslag;2004 jaargem. /jaartotaal;4.9;31.0;31.0
1160;H Vervoer en opslag;2005 1e kwartaal;6.3;9.6;7.5
1161;H Vervoer en opslag;2005 2e kwartaal;5.8;7.6;8.1
1162;H Vervoer en opslag;2005 3e kwartaal;6.3;8.5;8.0
1163;H Vervoer en opslag;2005 4e kwartaal;5.9;8.2;8.5
1164;H Vervoer en opslag;2005 jaargem. /jaartotaal;5.9;34.0;32.0
1165;H Vervoer en opslag;2006 1e kwartaal;8.0;11.2;9.1
1166;H Vervoer en opslag;2006 2e kwartaal;10.3;12.6;10.3
1167;H Vervoer en opslag;2006 3e kwartaal;9.7;10.7;11.3
1168;H Vervoer en opslag;2006 4e kwartaal;9.3;10.2;10.6
1169;H Vervoer en opslag;2006 jaargem. /jaartotaal;8.9;45.0;41.0
1170;H Vervoer en opslag;2007 1e kwartaal;8.8;10.9;11.3
1171;H Vervoer en opslag;2007 2e kwartaal;10.8;12.9;10.9
1172;H Vervoer en opslag;2007 3e kwartaal;10.2;11.9;12.5
1173;H Vervoer en opslag;2007 4e kwartaal;10.0;12.1;12.2
1174;H Vervoer en opslag;2007 jaargem. /jaartotaal;9.8;48.0;47.0
1175;H Vervoer en opslag;2008 1e kwartaal;10.1;11.6;11.5
1176;H Vervoer en opslag;2008 2e kwartaal;10.0;10.7;10.8
1177;H Vervoer en opslag;2008 3e kwartaal;9.2;10.9;11.8
1178;H Vervoer en opslag;2008 4e kwartaal;6.3;7.6;10.5
1179;H Vervoer en opslag;2008 jaargem. /jaartotaal;9.4;41.0;45.0
1180;H Vervoer en opslag;2009 1e kwartaal;3.7;4.7;7.4
1181;H Vervoer en opslag;2009 2e kwartaal;3.7;6.3;6.3
1182;H Vervoer en opslag;2009 3e kwartaal;3.4;6.0;6.2
1183;H Vervoer en opslag;2009 4e kwartaal;3.3;5.6;5.7
1184;H Vervoer en opslag;2009 jaargem. /jaartotaal;3.9;23.0;26.0
1185;H Vervoer en opslag;2010 1e kwartaal;3.5;6.0;5.7
1186;H Vervoer en opslag;2010 2e kwartaal;3.7;6.1;5.9
1187;H Vervoer en opslag;2010 3e kwartaal;4.0;7.1;6.9
1188;H Vervoer en opslag;2010 4e kwartaal;3.5;5.9;6.4
1189;H Vervoer en opslag;2010 jaargem. /jaartotaal;3.6;25.0;25.0
1190;H Vervoer en opslag;2011 1e kwartaal;4.1;8.0;7.0
1191;H Vervoer en opslag;2011 2e kwartaal;5.1;9.0;8.0
1192;H Vervoer en opslag;2011 3e kwartaal;4.1;8.0;9.0
1193;H Vervoer en opslag;2011 4e kwartaal;3.9;7.0;7.0
1194;H Vervoer en opslag;2011 jaargem. /jaartotaal;4.3;32.0;32.0
1195;H Vervoer en opslag;2012 1e kwartaal;3.7;7.0;7.0
1196;H Vervoer en opslag;2012 2e kwartaal;3.7;8.0;8.0
1197;H Vervoer en opslag;2012 3e kwartaal;2.9;5.0;6.0
1198;H Vervoer en opslag;2012 4e kwartaal;2.5;5.0;6.0
1199;H Vervoer en opslag;2012 jaargem. /jaartotaal;3.4;25.0;27.0
1200;H Vervoer en opslag;2013 1e kwartaal;2.8;6.0;6.0
1201;H Vervoer en opslag;2013 2e kwartaal;2.9;7.0;6.0
1202;H Vervoer en opslag;2013 3e kwartaal;3.4;6.0;6.0
1203;H Vervoer en opslag;2013 4e kwartaal;3.2;6.0;6.0
1204;H Vervoer en opslag;2013 jaargem. /jaartotaal;3.0;25.0;24.0
1205;H Vervoer en opslag;2014 1e kwartaal;3.8;6.0;6.0
1206;H Vervoer en opslag;2014 2e kwartaal;4.1;7.0;7.0
1207;H Vervoer en opslag;2014 3e kwartaal;3.9;7.0;7.0
1208;H Vervoer en opslag;2014 4e kwartaal;4.2;6.0;6.0
1209;H Vervoer en opslag;2014 jaargem. /jaartotaal;3.9;27.0;26.0
1210;H Vervoer en opslag;2015 1e kwartaal;5.1;9.0;8.0
1211;H Vervoer en opslag;2015 2e kwartaal;5.7;9.0;8.0
1212;H Vervoer en opslag;2015 3e kwartaal;4.7;8.0;9.0
1213;H Vervoer en opslag;2015 4e kwartaal;4.5;9.0;9.0
1214;H Vervoer en opslag;2015 jaargem. /jaartotaal;5.0;35.0;35.0
1215;H Vervoer en opslag;2016 1e kwartaal;5.1;8.0;7.0
1216;H Vervoer en opslag;2016 2e kwartaal;6.5;10.0;9.0
1217;H Vervoer en opslag;2016 3e kwartaal;6.8;9.0;9.0
1218;H Vervoer en opslag;2016 4e kwartaal;6.8;9.0;9.0
1219;H Vervoer en opslag;2016 jaargem. /jaartotaal;6.0;37.0;35.0
1220;H Vervoer en opslag;2017 1e kwartaal;7.4;10.0;9.0
1221;H Vervoer en opslag;2017 2e kwartaal;8.4;11.0;10.0
1222;H Vervoer en opslag;2017 3e kwartaal;8.8;11.0;11.0
1223;H Vervoer en opslag;2017 4e kwartaal;8.6;10.0;10.0
1224;H Vervoer en opslag;2017 jaargem. /jaartotaal;8.1;41.0;40.0
1225;H Vervoer en opslag;2018 1e kwartaal;10.4;13.0;11.0
1226;H Vervoer en opslag;2018 2e kwartaal;12.4;13.0;11.0
1227;H Vervoer en opslag;2018 3e kwartaal;13.3;15.0;14.0
1228;H Vervoer en opslag;2018 4e kwartaal;13.3;13.0;13.0
1229;H Vervoer en opslag;2018 jaargem. /jaartotaal;11.7;53.0;48.0
1230;H Vervoer en opslag;2019 1e kwartaal;13.7;13.0;13.0
1231;H Vervoer en opslag;2019 2e kwartaal;13.5;13.0;14.0
1232;H Vervoer en opslag;2019 3e kwartaal;12.4;13.0;14.0
1233;H Vervoer en opslag;2019 4e kwartaal;12.2;12.0;12.0
1234;H Vervoer en opslag;2019 jaargem. /jaartotaal;13.1;52.0;53.0
1235;H Vervoer en opslag;2020 1e kwartaal;8.3;12.0;16.0
1236;H Vervoer en opslag;2020 2e kwartaal;6.8;9.0;10.0
1237;H Vervoer en opslag;2020 3e kwartaal;8.2;10.0;9.0
1238;H Vervoer en opslag;2020 4e kwartaal;7.7;10.0;11.0
1239;H Vervoer en opslag;2020 jaargem. /jaartotaal;8.3;41.0;46.0
1240;H Vervoer en opslag;2021 1e kwartaal;9.9;14.0;11.0
1241;H Vervoer en opslag;2021 2e kwartaal;15.1;17.0;12.0
1242;H Vervoer en opslag;2021 3e kwartaal;16.9;18.0;16.0
1243;H Vervoer en opslag;2021 4e kwartaal;17.2;15.0;14.0
1244;H Vervoer en opslag;2021 jaargem. /jaartotaal;13.6;64.0;54.0
1245;H Vervoer en opslag;2022 1e kwartaal;19.1;18.0;16.0
1246;H Vervoer en opslag;2022 2e kwartaal;20.4;17.0;16.0
1247;H Vervoer en opslag;2022 3e kwartaal;21.9;17.0;16.0
1248;H Vervoer en opslag;2022 4e kwaraal;18.9;15.0;18.0
1249;H Vervoer en opslag;2022 jaargem. /jaartotaal;19.9;67.0;65.0
1250;H Vervoer en opslag;2023 1e kwartaal;18.1;16.0;17.0
1251;H Vervoer en opslag;2023 2e kwartaal;18.6;16.0;16.0
1252;H Vervoer en opslag;2023 3e kwartaal;18.8;16.0;15.0
1253;H Vervoer en opslag;2023 4e kwartaal;16.4;14.0;16.0
1254;H Vervoer en opslag;2023 jaargem. /jaartotaal;18.3;62.0;65.0
1255;H Vervoer en opslag;2024 1e kwartaal;16.2;15.0;15.0
1256;H Vervoer en opslag;2024 2e kwartaal;18.9;17.0;14.0
1257;H Vervoer en opslag;2024 3e kwartaal;17.1;16.0;17.0
1258;H Vervoer en opslag;2024 4e kwartaal;15.7;16.0;17.0
1259;H Vervoer en opslag;2024 jaargem. /jaartotaal;17.1;63.0;64.0
1260;I Horeca;1997 1e kwartaal;4.0;10.7;9.4
1261;I Horeca;1997 2e kwartaal;3.4;13.3;13.8
1262;I Horeca;1997 3e kwartaal;2.8;11.9;12.6
1263;I Horeca;1997 4e kwartaal;4.8;13.6;11.6
1264;I Horeca;1997 jaargem. /jaartotaal;;50.0;47.0
1265;I Horeca;1998 1e kwartaal;7.8;14.5;11.5
1266;I Horeca;1998 2e kwartaal;6.9;14.3;15.2
1267;I Horeca;1998 3e kwartaal;4.5;12.5;14.8
1268;I Horeca;1998 4e kwartaal;5.3;9.6;8.8
1269;I Horeca;1998 jaargem. /jaartotaal;6.1;51.0;50.0
1270;I Horeca;1999 1e kwartaal;8.6;14.7;11.4
1271;I Horeca;1999 2e kwartaal;8.2;15.0;15.3
1272;I Horeca;1999 3e kwartaal;6.8;14.3;15.7
1273;I Horeca;1999 4e kwartaal;8.2;12.9;11.5
1274;I Horeca;1999 jaargem. /jaartotaal;7.6;57.0;54.0
1275;I Horeca;2000 1e kwartaal;9.7;17.4;15.8
1276;I Horeca;2000 2e kwartaal;9.3;16.8;17.1
1277;I Horeca;2000 3e kwartaal;7.0;13.4;15.7
1278;I Horeca;2000 4e kwartaal;7.5;11.3;10.9
1279;I Horeca;2000 jaargem. /jaartotaal;8.5;59.0;60.0
1280;I Horeca;2001 1e kwartaal;9.2;16.8;15.1
1281;I Horeca;2001 2e kwartaal;9.5;23.3;23.1
1282;I Horeca;2001 3e kwartaal;8.4;15.5;16.7
1283;I Horeca;2001 4e kwartaal;7.4;11.1;12.0
1284;I Horeca;2001 jaargem. /jaartotaal;8.6;67.0;67.0
1285;I Horeca;2002 1e kwartaal;9.0;14.5;12.9
1286;I Horeca;2002 2e kwartaal;9.8;18.7;17.9
1287;I Horeca;2002 3e kwartaal;6.7;10.8;14.0
1288;I Horeca;2002 4e kwartaal;5.7;9.2;10.3
1289;I Horeca;2002 jaargem. /jaartotaal;8.0;53.0;55.0
1290;I Horeca;2003 1e kwartaal;6.0;10.4;10.1
1291;I Horeca;2003 2e kwartaal;6.0;11.7;11.7
1292;I Horeca;2003 3e kwartaal;2.9;10.8;13.9
1293;I Horeca;2003 4e kwartaal;3.7;8.7;7.9
1294;I Horeca;2003 jaargem. /jaartotaal;4.9;42.0;44.0
1295;I Horeca;2004 1e kwartaal;7.4;15.2;11.5
1296;I Horeca;2004 2e kwartaal;8.4;16.9;15.8
1297;I Horeca;2004 3e kwartaal;6.1;13.4;15.8
1298;I Horeca;2004 4e kwartaal;6.3;11.8;11.6
1299;I Horeca;2004 jaargem. /jaartotaal;6.7;57.0;55.0
1300;I Horeca;2005 1e kwartaal;12.4;19.7;13.6
1301;I Horeca;2005 2e kwartaal;10.4;16.9;18.9
1302;I Horeca;2005 3e kwartaal;10.2;18.1;18.3
1303;I Horeca;2005 4e kwartaal;7.6;11.2;13.9
1304;I Horeca;2005 jaargem. /jaartotaal;10.0;66.0;65.0
1305;I Horeca;2006 1e kwartaal;10.9;18.7;15.4
1306;I Horeca;2006 2e kwartaal;13.4;25.4;23.0
1307;I Horeca;2006 3e kwartaal;11.2;19.8;22.0
1308;I Horeca;2006 4e kwartaal;10.0;12.8;14.0
1309;I Horeca;2006 jaargem. /jaartotaal;11.1;77.0;74.0
1310;I Horeca;2007 1e kwartaal;15.1;21.5;16.4
1311;I Horeca;2007 2e kwartaal;16.8;22.6;20.8
1312;I Horeca;2007 3e kwartaal;13.4;16.6;20.0
1313;I Horeca;2007 4e kwartaal;11.6;13.9;15.7
1314;I Horeca;2007 jaargem. /jaartotaal;14.0;75.0;73.0
1315;I Horeca;2008 1e kwartaal;14.6;20.6;17.5
1316;I Horeca;2008 2e kwartaal;16.2;22.8;21.2
1317;I Horeca;2008 3e kwartaal;12.2;17.0;21.1
1318;I Horeca;2008 4e kwartaal;9.4;12.5;15.2
1319;I Horeca;2008 jaargem. /jaartotaal;13.4;73.0;75.0
1320;I Horeca;2009 1e kwartaal;9.5;13.1;13.0
1321;I Horeca;2009 2e kwartaal;8.4;16.0;17.1
1322;I Horeca;2009 3e kwartaal;7.2;13.6;14.9
1323;I Horeca;2009 4e kwartaal;5.3;10.5;12.4
1324;I Horeca;2009 jaargem. /jaartotaal;8.1;53.0;57.0
1325;I Horeca;2010 1e kwartaal;7.4;12.9;11.1
1326;I Horeca;2010 2e kwartaal;8.9;14.4;13.0
1327;I Horeca;2010 3e kwartaal;8.3;14.7;15.3
1328;I Horeca;2010 4e kwartaal;7.5;11.6;12.4
1329;I Horeca;2010 jaargem. /jaartotaal;7.8;54.0;52.0
1330;I Horeca;2011 1e kwartaal;9.1;14.0;13.0
1331;I Horeca;2011 2e kwartaal;9.9;17.0;16.0
1332;I Horeca;2011 3e kwartaal;8.2;16.0;18.0
1333;I Horeca;2011 4e kwartaal;7.0;12.0;14.0
1334;I Horeca;2011 jaargem. /jaartotaal;8.7;60.0;60.0
1335;I Horeca;2012 1e kwartaal;8.4;15.0;13.0
1336;I Horeca;2012 2e kwartaal;8.1;16.0;16.0
1337;I Horeca;2012 3e kwartaal;7.1;15.0;15.0
1338;I Horeca;2012 4e kwartaal;6.4;11.0;11.0
1339;I Horeca;2012 jaargem. /jaartotaal;7.6;56.0;56.0
1340;I Horeca;2013 1e kwartaal;8.0;14.0;12.0
1341;I Horeca;2013 2e kwartaal;7.5;16.0;16.0
1342;I Horeca;2013 3e kwartaal;6.7;14.0;15.0
1343;I Horeca;2013 4e kwartaal;5.6;11.0;12.0
1344;I Horeca;2013 jaargem. /jaartotaal;7.1;56.0;56.0
1345;I Horeca;2014 1e kwartaal;8.8;17.0;13.0
1346;I Horeca;2014 2e kwartaal;9.3;18.0;17.0
1347;I Horeca;2014 3e kwartaal;8.9;16.0;16.0
1348;I Horeca;2014 4e kwartaal;7.8;14.0;15.0
1349;I Horeca;2014 jaargem. /jaartotaal;8.4;64.0;62.0
1350;I Horeca;2015 1e kwartaal;11.1;20.0;17.0
1351;I Horeca;2015 2e kwartaal;11.2;21.0;21.0
1352;I Horeca;2015 3e kwartaal;9.8;17.0;19.0
1353;I Horeca;2015 4e kwartaal;10.0;16.0;16.0
1354;I Horeca;2015 jaargem. /jaartotaal;10.3;75.0;73.0
1355;I Horeca;2016 1e kwartaal;12.9;21.0;18.0
1356;I Horeca;2016 2e kwartaal;13.7;23.0;22.0
1357;I Horeca;2016 3e kwartaal;14.4;22.0;21.0
1358;I Horeca;2016 4e kwartaal;13.1;19.0;20.0
1359;I Horeca;2016 jaargem. /jaartotaal;13.1;84.0;81.0
1360;I Horeca;2017 1e kwartaal;16.4;26.0;22.0
1361;I Horeca;2017 2e kwartaal;19.6;29.0;26.0
1362;I Horeca;2017 3e kwartaal;18.1;25.0;26.0
1363;I Horeca;2017 4e kwartaal;16.7;20.0;22.0
1364;I Horeca;2017 jaargem. /jaartotaal;17.3;100.0;96.0
1365;I Horeca;2018 1e kwartaal;19.1;23.0;21.0
1366;I Horeca;2018 2e kwartaal;22.9;31.0;27.0
1367;I Horeca;2018 3e kwartaal;21.1;27.0;29.0
1368;I Horeca;2018 4e kwartaal;18.9;22.0;24.0
1369;I Horeca;2018 jaargem. /jaartotaal;20.2;103.0;101.0
1370;I Horeca;2019 1e kwartaal;22.9;30.0;25.0
1371;I Horeca;2019 2e kwartaal;25.9;32.0;29.0
1372;I Horeca;2019 3e kwartaal;23.1;29.0;32.0
1373;I Horeca;2019 4e kwartaal;20.5;24.0;26.0
1374;I Horeca;2019 jaargem. /jaartotaal;22.9;114.0;113.0
1375;I Horeca;2020 1e kwartaal;9.9;16.0;27.0
1376;I Horeca;2020 2e kwartaal;10.2;16.0;15.0
1377;I Horeca;2020 3e kwartaal;10.8;21.0;20.0
1378;I Horeca;2020 4e kwartaal;6.1;7.0;12.0
1379;I Horeca;2020 jaargem. /jaartotaal;11.1;60.0;74.0
1380;I Horeca;2021 1e kwartaal;13.7;19.0;11.0
1381;I Horeca;2021 2e kwartaal;29.2;43.0;27.0
1382;I Horeca;2021 3e kwartaal;36.2;43.0;36.0
1383;I Horeca;2021 4e kwartaal;24.2;21.0;33.0
1384;I Horeca;2021 jaargem. /jaartotaal;23.6;126.0;108.0
1385;I Horeca;2022 1e kwartaal;44.3;48.0;28.0
1386;I Horeca;2022 2e kwartaal;44.6;40.0;40.0
1387;I Horeca;2022 3e kwartaal;37.5;34.0;41.0
1388;I Horeca;2022 4e kwaraal;29.3;25.0;33.0
1389;I Horeca;2022 jaargem. /jaartotaal;38.3;147.0;142.0
1390;I Horeca;2023 1e kwartaal;35.0;37.0;31.0
1391;I Horeca;2023 2e kwartaal;37.1;36.0;34.0
1392;I Horeca;2023 3e kwartaal;31.6;29.0;34.0
1393;I Horeca;2023 4e kwartaal;27.8;27.0;31.0
1394;I Horeca;2023 jaargem. /jaartotaal;33.1;128.0;130.0
1395;I Horeca;2024 1e kwartaal;31.1;33.0;29.0
1396;I Horeca;2024 2e kwartaal;30.3;33.0;34.0
1397;I Horeca;2024 3e kwartaal;28.0;29.0;31.0
1398;I Horeca;2024 4e kwartaal;25.8;27.0;29.0
1399;I Horeca;2024 jaargem. /jaartotaal;29.1;122.0;124.0
1400;J Informatie en communicatie;1997 1e kwartaal;4.4;5.5;5.3
1401;J Informatie en communicatie;1997 2e kwartaal;5.6;7.0;5.8
1402;J Informatie en communicatie;1997 3e kwartaal;5.6;7.4;7.4
1403;J Informatie en communicatie;1997 4e kwartaal;7.3;8.5;6.7
1404;J Informatie en communicatie;1997 jaargem. /jaartotaal;;28.0;25.0
1405;J Informatie en communicatie;1998 1e kwartaal;11.9;15.2;10.7
1406;J Informatie en communicatie;1998 2e kwartaal;10.1;10.2;12.0
1407;J Informatie en communicatie;1998 3e kwartaal;9.8;9.2;9.5
1408;J Informatie en communicatie;1998 4e kwartaal;10.9;10.6;9.5
1409;J Informatie en communicatie;1998 jaargem. /jaartotaal;10.2;45.0;42.0
1410;J Informatie en communicatie;1999 1e kwartaal;11.4;11.1;10.8
1411;J Informatie en communicatie;1999 2e kwartaal;13.9;11.5;9.0
1412;J Informatie en communicatie;1999 3e kwartaal;11.6;8.2;10.5
1413;J Informatie en communicatie;1999 4e kwartaal;12.0;10.8;10.4
1414;J Informatie en communicatie;1999 jaargem. /jaartotaal;12.1;41.0;41.0
1415;J Informatie en communicatie;2000 1e kwartaal;14.1;14.3;12.2
1416;J Informatie en communicatie;2000 2e kwartaal;11.8;7.7;10.0
1417;J Informatie en communicatie;2000 3e kwartaal;10.2;8.7;10.2
1418;J Informatie en communicatie;2000 4e kwartaal;11.7;11.1;9.7
1419;J Informatie en communicatie;2000 jaargem. /jaartotaal;12.0;42.0;42.0
1420;J Informatie en communicatie;2001 1e kwartaal;14.2;13.3;10.8
1421;J Informatie en communicatie;2001 2e kwartaal;11.4;10.1;12.8
1422;J Informatie en communicatie;2001 3e kwartaal;8.2;7.7;10.9
1423;J Informatie en communicatie;2001 4e kwartaal;7.1;6.9;7.9
1424;J Informatie en communicatie;2001 jaargem. /jaartotaal;10.8;38.0;42.0
1425;J Informatie en communicatie;2002 1e kwartaal;6.4;5.8;6.4
1426;J Informatie en communicatie;2002 2e kwartaal;5.2;5.4;6.6
1427;J Informatie en communicatie;2002 3e kwartaal;3.1;4.1;6.2
1428;J Informatie en communicatie;2002 4e kwartaal;3.9;4.9;4.2
1429;J Informatie en communicatie;2002 jaargem. /jaartotaal;5.1;20.0;23.0
1430;J Informatie en communicatie;2003 1e kwartaal;3.5;4.5;4.9
1431;J Informatie en communicatie;2003 2e kwartaal;4.3;5.2;4.4
1432;J Informatie en communicatie;2003 3e kwartaal;2.8;3.9;5.4
1433;J Informatie en communicatie;2003 4e kwartaal;4.2;5.9;4.5
1434;J Informatie en communicatie;2003 jaargem. /jaartotaal;3.6;20.0;19.0
1435;J Informatie en communicatie;2004 1e kwartaal;5.1;5.5;4.6
1436;J Informatie en communicatie;2004 2e kwartaal;5.5;6.1;5.7
1437;J Informatie en communicatie;2004 3e kwartaal;6.3;6.0;5.2
1438;J Informatie en communicatie;2004 4e kwartaal;6.3;6.1;6.1
1439;J Informatie en communicatie;2004 jaargem. /jaartotaal;5.5;24.0;22.0
1440;J Informatie en communicatie;2005 1e kwartaal;9.4;10.6;7.5
1441;J Informatie en communicatie;2005 2e kwartaal;8.5;8.2;9.1
1442;J Informatie en communicatie;2005 3e kwartaal;9.5;10.4;9.3
1443;J Informatie en communicatie;2005 4e kwartaal;10.4;9.4;8.5
1444;J Informatie en communicatie;2005 jaargem. /jaartotaal;8.9;39.0;34.0
1445;J Informatie en communicatie;2006 1e kwartaal;12.8;13.2;10.7
1446;J Informatie en communicatie;2006 2e kwartaal;12.9;11.9;11.8
1447;J Informatie en communicatie;2006 3e kwartaal;13.0;11.5;11.4
1448;J Informatie en communicatie;2006 4e kwartaal;12.9;11.8;11.9
1449;J Informatie en communicatie;2006 jaargem. /jaartotaal;12.6;48.0;46.0
1450;J Informatie en communicatie;2007 1e kwartaal;12.1;10.6;11.3
1451;J Informatie en communicatie;2007 2e kwartaal;13.7;13.2;11.6
1452;J Informatie en communicatie;2007 3e kwartaal;13.1;11.8;12.4
1453;J Informatie en communicatie;2007 4e kwartaal;14.2;12.0;11.0
1454;J Informatie en communicatie;2007 jaargem. /jaartotaal;13.1;48.0;46.0
1455;J Informatie en communicatie;2008 1e kwartaal;13.8;11.1;11.5
1456;J Informatie en communicatie;2008 2e kwartaal;17.0;14.1;11.0
1457;J Informatie en communicatie;2008 3e kwartaal;13.9;9.8;12.9
1458;J Informatie en communicatie;2008 4e kwartaal;10.8;8.3;11.4
1459;J Informatie en communicatie;2008 jaargem. /jaartotaal;14.3;43.0;47.0
1460;J Informatie en communicatie;2009 1e kwartaal;7.1;7.0;10.7
1461;J Informatie en communicatie;2009 2e kwartaal;5.8;5.6;6.9
1462;J Informatie en communicatie;2009 3e kwartaal;5.6;6.4;6.8
1463;J Informatie en communicatie;2009 4e kwartaal;5.8;5.8;5.5
1464;J Informatie en communicatie;2009 jaargem. /jaartotaal;6.7;25.0;30.0
1465;J Informatie en communicatie;2010 1e kwartaal;6.9;7.7;6.5
1466;J Informatie en communicatie;2010 2e kwartaal;7.7;8.5;7.7
1467;J Informatie en communicatie;2010 3e kwartaal;7.9;9.0;8.8
1468;J Informatie en communicatie;2010 4e kwartaal;8.3;8.6;8.2
1469;J Informatie en communicatie;2010 jaargem. /jaartotaal;7.4;34.0;31.0
1470;J Informatie en communicatie;2011 1e kwartaal;9.3;9.0;8.0
1471;J Informatie en communicatie;2011 2e kwartaal;9.6;9.0;9.0
1472;J Informatie en communicatie;2011 3e kwartaal;8.9;10.0;10.0
1473;J Informatie en communicatie;2011 4e kwartaal;7.5;7.0;9.0
1474;J Informatie en communicatie;2011 jaargem. /jaartotaal;8.9;35.0;36.0
1475;J Informatie en communicatie;2012 1e kwartaal;7.8;8.0;8.0
1476;J Informatie en communicatie;2012 2e kwartaal;7.7;8.0;8.0
1477;J Informatie en communicatie;2012 3e kwartaal;7.8;8.0;8.0
1478;J Informatie en communicatie;2012 4e kwartaal;7.5;8.0;8.0
1479;J Informatie en communicatie;2012 jaargem. /jaartotaal;7.7;32.0;32.0
1480;J Informatie en communicatie;2013 1e kwartaal;7.0;7.0;8.0
1481;J Informatie en communicatie;2013 2e kwartaal;6.9;7.0;7.0
1482;J Informatie en communicatie;2013 3e kwartaal;7.0;7.0;7.0
1483;J Informatie en communicatie;2013 4e kwartaal;7.1;7.0;7.0
1484;J Informatie en communicatie;2013 jaargem. /jaartotaal;7.0;28.0;29.0
1485;J Informatie en communicatie;2014 1e kwartaal;8.5;9.0;8.0
1486;J Informatie en communicatie;2014 2e kwartaal;8.6;8.0;7.0
1487;J Informatie en communicatie;2014 3e kwartaal;8.6;8.0;8.0
1488;J Informatie en communicatie;2014 4e kwartaal;8.8;8.0;7.0
1489;J Informatie en communicatie;2014 jaargem. /jaartotaal;8.4;32.0;30.0
1490;J Informatie en communicatie;2015 1e kwartaal;10.1;9.0;8.0
1491;J Informatie en communicatie;2015 2e kwartaal;9.5;8.0;9.0
1492;J Informatie en communicatie;2015 3e kwartaal;10.5;10.0;9.0
1493;J Informatie en communicatie;2015 4e kwartaal;11.6;10.0;8.0
1494;J Informatie en communicatie;2015 jaargem. /jaartotaal;10.1;37.0;35.0
1495;J Informatie en communicatie;2016 1e kwartaal;12.5;11.0;11.0
