ID;BekortingLevensduur;Leeftijd;Perioden;TotaalOverledenen_1;TotaalZonderMBLHandelwijze_2;PlotselingEnOnverwachtOverleden_3;NietPlotselingOnverwachtOverleden_4;TotaalMetMBLHandelwijze_5;NISRekeningHoudendMetOverlijden_6;PSBRekeningHoudendMetOverlijden_7;PSBOverlijdenMedeDoel_8;NISOverlijdenUitdrukkelijkDoel_9;TotaalToedienenMiddel_10;Euthanasie_11;HulpBijZelfdoding_12;LevensbeeindigendHandZonderVerzoek_13
20;Totaal bekorting;65 tot 80 jaar;2001;48672;27707.0;16782.0;10925.0;20965.0;3234.0;9045.0;805.0;6120.0;1761.0;1431.0;117.0;213.0
21;Totaal bekorting;65 tot 80 jaar;2005;44224;25533.0;14776.0;10757.0;18691.0;3227.0;10841.0;374.0;3162.0;1087.0;874.0;60.0;153.0
22;Totaal bekorting;65 tot 80 jaar;2010;41731;17959.0;8893.0;9066.0;23772.0;2841.0;14149.0;588.0;4423.0;1771.0;1585.0;64.0;122.0
23;Totaal bekorting;65 tot 80 jaar;2015;44866;18611.0;7965.0;10646.0;26255.0;2237.0;14605.0;416.0;5998.0;2999.0;2764.0;86.0;149.0
24;Totaal bekorting;65 tot 80 jaar;2021;54916;25754.0;7856.0;17898.0;29162.0;2049.0;14492.0;1038.0;6512.0;5072.0;4708.0;200.0;164.0
25;Totaal bekorting;80 jaar of ouder;2001;64317;35356.0;19009.0;16347.0;28961.0;6162.0;12180.0;774.0;8571.0;1274.0;747.0;85.0;442.0
26;Totaal bekorting;80 jaar of ouder;2005;65970;36887.0;20286.0;16601.0;29083.0;6357.0;16163.0;736.0;5135.0;692.0;540.0;14.0;138.0
27;Totaal bekorting;80 jaar of ouder;2010;69203;26853.0;10575.0;16279.0;42350.0;6758.0;26552.0;608.0;7319.0;1112.0;950.0;36.0;127.0
28;Totaal bekorting;80 jaar of ouder;2015;79245;31269.0;9805.0;21464.0;47976.0;4340.0;29610.0;898.0;10511.0;2617.0;2365.0;52.0;201.0
29;Totaal bekorting;80 jaar of ouder;2021;92366;41886.0;9030.0;32856.0;50480.0;7069.0;27846.0;1416.0;11237.0;2913.0;2669.0;45.0;198.0
30;Bekortingsvraag niet beantwoord;Totaal;2001;8157;;;;8157.0;2100.0;5066.0;39.0;908.0;44.0;0.0;0.0;44.0
31;Bekortingsvraag niet beantwoord;Totaal;2005;8497;;;;8497.0;2249.0;5217.0;35.0;598.0;398.0;382.0;0.0;16.0
32;Bekortingsvraag niet beantwoord;Totaal;2010;7240;;;;7240.0;1050.0;5627.0;47.0;445.0;71.0;54.0;0.0;17.0
33;Bekortingsvraag niet beantwoord;Totaal;2015;7535;;;;7535.0;2502.0;4530.0;35.0;276.0;192.0;159.0;0.0;33.0
34;Bekortingsvraag niet beantwoord;Totaal;2021;1737;;;;1737.0;30.0;1382.0;0.0;56.0;269.0;187.0;0.0;82.0
35;Bekortingsvraag niet beantwoord;0 jaar;2001;24;;;;24.0;14.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0
36;Bekortingsvraag niet beantwoord;0 jaar;2005;34;;;;34.0;0.0;0.0;0.0;18.0;16.0;0.0;0.0;16.0
37;Bekortingsvraag niet beantwoord;0 jaar;2010;36;;;;36.0;11.0;17.0;0.0;7.0;0.0;0.0;0.0;0.0
38;Bekortingsvraag niet beantwoord;0 jaar;2015;46;;;;46.0;23.0;0.0;0.0;23.0;0.0;0.0;0.0;0.0
39;Bekortingsvraag niet beantwoord;0 jaar;2021;13;;;;13.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0
40;Bekortingsvraag niet beantwoord;1 tot 17 jaar;2001;29;;;;29.0;5.0;17.0;0.0;7.0;0.0;0.0;0.0;0.0
41;Bekortingsvraag niet beantwoord;1 tot 17 jaar;2005;38;;;;38.0;0.0;22.0;0.0;8.0;8.0;8.0;0.0;0.0
42;Bekortingsvraag niet beantwoord;1 tot 17 jaar;2010;11;;;;11.0;7.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0
43;Bekortingsvraag niet beantwoord;1 tot 17 jaar;2015;8;;;;8.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0
44;Bekortingsvraag niet beantwoord;1 tot 17 jaar;2021;0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
45;Bekortingsvraag niet beantwoord;17 tot 65 jaar;2001;1391;;;;1391.0;195.0;1087.0;0.0;109.0;0.0;0.0;0.0;0.0
46;Bekortingsvraag niet beantwoord;17 tot 65 jaar;2005;1517;;;;1517.0;286.0;977.0;17.0;59.0;178.0;178.0;0.0;0.0
47;Bekortingsvraag niet beantwoord;17 tot 65 jaar;2010;1353;;;;1353.0;142.0;1090.0;17.0;96.0;7.0;7.0;0.0;0.0
48;Bekortingsvraag niet beantwoord;17 tot 65 jaar;2015;1021;;;;1022.0;364.0;582.0;15.0;5.0;56.0;22.0;0.0;33.0
49;Bekortingsvraag niet beantwoord;17 tot 65 jaar;2021;262;;;;262.0;0.0;192.0;0.0;43.0;26.0;26.0;0.0;0.0
50;Bekortingsvraag niet beantwoord;65 tot 80 jaar;2001;2845;;;;2845.0;702.0;1857.0;39.0;220.0;27.0;0.0;0.0;27.0
51;Bekortingsvraag niet beantwoord;65 tot 80 jaar;2005;3156;;;;3156.0;775.0;2026.0;18.0;186.0;151.0;151.0;0.0;0.0
52;Bekortingsvraag niet beantwoord;65 tot 80 jaar;2010;2245;;;;2245.0;195.0;1911.0;30.0;65.0;44.0;27.0;0.0;17.0
53;Bekortingsvraag niet beantwoord;65 tot 80 jaar;2015;2342;;;;2342.0;779.0;1445.0;0.0;76.0;42.0;42.0;0.0;0.0
54;Bekortingsvraag niet beantwoord;65 tot 80 jaar;2021;616;;;;616.0;0.0;374.0;0.0;0.0;243.0;161.0;0.0;82.0
55;Bekortingsvraag niet beantwoord;80 jaar of ouder;2001;3870;;;;3870.0;1186.0;2105.0;0.0;562.0;17.0;0.0;0.0;17.0
56;Bekortingsvraag niet beantwoord;80 jaar of ouder;2005;3753;;;;3753.0;1188.0;2192.0;0.0;327.0;46.0;46.0;0.0;0.0
57;Bekortingsvraag niet beantwoord;80 jaar of ouder;2010;3595;;;;3595.0;695.0;2604.0;0.0;276.0;20.0;20.0;0.0;0.0
58;Bekortingsvraag niet beantwoord;80 jaar of ouder;2015;4117;;;;4118.0;1336.0;2495.0;20.0;172.0;95.0;95.0;0.0;0.0
59;Bekortingsvraag niet beantwoord;80 jaar of ouder;2021;847;;;;847.0;30.0;816.0;0.0;0.0;0.0;0.0;0.0;0.0
60;Bekortingsvraag niet gesteld;Totaal;2001;79354;79354.0;46784.0;32570.0;;;;;;;;;
61;Bekortingsvraag niet gesteld;Totaal;2005;78391;78391.0;45928.0;32463.0;;;;;;;;;
62;Bekortingsvraag niet gesteld;Totaal;2010;57331;57331.0;27234.0;30096.0;;;;;;;;;
63;Bekortingsvraag niet gesteld;Totaal;2015;61607;61607.0;24542.0;37066.0;;;;;;;;;
64;Bekortingsvraag niet gesteld;Totaal;2021;80280;79268.0;22195.0;57073.0;;;;;;;;;
65;Bekortingsvraag niet gesteld;0 jaar;2001;348;348.0;210.0;138.0;;;;;;;;;
66;Bekortingsvraag niet gesteld;0 jaar;2005;376;376.0;169.0;207.0;;;;;;;;;
67;Bekortingsvraag niet gesteld;0 jaar;2010;259;259.0;139.0;120.0;;;;;;;;;
68;Bekortingsvraag niet gesteld;0 jaar;2015;195;195.0;85.0;111.0;;;;;;;;;
69;Bekortingsvraag niet gesteld;0 jaar;2021;254;254.0;111.0;143.0;;;;;;;;;
70;Bekortingsvraag niet gesteld;1 tot 17 jaar;2001;393;393.0;255.0;138.0;;;;;;;;;
71;Bekortingsvraag niet gesteld;1 tot 17 jaar;2005;300;300.0;234.0;66.0;;;;;;;;;
72;Bekortingsvraag niet gesteld;1 tot 17 jaar;2010;214;214.0;155.0;58.0;;;;;;;;;
73;Bekortingsvraag niet gesteld;1 tot 17 jaar;2015;153;153.0;110.0;43.0;;;;;;;;;
74;Bekortingsvraag niet gesteld;1 tot 17 jaar;2021;183;183.0;130.0;53.0;;;;;;;;;
75;Bekortingsvraag niet gesteld;17 tot 65 jaar;2001;15548;15548.0;10527.0;5021.0;;;;;;;;;
76;Bekortingsvraag niet gesteld;17 tot 65 jaar;2005;15296;15296.0;10463.0;4833.0;;;;;;;;;
77;Bekortingsvraag niet gesteld;17 tot 65 jaar;2010;12046;12046.0;7472.0;4573.0;;;;;;;;;
78;Bekortingsvraag niet gesteld;17 tot 65 jaar;2015;11378;11378.0;6577.0;4801.0;;;;;;;;;
79;Bekortingsvraag niet gesteld;17 tot 65 jaar;2021;11309;11191.0;5068.0;6122.0;;;;;;;;;
80;Bekortingsvraag niet gesteld;65 tot 80 jaar;2001;27707;27707.0;16782.0;10925.0;;;;;;;;;
81;Bekortingsvraag niet gesteld;65 tot 80 jaar;2005;25533;25533.0;14776.0;10757.0;;;;;;;;;
82;Bekortingsvraag niet gesteld;65 tot 80 jaar;2010;17959;17959.0;8893.0;9066.0;;;;;;;;;
83;Bekortingsvraag niet gesteld;65 tot 80 jaar;2015;18611;18611.0;7965.0;10646.0;;;;;;;;;
84;Bekortingsvraag niet gesteld;65 tot 80 jaar;2021;26267;25754.0;7856.0;17898.0;;;;;;;;;
85;Bekortingsvraag niet gesteld;80 jaar of ouder;2001;35356;35356.0;19009.0;16347.0;;;;;;;;;
86;Bekortingsvraag niet gesteld;80 jaar of ouder;2005;36887;36887.0;20286.0;16601.0;;;;;;;;;
87;Bekortingsvraag niet gesteld;80 jaar of ouder;2010;26853;26853.0;10575.0;16279.0;;;;;;;;;
88;Bekortingsvraag niet gesteld;80 jaar of ouder;2015;31269;31269.0;9805.0;21464.0;;;;;;;;;
89;Bekortingsvraag niet gesteld;80 jaar of ouder;2021;42266;41886.0;9030.0;32856.0;;;;;;;;;
90;Bekorting meer dan een half jaar;Totaal;2001;914;;;;914.0;75.0;248.0;4.0;464.0;123.0;41.0;51.0;31.0
91;Bekorting meer dan een half jaar;Totaal;2005;317;;;;317.0;102.0;16.0;0.0;185.0;14.0;5.0;0.0;9.0
92;Bekorting meer dan een half jaar;Totaal;2010;812;;;;812.0;287.0;84.0;0.0;311.0;129.0;102.0;27.0;0.0
93;Bekorting meer dan een half jaar;Totaal;2015;1017;;;;1017.0;57.0;56.0;0.0;330.0;574.0;524.0;50.0;0.0
94;Bekorting meer dan een half jaar;Totaal;2021;2283;;;;2283.0;0.0;82.0;0.0;653.0;1549.0;1459.0;90.0;0.0
95;Bekorting meer dan een half jaar;0 jaar;2001;54;;;;54.0;0.0;5.0;4.0;14.0;31.0;0.0;0.0;31.0
96;Bekorting meer dan een half jaar;0 jaar;2005;13;;;;13.0;0.0;0.0;0.0;4.0;9.0;0.0;0.0;9.0
97;Bekorting meer dan een half jaar;0 jaar;2010;7;;;;7.0;3.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0
98;Bekorting meer dan een half jaar;0 jaar;2015;4;;;;4.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0
99;Bekorting meer dan een half jaar;0 jaar;2021;15;;;;15.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0
100;Bekorting meer dan een half jaar;1 tot 17 jaar;2001;4;;;;4.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0
101;Bekorting meer dan een half jaar;1 tot 17 jaar;2005;0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
102;Bekorting meer dan een half jaar;1 tot 17 jaar;2010;0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
103;Bekorting meer dan een half jaar;1 tot 17 jaar;2015;0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
104;Bekorting meer dan een half jaar;1 tot 17 jaar;2021;0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
105;Bekorting meer dan een half jaar;17 tot 65 jaar;2001;249;;;;249.0;41.0;25.0;0.0;132.0;51.0;19.0;32.0;0.0
106;Bekorting meer dan een half jaar;17 tot 65 jaar;2005;54;;;;54.0;0.0;0.0;0.0;49.0;5.0;5.0;0.0;0.0
107;Bekorting meer dan een half jaar;17 tot 65 jaar;2010;107;;;;107.0;20.0;0.0;0.0;45.0;42.0;20.0;22.0;0.0
108;Bekorting meer dan een half jaar;17 tot 65 jaar;2015;180;;;;179.0;6.0;0.0;0.0;36.0;137.0;137.0;0.0;0.0
109;Bekorting meer dan een half jaar;17 tot 65 jaar;2021;333;;;;333.0;0.0;0.0;0.0;37.0;296.0;296.0;0.0;0.0
110;Bekorting meer dan een half jaar;65 tot 80 jaar;2001;207;;;;207.0;0.0;66.0;0.0;141.0;0.0;0.0;0.0;0.0
111;Bekorting meer dan een half jaar;65 tot 80 jaar;2005;24;;;;24.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0
112;Bekorting meer dan een half jaar;65 tot 80 jaar;2010;369;;;;369.0;107.0;16.0;0.0;190.0;56.0;56.0;0.0;0.0
113;Bekorting meer dan een half jaar;65 tot 80 jaar;2015;326;;;;326.0;36.0;56.0;0.0;0.0;234.0;203.0;31.0;0.0
114;Bekorting meer dan een half jaar;65 tot 80 jaar;2021;1423;;;;1423.0;0.0;82.0;0.0;568.0;774.0;701.0;72.0;0.0
115;Bekorting meer dan een half jaar;80 jaar of ouder;2001;400;;;;400.0;34.0;149.0;0.0;176.0;41.0;22.0;19.0;0.0
116;Bekorting meer dan een half jaar;80 jaar of ouder;2005;227;;;;227.0;102.0;16.0;0.0;109.0;0.0;0.0;0.0;0.0
117;Bekorting meer dan een half jaar;80 jaar of ouder;2010;329;;;;329.0;158.0;68.0;0.0;72.0;31.0;26.0;5.0;0.0
118;Bekorting meer dan een half jaar;80 jaar of ouder;2015;508;;;;508.0;15.0;0.0;0.0;290.0;203.0;183.0;20.0;0.0
119;Bekorting meer dan een half jaar;80 jaar of ouder;2021;512;;;;512.0;0.0;0.0;0.0;32.0;479.0;461.0;18.0;0.0
120;Bekorting één tot zes maanden;Totaal;2001;2702;;;;2702.0;648.0;260.0;46.0;1226.0;522.0;409.0;60.0;53.0
121;Bekorting één tot zes maanden;Totaal;2005;1338;;;;1338.0;484.0;217.0;0.0;465.0;172.0;139.0;12.0;21.0
122;Bekorting één tot zes maanden;Totaal;2010;2580;;;;2580.0;562.0;316.0;33.0;962.0;707.0;685.0;22.0;0.0
123;Bekorting één tot zes maanden;Totaal;2015;2766;;;;2765.0;158.0;319.0;0.0;1037.0;1251.0;1199.0;46.0;6.0
124;Bekorting één tot zes maanden;Totaal;2021;5377;;;;5377.0;793.0;354.0;216.0;2360.0;1654.0;1597.0;58.0;0.0
125;Bekorting één tot zes maanden;0 jaar;2001;32;;;;32.0;0.0;0.0;0.0;27.0;5.0;0.0;0.0;5.0
126;Bekorting één tot zes maanden;0 jaar;2005;34;;;;34.0;0.0;4.0;0.0;9.0;21.0;0.0;0.0;21.0
127;Bekorting één tot zes maanden;0 jaar;2010;3;;;;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0
128;Bekorting één tot zes maanden;0 jaar;2015;4;;;;4.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0
129;Bekorting één tot zes maanden;0 jaar;2021;0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
130;Bekorting één tot zes maanden;1 tot 17 jaar;2001;10;;;;10.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0
131;Bekorting één tot zes maanden;1 tot 17 jaar;2005;5;;;;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
132;Bekorting één tot zes maanden;1 tot 17 jaar;2010;7;;;;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
133;Bekorting één tot zes maanden;1 tot 17 jaar;2015;8;;;;8.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0
134;Bekorting één tot zes maanden;1 tot 17 jaar;2021;0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
135;Bekorting één tot zes maanden;17 tot 65 jaar;2001;426;;;;426.0;39.0;54.0;0.0;153.0;180.0;156.0;0.0;24.0
136;Bekorting één tot zes maanden;17 tot 65 jaar;2005;134;;;;134.0;47.0;0.0;0.0;34.0;53.0;48.0;5.0;0.0
137;Bekorting één tot zes maanden;17 tot 65 jaar;2010;427;;;;427.0;38.0;63.0;0.0;104.0;223.0;216.0;7.0;0.0
138;Bekorting één tot zes maanden;17 tot 65 jaar;2015;395;;;;396.0;14.0;32.0;0.0;15.0;335.0;329.0;6.0;0.0
139;Bekorting één tot zes maanden;17 tot 65 jaar;2021;513;;;;513.0;193.0;0.0;0.0;135.0;185.0;185.0;0.0;0.0
140;Bekorting één tot zes maanden;65 tot 80 jaar;2001;852;;;;852.0;177.0;101.0;46.0;317.0;211.0;160.0;42.0;9.0
141;Bekorting één tot zes maanden;65 tot 80 jaar;2005;321;;;;321.0;32.0;50.0;0.0;161.0;78.0;71.0;7.0;0.0
142;Bekorting één tot zes maanden;65 tot 80 jaar;2010;671;;;;671.0;69.0;55.0;0.0;296.0;250.0;250.0;0.0;0.0
143;Bekorting één tot zes maanden;65 tot 80 jaar;2015;880;;;;881.0;96.0;51.0;0.0;274.0;460.0;439.0;21.0;0.0
144;Bekorting één tot zes maanden;65 tot 80 jaar;2021;1612;;;;1612.0;173.0;134.0;0.0;502.0;802.0;771.0;31.0;0.0
145;Bekorting één tot zes maanden;80 jaar of ouder;2001;1382;;;;1382.0;432.0;95.0;0.0;729.0;126.0;93.0;18.0;15.0
146;Bekorting één tot zes maanden;80 jaar of ouder;2005;846;;;;846.0;401.0;163.0;0.0;262.0;20.0;20.0;0.0;0.0
147;Bekorting één tot zes maanden;80 jaar of ouder;2010;1472;;;;1472.0;448.0;198.0;33.0;559.0;234.0;219.0;15.0;0.0
148;Bekorting één tot zes maanden;80 jaar of ouder;2015;1478;;;;1478.0;49.0;236.0;0.0;737.0;456.0;431.0;19.0;6.0
149;Bekorting één tot zes maanden;80 jaar of ouder;2021;3252;;;;3252.0;427.0;219.0;216.0;1723.0;667.0;640.0;27.0;0.0
150;Bekorting één tot vier weken;Totaal;2001;5791;;;;5791.0;569.0;894.0;117.0;2677.0;1534.0;1403.0;46.0;85.0
151;Bekorting één tot vier weken;Totaal;2005;3445;;;;3445.0;825.0;761.0;35.0;849.0;975.0;866.0;74.0;35.0
152;Bekorting één tot vier weken;Totaal;2010;4755;;;;4755.0;769.0;1026.0;25.0;1385.0;1549.0;1466.0;55.0;28.0
153;Bekorting één tot vier weken;Totaal;2015;5662;;;;5662.0;420.0;1105.0;93.0;1608.0;2436.0;2359.0;47.0;30.0
154;Bekorting één tot vier weken;Totaal;2021;6952;;;;6952.0;1102.0;913.0;159.0;2188.0;2589.0;2531.0;52.0;6.0
155;Bekorting één tot vier weken;0 jaar;2001;62;;;;62.0;8.0;9.0;0.0;29.0;16.0;0.0;0.0;16.0
156;Bekorting één tot vier weken;0 jaar;2005;59;;;;59.0;21.0;0.0;0.0;21.0;17.0;0.0;0.0;17.0
157;Bekorting één tot vier weken;0 jaar;2010;8;;;;8.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0
158;Bekorting één tot vier weken;0 jaar;2015;18;;;;18.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0
159;Bekorting één tot vier weken;0 jaar;2021;50;;;;50.0;0.0;19.0;0.0;26.0;6.0;0.0;0.0;6.0
160;Bekorting één tot vier weken;1 tot 17 jaar;2001;19;;;;19.0;0.0;14.0;0.0;0.0;5.0;5.0;0.0;0.0
161;Bekorting één tot vier weken;1 tot 17 jaar;2005;9;;;;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
162;Bekorting één tot vier weken;1 tot 17 jaar;2010;0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
163;Bekorting één tot vier weken;1 tot 17 jaar;2015;11;;;;11.0;5.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0
164;Bekorting één tot vier weken;1 tot 17 jaar;2021;0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
165;Bekorting één tot vier weken;17 tot 65 jaar;2001;900;;;;900.0;55.0;32.0;0.0;279.0;534.0;501.0;8.0;25.0
166;Bekorting één tot vier weken;17 tot 65 jaar;2005;676;;;;676.0;94.0;184.0;16.0;40.0;342.0;304.0;20.0;18.0
167;Bekorting één tot vier weken;17 tot 65 jaar;2010;866;;;;866.0;78.0;90.0;25.0;47.0;625.0;585.0;40.0;0.0
168;Bekorting één tot vier weken;17 tot 65 jaar;2015;888;;;;888.0;36.0;113.0;35.0;73.0;631.0;606.0;0.0;25.0
169;Bekorting één tot vier weken;17 tot 65 jaar;2021;775;;;;775.0;0.0;36.0;0.0;294.0;445.0;445.0;0.0;0.0
170;Bekorting één tot vier weken;65 tot 80 jaar;2001;2102;;;;2102.0;194.0;272.0;36.0;971.0;629.0;591.0;38.0;0.0
171;Bekorting één tot vier weken;65 tot 80 jaar;2005;1197;;;;1197.0;211.0;266.0;19.0;275.0;426.0;379.0;47.0;0.0
172;Bekorting één tot vier weken;65 tot 80 jaar;2010;1545;;;;1545.0;205.0;216.0;0.0;506.0;617.0;617.0;0.0;0.0
173;Bekorting één tot vier weken;65 tot 80 jaar;2015;1996;;;;1998.0;162.0;131.0;13.0;613.0;1079.0;1040.0;34.0;5.0
174;Bekorting één tot vier weken;65 tot 80 jaar;2021;2496;;;;2496.0;168.0;119.0;40.0;683.0;1485.0;1434.0;52.0;0.0
175;Bekorting één tot vier weken;80 jaar of ouder;2001;2711;;;;2711.0;313.0;567.0;82.0;1398.0;351.0;307.0;0.0;44.0
176;Bekorting één tot vier weken;80 jaar of ouder;2005;1504;;;;1504.0;489.0;312.0;0.0;513.0;190.0;183.0;7.0;0.0
177;Bekorting één tot vier weken;80 jaar of ouder;2010;2337;;;;2337.0;486.0;716.0;0.0;827.0;307.0;264.0;15.0;28.0
178;Bekorting één tot vier weken;80 jaar of ouder;2015;2749;;;;2749.0;218.0;861.0;45.0;898.0;727.0;714.0;13.0;0.0
179;Bekorting één tot vier weken;80 jaar of ouder;2021;3631;;;;3631.0;934.0;739.0;118.0;1186.0;653.0;653.0;0.0;0.0
180;Bekorting één tot zeven dagen;Totaal;2001;13089;;;;13089.0;1604.0;3760.0;631.0;5429.0;1665.0;1221.0;107.0;337.0
181;Bekorting één tot zeven dagen;Totaal;2005;9273;;;;9273.0;1535.0;3342.0;534.0;3009.0;853.0;696.0;21.0;136.0
182;Bekorting één tot zeven dagen;Totaal;2010;13719;;;;13719.0;1818.0;5330.0;489.0;4549.0;1533.0;1274.0;50.0;208.0
183;Bekorting één tot zeven dagen;Totaal;2015;12851;;;;12851.0;749.0;5030.0;619.0;4583.0;1870.0;1726.0;7.0;137.0
184;Bekorting één tot zeven dagen;Totaal;2021;14430;;;;14430.0;1468.0;4658.0;676.0;5440.0;2187.0;1889.0;21.0;277.0
185;Bekorting één tot zeven dagen;0 jaar;2001;157;;;;157.0;4.0;14.0;0.0;114.0;25.0;0.0;0.0;25.0
186;Bekorting één tot zeven dagen;0 jaar;2005;64;;;;64.0;21.0;4.0;0.0;39.0;0.0;0.0;0.0;0.0
187;Bekorting één tot zeven dagen;0 jaar;2010;113;;;;113.0;15.0;13.0;3.0;71.0;9.0;0.0;0.0;9.0
188;Bekorting één tot zeven dagen;0 jaar;2015;73;;;;73.0;5.0;18.0;0.0;50.0;0.0;0.0;0.0;0.0
189;Bekorting één tot zeven dagen;0 jaar;2021;59;;;;59.0;0.0;10.0;0.0;49.0;0.0;0.0;0.0;0.0
190;Bekorting één tot zeven dagen;1 tot 17 jaar;2001;33;;;;33.0;0.0;19.0;6.0;0.0;8.0;0.0;0.0;8.0
191;Bekorting één tot zeven dagen;1 tot 17 jaar;2005;38;;;;38.0;8.0;12.0;0.0;18.0;0.0;0.0;0.0;0.0
192;Bekorting één tot zeven dagen;1 tot 17 jaar;2010;19;;;;19.0;6.0;8.0;0.0;5.0;0.0;0.0;0.0;0.0
