ID;Fruitgewassen;Perioden;Oogst_1;Teeltoppervlakte_2
209;Overige appelrassen;2010;30.0;1056.0
210;Overige appelrassen;2011;37.0;1049.0
211;Overige appelrassen;2012;37.0;1058.0
212;Overige appelrassen;2013;38.0;1120.0
213;Overige appelrassen;2014;41.0;1124.0
214;Overige appelrassen;2015;43.0;1149.0
215;Overige appelrassen;2016;28.0;772.0
216;Overige appelrassen;2017;21.0;864.0
217;Overige appelrassen;2018;38.0;1068.0
218;Overige appelrassen;2019;43.0;1116.0
219;Overige appelrassen;2020;42.0;1162.0
220;Overige appelrassen;2021;44.0;1201.0
221;Overige appelrassen;2022;44.0;1229.0
222;Overige appelrassen;2023;37.0;1215.0
223;Overige appelrassen;2024;36.0;1231.0
224;Perenrassen (totaal);1997;141.0;6026.0
225;Perenrassen (totaal);1998;141.0;5939.0
226;Perenrassen (totaal);1999;141.0;6020.0
227;Perenrassen (totaal);2000;203.0;6019.0
228;Perenrassen (totaal);2001;76.0;6097.0
229;Perenrassen (totaal);2002;171.0;6329.0
230;Perenrassen (totaal);2003;159.0;6386.0
231;Perenrassen (totaal);2004;210.0;6493.0
232;Perenrassen (totaal);2005;195.0;6692.0
233;Perenrassen (totaal);2006;222.0;6914.0
234;Perenrassen (totaal);2007;260.0;7296.0
235;Perenrassen (totaal);2008;172.0;7476.0
236;Perenrassen (totaal);2009;295.0;7800.0
237;Perenrassen (totaal);2010;274.0;7995.0
238;Perenrassen (totaal);2011;336.0;8203.0
239;Perenrassen (totaal);2012;199.0;8169.0
240;Perenrassen (totaal);2013;327.0;8509.0
241;Perenrassen (totaal);2014;349.0;8603.0
242;Perenrassen (totaal);2015;349.0;9234.0
243;Perenrassen (totaal);2016;374.0;9434.0
244;Perenrassen (totaal);2017;330.0;9741.0
245;Perenrassen (totaal);2018;402.0;9970.0
246;Perenrassen (totaal);2019;373.0;10086.0
247;Perenrassen (totaal);2020;400.0;10001.0
248;Perenrassen (totaal);2021;340.0;10066.0
249;Perenrassen (totaal);2022;351.0;10112.0
250;Perenrassen (totaal);2023;354.0;9856.0
251;Perenrassen (totaal);2024;323.0;10038.0
252;Beurré Alexandre Lucas;1997;;
253;Beurré Alexandre Lucas;1998;;
254;Beurré Alexandre Lucas;1999;;
255;Beurré Alexandre Lucas;2000;;
256;Beurré Alexandre Lucas;2001;;
257;Beurré Alexandre Lucas;2002;;
258;Beurré Alexandre Lucas;2003;;
259;Beurré Alexandre Lucas;2004;7.0;193.0
260;Beurré Alexandre Lucas;2005;8.0;251.0
261;Beurré Alexandre Lucas;2006;7.0;211.0
262;Beurré Alexandre Lucas;2007;10.0;263.0
263;Beurré Alexandre Lucas;2008;6.0;326.0
264;Beurré Alexandre Lucas;2009;12.0;362.0
265;Beurré Alexandre Lucas;2010;15.0;428.0
266;Beurré Alexandre Lucas;2011;22.0;450.0
267;Beurré Alexandre Lucas;2012;12.0;450.0
268;Beurré Alexandre Lucas;2013;24.0;500.0
269;Beurré Alexandre Lucas;2014;20.0;514.0
270;Beurré Alexandre Lucas;2015;25.0;515.0
271;Beurré Alexandre Lucas;2016;29.0;632.0
272;Beurré Alexandre Lucas;2017;27.0;678.0
273;Beurré Alexandre Lucas;2018;28.0;673.0
274;Beurré Alexandre Lucas;2019;25.0;646.0
275;Beurré Alexandre Lucas;2020;26.0;612.0
276;Beurré Alexandre Lucas;2021;22.0;597.0
277;Beurré Alexandre Lucas;2022;23.0;594.0
278;Beurré Alexandre Lucas;2023;19.0;562.0
279;Beurré Alexandre Lucas;2024;17.0;568.0
280;Conference;1997;86.0;3445.0
281;Conference;1998;88.0;3463.0
282;Conference;1999;95.0;3590.0
283;Conference;2000;135.0;3661.0
284;Conference;2001;54.0;3804.0
285;Conference;2002;107.0;4035.0
286;Conference;2003;125.0;4261.0
287;Conference;2004;144.0;4507.0
288;Conference;2005;145.0;4697.0
289;Conference;2006;172.0;5073.0
290;Conference;2007;200.0;5444.0
291;Conference;2008;138.0;5662.0
292;Conference;2009;230.0;5877.0
293;Conference;2010;214.0;5888.0
294;Conference;2011;260.0;6024.0
295;Conference;2012;161.0;6114.0
296;Conference;2013;256.0;6364.0
297;Conference;2014;275.0;6447.0
298;Conference;2015;275.0;6974.0
299;Conference;2016;293.0;7041.0
300;Conference;2017;262.0;7261.0
301;Conference;2018;312.0;7512.0
302;Conference;2019;283.0;7570.0
303;Conference;2020;308.0;7562.0
304;Conference;2021;263.0;7602.0
305;Conference;2022;269.0;7620.0
306;Conference;2023;272.0;7410.0
307;Conference;2024;249.0;7548.0
308;Doyenné du Comice;1997;29.0;1274.0
309;Doyenné du Comice;1998;24.0;1230.0
310;Doyenné du Comice;1999;24.0;1220.0
311;Doyenné du Comice;2000;35.0;1172.0
312;Doyenné du Comice;2001;9.0;1123.0
313;Doyenné du Comice;2002;30.0;1119.0
314;Doyenné du Comice;2003;16.0;1079.0
315;Doyenné du Comice;2004;34.0;1063.0
316;Doyenné du Comice;2005;25.0;1052.0
317;Doyenné du Comice;2006;26.0;1030.0
318;Doyenné du Comice;2007;34.0;1000.0
319;Doyenné du Comice;2008;19.0;936.0
320;Doyenné du Comice;2009;34.0;935.0
321;Doyenné du Comice;2010;26.0;968.0
322;Doyenné du Comice;2011;33.0;966.0
323;Doyenné du Comice;2012;17.0;880.0
324;Doyenné du Comice;2013;28.0;859.0
325;Doyenné du Comice;2014;30.0;859.0
326;Doyenné du Comice;2015;28.0;914.0
327;Doyenné du Comice;2016;31.0;851.0
328;Doyenné du Comice;2017;18.0;771.0
329;Doyenné du Comice;2018;31.0;763.0
330;Doyenné du Comice;2019;27.0;771.0
331;Doyenné du Comice;2020;27.0;726.0
332;Doyenné du Comice;2021;20.0;712.0
333;Doyenné du Comice;2022;24.0;710.0
334;Doyenné du Comice;2023;25.0;662.0
335;Doyenné du Comice;2024;18.0;682.0
336;Overige perenrassen;1997;26.0;1307.0
337;Overige perenrassen;1998;29.0;1246.0
338;Overige perenrassen;1999;22.0;1210.0
339;Overige perenrassen;2000;33.0;1186.0
340;Overige perenrassen;2001;13.0;1170.0
341;Overige perenrassen;2002;34.0;1175.0
342;Overige perenrassen;2003;18.0;1046.0
343;Overige perenrassen;2004;25.0;730.0
344;Overige perenrassen;2005;17.0;692.0
345;Overige perenrassen;2006;17.0;600.0
346;Overige perenrassen;2007;16.0;589.0
347;Overige perenrassen;2008;9.0;552.0
348;Overige perenrassen;2009;19.0;626.0
349;Overige perenrassen;2010;19.0;711.0
350;Overige perenrassen;2011;21.0;763.0
351;Overige perenrassen;2012;9.0;725.0
352;Overige perenrassen;2013;19.0;786.0
353;Overige perenrassen;2014;24.0;783.0
354;Overige perenrassen;2015;21.0;831.0
355;Overige perenrassen;2016;21.0;910.0
356;Overige perenrassen;2017;23.0;1031.0
357;Overige perenrassen;2018;31.0;1023.0
358;Overige perenrassen;2019;38.0;1098.0
359;Overige perenrassen;2020;39.0;1101.0
360;Overige perenrassen;2021;35.0;1156.0
361;Overige perenrassen;2022;35.0;1188.0
362;Overige perenrassen;2023;38.0;1222.0
363;Overige perenrassen;2024;39.0;1240.0
