ID;BeroepsEnEigenVervoer;Vervoerstromen;LandVanLadenLossen;Landen;Perioden;VervoerdGewicht_1
177;Beroeps- en eigen vervoer;3;1;Centraal of Oost-Europa;1998;862.0
178;Beroeps- en eigen vervoer;3;1;Centraal of Oost-Europa;1999;714.0
179;Beroeps- en eigen vervoer;3;1;Centraal of Oost-Europa;2000;590.0
180;Beroeps- en eigen vervoer;3;1;Centraal of Oost-Europa;2001;586.0
181;Beroeps- en eigen vervoer;3;1;Centraal of Oost-Europa;2002;511.0
182;Beroeps- en eigen vervoer;3;1;Centraal of Oost-Europa;2003;714.0
183;Beroeps- en eigen vervoer;3;1;Centraal of Oost-Europa;2004;431.0
184;Beroeps- en eigen vervoer;3;1;Centraal of Oost-Europa;2005;611.0
185;Beroeps- en eigen vervoer;3;1;Centraal of Oost-Europa;2006;286.0
186;Beroeps- en eigen vervoer;3;1;Centraal of Oost-Europa;2007;258.0
187;Beroeps- en eigen vervoer;3;1;Centraal of Oost-Europa;2008;359.0
188;Beroeps- en eigen vervoer;3;1;Centraal of Oost-Europa;2009;482.0
189;Beroeps- en eigen vervoer;3;1;Centraal of Oost-Europa;2010;216.0
190;Beroeps- en eigen vervoer;3;1;Centraal of Oost-Europa;2011;319.0
191;Beroeps- en eigen vervoer;3;1;Centraal of Oost-Europa;2012;200.0
192;Beroeps- en eigen vervoer;3;1;Overige landen;1997;241.0
193;Beroeps- en eigen vervoer;3;1;Overige landen;1998;263.0
194;Beroeps- en eigen vervoer;3;1;Overige landen;1999;269.0
195;Beroeps- en eigen vervoer;3;1;Overige landen;2000;236.0
196;Beroeps- en eigen vervoer;3;1;Overige landen;2001;224.0
197;Beroeps- en eigen vervoer;3;1;Overige landen;2002;250.0
198;Beroeps- en eigen vervoer;3;1;Overige landen;2003;302.0
199;Beroeps- en eigen vervoer;3;1;Overige landen;2004;339.0
200;Beroeps- en eigen vervoer;3;1;Overige landen;2005;285.0
201;Beroeps- en eigen vervoer;3;1;Overige landen;2006;360.0
202;Beroeps- en eigen vervoer;3;1;Overige landen;2007;333.0
203;Beroeps- en eigen vervoer;3;1;Overige landen;2008;191.0
204;Beroeps- en eigen vervoer;3;1;Overige landen;2009;251.0
205;Beroeps- en eigen vervoer;3;1;Overige landen;2010;331.0
206;Beroeps- en eigen vervoer;3;1;Overige landen;2011;364.0
207;Beroeps- en eigen vervoer;3;1;Overige landen;2012;301.0
208;Beroeps- en eigen vervoer;3;2;0;1997;69425.0
209;Beroeps- en eigen vervoer;3;2;0;1998;71502.0
210;Beroeps- en eigen vervoer;3;2;0;1999;77223.0
211;Beroeps- en eigen vervoer;3;2;0;2000;74126.0
212;Beroeps- en eigen vervoer;3;2;0;2001;75124.0
213;Beroeps- en eigen vervoer;3;2;0;2002;75364.0
214;Beroeps- en eigen vervoer;3;2;0;2003;80094.0
215;Beroeps- en eigen vervoer;3;2;0;2004;93650.0
216;Beroeps- en eigen vervoer;3;2;0;2005;91585.0
217;Beroeps- en eigen vervoer;3;2;0;2006;89217.0
218;Beroeps- en eigen vervoer;3;2;0;2007;87008.0
219;Beroeps- en eigen vervoer;3;2;0;2008;87012.0
220;Beroeps- en eigen vervoer;3;2;0;2009;78378.0
221;Beroeps- en eigen vervoer;3;2;0;2010;80493.0
222;Beroeps- en eigen vervoer;3;2;0;2011;80264.0
223;Beroeps- en eigen vervoer;3;2;0;2012;76546.0
224;Beroeps- en eigen vervoer;3;2;1;1997;22132.0
225;Beroeps- en eigen vervoer;3;2;1;1998;22530.0
226;Beroeps- en eigen vervoer;3;2;1;1999;24055.0
227;Beroeps- en eigen vervoer;3;2;1;2000;23672.0
228;Beroeps- en eigen vervoer;3;2;1;2001;24026.0
229;Beroeps- en eigen vervoer;3;2;1;2002;23159.0
230;Beroeps- en eigen vervoer;3;2;1;2003;25803.0
231;Beroeps- en eigen vervoer;3;2;1;2004;30054.0
232;Beroeps- en eigen vervoer;3;2;1;2005;28716.0
233;Beroeps- en eigen vervoer;3;2;1;2006;28663.0
234;Beroeps- en eigen vervoer;3;2;1;2007;29383.0
235;Beroeps- en eigen vervoer;3;2;1;2008;29131.0
236;Beroeps- en eigen vervoer;3;2;1;2009;26678.0
237;Beroeps- en eigen vervoer;3;2;1;2010;28601.0
238;Beroeps- en eigen vervoer;3;2;1;2011;28240.0
239;Beroeps- en eigen vervoer;3;2;1;2012;28242.0
240;Beroeps- en eigen vervoer;3;2;2;1997;6303.0
241;Beroeps- en eigen vervoer;3;2;2;1998;7166.0
242;Beroeps- en eigen vervoer;3;2;2;1999;7267.0
243;Beroeps- en eigen vervoer;3;2;2;2000;7541.0
244;Beroeps- en eigen vervoer;3;2;2;2001;7758.0
245;Beroeps- en eigen vervoer;3;2;2;2002;7846.0
246;Beroeps- en eigen vervoer;3;2;2;2003;8506.0
247;Beroeps- en eigen vervoer;3;2;2;2004;11034.0
248;Beroeps- en eigen vervoer;3;2;2;2005;11790.0
249;Beroeps- en eigen vervoer;3;2;2;2006;10965.0
250;Beroeps- en eigen vervoer;3;2;2;2007;9964.0
251;Beroeps- en eigen vervoer;3;2;2;2008;9647.0
252;Beroeps- en eigen vervoer;3;2;2;2009;8595.0
253;Beroeps- en eigen vervoer;3;2;2;2010;9269.0
254;Beroeps- en eigen vervoer;3;2;2;2011;8478.0
255;Beroeps- en eigen vervoer;3;2;2;2012;7704.0
256;Beroeps- en eigen vervoer;3;2;3;1997;32828.0
257;Beroeps- en eigen vervoer;3;2;3;1998;33086.0
258;Beroeps- en eigen vervoer;3;2;3;1999;36948.0
259;Beroeps- en eigen vervoer;3;2;3;2000;32589.0
260;Beroeps- en eigen vervoer;3;2;3;2001;32681.0
261;Beroeps- en eigen vervoer;3;2;3;2002;33343.0
262;Beroeps- en eigen vervoer;3;2;3;2003;34983.0
263;Beroeps- en eigen vervoer;3;2;3;2004;39389.0
264;Beroeps- en eigen vervoer;3;2;3;2005;37537.0
265;Beroeps- en eigen vervoer;3;2;3;2006;35998.0
266;Beroeps- en eigen vervoer;3;2;3;2007;36019.0
267;Beroeps- en eigen vervoer;3;2;3;2008;35427.0
268;Beroeps- en eigen vervoer;3;2;3;2009;33103.0
269;Beroeps- en eigen vervoer;3;2;3;2010;32493.0
270;Beroeps- en eigen vervoer;3;2;3;2011;33163.0
271;Beroeps- en eigen vervoer;3;2;3;2012;31750.0
272;Beroeps- en eigen vervoer;3;2;4;1997;1602.0
273;Beroeps- en eigen vervoer;3;2;4;1998;1676.0
274;Beroeps- en eigen vervoer;3;2;4;1999;1649.0
275;Beroeps- en eigen vervoer;3;2;4;2000;1812.0
276;Beroeps- en eigen vervoer;3;2;4;2001;1765.0
277;Beroeps- en eigen vervoer;3;2;4;2002;1718.0
278;Beroeps- en eigen vervoer;3;2;4;2003;1495.0
279;Beroeps- en eigen vervoer;3;2;4;2004;1787.0
280;Beroeps- en eigen vervoer;3;2;4;2005;1719.0
281;Beroeps- en eigen vervoer;3;2;4;2006;1735.0
282;Beroeps- en eigen vervoer;3;2;4;2007;1634.0
283;Beroeps- en eigen vervoer;3;2;4;2008;1534.0
284;Beroeps- en eigen vervoer;3;2;4;2009;1752.0
285;Beroeps- en eigen vervoer;3;2;4;2010;1214.0
286;Beroeps- en eigen vervoer;3;2;4;2011;1352.0
287;Beroeps- en eigen vervoer;3;2;4;2012;1159.0
288;Beroeps- en eigen vervoer;3;2;5;1997;1318.0
289;Beroeps- en eigen vervoer;3;2;5;1998;1600.0
290;Beroeps- en eigen vervoer;3;2;5;1999;2115.0
291;Beroeps- en eigen vervoer;3;2;5;2000;3504.0
292;Beroeps- en eigen vervoer;3;2;5;2001;4118.0
293;Beroeps- en eigen vervoer;3;2;5;2002;4056.0
294;Beroeps- en eigen vervoer;3;2;5;2003;3856.0
295;Beroeps- en eigen vervoer;3;2;5;2004;5368.0
296;Beroeps- en eigen vervoer;3;2;5;2005;5817.0
297;Beroeps- en eigen vervoer;3;2;5;2006;5709.0
298;Beroeps- en eigen vervoer;3;2;5;2007;4152.0
299;Beroeps- en eigen vervoer;3;2;5;2008;4638.0
300;Beroeps- en eigen vervoer;3;2;5;2009;3611.0
301;Beroeps- en eigen vervoer;3;2;5;2010;3215.0
302;Beroeps- en eigen vervoer;3;2;5;2011;3079.0
303;Beroeps- en eigen vervoer;3;2;5;2012;3314.0
304;Beroeps- en eigen vervoer;3;2;6;1997;913.0
305;Beroeps- en eigen vervoer;3;2;6;1998;1001.0
306;Beroeps- en eigen vervoer;3;2;6;1999;966.0
307;Beroeps- en eigen vervoer;3;2;6;2000;945.0
308;Beroeps- en eigen vervoer;3;2;6;2001;923.0
309;Beroeps- en eigen vervoer;3;2;6;2002;1029.0
310;Beroeps- en eigen vervoer;3;2;6;2003;922.0
311;Beroeps- en eigen vervoer;3;2;6;2004;1067.0
312;Beroeps- en eigen vervoer;3;2;6;2005;1097.0
313;Beroeps- en eigen vervoer;3;2;6;2006;1119.0
314;Beroeps- en eigen vervoer;3;2;6;2007;1092.0
315;Beroeps- en eigen vervoer;3;2;6;2008;1000.0
316;Beroeps- en eigen vervoer;3;2;6;2009;775.0
317;Beroeps- en eigen vervoer;3;2;6;2010;872.0
318;Beroeps- en eigen vervoer;3;2;6;2011;719.0
319;Beroeps- en eigen vervoer;3;2;6;2012;848.0
320;Beroeps- en eigen vervoer;3;2;7;1997;612.0
321;Beroeps- en eigen vervoer;3;2;7;1998;698.0
322;Beroeps- en eigen vervoer;3;2;7;1999;874.0
323;Beroeps- en eigen vervoer;3;2;7;2000;958.0
324;Beroeps- en eigen vervoer;3;2;7;2001;856.0
325;Beroeps- en eigen vervoer;3;2;7;2002;944.0
326;Beroeps- en eigen vervoer;3;2;7;2003;907.0
327;Beroeps- en eigen vervoer;3;2;7;2004;1195.0
328;Beroeps- en eigen vervoer;3;2;7;2005;946.0
329;Beroeps- en eigen vervoer;3;2;7;2006;1229.0
330;Beroeps- en eigen vervoer;3;2;7;2007;800.0
331;Beroeps- en eigen vervoer;3;2;7;2008;822.0
332;Beroeps- en eigen vervoer;3;2;7;2009;573.0
333;Beroeps- en eigen vervoer;3;2;7;2010;571.0
334;Beroeps- en eigen vervoer;3;2;7;2011;437.0
335;Beroeps- en eigen vervoer;3;2;7;2012;288.0
336;Beroeps- en eigen vervoer;3;2;8;1997;723.0
337;Beroeps- en eigen vervoer;3;2;8;1998;834.0
338;Beroeps- en eigen vervoer;3;2;8;1999;793.0
339;Beroeps- en eigen vervoer;3;2;8;2000;821.0
340;Beroeps- en eigen vervoer;3;2;8;2001;754.0
341;Beroeps- en eigen vervoer;3;2;8;2002;869.0
342;Beroeps- en eigen vervoer;3;2;8;2003;920.0
343;Beroeps- en eigen vervoer;3;2;8;2004;1128.0
344;Beroeps- en eigen vervoer;3;2;8;2005;1183.0
345;Beroeps- en eigen vervoer;3;2;8;2006;1228.0
346;Beroeps- en eigen vervoer;3;2;8;2007;1624.0
347;Beroeps- en eigen vervoer;3;2;8;2008;2485.0
348;Beroeps- en eigen vervoer;3;2;8;2009;978.0
349;Beroeps- en eigen vervoer;3;2;8;2010;2415.0
350;Beroeps- en eigen vervoer;3;2;8;2011;2628.0
351;Beroeps- en eigen vervoer;3;2;8;2012;1401.0
352;Beroeps- en eigen vervoer;3;2;9;1997;688.0
353;Beroeps- en eigen vervoer;3;2;9;1998;665.0
354;Beroeps- en eigen vervoer;3;2;9;1999;559.0
355;Beroeps- en eigen vervoer;3;2;9;2000;529.0
356;Beroeps- en eigen vervoer;3;2;9;2001;506.0
357;Beroeps- en eigen vervoer;3;2;9;2002;520.0
358;Beroeps- en eigen vervoer;3;2;9;2003;605.0
359;Beroeps- en eigen vervoer;3;2;9;2004;681.0
360;Beroeps- en eigen vervoer;3;2;9;2005;683.0
361;Beroeps- en eigen vervoer;3;2;9;2006;655.0
362;Beroeps- en eigen vervoer;3;2;9;2007;370.0
363;Beroeps- en eigen vervoer;3;2;9;2008;449.0
364;Beroeps- en eigen vervoer;3;2;9;2009;375.0
365;Beroeps- en eigen vervoer;3;2;9;2010;264.0
366;Beroeps- en eigen vervoer;3;2;9;2011;419.0
367;Beroeps- en eigen vervoer;3;2;9;2012;248.0
368;Beroeps- en eigen vervoer;3;2;Zwitserland;1997;747.0
369;Beroeps- en eigen vervoer;3;2;Zwitserland;1998;737.0
370;Beroeps- en eigen vervoer;3;2;Zwitserland;1999;709.0
371;Beroeps- en eigen vervoer;3;2;Zwitserland;2000;655.0
372;Beroeps- en eigen vervoer;3;2;Zwitserland;2001;655.0
373;Beroeps- en eigen vervoer;3;2;Zwitserland;2002;764.0
374;Beroeps- en eigen vervoer;3;2;Zwitserland;2003;825.0
375;Beroeps- en eigen vervoer;3;2;Zwitserland;2004;918.0
376;Beroeps- en eigen vervoer;3;2;Zwitserland;2005;927.0
377;Beroeps- en eigen vervoer;3;2;Zwitserland;2006;917.0
378;Beroeps- en eigen vervoer;3;2;Zwitserland;2007;905.0
379;Beroeps- en eigen vervoer;3;2;Zwitserland;2008;855.0
380;Beroeps- en eigen vervoer;3;2;Zwitserland;2009;675.0
381;Beroeps- en eigen vervoer;3;2;Zwitserland;2010;706.0
382;Beroeps- en eigen vervoer;3;2;Zwitserland;2011;772.0
383;Beroeps- en eigen vervoer;3;2;Zwitserland;2012;781.0
384;Beroeps- en eigen vervoer;3;2;Centraal of Oost-Europa;1997;1159.0
385;Beroeps- en eigen vervoer;3;2;Centraal of Oost-Europa;1998;1100.0
386;Beroeps- en eigen vervoer;3;2;Centraal of Oost-Europa;1999;884.0
387;Beroeps- en eigen vervoer;3;2;Centraal of Oost-Europa;2000;699.0
388;Beroeps- en eigen vervoer;3;2;Centraal of Oost-Europa;2001;688.0
389;Beroeps- en eigen vervoer;3;2;Centraal of Oost-Europa;2002;667.0
390;Beroeps- en eigen vervoer;3;2;Centraal of Oost-Europa;2003;841.0
391;Beroeps- en eigen vervoer;3;2;Centraal of Oost-Europa;2004;519.0
392;Beroeps- en eigen vervoer;3;2;Centraal of Oost-Europa;2005;801.0
393;Beroeps- en eigen vervoer;3;2;Centraal of Oost-Europa;2006;439.0
394;Beroeps- en eigen vervoer;3;2;Centraal of Oost-Europa;2007;519.0
395;Beroeps- en eigen vervoer;3;2;Centraal of Oost-Europa;2008;604.0
396;Beroeps- en eigen vervoer;3;2;Centraal of Oost-Europa;2009;832.0
397;Beroeps- en eigen vervoer;3;2;Centraal of Oost-Europa;2010;456.0
398;Beroeps- en eigen vervoer;3;2;Centraal of Oost-Europa;2011;553.0
399;Beroeps- en eigen vervoer;3;2;Centraal of Oost-Europa;2012;388.0
400;Beroeps- en eigen vervoer;3;2;Overige landen;1997;400.0
401;Beroeps- en eigen vervoer;3;2;Overige landen;1998;409.0
402;Beroeps- en eigen vervoer;3;2;Overige landen;1999;404.0
403;Beroeps- en eigen vervoer;3;2;Overige landen;2000;401.0
404;Beroeps- en eigen vervoer;3;2;Overige landen;2001;394.0
405;Beroeps- en eigen vervoer;3;2;Overige landen;2002;449.0
406;Beroeps- en eigen vervoer;3;2;Overige landen;2003;431.0
407;Beroeps- en eigen vervoer;3;2;Overige landen;2004;510.0
408;Beroeps- en eigen vervoer;3;2;Overige landen;2005;369.0
409;Beroeps- en eigen vervoer;3;2;Overige landen;2006;560.0
410;Beroeps- en eigen vervoer;3;2;Overige landen;2007;546.0
411;Beroeps- en eigen vervoer;3;2;Overige landen;2008;420.0
412;Beroeps- en eigen vervoer;3;2;Overige landen;2009;431.0
413;Beroeps- en eigen vervoer;3;2;Overige landen;2010;417.0
414;Beroeps- en eigen vervoer;3;2;Overige landen;2011;422.0
415;Beroeps- en eigen vervoer;3;2;Overige landen;2012;425.0
416;Beroeps- en eigen vervoer;4;1;0;1997;45965.0
417;Beroeps- en eigen vervoer;4;1;0;1998;46169.0
418;Beroeps- en eigen vervoer;4;1;0;1999;49895.0
419;Beroeps- en eigen vervoer;4;1;0;2000;45710.0
420;Beroeps- en eigen vervoer;4;1;0;2001;47804.0
421;Beroeps- en eigen vervoer;4;1;0;2002;47011.0
422;Beroeps- en eigen vervoer;4;1;0;2003;48552.0
423;Beroeps- en eigen vervoer;4;1;0;2004;51853.0
424;Beroeps- en eigen vervoer;4;1;0;2005;49726.0
425;Beroeps- en eigen vervoer;4;1;0;2006;50825.0
426;Beroeps- en eigen vervoer;4;1;0;2007;50525.0
427;Beroeps- en eigen vervoer;4;1;0;2008;49710.0
428;Beroeps- en eigen vervoer;4;1;0;2009;44243.0
429;Beroeps- en eigen vervoer;4;1;0;2010;43021.0
430;Beroeps- en eigen vervoer;4;1;0;2011;43755.0
431;Beroeps- en eigen vervoer;4;1;0;2012;41210.0
432;Beroeps- en eigen vervoer;4;1;1;1997;13103.0
