ID;Bedrijfskenmerken;Perioden;OpenstaandeVacatures_1;OntstaneVacatures_2;VervuldeVacatures_3;OpenstaandeVacatures_4;OntstaneVacatures_5;VervuldeVacatures_6
3150;N Gezondheids- en welzijnszorg;2003 1e kwartaal;;;;17.9;24.0;25.0
3151;N Gezondheids- en welzijnszorg;2003 2e kwartaal;;;;17.2;25.0;26.0
3152;N Gezondheids- en welzijnszorg;2003 3e kwartaal;;;;14.0;20.0;23.0
3153;N Gezondheids- en welzijnszorg;2003 4e kwartaal;;;;12.6;19.0;20.0
3154;N Gezondheids- en welzijnszorg;2003 jaarcijfer;;;;16.3;87.0;94.0
3155;N Gezondheids- en welzijnszorg;2004 1e kwartaal;;;;14.3;20.0;18.0
3156;N Gezondheids- en welzijnszorg;2004 2e kwartaal;;;;16.3;25.0;23.0
3157;N Gezondheids- en welzijnszorg;2004 3e kwartaal;;;;14.0;20.0;22.0
3158;N Gezondheids- en welzijnszorg;2004 4e kwartaal;;;;14.0;21.0;21.0
3159;N Gezondheids- en welzijnszorg;2004 jaarcijfer;;;;14.5;86.0;85.0
3160;N Gezondheids- en welzijnszorg;2005 1e kwartaal;;;;16.1;24.0;22.0
3161;N Gezondheids- en welzijnszorg;2005 2e kwartaal;;;;16.1;23.0;23.0
3162;N Gezondheids- en welzijnszorg;2005 3e kwartaal;;;;15.1;22.0;23.0
3163;N Gezondheids- en welzijnszorg;2005 4e kwartaal;;;;17.8;26.0;23.0
3164;N Gezondheids- en welzijnszorg;2005 jaarcijfer;;;;15.8;95.0;91.0
3165;N Gezondheids- en welzijnszorg;2006 1e kwartaal;;;;20.1;28.0;26.0
3166;N Gezondheids- en welzijnszorg;2006 2e kwartaal;;;;23.5;31.0;27.0
3167;N Gezondheids- en welzijnszorg;2006 3e kwartaal;;;;19.9;26.0;30.0
3168;N Gezondheids- en welzijnszorg;2006 4e kwartaal;21.7;31.0;28.0;22.5;31.0;29.0
3169;N Gezondheids- en welzijnszorg;2006 jaarcijfer;;;;20.9;117.0;112.0
3170;N Gezondheids- en welzijnszorg;2007 1e kwartaal;25.0;35.0;31.0;;;
3171;N Gezondheids- en welzijnszorg;2007 2e kwartaal;26.6;33.0;31.0;;;
3172;N Gezondheids- en welzijnszorg;2007 3e kwartaal;26.6;33.0;33.0;;;
3173;N Gezondheids- en welzijnszorg;2007 4e kwartaal;27.1;30.0;29.0;;;
3174;N Gezondheids- en welzijnszorg;2007 jaarcijfer;25.6;131.0;125.0;;;
3175;N Gezondheids- en welzijnszorg;2008 1e kwartaal;29.3;35.0;33.0;;;
3176;N Gezondheids- en welzijnszorg;2008 2e kwartaal;28.9;34.0;35.0;;;
3177;N Gezondheids- en welzijnszorg;2008 3e kwartaal;28.8;33.0;33.0;;;
3178;N Gezondheids- en welzijnszorg;2008 4e kwartaal;26.8;30.0;32.0;;;
3179;N Gezondheids- en welzijnszorg;2008 jaarcijfer;28.5;133.0;133.0;;;
3180;N Gezondheids- en welzijnszorg;2009 1e kwartaal;24.0;28.0;31.0;;;
3181;N Gezondheids- en welzijnszorg;2009 2e kwartaal;21.9;28.0;30.0;;;
3182;N Gezondheids- en welzijnszorg;2009 3e kwartaal;20.5;27.0;28.0;;;
3183;N Gezondheids- en welzijnszorg;2009 4e kwartaal;20.1;26.0;27.0;;;
3184;N Gezondheids- en welzijnszorg;2009 jaarcijfer;22.5;109.0;116.0;;;
3185;8511 Ziekenhuis,kliniek met overnachting;1997 1e kwartaal;;;;2.5;4.0;4.0
3186;8511 Ziekenhuis,kliniek met overnachting;1997 2e kwartaal;;;;2.6;4.0;4.0
3187;8511 Ziekenhuis,kliniek met overnachting;1997 3e kwartaal;;;;3.0;4.0;4.0
3188;8511 Ziekenhuis,kliniek met overnachting;1997 4e kwartaal;;;;3.1;5.0;5.0
3189;8511 Ziekenhuis,kliniek met overnachting;1997 jaarcijfer;;;;;;
3190;8511 Ziekenhuis,kliniek met overnachting;1998 1e kwartaal;;;;3.6;5.0;5.0
3191;8511 Ziekenhuis,kliniek met overnachting;1998 2e kwartaal;;;;3.8;5.0;5.0
3192;8511 Ziekenhuis,kliniek met overnachting;1998 3e kwartaal;;;;3.3;5.0;5.0
3193;8511 Ziekenhuis,kliniek met overnachting;1998 4e kwartaal;;;;3.9;5.0;5.0
3194;8511 Ziekenhuis,kliniek met overnachting;1998 jaarcijfer;;;;3.6;21.0;20.0
3195;8511 Ziekenhuis,kliniek met overnachting;1999 1e kwartaal;;;;3.9;6.0;6.0
3196;8511 Ziekenhuis,kliniek met overnachting;1999 2e kwartaal;;;;4.4;6.0;5.0
3197;8511 Ziekenhuis,kliniek met overnachting;1999 3e kwartaal;;;;3.9;5.0;5.0
3198;8511 Ziekenhuis,kliniek met overnachting;1999 4e kwartaal;;;;5.6;6.0;4.0
3199;8511 Ziekenhuis,kliniek met overnachting;1999 jaarcijfer;;;;4.2;22.0;21.0
3200;8511 Ziekenhuis,kliniek met overnachting;2000 1e kwartaal;;;;5.9;7.0;7.0
3201;8511 Ziekenhuis,kliniek met overnachting;2000 2e kwartaal;;;;5.0;6.0;6.0
3202;8511 Ziekenhuis,kliniek met overnachting;2000 3e kwartaal;;;;4.8;6.0;6.0
3203;8511 Ziekenhuis,kliniek met overnachting;2000 4e kwartaal;;;;5.0;6.0;6.0
3204;8511 Ziekenhuis,kliniek met overnachting;2000 jaarcijfer;;;;5.3;24.0;25.0
3205;8511 Ziekenhuis,kliniek met overnachting;2001 1e kwartaal;;;;5.6;7.0;7.0
3206;8511 Ziekenhuis,kliniek met overnachting;2001 2e kwartaal;;;;6.0;8.0;7.0
3207;8511 Ziekenhuis,kliniek met overnachting;2001 3e kwartaal;;;;5.1;5.0;6.0
3208;8511 Ziekenhuis,kliniek met overnachting;2001 4e kwartaal;;;;5.3;6.0;6.0
3209;8511 Ziekenhuis,kliniek met overnachting;2001 jaarcijfer;;;;5.5;26.0;26.0
3210;8511 Ziekenhuis,kliniek met overnachting;2002 1e kwartaal;;;;4.6;5.0;6.0
3211;8511 Ziekenhuis,kliniek met overnachting;2002 2e kwartaal;;;;4.4;6.0;6.0
3212;8511 Ziekenhuis,kliniek met overnachting;2002 3e kwartaal;;;;4.7;5.0;5.0
3213;8511 Ziekenhuis,kliniek met overnachting;2002 4e kwartaal;;;;5.3;5.0;4.0
3214;8511 Ziekenhuis,kliniek met overnachting;2002 jaarcijfer;;;;4.8;22.0;22.0
3215;8511 Ziekenhuis,kliniek met overnachting;2003 1e kwartaal;;;;4.7;5.0;6.0
3216;8511 Ziekenhuis,kliniek met overnachting;2003 2e kwartaal;;;;4.4;5.0;5.0
3217;8511 Ziekenhuis,kliniek met overnachting;2003 3e kwartaal;;;;4.0;4.0;5.0
3218;8511 Ziekenhuis,kliniek met overnachting;2003 4e kwartaal;;;;3.6;4.0;4.0
3219;8511 Ziekenhuis,kliniek met overnachting;2003 jaarcijfer;;;;4.4;18.0;20.0
3220;8511 Ziekenhuis,kliniek met overnachting;2004 1e kwartaal;;;;3.7;4.0;4.0
3221;8511 Ziekenhuis,kliniek met overnachting;2004 2e kwartaal;;;;4.9;6.0;4.0
3222;8511 Ziekenhuis,kliniek met overnachting;2004 3e kwartaal;;;;3.2;3.0;5.0
3223;8511 Ziekenhuis,kliniek met overnachting;2004 4e kwartaal;;;;3.8;5.0;4.0
3224;8511 Ziekenhuis,kliniek met overnachting;2004 jaarcijfer;;;;3.9;18.0;18.0
3225;8511 Ziekenhuis,kliniek met overnachting;2005 1e kwartaal;;;;4.3;5.0;5.0
3226;8511 Ziekenhuis,kliniek met overnachting;2005 2e kwartaal;;;;4.3;5.0;5.0
3227;8511 Ziekenhuis,kliniek met overnachting;2005 3e kwartaal;;;;4.4;5.0;5.0
3228;8511 Ziekenhuis,kliniek met overnachting;2005 4e kwartaal;;;;4.9;6.0;5.0
3229;8511 Ziekenhuis,kliniek met overnachting;2005 jaarcijfer;;;;4.3;22.0;20.0
3230;8511 Ziekenhuis,kliniek met overnachting;2006 1e kwartaal;;;;5.0;6.0;6.0
3231;8511 Ziekenhuis,kliniek met overnachting;2006 2e kwartaal;;;;5.8;6.0;6.0
3232;8511 Ziekenhuis,kliniek met overnachting;2006 3e kwartaal;;;;5.0;5.0;6.0
3233;8511 Ziekenhuis,kliniek met overnachting;2006 4e kwartaal;5.3;6.0;6.0;5.5;6.0;6.0
3234;8511 Ziekenhuis,kliniek met overnachting;2006 jaarcijfer;;;;5.2;23.0;23.0
3235;8511 Ziekenhuis,kliniek met overnachting;2007 1e kwartaal;6.0;7.0;7.0;;;
3236;8511 Ziekenhuis,kliniek met overnachting;2007 2e kwartaal;6.3;7.0;7.0;;;
3237;8511 Ziekenhuis,kliniek met overnachting;2007 3e kwartaal;7.1;7.0;6.0;;;
3238;8511 Ziekenhuis,kliniek met overnachting;2007 4e kwartaal;7.4;6.0;6.0;;;
3239;8511 Ziekenhuis,kliniek met overnachting;2007 jaarcijfer;6.4;27.0;25.0;;;
3240;8511 Ziekenhuis,kliniek met overnachting;2008 1e kwartaal;7.5;7.0;7.0;;;
3241;8511 Ziekenhuis,kliniek met overnachting;2008 2e kwartaal;7.9;7.0;7.0;;;
3242;8511 Ziekenhuis,kliniek met overnachting;2008 3e kwartaal;7.5;6.0;7.0;;;
3243;8511 Ziekenhuis,kliniek met overnachting;2008 4e kwartaal;7.7;6.0;6.0;;;
3244;8511 Ziekenhuis,kliniek met overnachting;2008 jaarcijfer;7.6;27.0;27.0;;;
3245;8511 Ziekenhuis,kliniek met overnachting;2009 1e kwartaal;7.0;6.0;7.0;;;
3246;8511 Ziekenhuis,kliniek met overnachting;2009 2e kwartaal;6.4;6.0;6.0;;;
3247;8511 Ziekenhuis,kliniek met overnachting;2009 3e kwartaal;6.0;6.0;6.0;;;
3248;8511 Ziekenhuis,kliniek met overnachting;2009 4e kwartaal;6.1;6.0;6.0;;;
3249;8511 Ziekenhuis,kliniek met overnachting;2009 jaarcijfer;6.6;24.0;26.0;;;
3250;8511D Medisch+veterin.dnst gn ziekenhuis;1997 1e kwartaal;;;;1.1;2.0;2.0
3251;8511D Medisch+veterin.dnst gn ziekenhuis;1997 2e kwartaal;;;;0.8;2.0;2.0
3252;8511D Medisch+veterin.dnst gn ziekenhuis;1997 3e kwartaal;;;;1.2;3.0;3.0
3253;8511D Medisch+veterin.dnst gn ziekenhuis;1997 4e kwartaal;;;;1.5;2.0;2.0
3254;8511D Medisch+veterin.dnst gn ziekenhuis;1997 jaarcijfer;;;;;;
3255;8511D Medisch+veterin.dnst gn ziekenhuis;1998 1e kwartaal;;;;1.8;3.0;3.0
3256;8511D Medisch+veterin.dnst gn ziekenhuis;1998 2e kwartaal;;;;2.0;3.0;3.0
3257;8511D Medisch+veterin.dnst gn ziekenhuis;1998 3e kwartaal;;;;1.3;3.0;4.0
3258;8511D Medisch+veterin.dnst gn ziekenhuis;1998 4e kwartaal;;;;1.4;3.0;3.0
3259;8511D Medisch+veterin.dnst gn ziekenhuis;1998 jaarcijfer;;;;1.6;12.0;12.0
3260;8511D Medisch+veterin.dnst gn ziekenhuis;1999 1e kwartaal;;;;2.1;4.0;3.0
3261;8511D Medisch+veterin.dnst gn ziekenhuis;1999 2e kwartaal;;;;2.6;5.0;4.0
3262;8511D Medisch+veterin.dnst gn ziekenhuis;1999 3e kwartaal;;;;2.1;4.0;4.0
3263;8511D Medisch+veterin.dnst gn ziekenhuis;1999 4e kwartaal;;;;2.7;4.0;3.0
3264;8511D Medisch+veterin.dnst gn ziekenhuis;1999 jaarcijfer;;;;2.2;17.0;15.0
3265;8511D Medisch+veterin.dnst gn ziekenhuis;2000 1e kwartaal;;;;2.4;4.0;4.0
3266;8511D Medisch+veterin.dnst gn ziekenhuis;2000 2e kwartaal;;;;2.1;4.0;4.0
3267;8511D Medisch+veterin.dnst gn ziekenhuis;2000 3e kwartaal;;;;2.4;4.0;3.0
3268;8511D Medisch+veterin.dnst gn ziekenhuis;2000 4e kwartaal;;;;2.9;4.0;4.0
3269;8511D Medisch+veterin.dnst gn ziekenhuis;2000 jaarcijfer;;;;2.4;16.0;15.0
3270;8511D Medisch+veterin.dnst gn ziekenhuis;2001 1e kwartaal;;;;3.9;6.0;5.0
3271;8511D Medisch+veterin.dnst gn ziekenhuis;2001 2e kwartaal;;;;3.0;4.0;5.0
3272;8511D Medisch+veterin.dnst gn ziekenhuis;2001 3e kwartaal;;;;3.4;5.0;5.0
3273;8511D Medisch+veterin.dnst gn ziekenhuis;2001 4e kwartaal;;;;2.7;3.0;4.0
3274;8511D Medisch+veterin.dnst gn ziekenhuis;2001 jaarcijfer;;;;3.3;18.0;18.0
3275;8511D Medisch+veterin.dnst gn ziekenhuis;2002 1e kwartaal;;;;4.3;6.0;5.0
3276;8511D Medisch+veterin.dnst gn ziekenhuis;2002 2e kwartaal;;;;3.4;5.0;5.0
3277;8511D Medisch+veterin.dnst gn ziekenhuis;2002 3e kwartaal;;;;2.5;3.0;4.0
3278;8511D Medisch+veterin.dnst gn ziekenhuis;2002 4e kwartaal;;;;2.6;4.0;3.0
3279;8511D Medisch+veterin.dnst gn ziekenhuis;2002 jaarcijfer;;;;3.2;17.0;18.0
3280;8511D Medisch+veterin.dnst gn ziekenhuis;2003 1e kwartaal;;;;2.3;3.0;3.0
3281;8511D Medisch+veterin.dnst gn ziekenhuis;2003 2e kwartaal;;;;2.3;4.0;4.0
3282;8511D Medisch+veterin.dnst gn ziekenhuis;2003 3e kwartaal;;;;1.3;2.0;3.0
3283;8511D Medisch+veterin.dnst gn ziekenhuis;2003 4e kwartaal;;;;1.5;3.0;3.0
3284;8511D Medisch+veterin.dnst gn ziekenhuis;2003 jaarcijfer;;;;2.0;12.0;13.0
3285;8511D Medisch+veterin.dnst gn ziekenhuis;2004 1e kwartaal;;;;2.2;3.0;3.0
3286;8511D Medisch+veterin.dnst gn ziekenhuis;2004 2e kwartaal;;;;2.4;4.0;4.0
3287;8511D Medisch+veterin.dnst gn ziekenhuis;2004 3e kwartaal;;;;2.0;3.0;4.0
3288;8511D Medisch+veterin.dnst gn ziekenhuis;2004 4e kwartaal;;;;2.5;4.0;4.0
3289;8511D Medisch+veterin.dnst gn ziekenhuis;2004 jaarcijfer;;;;2.1;15.0;14.0
3290;8511D Medisch+veterin.dnst gn ziekenhuis;2005 1e kwartaal;;;;2.9;5.0;4.0
3291;8511D Medisch+veterin.dnst gn ziekenhuis;2005 2e kwartaal;;;;3.1;4.0;4.0
3292;8511D Medisch+veterin.dnst gn ziekenhuis;2005 3e kwartaal;;;;3.0;4.0;4.0
3293;8511D Medisch+veterin.dnst gn ziekenhuis;2005 4e kwartaal;;;;2.7;5.0;5.0
3294;8511D Medisch+veterin.dnst gn ziekenhuis;2005 jaarcijfer;;;;2.9;18.0;18.0
3295;8511D Medisch+veterin.dnst gn ziekenhuis;2006 1e kwartaal;;;;3.2;5.0;4.0
3296;8511D Medisch+veterin.dnst gn ziekenhuis;2006 2e kwartaal;;;;4.1;7.0;6.0
3297;8511D Medisch+veterin.dnst gn ziekenhuis;2006 3e kwartaal;;;;3.1;5.0;6.0
3298;8511D Medisch+veterin.dnst gn ziekenhuis;2006 4e kwartaal;3.9;6.0;5.0;4.8;8.0;6.0
3299;8511D Medisch+veterin.dnst gn ziekenhuis;2006 jaarcijfer;;;;3.6;25.0;22.0
3300;8511D Medisch+veterin.dnst gn ziekenhuis;2007 1e kwartaal;4.9;7.0;6.0;;;
3301;8511D Medisch+veterin.dnst gn ziekenhuis;2007 2e kwartaal;4.1;6.0;6.0;;;
3302;8511D Medisch+veterin.dnst gn ziekenhuis;2007 3e kwartaal;3.8;6.0;7.0;;;
3303;8511D Medisch+veterin.dnst gn ziekenhuis;2007 4e kwartaal;3.7;5.0;5.0;;;
3304;8511D Medisch+veterin.dnst gn ziekenhuis;2007 jaarcijfer;4.2;23.0;24.0;;;
3305;8511D Medisch+veterin.dnst gn ziekenhuis;2008 1e kwartaal;4.5;7.0;6.0;;;
3306;8511D Medisch+veterin.dnst gn ziekenhuis;2008 2e kwartaal;4.3;6.0;6.0;;;
3307;8511D Medisch+veterin.dnst gn ziekenhuis;2008 3e kwartaal;4.5;6.0;6.0;;;
3308;8511D Medisch+veterin.dnst gn ziekenhuis;2008 4e kwartaal;4.1;6.0;6.0;;;
3309;8511D Medisch+veterin.dnst gn ziekenhuis;2008 jaarcijfer;4.3;25.0;24.0;;;
3310;8511D Medisch+veterin.dnst gn ziekenhuis;2009 1e kwartaal;3.5;5.0;5.0;;;
3311;8511D Medisch+veterin.dnst gn ziekenhuis;2009 2e kwartaal;3.4;5.0;5.0;;;
3312;8511D Medisch+veterin.dnst gn ziekenhuis;2009 3e kwartaal;3.0;5.0;5.0;;;
3313;8511D Medisch+veterin.dnst gn ziekenhuis;2009 4e kwartaal;3.2;5.0;5.0;;;
3314;8511D Medisch+veterin.dnst gn ziekenhuis;2009 jaarcijfer;3.4;20.0;21.0;;;
3315;8531 Welzijnszorg met huisvesting;1997 1e kwartaal;;;;2.9;6.0;5.0
3316;8531 Welzijnszorg met huisvesting;1997 2e kwartaal;;;;3.2;7.0;6.0
3317;8531 Welzijnszorg met huisvesting;1997 3e kwartaal;;;;2.8;7.0;7.0
3318;8531 Welzijnszorg met huisvesting;1997 4e kwartaal;;;;3.7;7.0;6.0
3319;8531 Welzijnszorg met huisvesting;1997 jaarcijfer;;;;;;
3320;8531 Welzijnszorg met huisvesting;1998 1e kwartaal;;;;4.5;8.0;7.0
3321;8531 Welzijnszorg met huisvesting;1998 2e kwartaal;;;;4.0;7.0;7.0
3322;8531 Welzijnszorg met huisvesting;1998 3e kwartaal;;;;4.2;8.0;8.0
3323;8531 Welzijnszorg met huisvesting;1998 4e kwartaal;;;;3.8;7.0;7.0
3324;8531 Welzijnszorg met huisvesting;1998 jaarcijfer;;;;4.1;30.0;30.0
3325;8531 Welzijnszorg met huisvesting;1999 1e kwartaal;;;;4.3;8.0;7.0
3326;8531 Welzijnszorg met huisvesting;1999 2e kwartaal;;;;4.3;7.0;7.0
3327;8531 Welzijnszorg met huisvesting;1999 3e kwartaal;;;;4.8;9.0;8.0
3328;8531 Welzijnszorg met huisvesting;1999 4e kwartaal;;;;5.1;8.0;8.0
3329;8531 Welzijnszorg met huisvesting;1999 jaarcijfer;;;;4.5;32.0;31.0
3330;8531 Welzijnszorg met huisvesting;2000 1e kwartaal;;;;5.1;9.0;9.0
3331;8531 Welzijnszorg met huisvesting;2000 2e kwartaal;;;;5.6;10.0;9.0
3332;8531 Welzijnszorg met huisvesting;2000 3e kwartaal;;;;5.3;9.0;9.0
3333;8531 Welzijnszorg met huisvesting;2000 4e kwartaal;;;;5.5;9.0;8.0
3334;8531 Welzijnszorg met huisvesting;2000 jaarcijfer;;;;5.3;36.0;36.0
3335;8531 Welzijnszorg met huisvesting;2001 1e kwartaal;;;;6.3;10.0;9.0
3336;8531 Welzijnszorg met huisvesting;2001 2e kwartaal;;;;6.3;10.0;10.0
3337;8531 Welzijnszorg met huisvesting;2001 3e kwartaal;;;;6.2;9.0;9.0
3338;8531 Welzijnszorg met huisvesting;2001 4e kwartaal;;;;6.0;8.0;9.0
3339;8531 Welzijnszorg met huisvesting;2001 jaarcijfer;;;;6.1;37.0;37.0
3340;8531 Welzijnszorg met huisvesting;2002 1e kwartaal;;;;6.7;9.0;9.0
3341;8531 Welzijnszorg met huisvesting;2002 2e kwartaal;;;;5.4;7.0;9.0
3342;8531 Welzijnszorg met huisvesting;2002 3e kwartaal;;;;5.2;7.0;8.0
3343;8531 Welzijnszorg met huisvesting;2002 4e kwartaal;;;;4.8;8.0;8.0
3344;8531 Welzijnszorg met huisvesting;2002 jaarcijfer;;;;5.6;31.0;33.0
3345;8531 Welzijnszorg met huisvesting;2003 1e kwartaal;;;;5.3;8.0;7.0
3346;8531 Welzijnszorg met huisvesting;2003 2e kwartaal;;;;5.0;8.0;8.0
3347;8531 Welzijnszorg met huisvesting;2003 3e kwartaal;;;;4.3;6.0;7.0
3348;8531 Welzijnszorg met huisvesting;2003 4e kwartaal;;;;3.6;6.0;7.0
3349;8531 Welzijnszorg met huisvesting;2003 jaarcijfer;;;;4.7;28.0;30.0
3350;8531 Welzijnszorg met huisvesting;2004 1e kwartaal;;;;4.1;7.0;6.0
3351;8531 Welzijnszorg met huisvesting;2004 2e kwartaal;;;;3.8;7.0;7.0
3352;8531 Welzijnszorg met huisvesting;2004 3e kwartaal;;;;3.0;5.0;6.0
3353;8531 Welzijnszorg met huisvesting;2004 4e kwartaal;;;;3.0;5.0;5.0
3354;8531 Welzijnszorg met huisvesting;2004 jaarcijfer;;;;3.6;24.0;25.0
3355;8531 Welzijnszorg met huisvesting;2005 1e kwartaal;;;;3.9;7.0;6.0
3356;8531 Welzijnszorg met huisvesting;2005 2e kwartaal;;;;4.0;6.0;6.0
3357;8531 Welzijnszorg met huisvesting;2005 3e kwartaal;;;;4.2;7.0;6.0
3358;8531 Welzijnszorg met huisvesting;2005 4e kwartaal;;;;4.8;8.0;7.0
3359;8531 Welzijnszorg met huisvesting;2005 jaarcijfer;;;;4.0;28.0;26.0
3360;8531 Welzijnszorg met huisvesting;2006 1e kwartaal;;;;5.5;8.0;7.0
3361;8531 Welzijnszorg met huisvesting;2006 2e kwartaal;;;;7.2;9.0;8.0
3362;8531 Welzijnszorg met huisvesting;2006 3e kwartaal;;;;5.9;8.0;9.0
3363;8531 Welzijnszorg met huisvesting;2006 4e kwartaal;5.7;9.0;9.0;6.2;9.0;9.0
3364;8531 Welzijnszorg met huisvesting;2006 jaarcijfer;;;;6.0;35.0;33.0
3365;8531 Welzijnszorg met huisvesting;2007 1e kwartaal;6.7;10.0;9.0;;;
3366;8531 Welzijnszorg met huisvesting;2007 2e kwartaal;7.3;9.0;9.0;;;
3367;8531 Welzijnszorg met huisvesting;2007 3e kwartaal;7.1;8.0;8.0;;;
3368;8531 Welzijnszorg met huisvesting;2007 4e kwartaal;7.2;8.0;8.0;;;
3369;8531 Welzijnszorg met huisvesting;2007 jaarcijfer;6.9;36.0;34.0;;;
3370;8531 Welzijnszorg met huisvesting;2008 1e kwartaal;8.0;9.0;9.0;;;
3371;8531 Welzijnszorg met huisvesting;2008 2e kwartaal;7.8;9.0;9.0;;;
3372;8531 Welzijnszorg met huisvesting;2008 3e kwartaal;7.1;8.0;9.0;;;
3373;8531 Welzijnszorg met huisvesting;2008 4e kwartaal;6.7;8.0;9.0;;;
3374;8531 Welzijnszorg met huisvesting;2008 jaarcijfer;7.4;35.0;36.0;;;
3375;8531 Welzijnszorg met huisvesting;2009 1e kwartaal;6.0;8.0;9.0;;;
3376;8531 Welzijnszorg met huisvesting;2009 2e kwartaal;5.2;8.0;9.0;;;
3377;8531 Welzijnszorg met huisvesting;2009 3e kwartaal;5.0;7.0;7.0;;;
3378;8531 Welzijnszorg met huisvesting;2009 4e kwartaal;4.7;7.0;7.0;;;
3379;8531 Welzijnszorg met huisvesting;2009 jaarcijfer;5.5;30.0;32.0;;;
3380;8532A Welzijnszorg zonder huisvesting;1997 1e kwartaal;;;;2.7;4.0;4.0
3381;8532A Welzijnszorg zonder huisvesting;1997 2e kwartaal;;;;2.5;4.0;5.0
3382;8532A Welzijnszorg zonder huisvesting;1997 3e kwartaal;;;;2.4;4.0;5.0
3383;8532A Welzijnszorg zonder huisvesting;1997 4e kwartaal;;;;2.8;6.0;5.0
3384;8532A Welzijnszorg zonder huisvesting;1997 jaarcijfer;;;;;;
3385;8532A Welzijnszorg zonder huisvesting;1998 1e kwartaal;;;;3.3;6.0;5.0
3386;8532A Welzijnszorg zonder huisvesting;1998 2e kwartaal;;;;3.6;6.0;6.0
3387;8532A Welzijnszorg zonder huisvesting;1998 3e kwartaal;;;;4.1;6.0;6.0
3388;8532A Welzijnszorg zonder huisvesting;1998 4e kwartaal;;;;3.8;6.0;6.0
3389;8532A Welzijnszorg zonder huisvesting;1998 jaarcijfer;;;;3.6;24.0;23.0
3390;8532A Welzijnszorg zonder huisvesting;1999 1e kwartaal;;;;4.5;6.0;6.0
3391;8532A Welzijnszorg zonder huisvesting;1999 2e kwartaal;;;;5.1;8.0;8.0
3392;8532A Welzijnszorg zonder huisvesting;1999 3e kwartaal;;;;5.4;7.0;6.0
3393;8532A Welzijnszorg zonder huisvesting;1999 4e kwartaal;;;;5.4;7.0;7.0
3394;8532A Welzijnszorg zonder huisvesting;1999 jaarcijfer;;;;4.9;29.0;27.0
3395;8532A Welzijnszorg zonder huisvesting;2000 1e kwartaal;;;;6.3;8.0;8.0
3396;8532A Welzijnszorg zonder huisvesting;2000 2e kwartaal;;;;5.7;8.0;9.0
3397;8532A Welzijnszorg zonder huisvesting;2000 3e kwartaal;;;;6.1;8.0;8.0
3398;8532A Welzijnszorg zonder huisvesting;2000 4e kwartaal;;;;7.2;9.0;8.0
3399;8532A Welzijnszorg zonder huisvesting;2000 jaarcijfer;;;;6.1;34.0;32.0
3400;8532A Welzijnszorg zonder huisvesting;2001 1e kwartaal;;;;7.1;9.0;9.0
3401;8532A Welzijnszorg zonder huisvesting;2001 2e kwartaal;;;;8.4;11.0;10.0
3402;8532A Welzijnszorg zonder huisvesting;2001 3e kwartaal;;;;7.5;9.0;10.0
3403;8532A Welzijnszorg zonder huisvesting;2001 4e kwartaal;;;;7.5;9.0;9.0
3404;8532A Welzijnszorg zonder huisvesting;2001 jaarcijfer;;;;7.6;38.0;38.0
3405;8532A Welzijnszorg zonder huisvesting;2002 1e kwartaal;;;;8.4;10.0;9.0
3406;8532A Welzijnszorg zonder huisvesting;2002 2e kwartaal;;;;7.7;9.0;10.0
3407;8532A Welzijnszorg zonder huisvesting;2002 3e kwartaal;;;;7.0;10.0;11.0
3408;8532A Welzijnszorg zonder huisvesting;2002 4e kwartaal;;;;6.8;8.0;8.0
3409;8532A Welzijnszorg zonder huisvesting;2002 jaarcijfer;;;;7.6;37.0;38.0
3410;8532A Welzijnszorg zonder huisvesting;2003 1e kwartaal;;;;5.5;8.0;9.0
3411;8532A Welzijnszorg zonder huisvesting;2003 2e kwartaal;;;;5.5;8.0;8.0
3412;8532A Welzijnszorg zonder huisvesting;2003 3e kwartaal;;;;4.3;6.0;8.0
3413;8532A Welzijnszorg zonder huisvesting;2003 4e kwartaal;;;;3.9;6.0;7.0
3414;8532A Welzijnszorg zonder huisvesting;2003 jaarcijfer;;;;5.2;28.0;31.0
3415;8532A Welzijnszorg zonder huisvesting;2004 1e kwartaal;;;;4.3;6.0;5.0
3416;8532A Welzijnszorg zonder huisvesting;2004 2e kwartaal;;;;5.2;9.0;8.0
3417;8532A Welzijnszorg zonder huisvesting;2004 3e kwartaal;;;;5.7;8.0;7.0
3418;8532A Welzijnszorg zonder huisvesting;2004 4e kwartaal;;;;4.7;7.0;8.0
3419;8532A Welzijnszorg zonder huisvesting;2004 jaarcijfer;;;;4.9;29.0;28.0
3420;8532A Welzijnszorg zonder huisvesting;2005 1e kwartaal;;;;4.9;7.0;7.0
3421;8532A Welzijnszorg zonder huisvesting;2005 2e kwartaal;;;;4.7;7.0;7.0
3422;8532A Welzijnszorg zonder huisvesting;2005 3e kwartaal;;;;3.6;6.0;7.0
3423;8532A Welzijnszorg zonder huisvesting;2005 4e kwartaal;;;;5.3;8.0;7.0
3424;8532A Welzijnszorg zonder huisvesting;2005 jaarcijfer;;;;4.6;28.0;27.0
3425;8532A Welzijnszorg zonder huisvesting;2006 1e kwartaal;;;;6.4;9.0;8.0
3426;8532A Welzijnszorg zonder huisvesting;2006 2e kwartaal;;;;6.4;8.0;8.0
3427;8532A Welzijnszorg zonder huisvesting;2006 3e kwartaal;;;;5.9;8.0;9.0
3428;8532A Welzijnszorg zonder huisvesting;2006 4e kwartaal;6.8;9.0;9.0;6.0;8.0;8.0
