ID;Arbeidspositie;ArbeidspositieDrieMaandenEerder;Perioden;Seizoengecorrigeerd_1;NietSeizoengecorrigeerd_2
4369;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 mei;3420;3416
4370;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 juni;3433;3417
4371;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 2e kwartaal;3423;3423
4372;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 juli;3439;3415
4373;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 augustus;3423;3414
4374;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 september;3417;3413
4375;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 3e kwartaal;3426;3414
4376;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 oktober;3422;3424
4377;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 november;3437;3423
4378;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 december;3436;3454
4379;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 4e kwartaal;3432;3434
4380;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 januari;3448;3481
4381;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 februari;3449;3447
4382;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 maart;3436;3435
4383;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 1e kwartaal;3444;3454
4384;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 april;3446;3466
4385;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 mei;3452;3445
4386;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 juni;3446;3434
4387;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 2e kwartaal;3448;3448
4388;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 juli;3450;3432
4389;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 augustus;3449;3442
4390;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 september;3441;3437
4391;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 3e kwartaal;3447;3437
4392;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 oktober;3432;3432
4393;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 november;3453;3443
4394;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 december;3493;3516
4395;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 4e kwartaal;3459;3464
4396;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 januari;3500;3535
4397;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 februari;3499;3502
4398;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 maart;3538;3546
4399;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 1e kwartaal;3513;3528
4400;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 april;3536;3552
4401;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 mei;3529;3515
4402;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 juni;3547;3538
4403;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 2e kwartaal;3537;3535
4404;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 juli;3542;3517
4405;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 augustus;3536;3523
4406;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 september;3536;3530
4407;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 3e kwartaal;3538;3524
4408;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 oktober;3500;3488
4409;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 november;3493;3477
4410;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 december;3490;3514
4411;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 4e kwartaal;3494;3493
4412;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 januari;3471;3497
4413;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 februari;3485;3490
4414;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 maart;3495;3503
4415;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 1e kwartaal;3484;3497
4416;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 april;3491;3508
4417;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 mei;3493;3481
4418;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 juni;3497;3491
4419;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 2e kwartaal;3494;3493
4420;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 juli;3512;3493
4421;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 augustus;3508;3498
4422;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 september;3513;3509
4423;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 3e kwartaal;3511;3500
4424;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 oktober;3507;3494
4425;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 november;3529;3519
4426;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 december;3531;3558
4427;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 4e kwartaal;3522;3523
4428;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 januari;3545;3570
4429;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 februari;3542;3541
4430;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 maart;3546;3555
4431;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 1e kwartaal;3544;3555
4432;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 april;3525;3533
4433;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 mei;3543;3534
4434;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 juni;3547;3542
4435;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 2e kwartaal;3538;3536
4436;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 juli;3545;3528
4437;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 augustus;3556;3545
4438;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 september;3562;3558
4439;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 3e kwartaal;3555;3543
4440;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 oktober;3565;3550
4441;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 november;3575;3569
4442;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 december;3581;3606
4443;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 4e kwartaal;3574;3575
4444;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 januari;3569;3595
4445;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 februari;3589;3593
4446;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 maart;3579;3584
4447;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 1e kwartaal;3579;3591
4448;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 april;3585;3595
4449;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 mei;3584;3576
4450;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 juni;3583;3576
4451;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 2e kwartaal;3584;3582
4452;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 juli;3572;3551
4453;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 augustus;3573;3564
4454;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 september;3568;3563
4455;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 3e kwartaal;3571;3560
4456;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 oktober;3584;3575
4457;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 november;3580;3573
4458;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 december;3588;3615
4459;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 4e kwartaal;3584;3587
4460;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 januari;3581;3606
4461;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 februari;3590;3597
4462;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 maart;3578;3581
4463;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 1e kwartaal;3583;3595
4464;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 april;3573;3585
4465;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 mei;3558;3548
4466;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 juni;3544;3532
4467;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 2e kwartaal;3558;3555
4468;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 juli;3540;3519
4469;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 augustus;3509;3492
4470;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 september;3504;3501
4471;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 3e kwartaal;3518;3504
4472;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 oktober;3507;3498
4473;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 november;3492;3483
4474;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 december;3490;3516
4475;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 4e kwartaal;3496;3499
4476;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 januari;3474;3497
4477;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 februari;3486;3497
4478;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 maart;3487;3493
4479;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 1e kwartaal;3482;3496
4480;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 april;3495;3511
4481;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 mei;3490;3480
4482;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 juni;3472;3457
4483;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 2e kwartaal;3486;3483
4484;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 juli;3479;3462
4485;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 augustus;3476;3458
4486;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 september;3467;3464
4487;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 3e kwartaal;3474;3461
4488;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 oktober;3455;3446
4489;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 november;3462;3453
4490;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 december;3461;3488
4491;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 4e kwartaal;3459;3462
4492;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 januari;3456;3479
4493;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 februari;3469;3484
4494;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 maart;3499;3508
4495;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 1e kwartaal;3474;3491
4496;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 april;3609;3626
4497;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 mei;3614;3606
4498;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 juni;3517;3497
4499;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 2e kwartaal;3580;3576
4500;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 juli;3500;3482
4501;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 augustus;3493;3481
4502;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 september;3514;3514
4503;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 3e kwartaal;3502;3492
4504;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 oktober;3489;3473
4505;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 november;3490;3484
4506;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 december;3498;3527
4507;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 4e kwartaal;3492;3494
4508;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 januari;3532;3555
4509;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 februari;3510;3521
4510;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 maart;3545;3565
4511;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 1e kwartaal;3531;3549
4512;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 april;3544;3566
4513;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 mei;3542;3540
4514;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 juni;3485;3456
4515;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 2e kwartaal;3521;3516
4516;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 juli;3475;3454
4517;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 augustus;3445;3422
4518;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 september;3437;3435
4519;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 3e kwartaal;3445;3431
4520;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 oktober;3416;3395
4521;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 november;3435;3429
4522;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 december;3428;3454
4523;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 4e kwartaal;3435;3437
4524;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 januari;3406;3434
4525;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 februari;3409;3422
4526;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 maart;3363;3379
4527;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 1e kwartaal;3389;3407
4528;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 april;3347;3369
4529;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 mei;3339;3335
4530;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 juni;3342;3314
4531;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 2e kwartaal;3345;3339
4532;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 juli ;3330;3308
4533;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 augustus;3312;3289
4534;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 september;3310;3305
4535;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 3e kwartaal;3309;3293
4536;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 oktober;3307;3289
4537;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 november;3278;3270
4538;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 december;3253;3276
4539;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 4e kwartaal;3277;3279
4540;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 januari;3245;3277
4541;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 februari;3250;3265
4542;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 maart;3249;3267
4543;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 1e kwartaal;3246;3267
4544;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 april;3239;3267
4545;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 mei;3231;3226
4546;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 juni;3234;3209
4547;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 2e kwartaal;3234;3231
4548;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 juli;3228;3204
4549;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 augustus;3211;3185
4550;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 september;3235;3230
4551;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 oktober;3237;3221
4552;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 3e kwartaal;3217;3199
4553;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 november;3225;3217
4554;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 december;3209;3230
4555;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 4e kwartaal;3225;3223
4556;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 januari;3189;3218
4557;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 februari;3205;3221
4558;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 maart;3210;3229
4559;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 1e kwartaal;3201;3222
4560;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 april;3188;3215
4561;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 mei;3189;3186
4562;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 juni;3195;3171
4563;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 2e kwartaal;3191;3190
4564;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 juli;3207;3190
4565;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 augustus;3237;3219
4566;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 september;3241;3236
4567;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 3e kwartaal;3224;3210
4568;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 oktober;3267;3250
4569;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 november;3253;3239
4570;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 december;3236;3251
4571;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 4e kwartaal;3253;3247
4572;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2025 januari;3217;3239
4573;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2025 februari;3221;3237
4574;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2025 maart;3221;3235
4575;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2025 1e kwartaal;3220;3238
4576;Niet-beroepsbevolking;Werkzame beroepsbevolking;2003 april;204;201
4577;Niet-beroepsbevolking;Werkzame beroepsbevolking;2003 mei;207;177
4578;Niet-beroepsbevolking;Werkzame beroepsbevolking;2003 juni;207;184
4579;Niet-beroepsbevolking;Werkzame beroepsbevolking;2003 2e kwartaal;206;187
4580;Niet-beroepsbevolking;Werkzame beroepsbevolking;2003 juli;198;182
4581;Niet-beroepsbevolking;Werkzame beroepsbevolking;2003 augustus;202;205
4582;Niet-beroepsbevolking;Werkzame beroepsbevolking;2003 september;201;235
4583;Niet-beroepsbevolking;Werkzame beroepsbevolking;2003 3e kwartaal;200;208
4584;Niet-beroepsbevolking;Werkzame beroepsbevolking;2003 oktober;204;253
4585;Niet-beroepsbevolking;Werkzame beroepsbevolking;2003 november;215;246
4586;Niet-beroepsbevolking;Werkzame beroepsbevolking;2003 december;212;201
4587;Niet-beroepsbevolking;Werkzame beroepsbevolking;2003 4e kwartaal;210;233
4588;Niet-beroepsbevolking;Werkzame beroepsbevolking;2004 januari;214;210
4589;Niet-beroepsbevolking;Werkzame beroepsbevolking;2004 februari;212;204
4590;Niet-beroepsbevolking;Werkzame beroepsbevolking;2004 maart;207;198
4591;Niet-beroepsbevolking;Werkzame beroepsbevolking;2004 1e kwartaal;211;204
4592;Niet-beroepsbevolking;Werkzame beroepsbevolking;2004 april;201;189
4593;Niet-beroepsbevolking;Werkzame beroepsbevolking;2004 mei;201;168
4594;Niet-beroepsbevolking;Werkzame beroepsbevolking;2004 juni;202;176
4595;Niet-beroepsbevolking;Werkzame beroepsbevolking;2004 2e kwartaal;201;177
4596;Niet-beroepsbevolking;Werkzame beroepsbevolking;2004 juli;197;172
4597;Niet-beroepsbevolking;Werkzame beroepsbevolking;2004 augustus;199;199
4598;Niet-beroepsbevolking;Werkzame beroepsbevolking;2004 september;197;226
4599;Niet-beroepsbevolking;Werkzame beroepsbevolking;2004 3e kwartaal;198;199
4600;Niet-beroepsbevolking;Werkzame beroepsbevolking;2004 oktober;197;246
4601;Niet-beroepsbevolking;Werkzame beroepsbevolking;2004 november;191;220
4602;Niet-beroepsbevolking;Werkzame beroepsbevolking;2004 december;182;166
4603;Niet-beroepsbevolking;Werkzame beroepsbevolking;2004 4e kwartaal;190;210
4604;Niet-beroepsbevolking;Werkzame beroepsbevolking;2005 januari;192;199
4605;Niet-beroepsbevolking;Werkzame beroepsbevolking;2005 februari;193;189
4606;Niet-beroepsbevolking;Werkzame beroepsbevolking;2005 maart;193;181
4607;Niet-beroepsbevolking;Werkzame beroepsbevolking;2005 1e kwartaal;193;190
4608;Niet-beroepsbevolking;Werkzame beroepsbevolking;2005 april;182;167
4609;Niet-beroepsbevolking;Werkzame beroepsbevolking;2005 mei;182;150
4610;Niet-beroepsbevolking;Werkzame beroepsbevolking;2005 juni;186;167
4611;Niet-beroepsbevolking;Werkzame beroepsbevolking;2005 2e kwartaal;183;161
4612;Niet-beroepsbevolking;Werkzame beroepsbevolking;2005 juli;203;191
