ID;Bedrijfsactiviteiten;Perioden;TotaleVerkopen_1;BinnenlandseVerkopen_2;BuitenlandseVerkopen_3
128;23    Aardolie-, steenkoolverw. industr.;2001 februari;1424;523.0;901.0
129;23    Aardolie-, steenkoolverw. industr.;2001 maart;1141;486.0;655.0
130;23    Aardolie-, steenkoolverw. industr.;2001 1e kwartaal;3879;1518.0;2361.0
131;23    Aardolie-, steenkoolverw. industr.;2001 april;1377;554.0;823.0
132;23    Aardolie-, steenkoolverw. industr.;2001 mei;1572;574.0;998.0
133;23    Aardolie-, steenkoolverw. industr.;2001 juni;1471;586.0;885.0
134;23    Aardolie-, steenkoolverw. industr.;2001 2e kwartaal;4420;1714.0;2706.0
135;23    Aardolie-, steenkoolverw. industr.;2001 juli;1392;542.0;850.0
136;23    Aardolie-, steenkoolverw. industr.;2001 augustus;1323;543.0;779.0
137;23    Aardolie-, steenkoolverw. industr.;2001 september;1450;570.0;880.0
138;23    Aardolie-, steenkoolverw. industr.;2001 3e kwartaal;4164;1655.0;2509.0
139;23    Aardolie-, steenkoolverw. industr.;2001 oktober;1324;560.0;765.0
140;23    Aardolie-, steenkoolverw. industr.;2001 november;1094;448.0;646.0
141;23    Aardolie-, steenkoolverw. industr.;2001 december;1150;486.0;664.0
142;23    Aardolie-, steenkoolverw. industr.;2001 4e kwartaal;3568;1493.0;2074.0
143;23    Aardolie-, steenkoolverw. industr.;2001;16031;6380.0;9652.0
144;23    Aardolie-, steenkoolverw. industr.;2002 januari;1031;450.0;582.0
145;23    Aardolie-, steenkoolverw. industr.;2002 februari;984;462.0;522.0
146;23    Aardolie-, steenkoolverw. industr.;2002 maart;1289;606.0;683.0
147;23    Aardolie-, steenkoolverw. industr.;2002 1e kwartaal;3304;1518.0;1787.0
148;23    Aardolie-, steenkoolverw. industr.;2002 april;1330;652.0;677.0
149;23    Aardolie-, steenkoolverw. industr.;2002 mei;1275;551.0;724.0
150;23    Aardolie-, steenkoolverw. industr.;2002 juni;1220;521.0;699.0
151;23    Aardolie-, steenkoolverw. industr.;2002 2e kwartaal;3824;1724.0;2100.0
152;23    Aardolie-, steenkoolverw. industr.;2002 juli;1251;552.0;699.0
153;23    Aardolie-, steenkoolverw. industr.;2002 augustus;1259;565.0;695.0
154;23    Aardolie-, steenkoolverw. industr.;2002 september;1359;642.0;717.0
155;23    Aardolie-, steenkoolverw. industr.;2002 3e kwartaal;3870;1759.0;2111.0
156;23    Aardolie-, steenkoolverw. industr.;2002 oktober;1500;658.0;842.0
157;23    Aardolie-, steenkoolverw. industr.;2002 november;1284;594.0;691.0
158;23    Aardolie-, steenkoolverw. industr.;2002 december;1335;614.0;721.0
159;23    Aardolie-, steenkoolverw. industr.;2002 4e kwartaal;4119;1865.0;2254.0
160;23    Aardolie-, steenkoolverw. industr.;2002;15117;6865.0;8252.0
161;23    Aardolie-, steenkoolverw. industr.;2003 januari;1268;643.0;625.0
162;23    Aardolie-, steenkoolverw. industr.;2003 februari;1302;695.0;607.0
163;23    Aardolie-, steenkoolverw. industr.;2003 maart;1432;679.0;753.0
164;23    Aardolie-, steenkoolverw. industr.;2003 1e kwartaal;4002;2017.0;1985.0
165;23201 Aardolieraffinage;1990 1e kwartaal;1677;;
166;23201 Aardolieraffinage;1990 2e kwartaal;1634;;
167;23201 Aardolieraffinage;1990 3e kwartaal;2124;;
168;23201 Aardolieraffinage;1990 4e kwartaal;2314;;
169;23201 Aardolieraffinage;1990;7748;;
170;23201 Aardolieraffinage;1991 1e kwartaal;2115;;
171;23201 Aardolieraffinage;1991 2e kwartaal;1923;;
172;23201 Aardolieraffinage;1991 3e kwartaal;1869;;
173;23201 Aardolieraffinage;1991 4e kwartaal;1815;;
174;23201 Aardolieraffinage;1991;7722;;
175;23201 Aardolieraffinage;1992 1e kwartaal;1566;;
176;23201 Aardolieraffinage;1992 2e kwartaal;1686;;
177;23201 Aardolieraffinage;1992 3e kwartaal;1665;;
178;23201 Aardolieraffinage;1992 4e kwartaal;1708;;
179;23201 Aardolieraffinage;1992;6625;;
180;23201 Aardolieraffinage;1993 1e kwartaal;1681;;
181;23201 Aardolieraffinage;1993 2e kwartaal;1685;;
182;23201 Aardolieraffinage;1993 3e kwartaal;1685;;
183;23201 Aardolieraffinage;1993 4e kwartaal;1605;;
184;23201 Aardolieraffinage;1993;6657;;
185;23201 Aardolieraffinage;1994 1e kwartaal;2030;;
186;23201 Aardolieraffinage;1994 2e kwartaal;1937;;
187;23201 Aardolieraffinage;1994 3e kwartaal;1782;;
188;23201 Aardolieraffinage;1994 4e kwartaal;2150;;
189;23201 Aardolieraffinage;1994;7900;;
190;23201 Aardolieraffinage;1995 januari;552;;
191;23201 Aardolieraffinage;1995 februari;527;;
192;23201 Aardolieraffinage;1995 maart;544;;
193;23201 Aardolieraffinage;1995 1e kwartaal;1623;;
194;23201 Aardolieraffinage;1995 april;516;;
195;23201 Aardolieraffinage;1995 mei;600;;
196;23201 Aardolieraffinage;1995 juni;536;;
197;23201 Aardolieraffinage;1995 2e kwartaal;1653;;
198;23201 Aardolieraffinage;1995 juli;515;;
199;23201 Aardolieraffinage;1995 augustus;528;;
200;23201 Aardolieraffinage;1995 september;523;;
201;23201 Aardolieraffinage;1995 oktober;542;;
202;23201 Aardolieraffinage;1995 3e kwartaal;1567;;
203;23201 Aardolieraffinage;1995 november;548;;
204;23201 Aardolieraffinage;1995 december;566;;
205;23201 Aardolieraffinage;1995 4e kwartaal;1656;;
206;23201 Aardolieraffinage;1995;6498;;
207;23201 Aardolieraffinage;1996 januari;579;306.0;273.0
208;23201 Aardolieraffinage;1996 februari;562;318.0;244.0
209;23201 Aardolieraffinage;1996 maart;628;352.0;276.0
210;23201 Aardolieraffinage;1996 1e kwartaal;1769;976.0;793.0
211;23201 Aardolieraffinage;1996 april;643;345.0;297.0
212;23201 Aardolieraffinage;1996 mei;646;350.0;295.0
213;23201 Aardolieraffinage;1996 juni;550;319.0;231.0
214;23201 Aardolieraffinage;1996 2e kwartaal;1839;1015.0;824.0
215;23201 Aardolieraffinage;1996 juli;626;338.0;289.0
216;23201 Aardolieraffinage;1996 augustus;636;353.0;284.0
217;23201 Aardolieraffinage;1996 september;682;393.0;289.0
218;23201 Aardolieraffinage;1996 3e kwartaal;1944;1083.0;861.0
219;23201 Aardolieraffinage;1996 oktober;721;418.0;303.0
220;23201 Aardolieraffinage;1996 november;748;415.0;333.0
221;23201 Aardolieraffinage;1996 december;752;432.0;320.0
222;23201 Aardolieraffinage;1996 4e kwartaal;2221;1266.0;955.0
223;23201 Aardolieraffinage;1996;7773;4340.0;3433.0
224;23201 Aardolieraffinage;1997 januari;792;451.0;342.0
225;23201 Aardolieraffinage;1997 februari;684;405.0;280.0
226;23201 Aardolieraffinage;1997 maart;717;422.0;295.0
227;23201 Aardolieraffinage;1997 1e kwartaal;2194;1278.0;916.0
228;23201 Aardolieraffinage;1997 april;682;399.0;283.0
229;23201 Aardolieraffinage;1997 mei;727;426.0;301.0
230;23201 Aardolieraffinage;1997 juni;717;422.0;295.0
231;23201 Aardolieraffinage;1997 2e kwartaal;2126;1247.0;878.0
232;23201 Aardolieraffinage;1997 juli;732;400.0;332.0
233;23201 Aardolieraffinage;1997 augustus;738;410.0;328.0
234;23201 Aardolieraffinage;1997 september;752;447.0;304.0
235;23201 Aardolieraffinage;1997 3e kwartaal;2223;1258.0;965.0
236;23201 Aardolieraffinage;1997 oktober;735;430.0;305.0
237;23201 Aardolieraffinage;1997 november;813;484.0;329.0
238;23201 Aardolieraffinage;1997 december;736;416.0;321.0
239;23201 Aardolieraffinage;1997 4e kwartaal;2285;1330.0;954.0
240;23201 Aardolieraffinage;1997;8826;5114.0;3712.0
241;23201 Aardolieraffinage;1998 januari;761;380.0;381.0
242;23201 Aardolieraffinage;1998 februari;702;350.0;353.0
243;23201 Aardolieraffinage;1998 maart;841;387.0;455.0
244;23201 Aardolieraffinage;1998 1e kwartaal;2305;1116.0;1188.0
245;23201 Aardolieraffinage;1998 april;734;372.0;362.0
246;23201 Aardolieraffinage;1998 mei;714;376.0;338.0
247;23201 Aardolieraffinage;1998 juni;643;334.0;309.0
248;23201 Aardolieraffinage;1998 2e kwartaal;2091;1081.0;1009.0
249;23201 Aardolieraffinage;1998 juli;682;352.0;330.0
250;23201 Aardolieraffinage;1998 augustus;675;340.0;335.0
251;23201 Aardolieraffinage;1998 september;701;370.0;330.0
252;23201 Aardolieraffinage;1998 3e kwartaal;2058;1062.0;996.0
253;23201 Aardolieraffinage;1998 oktober;663;330.0;333.0
254;23201 Aardolieraffinage;1998 november;622;307.0;316.0
255;23201 Aardolieraffinage;1998 december;607;318.0;290.0
256;23201 Aardolieraffinage;1998 4e kwartaal;1892;954.0;939.0
257;23201 Aardolieraffinage;1998;8345;4214.0;4132.0
258;23201 Aardolieraffinage;1999 januari;518;244.0;274.0
259;23201 Aardolieraffinage;1999 februari;468;225.0;243.0
260;23201 Aardolieraffinage;1999 maart;609;280.0;329.0
261;23201 Aardolieraffinage;1999 1e kwartaal;1594;749.0;845.0
262;23201 Aardolieraffinage;1999 april;726;330.0;396.0
263;23201 Aardolieraffinage;1999 mei;712;330.0;382.0
264;23201 Aardolieraffinage;1999 juni;712;359.0;353.0
265;23201 Aardolieraffinage;1999 2e kwartaal;2150;1019.0;1131.0
266;23201 Aardolieraffinage;1999 juli;884;398.0;486.0
267;23201 Aardolieraffinage;1999 augustus;880;417.0;464.0
268;23201 Aardolieraffinage;1999 september;954;427.0;528.0
269;23201 Aardolieraffinage;1999 3e kwartaal;2719;1242.0;1477.0
270;23201 Aardolieraffinage;1999 oktober;957;425.0;532.0
271;23201 Aardolieraffinage;1999 november;939;447.0;492.0
272;23201 Aardolieraffinage;1999 december;1218;564.0;654.0
273;23201 Aardolieraffinage;1999 4e kwartaal;3113;1435.0;1678.0
274;23201 Aardolieraffinage;1999;9576;4445.0;5131.0
275;23201 Aardolieraffinage;2000 januari;1134;474.0;660.0
276;23201 Aardolieraffinage;2000 februari;1263;570.0;693.0
277;23201 Aardolieraffinage;2000 maart;1392;622.0;770.0
278;23201 Aardolieraffinage;2000 1e kwartaal;3790;1666.0;2124.0
279;23201 Aardolieraffinage;2000 april;1256;477.0;778.0
280;23201 Aardolieraffinage;2000 mei;1448;530.0;917.0
281;23201 Aardolieraffinage;2000 juni;1471;565.0;905.0
282;23201 Aardolieraffinage;2000 2e kwartaal;4174;1573.0;2601.0
283;23201 Aardolieraffinage;2000 juli;1450;620.0;830.0
284;23201 Aardolieraffinage;2000 augustus;1529;677.0;853.0
285;23201 Aardolieraffinage;2000 september;1693;735.0;958.0
286;23201 Aardolieraffinage;2000 3e kwartaal;4671;2031.0;2640.0
287;23201 Aardolieraffinage;2000 oktober;1777;746.0;1032.0
288;23201 Aardolieraffinage;2000 november;1758;682.0;1076.0
289;23201 Aardolieraffinage;2000 december;1370;550.0;820.0
290;23201 Aardolieraffinage;2000 4e kwartaal;4905;1978.0;2927.0
291;23201 Aardolieraffinage;2000;17540;7249.0;10292.0
292;23201 Aardolieraffinage;2001 januari;1269;499.0;771.0
293;23201 Aardolieraffinage;2001 februari;1388;513.0;875.0
294;23201 Aardolieraffinage;2001 maart;1099;479.0;620.0
295;23201 Aardolieraffinage;2001 1e kwartaal;3757;1491.0;2265.0
296;23201 Aardolieraffinage;2001 april;1338;544.0;793.0
297;23201 Aardolieraffinage;2001 mei;1531;566.0;965.0
298;23201 Aardolieraffinage;2001 juni;1422;570.0;852.0
299;23201 Aardolieraffinage;2001 2e kwartaal;4291;1681.0;2610.0
300;23201 Aardolieraffinage;2001 juli;1322;514.0;808.0
301;23201 Aardolieraffinage;2001 augustus;1255;515.0;740.0
302;23201 Aardolieraffinage;2001 september;1353;539.0;815.0
303;23201 Aardolieraffinage;2001 3e kwartaal;3929;1567.0;2362.0
304;23201 Aardolieraffinage;2001 oktober;1258;527.0;731.0
305;23201 Aardolieraffinage;2001 november;1018;413.0;605.0
306;23201 Aardolieraffinage;2001 december;1060;453.0;607.0
307;23201 Aardolieraffinage;2001 4e kwartaal;3336;1393.0;1943.0
308;23201 Aardolieraffinage;2001;15313;6133.0;9180.0
309;23201 Aardolieraffinage;2002 januari;959;426.0;532.0
310;23201 Aardolieraffinage;2002 februari;933;440.0;493.0
311;23201 Aardolieraffinage;2002 maart;1226;585.0;641.0
312;23201 Aardolieraffinage;2002 1e kwartaal;3118;1451.0;1667.0
313;23201 Aardolieraffinage;2002 april;1269;626.0;643.0
314;23201 Aardolieraffinage;2002 mei;1208;528.0;680.0
315;23201 Aardolieraffinage;2002 juni;1149;498.0;651.0
316;23201 Aardolieraffinage;2002 2e kwartaal;3627;1653.0;1974.0
317;23201 Aardolieraffinage;2002 juli;1193;530.0;663.0
318;23201 Aardolieraffinage;2002 augustus;1197;543.0;654.0
319;23201 Aardolieraffinage;2002 september;1306;620.0;686.0
320;23201 Aardolieraffinage;2002 3e kwartaal;3696;1693.0;2003.0
321;23201 Aardolieraffinage;2002 oktober;1430;635.0;795.0
322;23201 Aardolieraffinage;2002 november;1214;570.0;644.0
323;23201 Aardolieraffinage;2002 december;1265;594.0;671.0
324;23201 Aardolieraffinage;2002 4e kwartaal;3909;1799.0;2110.0
325;23201 Aardolieraffinage;2002;14350;6596.0;7754.0
326;23201 Aardolieraffinage;2003 januari;1198;620.0;578.0
327;23201 Aardolieraffinage;2003 februari;1230;674.0;556.0
328;23201 Aardolieraffinage;2003 maart;1360;656.0;704.0
329;23201 Aardolieraffinage;2003 1e kwartaal;3788;1950.0;1838.0
330;23*** Aardolie-, steenkoolproductenind.;1990 1e kwartaal;81;;
331;23*** Aardolie-, steenkoolproductenind.;1990 2e kwartaal;128;;
332;23*** Aardolie-, steenkoolproductenind.;1990 3e kwartaal;128;;
333;23*** Aardolie-, steenkoolproductenind.;1990 4e kwartaal;113;;
334;23*** Aardolie-, steenkoolproductenind.;1990;450;;
335;23*** Aardolie-, steenkoolproductenind.;1991 1e kwartaal;83;;
336;23*** Aardolie-, steenkoolproductenind.;1991 2e kwartaal;98;;
337;23*** Aardolie-, steenkoolproductenind.;1991 3e kwartaal;105;;
338;23*** Aardolie-, steenkoolproductenind.;1991 4e kwartaal;88;;
339;23*** Aardolie-, steenkoolproductenind.;1991;375;;
340;23*** Aardolie-, steenkoolproductenind.;1992 1e kwartaal;85;;
341;23*** Aardolie-, steenkoolproductenind.;1992 2e kwartaal;99;;
342;23*** Aardolie-, steenkoolproductenind.;1992 3e kwartaal;103;;
343;23*** Aardolie-, steenkoolproductenind.;1992 4e kwartaal;83;;
344;23*** Aardolie-, steenkoolproductenind.;1992;372;;
345;23*** Aardolie-, steenkoolproductenind.;1993 1e kwartaal;66;;
346;23*** Aardolie-, steenkoolproductenind.;1993 2e kwartaal;87;;
347;23*** Aardolie-, steenkoolproductenind.;1993 3e kwartaal;79;;
348;23*** Aardolie-, steenkoolproductenind.;1993 4e kwartaal;93;;
349;23*** Aardolie-, steenkoolproductenind.;1993;324;;
350;23*** Aardolie-, steenkoolproductenind.;1994 1e kwartaal;68;;
351;23*** Aardolie-, steenkoolproductenind.;1994 2e kwartaal;95;;
352;23*** Aardolie-, steenkoolproductenind.;1994 3e kwartaal;79;;
353;23*** Aardolie-, steenkoolproductenind.;1994 4e kwartaal;94;;
354;23*** Aardolie-, steenkoolproductenind.;1994;336;;
355;23*** Aardolie-, steenkoolproductenind.;1995 januari;24;;
356;23*** Aardolie-, steenkoolproductenind.;1995 februari;33;;
357;23*** Aardolie-, steenkoolproductenind.;1995 maart;31;;
358;23*** Aardolie-, steenkoolproductenind.;1995 1e kwartaal;88;;
359;23*** Aardolie-, steenkoolproductenind.;1995 april;23;;
360;23*** Aardolie-, steenkoolproductenind.;1995 mei;25;;
361;23*** Aardolie-, steenkoolproductenind.;1995 juni;30;;
362;23*** Aardolie-, steenkoolproductenind.;1995 2e kwartaal;78;;
363;23*** Aardolie-, steenkoolproductenind.;1995 juli;20;;
364;23*** Aardolie-, steenkoolproductenind.;1995 augustus;20;;
365;23*** Aardolie-, steenkoolproductenind.;1995 september;26;;
366;23*** Aardolie-, steenkoolproductenind.;1995 oktober;37;;
367;23*** Aardolie-, steenkoolproductenind.;1995 3e kwartaal;67;;
368;23*** Aardolie-, steenkoolproductenind.;1995 november;41;;
369;23*** Aardolie-, steenkoolproductenind.;1995 december;19;;
370;23*** Aardolie-, steenkoolproductenind.;1995 4e kwartaal;98;;
371;23*** Aardolie-, steenkoolproductenind.;1995;330;;
372;23*** Aardolie-, steenkoolproductenind.;1996 januari;23;4.0;19.0
373;23*** Aardolie-, steenkoolproductenind.;1996 februari;27;3.0;24.0
374;23*** Aardolie-, steenkoolproductenind.;1996 maart;30;3.0;27.0
375;23*** Aardolie-, steenkoolproductenind.;1996 1e kwartaal;80;10.0;70.0
376;23*** Aardolie-, steenkoolproductenind.;1996 april;28;3.0;25.0
377;23*** Aardolie-, steenkoolproductenind.;1996 mei;22;4.0;18.0
378;23*** Aardolie-, steenkoolproductenind.;1996 juni;28;4.0;25.0
