ID;ProductenPRODCOM;Perioden;Verkoopwaarde_1;Hoeveelheid_2;EenheidVerkochtProduct_3
84;07291100 Kopererts en concentraten da...;2014;0.0;0.0;                            mln. kg
85;07291100 Kopererts en concentraten da...;2015;0.0;0.0;                            mln. kg
86;07291100 Kopererts en concentraten da...;2016;0.0;0.0;                            mln. kg
87;07291100 Kopererts en concentraten da...;2017;0.0;0.0;                            mln. kg
88;07291100 Kopererts en concentraten da...;2018;0.0;0.0;                            mln. kg
89;07291100 Kopererts en concentraten da...;2019;0.0;0.0;                            mln. kg
90;07291100 Kopererts en concentraten da...;2020;0.0;0.0;                            mln. kg
91;07291200 Nikkelerts en concentraten d...;2008;0.0;0.0;                            mln. kg
92;07291200 Nikkelerts en concentraten d...;2009;0.0;0.0;                            mln. kg
93;07291200 Nikkelerts en concentraten d...;2010;0.0;0.0;                            mln. kg
94;07291200 Nikkelerts en concentraten d...;2011;0.0;0.0;                            mln. kg
95;07291200 Nikkelerts en concentraten d...;2012;0.0;0.0;                            mln. kg
96;07291200 Nikkelerts en concentraten d...;2013;0.0;0.0;                            mln. kg
97;07291200 Nikkelerts en concentraten d...;2014;0.0;0.0;                            mln. kg
98;07291200 Nikkelerts en concentraten d...;2015;0.0;0.0;                            mln. kg
99;07291200 Nikkelerts en concentraten d...;2016;0.0;0.0;                            mln. kg
100;07291200 Nikkelerts en concentraten d...;2017;0.0;0.0;                            mln. kg
101;07291200 Nikkelerts en concentraten d...;2018;0.0;0.0;                            mln. kg
102;07291200 Nikkelerts en concentraten d...;2019;0.0;0.0;                            mln. kg
103;07291200 Nikkelerts en concentraten d...;2020;0.0;0.0;                            mln. kg
104;07291300 Aluminiumerts en concentrate...;2008;0.0;;                            mln. kg
105;07291300 Aluminiumerts en concentrate...;2009;0.0;0.0;                            mln. kg
106;07291300 Aluminiumerts en concentrate...;2010;0.0;0.0;                            mln. kg
107;07291300 Aluminiumerts en concentrate...;2011;0.0;0.0;                            mln. kg
108;07291300 Aluminiumerts en concentrate...;2012;0.0;0.0;                            mln. kg
109;07291300 Aluminiumerts en concentrate...;2013;0.0;0.0;                            mln. kg
110;07291300 Aluminiumerts en concentrate...;2014;0.0;0.0;                            mln. kg
111;07291300 Aluminiumerts en concentrate...;2015;0.0;0.0;                            mln. kg
112;07291300 Aluminiumerts en concentrate...;2016;0.0;0.0;                            mln. kg
113;07291300 Aluminiumerts en concentrate...;2017;0.0;0.0;                            mln. kg
114;07291300 Aluminiumerts en concentrate...;2018;;;                            mln. kg
115;07291300 Aluminiumerts en concentrate...;2019;;;                            mln. kg
116;07291300 Aluminiumerts en concentrate...;2020;;;                            mln. kg
117;07291400 Ertsen van edele metalen en...;2008;0.0;0.0;                            mln. kg
118;07291400 Ertsen van edele metalen en...;2009;0.0;0.0;                            mln. kg
119;07291400 Ertsen van edele metalen en...;2010;0.0;0.0;                            mln. kg
120;07291400 Ertsen van edele metalen en...;2011;0.0;0.0;                            mln. kg
121;07291400 Ertsen van edele metalen en...;2012;0.0;0.0;                            mln. kg
122;07291400 Ertsen van edele metalen en...;2013;0.0;0.0;                            mln. kg
123;07291400 Ertsen van edele metalen en...;2014;0.0;0.0;                            mln. kg
124;07291400 Ertsen van edele metalen en...;2015;0.0;0.0;                            mln. kg
125;07291400 Ertsen van edele metalen en...;2016;0.0;0.0;                            mln. kg
126;07291400 Ertsen van edele metalen en...;2017;0.0;0.0;                            mln. kg
127;07291400 Ertsen van edele metalen en...;2018;0.0;0.0;                            mln. kg
128;07291400 Ertsen van edele metalen en...;2019;;;                                   
129;07291400 Ertsen van edele metalen en...;2020;;;                                   
130;07291410 Zilvererts en concentraten d...;2008;;;                                   
131;07291410 Zilvererts en concentraten d...;2009;;;                                   
132;07291410 Zilvererts en concentraten d...;2010;;;                                   
133;07291410 Zilvererts en concentraten d...;2011;;;                                   
134;07291410 Zilvererts en concentraten d...;2012;;;                                   
135;07291410 Zilvererts en concentraten d...;2013;;;                                   
136;07291410 Zilvererts en concentraten d...;2014;;;                                   
137;07291410 Zilvererts en concentraten d...;2015;;;                                   
138;07291410 Zilvererts en concentraten d...;2016;;;                                   
139;07291410 Zilvererts en concentraten d...;2017;;;                                   
140;07291410 Zilvererts en concentraten d...;2018;;;                                   
141;07291410 Zilvererts en concentraten d...;2019;0.0;0.0;                            mln. kg
142;07291410 Zilvererts en concentraten d...;2020;0.0;0.0;                            mln. kg
143;07291420 Andere ertsen van edele meta...;2008;;;                                   
144;07291420 Andere ertsen van edele meta...;2009;;;                                   
145;07291420 Andere ertsen van edele meta...;2010;;;                                   
146;07291420 Andere ertsen van edele meta...;2011;;;                                   
147;07291420 Andere ertsen van edele meta...;2012;;;                                   
148;07291420 Andere ertsen van edele meta...;2013;;;                                   
149;07291420 Andere ertsen van edele meta...;2014;;;                                   
150;07291420 Andere ertsen van edele meta...;2015;;;                                   
151;07291420 Andere ertsen van edele meta...;2016;;;                                   
152;07291420 Andere ertsen van edele meta...;2017;;;                                   
153;07291420 Andere ertsen van edele meta...;2018;;;                                   
154;07291420 Andere ertsen van edele meta...;2019;0.0;0.0;                            mln. kg
155;07291420 Andere ertsen van edele meta...;2020;0.0;0.0;                            mln. kg
156;07291500 Lood-, zink- en tinerts en c...;2008;0.0;0.0;                            mln. kg
157;07291500 Lood-, zink- en tinerts en c...;2009;0.0;0.0;                            mln. kg
158;07291500 Lood-, zink- en tinerts en c...;2010;0.0;0.0;                            mln. kg
159;07291500 Lood-, zink- en tinerts en c...;2011;0.0;0.0;                            mln. kg
160;07291500 Lood-, zink- en tinerts en c...;2012;0.0;0.0;                            mln. kg
161;07291500 Lood-, zink- en tinerts en c...;2013;0.0;0.0;                            mln. kg
162;07291500 Lood-, zink- en tinerts en c...;2014;0.0;0.0;                            mln. kg
163;07291500 Lood-, zink- en tinerts en c...;2015;0.0;0.0;                            mln. kg
164;07291500 Lood-, zink- en tinerts en c...;2016;0.0;0.0;                            mln. kg
165;07291500 Lood-, zink- en tinerts en c...;2017;0.0;0.0;                            mln. kg
166;07291500 Lood-, zink- en tinerts en c...;2018;0.0;0.0;                            mln. kg
167;07291500 Lood-, zink- en tinerts en c...;2019;;;                                   
168;07291500 Lood-, zink- en tinerts en c...;2020;;;                                   
169;07291510 Looderts en concentraten daa...;2008;;;                                   
170;07291510 Looderts en concentraten daa...;2009;;;                                   
171;07291510 Looderts en concentraten daa...;2010;;;                                   
172;07291510 Looderts en concentraten daa...;2011;;;                                   
173;07291510 Looderts en concentraten daa...;2012;;;                                   
174;07291510 Looderts en concentraten daa...;2013;;;                                   
175;07291510 Looderts en concentraten daa...;2014;;;                                   
176;07291510 Looderts en concentraten daa...;2015;;;                                   
177;07291510 Looderts en concentraten daa...;2016;;;                                   
178;07291510 Looderts en concentraten daa...;2017;;;                                   
179;07291510 Looderts en concentraten daa...;2018;;;                                   
180;07291510 Looderts en concentraten daa...;2019;0.0;0.0;                            mln. kg
181;07291510 Looderts en concentraten daa...;2020;0.0;0.0;                            mln. kg
182;07291520 Zinkerts en concentraten daa...;2008;;;                                   
183;07291520 Zinkerts en concentraten daa...;2009;;;                                   
184;07291520 Zinkerts en concentraten daa...;2010;;;                                   
185;07291520 Zinkerts en concentraten daa...;2011;;;                                   
186;07291520 Zinkerts en concentraten daa...;2012;;;                                   
187;07291520 Zinkerts en concentraten daa...;2013;;;                                   
188;07291520 Zinkerts en concentraten daa...;2014;;;                                   
189;07291520 Zinkerts en concentraten daa...;2015;;;                                   
190;07291520 Zinkerts en concentraten daa...;2016;;;                                   
191;07291520 Zinkerts en concentraten daa...;2017;;;                                   
192;07291520 Zinkerts en concentraten daa...;2018;;;                                   
193;07291520 Zinkerts en concentraten daa...;2019;0.0;0.0;                            mln. kg
194;07291520 Zinkerts en concentraten daa...;2020;0.0;0.0;                            mln. kg
195;07291530 Tinerts en concentraten daarvan;2008;;;                                   
196;07291530 Tinerts en concentraten daarvan;2009;;;                                   
197;07291530 Tinerts en concentraten daarvan;2010;;;                                   
198;07291530 Tinerts en concentraten daarvan;2011;;;                                   
199;07291530 Tinerts en concentraten daarvan;2012;;;                                   
200;07291530 Tinerts en concentraten daarvan;2013;;;                                   
201;07291530 Tinerts en concentraten daarvan;2014;;;                                   
202;07291530 Tinerts en concentraten daarvan;2015;;;                                   
203;07291530 Tinerts en concentraten daarvan;2016;;;                                   
204;07291530 Tinerts en concentraten daarvan;2017;;;                                   
205;07291530 Tinerts en concentraten daarvan;2018;;;                                   
206;07291530 Tinerts en concentraten daarvan;2019;0.0;0.0;                            mln. kg
207;07291530 Tinerts en concentraten daarvan;2020;0.0;0.0;                            mln. kg
208;07291900 Non-ferrometaalertsen en con...;2008;;;                            mln. kg
209;07291900 Non-ferrometaalertsen en con...;2009;;;                            mln. kg
210;07291900 Non-ferrometaalertsen en con...;2010;;;                            mln. kg
211;07291900 Non-ferrometaalertsen en con...;2011;;;                            mln. kg
212;07291900 Non-ferrometaalertsen en con...;2012;0.0;0.0;                            mln. kg
213;07291900 Non-ferrometaalertsen en con...;2013;0.0;0.0;                            mln. kg
214;07291900 Non-ferrometaalertsen en con...;2014;0.0;0.0;                            mln. kg
215;07291900 Non-ferrometaalertsen en con...;2015;0.0;0.0;                            mln. kg
216;07291900 Non-ferrometaalertsen en con...;2016;0.0;0.0;                            mln. kg
217;07291900 Non-ferrometaalertsen en con...;2017;0.0;0.0;                            mln. kg
218;07291900 Non-ferrometaalertsen en con...;2018;;;                            mln. kg
219;07291900 Non-ferrometaalertsen en con...;2019;;;                                   
220;07291900 Non-ferrometaalertsen en con...;2020;;;                                   
221;07291905 Kobalterts en concentraten d...;2008;;;                                   
222;07291905 Kobalterts en concentraten d...;2009;;;                                   
223;07291905 Kobalterts en concentraten d...;2010;;;                                   
224;07291905 Kobalterts en concentraten d...;2011;;;                                   
225;07291905 Kobalterts en concentraten d...;2012;;;                                   
226;07291905 Kobalterts en concentraten d...;2013;;;                                   
227;07291905 Kobalterts en concentraten d...;2014;;;                                   
228;07291905 Kobalterts en concentraten d...;2015;;;                                   
229;07291905 Kobalterts en concentraten d...;2016;;;                                   
230;07291905 Kobalterts en concentraten d...;2017;;;                                   
231;07291905 Kobalterts en concentraten d...;2018;;;                                   
232;07291905 Kobalterts en concentraten d...;2019;0.0;0.0;                            mln. kg
233;07291905 Kobalterts en concentraten d...;2020;0.0;0.0;                            mln. kg
234;07291910 Chroomerts en concentraten d...;2008;;;                                   
235;07291910 Chroomerts en concentraten d...;2009;;;                                   
236;07291910 Chroomerts en concentraten d...;2010;;;                                   
237;07291910 Chroomerts en concentraten d...;2011;;;                                   
238;07291910 Chroomerts en concentraten d...;2012;;;                                   
239;07291910 Chroomerts en concentraten d...;2013;;;                                   
240;07291910 Chroomerts en concentraten d...;2014;;;                                   
241;07291910 Chroomerts en concentraten d...;2015;;;                                   
242;07291910 Chroomerts en concentraten d...;2016;;;                                   
243;07291910 Chroomerts en concentraten d...;2017;;;                                   
244;07291910 Chroomerts en concentraten d...;2018;;;                                   
245;07291910 Chroomerts en concentraten d...;2019;;;                            mln. kg
246;07291910 Chroomerts en concentraten d...;2020;;;                            mln. kg
247;07291915 Mangaanerts en concentraten ...;2008;;;                                   
248;07291915 Mangaanerts en concentraten ...;2009;;;                                   
249;07291915 Mangaanerts en concentraten ...;2010;;;                                   
250;07291915 Mangaanerts en concentraten ...;2011;;;                                   
251;07291915 Mangaanerts en concentraten ...;2012;;;                                   
252;07291915 Mangaanerts en concentraten ...;2013;;;                                   
253;07291915 Mangaanerts en concentraten ...;2014;;;                                   
254;07291915 Mangaanerts en concentraten ...;2015;;;                                   
255;07291915 Mangaanerts en concentraten ...;2016;;;                                   
256;07291915 Mangaanerts en concentraten ...;2017;;;                                   
257;07291915 Mangaanerts en concentraten ...;2018;;;                                   
258;07291915 Mangaanerts en concentraten ...;2019;;;                            mln. kg
259;07291915 Mangaanerts en concentraten ...;2020;;;                            mln. kg
260;07291920 Wolfraamerts en concentraten...;2008;;;                                   
261;07291920 Wolfraamerts en concentraten...;2009;;;                                   
262;07291920 Wolfraamerts en concentraten...;2010;;;                                   
263;07291920 Wolfraamerts en concentraten...;2011;;;                                   
264;07291920 Wolfraamerts en concentraten...;2012;;;                                   
265;07291920 Wolfraamerts en concentraten...;2013;;;                                   
266;07291920 Wolfraamerts en concentraten...;2014;;;                                   
267;07291920 Wolfraamerts en concentraten...;2015;;;                                   
268;07291920 Wolfraamerts en concentraten...;2016;;;                                   
269;07291920 Wolfraamerts en concentraten...;2017;;;                                   
270;07291920 Wolfraamerts en concentraten...;2018;;;                                   
271;07291920 Wolfraamerts en concentraten...;2019;0.0;0.0;                            mln. kg
272;07291920 Wolfraamerts en concentraten...;2020;0.0;0.0;                            mln. kg
273;07291925 Molybdeenerts en concentrate...;2008;;;                                   
274;07291925 Molybdeenerts en concentrate...;2009;;;                                   
275;07291925 Molybdeenerts en concentrate...;2010;;;                                   
276;07291925 Molybdeenerts en concentrate...;2011;;;                                   
277;07291925 Molybdeenerts en concentrate...;2012;;;                                   
278;07291925 Molybdeenerts en concentrate...;2013;;;                                   
279;07291925 Molybdeenerts en concentrate...;2014;;;                                   
280;07291925 Molybdeenerts en concentrate...;2015;;;                                   
281;07291925 Molybdeenerts en concentrate...;2016;;;                                   
282;07291925 Molybdeenerts en concentrate...;2017;;;                                   
283;07291925 Molybdeenerts en concentrate...;2018;;;                                   
284;07291925 Molybdeenerts en concentrate...;2019;0.0;0.0;                            mln. kg
285;07291925 Molybdeenerts en concentrate...;2020;0.0;0.0;                            mln. kg
286;07291926 Molybdeenerts en concentrate...;2008;;;                                   
287;07291926 Molybdeenerts en concentrate...;2009;;;                                   
288;07291926 Molybdeenerts en concentrate...;2010;;;                                   
289;07291926 Molybdeenerts en concentrate...;2011;;;                                   
290;07291926 Molybdeenerts en concentrate...;2012;;;                                   
291;07291926 Molybdeenerts en concentrate...;2013;;;                                   
292;07291926 Molybdeenerts en concentrate...;2014;;;                                   
293;07291926 Molybdeenerts en concentrate...;2015;;;                                   
294;07291926 Molybdeenerts en concentrate...;2016;;;                                   
295;07291926 Molybdeenerts en concentrate...;2017;;;                                   
296;07291926 Molybdeenerts en concentrate...;2018;;;                                   
297;07291926 Molybdeenerts en concentrate...;2019;0.0;0.0;                            mln. kg
298;07291926 Molybdeenerts en concentrate...;2020;0.0;0.0;                            mln. kg
299;07291930 Titaanerts en concentraten d...;2008;;;                                   
300;07291930 Titaanerts en concentraten d...;2009;;;                                   
301;07291930 Titaanerts en concentraten d...;2010;;;                                   
302;07291930 Titaanerts en concentraten d...;2011;;;                                   
303;07291930 Titaanerts en concentraten d...;2012;;;                                   
304;07291930 Titaanerts en concentraten d...;2013;;;                                   
305;07291930 Titaanerts en concentraten d...;2014;;;                                   
306;07291930 Titaanerts en concentraten d...;2015;;;                                   
307;07291930 Titaanerts en concentraten d...;2016;;;                                   
308;07291930 Titaanerts en concentraten d...;2017;;;                                   
309;07291930 Titaanerts en concentraten d...;2018;;;                                   
310;07291930 Titaanerts en concentraten d...;2019;;;                            mln. kg
311;07291930 Titaanerts en concentraten d...;2020;;;                            mln. kg
312;07291935 Zirkoniumerts en concentrate...;2008;;;                                   
313;07291935 Zirkoniumerts en concentrate...;2009;;;                                   
314;07291935 Zirkoniumerts en concentrate...;2010;;;                                   
315;07291935 Zirkoniumerts en concentrate...;2011;;;                                   
316;07291935 Zirkoniumerts en concentrate...;2012;;;                                   
317;07291935 Zirkoniumerts en concentrate...;2013;;;                                   
318;07291935 Zirkoniumerts en concentrate...;2014;;;                                   
319;07291935 Zirkoniumerts en concentrate...;2015;;;                                   
320;07291935 Zirkoniumerts en concentrate...;2016;;;                                   
321;07291935 Zirkoniumerts en concentrate...;2017;;;                                   
322;07291935 Zirkoniumerts en concentrate...;2018;;;                                   
323;07291935 Zirkoniumerts en concentrate...;2019;0.0;0.0;                            mln. kg
324;07291935 Zirkoniumerts en concentrate...;2020;0.0;0.0;                            mln. kg
325;07291940 Niobium-, tantaal- en vanadi...;2008;;;                                   
326;07291940 Niobium-, tantaal- en vanadi...;2009;;;                                   
327;07291940 Niobium-, tantaal- en vanadi...;2010;;;                                   
328;07291940 Niobium-, tantaal- en vanadi...;2011;;;                                   
329;07291940 Niobium-, tantaal- en vanadi...;2012;;;                                   
330;07291940 Niobium-, tantaal- en vanadi...;2013;;;                                   
331;07291940 Niobium-, tantaal- en vanadi...;2014;;;                                   
332;07291940 Niobium-, tantaal- en vanadi...;2015;;;                                   
333;07291940 Niobium-, tantaal- en vanadi...;2016;;;                                   
334;07291940 Niobium-, tantaal- en vanadi...;2017;;;                                   
335;07291940 Niobium-, tantaal- en vanadi...;2018;;;                                   
336;07291940 Niobium-, tantaal- en vanadi...;2019;0.0;0.0;                            mln. kg
337;07291940 Niobium-, tantaal- en vanadi...;2020;0.0;0.0;                            mln. kg
338;07291945 Antimoonerts en concentraten...;2008;;;                                   
339;07291945 Antimoonerts en concentraten...;2009;;;                                   
340;07291945 Antimoonerts en concentraten...;2010;;;                                   
341;07291945 Antimoonerts en concentraten...;2011;;;                                   
342;07291945 Antimoonerts en concentraten...;2012;;;                                   
343;07291945 Antimoonerts en concentraten...;2013;;;                                   
344;07291945 Antimoonerts en concentraten...;2014;;;                                   
345;07291945 Antimoonerts en concentraten...;2015;;;                                   
346;07291945 Antimoonerts en concentraten...;2016;;;                                   
347;07291945 Antimoonerts en concentraten...;2017;;;                                   
348;07291945 Antimoonerts en concentraten...;2018;;;                                   
349;07291945 Antimoonerts en concentraten...;2019;0.0;0.0;                            mln. kg
350;07291945 Antimoonerts en concentraten...;2020;0.0;0.0;                            mln. kg
351;07291990 Andere ertsen en concentrate...;2008;;;                                   
352;07291990 Andere ertsen en concentrate...;2009;;;                                   
353;07291990 Andere ertsen en concentrate...;2010;;;                                   
354;07291990 Andere ertsen en concentrate...;2011;;;                                   
355;07291990 Andere ertsen en concentrate...;2012;;;                                   
356;07291990 Andere ertsen en concentrate...;2013;;;                                   
357;07291990 Andere ertsen en concentrate...;2014;;;                                   
358;07291990 Andere ertsen en concentrate...;2015;;;                                   
359;07291990 Andere ertsen en concentrate...;2016;;;                                   
360;07291990 Andere ertsen en concentrate...;2017;;;                                   
361;07291990 Andere ertsen en concentrate...;2018;;;                                   
362;07291990 Andere ertsen en concentrate...;2019;0.0;0.0;                            mln. kg
363;07291990 Andere ertsen en concentrate...;2020;0.0;0.0;                            mln. kg
364;08 Andere delfstoffen;2008;755.0;;                                nvt
365;08 Andere delfstoffen;2009;518.0;;                                nvt
366;08 Andere delfstoffen;2010;530.0;;                                nvt
367;08 Andere delfstoffen;2011;617.0;;                                nvt
368;08 Andere delfstoffen;2012;595.0;;                                nvt
369;08 Andere delfstoffen;2013;499.0;;                                nvt
370;08 Andere delfstoffen;2014;600.0;;                                nvt
371;08 Andere delfstoffen;2015;618.0;;                                nvt
372;08 Andere delfstoffen;2016;645.0;;                                nvt
373;08 Andere delfstoffen;2017;648.0;;                                nvt
374;08 Andere delfstoffen;2018;602.0;;                                nvt
375;08 Andere delfstoffen;2019;607.0;;                                nvt
376;08 Andere delfstoffen;2020;574.0;;                                nvt
377;0811 Bouw- en siersteen, kalksteen, g...;2008;0.0;;                                nvt
378;0811 Bouw- en siersteen, kalksteen, g...;2009;0.0;;                                nvt
379;0811 Bouw- en siersteen, kalksteen, g...;2010;;;                                nvt
380;0811 Bouw- en siersteen, kalksteen, g...;2011;0.0;;                                nvt
381;0811 Bouw- en siersteen, kalksteen, g...;2012;0.0;;                                nvt
382;0811 Bouw- en siersteen, kalksteen, g...;2013;0.0;;                                nvt
383;0811 Bouw- en siersteen, kalksteen, g...;2014;0.0;;                                nvt
384;0811 Bouw- en siersteen, kalksteen, g...;2015;0.0;;                                nvt
385;0811 Bouw- en siersteen, kalksteen, g...;2016;0.0;;                                nvt
386;0811 Bouw- en siersteen, kalksteen, g...;2017;;;                                nvt
387;0811 Bouw- en siersteen, kalksteen, g...;2018;;;                                nvt
388;0811 Bouw- en siersteen, kalksteen, g...;2019;;;                                nvt
389;0811 Bouw- en siersteen, kalksteen, g...;2020;;;                                nvt
390;08111133 Winning van marmer en traver...;2008;0.0;0.0;                            mln. kg
391;08111133 Winning van marmer en traver...;2009;0.0;0.0;                            mln. kg
392;08111133 Winning van marmer en traver...;2010;0.0;0.0;                            mln. kg
393;08111133 Winning van marmer en traver...;2011;0.0;0.0;                            mln. kg
394;08111133 Winning van marmer en traver...;2012;0.0;0.0;                            mln. kg
395;08111133 Winning van marmer en traver...;2013;0.0;0.0;                            mln. kg
396;08111133 Winning van marmer en traver...;2014;0.0;0.0;                            mln. kg
397;08111133 Winning van marmer en traver...;2015;0.0;0.0;                            mln. kg
398;08111133 Winning van marmer en traver...;2016;0.0;0.0;                            mln. kg
399;08111133 Winning van marmer en traver...;2017;0.0;0.0;                            mln. kg
400;08111133 Winning van marmer en traver...;2018;0.0;0.0;                            mln. kg
401;08111133 Winning van marmer en traver...;2019;0.0;0.0;                            mln. kg
402;08111133 Winning van marmer en traver...;2020;0.0;0.0;                            mln. kg
403;08111136 Marmer en travertijn, gezaag...;2008;0.0;0.0;                            mln. kg
404;08111136 Marmer en travertijn, gezaag...;2009;0.0;0.0;                            mln. kg
405;08111136 Marmer en travertijn, gezaag...;2010;0.0;0.0;                            mln. kg
406;08111136 Marmer en travertijn, gezaag...;2011;0.0;0.0;                            mln. kg
407;08111136 Marmer en travertijn, gezaag...;2012;0.0;0.0;                            mln. kg
408;08111136 Marmer en travertijn, gezaag...;2013;0.0;0.0;                            mln. kg
409;08111136 Marmer en travertijn, gezaag...;2014;0.0;0.0;                            mln. kg
410;08111136 Marmer en travertijn, gezaag...;2015;0.0;0.0;                            mln. kg
411;08111136 Marmer en travertijn, gezaag...;2016;0.0;0.0;                            mln. kg
412;08111136 Marmer en travertijn, gezaag...;2017;0.0;0.0;                            mln. kg
413;08111136 Marmer en travertijn, gezaag...;2018;0.0;0.0;                            mln. kg
414;08111136 Marmer en travertijn, gezaag...;2019;0.0;0.0;                            mln. kg
415;08111136 Marmer en travertijn, gezaag...;2020;0.0;0.0;                            mln. kg
416;08111150 Kalksteen, albast voor de st...;2008;0.0;0.0;                            mln. kg
417;08111150 Kalksteen, albast voor de st...;2009;0.0;0.0;                            mln. kg
418;08111150 Kalksteen, albast voor de st...;2010;0.0;0.0;                            mln. kg
419;08111150 Kalksteen, albast voor de st...;2011;0.0;0.0;                            mln. kg
420;08111150 Kalksteen, albast voor de st...;2012;0.0;0.0;                            mln. kg
421;08111150 Kalksteen, albast voor de st...;2013;0.0;0.0;                            mln. kg
