ID;Margins;SectorBranches;Periods;TurnoverLastThreeMonths_1;TurnoverNextThreeMonths_2;TurnoverNextYear_3;ForeignTurnoverLastThreeMonths_4;ForeignTurnoverNextThreeMonths_5;ForeignTurnoverNextYear_6;SellingPricesRatesNextThreeMonths_7;OrderIntakeLastThreeMonths_8;ExpectedOrderIntakeNextThreeMonths_9;ExportOrdersNextThreeMonths_10;PurchaseOrdersNextThreeMonths_11;AssessmentOrderPosition_12;AssessmentOfFinishedProductsStocks_13;WorkforceNextYear_14;WorkforceLastThreeMonths_15;WorkforceNextThreeMonths_16;InvestmentsCurrentYear_17;InvestmentsNextYear_18;CompetitivePositionDomesticMarket_19;CompetitivePositionWithinEU_20;CompetitivePositionOutsideEU_21;EconomicClimateLast3Months_22;EconomicClimateNext3Months_23;ProfitabilityLast3Months_24
3556;Lower bound 95% confidence interval;60 Programming and broadcasting;2020 1st quarter;24.9;-16.9;;;;;-6.1;-11.9;-32.8;;-16.3;3.5;;;15.0;9.1;6.4;;4.1;;;5.2;0.6;2.3
3557;Lower bound 95% confidence interval;60 Programming and broadcasting;2020 2nd quarter;-33.8;-73.6;;;;;-20.6;-10.2;-43.8;;-44.2;-19.0;;;1.9;-59.0;-21.7;;-12.8;;;-38.4;-65.7;-28.6
3558;Lower bound 95% confidence interval;60 Programming and broadcasting;2020 3rd quarter;-74.2;-49.0;;;;;-15.5;-35.5;-23.3;;-23.8;-21.4;;;-51.9;-45.8;-20.5;;-11.5;;;-54.5;-0.8;-54.6
3559;Lower bound 95% confidence interval;60 Programming and broadcasting;2020 4th quarter;-15.0;31.5;8.9;;;;1.2;-16.2;3.8;;1.2;-10.1;;-14.1;-11.4;-0.6;-11.7;9.8;2.2;;;3.5;-2.4;-5.8
3560;Lower bound 95% confidence interval;60 Programming and broadcasting;2021 1st quarter;37.1;-42.4;;;;;4.3;7.3;-27.2;;-6.5;-6.3;;;0.9;6.7;-10.0;;11.0;;;4.1;-6.0;14.6
3561;Lower bound 95% confidence interval;60 Programming and broadcasting;2021 2nd quarter;-37.9;6.2;;;;;5.3;-27.0;14.2;;11.8;-29.4;;;-4.2;4.6;-3.8;;7.8;;;-26.0;14.2;-28.4
3562;Lower bound 95% confidence interval;60 Programming and broadcasting;2021 3rd quarter;16.9;-18.6;;;;;4.8;15.1;8.2;;-10.8;3.9;;;-18.7;-14.9;-7.8;;6.0;;;12.4;11.3;15.4
3563;Lower bound 95% confidence interval;60 Programming and broadcasting;2021 4th quarter;-35.2;50.4;-10.5;;;;5.5;2.8;22.1;;13.5;4.3;;0.6;-2.9;17.4;-4.5;-9.7;3.5;;;12.0;11.6;-2.7
3564;Lower bound 95% confidence interval;60 Programming and broadcasting;2022 1st quarter;27.9;-22.1;;;;;1.2;24.4;-28.5;;-28.0;-3.8;;;30.4;4.7;4.2;;3.6;;;2.6;-4.6;10.6
3565;Lower bound 95% confidence interval;60 Programming and broadcasting;2022 2nd quarter;-29.8;-2.9;;;;;-8.8;-13.8;2.3;;-3.8;7.5;;;12.4;-0.1;-17.3;;6.6;;;1.3;-3.9;-18.5
3566;Lower bound 95% confidence interval;60 Programming and broadcasting;2022 3rd quarter;19.1;-21.3;;;;;-5.6;15.4;-9.4;;8.1;-5.8;;;-3.6;6.9;-7.0;;-7.2;;;-0.2;-10.5;2.7
3567;Lower bound 95% confidence interval;60 Programming and broadcasting;2022 4th quarter;-16.9;57.1;-16.2;;;;31.9;1.2;30.1;;24.3;14.4;;0.0;3.9;5.3;-19.8;-4.2;6.2;;;1.8;-9.9;-2.9
3568;Lower bound 95% confidence interval;60 Programming and broadcasting;2023 1st quarter;59.2;-56.8;;;;;16.5;42.4;-46.0;;-20.7;-0.7;;;6.4;0.2;9.2;;12.7;;;18.2;-27.1;21.7
3569;Lower bound 95% confidence interval;60 Programming and broadcasting;2023 2nd quarter;-31.6;-3.2;;;;;3.5;-7.7;-2.5;;-11.1;5.3;;;-18.2;6.0;3.8;;13.1;;;-11.4;-11.1;-21.4
3570;Lower bound 95% confidence interval;61 Telecommunications;2016 1st quarter;5.6;19.7;;0.5;-0.5;;-6.5;2.0;-9.3;-0.5;-1.1;-3.0;;;-62.3;-58.3;1.9;;0.1;-0.6;-1.6;-6.2;0.0;10.7
3571;Lower bound 95% confidence interval;61 Telecommunications;2016 2nd quarter;0.9;4.8;;-1.6;-0.3;;-1.1;4.1;6.1;-1.8;-1.3;-4.4;;;-56.6;-61.2;-2.5;;4.6;-0.4;0.6;-6.3;-5.7;-0.1
3572;Lower bound 95% confidence interval;61 Telecommunications;2016 3rd quarter;-8.9;2.8;;-3.3;-0.8;;1.3;-1.6;-4.0;-1.9;-2.3;-4.3;;;-55.8;-52.4;-4.8;;6.1;-0.8;-0.6;-2.4;2.6;-16.8
3573;Lower bound 95% confidence interval;61 Telecommunications;2016 4th quarter;-7.8;-7.6;8.0;1.1;-0.3;2.1;-6.0;-0.3;2.9;-1.8;2.0;-9.5;;-61.6;-60.3;-57.7;-4.7;-13.6;2.0;-2.2;-3.3;-3.8;-2.9;-8.5
3574;Lower bound 95% confidence interval;61 Telecommunications;2017 1st quarter;3.3;1.0;;1.3;-0.5;;1.3;5.2;1.9;0.7;-0.3;0.1;;;-62.7;-62.0;-0.5;;1.6;-1.0;-0.4;-1.5;-1.3;3.4
3575;Lower bound 95% confidence interval;61 Telecommunications;2017 2nd quarter;5.5;5.9;;0.3;0.5;;-7.0;-3.6;1.8;0.4;-4.0;-6.2;;;-59.1;-54.0;-4.1;;-1.3;-0.5;0.1;-5.5;-5.7;4.8
3576;Lower bound 95% confidence interval;61 Telecommunications;2017 3rd quarter;3.9;1.7;;-2.3;-1.6;;-2.5;1.5;0.8;-3.0;-2.3;-4.5;;;-55.0;-54.2;-6.2;;-25.9;-0.9;-2.1;-1.8;-0.4;3.7
3577;Lower bound 95% confidence interval;61 Telecommunications;2017 4th quarter;4.3;6.5;11.9;-0.3;0.1;1.2;0.1;1.6;0.4;-1.0;1.7;-2.5;;-50.5;-55.5;-53.8;0.3;5.1;-0.7;-1.3;-1.3;-0.2;0.8;-2.3
3578;Lower bound 95% confidence interval;61 Telecommunications;2018 1st quarter;3.7;2.4;;0.5;1.1;;3.1;3.4;-1.6;-0.1;0.5;-2.1;;;-64.5;-68.9;3.5;;6.3;1.8;-0.7;0.9;-2.3;5.2
3579;Lower bound 95% confidence interval;61 Telecommunications;2018 2nd quarter;4.1;8.2;;1.6;1.7;;0.6;5.7;4.4;0.6;1.6;-2.9;;;-60.6;-57.1;6.6;;1.1;1.3;0.0;0.4;0.5;-1.1
3580;Lower bound 95% confidence interval;61 Telecommunications;2018 3rd quarter;6.5;8.3;;2.7;3.3;;-7.7;3.4;8.0;1.8;4.2;-6.5;;;-57.4;-58.1;4.3;;-5.7;0.4;-0.9;-5.5;-5.4;-5.0
3581;Lower bound 95% confidence interval;61 Telecommunications;2018 4th quarter;8.7;5.7;8.1;3.4;3.9;2.2;-2.4;3.1;2.5;2.4;2.2;-5.9;;-63.2;-59.7;-58.8;0.0;-5.9;-5.3;1.9;-0.9;-5.8;-5.3;3.7
3582;Lower bound 95% confidence interval;61 Telecommunications;2019 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;
3583;Lower bound 95% confidence interval;61 Telecommunications;2019 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;
3584;Lower bound 95% confidence interval;61 Telecommunications;2019 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;
3585;Lower bound 95% confidence interval;61 Telecommunications;2019 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;
3586;Lower bound 95% confidence interval;61 Telecommunications;2020 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;
3587;Lower bound 95% confidence interval;61 Telecommunications;2020 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;
3588;Lower bound 95% confidence interval;61 Telecommunications;2020 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;
3589;Lower bound 95% confidence interval;61 Telecommunications;2020 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;
3590;Lower bound 95% confidence interval;61 Telecommunications;2021 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;
3591;Lower bound 95% confidence interval;61 Telecommunications;2021 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;
3592;Lower bound 95% confidence interval;61 Telecommunications;2021 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;
3593;Lower bound 95% confidence interval;61 Telecommunications;2021 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;
3594;Lower bound 95% confidence interval;61 Telecommunications;2022 1st quarter;5.1;5.3;;1.2;1.1;;-0.9;-1.6;-2.0;0.5;-3.7;-5.2;;;-46.5;-44.6;-72.5;;-2.9;-2.7;-2.7;-36.1;-36.2;-2.6
3595;Lower bound 95% confidence interval;61 Telecommunications;2022 2nd quarter;2.2;-0.7;;1.7;1.7;;0.1;3.1;0.2;2.3;3.3;-0.3;;;-47.9;-43.7;32.8;;-2.1;-1.3;-1.3;-32.0;-34.3;-2.3
3596;Lower bound 95% confidence interval;61 Telecommunications;2022 3rd quarter;-28.5;26.6;;2.1;3.4;;21.1;-1.3;25.4;2.3;1.6;0.0;;;1.2;5.3;5.9;;0.4;-3.7;-3.3;-35.4;-2.2;17.4
3597;Lower bound 95% confidence interval;61 Telecommunications;2022 4th quarter;22.0;0.9;8.2;3.4;1.7;3.8;-0.4;-0.9;3.3;2.1;-8.9;-35.4;;-44.5;-70.7;-45.1;6.2;5.7;-37.7;-2.2;-3.7;-40.5;-7.1;-39.7
3598;Lower bound 95% confidence interval;61 Telecommunications;2023 1st quarter;2.4;2.0;;1.8;1.1;;3.9;2.7;0.8;-1.4;0.1;-2.7;;;-41.1;-39.1;39.0;;-35.4;-0.6;-1.6;-41.0;-41.4;-39.2
3599;Lower bound 95% confidence interval;61 Telecommunications;2023 2nd quarter;-31.8;30.7;;2.3;1.4;;29.4;-2.0;0.6;0.5;1.1;-2.4;;;-45.1;-37.7;36.6;;-0.9;-0.6;0.1;-37.4;-0.7;-38.6
3600;Lower bound 95% confidence interval;62 Support activities in the field of IT;2016 1st quarter;23.4;13.8;;-5.4;0.2;;10.8;23.1;22.1;-7.2;-2.3;-15.0;;;-2.9;14.1;-3.6;;3.2;-3.2;-0.2;5.4;0.3;7.7
3601;Lower bound 95% confidence interval;62 Support activities in the field of IT;2016 2nd quarter;-0.4;17.6;;-7.5;-1.2;;2.4;10.3;6.2;-4.4;6.1;-15.6;;;-5.9;11.1;-8.1;;1.0;-1.1;-2.1;-3.5;4.5;-10.5
3602;Lower bound 95% confidence interval;62 Support activities in the field of IT;2016 3rd quarter;10.3;2.9;;-0.7;-0.6;;-6.7;8.8;-3.2;-0.5;-10.6;-24.8;;;-6.4;-0.8;2.5;;3.7;-0.6;1.0;0.9;-4.8;-4.5
3603;Lower bound 95% confidence interval;62 Support activities in the field of IT;2016 4th quarter;-2.8;34.4;36.5;-4.4;7.0;0.9;7.2;3.4;10.5;2.8;0.1;-16.6;;22.1;-4.0;12.1;1.4;5.6;0.1;-2.5;0.0;-0.3;10.2;-1.3
3604;Lower bound 95% confidence interval;62 Support activities in the field of IT;2017 1st quarter;31.9;12.2;;5.9;-0.9;;8.6;9.3;16.7;-2.9;-6.1;-8.6;;;2.5;11.2;1.7;;6.8;-1.2;-0.3;16.4;6.1;17.5
3605;Lower bound 95% confidence interval;62 Support activities in the field of IT;2017 2nd quarter;11.5;30.3;;-5.2;-1.3;;3.9;9.5;18.5;-2.0;9.9;0.3;;;3.3;16.7;1.5;;4.0;-0.5;0.2;2.9;13.4;-3.0
3606;Lower bound 95% confidence interval;62 Support activities in the field of IT;2017 3rd quarter;5.7;-2.2;;3.5;-0.2;;-1.9;-1.7;8.7;-2.7;-5.2;-13.3;;;7.2;2.9;-2.2;;4.5;-0.3;1.9;4.6;1.2;2.1
3607;Lower bound 95% confidence interval;62 Support activities in the field of IT;2017 4th quarter;-5.1;37.3;35.1;-2.7;9.7;11.0;7.6;9.9;29.6;1.1;12.2;-5.0;;35.8;3.8;21.5;4.5;1.8;4.0;0.6;0.3;2.1;13.2;-3.0
3608;Lower bound 95% confidence interval;62 Support activities in the field of IT;2018 1st quarter;35.8;17.5;;11.0;7.9;;19.5;26.7;16.4;6.4;4.3;4.0;;;18.4;24.5;6.0;;2.3;1.7;0.4;21.1;8.3;23.9
3609;Lower bound 95% confidence interval;62 Support activities in the field of IT;2018 2nd quarter;3.2;30.8;;-2.6;5.7;;-1.3;16.5;11.7;4.3;9.0;1.5;;;11.5;20.5;-7.1;;7.7;2.9;1.9;3.5;8.0;3.8
3610;Lower bound 95% confidence interval;62 Support activities in the field of IT;2018 3rd quarter;8.2;10.4;;8.2;8.3;;0.3;10.4;4.6;3.4;-6.4;0.5;;;13.0;21.5;-2.1;;8.6;3.3;-2.9;13.7;9.7;7.0
3611;Lower bound 95% confidence interval;62 Support activities in the field of IT;2018 4th quarter;-2.6;35.0;41.2;8.6;7.7;11.5;2.8;-1.5;23.2;5.3;9.3;-3.4;;46.0;19.2;30.0;1.5;4.6;8.3;0.0;-1.7;2.0;9.2;-6.7
3612;Lower bound 95% confidence interval;62 Support activities in the field of IT;2019 1st quarter;29.3;7.5;;9.2;8.0;;10.7;23.2;11.1;9.9;2.6;2.9;;;16.3;23.1;4.2;;10.0;2.4;2.0;10.6;6.2;19.1
3613;Lower bound 95% confidence interval;62 Support activities in the field of IT;2019 2nd quarter;13.5;20.3;;8.4;13.4;;5.6;10.6;6.2;6.6;4.6;1.2;;;15.2;20.9;4.4;;9.6;2.1;0.1;3.6;5.1;4.1
3614;Lower bound 95% confidence interval;62 Support activities in the field of IT;2019 3rd quarter;24.4;14.9;;10.4;3.5;;2.8;10.3;19.1;4.4;0.8;-1.8;;;13.2;25.7;8.4;;9.1;3.3;3.3;4.1;-1.5;11.4
3615;Lower bound 95% confidence interval;62 Support activities in the field of IT;2019 4th quarter;-3.1;27.1;34.5;2.3;8.0;8.9;5.2;1.0;11.7;6.2;11.3;-10.4;;37.9;5.0;23.0;4.7;2.1;2.5;4.0;3.8;-2.9;8.1;-3.2
3616;Lower bound 95% confidence interval;62 Support activities in the field of IT;2020 1st quarter;17.7;14.4;;7.9;3.8;;23.3;9.8;13.5;4.4;0.7;-0.5;;;-3.9;22.0;2.2;;5.7;1.4;0.8;2.9;3.6;7.2
3617;Lower bound 95% confidence interval;62 Support activities in the field of IT;2020 2nd quarter;-7.3;-49.0;;-7.6;-31.3;;-9.7;-3.6;-56.6;-30.8;-40.5;-26.3;;;-3.2;-12.6;-37.6;;-0.9;-4.0;-5.2;-23.3;-55.8;-13.9
3618;Lower bound 95% confidence interval;62 Support activities in the field of IT;2020 3rd quarter;-39.1;-16.2;;-15.1;-6.9;;-11.0;-33.2;-11.2;-7.0;-17.3;-40.5;;;-19.6;-1.6;-24.1;;-1.8;-7.7;-6.4;-50.0;-16.8;-27.9
3619;Lower bound 95% confidence interval;62 Support activities in the field of IT;2020 4th quarter;-23.3;3.0;13.6;-13.4;-6.7;-1.7;-3.9;-14.0;1.1;-3.3;-7.9;-30.8;;20.2;-16.8;0.5;-16.4;-15.8;-4.2;-4.7;-3.3;-31.1;-12.5;-20.1
3620;Lower bound 95% confidence interval;62 Support activities in the field of IT;2021 1st quarter;16.5;2.6;;-1.7;-4.3;;6.2;1.0;-1.9;-3.8;-13.7;-17.2;;;-3.4;9.7;-13.4;;-1.5;1.6;0.0;-6.0;-16.1;6.0
3621;Lower bound 95% confidence interval;62 Support activities in the field of IT;2021 2nd quarter;2.1;3.1;;-0.7;-1.2;;-1.0;4.8;2.4;-4.8;-1.5;-11.6;;;8.0;21.9;-9.9;;5.0;1.9;-2.0;-4.5;-4.5;0.5
3622;Lower bound 95% confidence interval;62 Support activities in the field of IT;2021 3rd quarter;3.2;-1.6;;-7.3;0.4;;0.9;-0.7;4.9;-2.4;-7.7;-11.2;;;7.5;12.2;-8.6;;1.4;1.1;-2.3;4.8;1.5;5.6
3623;Lower bound 95% confidence interval;62 Support activities in the field of IT;2021 4th quarter;-4.4;31.2;34.5;-4.4;6.4;11.6;6.8;1.5;21.0;2.3;3.7;-2.7;;45.8;5.8;30.6;0.3;0.9;3.2;-1.4;-1.8;9.9;13.6;5.0
3624;Lower bound 95% confidence interval;62 Support activities in the field of IT;2022 1st quarter;20.0;-5.1;;-4.2;-6.0;;13.4;10.3;10.4;-5.3;-5.1;-8.6;;;3.5;22.9;-2.4;;6.4;-3.7;-4.2;2.8;3.0;8.7
3625;Lower bound 95% confidence interval;62 Support activities in the field of IT;2022 2nd quarter;7.6;19.1;;1.7;-1.8;;9.4;8.9;5.4;-4.4;2.3;-1.1;;;10.0;22.1;2.3;;8.1;-0.2;-2.2;-0.9;-1.3;0.9
3626;Lower bound 95% confidence interval;62 Support activities in the field of IT;2022 3rd quarter;21.1;5.4;;6.6;2.1;;7.0;1.3;7.0;-4.1;-11.0;-6.3;;;5.1;19.8;-2.8;;3.8;0.7;0.8;-15.9;-14.2;6.8
3627;Lower bound 95% confidence interval;62 Support activities in the field of IT;2022 4th quarter;-3.7;17.9;27.4;-1.6;-2.1;-0.7;22.0;-7.7;7.5;-1.4;1.6;-10.1;;37.2;1.4;16.1;3.0;-9.4;4.6;-1.6;0.1;-16.1;-6.7;-5.3
3628;Lower bound 95% confidence interval;62 Support activities in the field of IT;2023 1st quarter;26.9;9.7;;4.2;-4.7;;33.3;14.4;13.9;-7.6;1.2;2.1;;;14.2;19.4;-2.0;;6.1;-1.0;-3.2;-3.2;-10.8;-4.7
3629;Lower bound 95% confidence interval;62 Support activities in the field of IT;2023 2nd quarter;8.8;17.7;;-8.8;-0.7;;-1.2;-2.2;5.0;1.9;3.1;-9.7;;;7.9;15.3;-3.1;;-0.3;-2.2;-2.9;-6.0;-0.8;-2.8
3630;Lower bound 95% confidence interval;63 Information service activities;2016 1st quarter;28.4;12.6;;9.4;-0.2;;5.7;11.8;6.6;4.2;-3.8;-10.8;;;1.5;19.3;5.4;;5.5;8.2;9.0;0.0;11.2;16.2
3631;Lower bound 95% confidence interval;63 Information service activities;2016 2nd quarter;15.7;20.4;;7.0;11.2;;-3.1;6.8;13.3;8.7;13.9;-12.2;;;8.9;24.7;1.4;;9.4;6.1;3.6;6.0;7.1;9.3
3632;Lower bound 95% confidence interval;63 Information service activities;2016 3rd quarter;-1.0;1.8;;-0.3;3.0;;0.4;-6.9;-5.8;-2.8;-6.3;-10.7;;;2.8;10.8;-7.4;;1.1;-0.8;-4.6;-0.2;1.1;-4.4
3633;Lower bound 95% confidence interval;63 Information service activities;2016 4th quarter;-8.2;24.1;36.7;0.3;2.3;5.2;0.8;1.4;16.3;0.6;4.5;-3.6;;23.4;-0.7;17.8;-1.9;-4.2;12.2;2.1;5.7;3.0;18.5;-2.9
3634;Lower bound 95% confidence interval;63 Information service activities;2017 1st quarter;13.6;2.8;;8.9;2.1;;10.9;2.3;10.4;5.0;-5.0;-4.2;;;3.3;-6.9;-18.2;;-1.5;4.6;3.4;1.0;4.0;5.8
3635;Lower bound 95% confidence interval;63 Information service activities;2017 2nd quarter;0.8;14.1;;4.7;9.0;;-6.6;1.4;5.9;6.7;7.9;-3.4;;;-13.1;13.0;-9.6;;2.3;4.7;0.7;-1.3;0.5;-4.3
3636;Lower bound 95% confidence interval;63 Information service activities;2017 3rd quarter;19.6;8.7;;-1.3;4.1;;-11.1;8.9;1.5;-2.2;-0.5;-8.3;;;9.0;7.7;-5.4;;1.6;3.3;0.0;0.3;-3.3;10.8
3637;Lower bound 95% confidence interval;63 Information service activities;2017 4th quarter;-12.7;30.1;23.9;-2.2;6.5;5.1;-1.8;-4.8;28.0;6.1;10.4;-15.5;;5.5;-8.3;6.2;-7.9;-8.3;0.3;-2.2;2.4;-6.8;4.4;-20.2
3638;Lower bound 95% confidence interval;63 Information service activities;2018 1st quarter;19.3;10.9;;11.5;10.1;;14.8;14.9;10.1;6.4;-0.1;-5.5;;;-7.6;7.4;-1.0;;7.3;7.5;7.7;14.1;8.1;13.6
3639;Lower bound 95% confidence interval;63 Information service activities;2018 2nd quarter;11.2;16.2;;-4.0;6.9;;-4.9;2.8;8.7;2.3;-0.4;-18.9;;;5.6;13.0;-1.5;;-0.3;5.7;-0.2;6.5;3.8;-5.0
3640;Lower bound 95% confidence interval;63 Information service activities;2018 3rd quarter;23.5;18.9;;6.8;14.3;;-1.2;14.5;12.7;12.9;7.5;1.2;;;-6.1;16.3;-8.6;;8.4;12.9;5.8;1.9;1.3;2.5
3641;Lower bound 95% confidence interval;63 Information service activities;2018 4th quarter;3.4;21.9;24.7;2.1;12.1;17.2;-1.1;8.3;13.9;11.4;7.3;-7.6;;22.2;4.9;15.0;1.1;1.4;-4.7;4.0;4.0;6.0;7.7;-2.3
3642;Lower bound 95% confidence interval;63 Information service activities;2019 1st quarter;20.2;17.7;;5.7;10.4;;7.5;12.8;10.9;8.0;2.3;-10.3;;;2.6;18.1;8.4;;-0.6;-0.4;-7.5;6.7;-1.6;7.3
3643;Lower bound 95% confidence interval;63 Information service activities;2019 2nd quarter;-2.9;27.4;;1.6;10.1;;1.6;13.3;0.3;12.0;2.0;-7.1;;;17.8;13.1;4.6;;5.2;9.1;-0.6;-0.4;8.7;3.7
3644;Lower bound 95% confidence interval;63 Information service activities;2019 3rd quarter;0.0;8.6;;-7.6;7.4;;0.0;1.4;0.9;3.7;5.0;-19.9;;;9.9;6.9;0.6;;1.8;6.8;-1.8;-5.8;2.8;12.6
3645;Lower bound 95% confidence interval;63 Information service activities;2019 4th quarter;-10.6;9.8;11.6;7.1;12.5;8.0;-2.9;-4.3;-2.4;-1.4;0.1;-21.7;;19.9;-7.5;-1.1;1.0;-1.7;-2.7;8.8;4.2;-5.5;1.7;-8.3
3646;Lower bound 95% confidence interval;63 Information service activities;2020 1st quarter;14.8;25.6;;6.4;11.3;;3.0;3.9;12.3;5.5;1.2;-8.2;;;-3.8;29.7;-11.6;;0.5;5.7;-5.2;-8.5;-1.7;6.1
3647;Lower bound 95% confidence interval;63 Information service activities;2020 2nd quarter;-15.5;-47.6;;-9.6;-24.0;;-16.5;-16.1;-43.2;-17.4;-34.2;-38.0;;;9.7;-20.2;-23.6;;-7.5;-8.8;-6.2;-45.0;-69.0;-38.7
3648;Lower bound 95% confidence interval;63 Information service activities;2020 3rd quarter;-28.7;-11.6;;-27.6;1.3;;-27.0;-24.0;-18.1;-2.7;-13.8;-29.4;;;-20.4;-10.6;-13.0;;-3.5;-3.0;-13.6;-29.8;-26.7;-26.3
3649;Lower bound 95% confidence interval;63 Information service activities;2020 4th quarter;-25.0;8.5;13.7;-0.6;-0.4;3.4;-7.1;-16.7;2.8;0.4;0.5;-33.1;;12.7;-11.1;4.4;-11.5;-15.5;-13.0;-4.9;-6.6;-34.8;-9.5;-20.9
3650;Lower bound 95% confidence interval;63 Information service activities;2021 1st quarter;9.9;0.7;;1.9;5.1;;-3.6;4.4;-0.2;0.8;-10.9;-12.2;;;0.1;8.5;-3.4;;2.6;2.5;0.3;-8.9;-10.2;12.2
3651;Lower bound 95% confidence interval;63 Information service activities;2021 2nd quarter;-10.2;12.2;;3.5;7.2;;-9.4;-3.8;2.1;2.9;-1.4;-39.9;;;3.5;20.9;-5.8;;-9.5;-1.7;2.2;-20.9;-4.5;-19.9
3652;Lower bound 95% confidence interval;63 Information service activities;2021 3rd quarter;11.9;18.9;;-1.5;12.4;;-8.2;7.1;17.9;7.5;4.0;-24.4;;;4.6;36.1;15.2;;-6.3;-7.3;-2.0;0.7;6.2;3.9
3653;Lower bound 95% confidence interval;63 Information service activities;2021 4th quarter;19.9;21.6;34.8;19.0;16.5;27.0;5.1;12.5;26.4;11.7;12.0;-22.0;;50.0;20.1;38.5;7.2;12.8;10.1;8.1;10.7;21.8;28.4;15.1
3654;Lower bound 95% confidence interval;63 Information service activities;2022 1st quarter;26.8;18.7;;2.1;22.0;;16.9;21.2;16.5;13.6;15.9;-16.5;;;17.9;28.2;16.6;;4.5;14.4;14.4;-0.6;3.6;5.2
3655;Lower bound 95% confidence interval;63 Information service activities;2022 2nd quarter;18.7;33.3;;15.6;27.9;;6.7;11.6;21.0;17.0;17.1;-11.0;;;19.6;43.5;-2.0;;-3.7;0.6;0.5;-4.7;1.2;-2.7
3656;Lower bound 95% confidence interval;63 Information service activities;2022 3rd quarter;-15.9;12.6;;-15.1;6.6;;19.8;-21.1;2.8;-0.1;-14.1;-13.6;;;-5.0;3.9;-7.0;;-9.8;-3.1;-5.1;-14.9;-5.2;-1.1
3657;Lower bound 95% confidence interval;63 Information service activities;2022 4th quarter;-18.7;6.0;24.1;-4.8;-3.9;18.4;10.1;-16.4;-2.6;-11.2;-5.2;-14.0;;35.2;2.5;1.1;-3.4;-9.1;-0.5;-4.9;-2.8;-21.4;-7.4;-6.0
3658;Lower bound 95% confidence interval;63 Information service activities;2023 1st quarter;12.2;-0.4;;-0.8;-3.0;;25.7;5.5;-6.9;-1.6;-10.4;-7.0;;;8.0;2.0;-8.1;;-0.3;-2.3;-4.5;-4.8;-7.8;13.6
3659;Lower bound 95% confidence interval;63 Information service activities;2023 2nd quarter;-20.9;8.9;;-15.5;-0.4;;-5.4;-9.5;1.2;-3.0;-8.4;-10.2;;;-18.4;8.4;-10.9;;-6.3;-5.0;0.0;-11.7;-2.5;-14.1
3660;Lower bound 95% confidence interval;L Renting, buying, selling real estate;2016 1st quarter;-6.7;-11.4;;;;;-1.2;-5.4;-3.5;;-4.9;-10.9;;;-14.1;-6.5;-1.3;;-3.8;;;-7.1;-9.8;-11.8
3661;Lower bound 95% confidence interval;L Renting, buying, selling real estate;2016 2nd quarter;-12.8;-0.8;;;;;0.1;-3.5;2.3;;0.3;-5.5;;;-14.4;-3.3;-14.5;;-2.3;;;-6.2;-5.6;-2.0
3662;Lower bound 95% confidence interval;L Renting, buying, selling real estate;2016 3rd quarter;0.0;16.9;;;;;23.9;-0.1;3.9;;-5.9;-3.1;;;-5.5;-9.3;-8.4;;-1.4;;;-3.1;-0.9;-7.3
3663;Lower bound 95% confidence interval;L Renting, buying, selling real estate;2016 4th quarter;12.1;2.9;18.9;;;;1.8;1.9;-0.8;;3.6;3.4;;-7.3;-6.2;-12.7;9.4;7.6;-1.4;;;4.0;4.3;0.3
3664;Lower bound 95% confidence interval;L Renting, buying, selling real estate;2017 1st quarter;10.4;1.4;;;;;5.7;1.2;1.0;;2.3;1.1;;;-10.8;-11.4;18.0;;5.1;;;10.3;3.7;4.7
3665;Lower bound 95% confidence interval;L Renting, buying, selling real estate;2017 2nd quarter;-5.4;3.9;;;;;2.3;-2.2;0.5;;5.2;4.1;;;-8.7;-3.9;11.0;;0.5;;;1.6;-0.9;1.6
3666;Lower bound 95% confidence interval;L Renting, buying, selling real estate;2017 3rd quarter;4.9;9.2;;;;;12.5;-1.8;-1.4;;2.7;0.0;;;1.1;0.3;0.2;;2.7;;;8.4;4.2;2.8
3667;Lower bound 95% confidence interval;L Renting, buying, selling real estate;2017 4th quarter;6.8;-2.2;11.1;;;;1.7;-2.3;-2.6;;1.9;-1.6;;0.0;-1.7;4.1;1.4;21.2;-2.7;;;1.2;0.1;-2.5
3668;Lower bound 95% confidence interval;L Renting, buying, selling real estate;2018 1st quarter;0.9;-7.9;;;;;-5.8;-7.7;-4.2;;4.7;-3.8;;;1.6;9.0;23.1;;2.6;;;-2.2;-4.5;4.3
3669;Lower bound 95% confidence interval;L Renting, buying, selling real estate;2018 2nd quarter;3.2;-0.7;;;;;-2.1;0.9;-4.6;;5.4;-2.5;;;6.3;4.3;13.2;;-0.5;;;-3.6;-5.9;1.0
