ID;Migratiemotieven;Geslacht;JaarVanVestigingInNederland;Perioden;TotaalNietNederlandseImmigranten_1;WerknemersZelfstandigen_2;WerkloosheidsOfBijstandsuitkering_3;ArbeidsongeschiktheidsOverigeUitkering_4;OverigeNietNederlandseImmigranten_5
249;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 1997;2003;100.0;67.0;5.0;4.0;24.0
250;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 1998;1999;100.0;73.0;1.0;1.0;25.0
251;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 1998;2000;100.0;70.0;1.0;1.0;27.0
252;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 1998;2001;100.0;69.0;2.0;2.0;28.0
253;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 1998;2002;100.0;67.0;3.0;2.0;29.0
254;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 1998;2003;100.0;66.0;4.0;3.0;27.0
255;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 1999;1999;100.0;75.0;1.0;0.0;24.0
256;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 1999;2000;100.0;78.0;1.0;0.0;21.0
257;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 1999;2001;100.0;74.0;1.0;1.0;24.0
258;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 1999;2002;100.0;70.0;2.0;1.0;27.0
259;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 1999;2003;100.0;70.0;3.0;2.0;25.0
260;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;;
261;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;75.0;1.0;0.0;24.0
262;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2000;2001;100.0;79.0;1.0;1.0;20.0
263;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2000;2002;100.0;72.0;2.0;1.0;25.0
264;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2000;2003;100.0;69.0;3.0;1.0;27.0
265;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2001;1999;;;;;
266;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2001;2000;;;;;
267;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2001;2001;100.0;75.0;1.0;1.0;24.0
268;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2001;2002;100.0;76.0;1.0;1.0;22.0
269;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2001;2003;100.0;70.0;2.0;1.0;27.0
270;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2002;1999;;;;;
271;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2002;2000;;;;;
272;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2002;2001;;;;;
273;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2002;2002;100.0;72.0;1.0;0.0;27.0
274;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2002;2003;100.0;72.0;2.0;1.0;25.0
275;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2003;1999;;;;;
276;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2003;2000;;;;;
277;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2003;2001;;;;;
278;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2003;2002;;;;;
279;Arbeid;Totaal mannen en vrouwen;Vestigingsjaar 2003;2003;100.0;69.0;1.0;1.0;29.0
280;Arbeid;Mannen;Vestigingsjaar 1990;1999;100.0;77.0;7.0;5.0;11.0
281;Arbeid;Mannen;Vestigingsjaar 1990;2000;100.0;77.0;7.0;6.0;10.0
282;Arbeid;Mannen;Vestigingsjaar 1990;2001;100.0;77.0;7.0;7.0;9.0
283;Arbeid;Mannen;Vestigingsjaar 1990;2002;100.0;76.0;7.0;8.0;9.0
284;Arbeid;Mannen;Vestigingsjaar 1990;2003;100.0;72.0;10.0;10.0;9.0
285;Arbeid;Mannen;Vestigingsjaar 1991;1999;100.0;77.0;7.0;5.0;12.0
286;Arbeid;Mannen;Vestigingsjaar 1991;2000;100.0;77.0;7.0;6.0;10.0
287;Arbeid;Mannen;Vestigingsjaar 1991;2001;100.0;77.0;6.0;7.0;10.0
288;Arbeid;Mannen;Vestigingsjaar 1991;2002;100.0;75.0;7.0;7.0;11.0
289;Arbeid;Mannen;Vestigingsjaar 1991;2003;100.0;74.0;8.0;8.0;10.0
290;Arbeid;Mannen;Vestigingsjaar 1992;1999;100.0;77.0;6.0;3.0;14.0
291;Arbeid;Mannen;Vestigingsjaar 1992;2000;100.0;77.0;6.0;4.0;13.0
292;Arbeid;Mannen;Vestigingsjaar 1992;2001;100.0;79.0;5.0;4.0;11.0
293;Arbeid;Mannen;Vestigingsjaar 1992;2002;100.0;77.0;6.0;6.0;12.0
294;Arbeid;Mannen;Vestigingsjaar 1992;2003;100.0;75.0;7.0;6.0;12.0
295;Arbeid;Mannen;Vestigingsjaar 1993;1999;100.0;78.0;5.0;3.0;15.0
296;Arbeid;Mannen;Vestigingsjaar 1993;2000;100.0;78.0;5.0;3.0;13.0
297;Arbeid;Mannen;Vestigingsjaar 1993;2001;100.0;78.0;5.0;4.0;12.0
298;Arbeid;Mannen;Vestigingsjaar 1993;2002;100.0;77.0;6.0;5.0;13.0
299;Arbeid;Mannen;Vestigingsjaar 1993;2003;100.0;74.0;7.0;6.0;12.0
300;Arbeid;Mannen;Vestigingsjaar 1994;1999;100.0;75.0;3.0;2.0;19.0
301;Arbeid;Mannen;Vestigingsjaar 1994;2000;100.0;76.0;4.0;3.0;17.0
302;Arbeid;Mannen;Vestigingsjaar 1994;2001;100.0;76.0;4.0;4.0;16.0
303;Arbeid;Mannen;Vestigingsjaar 1994;2002;100.0;74.0;5.0;5.0;16.0
304;Arbeid;Mannen;Vestigingsjaar 1994;2003;100.0;72.0;8.0;5.0;15.0
305;Arbeid;Mannen;Vestigingsjaar 1995;1999;100.0;75.0;4.0;2.0;20.0
306;Arbeid;Mannen;Vestigingsjaar 1995;2000;100.0;75.0;4.0;3.0;18.0
307;Arbeid;Mannen;Vestigingsjaar 1995;2001;100.0;75.0;4.0;4.0;17.0
308;Arbeid;Mannen;Vestigingsjaar 1995;2002;100.0;73.0;6.0;5.0;17.0
309;Arbeid;Mannen;Vestigingsjaar 1995;2003;100.0;71.0;7.0;6.0;16.0
310;Arbeid;Mannen;Vestigingsjaar 1996;1999;100.0;71.0;3.0;2.0;24.0
311;Arbeid;Mannen;Vestigingsjaar 1996;2000;100.0;73.0;3.0;2.0;22.0
312;Arbeid;Mannen;Vestigingsjaar 1996;2001;100.0;72.0;3.0;3.0;22.0
313;Arbeid;Mannen;Vestigingsjaar 1996;2002;100.0;70.0;4.0;3.0;22.0
314;Arbeid;Mannen;Vestigingsjaar 1996;2003;100.0;69.0;6.0;4.0;21.0
315;Arbeid;Mannen;Vestigingsjaar 1997;1999;100.0;71.0;2.0;1.0;26.0
316;Arbeid;Mannen;Vestigingsjaar 1997;2000;100.0;71.0;2.0;1.0;25.0
317;Arbeid;Mannen;Vestigingsjaar 1997;2001;100.0;71.0;2.0;2.0;25.0
318;Arbeid;Mannen;Vestigingsjaar 1997;2002;100.0;69.0;3.0;3.0;25.0
319;Arbeid;Mannen;Vestigingsjaar 1997;2003;100.0;68.0;5.0;4.0;24.0
320;Arbeid;Mannen;Vestigingsjaar 1998;1999;100.0;74.0;1.0;1.0;24.0
321;Arbeid;Mannen;Vestigingsjaar 1998;2000;100.0;71.0;1.0;1.0;26.0
322;Arbeid;Mannen;Vestigingsjaar 1998;2001;100.0;70.0;2.0;1.0;27.0
323;Arbeid;Mannen;Vestigingsjaar 1998;2002;100.0;68.0;2.0;2.0;28.0
324;Arbeid;Mannen;Vestigingsjaar 1998;2003;100.0;67.0;4.0;3.0;27.0
325;Arbeid;Mannen;Vestigingsjaar 1999;1999;100.0;75.0;1.0;0.0;24.0
326;Arbeid;Mannen;Vestigingsjaar 1999;2000;100.0;77.0;1.0;0.0;21.0
327;Arbeid;Mannen;Vestigingsjaar 1999;2001;100.0;74.0;1.0;1.0;24.0
328;Arbeid;Mannen;Vestigingsjaar 1999;2002;100.0;70.0;2.0;1.0;27.0
329;Arbeid;Mannen;Vestigingsjaar 1999;2003;100.0;70.0;3.0;2.0;25.0
330;Arbeid;Mannen;Vestigingsjaar 2000;1999;;;;;
331;Arbeid;Mannen;Vestigingsjaar 2000;2000;100.0;75.0;1.0;0.0;23.0
332;Arbeid;Mannen;Vestigingsjaar 2000;2001;100.0;79.0;1.0;1.0;19.0
333;Arbeid;Mannen;Vestigingsjaar 2000;2002;100.0;73.0;2.0;1.0;25.0
334;Arbeid;Mannen;Vestigingsjaar 2000;2003;100.0;70.0;2.0;1.0;26.0
335;Arbeid;Mannen;Vestigingsjaar 2001;1999;;;;;
336;Arbeid;Mannen;Vestigingsjaar 2001;2000;;;;;
337;Arbeid;Mannen;Vestigingsjaar 2001;2001;100.0;76.0;1.0;1.0;22.0
338;Arbeid;Mannen;Vestigingsjaar 2001;2002;100.0;77.0;1.0;1.0;21.0
339;Arbeid;Mannen;Vestigingsjaar 2001;2003;100.0;71.0;2.0;1.0;26.0
340;Arbeid;Mannen;Vestigingsjaar 2002;1999;;;;;
341;Arbeid;Mannen;Vestigingsjaar 2002;2000;;;;;
342;Arbeid;Mannen;Vestigingsjaar 2002;2001;;;;;
343;Arbeid;Mannen;Vestigingsjaar 2002;2002;100.0;74.0;1.0;0.0;24.0
344;Arbeid;Mannen;Vestigingsjaar 2002;2003;100.0;74.0;2.0;1.0;24.0
345;Arbeid;Mannen;Vestigingsjaar 2003;1999;;;;;
346;Arbeid;Mannen;Vestigingsjaar 2003;2000;;;;;
347;Arbeid;Mannen;Vestigingsjaar 2003;2001;;;;;
348;Arbeid;Mannen;Vestigingsjaar 2003;2002;;;;;
349;Arbeid;Mannen;Vestigingsjaar 2003;2003;100.0;70.0;2.0;1.0;27.0
350;Arbeid;Vrouwen;Vestigingsjaar 1990;1999;100.0;67.0;12.0;5.0;16.0
351;Arbeid;Vrouwen;Vestigingsjaar 1990;2000;100.0;68.0;11.0;6.0;15.0
352;Arbeid;Vrouwen;Vestigingsjaar 1990;2001;100.0;68.0;10.0;7.0;14.0
353;Arbeid;Vrouwen;Vestigingsjaar 1990;2002;100.0;67.0;11.0;7.0;15.0
354;Arbeid;Vrouwen;Vestigingsjaar 1990;2003;100.0;65.0;11.0;9.0;15.0
355;Arbeid;Vrouwen;Vestigingsjaar 1991;1999;100.0;68.0;13.0;5.0;14.0
356;Arbeid;Vrouwen;Vestigingsjaar 1991;2000;100.0;70.0;12.0;6.0;12.0
357;Arbeid;Vrouwen;Vestigingsjaar 1991;2001;100.0;70.0;11.0;7.0;12.0
358;Arbeid;Vrouwen;Vestigingsjaar 1991;2002;100.0;69.0;11.0;8.0;12.0
359;Arbeid;Vrouwen;Vestigingsjaar 1991;2003;100.0;68.0;13.0;8.0;11.0
360;Arbeid;Vrouwen;Vestigingsjaar 1992;1999;100.0;69.0;11.0;5.0;15.0
361;Arbeid;Vrouwen;Vestigingsjaar 1992;2000;100.0;69.0;10.0;6.0;15.0
362;Arbeid;Vrouwen;Vestigingsjaar 1992;2001;100.0;67.0;11.0;6.0;15.0
363;Arbeid;Vrouwen;Vestigingsjaar 1992;2002;100.0;67.0;11.0;7.0;15.0
364;Arbeid;Vrouwen;Vestigingsjaar 1992;2003;100.0;66.0;12.0;8.0;14.0
365;Arbeid;Vrouwen;Vestigingsjaar 1993;1999;100.0;68.0;11.0;4.0;17.0
366;Arbeid;Vrouwen;Vestigingsjaar 1993;2000;100.0;68.0;10.0;5.0;17.0
367;Arbeid;Vrouwen;Vestigingsjaar 1993;2001;100.0;66.0;10.0;7.0;18.0
368;Arbeid;Vrouwen;Vestigingsjaar 1993;2002;100.0;64.0;12.0;7.0;17.0
369;Arbeid;Vrouwen;Vestigingsjaar 1993;2003;100.0;63.0;13.0;8.0;17.0
370;Arbeid;Vrouwen;Vestigingsjaar 1994;1999;100.0;73.0;7.0;3.0;18.0
371;Arbeid;Vrouwen;Vestigingsjaar 1994;2000;100.0;71.0;7.0;3.0;19.0
372;Arbeid;Vrouwen;Vestigingsjaar 1994;2001;100.0;71.0;7.0;4.0;17.0
373;Arbeid;Vrouwen;Vestigingsjaar 1994;2002;100.0;70.0;8.0;5.0;17.0
374;Arbeid;Vrouwen;Vestigingsjaar 1994;2003;100.0;68.0;10.0;6.0;16.0
375;Arbeid;Vrouwen;Vestigingsjaar 1995;1999;100.0;73.0;6.0;2.0;19.0
376;Arbeid;Vrouwen;Vestigingsjaar 1995;2000;100.0;71.0;6.0;3.0;20.0
377;Arbeid;Vrouwen;Vestigingsjaar 1995;2001;100.0;73.0;5.0;4.0;19.0
378;Arbeid;Vrouwen;Vestigingsjaar 1995;2002;100.0;71.0;7.0;4.0;18.0
379;Arbeid;Vrouwen;Vestigingsjaar 1995;2003;100.0;71.0;7.0;5.0;17.0
380;Arbeid;Vrouwen;Vestigingsjaar 1996;1999;100.0;69.0;5.0;1.0;25.0
381;Arbeid;Vrouwen;Vestigingsjaar 1996;2000;100.0;69.0;5.0;2.0;24.0
382;Arbeid;Vrouwen;Vestigingsjaar 1996;2001;100.0;71.0;5.0;2.0;22.0
383;Arbeid;Vrouwen;Vestigingsjaar 1996;2002;100.0;70.0;6.0;3.0;21.0
384;Arbeid;Vrouwen;Vestigingsjaar 1996;2003;100.0;68.0;7.0;3.0;21.0
385;Arbeid;Vrouwen;Vestigingsjaar 1997;1999;100.0;69.0;3.0;1.0;27.0
386;Arbeid;Vrouwen;Vestigingsjaar 1997;2000;100.0;68.0;3.0;2.0;27.0
387;Arbeid;Vrouwen;Vestigingsjaar 1997;2001;100.0;68.0;4.0;2.0;26.0
388;Arbeid;Vrouwen;Vestigingsjaar 1997;2002;100.0;68.0;5.0;3.0;24.0
389;Arbeid;Vrouwen;Vestigingsjaar 1997;2003;100.0;67.0;5.0;4.0;25.0
390;Arbeid;Vrouwen;Vestigingsjaar 1998;1999;100.0;71.0;2.0;0.0;27.0
391;Arbeid;Vrouwen;Vestigingsjaar 1998;2000;100.0;67.0;2.0;1.0;29.0
392;Arbeid;Vrouwen;Vestigingsjaar 1998;2001;100.0;67.0;2.0;2.0;29.0
393;Arbeid;Vrouwen;Vestigingsjaar 1998;2002;100.0;65.0;3.0;2.0;30.0
394;Arbeid;Vrouwen;Vestigingsjaar 1998;2003;100.0;65.0;4.0;3.0;28.0
395;Arbeid;Vrouwen;Vestigingsjaar 1999;1999;100.0;74.0;1.0;0.0;24.0
396;Arbeid;Vrouwen;Vestigingsjaar 1999;2000;100.0;79.0;1.0;0.0;20.0
397;Arbeid;Vrouwen;Vestigingsjaar 1999;2001;100.0;75.0;1.0;1.0;23.0
398;Arbeid;Vrouwen;Vestigingsjaar 1999;2002;100.0;71.0;2.0;1.0;25.0
399;Arbeid;Vrouwen;Vestigingsjaar 1999;2003;100.0;69.0;4.0;2.0;25.0
400;Arbeid;Vrouwen;Vestigingsjaar 2000;1999;;;;;
401;Arbeid;Vrouwen;Vestigingsjaar 2000;2000;100.0;74.0;1.0;0.0;25.0
402;Arbeid;Vrouwen;Vestigingsjaar 2000;2001;100.0;78.0;1.0;1.0;20.0
403;Arbeid;Vrouwen;Vestigingsjaar 2000;2002;100.0;70.0;2.0;1.0;26.0
404;Arbeid;Vrouwen;Vestigingsjaar 2000;2003;100.0;68.0;3.0;2.0;28.0
405;Arbeid;Vrouwen;Vestigingsjaar 2001;1999;;;;;
406;Arbeid;Vrouwen;Vestigingsjaar 2001;2000;;;;;
407;Arbeid;Vrouwen;Vestigingsjaar 2001;2001;100.0;71.0;1.0;0.0;27.0
408;Arbeid;Vrouwen;Vestigingsjaar 2001;2002;100.0;73.0;1.0;1.0;25.0
409;Arbeid;Vrouwen;Vestigingsjaar 2001;2003;100.0;67.0;2.0;1.0;29.0
410;Arbeid;Vrouwen;Vestigingsjaar 2002;1999;;;;;
411;Arbeid;Vrouwen;Vestigingsjaar 2002;2000;;;;;
412;Arbeid;Vrouwen;Vestigingsjaar 2002;2001;;;;;
413;Arbeid;Vrouwen;Vestigingsjaar 2002;2002;100.0;67.0;1.0;0.0;31.0
414;Arbeid;Vrouwen;Vestigingsjaar 2002;2003;100.0;70.0;2.0;1.0;28.0
415;Arbeid;Vrouwen;Vestigingsjaar 2003;1999;;;;;
416;Arbeid;Vrouwen;Vestigingsjaar 2003;2000;;;;;
417;Arbeid;Vrouwen;Vestigingsjaar 2003;2001;;;;;
418;Arbeid;Vrouwen;Vestigingsjaar 2003;2002;;;;;
419;Arbeid;Vrouwen;Vestigingsjaar 2003;2003;100.0;66.0;1.0;1.0;32.0
420;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1990;1999;100.0;44.0;15.0;4.0;37.0
421;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1990;2000;100.0;47.0;14.0;5.0;34.0
422;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1990;2001;100.0;48.0;13.0;6.0;33.0
423;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1990;2002;100.0;48.0;14.0;7.0;31.0
424;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1990;2003;100.0;47.0;15.0;7.0;31.0
425;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1991;1999;100.0;44.0;14.0;4.0;38.0
426;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1991;2000;100.0;47.0;13.0;4.0;35.0
427;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1991;2001;100.0;49.0;13.0;5.0;33.0
428;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1991;2002;100.0;49.0;13.0;5.0;32.0
429;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1991;2003;100.0;47.0;15.0;6.0;32.0
430;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1992;1999;100.0;44.0;13.0;3.0;39.0
431;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1992;2000;100.0;47.0;12.0;4.0;36.0
432;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1992;2001;100.0;49.0;12.0;5.0;34.0
433;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1992;2002;100.0;48.0;13.0;6.0;34.0
434;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1992;2003;100.0;47.0;14.0;6.0;33.0
435;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1993;1999;100.0;43.0;12.0;3.0;42.0
436;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1993;2000;100.0;46.0;11.0;3.0;40.0
437;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1993;2001;100.0;49.0;11.0;4.0;37.0
438;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1993;2002;100.0;49.0;11.0;4.0;35.0
439;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1993;2003;100.0;47.0;13.0;5.0;35.0
440;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1994;1999;100.0;39.0;13.0;2.0;46.0
441;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1994;2000;100.0;43.0;12.0;2.0;43.0
442;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1994;2001;100.0;45.0;12.0;3.0;41.0
443;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1994;2002;100.0;46.0;12.0;4.0;39.0
444;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1994;2003;100.0;44.0;13.0;4.0;39.0
445;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1995;1999;100.0;40.0;13.0;2.0;45.0
446;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1995;2000;100.0;44.0;12.0;2.0;41.0
447;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1995;2001;100.0;45.0;12.0;3.0;40.0
448;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1995;2002;100.0;46.0;13.0;3.0;38.0
449;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1995;2003;100.0;45.0;13.0;4.0;38.0
450;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1996;1999;100.0;36.0;13.0;2.0;49.0
451;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1996;2000;100.0;42.0;12.0;2.0;44.0
452;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1996;2001;100.0;43.0;12.0;3.0;42.0
453;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1996;2002;100.0;44.0;12.0;3.0;40.0
454;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1996;2003;100.0;43.0;14.0;4.0;40.0
455;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1997;1999;100.0;30.0;14.0;1.0;55.0
456;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1997;2000;100.0;36.0;14.0;2.0;49.0
457;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1997;2001;100.0;39.0;13.0;2.0;46.0
458;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1997;2002;100.0;41.0;13.0;2.0;44.0
459;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1997;2003;100.0;39.0;14.0;3.0;44.0
460;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1998;1999;100.0;25.0;13.0;1.0;61.0
461;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1998;2000;100.0;31.0;12.0;1.0;55.0
462;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1998;2001;100.0;35.0;12.0;1.0;52.0
463;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1998;2002;100.0;37.0;12.0;2.0;49.0
464;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1998;2003;100.0;37.0;13.0;2.0;47.0
465;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1999;1999;100.0;17.0;8.0;1.0;74.0
466;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1999;2000;100.0;28.0;11.0;1.0;60.0
467;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1999;2001;100.0;32.0;11.0;1.0;56.0
468;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1999;2002;100.0;34.0;12.0;1.0;53.0
469;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1999;2003;100.0;35.0;13.0;2.0;50.0
470;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;;
471;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;21.0;7.0;1.0;71.0
472;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2000;2001;100.0;29.0;10.0;1.0;60.0
473;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2000;2002;100.0;31.0;11.0;1.0;57.0
474;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2000;2003;100.0;31.0;13.0;2.0;54.0
475;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2001;1999;;;;;
476;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2001;2000;;;;;
477;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2001;2001;100.0;22.0;9.0;1.0;68.0
478;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2001;2002;100.0;28.0;12.0;1.0;60.0
479;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2001;2003;100.0;27.0;13.0;1.0;59.0
480;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2002;1999;;;;;
481;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2002;2000;;;;;
482;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2002;2001;;;;;
483;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2002;2002;100.0;23.0;9.0;1.0;67.0
484;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2002;2003;100.0;28.0;13.0;1.0;58.0
485;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2003;1999;;;;;
486;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2003;2000;;;;;
487;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2003;2001;;;;;
488;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2003;2002;;;;;
489;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2003;2003;100.0;26.0;13.0;1.0;60.0
490;Gezinshereniging;Mannen;Vestigingsjaar 1990;1999;100.0;61.0;10.0;3.0;26.0
491;Gezinshereniging;Mannen;Vestigingsjaar 1990;2000;100.0;65.0;8.0;4.0;23.0
492;Gezinshereniging;Mannen;Vestigingsjaar 1990;2001;100.0;66.0;8.0;4.0;22.0
493;Gezinshereniging;Mannen;Vestigingsjaar 1990;2002;100.0;65.0;8.0;5.0;22.0
494;Gezinshereniging;Mannen;Vestigingsjaar 1990;2003;100.0;61.0;10.0;5.0;23.0
495;Gezinshereniging;Mannen;Vestigingsjaar 1991;1999;100.0;61.0;10.0;3.0;27.0
496;Gezinshereniging;Mannen;Vestigingsjaar 1991;2000;100.0;64.0;8.0;3.0;24.0
497;Gezinshereniging;Mannen;Vestigingsjaar 1991;2001;100.0;65.0;8.0;3.0;24.0
498;Gezinshereniging;Mannen;Vestigingsjaar 1991;2002;100.0;65.0;8.0;4.0;24.0
499;Gezinshereniging;Mannen;Vestigingsjaar 1991;2003;100.0;61.0;11.0;4.0;24.0
500;Gezinshereniging;Mannen;Vestigingsjaar 1992;1999;100.0;59.0;9.0;3.0;29.0
501;Gezinshereniging;Mannen;Vestigingsjaar 1992;2000;100.0;62.0;8.0;3.0;26.0
502;Gezinshereniging;Mannen;Vestigingsjaar 1992;2001;100.0;64.0;7.0;4.0;25.0
503;Gezinshereniging;Mannen;Vestigingsjaar 1992;2002;100.0;62.0;8.0;4.0;26.0
504;Gezinshereniging;Mannen;Vestigingsjaar 1992;2003;100.0;60.0;9.0;4.0;26.0
505;Gezinshereniging;Mannen;Vestigingsjaar 1993;1999;100.0;56.0;8.0;2.0;34.0
506;Gezinshereniging;Mannen;Vestigingsjaar 1993;2000;100.0;59.0;7.0;3.0;31.0
507;Gezinshereniging;Mannen;Vestigingsjaar 1993;2001;100.0;61.0;7.0;3.0;29.0
508;Gezinshereniging;Mannen;Vestigingsjaar 1993;2002;100.0;60.0;7.0;3.0;29.0
509;Gezinshereniging;Mannen;Vestigingsjaar 1993;2003;100.0;58.0;9.0;4.0;29.0
510;Gezinshereniging;Mannen;Vestigingsjaar 1994;1999;100.0;52.0;11.0;2.0;36.0
511;Gezinshereniging;Mannen;Vestigingsjaar 1994;2000;100.0;55.0;9.0;2.0;34.0
512;Gezinshereniging;Mannen;Vestigingsjaar 1994;2001;100.0;56.0;9.0;2.0;33.0
513;Gezinshereniging;Mannen;Vestigingsjaar 1994;2002;100.0;56.0;9.0;3.0;33.0
514;Gezinshereniging;Mannen;Vestigingsjaar 1994;2003;100.0;53.0;10.0;3.0;33.0
515;Gezinshereniging;Mannen;Vestigingsjaar 1995;1999;100.0;52.0;11.0;2.0;35.0
