ID;WoonregioS;WerkregioS;Perioden;BanenVanWerknemers_1;WoonWerkafstand_2
148;Nederland, Buitenland, Niet in te delen;Groot-Rijnmond (CR);2022 december;733.1;18.9
149;Nederland, Buitenland, Niet in te delen;Groot-Rijnmond (CR);2023 december;733.4;18.9
150;Nederland, Buitenland, Niet in te delen;Zuidoost-Zuid-Holland (CR);2021 december;181.9;21.0
151;Nederland, Buitenland, Niet in te delen;Zuidoost-Zuid-Holland (CR);2022 december;188.7;21.7
152;Nederland, Buitenland, Niet in te delen;Zuidoost-Zuid-Holland (CR);2023 december;190.6;21.5
153;Nederland, Buitenland, Niet in te delen;Zeeuwsch-Vlaanderen (CR);2021 december;42.7;18.0
154;Nederland, Buitenland, Niet in te delen;Zeeuwsch-Vlaanderen (CR);2022 december;44.1;18.0
155;Nederland, Buitenland, Niet in te delen;Zeeuwsch-Vlaanderen (CR);2023 december;43.2;18.3
156;Nederland, Buitenland, Niet in te delen;Overig Zeeland (CR);2021 december;118.8;16.5
157;Nederland, Buitenland, Niet in te delen;Overig Zeeland (CR);2022 december;122.4;16.3
158;Nederland, Buitenland, Niet in te delen;Overig Zeeland (CR);2023 december;124.8;16.9
159;Nederland, Buitenland, Niet in te delen;West-Noord-Brabant (CR);2021 december;314.0;20.1
160;Nederland, Buitenland, Niet in te delen;West-Noord-Brabant (CR);2022 december;321.2;18.8
161;Nederland, Buitenland, Niet in te delen;West-Noord-Brabant (CR);2023 december;323.2;18.9
162;Nederland, Buitenland, Niet in te delen;Midden-Noord-Brabant (CR);2021 december;253.5;21.2
163;Nederland, Buitenland, Niet in te delen;Midden-Noord-Brabant (CR);2022 december;257.2;19.9
164;Nederland, Buitenland, Niet in te delen;Midden-Noord-Brabant (CR);2023 december;254.7;19.6
165;Nederland, Buitenland, Niet in te delen;Noordoost-Noord-Brabant (CR);2021 december;337.1;19.3
166;Nederland, Buitenland, Niet in te delen;Noordoost-Noord-Brabant (CR);2022 december;346.9;18.4
167;Nederland, Buitenland, Niet in te delen;Noordoost-Noord-Brabant (CR);2023 december;350.6;18.6
168;Nederland, Buitenland, Niet in te delen;Zuidoost-Noord-Brabant (CR);2021 december;436.5;20.2
169;Nederland, Buitenland, Niet in te delen;Zuidoost-Noord-Brabant (CR);2022 december;452.9;20.1
170;Nederland, Buitenland, Niet in te delen;Zuidoost-Noord-Brabant (CR);2023 december;455.3;19.0
171;Nederland, Buitenland, Niet in te delen;Noord-Limburg (CR);2021 december;149.9;16.6
172;Nederland, Buitenland, Niet in te delen;Noord-Limburg (CR);2022 december;155.4;15.7
173;Nederland, Buitenland, Niet in te delen;Noord-Limburg (CR);2023 december;153.5;16.2
174;Nederland, Buitenland, Niet in te delen;Midden-Limburg (CR);2021 december;102.7;17.5
175;Nederland, Buitenland, Niet in te delen;Midden-Limburg (CR);2022 december;105.1;16.8
176;Nederland, Buitenland, Niet in te delen;Midden-Limburg (CR);2023 december;105.2;17.3
177;Nederland, Buitenland, Niet in te delen;Zuid-Limburg (CR);2021 december;269.1;18.2
178;Nederland, Buitenland, Niet in te delen;Zuid-Limburg (CR);2022 december;271.6;17.0
179;Nederland, Buitenland, Niet in te delen;Zuid-Limburg (CR);2023 december;270.3;17.6
180;Nederland, Buitenland, Niet in te delen;Flevoland (CR);2021 december;167.6;20.8
181;Nederland, Buitenland, Niet in te delen;Flevoland (CR);2022 december;171.4;20.5
182;Nederland, Buitenland, Niet in te delen;Flevoland (CR);2023 december;172.0;20.7
183;Nederland, Buitenland, Niet in te delen;Niet in te delen (CR);2021 december;18.0;
184;Nederland, Buitenland, Niet in te delen;Niet in te delen (CR);2022 december;20.2;
185;Nederland, Buitenland, Niet in te delen;Niet in te delen (CR);2023 december;23.3;
186;Nederland, Buitenland, Niet in te delen;Aa en Hunze;2021 december;6.0;17.4
187;Nederland, Buitenland, Niet in te delen;Aa en Hunze;2022 december;5.9;16.6
188;Nederland, Buitenland, Niet in te delen;Aa en Hunze;2023 december;6.8;16.6
189;Nederland, Buitenland, Niet in te delen;Aalsmeer;2021 december;18.5;17.8
190;Nederland, Buitenland, Niet in te delen;Aalsmeer;2022 december;17.6;17.3
191;Nederland, Buitenland, Niet in te delen;Aalsmeer;2023 december;18.6;17.4
192;Nederland, Buitenland, Niet in te delen;Aalten;2021 december;9.6;13.0
193;Nederland, Buitenland, Niet in te delen;Aalten;2022 december;9.9;12.6
194;Nederland, Buitenland, Niet in te delen;Aalten;2023 december;10.1;12.4
195;Nederland, Buitenland, Niet in te delen;Achtkarspelen;2021 december;8.0;13.2
196;Nederland, Buitenland, Niet in te delen;Achtkarspelen;2022 december;7.9;13.1
197;Nederland, Buitenland, Niet in te delen;Achtkarspelen;2023 december;7.9;14.5
198;Nederland, Buitenland, Niet in te delen;Alblasserdam;2021 december;9.7;18.1
199;Nederland, Buitenland, Niet in te delen;Alblasserdam;2022 december;9.3;17.3
200;Nederland, Buitenland, Niet in te delen;Alblasserdam;2023 december;9.9;17.3
201;Nederland, Buitenland, Niet in te delen;Albrandswaard;2021 december;8.4;17.4
202;Nederland, Buitenland, Niet in te delen;Albrandswaard;2022 december;8.8;16.7
203;Nederland, Buitenland, Niet in te delen;Albrandswaard;2023 december;8.9;17.9
204;Nederland, Buitenland, Niet in te delen;Alkmaar;2021 december;58.0;16.0
205;Nederland, Buitenland, Niet in te delen;Alkmaar;2022 december;59.6;15.7
206;Nederland, Buitenland, Niet in te delen;Alkmaar;2023 december;59.7;16.2
207;Nederland, Buitenland, Niet in te delen;Almelo;2021 december;46.6;21.5
208;Nederland, Buitenland, Niet in te delen;Almelo;2022 december;48.9;22.3
209;Nederland, Buitenland, Niet in te delen;Almelo;2023 december;49.8;20.2
210;Nederland, Buitenland, Niet in te delen;Almere;2021 december;73.9;21.9
211;Nederland, Buitenland, Niet in te delen;Almere;2022 december;75.8;21.3
212;Nederland, Buitenland, Niet in te delen;Almere;2023 december;77.3;22.4
213;Nederland, Buitenland, Niet in te delen;Alphen aan den Rijn;2021 december;41.7;15.4
214;Nederland, Buitenland, Niet in te delen;Alphen aan den Rijn;2022 december;43.4;15.6
215;Nederland, Buitenland, Niet in te delen;Alphen aan den Rijn;2023 december;43.5;15.4
216;Nederland, Buitenland, Niet in te delen;Alphen-Chaam;2021 december;2.6;12.1
217;Nederland, Buitenland, Niet in te delen;Alphen-Chaam;2022 december;2.4;11.4
218;Nederland, Buitenland, Niet in te delen;Alphen-Chaam;2023 december;2.5;10.5
219;Nederland, Buitenland, Niet in te delen;Altena;2021 december;18.7;13.9
220;Nederland, Buitenland, Niet in te delen;Altena;2022 december;19.6;13.5
221;Nederland, Buitenland, Niet in te delen;Altena;2023 december;20.2;13.3
222;Nederland, Buitenland, Niet in te delen;Ameland;2021 december;1.9;14.9
223;Nederland, Buitenland, Niet in te delen;Ameland;2022 december;2.1;17.6
224;Nederland, Buitenland, Niet in te delen;Ameland;2023 december;2.0;16.4
225;Nederland, Buitenland, Niet in te delen;Amersfoort;2021 december;92.3;25.3
226;Nederland, Buitenland, Niet in te delen;Amersfoort;2022 december;92.8;24.4
227;Nederland, Buitenland, Niet in te delen;Amersfoort;2023 december;93.1;24.5
228;Nederland, Buitenland, Niet in te delen;Amstelveen;2021 december;46.1;25.8
229;Nederland, Buitenland, Niet in te delen;Amstelveen;2022 december;49.8;27.0
230;Nederland, Buitenland, Niet in te delen;Amstelveen;2023 december;50.7;27.1
231;Nederland, Buitenland, Niet in te delen;Amsterdam;2021 december;671.8;24.9
232;Nederland, Buitenland, Niet in te delen;Amsterdam;2022 december;700.0;24.9
233;Nederland, Buitenland, Niet in te delen;Amsterdam;2023 december;723.9;25.3
234;Nederland, Buitenland, Niet in te delen;Apeldoorn;2021 december;97.7;20.7
235;Nederland, Buitenland, Niet in te delen;Apeldoorn;2022 december;101.1;21.1
236;Nederland, Buitenland, Niet in te delen;Apeldoorn;2023 december;101.9;21.5
237;Nederland, Buitenland, Niet in te delen;Arnhem;2021 december;103.4;20.6
238;Nederland, Buitenland, Niet in te delen;Arnhem;2022 december;108.8;21.6
239;Nederland, Buitenland, Niet in te delen;Arnhem;2023 december;108.8;20.7
240;Nederland, Buitenland, Niet in te delen;Assen;2021 december;42.1;24.0
241;Nederland, Buitenland, Niet in te delen;Assen;2022 december;42.5;21.6
242;Nederland, Buitenland, Niet in te delen;Assen;2023 december;43.3;21.9
243;Nederland, Buitenland, Niet in te delen;Asten;2021 december;6.9;12.7
244;Nederland, Buitenland, Niet in te delen;Asten;2022 december;7.3;12.5
245;Nederland, Buitenland, Niet in te delen;Asten;2023 december;7.5;12.4
246;Nederland, Buitenland, Niet in te delen;Baarle-Nassau;2021 december;2.6;17.9
247;Nederland, Buitenland, Niet in te delen;Baarle-Nassau;2022 december;2.7;16.9
248;Nederland, Buitenland, Niet in te delen;Baarle-Nassau;2023 december;2.8;16.0
249;Nederland, Buitenland, Niet in te delen;Baarn;2021 december;12.5;22.7
250;Nederland, Buitenland, Niet in te delen;Baarn;2022 december;11.7;22.2
251;Nederland, Buitenland, Niet in te delen;Baarn;2023 december;11.6;21.4
252;Nederland, Buitenland, Niet in te delen;Barendrecht;2021 december;28.8;19.2
253;Nederland, Buitenland, Niet in te delen;Barendrecht;2022 december;28.0;17.9
254;Nederland, Buitenland, Niet in te delen;Barendrecht;2023 december;30.5;20.9
255;Nederland, Buitenland, Niet in te delen;Barneveld;2021 december;35.1;20.0
256;Nederland, Buitenland, Niet in te delen;Barneveld;2022 december;35.8;19.5
257;Nederland, Buitenland, Niet in te delen;Barneveld;2023 december;36.7;19.0
258;Nederland, Buitenland, Niet in te delen;Beek (L.);2021 december;9.3;17.8
259;Nederland, Buitenland, Niet in te delen;Beek (L.);2022 december;9.5;18.2
260;Nederland, Buitenland, Niet in te delen;Beek (L.);2023 december;9.2;16.0
261;Nederland, Buitenland, Niet in te delen;Beekdaelen;2021 december;8.8;15.7
262;Nederland, Buitenland, Niet in te delen;Beekdaelen;2022 december;8.8;13.9
263;Nederland, Buitenland, Niet in te delen;Beekdaelen;2023 december;8.8;14.6
264;Nederland, Buitenland, Niet in te delen;Beemster;2021 december;3.3;15.7
265;Nederland, Buitenland, Niet in te delen;Beemster;2022 december;;
266;Nederland, Buitenland, Niet in te delen;Beemster;2023 december;;
267;Nederland, Buitenland, Niet in te delen;Beesel;2021 december;3.2;11.7
268;Nederland, Buitenland, Niet in te delen;Beesel;2022 december;3.2;11.3
269;Nederland, Buitenland, Niet in te delen;Beesel;2023 december;3.1;10.5
270;Nederland, Buitenland, Niet in te delen;Berg en Dal;2021 december;11.5;15.3
271;Nederland, Buitenland, Niet in te delen;Berg en Dal;2022 december;11.8;13.8
272;Nederland, Buitenland, Niet in te delen;Berg en Dal;2023 december;11.7;13.3
273;Nederland, Buitenland, Niet in te delen;Bergeijk;2021 december;6.6;10.5
274;Nederland, Buitenland, Niet in te delen;Bergeijk;2022 december;6.9;10.7
275;Nederland, Buitenland, Niet in te delen;Bergeijk;2023 december;7.1;10.8
276;Nederland, Buitenland, Niet in te delen;Bergen (L.);2021 december;3.9;18.4
277;Nederland, Buitenland, Niet in te delen;Bergen (L.);2022 december;3.9;18.3
278;Nederland, Buitenland, Niet in te delen;Bergen (L.);2023 december;3.4;13.3
279;Nederland, Buitenland, Niet in te delen;Bergen (NH.);2021 december;8.5;11.5
280;Nederland, Buitenland, Niet in te delen;Bergen (NH.);2022 december;8.8;11.2
281;Nederland, Buitenland, Niet in te delen;Bergen (NH.);2023 december;8.8;10.9
282;Nederland, Buitenland, Niet in te delen;Bergen op Zoom;2021 december;30.4;18.7
283;Nederland, Buitenland, Niet in te delen;Bergen op Zoom;2022 december;31.6;18.0
284;Nederland, Buitenland, Niet in te delen;Bergen op Zoom;2023 december;32.3;18.5
285;Nederland, Buitenland, Niet in te delen;Berkelland;2021 december;15.1;15.1
286;Nederland, Buitenland, Niet in te delen;Berkelland;2022 december;15.3;14.7
287;Nederland, Buitenland, Niet in te delen;Berkelland;2023 december;15.3;14.3
288;Nederland, Buitenland, Niet in te delen;Bernheze;2021 december;10.0;12.0
289;Nederland, Buitenland, Niet in te delen;Bernheze;2022 december;10.5;12.5
290;Nederland, Buitenland, Niet in te delen;Bernheze;2023 december;10.7;12.4
291;Nederland, Buitenland, Niet in te delen;Best;2021 december;16.0;23.7
292;Nederland, Buitenland, Niet in te delen;Best;2022 december;16.3;22.8
293;Nederland, Buitenland, Niet in te delen;Best;2023 december;15.6;22.2
294;Nederland, Buitenland, Niet in te delen;Beuningen;2021 december;7.4;18.5
295;Nederland, Buitenland, Niet in te delen;Beuningen;2022 december;7.5;17.4
296;Nederland, Buitenland, Niet in te delen;Beuningen;2023 december;7.4;17.7
297;Nederland, Buitenland, Niet in te delen;Beverwijk;2021 december;17.3;16.0
298;Nederland, Buitenland, Niet in te delen;Beverwijk;2022 december;17.2;14.7
299;Nederland, Buitenland, Niet in te delen;Beverwijk;2023 december;17.4;15.6
300;Nederland, Buitenland, Niet in te delen;De Bilt;2021 december;18.2;23.7
301;Nederland, Buitenland, Niet in te delen;De Bilt;2022 december;18.4;22.2
302;Nederland, Buitenland, Niet in te delen;De Bilt;2023 december;18.7;22.6
303;Nederland, Buitenland, Niet in te delen;Bladel;2021 december;12.9;14.5
304;Nederland, Buitenland, Niet in te delen;Bladel;2022 december;13.0;14.6
305;Nederland, Buitenland, Niet in te delen;Bladel;2023 december;13.1;14.7
306;Nederland, Buitenland, Niet in te delen;Blaricum;2021 december;3.5;15.1
307;Nederland, Buitenland, Niet in te delen;Blaricum;2022 december;3.6;15.1
308;Nederland, Buitenland, Niet in te delen;Blaricum;2023 december;2.4;14.5
309;Nederland, Buitenland, Niet in te delen;Bloemendaal;2021 december;5.0;11.3
310;Nederland, Buitenland, Niet in te delen;Bloemendaal;2022 december;5.3;9.7
311;Nederland, Buitenland, Niet in te delen;Bloemendaal;2023 december;5.5;9.9
312;Nederland, Buitenland, Niet in te delen;Bodegraven-Reeuwijk;2021 december;14.5;16.5
