ID;RegioS;Perioden;TotaalUitgesprokenSchuldsaneringen_1;DirectDefinitief_2;NaVoorafgaandeVoorlopigeToepassing_3;NatuurlijkePersonenTotaal_4;NatuurlijkePersonenMetBedrijf_5;NatuurlijkePersonenZonderBedrijf_6;TotaalUitgesprokenSchuldsaneringen_7;TotaalBeeindigd_8;BeeindigdDoorSchoneLei_9;BeeindigdDoorAkkoord_10;BeeindigdDoorFaillissement_11;OverigeBeeindigingen_12;NogNietBeeindigd_13;TotaalUitgesprokenSchuldsaneringen_14;JongerDan25Jaar_15;k_25Tot35Jaar_16;k_35Tot45Jaar_17;k_45Tot55Jaar_18;k_55Tot65Jaar_19;k_65JaarEnOuder_20;Onbekend_21
18;Nederland;2002 4e kwartaal;2515;2399;116.0;2515;402;2113;2515;2515;1716;40;452;307;0;2515;188;819;867;450;167;24;0
19;Nederland;2002;9478;8962;516.0;9478;1546;7932;9478;9478;6503;170;1625;1180;0;9478;710;3117;3178;1701;653;119;0
20;Nederland;2003 1e kwartaal;2520;2376;144.0;2520;431;2089;2520;2520;1756;45;427;292;0;2520;193;834;835;463;161;34;0
21;Nederland;2003 2e kwartaal;2639;2506;133.0;2639;433;2206;2639;2639;1799;49;506;285;0;2639;182;897;864;528;144;24;0
22;Nederland;2003 3e kwartaal;2559;2468;91.0;2559;425;2134;2559;2559;1822;30;434;273;0;2559;184;850;824;494;160;47;0
23;Nederland;2003 4e kwartaal;2887;2762;125.0;2887;485;2402;2887;2887;2037;41;514;295;0;2887;224;947;921;540;213;42;0
24;Nederland;2003;10605;10112;493.0;10605;1774;8831;10605;10605;7414;165;1881;1145;0;10605;783;3528;3444;2025;678;147;0
25;Nederland;2004 1e kwartaal;3439;3303;136.0;3439;550;2889;3439;3439;2450;61;587;341;0;3439;251;1093;1101;684;264;46;0
26;Nederland;2004 2e kwartaal;3581;3440;141.0;3581;604;2977;3581;3581;2491;81;634;375;0;3581;254;1074;1180;732;280;61;0
27;Nederland;2004 3e kwartaal;3402;3321;81.0;3402;619;2783;3402;3402;2399;90;609;304;0;3402;224;1005;1121;714;279;59;0
28;Nederland;2004 4e kwartaal;3600;3492;108.0;3600;593;3007;3600;3600;2598;76;561;365;0;3600;215;1069;1189;771;301;55;0
29;Nederland;2004;14022;13556;466.0;14022;2366;11656;14022;14022;9938;308;2391;1385;0;14022;944;4241;4591;2901;1124;221;0
30;Nederland;2005 1e kwartaal;3876;3771;105.0;3876;628;3248;3876;3876;2797;98;617;364;0;3876;249;1088;1275;835;352;77;0
31;Nederland;2005 2e kwartaal;3647;3517;130.0;3647;495;3152;3647;3647;2637;68;563;379;0;3647;236;1046;1173;778;344;70;0
32;Nederland;2005 3e kwartaal;3404;3285;119.0;3404;531;2873;3404;3404;2477;79;516;332;0;3404;182;943;1130;747;332;70;0
33;Nederland;2005 4e kwartaal;3729;3593;136.0;3729;541;3188;3729;3729;2712;118;462;437;0;3729;182;1031;1233;823;372;88;0
34;Nederland;2005;14656;14166;490.0;14656;2195;12461;14656;14656;10623;363;2158;1512;0;14656;849;4108;4811;3183;1400;305;0
35;Nederland;2006 1e kwartaal;3783;3650;133.0;3783;594;3189;3783;3783;2802;91;436;454;0;3783;186;977;1273;891;363;93;0
36;Nederland;2006 2e kwartaal;3885;3748;137.0;3885;599;3286;3885;3885;2798;108;452;527;0;3885;201;1041;1267;879;415;82;0
37;Nederland;2006 3e kwartaal;3501;3381;120.0;3501;556;2945;3501;3501;2545;90;333;533;0;3501;171;919;1140;795;379;97;0
38;Nederland;2006 4e kwartaal;3761;3605;156.0;3761;485;3276;3761;3761;2774;88;299;600;0;3761;172;994;1239;864;400;92;0
39;Nederland;2006;14930;14384;546.0;14930;2234;12696;14930;14930;10919;377;1520;2114;0;14930;730;3931;4919;3429;1557;364;0
40;Nederland;2007 1e kwartaal;4146;3965;181.0;4146;595;3551;4146;4146;3036;95;293;722;0;4146;184;1001;1428;1013;427;93;0
41;Nederland;2007 2e kwartaal;3640;3504;136.0;3640;543;3097;3640;3640;2647;75;234;684;0;3640;167;920;1156;892;402;103;0
42;Nederland;2007 3e kwartaal;3603;3439;164.0;3603;496;3107;3603;3603;2608;75;235;685;0;3603;155;842;1214;866;422;104;0
43;Nederland;2007 4e kwartaal;3557;3421;136.0;3557;463;3094;3557;3557;2583;72;225;677;0;3557;162;833;1150;924;390;98;0
44;Nederland;2007;14946;14329;617.0;14946;2097;12849;14946;14946;10874;317;987;2768;0;14946;668;3596;4948;3695;1641;398;0
45;Nederland;2008 1e kwartaal;2799;2799;;2799;473;2326;2799;2799;2113;74;164;448;0;2799;102;682;942;699;308;66;0
46;Nederland;2008 2e kwartaal;2255;2255;;2255;346;1909;2255;2255;1687;62;121;385;0;2255;95;530;790;528;259;53;0
47;Nederland;2008 3e kwartaal;2086;2086;;2086;334;1752;2086;2086;1610;67;119;290;0;2086;70;504;678;525;250;59;0
48;Nederland;2008 4e kwartaal;2067;2067;;2067;319;1748;2067;2067;1566;52;128;321;0;2067;77;498;693;496;246;57;0
49;Nederland;2008;9207;9207;;9207;1472;7735;9207;9207;6976;255;532;1444;0;9207;344;2214;3103;2248;1063;235;0
50;Nederland;2009 1e kwartaal;2274;2274;;2274;384;1890;2274;2274;1777;70;115;312;0;2274;84;576;762;557;235;58;2
51;Nederland;2009 2e kwartaal;1978;1978;;1978;399;1579;1978;1978;1549;71;79;279;0;1978;72;455;671;487;241;52;0
52;Nederland;2009 3e kwartaal;2263;2263;;2263;442;1821;2263;2263;1733;55;116;359;0;2263;74;557;764;550;262;56;0
53;Nederland;2009 4e kwartaal;2452;2452;;2452;516;1936;2452;2451;1849;42;153;407;1;2452;75;615;821;612;271;58;0
54;Nederland;2009;8967;8967;;8967;1741;7226;8967;8966;6908;238;463;1357;1;8967;305;2203;3018;2206;1009;224;2
55;Nederland;2010 1e kwartaal;2692;2692;;2692;552;2140;2692;2692;2033;61;166;432;0;2692;81;668;911;689;290;53;0
56;Nederland;2010 2e kwartaal;2433;2433;;2433;520;1913;2433;2433;1877;45;139;372;0;2433;85;593;821;628;256;50;0
57;Nederland;2010 3e kwartaal;2723;2723;;2723;502;2221;2723;2723;2119;58;136;410;0;2723;82;661;892;706;315;66;1
58;Nederland;2010 4e kwartaal;3537;3537;;3537;684;2853;3537;3536;2743;84;148;561;1;3537;116;856;1163;952;383;67;0
59;Nederland;2010;11385;11385;;11385;2258;9127;11385;11384;8772;248;589;1775;1;11385;364;2778;3787;2975;1244;236;1
60;Nederland;2011 1e kwartaal;3334;3334;;3334;619;2715;3334;3334;2625;58;147;504;0;3334;107;845;1054;866;384;78;0
61;Nederland;2011 2e kwartaal;3812;3812;;3812;689;3123;3812;3810;2919;65;222;604;2;3812;119;906;1259;972;483;73;0
62;Nederland;2011 3e kwartaal;3618;3618;;3618;636;2982;3618;3617;2826;47;160;584;1;3618;129;896;1154;935;431;73;0
63;Nederland;2011 4e kwartaal;3963;3963;;3963;724;3239;3963;3957;3078;58;190;631;6;3963;93;977;1260;1055;480;98;0
64;Nederland;2011;14727;14727;;14727;2668;12059;14727;14718;11448;228;719;2323;9;14727;448;3624;4727;3828;1778;322;0
65;Nederland;2012 1e kwartaal;3687;3687;;3687;689;2998;3687;3662;2879;46;159;578;25;3687;97;859;1176;1014;449;92;0
66;Nederland;2012 2e kwartaal;3151;3151;;3151;600;2551;3151;3114;2448;45;133;488;37;3151;84;733;962;884;409;79;0
67;Nederland;2012 3e kwartaal;3424;3424;;3424;702;2722;3424;3393;2718;47;125;503;31;3424;89;774;1003;999;474;85;0
68;Nederland;2012 4e kwartaal;3501;3501;;3501;621;2880;3501;3447;2766;66;113;502;54;3501;71;801;1102;951;469;107;0
69;Nederland;2012;13763;13763;;13763;2612;11151;13763;13616;10811;204;530;2071;147;13763;341;3167;4243;3848;1801;363;0
70;Nederland;2013 1e kwartaal;3448;3448;;3448;712;2736;3448;3354;2715;46;103;490;94;3448;77;771;1118;940;434;108;0
71;Nederland;2013 2e kwartaal;2861;2861;;2861;592;2269;2861;2773;2301;32;89;351;88;2861;75;656;903;750;390;87;0
72;Nederland;2013 3e kwartaal;2942;2942;;2942;677;2265;2942;2802;2300;63;85;354;140;2942;55;624;927;848;388;100;0
73;Nederland;2013 4e kwartaal;3110;3110;;3110;630;2480;3110;2932;2453;41;67;371;178;3110;65;663;943;888;450;101;0
74;Nederland;2013;12361;12361;;12361;2611;9750;12361;11861;9769;182;344;1566;500;12361;272;2714;3891;3426;1662;396;0
75;Nederland;2014 1e kwartaal;3351;3351;;3351;714;2637;3351;3058;2577;47;54;380;293;3351;50;690;1037;962;484;127;1
76;Nederland;2014 2e kwartaal;3073;3073;;3073;659;2414;3073;2761;2301;69;41;350;312;3073;60;690;909;893;435;85;1
77;Nederland;2014 3e kwartaal;2886;2886;;2886;551;2335;2886;2384;2012;39;24;309;502;2886;82;613;845;871;376;99;0
78;Nederland;2014 4e kwartaal;2954;2954;;2954;610;2344;2954;1567;1238;38;40;251;1387;2954;61;635;853;809;478;118;0
79;Nederland;2014;12264;12264;;12264;2534;9730;12264;9770;8128;193;159;1290;2494;12264;253;2628;3644;3535;1773;429;2
80;Nederland;2015 1e kwartaal;3034;3034;;3034;575;2459;3034;686;337;53;38;258;2348;3034;42;640;873;902;450;127;0
81;Nederland;2015 2e kwartaal;2892;2892;;2892;579;2313;2892;558;264;33;48;213;2334;2892;60;585;779;908;457;103;0
82;Nederland;2015 3e kwartaal;2900;2900;;2900;597;2303;2900;536;266;42;32;196;2364;2900;45;580;902;875;392;106;0
83;Nederland;2015 4e kwartaal;2877;2877;;2877;595;2282;2877;410;201;31;27;151;2467;2877;45;588;870;861;411;102;0
84;Nederland;2015;11703;11703;;11703;2346;9357;11703;2190;1068;159;145;818;9513;11703;192;2393;3424;3546;1710;438;0
85;Nederland;2016 1e kwartaal;2653;2653;;2653;526;2127;2653;328;166;25;12;125;2325;2653;38;580;766;795;383;91;0
86;Nederland;2016 2e kwartaal;2283;2283;;2283;432;1851;2283;229;107;17;7;98;2054;2283;36;476;673;686;337;75;0
87;Nederland;2016 3e kwartaal;2358;2358;;2358;432;1926;2358;178;91;14;7;66;2180;2358;29;414;680;797;354;84;0
88;Nederland;2016 4e kwartaal;2506;2506;;2506;453;2053;2506;95;22;16;6;51;2411;2506;24;449;741;798;394;100;0
89;Nederland;2016;9800;9800;;9800;1843;7957;9800;830;386;72;32;340;8970;9800;127;1919;2860;3076;1468;350;0
90;Nederland;2017 1e kwartaal;2353;2353;;2353;413;1940;2353;41;0;6;3;32;2312;2353;26;435;722;713;355;102;0
91;Nederland;2017 2e kwartaal;2125;2125;;2125;364;1761;2125;17;0;3;0;14;2108;2125;26;415;603;634;365;82;0
92;Nederland;2017 3e kwartaal;1988;1988;;1988;321;1667;1988;13;0;1;2;10;1975;1988;22;367;588;615;312;84;0
93;Nederland;2017 4e kwartaal;1891;1891;;1891;304;1587;1891;0;0;0;0;0;1891;1891;36;401;511;548;312;83;0
94;Nederland;2017;8357;8357;;8357;1402;6955;8357;71;0;10;5;56;8286;8357;110;1618;2424;2510;1344;351;0
95;Noord-Nederland (LD);1999 1e kwartaal;93;88;5.0;93;34;59;93;93;60;17;14;2;0;93;3;27;34;21;8;0;0
96;Noord-Nederland (LD);1999 2e kwartaal;115;101;14.0;115;28;87;115;115;83;6;18;8;0;115;3;39;37;27;7;2;0
97;Noord-Nederland (LD);1999 3e kwartaal;183;181;2.0;183;29;154;183;183;138;23;14;8;0;183;6;63;59;42;13;0;0
98;Noord-Nederland (LD);1999 4e kwartaal;211;199;12.0;211;35;176;211;211;144;22;32;13;0;211;9;88;66;32;15;1;0
99;Noord-Nederland (LD);1999;602;569;33.0;602;126;476;602;602;425;68;78;31;0;602;21;217;196;122;43;3;0
100;Noord-Nederland (LD);2000 1e kwartaal;286;279;7.0;286;44;242;286;286;206;7;52;21;0;286;18;74;106;60;20;8;0
101;Noord-Nederland (LD);2000 2e kwartaal;241;229;12.0;241;35;206;241;241;177;16;30;18;0;241;14;81;88;43;8;7;0
102;Noord-Nederland (LD);2000 3e kwartaal;218;196;22.0;218;33;185;218;218;156;7;44;11;0;218;14;58;80;46;14;6;0
103;Noord-Nederland (LD);2000 4e kwartaal;219;217;2.0;219;32;187;219;219;148;13;38;20;0;219;22;65;75;43;11;3;0
104;Noord-Nederland (LD);2000;964;921;43.0;964;144;820;964;964;687;43;164;70;0;964;68;278;349;192;53;24;0
105;Noord-Nederland (LD);2001 1e kwartaal;249;236;13.0;249;58;191;249;249;182;22;26;19;0;249;12;76;84;52;16;9;0
106;Noord-Nederland (LD);2001 2e kwartaal;235;230;5.0;235;44;191;235;235;154;13;37;31;0;235;14;65;86;50;18;2;0
107;Noord-Nederland (LD);2001 3e kwartaal;223;211;12.0;223;43;180;223;223;130;11;34;48;0;223;21;70;77;36;17;2;0
108;Noord-Nederland (LD);2001 4e kwartaal;235;223;12.0;235;55;180;235;235;162;11;35;27;0;235;16;79;73;50;14;3;0
109;Noord-Nederland (LD);2001;942;900;42.0;942;200;742;942;942;628;57;132;125;0;942;63;290;320;188;65;16;0
110;Noord-Nederland (LD);2002 1e kwartaal;268;253;15.0;268;56;212;268;268;206;8;35;19;0;268;22;86;89;45;24;2;0
111;Noord-Nederland (LD);2002 2e kwartaal;243;224;19.0;243;48;195;243;243;171;8;51;13;0;243;26;68;83;52;12;2;0
112;Noord-Nederland (LD);2002 3e kwartaal;238;228;10.0;238;58;180;238;238;181;9;31;17;0;238;18;83;78;36;23;0;0
113;Noord-Nederland (LD);2002 4e kwartaal;232;222;10.0;232;57;175;232;232;177;7;39;9;0;232;18;76;77;43;15;3;0
114;Noord-Nederland (LD);2002;981;927;54.0;981;219;762;981;981;735;32;156;58;0;981;84;313;327;176;74;7;0
115;Noord-Nederland (LD);2003 1e kwartaal;257;239;18.0;257;59;198;257;257;200;3;36;18;0;257;23;78;92;46;14;4;0
116;Noord-Nederland (LD);2003 2e kwartaal;302;285;17.0;302;72;230;302;302;239;6;41;16;0;302;17;112;92;65;14;2;0
117;Noord-Nederland (LD);2003 3e kwartaal;220;202;18.0;220;61;159;220;220;171;11;28;10;0;220;15;75;71;43;10;6;0
118;Noord-Nederland (LD);2003 4e kwartaal;298;284;14.0;298;48;250;298;298;230;4;39;25;0;298;27;91;93;58;26;3;0
119;Noord-Nederland (LD);2003;1077;1010;67.0;1077;240;837;1077;1077;840;24;144;69;0;1077;82;356;348;212;64;15;0
120;Noord-Nederland (LD);2004 1e kwartaal;391;368;23.0;391;97;294;391;391;290;20;51;30;0;391;31;141;106;81;31;1;0
121;Noord-Nederland (LD);2004 2e kwartaal;374;344;30.0;374;85;289;374;374;286;21;46;21;0;374;35;112;136;60;25;6;0
122;Noord-Nederland (LD);2004 3e kwartaal;363;351;12.0;363;108;255;363;363;262;22;56;23;0;363;17;112;120;82;26;6;0
123;Noord-Nederland (LD);2004 4e kwartaal;412;395;17.0;412;92;320;412;412;307;19;49;37;0;412;26;149;130;81;21;5;0
124;Noord-Nederland (LD);2004;1540;1458;82.0;1540;382;1158;1540;1540;1145;82;202;111;0;1540;109;514;492;304;103;18;0
125;Noord-Nederland (LD);2005 1e kwartaal;440;426;14.0;440;94;346;440;440;331;23;51;35;0;440;35;130;147;86;35;7;0
126;Noord-Nederland (LD);2005 2e kwartaal;417;395;22.0;417;80;337;417;417;313;19;53;32;0;417;30;139;141;66;30;11;0
127;Noord-Nederland (LD);2005 3e kwartaal;357;341;16.0;357;97;260;357;357;267;14;37;39;0;357;22;106;109;74;44;2;0
128;Noord-Nederland (LD);2005 4e kwartaal;459;439;20.0;459;96;363;459;459;330;35;49;45;0;459;32;144;146;91;37;9;0
129;Noord-Nederland (LD);2005;1673;1601;72.0;1673;367;1306;1673;1673;1241;91;190;151;0;1673;119;519;543;317;146;29;0
130;Noord-Nederland (LD);2006 1e kwartaal;351;338;13.0;351;80;271;351;351;247;17;38;49;0;351;21;107;121;65;35;2;0
131;Noord-Nederland (LD);2006 2e kwartaal;388;373;15.0;388;86;302;388;388;269;36;43;40;0;388;26;121;118;80;35;8;0
132;Noord-Nederland (LD);2006 3e kwartaal;357;345;12.0;357;72;285;357;357;255;16;31;55;0;357;15;101;102;80;47;12;0
133;Noord-Nederland (LD);2006 4e kwartaal;367;350;17.0;367;71;296;367;367;282;17;21;47;0;367;31;93;123;77;38;5;0
134;Noord-Nederland (LD);2006;1463;1406;57.0;1463;309;1154;1463;1463;1053;86;133;191;0;1463;93;422;464;302;155;27;0
135;Noord-Nederland (LD);2007 1e kwartaal;425;408;17.0;425;100;325;425;425;311;23;23;68;0;425;19;119;146;89;42;10;0
136;Noord-Nederland (LD);2007 2e kwartaal;373;362;11.0;373;92;281;373;373;268;21;20;64;0;373;19;90;122;95;37;10;0
137;Noord-Nederland (LD);2007 3e kwartaal;365;356;9.0;365;70;295;365;365;270;12;20;63;0;365;16;117;117;71;40;4;0
138;Noord-Nederland (LD);2007 4e kwartaal;331;319;12.0;331;65;266;331;331;241;18;18;54;0;331;25;99;106;83;12;6;0
139;Noord-Nederland (LD);2007;1494;1445;49.0;1494;327;1167;1494;1494;1090;74;81;249;0;1494;79;425;491;338;131;30;0
140;Noord-Nederland (LD);2008 1e kwartaal;281;281;;281;70;211;281;281;195;22;18;46;0;281;11;87;87;65;26;5;0
141;Noord-Nederland (LD);2008 2e kwartaal;209;209;;209;57;152;209;209;161;21;2;25;0;209;10;56;64;51;23;5;0
142;Noord-Nederland (LD);2008 3e kwartaal;217;217;;217;75;142;217;217;160;29;12;16;0;217;6;43;77;61;26;4;0
143;Noord-Nederland (LD);2008 4e kwartaal;278;278;;278;76;202;278;278;222;17;9;30;0;278;11;78;103;55;26;5;0
144;Noord-Nederland (LD);2008;985;985;;985;278;707;985;985;738;89;41;117;0;985;38;264;331;232;101;19;0
145;Noord-Nederland (LD);2009 1e kwartaal;294;294;;294;81;213;294;294;224;25;16;29;0;294;16;79;101;61;32;5;0
146;Noord-Nederland (LD);2009 2e kwartaal;282;282;;282;90;192;282;282;210;40;8;24;0;282;11;74;96;66;26;9;0
147;Noord-Nederland (LD);2009 3e kwartaal;307;307;;307;73;234;307;307;227;26;5;49;0;307;15;89;107;58;32;6;0
148;Noord-Nederland (LD);2009 4e kwartaal;354;354;;354;124;230;354;354;276;22;8;48;0;354;14;98;108;84;42;8;0
149;Noord-Nederland (LD);2009;1237;1237;;1237;368;869;1237;1237;937;113;37;150;0;1237;56;340;412;269;132;28;0
150;Noord-Nederland (LD);2010 1e kwartaal;390;390;;390;105;285;390;390;294;24;14;58;0;390;11;96;130;112;37;4;0
151;Noord-Nederland (LD);2010 2e kwartaal;329;329;;329;100;229;329;329;252;19;10;48;0;329;17;92;116;76;20;8;0
152;Noord-Nederland (LD);2010 3e kwartaal;322;322;;322;87;235;322;322;247;21;13;41;0;322;16;75;118;76;29;8;0
153;Noord-Nederland (LD);2010 4e kwartaal;419;419;;419;124;295;419;419;341;31;7;40;0;419;21;94;143;111;41;9;0
154;Noord-Nederland (LD);2010;1460;1460;;1460;416;1044;1460;1460;1134;95;44;187;0;1460;65;357;507;375;127;29;0
155;Noord-Nederland (LD);2011 1e kwartaal;473;473;;473;132;341;473;473;385;21;10;57;0;473;20;135;156;116;35;11;0
156;Noord-Nederland (LD);2011 2e kwartaal;539;539;;539;127;412;539;539;439;25;16;59;0;539;21;128;180;134;69;7;0
157;Noord-Nederland (LD);2011 3e kwartaal;464;464;;464;104;360;464;464;389;9;8;58;0;464;21;116;161;118;44;4;0
158;Noord-Nederland (LD);2011 4e kwartaal;503;503;;503;112;391;503;503;432;8;12;51;0;503;19;135;152;144;45;8;0
159;Noord-Nederland (LD);2011;1979;1979;;1979;475;1504;1979;1979;1645;63;46;225;0;1979;81;514;649;512;193;30;0
160;Noord-Nederland (LD);2012 1e kwartaal;552;552;;552;115;437;552;552;452;14;14;72;0;552;25;143;178;141;55;10;0
161;Noord-Nederland (LD);2012 2e kwartaal;508;508;;508;120;388;508;508;415;19;10;64;0;508;14;128;150;153;50;13;0
162;Noord-Nederland (LD);2012 3e kwartaal;550;550;;550;127;423;550;548;452;13;9;74;2;550;15;130;173;154;66;12;0
163;Noord-Nederland (LD);2012 4e kwartaal;557;557;;557;113;444;557;555;451;31;6;67;2;557;13;142;176;144;63;19;0
164;Noord-Nederland (LD);2012;2167;2167;;2167;475;1692;2167;2163;1770;77;39;277;4;2167;67;543;677;592;234;54;0
165;Noord-Nederland (LD);2013 1e kwartaal;604;604;;604;148;456;604;601;501;24;19;57;3;604;14;147;210;158;66;9;0
166;Noord-Nederland (LD);2013 2e kwartaal;485;485;;485;131;354;485;480;405;8;8;59;5;485;22;130;136;105;79;13;0
167;Noord-Nederland (LD);2013 3e kwartaal;548;548;;548;141;407;548;543;434;27;12;70;5;548;11;126;170;152;69;20;0
168;Noord-Nederland (LD);2013 4e kwartaal;457;457;;457;123;334;457;446;388;19;5;34;11;457;15;76;148;137;65;16;0
169;Noord-Nederland (LD);2013;2094;2094;;2094;543;1551;2094;2070;1728;78;44;220;24;2094;62;479;664;552;279;58;0
170;Noord-Nederland (LD);2014 1e kwartaal;669;669;;669;142;527;669;649;558;21;10;60;20;669;13;126;214;203;92;21;0
171;Noord-Nederland (LD);2014 2e kwartaal;648;648;;648;162;486;648;604;508;40;3;53;44;648;15;155;194;194;78;12;0
172;Noord-Nederland (LD);2014 3e kwartaal;548;548;;548;108;440;548;495;431;20;4;40;53;548;27;108;165;161;64;23;0
173;Noord-Nederland (LD);2014 4e kwartaal;541;541;;541;113;428;541;354;293;20;6;35;187;541;11;125;154;152;84;15;0
174;Noord-Nederland (LD);2014;2406;2406;;2406;525;1881;2406;2102;1790;101;23;188;304;2406;66;514;727;710;318;71;0
175;Noord-Nederland (LD);2015 1e kwartaal;603;603;;603;121;482;603;153;79;22;4;48;450;603;14;128;196;174;76;15;0
176;Noord-Nederland (LD);2015 2e kwartaal;513;513;;513;126;387;513;114;58;21;3;32;399;513;20;106;133;159;81;14;0
177;Noord-Nederland (LD);2015 3e kwartaal;528;528;;528;117;411;528;128;61;29;3;35;400;528;16;99;161;152;87;13;0
178;Noord-Nederland (LD);2015 4e kwartaal;514;514;;514;127;387;514;95;51;13;6;25;419;514;9;121;147;139;76;22;0
179;Noord-Nederland (LD);2015;2158;2158;;2158;491;1667;2158;490;249;85;16;140;1668;2158;59;454;637;624;320;64;0
180;Noord-Nederland (LD);2016 1e kwartaal;472;472;;472;119;353;472;69;43;10;1;15;403;472;9;100;137;146;67;13;0
181;Noord-Nederland (LD);2016 2e kwartaal;394;394;;394;90;304;394;52;29;9;0;14;342;394;11;98;105;115;56;9;0
182;Noord-Nederland (LD);2016 3e kwartaal;380;380;;380;78;302;380;36;21;5;3;7;344;380;10;62;112;126;58;12;0
183;Noord-Nederland (LD);2016 4e kwartaal;401;401;;401;86;315;401;21;6;5;0;10;380;401;5;85;102;135;56;18;0
184;Noord-Nederland (LD);2016;1647;1647;;1647;373;1274;1647;178;99;29;4;46;1469;1647;35;345;456;522;237;52;0
185;Noord-Nederland (LD);2017 1e kwartaal;398;398;;398;74;324;398;6;0;1;1;4;392;398;6;99;123;107;48;15;0
186;Noord-Nederland (LD);2017 2e kwartaal;320;320;;320;45;275;320;3;0;2;0;1;317;320;7;72;83;88;52;18;0
187;Noord-Nederland (LD);2017 3e kwartaal;326;326;;326;59;267;326;3;0;0;0;3;323;326;6;58;98;103;54;7;0
188;Noord-Nederland (LD);2017 4e kwartaal;307;307;;307;56;251;307;0;0;0;0;0;307;307;12;71;82;96;33;13;0
189;Noord-Nederland (LD);2017;1351;1351;;1351;234;1117;1351;12;0;3;1;8;1339;1351;31;300;386;394;187;53;0
190;Oost-Nederland (LD);1999 1e kwartaal;267;227;40.0;267;83;184;267;267;188;14;46;19;0;267;4;80;86;81;14;2;0
191;Oost-Nederland (LD);1999 2e kwartaal;410;390;20.0;410;76;334;410;410;288;28;72;22;0;410;31;125;131;92;27;3;1
192;Oost-Nederland (LD);1999 3e kwartaal;582;558;24.0;582;116;466;582;582;419;12;115;36;0;582;37;207;188;99;40;10;1
193;Oost-Nederland (LD);1999 4e kwartaal;688;652;36.0;688;113;575;688;688;498;23;111;56;0;688;57;235;226;123;38;9;0
194;Oost-Nederland (LD);1999;1947;1827;120.0;1947;388;1559;1947;1947;1393;77;344;133;0;1947;129;647;631;395;119;24;2
195;Oost-Nederland (LD);2000 1e kwartaal;662;623;39.0;662;103;559;662;662;475;27;116;44;0;662;47;232;211;130;37;5;0
