ID;RegioS;Perioden;TotaalUitgesprokenSchuldsaneringen_1;DirectDefinitief_2;NaVoorafgaandeVoorlopigeToepassing_3;NatuurlijkePersonenTotaal_4;NatuurlijkePersonenMetBedrijf_5;NatuurlijkePersonenZonderBedrijf_6;TotaalUitgesprokenSchuldsaneringen_7;TotaalBeeindigd_8;BeeindigdDoorSchoneLei_9;BeeindigdDoorAkkoord_10;BeeindigdDoorFaillissement_11;OverigeBeeindigingen_12;NogNietBeeindigd_13;TotaalUitgesprokenSchuldsaneringen_14;JongerDan25Jaar_15;k_25Tot35Jaar_16;k_35Tot45Jaar_17;k_45Tot55Jaar_18;k_55Tot65Jaar_19;k_65JaarEnOuder_20;Onbekend_21
394;Zuid-Nederland (LD);2001;1874;1837;37.0;1874;311;1563;1874;1874;1310;37;288;239;0;1874;116;601;641;378;113;25;0
395;Zuid-Nederland (LD);2002 1e kwartaal;423;403;20.0;423;71;352;423;423;291;3;71;58;0;423;26;151;125;85;28;8;0
396;Zuid-Nederland (LD);2002 2e kwartaal;431;419;12.0;431;73;358;431;431;288;3;82;58;0;431;33;145;149;71;26;7;0
397;Zuid-Nederland (LD);2002 3e kwartaal;481;436;45.0;481;97;384;481;481;327;4;92;58;0;481;19;140;151;120;47;4;0
398;Zuid-Nederland (LD);2002 4e kwartaal;566;529;37.0;566;97;469;566;566;387;6;122;51;0;566;37;185;195;104;40;5;0
399;Zuid-Nederland (LD);2002;1901;1787;114.0;1901;338;1563;1901;1901;1293;16;367;225;0;1901;115;621;620;380;141;24;0
400;Zuid-Nederland (LD);2003 1e kwartaal;493;462;31.0;493;93;400;493;493;344;12;89;48;0;493;40;161;164;86;39;3;0
401;Zuid-Nederland (LD);2003 2e kwartaal;500;471;29.0;500;84;416;500;500;342;7;104;47;0;500;24;186;174;86;25;5;0
402;Zuid-Nederland (LD);2003 3e kwartaal;459;438;21.0;459;78;381;459;459;314;2;98;45;0;459;33;157;156;90;18;5;0
403;Zuid-Nederland (LD);2003 4e kwartaal;631;583;48.0;631;117;514;631;631;452;15;112;52;0;631;33;218;201;124;46;9;0
404;Zuid-Nederland (LD);2003;2083;1954;129.0;2083;372;1711;2083;2083;1452;36;403;192;0;2083;130;722;695;386;128;22;0
405;Zuid-Nederland (LD);2004 1e kwartaal;750;729;21.0;750;95;655;750;750;529;10;134;77;0;750;61;239;244;152;47;7;0
406;Zuid-Nederland (LD);2004 2e kwartaal;629;618;11.0;629;105;524;629;629;423;18;107;81;0;629;38;178;219;131;53;10;0
407;Zuid-Nederland (LD);2004 3e kwartaal;675;659;16.0;675;126;549;675;675;479;24;116;56;0;675;43;202;216;140;62;12;0
408;Zuid-Nederland (LD);2004 4e kwartaal;674;661;13.0;674;136;538;674;674;478;22;82;92;0;674;33;197;245;135;57;7;0
409;Zuid-Nederland (LD);2004;2728;2667;61.0;2728;462;2266;2728;2728;1909;74;439;306;0;2728;175;816;924;558;219;36;0
410;Zuid-Nederland (LD);2005 1e kwartaal;845;824;21.0;845;165;680;845;845;594;31;115;105;0;845;62;240;283;176;70;14;0
411;Zuid-Nederland (LD);2005 2e kwartaal;629;605;24.0;629;94;535;629;629;433;19;92;85;0;629;37;187;202;141;50;12;0
412;Zuid-Nederland (LD);2005 3e kwartaal;655;634;21.0;655;109;546;655;655;453;19;97;86;0;655;26;177;223;160;58;11;0
413;Zuid-Nederland (LD);2005 4e kwartaal;664;624;40.0;664;103;561;664;664;475;23;62;104;0;664;26;181;228;158;54;17;0
414;Zuid-Nederland (LD);2005;2793;2687;106.0;2793;471;2322;2793;2793;1955;92;366;380;0;2793;151;785;936;635;232;54;0
415;Zuid-Nederland (LD);2006 1e kwartaal;812;762;50.0;812;113;699;812;812;583;25;69;135;0;812;34;213;278;190;74;23;0
416;Zuid-Nederland (LD);2006 2e kwartaal;830;788;42.0;830;115;715;830;830;569;20;81;160;0;830;43;210;265;192;95;25;0
417;Zuid-Nederland (LD);2006 3e kwartaal;806;761;45.0;806;130;676;806;806;558;27;69;152;0;806;39;210;244;191;102;20;0
418;Zuid-Nederland (LD);2006 4e kwartaal;834;789;45.0;834;97;737;834;834;613;24;43;154;0;834;31;219;296;181;92;15;0
419;Zuid-Nederland (LD);2006;3282;3100;182.0;3282;455;2827;3282;3282;2323;96;262;601;0;3282;147;852;1083;754;363;83;0
420;Zuid-Nederland (LD);2007 1e kwartaal;926;871;55.0;926;137;789;926;926;648;28;66;184;0;926;31;234;316;238;90;17;0
421;Zuid-Nederland (LD);2007 2e kwartaal;770;733;37.0;770;98;672;770;770;529;22;50;169;0;770;42;193;254;174;84;23;0
422;Zuid-Nederland (LD);2007 3e kwartaal;755;691;64.0;755;113;642;755;755;533;27;61;134;0;755;23;150;267;204;94;17;0
423;Zuid-Nederland (LD);2007 4e kwartaal;802;745;57.0;802;108;694;802;802;549;28;44;181;0;802;28;188;256;221;91;18;0
424;Zuid-Nederland (LD);2007;3253;3040;213.0;3253;456;2797;3253;3253;2259;105;221;668;0;3253;124;765;1093;837;359;75;0
425;Zuid-Nederland (LD);2008 1e kwartaal;670;670;;670;106;564;670;670;492;17;38;123;0;670;19;150;233;169;85;14;0
426;Zuid-Nederland (LD);2008 2e kwartaal;597;597;;597;57;540;597;597;438;18;36;105;0;597;25;138;203;157;64;10;0
427;Zuid-Nederland (LD);2008 3e kwartaal;475;475;;475;61;414;475;475;356;12;24;83;0;475;26;109;154;98;67;21;0
428;Zuid-Nederland (LD);2008 4e kwartaal;545;545;;545;59;486;545;545;399;19;34;93;0;545;23;126;174;134;71;17;0
429;Zuid-Nederland (LD);2008;2287;2287;;2287;283;2004;2287;2287;1685;66;132;404;0;2287;93;523;764;558;287;62;0
430;Zuid-Nederland (LD);2009 1e kwartaal;553;553;;553;70;483;553;553;432;27;30;64;0;553;20;140;174;148;54;17;0
431;Zuid-Nederland (LD);2009 2e kwartaal;449;449;;449;86;363;449;449;334;14;18;83;0;449;14;98;159;127;44;7;0
432;Zuid-Nederland (LD);2009 3e kwartaal;469;469;;469;113;356;469;469;361;17;35;56;0;469;10;126;162;121;43;7;0
433;Zuid-Nederland (LD);2009 4e kwartaal;540;540;;540;117;423;540;540;392;10;41;97;0;540;20;113;191;135;72;9;0
434;Zuid-Nederland (LD);2009;2011;2011;;2011;386;1625;2011;2011;1519;68;124;300;0;2011;64;477;686;531;213;40;0
435;Zuid-Nederland (LD);2010 1e kwartaal;585;585;;585;130;455;585;585;442;16;44;83;0;585;10;149;202;162;52;10;0
436;Zuid-Nederland (LD);2010 2e kwartaal;479;479;;479;108;371;479;479;381;7;28;63;0;479;15;107;171;115;57;14;0
437;Zuid-Nederland (LD);2010 3e kwartaal;657;657;;657;125;532;657;657;529;7;31;90;0;657;15;150;205;178;92;16;1
438;Zuid-Nederland (LD);2010 4e kwartaal;773;773;;773;144;629;773;772;580;16;35;141;1;773;25;179;249;228;77;15;0
439;Zuid-Nederland (LD);2010;2494;2494;;2494;507;1987;2494;2493;1932;46;138;377;1;2494;65;585;827;683;278;55;1
440;Zuid-Nederland (LD);2011 1e kwartaal;617;617;;617;115;502;617;617;474;11;30;102;0;617;28;165;187;162;61;14;0
441;Zuid-Nederland (LD);2011 2e kwartaal;710;710;;710;138;572;710;710;544;8;44;114;0;710;29;176;223;175;93;14;0
442;Zuid-Nederland (LD);2011 3e kwartaal;665;665;;665;117;548;665;665;525;14;28;98;0;665;16;165;208;187;80;9;0
443;Zuid-Nederland (LD);2011 4e kwartaal;804;804;;804;141;663;804;804;605;13;48;138;0;804;16;184;248;235;99;22;0
444;Zuid-Nederland (LD);2011;2796;2796;;2796;511;2285;2796;2796;2148;46;150;452;0;2796;89;690;866;759;333;59;0
445;Zuid-Nederland (LD);2012 1e kwartaal;743;743;;743;130;613;743;736;564;13;43;116;7;743;17;145;226;245;97;13;0
446;Zuid-Nederland (LD);2012 2e kwartaal;605;605;;605;110;495;605;600;482;4;28;86;5;605;12;146;186;168;76;17;0
447;Zuid-Nederland (LD);2012 3e kwartaal;714;714;;714;146;568;714;699;556;6;37;100;15;714;17;154;213;205;111;14;0
448;Zuid-Nederland (LD);2012 4e kwartaal;759;759;;759;121;638;759;736;562;16;29;129;23;759;15;174;248;196;104;22;0
449;Zuid-Nederland (LD);2012;2821;2821;;2821;507;2314;2821;2771;2164;39;137;431;50;2821;61;619;873;814;388;66;0
450;Zuid-Nederland (LD);2013 1e kwartaal;774;774;;774;154;620;774;729;577;3;19;130;45;774;17;161;249;224;98;25;0
451;Zuid-Nederland (LD);2013 2e kwartaal;599;599;;599;107;492;599;576;467;8;19;82;23;599;8;129;208;167;72;15;0
452;Zuid-Nederland (LD);2013 3e kwartaal;667;667;;667;136;531;667;602;484;15;17;86;65;667;13;136;221;192;81;24;0
453;Zuid-Nederland (LD);2013 4e kwartaal;786;786;;786;106;680;786;728;579;8;20;121;58;786;19;177;247;208;106;29;0
454;Zuid-Nederland (LD);2013;2826;2826;;2826;503;2323;2826;2635;2107;34;75;419;191;2826;57;603;925;791;357;93;0
455;Zuid-Nederland (LD);2014 1e kwartaal;683;683;;683;156;527;683;565;445;12;11;97;118;683;6;155;200;192;104;25;1
456;Zuid-Nederland (LD);2014 2e kwartaal;528;528;;528;95;433;528;454;365;9;10;70;74;528;12;116;168;143;71;17;1
457;Zuid-Nederland (LD);2014 3e kwartaal;555;555;;555;72;483;555;387;301;9;6;71;168;555;7;123;156;184;68;17;0
458;Zuid-Nederland (LD);2014 4e kwartaal;573;573;;573;98;475;573;257;188;3;11;55;316;573;10;119;173;156;87;28;0
459;Zuid-Nederland (LD);2014;2339;2339;;2339;421;1918;2339;1663;1299;33;38;293;676;2339;35;513;697;675;330;87;2
460;Zuid-Nederland (LD);2015 1e kwartaal;473;473;;473;78;395;473;88;27;10;7;44;385;473;2;104;119;142;83;23;0
461;Zuid-Nederland (LD);2015 2e kwartaal;486;486;;486;85;401;486;67;21;4;11;31;419;486;8;101;128;153;73;23;0
462;Zuid-Nederland (LD);2015 3e kwartaal;422;422;;422;71;351;422;66;22;4;11;29;356;422;6;85;139;129;49;14;0
463;Zuid-Nederland (LD);2015 4e kwartaal;484;484;;484;79;405;484;59;18;9;3;29;425;484;10;104;137;148;72;13;0
464;Zuid-Nederland (LD);2015;1865;1865;;1865;313;1552;1865;280;88;27;32;133;1585;1865;26;394;523;572;277;73;0
465;Zuid-Nederland (LD);2016 1e kwartaal;487;487;;487;89;398;487;52;16;3;1;32;435;487;8;118;126;137;78;20;0
466;Zuid-Nederland (LD);2016 2e kwartaal;407;407;;407;76;331;407;46;23;2;2;19;361;407;10;75;101;140;66;15;0
467;Zuid-Nederland (LD);2016 3e kwartaal;415;415;;415;65;350;415;26;13;2;0;11;389;415;3;76;119;138;61;18;0
468;Zuid-Nederland (LD);2016 4e kwartaal;481;481;;481;74;407;481;21;6;3;2;10;460;481;4;67;140;173;85;12;0
469;Zuid-Nederland (LD);2016;1790;1790;;1790;304;1486;1790;145;58;10;5;72;1645;1790;25;336;486;588;290;65;0
470;Zuid-Nederland (LD);2017 1e kwartaal;412;412;;412;72;340;412;7;0;2;1;4;405;412;2;72;137;119;68;14;0
471;Zuid-Nederland (LD);2017 2e kwartaal;396;396;;396;65;331;396;5;0;0;0;5;391;396;4;70;121;120;64;17;0
472;Zuid-Nederland (LD);2017 3e kwartaal;321;321;;321;38;283;321;3;0;1;0;2;318;321;3;63;61;120;48;26;0
473;Zuid-Nederland (LD);2017 4e kwartaal;315;315;;315;44;271;315;0;0;0;0;0;315;315;6;54;72;109;52;22;0
474;Zuid-Nederland (LD);2017;1444;1444;;1444;219;1225;1444;15;0;3;1;11;1429;1444;15;259;391;468;232;79;0
475;Groningen (PV);1999 1e kwartaal;29;27;2.0;29;13;16;29;29;24;2;3;0;0;29;3;10;7;5;4;0;0
476;Groningen (PV);1999 2e kwartaal;47;45;2.0;47;9;38;47;47;38;3;5;1;0;47;1;17;17;7;4;1;0
477;Groningen (PV);1999 3e kwartaal;82;82;0.0;82;12;70;82;82;67;6;5;4;0;82;2;27;25;19;9;0;0
478;Groningen (PV);1999 4e kwartaal;84;82;2.0;84;14;70;84;84;68;4;11;1;0;84;3;39;21;12;8;1;0
479;Groningen (PV);1999;242;236;6.0;242;48;194;242;242;197;15;24;6;0;242;9;93;70;43;25;2;0
480;Groningen (PV);2000 1e kwartaal;125;125;0.0;125;11;114;125;125;94;0;26;5;0;125;8;41;38;28;5;5;0
481;Groningen (PV);2000 2e kwartaal;99;99;0.0;99;5;94;99;99;77;2;13;7;0;99;5;32;33;23;4;2;0
482;Groningen (PV);2000 3e kwartaal;74;74;0.0;74;6;68;74;74;56;0;13;5;0;74;3;21;33;12;3;2;0
483;Groningen (PV);2000 4e kwartaal;102;102;0.0;102;8;94;102;102;83;0;15;4;0;102;11;31;36;18;4;2;0
484;Groningen (PV);2000;400;400;0.0;400;30;370;400;400;310;2;67;21;0;400;27;125;140;81;16;11;0
485;Groningen (PV);2001 1e kwartaal;88;88;0.0;88;16;72;88;88;73;4;8;3;0;88;4;25;31;22;4;2;0
486;Groningen (PV);2001 2e kwartaal;67;67;0.0;67;19;48;67;67;46;2;12;7;0;67;3;18;23;19;3;1;0
487;Groningen (PV);2001 3e kwartaal;58;58;0.0;58;8;50;58;58;38;0;11;9;0;58;10;19;13;11;4;1;0
488;Groningen (PV);2001 4e kwartaal;80;80;0.0;80;16;64;80;80;67;0;10;3;0;80;7;28;23;18;2;2;0
489;Groningen (PV);2001;293;293;0.0;293;59;234;293;293;224;6;41;22;0;293;24;90;90;70;13;6;0
490;Groningen (PV);2002 1e kwartaal;110;110;0.0;110;18;92;110;110;90;0;14;6;0;110;11;38;33;21;7;0;0
491;Groningen (PV);2002 2e kwartaal;103;103;0.0;103;14;89;103;103;79;1;19;4;0;103;8;28;38;23;4;2;0
492;Groningen (PV);2002 3e kwartaal;85;85;0.0;85;19;66;85;85;68;0;10;7;0;85;9;35;23;9;9;0;0
493;Groningen (PV);2002 4e kwartaal;97;96;1.0;97;23;74;97;97;72;2;16;7;0;97;6;39;29;18;2;3;0
494;Groningen (PV);2002;395;394;1.0;395;74;321;395;395;309;3;59;24;0;395;34;140;123;71;22;5;0
495;Groningen (PV);2003 1e kwartaal;121;120;1.0;121;29;92;121;121;101;0;10;10;0;121;13;36;38;21;10;3;0
496;Groningen (PV);2003 2e kwartaal;114;114;0.0;114;21;93;114;114;94;0;13;7;0;114;4;40;35;24;10;1;0
497;Groningen (PV);2003 3e kwartaal;94;92;2.0;94;24;70;94;94;83;3;4;4;0;94;6;29;31;22;2;4;0
498;Groningen (PV);2003 4e kwartaal;139;137;2.0;139;19;120;139;139;108;2;16;13;0;139;10;51;41;24;12;1;0
499;Groningen (PV);2003;468;463;5.0;468;93;375;468;468;386;5;43;34;0;468;33;156;145;91;34;9;0
500;Groningen (PV);2004 1e kwartaal;149;148;1.0;149;27;122;149;149;117;1;22;9;0;149;9;59;39;28;14;0;0
501;Groningen (PV);2004 2e kwartaal;178;178;0.0;178;30;148;178;178;141;3;22;12;0;178;20;60;62;25;10;1;0
502;Groningen (PV);2004 3e kwartaal;156;156;0.0;156;41;115;156;156;120;4;21;11;0;156;7;57;43;35;12;2;0
503;Groningen (PV);2004 4e kwartaal;201;201;0.0;201;37;164;201;201;161;8;19;13;0;201;10;67;67;43;10;4;0
504;Groningen (PV);2004;684;683;1.0;684;135;549;684;684;539;16;84;45;0;684;46;243;211;131;46;7;0
505;Groningen (PV);2005 1e kwartaal;211;211;0.0;211;35;176;211;211;163;2;28;18;0;211;18;65;60;40;23;5;0
506;Groningen (PV);2005 2e kwartaal;194;194;0.0;194;26;168;194;194;148;3;32;11;0;194;14;76;57;30;13;4;0
507;Groningen (PV);2005 3e kwartaal;141;141;0.0;141;33;108;141;141;103;1;20;17;0;141;7;42;39;31;21;1;0
508;Groningen (PV);2005 4e kwartaal;246;246;0.0;246;40;206;246;246;178;7;34;27;0;246;19;82;81;52;9;3;0
509;Groningen (PV);2005;792;792;0.0;792;134;658;792;792;592;13;114;73;0;792;58;265;237;153;66;13;0
510;Groningen (PV);2006 1e kwartaal;175;175;0.0;175;40;135;175;175;113;6;26;30;0;175;14;50;58;35;16;2;0
511;Groningen (PV);2006 2e kwartaal;174;174;0.0;174;32;142;174;174;116;8;31;19;0;174;13;47;56;43;10;5;0
512;Groningen (PV);2006 3e kwartaal;152;152;0.0;152;24;128;152;152;108;4;11;29;0;152;9;52;44;32;11;4;0
513;Groningen (PV);2006 4e kwartaal;189;189;0.0;189;25;164;189;189;149;4;11;25;0;189;15;40;56;53;22;3;0
514;Groningen (PV);2006;690;690;0.0;690;121;569;690;690;486;22;79;103;0;690;51;189;214;163;59;14;0
515;Groningen (PV);2007 1e kwartaal;202;202;0.0;202;34;168;202;202;146;7;14;35;0;202;9;61;70;36;22;4;0
516;Groningen (PV);2007 2e kwartaal;199;199;0.0;199;36;163;199;199;154;5;12;28;0;199;6;48;68;52;21;4;0
517;Groningen (PV);2007 3e kwartaal;188;188;0.0;188;30;158;188;188;139;6;10;33;0;188;8;69;59;31;17;4;0
518;Groningen (PV);2007 4e kwartaal;164;164;0.0;164;26;138;164;164;118;2;9;35;0;164;16;52;58;32;3;3;0
519;Groningen (PV);2007;753;753;0.0;753;126;627;753;753;557;20;45;131;0;753;39;230;255;151;63;15;0
520;Groningen (PV);2008 1e kwartaal;122;122;;122;25;97;122;122;92;1;8;21;0;122;4;45;44;19;9;1;0
521;Groningen (PV);2008 2e kwartaal;88;88;;88;16;72;88;88;73;1;2;12;0;88;6;27;27;20;7;1;0
522;Groningen (PV);2008 3e kwartaal;83;83;;83;21;62;83;83;62;4;5;12;0;83;2;12;30;23;13;3;0
523;Groningen (PV);2008 4e kwartaal;113;113;;113;11;102;113;113;90;0;6;17;0;113;7;40;38;13;11;4;0
524;Groningen (PV);2008;406;406;;406;73;333;406;406;317;6;21;62;0;406;19;124;139;75;40;9;0
525;Groningen (PV);2009 1e kwartaal;123;123;;123;24;99;123;123;94;3;11;15;0;123;11;34;44;20;12;2;0
526;Groningen (PV);2009 2e kwartaal;108;108;;108;14;94;108;108;88;1;4;15;0;108;8;33;35;21;9;2;0
527;Groningen (PV);2009 3e kwartaal;125;125;;125;19;106;125;125;100;1;1;23;0;125;5;41;38;19;16;6;0
528;Groningen (PV);2009 4e kwartaal;144;144;;144;30;114;144;144;123;0;0;21;0;144;7;47;41;31;15;3;0
529;Groningen (PV);2009;500;500;;500;87;413;500;500;405;5;16;74;0;500;31;155;158;91;52;13;0
530;Groningen (PV);2010 1e kwartaal;194;194;;194;29;165;194;194;145;4;8;37;0;194;5;46;61;58;22;2;0
531;Groningen (PV);2010 2e kwartaal;165;165;;165;34;131;165;165;137;2;7;19;0;165;11;47;56;36;10;5;0
532;Groningen (PV);2010 3e kwartaal;162;162;;162;26;136;162;162;133;6;6;17;0;162;8;30;63;40;15;6;0
533;Groningen (PV);2010 4e kwartaal;191;191;;191;35;156;191;191;156;7;3;25;0;191;10;46;60;54;15;6;0
534;Groningen (PV);2010;712;712;;712;124;588;712;712;571;19;24;98;0;712;34;169;240;188;62;19;0
535;Groningen (PV);2011 1e kwartaal;193;193;;193;38;155;193;193;157;3;4;29;0;193;13;55;56;44;19;6;0
536;Groningen (PV);2011 2e kwartaal;198;198;;198;40;158;198;198;156;3;7;32;0;198;11;40;66;49;30;2;0
537;Groningen (PV);2011 3e kwartaal;179;179;;179;37;142;179;179;152;0;4;23;0;179;8;47;62;43;19;0;0
538;Groningen (PV);2011 4e kwartaal;201;201;;201;38;163;201;201;168;1;6;26;0;201;3;65;58;53;18;4;0
539;Groningen (PV);2011;771;771;;771;153;618;771;771;633;7;21;110;0;771;35;207;242;189;86;12;0
540;Groningen (PV);2012 1e kwartaal;212;212;;212;31;181;212;212;170;1;5;36;0;212;17;60;65;45;19;6;0
541;Groningen (PV);2012 2e kwartaal;191;191;;191;34;157;191;191;160;0;5;26;0;191;4;52;64;48;16;7;0
542;Groningen (PV);2012 3e kwartaal;201;201;;201;31;170;201;199;169;0;3;27;2;201;7;53;62;46;27;6;0
543;Groningen (PV);2012 4e kwartaal;205;205;;205;31;174;205;203;162;2;3;36;2;205;4;55;69;48;24;5;0
544;Groningen (PV);2012;809;809;;809;127;682;809;805;661;3;16;125;4;809;32;220;260;187;86;24;0
545;Groningen (PV);2013 1e kwartaal;206;206;;206;36;170;206;205;178;2;4;21;1;206;2;48;68;58;27;3;0
546;Groningen (PV);2013 2e kwartaal;152;152;;152;38;114;152;152;130;3;0;19;0;152;8;32;51;38;21;2;0
547;Groningen (PV);2013 3e kwartaal;192;192;;192;39;153;192;190;158;2;7;23;2;192;7;35;59;59;27;5;0
548;Groningen (PV);2013 4e kwartaal;188;188;;188;39;149;188;187;165;4;2;16;1;188;5;31;63;46;33;10;0
549;Groningen (PV);2013;738;738;;738;152;586;738;734;631;11;13;79;4;738;22;146;241;201;108;20;0
550;Groningen (PV);2014 1e kwartaal;206;206;;206;40;166;206;200;182;0;2;16;6;206;9;34;63;71;23;6;0
551;Groningen (PV);2014 2e kwartaal;246;246;;246;45;201;246;235;208;4;1;22;11;246;5;59;66;77;29;10;0
552;Groningen (PV);2014 3e kwartaal;200;200;;200;35;165;200;182;166;1;0;15;18;200;12;40;57;57;23;11;0
553;Groningen (PV);2014 4e kwartaal;220;220;;220;34;186;220;158;135;2;1;20;62;220;3;56;58;63;32;8;0
554;Groningen (PV);2014;872;872;;872;154;718;872;775;691;7;4;73;97;872;29;189;244;268;107;35;0
555;Groningen (PV);2015 1e kwartaal;221;221;;221;37;184;221;52;36;3;0;13;169;221;6;38;71;68;30;8;0
556;Groningen (PV);2015 2e kwartaal;205;205;;205;43;162;205;31;17;2;1;11;174;205;9;46;54;63;28;5;0
557;Groningen (PV);2015 3e kwartaal;243;243;;243;40;203;243;49;37;1;1;10;194;243;5;47;69;85;33;4;0
558;Groningen (PV);2015 4e kwartaal;215;215;;215;37;178;215;35;21;3;3;8;180;215;5;51;67;50;32;10;0
559;Groningen (PV);2015;884;884;;884;157;727;884;167;111;9;5;42;717;884;25;182;261;266;123;27;0
560;Groningen (PV);2016 1e kwartaal;201;201;;201;31;170;201;26;20;2;0;4;175;201;3;56;60;56;22;4;0
561;Groningen (PV);2016 2e kwartaal;167;167;;167;33;134;167;18;13;0;0;5;149;167;7;42;42;48;22;6;0
562;Groningen (PV);2016 3e kwartaal;171;171;;171;27;144;171;20;14;1;1;4;151;171;6;29;59;46;28;3;0
563;Groningen (PV);2016 4e kwartaal;166;166;;166;35;131;166;4;2;0;0;2;162;166;2;35;49;54;21;5;0
564;Groningen (PV);2016;705;705;;705;126;579;705;68;49;3;1;15;637;705;18;162;210;204;93;18;0
565;Groningen (PV);2017 1e kwartaal;190;190;;190;26;164;190;3;0;0;1;2;187;190;1;55;59;43;23;9;0
566;Groningen (PV);2017 2e kwartaal;131;131;;131;11;120;131;1;0;0;0;1;130;131;4;28;23;41;25;10;0
567;Groningen (PV);2017 3e kwartaal;129;129;;129;18;111;129;0;0;0;0;0;129;129;1;30;45;32;17;4;0
568;Groningen (PV);2017 4e kwartaal;139;139;;139;20;119;139;0;0;0;0;0;139;139;7;32;37;44;13;6;0
569;Groningen (PV);2017;589;589;;589;75;514;589;4;0;0;1;3;585;589;13;145;164;160;78;29;0
570;Friesland (PV);1999 1e kwartaal;50;47;3.0;50;17;33;50;50;27;15;8;0;0;50;0;17;18;12;3;0;0
571;Friesland (PV);1999 2e kwartaal;40;37;3.0;40;11;29;40;40;26;2;8;4;0;40;2;7;12;15;3;1;0
572;Friesland (PV);1999 3e kwartaal;66;66;0.0;66;13;53;66;66;43;15;6;2;0;66;4;20;21;18;3;0;0
573;Friesland (PV);1999 4e kwartaal;48;43;5.0;48;10;38;48;48;27;16;4;1;0;48;1;17;18;10;2;0;0
574;Friesland (PV);1999;204;193;11.0;204;51;153;204;204;123;48;26;7;0;204;7;61;69;55;11;1;0
575;Friesland (PV);2000 1e kwartaal;74;74;0.0;74;15;59;74;74;55;5;6;8;0;74;2;15;34;14;7;2;0
576;Friesland (PV);2000 2e kwartaal;63;61;2.0;63;9;54;63;63;40;12;7;4;0;63;3;20;25;11;2;2;0
577;Friesland (PV);2000 3e kwartaal;81;73;8.0;81;10;71;81;81;58;6;16;1;0;81;3;21;22;24;8;3;0
578;Friesland (PV);2000 4e kwartaal;59;59;0.0;59;15;44;59;59;31;11;14;3;0;59;5;22;17;14;1;0;0
579;Friesland (PV);2000;277;267;10.0;277;49;228;277;277;184;34;43;16;0;277;13;78;98;63;18;7;0
580;Friesland (PV);2001 1e kwartaal;95;95;0.0;95;24;71;95;95;71;15;7;2;0;95;4;30;35;14;8;4;0
581;Friesland (PV);2001 2e kwartaal;73;73;0.0;73;16;57;73;73;48;9;15;1;0;73;5;26;22;15;5;0;0
582;Friesland (PV);2001 3e kwartaal;52;50;2.0;52;9;43;52;52;36;9;6;1;0;52;5;10;21;11;5;0;0
583;Friesland (PV);2001 4e kwartaal;69;65;4.0;69;12;57;69;69;49;8;10;2;0;69;3;24;20;14;7;1;0
584;Friesland (PV);2001;289;283;6.0;289;61;228;289;289;204;41;38;6;0;289;17;90;98;54;25;5;0
585;Friesland (PV);2002 1e kwartaal;83;70;13.0;83;21;62;83;83;66;7;8;2;0;83;6;22;30;15;9;1;0
586;Friesland (PV);2002 2e kwartaal;46;36;10.0;46;11;35;46;46;35;4;6;1;0;46;2;15;13;14;2;0;0
587;Friesland (PV);2002 3e kwartaal;78;70;8.0;78;24;54;78;78;65;4;4;5;0;78;5;21;29;17;6;0;0
588;Friesland (PV);2002 4e kwartaal;52;46;6.0;52;22;30;52;52;41;5;6;0;0;52;2;13;22;11;4;0;0
589;Friesland (PV);2002;259;222;37.0;259;78;181;259;259;207;20;24;8;0;259;15;71;94;57;21;1;0
590;Friesland (PV);2003 1e kwartaal;47;44;3.0;47;14;33;47;47;32;3;12;0;0;47;1;17;20;7;1;1;0
591;Friesland (PV);2003 2e kwartaal;84;82;2.0;84;31;53;84;84;68;6;8;2;0;84;3;28;35;17;1;0;0
592;Friesland (PV);2003 3e kwartaal;46;38;8.0;46;23;23;46;46;34;7;3;2;0;46;1;21;15;6;2;1;0
593;Friesland (PV);2003 4e kwartaal;47;44;3.0;47;10;37;47;47;38;2;6;1;0;47;2;19;15;8;3;0;0
594;Friesland (PV);2003;224;208;16.0;224;78;146;224;224;172;18;29;5;0;224;7;85;85;38;7;2;0
595;Friesland (PV);2004 1e kwartaal;69;61;8.0;69;26;43;69;69;50;16;3;0;0;69;5;19;17;20;8;0;0
596;Friesland (PV);2004 2e kwartaal;60;52;8.0;60;25;35;60;60;37;15;5;3;0;60;3;17;20;10;5;5;0
597;Friesland (PV);2004 3e kwartaal;73;66;7.0;73;36;37;73;73;49;16;5;3;0;73;0;21;32;15;4;1;0
598;Friesland (PV);2004 4e kwartaal;81;76;5.0;81;26;55;81;81;58;8;5;10;0;81;4;31;26;15;5;0;0
599;Friesland (PV);2004;283;255;28.0;283;113;170;283;283;194;55;18;16;0;283;12;88;95;60;22;6;0
600;Friesland (PV);2005 1e kwartaal;106;95;11.0;106;45;61;106;106;71;21;9;5;0;106;8;30;40;20;7;1;0
601;Friesland (PV);2005 2e kwartaal;91;79;12.0;91;24;67;91;91;69;13;4;5;0;91;10;29;32;14;5;1;0
602;Friesland (PV);2005 3e kwartaal;65;61;4.0;65;28;37;65;65;50;8;5;2;0;65;2;19;22;15;7;0;0
603;Friesland (PV);2005 4e kwartaal;101;87;14.0;101;36;65;101;101;70;22;6;3;0;101;8;28;33;19;11;2;0
604;Friesland (PV);2005;363;322;41.0;363;133;230;363;363;260;64;24;15;0;363;28;106;127;68;30;4;0
