ID;KenmerkenHuishouden;AantalKinderen;Perioden;Paren_1;BeidePartnersWerkzaam_2;BeidePartnersVoltijd_3;EenPartnerVoltijdEenDeeltijd_4;ManVoltijdPartnerDeeltijd_5;VrouwVoltijdPartnerDeeltijd_6;VoltijdPartner20Tot35Uur_7;ManVoltijdPartner20Tot35Uur_8;VrouwVoltijdPartner20Tot35Uur_9;VoltijdPartner12Tot20Uur_10;ManVoltijdPartner12Tot20Uur_11;VrouwVoltijdPartner12Tot20Uur_12;VoltijdPartner12Uur_13;ManVoltijdPartner12Uur_14;VrouwVoltijdPartner12Uur_15;BeidePartnersDeeltijd_16;BeidePartners20Tot35Uur_17;k_20Tot35UurPartner12Tot20Uur_18;Man20Tot35UurPartner12Tot20_19;Vrouw20Tot35UurPartner12Tot20_20;k_20Tot35UurPartner12Uur_21;Man20Tot35UurPartner12Uur_22;Vrouw20Tot35UurPartner12Uur_23;BeidePartners12Tot20Uur_24;k_12Tot20UurPartner12Uur_25;Man12Tot20UurPartner12Uur_26;Vrouw12Tot20UurPartner12Uur_27;BeidePartners12Uur_28;EenVanDePartnersWerkzaam_29;ManWerkzaamPartnerNiet_30;VrouwWerkzaamPartnerNiet_31;VoltijdWerkzaamPartnerNiet_32;ManVoltijdWerkzaamPartnerNiet_33;VrouwVoltijdWerkzaamPartnerNiet_34;DeeltijdWerkzaamPartnerNiet_35;ManDeeltijdWerkzaamPartnerNiet_36;VrouwDeeltijdWerkzaamPartnerNiet_37;k_20Tot35UurWerkzaamPartnerNiet_38;Man20Tot35UurPartnerNiet_39;Vrouw20Tot35UurPartnerNiet_40;k_12Tot20UurWerkzaamPartnerNiet_41;Man12Tot20UurPartnerNiet_42;Vrouw12Tot20UurPartnerNiet_43;k_12UurWerkzaamPartnerNiet_44;Man12UurWerkzaamPartnerNiet_45;Vrouw12UurWerkzaamPartnerNiet_46;BeidePartnersNietWerkzaam_47
10;Totaal ;Totaal ;2005 1e kwartaal;3959.0;2141.0;393.0;1531.0;1471.0;60.0;893.0;849.0;44.0;392.0;386.0;6.0;245.0;235.0;10.0;218.0;120.0;44.0;31.0;13.0;35.0;20.0;15.0;4.0;7.0;4.0;3.0;8.0;1109.0;878.0;231.0;797.0;739.0;58.0;312.0;139.0;173.0;178.0;81.0;97.0;57.0;20.0;36.0;77.0;38.0;40.0;709.0
11;Totaal ;Totaal ;2005 2e kwartaal;3956.0;2159.0;400.0;1543.0;1483.0;59.0;905.0;861.0;44.0;395.0;387.0;8.0;243.0;235.0;8.0;216.0;119.0;44.0;30.0;14.0;33.0;20.0;13.0;5.0;8.0;5.0;3.0;7.0;1089.0;862.0;227.0;779.0;724.0;55.0;310.0;138.0;172.0;177.0;81.0;95.0;54.0;19.0;35.0;79.0;37.0;41.0;708.0
12;Totaal ;Totaal ;2005 3e kwartaal;3937.0;2159.0;403.0;1536.0;1475.0;61.0;887.0;843.0;44.0;401.0;393.0;8.0;248.0;239.0;9.0;220.0;122.0;47.0;34.0;13.0;30.0;18.0;12.0;5.0;7.0;4.0;3.0;9.0;1077.0;849.0;228.0;763.0;709.0;55.0;314.0;140.0;174.0;174.0;78.0;96.0;58.0;23.0;35.0;81.0;39.0;42.0;701.0
13;Totaal ;Totaal ;2005 4e kwartaal;3948.0;2185.0;408.0;1550.0;1491.0;59.0;908.0;865.0;43.0;398.0;389.0;8.0;245.0;237.0;8.0;227.0;129.0;48.0;37.0;11.0;29.0;18.0;12.0;4.0;9.0;4.0;5.0;8.0;1063.0;828.0;235.0;748.0;693.0;56.0;315.0;136.0;179.0;171.0;77.0;94.0;61.0;22.0;38.0;83.0;37.0;47.0;700.0
14;Totaal ;Totaal ;2005;3950.0;2161.0;401.0;1540.0;1480.0;60.0;898.0;854.0;44.0;396.0;389.0;7.0;245.0;237.0;9.0;220.0;122.0;46.0;33.0;12.0;32.0;19.0;13.0;5.0;8.0;4.0;4.0;8.0;1084.0;854.0;230.0;772.0;716.0;56.0;313.0;138.0;175.0;175.0;79.0;96.0;57.0;21.0;36.0;80.0;38.0;42.0;705.0
15;Totaal ;Totaal ;2006 1e kwartaal;3962.0;2189.0;406.0;1548.0;1488.0;60.0;910.0;865.0;44.0;396.0;388.0;8.0;243.0;235.0;8.0;235.0;136.0;49.0;37.0;12.0;30.0;18.0;12.0;4.0;8.0;4.0;4.0;8.0;1052.0;824.0;228.0;741.0;686.0;55.0;311.0;138.0;173.0;173.0;81.0;92.0;59.0;20.0;38.0;79.0;36.0;43.0;721.0
16;Totaal ;Totaal ;2006 2e kwartaal;3969.0;2205.0;420.0;1554.0;1492.0;62.0;921.0;875.0;46.0;397.0;389.0;8.0;236.0;228.0;9.0;232.0;133.0;48.0;36.0;12.0;29.0;17.0;12.0;5.0;8.0;4.0;4.0;8.0;1050.0;821.0;229.0;744.0;686.0;58.0;305.0;135.0;171.0;174.0;79.0;95.0;54.0;17.0;37.0;77.0;38.0;39.0;715.0
17;Totaal ;Totaal ;2006 3e kwartaal;3962.0;2221.0;429.0;1567.0;1501.0;67.0;940.0;891.0;49.0;395.0;387.0;8.0;232.0;223.0;9.0;225.0;128.0;46.0;36.0;10.0;32.0;19.0;13.0;4.0;7.0;4.0;4.0;7.0;1032.0;805.0;226.0;732.0;673.0;59.0;300.0;132.0;168.0;170.0;75.0;95.0;55.0;18.0;37.0;75.0;39.0;36.0;709.0
18;Totaal ;Totaal ;2006 4e kwartaal;3967.0;2263.0;441.0;1590.0;1521.0;69.0;955.0;905.0;50.0;404.0;395.0;9.0;231.0;221.0;10.0;233.0;132.0;46.0;35.0;11.0;34.0;20.0;14.0;4.0;8.0;4.0;4.0;8.0;1005.0;783.0;222.0;707.0;650.0;56.0;298.0;133.0;166.0;170.0;77.0;93.0;54.0;18.0;36.0;74.0;38.0;36.0;699.0
19;Totaal ;Totaal ;2006;3965.0;2219.0;424.0;1565.0;1500.0;64.0;931.0;884.0;47.0;398.0;390.0;8.0;236.0;227.0;9.0;231.0;132.0;47.0;36.0;11.0;31.0;18.0;13.0;4.0;8.0;4.0;4.0;8.0;1035.0;808.0;226.0;731.0;674.0;57.0;304.0;134.0;169.0;172.0;78.0;94.0;55.0;18.0;37.0;76.0;38.0;38.0;711.0
20;Totaal ;Totaal ;2007 1e kwartaal;3969.0;2271.0;440.0;1590.0;1525.0;65.0;960.0;913.0;47.0;395.0;386.0;9.0;234.0;226.0;8.0;242.0;140.0;46.0;35.0;10.0;33.0;20.0;13.0;6.0;10.0;4.0;6.0;8.0;998.0;782.0;216.0;704.0;649.0;55.0;294.0;133.0;162.0;163.0;71.0;93.0;51.0;20.0;32.0;80.0;42.0;37.0;700.0
21;Totaal ;Totaal ;2007 2e kwartaal;3958.0;2298.0;452.0;1600.0;1534.0;66.0;972.0;921.0;50.0;411.0;403.0;8.0;218.0;210.0;8.0;246.0;142.0;45.0;33.0;12.0;34.0;21.0;12.0;5.0;11.0;5.0;6.0;10.0;978.0;764.0;214.0;686.0;632.0;54.0;291.0;132.0;159.0;161.0;72.0;88.0;53.0;22.0;31.0;78.0;38.0;40.0;682.0
22;Totaal ;Totaal ;2007 3e kwartaal;3949.0;2302.0;454.0;1608.0;1541.0;67.0;989.0;940.0;49.0;399.0;391.0;8.0;220.0;210.0;10.0;240.0;142.0;43.0;33.0;10.0;32.0;21.0;11.0;5.0;10.0;3.0;7.0;7.0;973.0;760.0;213.0;673.0;620.0;53.0;300.0;140.0;160.0;166.0;76.0;89.0;59.0;24.0;35.0;76.0;39.0;36.0;674.0
23;Totaal ;Totaal ;2007 4e kwartaal;3951.0;2328.0;452.0;1627.0;1562.0;65.0;1011.0;963.0;49.0;402.0;394.0;8.0;214.0;206.0;8.0;248.0;144.0;47.0;35.0;12.0;34.0;22.0;13.0;6.0;10.0;4.0;6.0;7.0;949.0;732.0;217.0;650.0;601.0;49.0;300.0;132.0;168.0;159.0;69.0;90.0;63.0;24.0;40.0;77.0;39.0;38.0;674.0
24;Totaal ;Totaal ;2007;3957.0;2300.0;449.0;1606.0;1541.0;66.0;983.0;934.0;49.0;402.0;393.0;8.0;222.0;213.0;9.0;244.0;142.0;45.0;34.0;11.0;33.0;21.0;12.0;6.0;10.0;4.0;6.0;8.0;975.0;759.0;215.0;678.0;625.0;53.0;296.0;134.0;162.0;162.0;72.0;90.0;57.0;22.0;34.0;78.0;40.0;38.0;682.0
25;Totaal ;Totaal ;2008 1e kwartaal;3986.0;2352.0;461.0;1636.0;1569.0;67.0;1040.0;989.0;51.0;382.0;374.0;9.0;214.0;207.0;7.0;255.0;151.0;48.0;34.0;14.0;34.0;20.0;14.0;5.0;11.0;3.0;7.0;7.0;963.0;750.0;213.0;663.0;613.0;50.0;300.0;138.0;162.0;164.0;77.0;87.0;60.0;23.0;37.0;76.0;38.0;38.0;671.0
26;Totaal ;Totaal ;2008 2e kwartaal;3985.0;2380.0;471.0;1657.0;1589.0;68.0;1055.0;1004.0;51.0;392.0;384.0;8.0;211.0;202.0;9.0;252.0;143.0;51.0;37.0;14.0;33.0;21.0;12.0;5.0;10.0;4.0;6.0;9.0;943.0;741.0;202.0;655.0;611.0;44.0;288.0;130.0;158.0;152.0;71.0;82.0;62.0;23.0;39.0;74.0;36.0;38.0;661.0
27;Totaal ;Totaal ;2008 3e kwartaal;3990.0;2390.0;476.0;1664.0;1597.0;66.0;1061.0;1011.0;50.0;392.0;384.0;8.0;211.0;202.0;8.0;250.0;147.0;49.0;36.0;13.0;34.0;21.0;13.0;5.0;8.0;3.0;5.0;8.0;937.0;734.0;203.0;645.0;598.0;47.0;291.0;136.0;155.0;153.0;71.0;82.0;62.0;25.0;37.0;75.0;39.0;36.0;663.0
28;Totaal ;Totaal ;2008 4e kwartaal;3993.0;2404.0;477.0;1675.0;1607.0;68.0;1090.0;1038.0;52.0;384.0;376.0;8.0;201.0;193.0;8.0;252.0;147.0;48.0;36.0;13.0;34.0;20.0;14.0;4.0;9.0;5.0;5.0;9.0;935.0;716.0;218.0;638.0;585.0;52.0;297.0;131.0;166.0;156.0;68.0;88.0;61.0;22.0;38.0;80.0;40.0;40.0;654.0
29;Totaal ;Totaal ;2008;3988.0;2382.0;471.0;1658.0;1591.0;67.0;1062.0;1010.0;51.0;387.0;379.0;8.0;209.0;201.0;8.0;252.0;147.0;49.0;36.0;13.0;34.0;21.0;13.0;5.0;10.0;4.0;6.0;8.0;944.0;735.0;209.0;650.0;602.0;48.0;294.0;134.0;160.0;156.0;72.0;85.0;61.0;23.0;38.0;76.0;38.0;38.0;662.0
30;Totaal ;Totaal ;2009 1e kwartaal;3980.0;2399.0;461.0;1683.0;1612.0;70.0;1100.0;1046.0;54.0;379.0;371.0;8.0;204.0;195.0;8.0;256.0;144.0;50.0;36.0;14.0;35.0;19.0;16.0;6.0;12.0;6.0;6.0;9.0;937.0;720.0;217.0;633.0;578.0;55.0;305.0;142.0;162.0;160.0;74.0;86.0;62.0;25.0;37.0;83.0;43.0;40.0;644.0
31;Totaal ;Totaal ;2009 2e kwartaal;3983.0;2375.0;448.0;1666.0;1597.0;69.0;1086.0;1035.0;51.0;381.0;373.0;8.0;199.0;190.0;9.0;260.0;149.0;50.0;38.0;13.0;33.0;18.0;16.0;7.0;13.0;6.0;6.0;9.0;963.0;731.0;232.0;645.0;586.0;59.0;318.0;144.0;173.0;173.0;77.0;96.0;60.0;24.0;36.0;85.0;43.0;42.0;645.0
32;Totaal ;Totaal ;2009 3e kwartaal;3990.0;2369.0;462.0;1647.0;1573.0;74.0;1083.0;1029.0;55.0;369.0;361.0;8.0;194.0;183.0;11.0;260.0;149.0;49.0;36.0;13.0;36.0;19.0;17.0;7.0;11.0;5.0;6.0;8.0;965.0;728.0;236.0;635.0;579.0;56.0;330.0;150.0;180.0;185.0;85.0;100.0;58.0;20.0;38.0;87.0;45.0;42.0;656.0
33;Totaal ;Totaal ;2009 4e kwartaal;3992.0;2366.0;466.0;1642.0;1570.0;71.0;1075.0;1021.0;54.0;374.0;366.0;8.0;192.0;184.0;9.0;258.0;151.0;46.0;31.0;15.0;36.0;17.0;18.0;6.0;11.0;5.0;6.0;9.0;978.0;737.0;241.0;643.0;580.0;63.0;335.0;157.0;178.0;189.0;87.0;102.0;58.0;22.0;36.0;88.0;48.0;39.0;648.0
34;Totaal ;Totaal ;2009;3986.0;2377.0;459.0;1659.0;1588.0;71.0;1086.0;1032.0;54.0;376.0;368.0;8.0;197.0;188.0;9.0;259.0;148.0;49.0;35.0;14.0;35.0;18.0;17.0;6.0;12.0;6.0;6.0;8.0;961.0;729.0;232.0;639.0;581.0;58.0;322.0;148.0;173.0;177.0;81.0;96.0;60.0;23.0;37.0;85.0;45.0;41.0;649.0
35;Totaal ;Totaal ;2010 1e kwartaal;3990.0;2349.0;465.0;1626.0;1550.0;76.0;1055.0;998.0;57.0;376.0;365.0;10.0;196.0;187.0;9.0;258.0;154.0;47.0;32.0;15.0;32.0;16.0;16.0;4.0;11.0;4.0;7.0;9.0;977.0;731.0;246.0;638.0;575.0;63.0;339.0;156.0;183.0;189.0;83.0;106.0;61.0;24.0;38.0;89.0;49.0;40.0;664.0
36;Totaal ;Totaal ;2010 2e kwartaal;3981.0;2360.0;468.0;1631.0;1555.0;76.0;1074.0;1016.0;58.0;371.0;361.0;10.0;186.0;178.0;8.0;261.0;150.0;50.0;34.0;16.0;36.0;19.0;17.0;4.0;13.0;6.0;6.0;8.0;955.0;708.0;247.0;611.0;554.0;57.0;345.0;155.0;190.0;201.0;88.0;113.0;60.0;24.0;37.0;84.0;43.0;40.0;665.0
37;Totaal ;Totaal ;2010 3e kwartaal;3979.0;2363.0;470.0;1632.0;1553.0;80.0;1094.0;1033.0;61.0;360.0;351.0;10.0;178.0;169.0;9.0;260.0;160.0;42.0;30.0;13.0;34.0;21.0;14.0;6.0;9.0;4.0;6.0;8.0;957.0;718.0;238.0;624.0;567.0;57.0;332.0;151.0;181.0;198.0;89.0;109.0;58.0;19.0;38.0;77.0;43.0;33.0;660.0
38;Totaal ;Totaal ;2010 4e kwartaal;3992.0;2387.0;468.0;1655.0;1582.0;73.0;1100.0;1045.0;55.0;372.0;363.0;10.0;183.0;174.0;8.0;263.0;161.0;44.0;32.0;12.0;34.0;20.0;14.0;5.0;11.0;5.0;6.0;8.0;936.0;697.0;238.0;605.0;542.0;62.0;331.0;155.0;176.0;192.0;91.0;101.0;61.0;21.0;40.0;78.0;43.0;35.0;669.0
39;Totaal ;Totaal ;2010;3985.0;2364.0;468.0;1636.0;1560.0;76.0;1081.0;1023.0;58.0;370.0;360.0;10.0;186.0;177.0;9.0;260.0;156.0;46.0;32.0;14.0;34.0;19.0;15.0;5.0;11.0;5.0;6.0;8.0;956.0;714.0;243.0;619.0;559.0;60.0;337.0;154.0;183.0;195.0;88.0;107.0;60.0;22.0;38.0;82.0;45.0;37.0;665.0
40;Totaal ;Totaal ;2011 1e kwartaal;3981.0;2352.0;440.0;1644.0;1565.0;79.0;1100.0;1041.0;58.0;367.0;356.0;11.0;178.0;168.0;10.0;268.0;163.0;46.0;33.0;13.0;35.0;22.0;13.0;5.0;10.0;4.0;6.0;9.0;947.0;695.0;251.0;607.0;546.0;61.0;340.0;149.0;191.0;198.0;88.0;110.0;62.0;21.0;42.0;80.0;41.0;39.0;683.0
41;Totaal ;Totaal ;2011 2e kwartaal;3966.0;2339.0;445.0;1630.0;1554.0;76.0;1098.0;1040.0;58.0;362.0;353.0;9.0;171.0;161.0;10.0;264.0;156.0;42.0;31.0;11.0;37.0;23.0;15.0;7.0;10.0;4.0;6.0;11.0;953.0;694.0;259.0;622.0;558.0;64.0;331.0;136.0;195.0;193.0;78.0;115.0;57.0;19.0;38.0;82.0;40.0;42.0;674.0
42;Totaal ;Totaal ;2011 3e kwartaal;3957.0;2338.0;453.0;1614.0;1533.0;80.0;1090.0;1029.0;62.0;350.0;341.0;9.0;173.0;164.0;10.0;271.0;159.0;44.0;32.0;11.0;40.0;24.0;16.0;6.0;11.0;4.0;7.0;11.0;953.0;704.0;249.0;635.0;572.0;63.0;318.0;132.0;186.0;175.0;69.0;105.0;56.0;19.0;37.0;88.0;44.0;44.0;666.0
43;Totaal ;Totaal ;2011 4e kwartaal;3959.0;2371.0;456.0;1642.0;1561.0;81.0;1112.0;1050.0;62.0;347.0;338.0;8.0;183.0;172.0;11.0;273.0;163.0;45.0;32.0;13.0;39.0;23.0;17.0;5.0;11.0;4.0;7.0;11.0;931.0;691.0;240.0;607.0;550.0;57.0;324.0;141.0;183.0;179.0;73.0;106.0;54.0;19.0;35.0;91.0;49.0;42.0;658.0
44;Totaal ;Totaal ;2011;3966.0;2350.0;449.0;1632.0;1553.0;79.0;1100.0;1040.0;60.0;356.0;347.0;9.0;176.0;166.0;10.0;269.0;160.0;44.0;32.0;12.0;38.0;23.0;15.0;6.0;10.0;4.0;6.0;10.0;946.0;696.0;250.0;618.0;556.0;61.0;328.0;140.0;189.0;186.0;77.0;109.0;57.0;19.0;38.0;85.0;43.0;42.0;670.0
45;Totaal ;Totaal ;2012 1e kwartaal;3955.0;2346.0;442.0;1630.0;1547.0;83.0;1106.0;1041.0;65.0;348.0;339.0;9.0;176.0;168.0;9.0;274.0;162.0;47.0;35.0;12.0;39.0;22.0;18.0;5.0;10.0;4.0;6.0;10.0;950.0;699.0;251.0;608.0;550.0;58.0;342.0;149.0;193.0;194.0;79.0;114.0;57.0;21.0;36.0;91.0;49.0;42.0;659.0
46;Totaal ;Totaal ;2012 2e kwartaal;3939.0;2346.0;446.0;1627.0;1543.0;84.0;1112.0;1046.0;66.0;343.0;335.0;8.0;172.0;161.0;10.0;273.0;163.0;50.0;34.0;16.0;36.0;21.0;15.0;5.0;9.0;3.0;6.0;9.0;949.0;691.0;258.0;603.0;542.0;61.0;346.0;148.0;197.0;194.0;78.0;116.0;62.0;22.0;40.0;90.0;48.0;42.0;645.0
47;Totaal ;Totaal ;2012 3e kwartaal;3946.0;2346.0;437.0;1643.0;1558.0;84.0;1121.0;1055.0;67.0;344.0;336.0;8.0;178.0;168.0;10.0;266.0;163.0;45.0;32.0;14.0;36.0;21.0;15.0;6.0;7.0;2.0;5.0;9.0;956.0;698.0;258.0;607.0;550.0;57.0;349.0;149.0;200.0;192.0;76.0;117.0;60.0;19.0;41.0;97.0;54.0;43.0;644.0
48;Totaal ;Totaal ;2012 4e kwartaal;3950.0;2339.0;426.0;1640.0;1553.0;87.0;1119.0;1053.0;66.0;338.0;328.0;9.0;183.0;171.0;12.0;273.0;164.0;47.0;34.0;14.0;38.0;20.0;18.0;5.0;10.0;4.0;6.0;10.0;953.0;689.0;263.0;597.0;534.0;64.0;355.0;155.0;200.0;200.0;83.0;117.0;63.0;22.0;42.0;92.0;51.0;41.0;658.0
49;Totaal ;Totaal ;2012;3947.0;2344.0;438.0;1635.0;1550.0;85.0;1115.0;1049.0;66.0;343.0;335.0;9.0;177.0;167.0;10.0;271.0;163.0;47.0;34.0;14.0;37.0;21.0;16.0;5.0;9.0;3.0;6.0;10.0;952.0;694.0;258.0;604.0;544.0;60.0;348.0;150.0;198.0;195.0;79.0;116.0;61.0;21.0;40.0;92.0;50.0;42.0;651.0
50;Totaal ;Totaal ;2013 1e kwartaal;3949.0;2292.0;414.0;1591.0;1505.0;86.0;1085.0;1020.0;65.0;323.0;315.0;9.0;183.0;170.0;13.0;286.0;168.0;46.0;34.0;12.0;39.0;21.0;18.0;8.0;13.0;5.0;8.0;12.0;967.0;692.0;275.0;598.0;532.0;66.0;369.0;160.0;209.0;209.0;84.0;124.0;67.0;26.0;41.0;93.0;50.0;43.0;690.0
51;Totaal ;Totaal ;2013 2e kwartaal;3939.0;2283.0;421.0;1585.0;1496.0;89.0;1085.0;1018.0;67.0;317.0;309.0;9.0;183.0;169.0;14.0;277.0;161.0;46.0;32.0;14.0;42.0;21.0;21.0;5.0;14.0;6.0;7.0;9.0;967.0;689.0;279.0;598.0;533.0;65.0;369.0;156.0;213.0;207.0;78.0;128.0;66.0;24.0;42.0;96.0;53.0;43.0;688.0
52;Totaal ;Totaal ;2013 3e kwartaal;3946.0;2276.0;436.0;1566.0;1483.0;83.0;1076.0;1013.0;63.0;302.0;294.0;8.0;188.0;175.0;13.0;274.0;159.0;45.0;32.0;14.0;41.0;21.0;20.0;4.0;12.0;5.0;8.0;11.0;976.0;694.0;281.0;603.0;535.0;68.0;373.0;159.0;213.0;210.0;82.0;128.0;66.0;23.0;43.0;97.0;54.0;42.0;695.0
53;Totaal ;Totaal ;2013 4e kwartaal;3944.0;2266.0;438.0;1552.0;1471.0;81.0;1066.0;1007.0;60.0;313.0;302.0;11.0;172.0;162.0;10.0;276.0;161.0;47.0;32.0;15.0;42.0;23.0;19.0;4.0;11.0;6.0;5.0;10.0;996.0;710.0;286.0;619.0;547.0;72.0;377.0;162.0;214.0;212.0;84.0;129.0;69.0;24.0;45.0;96.0;55.0;40.0;682.0
54;Totaal ;Totaal ;2013;3944.0;2279.0;427.0;1573.0;1489.0;85.0;1078.0;1015.0;63.0;314.0;305.0;9.0;182.0;169.0;12.0;278.0;162.0;46.0;33.0;14.0;41.0;22.0;20.0;5.0;13.0;6.0;7.0;11.0;977.0;696.0;280.0;605.0;537.0;68.0;372.0;159.0;212.0;209.0;82.0;127.0;67.0;24.0;43.0;95.0;53.0;42.0;689.0
