ID;Herkomstgroeperingen;Opleidingsniveau;Beroepsniveau;Perioden;OrganisatiegraadVanWerknemers_1;Mannen15Tot65Jaar_2;Vrouwen15Tot65Jaar_3;k_15Tot25Jaar_4;k_25Tot45Jaar_5;k_45Tot65Jaar_6;LedenVakverenigingTotaal_7;Mannen15Tot65Jaar_8;Vrouwen15Tot65Jaar_9;k_15Tot25Jaar_10;k_25Tot45Jaar_11;k_45Tot65Jaar_12
358;Autochtoon;Hoger onderwijsniveau;Middelbaar beroepsniveau;2004;22.0;27.0;18.0;;19.0;34.0;59.8;36.1;23.7;;31.5;26.8
359;Autochtoon;Hoger onderwijsniveau;Middelbaar beroepsniveau;2006;20.0;21.0;18.0;;15.0;34.0;55.1;31.2;24.0;;26.3;28.3
360;Autochtoon;Hoger onderwijsniveau;Hoger beroepsniveau;2000;30.0;27.0;34.0;;24.0;45.0;220.4;109.8;110.5;;111.9;101.1
361;Autochtoon;Hoger onderwijsniveau;Hoger beroepsniveau;2001;28.0;26.0;31.0;;22.0;43.0;206.4;104.3;102.1;;99.8;99.9
362;Autochtoon;Hoger onderwijsniveau;Hoger beroepsniveau;2002;29.0;27.0;32.0;;22.0;43.0;236.6;121.4;115.2;;111.3;120.6
363;Autochtoon;Hoger onderwijsniveau;Hoger beroepsniveau;2003;29.0;27.0;30.0;;21.0;43.0;241.3;124.5;116.7;;109.4;125.9
364;Autochtoon;Hoger onderwijsniveau;Hoger beroepsniveau;2004;28.0;27.0;29.0;;21.0;42.0;259.6;130.0;129.6;;118.7;135.5
365;Autochtoon;Hoger onderwijsniveau;Hoger beroepsniveau;2006;27.0;25.0;28.0;;19.0;40.0;236.6;114.7;121.9;;95.4;134.6
366;Autochtoon;Hoger onderwijsniveau;Wetenschappelijke beroepsniveau;2000;26.0;26.0;28.0;;18.0;43.0;95.8;63.2;32.6;;40.4;55.4
367;Autochtoon;Hoger onderwijsniveau;Wetenschappelijke beroepsniveau;2001;23.0;23.0;24.0;;16.0;38.0;86.9;55.4;31.5;;37.7;49.2
368;Autochtoon;Hoger onderwijsniveau;Wetenschappelijke beroepsniveau;2002;25.0;24.0;26.0;;15.0;41.0;96.6;61.3;35.3;;34.3;62.1
369;Autochtoon;Hoger onderwijsniveau;Wetenschappelijke beroepsniveau;2003;22.0;23.0;21.0;;14.0;35.0;83.8;55.1;28.7;;33.7;49.5
370;Autochtoon;Hoger onderwijsniveau;Wetenschappelijke beroepsniveau;2004;22.0;21.0;24.0;;13.0;37.0;81.5;49.6;31.9;;28.3;53.0
371;Autochtoon;Hoger onderwijsniveau;Wetenschappelijke beroepsniveau;2006;24.0;23.0;25.0;;16.0;37.0;97.9;56.3;41.5;;36.9;60.7
372;Autochtoon;Hoger onderwijsniveau;Beroepsniveau onbekend;2000;;;;;;;;;;;;
373;Autochtoon;Hoger onderwijsniveau;Beroepsniveau onbekend;2001;;;;;;;;;;;;
374;Autochtoon;Hoger onderwijsniveau;Beroepsniveau onbekend;2002;;;;;;;;;;;;
375;Autochtoon;Hoger onderwijsniveau;Beroepsniveau onbekend;2003;;;;;;;;;;;;
376;Autochtoon;Hoger onderwijsniveau;Beroepsniveau onbekend;2004;;;;;;;;;;;;
377;Autochtoon;Hoger onderwijsniveau;Beroepsniveau onbekend;2006;;;;;;;;;;;;
378;Autochtoon;Onderwijsniveau onbekend;Beroepsniveau, totaal;2000;;;;;;;;;;;;
379;Autochtoon;Onderwijsniveau onbekend;Beroepsniveau, totaal;2001;;;;;;;;;;;;
380;Autochtoon;Onderwijsniveau onbekend;Beroepsniveau, totaal;2002;;;;;;;;;;;;
381;Autochtoon;Onderwijsniveau onbekend;Beroepsniveau, totaal;2003;;;;;;;;;;;;
382;Autochtoon;Onderwijsniveau onbekend;Beroepsniveau, totaal;2004;;;;;;;;;;;;
383;Autochtoon;Onderwijsniveau onbekend;Beroepsniveau, totaal;2006;;;;;;;;;;;;
384;Autochtoon;Onderwijsniveau onbekend;Lager beroepsniveau;2000;;;;;;;;;;;;
385;Autochtoon;Onderwijsniveau onbekend;Lager beroepsniveau;2001;;;;;;;;;;;;
386;Autochtoon;Onderwijsniveau onbekend;Lager beroepsniveau;2002;;;;;;;;;;;;
387;Autochtoon;Onderwijsniveau onbekend;Lager beroepsniveau;2003;;;;;;;;;;;;
388;Autochtoon;Onderwijsniveau onbekend;Lager beroepsniveau;2004;;;;;;;;;;;;
389;Autochtoon;Onderwijsniveau onbekend;Lager beroepsniveau;2006;;;;;;;;;;;;
390;Autochtoon;Onderwijsniveau onbekend;Elementair beroepsniveau;2000;;;;;;;;;;;;
391;Autochtoon;Onderwijsniveau onbekend;Elementair beroepsniveau;2001;;;;;;;;;;;;
392;Autochtoon;Onderwijsniveau onbekend;Elementair beroepsniveau;2002;;;;;;;;;;;;
393;Autochtoon;Onderwijsniveau onbekend;Elementair beroepsniveau;2003;;;;;;;;;;;;
394;Autochtoon;Onderwijsniveau onbekend;Elementair beroepsniveau;2004;;;;;;;;;;;;
395;Autochtoon;Onderwijsniveau onbekend;Elementair beroepsniveau;2006;;;;;;;;;;;;
396;Autochtoon;Onderwijsniveau onbekend;Middelbaar beroepsniveau;2000;;;;;;;;;;;;
397;Autochtoon;Onderwijsniveau onbekend;Middelbaar beroepsniveau;2001;;;;;;;;;;;;
398;Autochtoon;Onderwijsniveau onbekend;Middelbaar beroepsniveau;2002;;;;;;;;;;;;
399;Autochtoon;Onderwijsniveau onbekend;Middelbaar beroepsniveau;2003;;;;;;;;;;;;
400;Autochtoon;Onderwijsniveau onbekend;Middelbaar beroepsniveau;2004;;;;;;;;;;;;
401;Autochtoon;Onderwijsniveau onbekend;Middelbaar beroepsniveau;2006;;;;;;;;;;;;
402;Autochtoon;Onderwijsniveau onbekend;Hoger beroepsniveau;2000;;;;;;;;;;;;
403;Autochtoon;Onderwijsniveau onbekend;Hoger beroepsniveau;2001;;;;;;;;;;;;
404;Autochtoon;Onderwijsniveau onbekend;Hoger beroepsniveau;2002;;;;;;;;;;;;
405;Autochtoon;Onderwijsniveau onbekend;Hoger beroepsniveau;2003;;;;;;;;;;;;
406;Autochtoon;Onderwijsniveau onbekend;Hoger beroepsniveau;2004;;;;;;;;;;;;
407;Autochtoon;Onderwijsniveau onbekend;Hoger beroepsniveau;2006;;;;;;;;;;;;
408;Autochtoon;Onderwijsniveau onbekend;Wetenschappelijke beroepsniveau;2000;;;;;;;;;;;;
409;Autochtoon;Onderwijsniveau onbekend;Wetenschappelijke beroepsniveau;2001;;;;;;;;;;;;
410;Autochtoon;Onderwijsniveau onbekend;Wetenschappelijke beroepsniveau;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
411;Autochtoon;Onderwijsniveau onbekend;Wetenschappelijke beroepsniveau;2003;;;;;;;;;;;;
412;Autochtoon;Onderwijsniveau onbekend;Wetenschappelijke beroepsniveau;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
413;Autochtoon;Onderwijsniveau onbekend;Wetenschappelijke beroepsniveau;2006;;;;;;;;;;;;
414;Autochtoon;Onderwijsniveau onbekend;Beroepsniveau onbekend;2000;;;;;;;;;;;;
415;Autochtoon;Onderwijsniveau onbekend;Beroepsniveau onbekend;2001;;;;;;;;;;;;
416;Autochtoon;Onderwijsniveau onbekend;Beroepsniveau onbekend;2002;;;;;;;;;;;;
417;Autochtoon;Onderwijsniveau onbekend;Beroepsniveau onbekend;2003;;;;;;;;;;;;
418;Autochtoon;Onderwijsniveau onbekend;Beroepsniveau onbekend;2004;;;;;;;;;;;;
419;Autochtoon;Onderwijsniveau onbekend;Beroepsniveau onbekend;2006;;;;;;;;;;;;
420;Westers allochtoon;Opleidingsniveau, totaal;Beroepsniveau, totaal;2000;22.0;26.0;16.0;;19.0;33.0;121.6;83.5;38.0;;59.2;58.1
421;Westers allochtoon;Opleidingsniveau, totaal;Beroepsniveau, totaal;2001;21.0;24.0;16.0;;17.0;30.0;117.7;78.3;39.4;;55.1;58.5
422;Westers allochtoon;Opleidingsniveau, totaal;Beroepsniveau, totaal;2002;22.0;25.0;19.0;;17.0;35.0;126.5;81.4;45.1;;51.9;69.4
423;Westers allochtoon;Opleidingsniveau, totaal;Beroepsniveau, totaal;2003;22.0;25.0;18.0;;18.0;31.0;125.2;80.1;45.1;;56.1;63.4
424;Westers allochtoon;Opleidingsniveau, totaal;Beroepsniveau, totaal;2004;22.0;25.0;17.0;;16.0;33.0;119.5;76.9;42.6;;49.3;64.4
425;Westers allochtoon;Opleidingsniveau, totaal;Beroepsniveau, totaal;2006;22.0;24.0;19.0;;19.0;30.0;124.9;72.9;52.1;;58.1;63.0
426;Westers allochtoon;Opleidingsniveau, totaal;Lager beroepsniveau;2000;24.0;32.0;;;23.0;36.0;30.3;23.1;;;14.5;14.5
427;Westers allochtoon;Opleidingsniveau, totaal;Lager beroepsniveau;2001;23.0;31.0;;;21.0;31.0;30.4;21.8;;;13.6;14.6
428;Westers allochtoon;Opleidingsniveau, totaal;Lager beroepsniveau;2002;23.0;30.0;;;17.0;38.0;30.3;22.5;;;10.7;17.8
429;Westers allochtoon;Opleidingsniveau, totaal;Lager beroepsniveau;2003;20.0;25.0;;;18.0;29.0;24.5;17.3;;;10.8;11.5
430;Westers allochtoon;Opleidingsniveau, totaal;Lager beroepsniveau;2004;19.0;27.0;;;;30.0;26.3;19.8;;;;14.8
431;Westers allochtoon;Opleidingsniveau, totaal;Lager beroepsniveau;2006;22.0;28.0;17.0;;23.0;30.0;29.6;18.5;11.1;;15.4;13.7
432;Westers allochtoon;Opleidingsniveau, totaal;Elementair beroepsniveau;2000;;;;;;;;;;;;
433;Westers allochtoon;Opleidingsniveau, totaal;Elementair beroepsniveau;2001;19.0;;;;;;10.1;;;;;
434;Westers allochtoon;Opleidingsniveau, totaal;Elementair beroepsniveau;2002;;;;;;;;;;;;
435;Westers allochtoon;Opleidingsniveau, totaal;Elementair beroepsniveau;2003;;;;;;;;;;;;
436;Westers allochtoon;Opleidingsniveau, totaal;Elementair beroepsniveau;2004;;;;;;;;;;;;
437;Westers allochtoon;Opleidingsniveau, totaal;Elementair beroepsniveau;2006;;;;;;;;;;;;
438;Westers allochtoon;Opleidingsniveau, totaal;Middelbaar beroepsniveau;2000;22.0;28.0;14.0;;18.0;34.0;44.5;32.4;12.2;;21.6;21.3
439;Westers allochtoon;Opleidingsniveau, totaal;Middelbaar beroepsniveau;2001;20.0;25.0;15.0;;19.0;28.0;41.7;27.0;14.7;;23.9;16.0
440;Westers allochtoon;Opleidingsniveau, totaal;Middelbaar beroepsniveau;2002;23.0;26.0;19.0;;17.0;36.0;46.4;30.0;16.4;;20.3;23.3
441;Westers allochtoon;Opleidingsniveau, totaal;Middelbaar beroepsniveau;2003;24.0;29.0;19.0;;20.0;33.0;48.7;31.6;17.1;;21.6;24.0
442;Westers allochtoon;Opleidingsniveau, totaal;Middelbaar beroepsniveau;2004;23.0;27.0;18.0;;18.0;33.0;41.9;26.6;15.3;;19.0;20.6
443;Westers allochtoon;Opleidingsniveau, totaal;Middelbaar beroepsniveau;2006;23.0;26.0;19.0;;20.0;29.0;47.7;28.9;18.8;;23.8;21.7
444;Westers allochtoon;Opleidingsniveau, totaal;Hoger beroepsniveau;2000;23.0;23.0;23.0;;19.0;33.0;24.8;13.9;10.9;;12.4;12.0
445;Westers allochtoon;Opleidingsniveau, totaal;Hoger beroepsniveau;2001;20.0;21.0;;;;32.0;23.3;15.4;;;;13.5
446;Westers allochtoon;Opleidingsniveau, totaal;Hoger beroepsniveau;2002;22.0;21.0;24.0;;16.0;34.0;26.5;14.5;12.0;;11.1;15.2
447;Westers allochtoon;Opleidingsniveau, totaal;Hoger beroepsniveau;2003;23.0;24.0;23.0;;17.0;35.0;28.6;15.8;12.8;;12.6;15.8
448;Westers allochtoon;Opleidingsniveau, totaal;Hoger beroepsniveau;2004;23.0;23.0;24.0;;16.0;36.0;31.0;17.3;13.7;;12.8;17.5
449;Westers allochtoon;Opleidingsniveau, totaal;Hoger beroepsniveau;2006;24.0;25.0;24.0;;18.0;35.0;28.0;14.7;13.3;;11.7;16.0
450;Westers allochtoon;Opleidingsniveau, totaal;Wetenschappelijke beroepsniveau;2000;21.0;;;;;;12.2;;;;;
451;Westers allochtoon;Opleidingsniveau, totaal;Wetenschappelijke beroepsniveau;2001;17.0;;;;;;10.4;;;;;
452;Westers allochtoon;Opleidingsniveau, totaal;Wetenschappelijke beroepsniveau;2002;23.0;;;;;;14.0;;;;;
453;Westers allochtoon;Opleidingsniveau, totaal;Wetenschappelijke beroepsniveau;2003;23.0;;;;;;14.1;;;;;
454;Westers allochtoon;Opleidingsniveau, totaal;Wetenschappelijke beroepsniveau;2004;24.0;;;;;;12.3;;;;;
455;Westers allochtoon;Opleidingsniveau, totaal;Wetenschappelijke beroepsniveau;2006;19.0;;;;;;10.9;;;;;
456;Westers allochtoon;Opleidingsniveau, totaal;Beroepsniveau onbekend;2000;;;;;;;;;;;;
457;Westers allochtoon;Opleidingsniveau, totaal;Beroepsniveau onbekend;2001;;;;;;;;;;;;
458;Westers allochtoon;Opleidingsniveau, totaal;Beroepsniveau onbekend;2002;;;;;;;;;;;;
459;Westers allochtoon;Opleidingsniveau, totaal;Beroepsniveau onbekend;2003;;;;;;;;;;;;
460;Westers allochtoon;Opleidingsniveau, totaal;Beroepsniveau onbekend;2004;;;;;;;;;;;;
461;Westers allochtoon;Opleidingsniveau, totaal;Beroepsniveau onbekend;2006;;;;;;;;;;;;
462;Westers allochtoon;Lager onderwijsniveau;Beroepsniveau, totaal;2000;25.0;31.0;;;24.0;35.0;37.1;28.8;;;16.9;18.7
463;Westers allochtoon;Lager onderwijsniveau;Beroepsniveau, totaal;2001;24.0;28.0;19.0;;22.0;32.0;37.2;24.8;12.4;;14.7;20.7
464;Westers allochtoon;Lager onderwijsniveau;Beroepsniveau, totaal;2002;23.0;29.0;;;16.0;36.0;34.0;25.0;;;11.0;20.9
465;Westers allochtoon;Lager onderwijsniveau;Beroepsniveau, totaal;2003;20.0;26.0;;;18.0;27.0;28.6;20.5;;;11.6;14.6
466;Westers allochtoon;Lager onderwijsniveau;Beroepsniveau, totaal;2004;22.0;29.0;;;;32.0;25.0;18.5;;;;14.7
467;Westers allochtoon;Lager onderwijsniveau;Beroepsniveau, totaal;2006;20.0;23.0;;;;28.0;22.5;15.5;;;;12.3
468;Westers allochtoon;Lager onderwijsniveau;Lager beroepsniveau;2000;27.0;35.0;;;;40.0;20.9;15.9;;;;11.2
469;Westers allochtoon;Lager onderwijsniveau;Lager beroepsniveau;2001;24.0;31.0;;;;;17.9;13.5;;;;
470;Westers allochtoon;Lager onderwijsniveau;Lager beroepsniveau;2002;24.0;30.0;;;;39.0;17.9;13.0;;;;12.2
471;Westers allochtoon;Lager onderwijsniveau;Lager beroepsniveau;2003;20.0;25.0;;;;;14.2;10.1;;;;
472;Westers allochtoon;Lager onderwijsniveau;Lager beroepsniveau;2004;22.0;31.0;;;;;13.2;10.2;;;;
473;Westers allochtoon;Lager onderwijsniveau;Lager beroepsniveau;2006;23.0;;;;;;12.9;;;;;
474;Westers allochtoon;Lager onderwijsniveau;Elementair beroepsniveau;2000;;;;;;;;;;;;
475;Westers allochtoon;Lager onderwijsniveau;Elementair beroepsniveau;2001;;;;;;;;;;;;
476;Westers allochtoon;Lager onderwijsniveau;Elementair beroepsniveau;2002;;;;;;;;;;;;
477;Westers allochtoon;Lager onderwijsniveau;Elementair beroepsniveau;2003;;;;;;;;;;;;
478;Westers allochtoon;Lager onderwijsniveau;Elementair beroepsniveau;2004;;;;;;;;;;;;
479;Westers allochtoon;Lager onderwijsniveau;Elementair beroepsniveau;2006;;;;;;;;;;;;
480;Westers allochtoon;Lager onderwijsniveau;Middelbaar beroepsniveau;2000;;;;;;;;;;;;
481;Westers allochtoon;Lager onderwijsniveau;Middelbaar beroepsniveau;2001;27.0;;;;;;10.2;;;;;
482;Westers allochtoon;Lager onderwijsniveau;Middelbaar beroepsniveau;2002;;;;;;;;;;;;
483;Westers allochtoon;Lager onderwijsniveau;Middelbaar beroepsniveau;2003;;;;;;;;;;;;
484;Westers allochtoon;Lager onderwijsniveau;Middelbaar beroepsniveau;2004;;;;;;;;;;;;
485;Westers allochtoon;Lager onderwijsniveau;Middelbaar beroepsniveau;2006;;;;;;;;;;;;
486;Westers allochtoon;Lager onderwijsniveau;Hoger beroepsniveau;2000;;;;;;;;;;;;
487;Westers allochtoon;Lager onderwijsniveau;Hoger beroepsniveau;2001;;;;;;;;;;;;
488;Westers allochtoon;Lager onderwijsniveau;Hoger beroepsniveau;2002;;;;;;;;;;;;
489;Westers allochtoon;Lager onderwijsniveau;Hoger beroepsniveau;2003;;;;;;;;;;;;
490;Westers allochtoon;Lager onderwijsniveau;Hoger beroepsniveau;2004;;;;;;;;;;;;
491;Westers allochtoon;Lager onderwijsniveau;Hoger beroepsniveau;2006;;;;;;;;;;;;
492;Westers allochtoon;Lager onderwijsniveau;Wetenschappelijke beroepsniveau;2000;;;;;;;;;;;;
493;Westers allochtoon;Lager onderwijsniveau;Wetenschappelijke beroepsniveau;2001;;;;;;;;;;;;
494;Westers allochtoon;Lager onderwijsniveau;Wetenschappelijke beroepsniveau;2002;;;;;;;;;;;;
495;Westers allochtoon;Lager onderwijsniveau;Wetenschappelijke beroepsniveau;2003;;;;;;;;;;;;
496;Westers allochtoon;Lager onderwijsniveau;Wetenschappelijke beroepsniveau;2004;;;;;;;;;;;;
497;Westers allochtoon;Lager onderwijsniveau;Wetenschappelijke beroepsniveau;2006;;;;;;;;;;;;
498;Westers allochtoon;Lager onderwijsniveau;Beroepsniveau onbekend;2000;;;;;;;;;;;;
499;Westers allochtoon;Lager onderwijsniveau;Beroepsniveau onbekend;2001;;;;;;;;;;;;
500;Westers allochtoon;Lager onderwijsniveau;Beroepsniveau onbekend;2002;;;;;;;;;;;;
501;Westers allochtoon;Lager onderwijsniveau;Beroepsniveau onbekend;2003;;;;;;;;;;;;
502;Westers allochtoon;Lager onderwijsniveau;Beroepsniveau onbekend;2004;;;;;;;;;;;;
503;Westers allochtoon;Lager onderwijsniveau;Beroepsniveau onbekend;2006;;;;;;;;;;;;
504;Westers allochtoon;Middelbaar onderwijsniveau;Beroepsniveau, totaal;2000;22.0;28.0;14.0;;20.0;34.0;50.1;36.5;13.6;;24.9;22.8
505;Westers allochtoon;Middelbaar onderwijsniveau;Beroepsniveau, totaal;2001;20.0;26.0;14.0;;19.0;28.0;47.0;32.5;14.5;;27.3;17.6
506;Westers allochtoon;Middelbaar onderwijsniveau;Beroepsniveau, totaal;2002;21.0;26.0;17.0;;18.0;34.0;51.5;33.4;18.1;;24.5;24.4
507;Westers allochtoon;Middelbaar onderwijsniveau;Beroepsniveau, totaal;2003;24.0;29.0;18.0;;21.0;34.0;56.3;37.1;19.3;;26.7;26.7
508;Westers allochtoon;Middelbaar onderwijsniveau;Beroepsniveau, totaal;2004;21.0;27.0;15.0;;18.0;31.0;50.9;33.4;17.5;;24.0;24.2
509;Westers allochtoon;Middelbaar onderwijsniveau;Beroepsniveau, totaal;2006;23.0;28.0;19.0;;22.0;29.0;60.8;36.3;24.5;;30.9;27.7
510;Westers allochtoon;Middelbaar onderwijsniveau;Lager beroepsniveau;2000;;;;;;;;;;;;
511;Westers allochtoon;Middelbaar onderwijsniveau;Lager beroepsniveau;2001;24.0;;;;;;10.5;;;;;
512;Westers allochtoon;Middelbaar onderwijsniveau;Lager beroepsniveau;2002;22.0;;;;;;11.5;;;;;
513;Westers allochtoon;Middelbaar onderwijsniveau;Lager beroepsniveau;2003;;;;;;;;;;;;
514;Westers allochtoon;Middelbaar onderwijsniveau;Lager beroepsniveau;2004;17.0;;;;;;10.8;;;;;
515;Westers allochtoon;Middelbaar onderwijsniveau;Lager beroepsniveau;2006;23.0;;;;;;15.2;;;;;
516;Westers allochtoon;Middelbaar onderwijsniveau;Elementair beroepsniveau;2000;;;;;;;;;;;;
517;Westers allochtoon;Middelbaar onderwijsniveau;Elementair beroepsniveau;2001;;;;;;;;;;;;
518;Westers allochtoon;Middelbaar onderwijsniveau;Elementair beroepsniveau;2002;;;;;;;;;;;;
519;Westers allochtoon;Middelbaar onderwijsniveau;Elementair beroepsniveau;2003;;;;;;;;;;;;
520;Westers allochtoon;Middelbaar onderwijsniveau;Elementair beroepsniveau;2004;;;;;;;;;;;;
521;Westers allochtoon;Middelbaar onderwijsniveau;Elementair beroepsniveau;2006;;;;;;;;;;;;
522;Westers allochtoon;Middelbaar onderwijsniveau;Middelbaar beroepsniveau;2000;24.0;30.0;;;20.0;36.0;30.2;21.2;;;14.1;15.1
523;Westers allochtoon;Middelbaar onderwijsniveau;Middelbaar beroepsniveau;2001;20.0;25.0;;;20.0;;27.0;17.4;;;17.2;
524;Westers allochtoon;Middelbaar onderwijsniveau;Middelbaar beroepsniveau;2002;22.0;25.0;19.0;;17.0;35.0;30.9;18.8;12.1;;13.5;15.6
525;Westers allochtoon;Middelbaar onderwijsniveau;Middelbaar beroepsniveau;2003;25.0;30.0;19.0;;20.0;35.0;34.6;22.1;12.4;;15.6;16.8
526;Westers allochtoon;Middelbaar onderwijsniveau;Middelbaar beroepsniveau;2004;24.0;28.0;19.0;;19.0;34.0;28.5;17.5;11.0;;13.3;13.2
527;Westers allochtoon;Middelbaar onderwijsniveau;Middelbaar beroepsniveau;2006;25.0;30.0;21.0;;22.0;32.0;35.7;21.0;14.7;;17.5;16.6
528;Westers allochtoon;Middelbaar onderwijsniveau;Hoger beroepsniveau;2000;;;;;;;;;;;;
529;Westers allochtoon;Middelbaar onderwijsniveau;Hoger beroepsniveau;2001;;;;;;;;;;;;
530;Westers allochtoon;Middelbaar onderwijsniveau;Hoger beroepsniveau;2002;;;;;;;;;;;;
531;Westers allochtoon;Middelbaar onderwijsniveau;Hoger beroepsniveau;2003;;;;;;;;;;;;
532;Westers allochtoon;Middelbaar onderwijsniveau;Hoger beroepsniveau;2004;;;;;;;;;;;;
533;Westers allochtoon;Middelbaar onderwijsniveau;Hoger beroepsniveau;2006;;;;;;;;;;;;
534;Westers allochtoon;Middelbaar onderwijsniveau;Wetenschappelijke beroepsniveau;2000;;;;;;;;;;;;
535;Westers allochtoon;Middelbaar onderwijsniveau;Wetenschappelijke beroepsniveau;2001;;;;;;;;;;;;
536;Westers allochtoon;Middelbaar onderwijsniveau;Wetenschappelijke beroepsniveau;2002;;;;;;;;;;;;
537;Westers allochtoon;Middelbaar onderwijsniveau;Wetenschappelijke beroepsniveau;2003;;;;;;;;;;;;
538;Westers allochtoon;Middelbaar onderwijsniveau;Wetenschappelijke beroepsniveau;2004;;;;;;;;;;;;
539;Westers allochtoon;Middelbaar onderwijsniveau;Wetenschappelijke beroepsniveau;2006;;;;;;;;;;;;
540;Westers allochtoon;Middelbaar onderwijsniveau;Beroepsniveau onbekend;2000;;;;;;;;;;;;
541;Westers allochtoon;Middelbaar onderwijsniveau;Beroepsniveau onbekend;2001;;;;;;;;;;;;
542;Westers allochtoon;Middelbaar onderwijsniveau;Beroepsniveau onbekend;2002;;;;;;;;;;;;
543;Westers allochtoon;Middelbaar onderwijsniveau;Beroepsniveau onbekend;2003;;;;;;;;;;;;
544;Westers allochtoon;Middelbaar onderwijsniveau;Beroepsniveau onbekend;2004;;;;;;;;;;;;
545;Westers allochtoon;Middelbaar onderwijsniveau;Beroepsniveau onbekend;2006;;;;;;;;;;;;
546;Westers allochtoon;Hoger onderwijsniveau;Beroepsniveau, totaal;2000;20.0;19.0;21.0;;15.0;31.0;33.9;18.0;15.9;;17.2;16.3
547;Westers allochtoon;Hoger onderwijsniveau;Beroepsniveau, totaal;2001;19.0;21.0;16.0;;12.0;32.0;33.4;21.0;12.4;;13.0;20.2
548;Westers allochtoon;Hoger onderwijsniveau;Beroepsniveau, totaal;2002;23.0;22.0;25.0;;15.0;37.0;40.3;22.7;17.6;;16.1;23.6
549;Westers allochtoon;Hoger onderwijsniveau;Beroepsniveau, totaal;2003;20.0;20.0;21.0;;14.0;32.0;39.7;21.9;17.8;;17.4;21.9
550;Westers allochtoon;Hoger onderwijsniveau;Beroepsniveau, totaal;2004;22.0;22.0;21.0;;14.0;36.0;42.0;23.8;18.2;;16.8;24.6
551;Westers allochtoon;Hoger onderwijsniveau;Beroepsniveau, totaal;2006;21.0;22.0;21.0;;15.0;33.0;40.9;20.6;20.3;;17.8;22.3
552;Westers allochtoon;Hoger onderwijsniveau;Lager beroepsniveau;2000;;;;;;;;;;;;
553;Westers allochtoon;Hoger onderwijsniveau;Lager beroepsniveau;2001;;;;;;;;;;;;
554;Westers allochtoon;Hoger onderwijsniveau;Lager beroepsniveau;2002;;;;;;;;;;;;
555;Westers allochtoon;Hoger onderwijsniveau;Lager beroepsniveau;2003;;;;;;;;;;;;
556;Westers allochtoon;Hoger onderwijsniveau;Lager beroepsniveau;2004;;;;;;;;;;;;
557;Westers allochtoon;Hoger onderwijsniveau;Lager beroepsniveau;2006;;;;;;;;;;;;
558;Westers allochtoon;Hoger onderwijsniveau;Elementair beroepsniveau;2000;;;;;;;;;;;;
559;Westers allochtoon;Hoger onderwijsniveau;Elementair beroepsniveau;2001;;;;;;;;;;;;
560;Westers allochtoon;Hoger onderwijsniveau;Elementair beroepsniveau;2002;;;;;;;;;;;;
561;Westers allochtoon;Hoger onderwijsniveau;Elementair beroepsniveau;2003;;;;;;;;;;;;
562;Westers allochtoon;Hoger onderwijsniveau;Elementair beroepsniveau;2004;;;;;;;;;;;;
563;Westers allochtoon;Hoger onderwijsniveau;Elementair beroepsniveau;2006;;;;;;;;;;;;
564;Westers allochtoon;Hoger onderwijsniveau;Middelbaar beroepsniveau;2000;;;;;;;;;;;;
565;Westers allochtoon;Hoger onderwijsniveau;Middelbaar beroepsniveau;2001;;;;;;;;;;;;
566;Westers allochtoon;Hoger onderwijsniveau;Middelbaar beroepsniveau;2002;;;;;;;;;;;;
567;Westers allochtoon;Hoger onderwijsniveau;Middelbaar beroepsniveau;2003;;;;;;;;;;;;
568;Westers allochtoon;Hoger onderwijsniveau;Middelbaar beroepsniveau;2004;;;;;;;;;;;;
569;Westers allochtoon;Hoger onderwijsniveau;Middelbaar beroepsniveau;2006;;;;;;;;;;;;
570;Westers allochtoon;Hoger onderwijsniveau;Hoger beroepsniveau;2000;24.0;;;;;;17.7;;;;;
571;Westers allochtoon;Hoger onderwijsniveau;Hoger beroepsniveau;2001;21.0;22.0;;;;32.0;17.4;10.6;;;;10.3
572;Westers allochtoon;Hoger onderwijsniveau;Hoger beroepsniveau;2002;26.0;24.0;29.0;;;40.0;21.3;11.0;10.2;;;12.5
573;Westers allochtoon;Hoger onderwijsniveau;Hoger beroepsniveau;2003;22.0;;24.0;;;36.0;19.8;;10.3;;;11.2
574;Westers allochtoon;Hoger onderwijsniveau;Hoger beroepsniveau;2004;23.0;20.0;26.0;;;37.0;22.2;10.8;11.4;;;12.9
575;Westers allochtoon;Hoger onderwijsniveau;Hoger beroepsniveau;2006;26.0;27.0;25.0;;;40.0;22.6;10.8;11.7;;;13.2
576;Westers allochtoon;Hoger onderwijsniveau;Wetenschappelijke beroepsniveau;2000;20.0;;;;;;10.4;;;;;
577;Westers allochtoon;Hoger onderwijsniveau;Wetenschappelijke beroepsniveau;2001;;;;;;;;;;;;
578;Westers allochtoon;Hoger onderwijsniveau;Wetenschappelijke beroepsniveau;2002;22.0;;;;;;12.0;;;;;
579;Westers allochtoon;Hoger onderwijsniveau;Wetenschappelijke beroepsniveau;2003;23.0;;;;;;13.4;;;;;
580;Westers allochtoon;Hoger onderwijsniveau;Wetenschappelijke beroepsniveau;2004;25.0;;;;;;11.9;;;;;
