ID;Herkomstgroeperingen;Opleidingsniveau;Beroepsniveau;Perioden;OrganisatiegraadVanWerknemers_1;Mannen15Tot65Jaar_2;Vrouwen15Tot65Jaar_3;k_15Tot25Jaar_4;k_25Tot45Jaar_5;k_45Tot65Jaar_6;LedenVakverenigingTotaal_7;Mannen15Tot65Jaar_8;Vrouwen15Tot65Jaar_9;k_15Tot25Jaar_10;k_25Tot45Jaar_11;k_45Tot65Jaar_12
49;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Lager beroepsniveau;2001;25.0;32.0;13.0;11.0;25.0;33.0;232.0;185.4;46.6;22.6;106.6;102.8
50;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Lager beroepsniveau;2002;25.0;34.0;12.0;12.0;24.0;34.0;221.6;178.5;43.2;21.8;94.6;105.2
51;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Lager beroepsniveau;2003;24.0;32.0;12.0;11.0;24.0;31.0;206.4;164.7;41.7;20.5;89.6;96.3
52;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Lager beroepsniveau;2004;24.0;33.0;12.0;11.0;24.0;31.0;206.2;165.4;40.8;18.4;86.4;101.4
53;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Lager beroepsniveau;2006;24.0;33.0;11.0;11.0;23.0;32.0;193.6;155.5;38.1;17.5;74.5;101.6
54;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Elementair beroepsniveau;2000;19.0;26.0;11.0;;20.0;28.0;58.5;42.3;16.2;;30.0;25.9
55;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Elementair beroepsniveau;2001;19.0;23.0;13.0;;19.0;27.0;58.1;38.5;19.6;;26.9;27.5
56;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Elementair beroepsniveau;2002;18.0;23.0;12.0;;18.0;26.0;60.0;42.0;17.9;;28.0;27.5
57;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Elementair beroepsniveau;2003;18.0;22.0;13.0;;20.0;23.0;53.8;35.9;18.0;;27.1;23.0
58;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Elementair beroepsniveau;2004;19.0;23.0;15.0;;19.0;31.0;53.2;34.6;18.7;;22.3;28.6
59;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Elementair beroepsniveau;2006;18.0;21.0;14.0;;18.0;26.0;53.0;34.6;18.4;;22.0;27.9
60;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Middelbaar beroepsniveau;2000;29.0;33.0;18.0;;27.0;38.0;120.8;100.2;20.6;;57.3;56.5
61;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Middelbaar beroepsniveau;2001;30.0;33.0;21.0;;26.0;41.0;127.7;101.9;25.8;;54.9;66.3
62;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Middelbaar beroepsniveau;2002;27.0;32.0;16.0;;24.0;37.0;110.8;90.8;20.0;;47.9;56.9
63;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Middelbaar beroepsniveau;2003;27.0;31.0;16.0;;23.0;35.0;101.1;81.2;19.8;;40.7;53.9
64;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Middelbaar beroepsniveau;2004;28.0;32.0;18.0;;24.0;36.0;94.8;76.8;18.0;;38.1;50.2
65;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Middelbaar beroepsniveau;2006;25.0;27.0;18.0;;24.0;31.0;76.0;60.8;15.2;;33.0;38.6
66;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Hoger beroepsniveau;2000;;;;;;;;;;;;
67;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Hoger beroepsniveau;2001;26.0;;;;;;13.5;;;;;
68;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Hoger beroepsniveau;2002;;;;;;;;;;;;
69;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Hoger beroepsniveau;2003;23.0;;;;;;11.1;;;;;
70;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Hoger beroepsniveau;2004;;;;;;;;;;;;
71;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Hoger beroepsniveau;2006;;;;;;;;;;;;
72;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Wetenschappelijke beroepsniveau;2000;;;;;;;;;;;;
73;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Wetenschappelijke beroepsniveau;2001;;;;;;;;;;;;
74;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Wetenschappelijke beroepsniveau;2002;;;;;;;;;;;;
75;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Wetenschappelijke beroepsniveau;2003;;;;;;;;;;;;
76;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Wetenschappelijke beroepsniveau;2004;;;;;;;;;;;;
77;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Wetenschappelijke beroepsniveau;2006;;;;;;;;;;;;
78;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Beroepsniveau onbekend;2000;;;;;;;;;;;;
79;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Beroepsniveau onbekend;2001;;;;;;;;;;;;
80;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Beroepsniveau onbekend;2002;;;;;;;;;;;;
81;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Beroepsniveau onbekend;2003;;;;;;;;;;;;
82;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Beroepsniveau onbekend;2004;;;;;;;;;;;;
83;Herkomstgroeperingen, totaal;Lager onderwijsniveau;Beroepsniveau onbekend;2006;;;;;;;;;;;;
84;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Beroepsniveau, totaal;2000;25.0;31.0;18.0;11.0;24.0;36.0;681.1;471.6;209.6;44.4;388.9;247.9
85;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Beroepsniveau, totaal;2001;25.0;30.0;17.0;11.0;23.0;36.0;691.2;480.8;210.4;46.1;386.2;258.9
86;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Beroepsniveau, totaal;2002;25.0;31.0;17.0;11.0;23.0;37.0;687.0;473.9;213.0;45.8;358.6;282.5
87;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Beroepsniveau, totaal;2003;25.0;31.0;17.0;13.0;22.0;35.0;674.0;470.1;204.0;49.3;349.5;275.2
88;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Beroepsniveau, totaal;2004;24.0;30.0;17.0;11.0;23.0;34.0;639.9;437.0;203.0;39.2;333.9;266.8
89;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Beroepsniveau, totaal;2006;23.0;29.0;17.0;11.0;21.0;33.0;643.3;430.6;212.6;38.6;315.0;289.6
90;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Lager beroepsniveau;2000;25.0;34.0;14.0;13.0;26.0;35.0;141.5;105.9;35.6;17.7;81.3;42.4
91;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Lager beroepsniveau;2001;23.0;33.0;12.0;11.0;23.0;35.0;132.8;103.2;29.5;13.6;72.7;46.4
92;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Lager beroepsniveau;2002;23.0;31.0;13.0;10.0;23.0;36.0;132.7;100.4;32.3;13.0;68.4;51.3
93;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Lager beroepsniveau;2003;23.0;31.0;13.0;10.0;23.0;34.0;127.7;96.8;30.9;13.7;67.5;46.6
94;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Lager beroepsniveau;2004;22.0;30.0;11.0;;23.0;31.0;124.6;96.9;27.8;;68.1;46.7
95;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Lager beroepsniveau;2006;22.0;30.0;12.0;10.0;21.0;32.0;133.2;100.0;33.1;12.7;66.6;53.9
96;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Elementair beroepsniveau;2000;17.0;22.0;;;18.0;;23.1;17.2;;;12.5;
97;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Elementair beroepsniveau;2001;17.0;20.0;;;19.0;;22.8;16.6;;;14.1;
98;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Elementair beroepsniveau;2002;18.0;21.0;;;21.0;;22.8;16.5;;;13.4;
99;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Elementair beroepsniveau;2003;19.0;22.0;;;23.0;;28.2;20.8;;;18.0;
100;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Elementair beroepsniveau;2004;17.0;20.0;;;19.0;25.0;27.2;18.0;;;14.3;10.5
101;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Elementair beroepsniveau;2006;19.0;23.0;;;18.0;32.0;32.6;24.9;;;15.3;15.6
102;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Middelbaar beroepsniveau;2000;26.0;32.0;19.0;11.0;25.0;37.0;419.3;279.2;140.1;22.7;246.1;150.5
103;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Middelbaar beroepsniveau;2001;26.0;32.0;19.0;13.0;25.0;37.0;438.7;291.9;146.8;29.3;254.3;155.1
104;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Middelbaar beroepsniveau;2002;26.0;33.0;18.0;14.0;23.0;38.0;437.1;292.0;145.0;30.4;234.1;172.6
105;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Middelbaar beroepsniveau;2003;26.0;33.0;18.0;16.0;23.0;36.0;426.6;287.2;139.4;31.5;225.4;169.6
106;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Middelbaar beroepsniveau;2004;27.0;33.0;20.0;15.0;24.0;36.0;414.8;268.9;146.0;26.4;221.1;167.3
107;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Middelbaar beroepsniveau;2006;25.0;31.0;18.0;13.0;22.0;34.0;414.8;263.6;151.2;23.3;208.2;183.3
108;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Hoger beroepsniveau;2000;24.0;25.0;21.0;;21.0;34.0;70.8;49.3;21.5;;35.3;34.4
109;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Hoger beroepsniveau;2001;22.0;24.0;19.0;;18.0;31.0;71.3;50.1;21.2;;33.9;35.0
110;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Hoger beroepsniveau;2002;23.0;25.0;19.0;;18.0;36.0;69.6;47.3;22.3;;30.2;38.4
111;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Hoger beroepsniveau;2003;23.0;26.0;19.0;;17.0;35.0;69.1;47.9;21.2;;29.9;37.9
112;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Hoger beroepsniveau;2004;23.0;26.0;18.0;;17.0;35.0;67.0;48.3;18.7;;27.8;38.7
113;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Hoger beroepsniveau;2006;20.0;21.0;18.0;;15.0;29.0;47.0;31.2;15.8;;19.6;26.7
114;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Wetenschappelijke beroepsniveau;2000;26.0;28.0;;;;;17.4;12.4;;;;
115;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Wetenschappelijke beroepsniveau;2001;25.0;29.0;;;;;17.4;12.7;;;;
116;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Wetenschappelijke beroepsniveau;2002;29.0;29.0;;;;;16.9;11.0;;;;
117;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Wetenschappelijke beroepsniveau;2003;27.0;;;;;;13.5;;;;;
118;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Wetenschappelijke beroepsniveau;2004;;;;;;;;;;;;
119;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Wetenschappelijke beroepsniveau;2006;25.0;;;;;;10.1;;;;;
120;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Beroepsniveau onbekend;2000;;;;;;;;;;;;
121;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Beroepsniveau onbekend;2001;;;;;;;;;;;;
122;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Beroepsniveau onbekend;2002;;;;;;;;;;;;
123;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Beroepsniveau onbekend;2003;;;;;;;;;;;;
124;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Beroepsniveau onbekend;2004;;;;;;;;;;;;
125;Herkomstgroeperingen, totaal;Middelbaar onderwijsniveau;Beroepsniveau onbekend;2006;;;;;;;;;;;;
126;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Beroepsniveau, totaal;2000;26.0;24.0;28.0;;19.0;41.0;421.7;233.2;188.5;;211.1;201.4
127;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Beroepsniveau, totaal;2001;24.0;24.0;25.0;;18.0;39.0;399.1;224.9;174.2;;189.5;201.8
128;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Beroepsniveau, totaal;2002;25.0;24.0;26.0;;18.0;40.0;439.7;245.6;194.1;;201.5;232.0
129;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Beroepsniveau, totaal;2003;24.0;24.0;24.0;;18.0;38.0;443.4;247.7;195.7;;204.6;229.5
130;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Beroepsniveau, totaal;2004;25.0;25.0;25.0;;18.0;38.0;478.5;260.0;218.4;;216.5;252.1
131;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Beroepsniveau, totaal;2006;24.0;23.0;24.0;;17.0;37.0;463.1;238.6;224.5;;193.3;260.2
132;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Lager beroepsniveau;2000;;;;;;;;;;;;
133;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Lager beroepsniveau;2001;;;;;;;;;;;;
134;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Lager beroepsniveau;2002;;;;;;;;;;;;
135;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Lager beroepsniveau;2003;17.0;;;;;;10.0;;;;;
136;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Lager beroepsniveau;2004;19.0;23.0;;;;;16.2;11.1;;;;
137;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Lager beroepsniveau;2006;15.0;;;;;;10.9;;;;;
138;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Elementair beroepsniveau;2000;;;;;;;;;;;;
139;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Elementair beroepsniveau;2001;;;;;;;;;;;;
140;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Elementair beroepsniveau;2002;;;;;;;;;;;;
141;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Elementair beroepsniveau;2003;;;;;;;;;;;;
142;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Elementair beroepsniveau;2004;;;;;;;;;;;;
143;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Elementair beroepsniveau;2006;;;;;;;;;;;;
144;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Middelbaar beroepsniveau;2000;19.0;19.0;19.0;;16.0;35.0;54.5;31.1;23.4;;31.7;21.6
145;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Middelbaar beroepsniveau;2001;18.0;20.0;16.0;;15.0;30.0;47.5;27.9;19.6;;26.9;20.1
146;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Middelbaar beroepsniveau;2002;16.0;18.0;14.0;;13.0;29.0;44.1;25.5;18.6;;24.9;18.8
147;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Middelbaar beroepsniveau;2003;19.0;21.0;17.0;;15.0;32.0;52.8;30.3;22.6;;29.4;22.4
148;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Middelbaar beroepsniveau;2004;22.0;26.0;17.0;;18.0;33.0;70.6;42.2;28.4;;37.3;31.5
149;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Middelbaar beroepsniveau;2006;19.0;21.0;18.0;;15.0;32.0;65.2;36.1;29.1;;32.7;31.4
150;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Hoger beroepsniveau;2000;29.0;27.0;32.0;;23.0;43.0;245.4;122.1;123.3;;125.3;112.3
151;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Hoger beroepsniveau;2001;28.0;26.0;30.0;;21.0;42.0;233.4;120.4;113.0;;111.3;115.3
152;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Hoger beroepsniveau;2002;29.0;27.0;31.0;;22.0;43.0;266.6;138.3;128.2;;125.2;136.3
153;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Hoger beroepsniveau;2003;28.0;27.0;30.0;;21.0;42.0;270.7;139.2;131.5;;123.9;140.4
154;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Hoger beroepsniveau;2004;27.0;26.0;29.0;;21.0;41.0;293.3;146.3;147.0;;135.2;151.9
155;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Hoger beroepsniveau;2006;26.0;25.0;28.0;;18.0;40.0;267.0;127.3;139.7;;108.2;151.4
156;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Wetenschappelijke beroepsniveau;2000;25.0;24.0;26.0;;17.0;42.0;107.9;70.7;37.2;;46.0;61.9
157;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Wetenschappelijke beroepsniveau;2001;23.0;23.0;22.0;;15.0;38.0;100.6;65.1;35.6;;41.7;59.0
158;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Wetenschappelijke beroepsniveau;2002;25.0;24.0;26.0;;15.0;40.0;113.7;71.5;42.1;;42.3;71.1
159;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Wetenschappelijke beroepsniveau;2003;22.0;22.0;21.0;;14.0;35.0;99.7;64.2;35.5;;40.7;58.4
160;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Wetenschappelijke beroepsniveau;2004;22.0;22.0;23.0;;13.0;37.0;95.6;58.3;37.3;;34.0;61.5
161;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Wetenschappelijke beroepsniveau;2006;23.0;22.0;25.0;;15.0;36.0;111.3;62.4;48.9;;42.7;68.3
