ID;Geslacht;LeeftijdOp31December;Perioden;VanEchtScheidendePersonen_1;VanEchtScheidendenPer1000Gehuwden_2;VanEchtScheidendenPer1000Inwoners_3;VerweduwendePersonen_4;VerweduwendePersonenPer1000Gehuwden_5;VerweduwendePersonenPer1000Inwoners_6
7511;Mannen;20 jaar;1971;29;5.6;0.3;2;0.4;0.0
7512;Mannen;20 jaar;1972;31;6.0;0.3;1;0.2;0.0
7513;Mannen;20 jaar;1973;34;6.9;0.3;5;1.0;0.0
7514;Mannen;20 jaar;1974;34;7.3;0.3;0;0.0;0.0
7515;Mannen;20 jaar;1975;38;9.3;0.3;0;0.0;0.0
7516;Mannen;20 jaar;1976;24;6.1;0.2;4;1.0;0.0
7517;Mannen;20 jaar;1977;25;7.6;0.2;0;0.0;0.0
7518;Mannen;20 jaar;1978;24;8.8;0.2;1;0.4;0.0
7519;Mannen;20 jaar;1979;27;12.1;0.2;1;0.4;0.0
7520;Mannen;20 jaar;1980;15;6.7;0.1;0;0.0;0.0
7521;Mannen;20 jaar;1981;23;11.5;0.2;1;0.5;0.0
7522;Mannen;20 jaar;1982;25;13.8;0.2;3;1.7;0.0
7523;Mannen;20 jaar;1983;21;12.3;0.2;0;0.0;0.0
7524;Mannen;20 jaar;1984;24;17.9;0.2;1;0.7;0.0
7525;Mannen;20 jaar;1985;17;16.1;0.1;1;0.9;0.0
7526;Mannen;20 jaar;1986;20;22.0;0.2;1;1.1;0.0
7527;Mannen;20 jaar;1987;20;23.9;0.2;0;0.0;0.0
7528;Mannen;20 jaar;1988;19;20.0;0.2;0;0.0;0.0
7529;Mannen;20 jaar;1989;17;14.8;0.1;0;0.0;0.0
7530;Mannen;20 jaar;1990;15;11.1;0.1;1;0.7;0.0
7531;Mannen;20 jaar;1991;11;8.9;0.1;1;0.8;0.0
7532;Mannen;20 jaar;1992;11;9.0;0.1;1;0.8;0.0
7533;Mannen;20 jaar;1993;12;13.1;0.1;2;2.2;0.0
7534;Mannen;20 jaar;1994;14;16.8;0.1;0;0.0;0.0
7535;Mannen;20 jaar;1995;4;7.2;0.0;0;0.0;0.0
7536;Mannen;20 jaar;1996;13;26.5;0.1;0;0.0;0.0
7537;Mannen;20 jaar;1997;6;12.8;0.1;0;0.0;0.0
7538;Mannen;20 jaar;1998;7;13.6;0.1;0;0.0;0.0
7539;Mannen;20 jaar;1999;4;8.1;0.0;0;0.0;0.0
7540;Mannen;20 jaar;2000;9;16.8;0.1;0;0.0;0.0
7541;Mannen;20 jaar;2001;7;13.1;0.1;0;0.0;0.0
7542;Mannen;20 jaar;2002;7;13.5;0.1;0;0.0;0.0
7543;Mannen;20 jaar;2003;10;21.6;0.1;0;0.0;0.0
7544;Mannen;20 jaar;2004;6;14.3;0.1;0;0.0;0.0
7545;Mannen;20 jaar;2005;7;23.8;0.1;0;0.0;0.0
7546;Mannen;20 jaar;2006;3;13.7;0.0;0;0.0;0.0
7547;Mannen;20 jaar;2007;5;25.8;0.0;0;0.0;0.0
7548;Mannen;20 jaar;2008;2;11.5;0.0;0;0.0;0.0
7549;Mannen;20 jaar;2009;2;9.7;0.0;0;0.0;0.0
7550;Mannen;20 jaar;2010;4;22.1;0.0;0;0.0;0.0
7551;Mannen;20 jaar;2011;4;23.8;0.0;0;0.0;0.0
7552;Mannen;20 jaar;2012;6;39.7;0.1;0;0.0;0.0
7553;Mannen;20 jaar;2013;5;33.8;0.0;0;0.0;0.0
7554;Mannen;20 jaar;2014;4;33.9;0.0;0;0.0;0.0
7555;Mannen;20 jaar;2015;3;24.6;0.0;0;0.0;0.0
7556;Mannen;20 jaar;2016;2;18.9;0.0;0;0.0;0.0
7557;Mannen;20 jaar;2017;4;36.4;0.0;0;0.0;0.0
7558;Mannen;20 jaar;2018;3;30.9;0.0;0;0.0;0.0
7559;Mannen;20 jaar;2019;2;20.8;0.0;0;0.0;0.0
7560;Mannen;21 jaar;1950;21;6.3;0.3;4;1.2;0.0
7561;Mannen;21 jaar;1951;16;4.9;0.2;3;0.9;0.0
7562;Mannen;21 jaar;1952;9;2.8;0.1;1;0.3;0.0
7563;Mannen;21 jaar;1953;23;7.4;0.3;1;0.3;0.0
7564;Mannen;21 jaar;1954;24;7.9;0.3;1;0.3;0.0
7565;Mannen;21 jaar;1955;17;5.6;0.2;1;0.3;0.0
7566;Mannen;21 jaar;1956;19;6.1;0.2;1;0.3;0.0
7567;Mannen;21 jaar;1957;22;7.0;0.3;2;0.6;0.0
7568;Mannen;21 jaar;1958;14;4.2;0.2;0;0.0;0.0
7569;Mannen;21 jaar;1959;24;6.5;0.3;0;0.0;0.0
7570;Mannen;21 jaar;1960;22;5.6;0.3;2;0.5;0.0
7571;Mannen;21 jaar;1961;23;5.1;0.3;3;0.7;0.0
7572;Mannen;21 jaar;1962;28;5.5;0.3;2;0.4;0.0
7573;Mannen;21 jaar;1963;38;6.5;0.4;4;0.7;0.0
7574;Mannen;21 jaar;1964;30;4.3;0.3;0;0.0;0.0
7575;Mannen;21 jaar;1965;32;4.2;0.3;4;0.5;0.0
7576;Mannen;21 jaar;1966;34;4.2;0.4;1;0.1;0.0
7577;Mannen;21 jaar;1967;52;4.4;0.4;2;0.2;0.0
7578;Mannen;21 jaar;1968;58;4.7;0.5;1;0.1;0.0
7579;Mannen;21 jaar;1969;70;6.0;0.6;6;0.5;0.0
7580;Mannen;21 jaar;1970;74;6.3;0.6;3;0.3;0.0
7581;Mannen;21 jaar;1971;67;5.8;0.6;2;0.2;0.0
7582;Mannen;21 jaar;1972;78;6.6;0.7;3;0.3;0.0
7583;Mannen;21 jaar;1973;78;6.7;0.7;3;0.3;0.0
7584;Mannen;21 jaar;1974;94;8.4;0.8;2;0.2;0.0
7585;Mannen;21 jaar;1975;88;8.3;0.8;2;0.2;0.0
7586;Mannen;21 jaar;1976;82;8.5;0.7;5;0.5;0.0
7587;Mannen;21 jaar;1977;57;6.2;0.5;1;0.1;0.0
7588;Mannen;21 jaar;1978;98;12.9;0.8;1;0.1;0.0
7589;Mannen;21 jaar;1979;60;9.2;0.5;5;0.8;0.0
7590;Mannen;21 jaar;1980;68;11.9;0.5;2;0.4;0.0
7591;Mannen;21 jaar;1981;51;9.5;0.4;3;0.6;0.0
7592;Mannen;21 jaar;1982;83;17.5;0.6;2;0.4;0.0
7593;Mannen;21 jaar;1983;67;14.4;0.5;0;0.0;0.0
7594;Mannen;21 jaar;1984;60;15.6;0.5;1;0.3;0.0
7595;Mannen;21 jaar;1985;67;21.1;0.5;1;0.3;0.0
7596;Mannen;21 jaar;1986;48;18.5;0.4;0;0.0;0.0
7597;Mannen;21 jaar;1987;31;12.6;0.2;2;0.8;0.0
7598;Mannen;21 jaar;1988;47;23.1;0.4;0;0.0;0.0
7599;Mannen;21 jaar;1989;43;19.5;0.3;1;0.5;0.0
7600;Mannen;21 jaar;1990;49;17.6;0.4;0;0.0;0.0
7601;Mannen;21 jaar;1991;39;15.7;0.3;1;0.4;0.0
7602;Mannen;21 jaar;1992;52;21.1;0.4;0;0.0;0.0
7603;Mannen;21 jaar;1993;52;25.3;0.4;2;1.0;0.0
7604;Mannen;21 jaar;1994;41;23.5;0.4;0;0.0;0.0
7605;Mannen;21 jaar;1995;27;18.0;0.3;0;0.0;0.0
7606;Mannen;21 jaar;1996;17;15.5;0.2;0;0.0;0.0
7607;Mannen;21 jaar;1997;12;11.7;0.1;0;0.0;0.0
7608;Mannen;21 jaar;1998;11;10.5;0.1;1;1.0;0.0
7609;Mannen;21 jaar;1999;19;17.4;0.2;1;0.9;0.0
7610;Mannen;21 jaar;2000;20;18.3;0.2;1;0.9;0.0
7611;Mannen;21 jaar;2001;18;15.7;0.2;0;0.0;0.0
7612;Mannen;21 jaar;2002;20;17.2;0.2;1;0.9;0.0
7613;Mannen;21 jaar;2003;13;11.7;0.1;0;0.0;0.0
7614;Mannen;21 jaar;2004;11;11.6;0.1;1;1.1;0.0
7615;Mannen;21 jaar;2005;8;9.7;0.1;0;0.0;0.0
7616;Mannen;21 jaar;2006;8;12.8;0.1;1;1.6;0.0
7617;Mannen;21 jaar;2007;7;12.5;0.1;0;0.0;0.0
7618;Mannen;21 jaar;2008;10;18.0;0.1;0;0.0;0.0
7619;Mannen;21 jaar;2009;8;14.1;0.1;2;3.5;0.0
7620;Mannen;21 jaar;2010;6;10.5;0.1;0;0.0;0.0
7621;Mannen;21 jaar;2011;10;20.6;0.1;0;0.0;0.0
7622;Mannen;21 jaar;2012;9;20.0;0.1;0;0.0;0.0
7623;Mannen;21 jaar;2013;9;22.8;0.1;1;2.5;0.0
7624;Mannen;21 jaar;2014;7;18.5;0.1;0;0.0;0.0
7625;Mannen;21 jaar;2015;8;21.9;0.1;0;0.0;0.0
7626;Mannen;21 jaar;2016;5;13.6;0.0;0;0.0;0.0
7627;Mannen;21 jaar;2017;5;16.6;0.0;0;0.0;0.0
7628;Mannen;21 jaar;2018;6;19.5;0.1;1;3.3;0.0
7629;Mannen;21 jaar;2019;6;21.1;0.1;0;0.0;0.0
7630;Mannen;22 jaar;1950;54;8.8;0.7;3;0.5;0.0
7631;Mannen;22 jaar;1951;39;6.4;0.5;2;0.3;0.0
7632;Mannen;22 jaar;1952;33;5.3;0.4;7;1.1;0.1
7633;Mannen;22 jaar;1953;21;3.6;0.3;3;0.5;0.0
7634;Mannen;22 jaar;1954;30;5.1;0.4;3;0.5;0.0
7635;Mannen;22 jaar;1955;30;5.2;0.4;2;0.3;0.0
7636;Mannen;22 jaar;1956;44;7.4;0.6;2;0.3;0.0
7637;Mannen;22 jaar;1957;51;8.3;0.6;1;0.2;0.0
7638;Mannen;22 jaar;1958;28;4.3;0.3;3;0.5;0.0
7639;Mannen;22 jaar;1959;47;6.9;0.6;4;0.6;0.0
7640;Mannen;22 jaar;1960;38;5.1;0.5;5;0.7;0.1
7641;Mannen;22 jaar;1961;51;6.2;0.6;0;0.0;0.0
7642;Mannen;22 jaar;1962;42;4.6;0.5;2;0.2;0.0
7643;Mannen;22 jaar;1963;42;4.1;0.5;2;0.2;0.0
7644;Mannen;22 jaar;1964;60;5.1;0.7;1;0.1;0.0
7645;Mannen;22 jaar;1965;73;5.2;0.7;0;0.0;0.0
7646;Mannen;22 jaar;1966;79;5.1;0.8;5;0.3;0.0
7647;Mannen;22 jaar;1967;70;4.3;0.7;7;0.4;0.1
7648;Mannen;22 jaar;1968;128;5.5;1.0;3;0.1;0.0
7649;Mannen;22 jaar;1969;131;5.5;1.0;9;0.4;0.1
7650;Mannen;22 jaar;1970;121;5.3;1.0;3;0.1;0.0
7651;Mannen;22 jaar;1971;147;6.4;1.3;8;0.3;0.1
7652;Mannen;22 jaar;1972;171;7.6;1.5;8;0.4;0.1
7653;Mannen;22 jaar;1973;179;7.9;1.6;8;0.4;0.1
7654;Mannen;22 jaar;1974;189;8.4;1.6;4;0.2;0.0
7655;Mannen;22 jaar;1975;213;10.0;1.8;3;0.1;0.0
7656;Mannen;22 jaar;1976;190;9.4;1.6;4;0.2;0.0
7657;Mannen;22 jaar;1977;202;10.9;1.7;5;0.3;0.0
7658;Mannen;22 jaar;1978;254;14.9;2.1;5;0.3;0.0
7659;Mannen;22 jaar;1979;184;12.5;1.5;2;0.1;0.0
7660;Mannen;22 jaar;1980;201;15.2;1.6;3;0.2;0.0
7661;Mannen;22 jaar;1981;194;16.0;1.5;1;0.1;0.0
7662;Mannen;22 jaar;1982;155;14.2;1.2;1;0.1;0.0
7663;Mannen;22 jaar;1983;140;13.7;1.1;5;0.5;0.0
7664;Mannen;22 jaar;1984;136;14.9;1.1;3;0.3;0.0
7665;Mannen;22 jaar;1985;110;14.1;0.8;2;0.3;0.0
7666;Mannen;22 jaar;1986;115;16.9;0.9;0;0.0;0.0
7667;Mannen;22 jaar;1987;78;13.1;0.6;1;0.2;0.0
7668;Mannen;22 jaar;1988;78;14.9;0.6;2;0.4;0.0
7669;Mannen;22 jaar;1989;74;16.5;0.6;2;0.4;0.0
7670;Mannen;22 jaar;1990;87;17.1;0.7;2;0.4;0.0
7671;Mannen;22 jaar;1991;85;16.9;0.6;0;0.0;0.0
7672;Mannen;22 jaar;1992;99;21.1;0.8;1;0.2;0.0
7673;Mannen;22 jaar;1993;83;20.6;0.7;1;0.2;0.0
7674;Mannen;22 jaar;1994;101;28.9;0.9;2;0.6;0.0
7675;Mannen;22 jaar;1995;85;28.8;0.8;0;0.0;0.0
7676;Mannen;22 jaar;1996;53;21.2;0.5;1;0.4;0.0
7677;Mannen;22 jaar;1997;37;17.7;0.4;0;0.0;0.0
7678;Mannen;22 jaar;1998;27;13.6;0.3;0;0.0;0.0
7679;Mannen;22 jaar;1999;28;13.9;0.3;0;0.0;0.0
7680;Mannen;22 jaar;2000;37;17.4;0.4;0;0.0;0.0
7681;Mannen;22 jaar;2001;34;16.1;0.4;0;0.0;0.0
7682;Mannen;22 jaar;2002;33;15.0;0.3;0;0.0;0.0
7683;Mannen;22 jaar;2003;30;13.8;0.3;0;0.0;0.0
7684;Mannen;22 jaar;2004;33;16.4;0.3;2;1.0;0.0
7685;Mannen;22 jaar;2005;35;19.8;0.4;1;0.6;0.0
7686;Mannen;22 jaar;2006;31;20.1;0.3;0;0.0;0.0
7687;Mannen;22 jaar;2007;10;7.6;0.1;0;0.0;0.0
7688;Mannen;22 jaar;2008;15;11.6;0.1;0;0.0;0.0
7689;Mannen;22 jaar;2009;18;13.1;0.2;0;0.0;0.0
7690;Mannen;22 jaar;2010;24;17.9;0.2;0;0.0;0.0
7691;Mannen;22 jaar;2011;26;20.7;0.3;0;0.0;0.0
7692;Mannen;22 jaar;2012;19;17.0;0.2;0;0.0;0.0
7693;Mannen;22 jaar;2013;18;17.4;0.2;1;1.0;0.0
7694;Mannen;22 jaar;2014;22;23.5;0.2;1;1.1;0.0
7695;Mannen;22 jaar;2015;16;17.4;0.1;1;1.1;0.0
7696;Mannen;22 jaar;2016;15;16.3;0.1;0;0.0;0.0
7697;Mannen;22 jaar;2017;20;23.5;0.2;0;0.0;0.0
7698;Mannen;22 jaar;2018;21;28.1;0.2;0;0.0;0.0
7699;Mannen;22 jaar;2019;9;12.1;0.1;0;0.0;0.0
7700;Mannen;23 jaar;1950;98;10.7;1.2;9;1.0;0.1
7701;Mannen;23 jaar;1951;57;5.6;0.7;8;0.8;0.1
7702;Mannen;23 jaar;1952;60;5.7;0.7;4;0.4;0.0
7703;Mannen;23 jaar;1953;59;5.6;0.7;9;0.8;0.1
7704;Mannen;23 jaar;1954;41;4.1;0.5;4;0.4;0.0
7705;Mannen;23 jaar;1955;66;6.3;0.8;5;0.5;0.1
7706;Mannen;23 jaar;1956;65;6.3;0.8;4;0.4;0.1
7707;Mannen;23 jaar;1957;84;7.5;1.1;5;0.4;0.1
7708;Mannen;23 jaar;1958;53;4.6;0.7;5;0.4;0.1
7709;Mannen;23 jaar;1959;63;5.2;0.8;7;0.6;0.1
7710;Mannen;23 jaar;1960;74;5.8;0.9;4;0.3;0.1
7711;Mannen;23 jaar;1961;77;5.4;0.9;3;0.2;0.0
7712;Mannen;23 jaar;1962;78;5.0;0.9;3;0.2;0.0
7713;Mannen;23 jaar;1963;89;5.3;1.0;5;0.3;0.1
7714;Mannen;23 jaar;1964;94;5.0;1.1;4;0.2;0.0
7715;Mannen;23 jaar;1965;94;4.4;1.0;11;0.5;0.1
7716;Mannen;23 jaar;1966;134;5.3;1.4;7;0.3;0.1
7717;Mannen;23 jaar;1967;115;4.1;1.1;5;0.2;0.0
7718;Mannen;23 jaar;1968;147;5.2;1.5;7;0.2;0.1
7719;Mannen;23 jaar;1969;203;5.0;1.5;7;0.2;0.1
7720;Mannen;23 jaar;1970;224;5.5;1.7;18;0.4;0.1
7721;Mannen;23 jaar;1971;243;6.2;2.0;18;0.5;0.1
7722;Mannen;23 jaar;1972;241;6.3;2.1;9;0.2;0.1
7723;Mannen;23 jaar;1973;293;8.0;2.6;12;0.3;0.1
7724;Mannen;23 jaar;1974;291;8.0;2.6;10;0.3;0.1
7725;Mannen;23 jaar;1975;335;9.2;2.9;16;0.4;0.1
7726;Mannen;23 jaar;1976;324;9.5;2.8;5;0.1;0.0
7727;Mannen;23 jaar;1977;343;10.6;2.9;10;0.3;0.1
7728;Mannen;23 jaar;1978;331;11.3;2.8;11;0.4;0.1
7729;Mannen;23 jaar;1979;359;13.3;3.0;8;0.3;0.1
7730;Mannen;23 jaar;1980;290;11.7;2.4;3;0.1;0.0
7731;Mannen;23 jaar;1981;342;15.1;2.8;6;0.3;0.0
7732;Mannen;23 jaar;1982;296;14.2;2.3;4;0.2;0.0
7733;Mannen;23 jaar;1983;262;13.5;2.1;6;0.3;0.0
7734;Mannen;23 jaar;1984;252;14.6;2.0;6;0.3;0.0
7735;Mannen;23 jaar;1985;247;15.9;1.9;4;0.3;0.0
7736;Mannen;23 jaar;1986;226;16.5;1.7;2;0.1;0.0
7737;Mannen;23 jaar;1987;219;17.1;1.6;3;0.2;0.0
7738;Mannen;23 jaar;1988;174;16.0;1.3;1;0.1;0.0
7739;Mannen;23 jaar;1989;168;17.2;1.3;2;0.2;0.0
7740;Mannen;23 jaar;1990;168;18.5;1.3;2;0.2;0.0
7741;Mannen;23 jaar;1991;188;21.1;1.5;0;0.0;0.0
7742;Mannen;23 jaar;1992;184;21.1;1.4;7;0.8;0.1
7743;Mannen;23 jaar;1993;174;23.0;1.3;3;0.4;0.0
7744;Mannen;23 jaar;1994;140;21.2;1.1;2;0.3;0.0
7745;Mannen;23 jaar;1995;121;21.9;1.0;1;0.2;0.0
7746;Mannen;23 jaar;1996;89;19.1;0.8;2;0.4;0.0
7747;Mannen;23 jaar;1997;78;18.8;0.8;0;0.0;0.0
7748;Mannen;23 jaar;1998;71;19.5;0.7;1;0.3;0.0
7749;Mannen;23 jaar;1999;64;17.9;0.7;0;0.0;0.0
7750;Mannen;23 jaar;2000;68;19.3;0.7;0;0.0;0.0
7751;Mannen;23 jaar;2001;77;20.9;0.8;2;0.5;0.0
7752;Mannen;23 jaar;2002;68;18.5;0.7;1;0.3;0.0
7753;Mannen;23 jaar;2003;57;15.2;0.6;2;0.5;0.0
7754;Mannen;23 jaar;2004;63;17.7;0.6;1;0.3;0.0
7755;Mannen;23 jaar;2005;48;14.7;0.5;0;0.0;0.0
7756;Mannen;23 jaar;2006;55;18.6;0.6;1;0.3;0.0
7757;Mannen;23 jaar;2007;52;19.0;0.5;0;0.0;0.0
7758;Mannen;23 jaar;2008;32;12.4;0.3;2;0.8;0.0
7759;Mannen;23 jaar;2009;35;13.6;0.3;1;0.4;0.0
7760;Mannen;23 jaar;2010;32;11.9;0.3;0;0.0;0.0
7761;Mannen;23 jaar;2011;51;20.3;0.5;0;0.0;0.0
7762;Mannen;23 jaar;2012;37;15.7;0.4;1;0.4;0.0
7763;Mannen;23 jaar;2013;44;20.5;0.4;0;0.0;0.0
7764;Mannen;23 jaar;2014;37;18.1;0.3;2;1.0;0.0
7765;Mannen;23 jaar;2015;23;12.1;0.2;1;0.5;0.0
7766;Mannen;23 jaar;2016;30;15.7;0.3;1;0.5;0.0
7767;Mannen;23 jaar;2017;27;14.8;0.2;1;0.5;0.0
7768;Mannen;23 jaar;2018;31;18.7;0.3;0;0.0;0.0
7769;Mannen;23 jaar;2019;27;16.9;0.2;0;0.0;0.0
7770;Mannen;24 jaar;1950;154;10.9;1.9;8;0.6;0.1
7771;Mannen;24 jaar;1951;93;6.3;1.2;8;0.5;0.1
7772;Mannen;24 jaar;1952;99;6.1;1.2;11;0.7;0.1
7773;Mannen;24 jaar;1953;91;5.5;1.2;7;0.4;0.1
7774;Mannen;24 jaar;1954;89;5.2;1.1;7;0.4;0.1
7775;Mannen;24 jaar;1955;96;5.8;1.2;8;0.5;0.1
7776;Mannen;24 jaar;1956;86;4.9;1.1;5;0.3;0.1
7777;Mannen;24 jaar;1957;82;4.7;1.1;11;0.6;0.1
7778;Mannen;24 jaar;1958;89;4.7;1.1;11;0.6;0.1
7779;Mannen;24 jaar;1959;103;5.3;1.3;4;0.2;0.1
7780;Mannen;24 jaar;1960;84;4.2;1.1;7;0.3;0.1
7781;Mannen;24 jaar;1961;91;4.3;1.2;2;0.1;0.0
7782;Mannen;24 jaar;1962;118;5.0;1.4;8;0.3;0.1
7783;Mannen;24 jaar;1963;133;5.3;1.6;9;0.4;0.1
7784;Mannen;24 jaar;1964;141;5.1;1.6;5;0.2;0.1
7785;Mannen;24 jaar;1965;120;4.0;1.4;10;0.3;0.1
7786;Mannen;24 jaar;1966;126;3.7;1.4;8;0.2;0.1
7787;Mannen;24 jaar;1967;170;4.3;1.7;8;0.2;0.1
7788;Mannen;24 jaar;1968;220;5.1;2.2;15;0.3;0.1
7789;Mannen;24 jaar;1969;191;4.5;2.0;10;0.2;0.1
7790;Mannen;24 jaar;1970;299;4.9;2.2;17;0.3;0.1
7791;Mannen;24 jaar;1971;321;5.4;2.5;19;0.3;0.1
7792;Mannen;24 jaar;1972;344;6.1;2.8;13;0.2;0.1
7793;Mannen;24 jaar;1973;429;8.0;3.7;13;0.2;0.1
7794;Mannen;24 jaar;1974;470;9.2;4.1;12;0.2;0.1
7795;Mannen;24 jaar;1975;453;9.0;4.0;10;0.2;0.1
7796;Mannen;24 jaar;1976;444;9.0;3.8;10;0.2;0.1
7797;Mannen;24 jaar;1977;468;10.1;4.0;8;0.2;0.1
7798;Mannen;24 jaar;1978;478;10.9;4.1;12;0.3;0.1
7799;Mannen;24 jaar;1979;502;12.4;4.3;9;0.2;0.1
7800;Mannen;24 jaar;1980;471;12.3;3.9;12;0.3;0.1
7801;Mannen;24 jaar;1981;485;13.6;4.0;9;0.3;0.1
7802;Mannen;24 jaar;1982;488;14.9;4.0;9;0.3;0.1
7803;Mannen;24 jaar;1983;459;15.0;3.6;7;0.2;0.1
7804;Mannen;24 jaar;1984;425;15.3;3.4;5;0.2;0.0
7805;Mannen;24 jaar;1985;426;16.6;3.3;6;0.2;0.0
7806;Mannen;24 jaar;1986;402;17.1;3.1;8;0.3;0.1
7807;Mannen;24 jaar;1987;316;14.5;2.4;7;0.3;0.1
7808;Mannen;24 jaar;1988;291;14.6;2.2;3;0.2;0.0
7809;Mannen;24 jaar;1989;276;15.7;2.1;4;0.2;0.0
7810;Mannen;24 jaar;1990;253;14.9;2.0;6;0.4;0.0
7811;Mannen;24 jaar;1991;253;17.3;2.0;4;0.3;0.0
7812;Mannen;24 jaar;1992;256;18.1;2.0;2;0.1;0.0
7813;Mannen;24 jaar;1993;281;21.2;2.1;2;0.2;0.0
7814;Mannen;24 jaar;1994;284;24.6;2.2;1;0.1;0.0
7815;Mannen;24 jaar;1995;198;20.0;1.6;2;0.2;0.0
7816;Mannen;24 jaar;1996;187;22.8;1.6;3;0.4;0.0
7817;Mannen;24 jaar;1997;158;22.3;1.5;2;0.3;0.0
7818;Mannen;24 jaar;1998;95;14.5;0.9;1;0.2;0.0
7819;Mannen;24 jaar;1999;107;18.3;1.1;2;0.3;0.0
7820;Mannen;24 jaar;2000;97;16.8;1.0;2;0.3;0.0
7821;Mannen;24 jaar;2001;114;20.3;1.2;1;0.2;0.0
7822;Mannen;24 jaar;2002;90;15.5;0.9;0;0.0;0.0
7823;Mannen;24 jaar;2003;84;14.7;0.9;2;0.4;0.0
7824;Mannen;24 jaar;2004;103;18.1;1.0;1;0.2;0.0
7825;Mannen;24 jaar;2005;82;15.4;0.8;0;0.0;0.0
7826;Mannen;24 jaar;2006;67;13.7;0.7;0;0.0;0.0
7827;Mannen;24 jaar;2007;55;11.9;0.6;0;0.0;0.0
7828;Mannen;24 jaar;2008;65;14.3;0.7;2;0.4;0.0
7829;Mannen;24 jaar;2009;75;16.8;0.7;3;0.7;0.0
7830;Mannen;24 jaar;2010;64;14.4;0.6;1;0.2;0.0
7831;Mannen;24 jaar;2011;76;17.1;0.7;0;0.0;0.0
7832;Mannen;24 jaar;2012;80;19.4;0.8;2;0.5;0.0
7833;Mannen;24 jaar;2013;69;17.6;0.7;0;0.0;0.0
7834;Mannen;24 jaar;2014;59;16.1;0.5;0;0.0;0.0
7835;Mannen;24 jaar;2015;45;12.6;0.4;1;0.3;0.0
7836;Mannen;24 jaar;2016;60;17.8;0.5;0;0.0;0.0
7837;Mannen;24 jaar;2017;59;17.8;0.5;1;0.3;0.0
7838;Mannen;24 jaar;2018;46;14.5;0.4;1;0.3;0.0
7839;Mannen;24 jaar;2019;47;16.1;0.4;0;0.0;0.0
7840;Mannen;25 jaar;1950;192;9.7;2.4;11;0.6;0.1
7841;Mannen;25 jaar;1951;153;7.3;2.0;12;0.6;0.2
7842;Mannen;25 jaar;1952;109;4.9;1.4;6;0.3;0.1
7843;Mannen;25 jaar;1953;117;5.0;1.5;6;0.3;0.1
7844;Mannen;25 jaar;1954;116;4.8;1.5;10;0.4;0.1
7845;Mannen;25 jaar;1955;127;5.0;1.6;12;0.5;0.1
7846;Mannen;25 jaar;1956;116;4.6;1.5;9;0.4;0.1
7847;Mannen;25 jaar;1957;113;4.3;1.4;19;0.7;0.2
7848;Mannen;25 jaar;1958;100;3.8;1.3;17;0.6;0.2
7849;Mannen;25 jaar;1959;100;3.6;1.3;14;0.5;0.2
7850;Mannen;25 jaar;1960;116;4.1;1.5;9;0.3;0.1
7851;Mannen;25 jaar;1961;141;4.7;1.8;11;0.4;0.1
7852;Mannen;25 jaar;1962;135;4.4;1.7;8;0.3;0.1
7853;Mannen;25 jaar;1963;143;4.2;1.7;12;0.4;0.1
7854;Mannen;25 jaar;1964;173;4.7;2.0;12;0.3;0.1
7855;Mannen;25 jaar;1965;179;4.5;2.0;17;0.4;0.2
7856;Mannen;25 jaar;1966;165;3.8;1.9;20;0.5;0.2
7857;Mannen;25 jaar;1967;215;4.6;2.4;14;0.3;0.2
7858;Mannen;25 jaar;1968;234;4.4;2.4;18;0.3;0.2
7859;Mannen;25 jaar;1969;250;4.4;2.4;20;0.4;0.2
7860;Mannen;25 jaar;1970;262;4.7;2.7;16;0.3;0.2
7861;Mannen;25 jaar;1971;408;5.2;3.0;22;0.3;0.2
7862;Mannen;25 jaar;1972;487;6.4;3.7;27;0.4;0.2
7863;Mannen;25 jaar;1973;587;8.3;4.8;10;0.1;0.1
7864;Mannen;25 jaar;1974;525;7.9;4.5;15;0.2;0.1
7865;Mannen;25 jaar;1975;565;9.0;4.9;13;0.2;0.1
7866;Mannen;25 jaar;1976;610;10.0;5.3;15;0.2;0.1
7867;Mannen;25 jaar;1977;610;10.2;5.2;14;0.2;0.1
7868;Mannen;25 jaar;1978;617;10.9;5.3;16;0.3;0.1
7869;Mannen;25 jaar;1979;638;11.8;5.4;22;0.4;0.2
7870;Mannen;25 jaar;1980;680;13.5;5.8;10;0.2;0.1
7871;Mannen;25 jaar;1981;666;13.7;5.5;10;0.2;0.1
7872;Mannen;25 jaar;1982;665;14.7;5.4;10;0.2;0.1
7873;Mannen;25 jaar;1983;628;14.7;5.1;12;0.3;0.1
7874;Mannen;25 jaar;1984;581;14.8;4.6;4;0.1;0.0
7875;Mannen;25 jaar;1985;569;15.7;4.5;12;0.3;0.1
7876;Mannen;25 jaar;1986;498;14.6;3.8;13;0.4;0.1
7877;Mannen;25 jaar;1987;476;14.6;3.7;8;0.2;0.1
7878;Mannen;25 jaar;1988;443;14.7;3.3;4;0.1;0.0
7879;Mannen;25 jaar;1989;460;16.3;3.4;10;0.4;0.1
7880;Mannen;25 jaar;1990;391;14.8;3.0;7;0.3;0.1
7881;Mannen;25 jaar;1991;409;16.8;3.1;2;0.1;0.0
7882;Mannen;25 jaar;1992;377;17.6;2.9;5;0.2;0.0
7883;Mannen;25 jaar;1993;377;18.9;2.9;4;0.2;0.0
7884;Mannen;25 jaar;1994;440;23.5;3.2;5;0.3;0.0
