ID;Migratieachtergrond;Generatie;Perioden;BevolkingOp1Januari_1;LevendGeborenKinderen_2;Overledenen_3;Immigratie_4;EmigratieInclusiefCorrecties_5;MigratiesaldoInclusiefCorrecties_6
90;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2059;4370657.0;;32534;262094;193406;68688
91;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2060;4406810.0;;33032;262095;193385;68710
92;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2061;4442488.0;;33515;262098;193368;68730
93;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2062;4477703.0;;33981;262095;193353;68742
94;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2063;4512465.0;;34430;262097;193342;68755
95;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2064;4546789.0;;34865;262093;193332;68761
96;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2065;4580685.0;;35290;262092;193325;68767
97;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2066;4614162.0;;35708;262092;193319;68773
98;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2067;4647227.0;;36122;262090;193315;68775
99;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2068;4679881.0;;36532;262089;193309;68780
100;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2069;4712129.0;;36940;262090;193305;68785
101;Totaal niet-Nederlandse achtergrond;1e generatie migratieachtergrond;2070;4743972.0;;37354;262090;193301;68789
102;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2020;;44695.0;9154;9483;11402;-1919
103;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2021;1992072.0;45676.0;8934;9150;14580;-5430
104;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2022;2023385.0;47587.0;9023;8685;14517;-5832
105;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2023;2056118.0;50109.0;9173;7932;15263;-7331
106;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2024;2089722.0;51920.0;9373;7692;16004;-8312
107;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2025;2123957.0;53696.0;9564;7534;16762;-9228
108;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2026;2158860.0;54865.0;9744;7571;17400;-9829
109;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2027;2194153.0;56170.0;9914;7803;18004;-10201
110;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2028;2230208.0;57316.0;10076;8419;18581;-10162
111;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2029;2267286.0;58290.0;10229;8760;19116;-10356
112;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2030;2304991.0;59085.0;10375;9155;19666;-10511
113;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2031;2343190.0;59762.0;10516;9524;20014;-10490
114;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2032;2381946.0;60240.0;10651;9886;20328;-10442
115;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2033;2421093.0;60679.0;10782;10233;20584;-10351
116;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2034;2460639.0;61079.0;10910;10550;20829;-10279
117;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2035;2500528.0;61434.0;11037;10804;21060;-10256
118;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2036;2540669.0;61745.0;11163;11030;21291;-10261
119;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2037;2580990.0;62006.0;11289;11196;21520;-10324
120;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2038;2621384.0;62245.0;11416;11362;21741;-10379
121;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2039;2661834.0;62461.0;11543;11526;21953;-10427
122;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2040;2702325.0;62673.0;11670;11671;22160;-10489
123;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2041;2742840.0;62862.0;11799;11784;22364;-10580
124;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2042;2783322.0;63048.0;11930;11911;22570;-10659
125;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2043;2823781.0;63240.0;12064;12043;22782;-10739
126;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2044;2864219.0;63445.0;12200;12167;22998;-10831
127;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2045;2904632.0;63650.0;12344;12300;23221;-10921
128;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2046;2945017.0;63860.0;12491;12427;23448;-11021
129;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2047;2985365.0;64087.0;12647;12531;23677;-11146
130;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2048;3025659.0;64326.0;12817;12654;23906;-11252
131;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2049;3065916.0;64574.0;13001;12774;24139;-11365
132;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2050;3106124.0;64855.0;13196;12931;24371;-11440
133;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2051;3146342.0;65187.0;13402;13063;24613;-11550
134;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2052;3186576.0;65534.0;13616;13198;24854;-11656
135;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2053;3226838.0;65906.0;13838;13308;25088;-11780
136;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2054;3267126.0;66301.0;14066;13438;25320;-11882
137;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2055;3307478.0;66696.0;14298;13560;25551;-11991
138;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2056;3347886.0;67116.0;14531;13669;25776;-12107
139;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2057;3388365.0;67542.0;14764;13806;25995;-12189
140;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2058;3428954.0;67970.0;14997;13901;26211;-12310
141;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2059;3469618.0;68408.0;15232;14011;26421;-12410
142;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2060;3510384.0;68826.0;15471;14152;26628;-12476
143;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2061;3551264.0;69226.0;15716;14259;26829;-12570
144;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2062;3592203.0;69600.0;15970;14400;27027;-12627
145;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2063;3633205.0;69949.0;16238;14502;27221;-12719
146;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2064;3674197.0;70270.0;16526;14615;27410;-12795
147;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2065;3715145.0;70561.0;16839;14730;27593;-12863
148;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2066;3756004.0;70830.0;17182;14844;27770;-12926
149;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2067;3796726.0;71067.0;17559;14965;27943;-12978
150;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2068;3837257.0;71294.0;17972;15055;28111;-13056
151;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2069;3877523.0;71484.0;18419;15166;28275;-13109
152;Totaal niet-Nederlandse achtergrond;2e generatie migratieachtergrond;2070;3917479.0;71665.0;18904;15270;28431;-13161
153;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2020;;16061.0;15579;118072;90532;27539
154;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2021;1856632.0;16772.0;15094;134875;99536;35337
155;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2022;1893647.0;17762.0;15170;153822;105683;48139
156;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2023;1944378.0;18957.0;15362;159372;111449;47923
157;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2024;1995895.0;19890.0;15656;162274;117263;45011
158;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2025;2045139.0;20798.0;15942;165343;122615;42728
159;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2026;2092721.0;21448.0;16217;165903;125997;39906
160;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2027;2137858.0;22093.0;16482;166519;128426;38093
161;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2028;2181563.0;22652.0;16737;166838;129917;36921
162;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2029;2224400.0;23128.0;16982;165980;130655;35325
163;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2030;2265871.0;23549.0;17217;165086;130600;34486
164;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2031;2306688.0;23918.0;17442;164376;131216;33162
165;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2032;2346327.0;24212.0;17657;163452;131613;31839
166;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2033;2384716.0;24469.0;17863;162523;131835;30688
167;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2034;2422011.0;24705.0;18059;161586;131910;29677
168;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2035;2458333.0;24908.0;18249;161430;131999;29430
169;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2036;2494422.0;25094.0;18430;161270;132191;29078
170;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2037;2530163.0;25264.0;18608;161104;132409;28694
171;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2038;2565515.0;25420.0;18776;160935;132595;28341
172;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2039;2600497.0;25573.0;18935;160779;132750;28029
173;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2040;2635164.0;25717.0;19080;160598;132893;27705
174;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2041;2669503.0;25854.0;19214;160415;133017;27398
175;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2042;2703542.0;25996.0;19337;160453;133148;27305
176;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2043;2737508.0;26136.0;19450;160489;133319;27170
177;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2044;2771365.0;26291.0;19554;160520;133504;27015
178;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2045;2805116.0;26442.0;19655;160572;133686;26885
179;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2046;2838791.0;26596.0;19745;160619;133863;26756
180;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2047;2872398.0;26755.0;19837;160650;134036;26612
181;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2048;2905932.0;26924.0;19933;160701;134196;26505
182;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2049;2939428.0;27091.0;20043;160742;134340;26402
183;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2050;2972880.0;27272.0;20164;160791;134461;26330
184;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2051;3006319.0;27463.0;20298;160837;134623;26214
185;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2052;3039699.0;27655.0;20440;160893;134755;26138
186;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2053;3073054.0;27857.0;20590;160952;134850;26102
187;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2054;3106423.0;28067.0;20744;161013;134938;26075
188;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2055;3139820.0;28275.0;20895;161064;135023;26041
189;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2056;3173243.0;28490.0;21042;161116;135098;26018
190;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2057;3206708.0;28704.0;21181;161165;135174;25991
191;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2058;3240223.0;28915.0;21307;161215;135248;25966
192;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2059;3273798.0;29130.0;21420;161262;135322;25939
193;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2060;3307445.0;29332.0;21523;161329;135398;25930
194;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2061;3341187.0;29525.0;21611;161373;135475;25897
195;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2062;3375001.0;29708.0;21686;161424;135552;25872
196;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2063;3408897.0;29880.0;21755;161485;135631;25854
197;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2064;3442876.0;30039.0;21815;161520;135708;25812
198;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2065;3476913.0;30183.0;21876;161554;135786;25768
199;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2066;3510989.0;30319.0;21944;161615;135863;25752
200;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2067;3545114.0;30438.0;22022;161654;135938;25716
201;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2068;3579248.0;30554.0;22113;161693;136011;25683
202;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2069;3613374.0;30651.0;22219;161720;136081;25639
203;Westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2070;3647444.0;30748.0;22348;161777;136149;25628
204;Westerse migratieachtergrond;1e generatie migratieachtergrond;2020;;;7004;115001;85629;29372
205;Westerse migratieachtergrond;1e generatie migratieachtergrond;2021;948279.0;;6748;131788;93874;37913
206;Westerse migratieachtergrond;1e generatie migratieachtergrond;2022;979445.0;;6752;150732;99777;50955
207;Westerse migratieachtergrond;1e generatie migratieachtergrond;2023;1023648.0;;6819;156430;105413;51017
208;Westerse migratieachtergrond;1e generatie migratieachtergrond;2024;1067846.0;;6937;159404;111027;48377
209;Westerse migratieachtergrond;1e generatie migratieachtergrond;2025;1109286.0;;7058;162512;116135;46377
210;Westerse migratieachtergrond;1e generatie migratieachtergrond;2026;1148606.0;;7181;163127;119336;43791
211;Westerse migratieachtergrond;1e generatie migratieachtergrond;2027;1185215.0;;7307;163724;121591;42133
212;Westerse migratieachtergrond;1e generatie migratieachtergrond;2028;1220042.0;;7433;163873;122933;40940
213;Westerse migratieachtergrond;1e generatie migratieachtergrond;2029;1253550.0;;7559;162909;123546;39363
214;Westerse migratieachtergrond;1e generatie migratieachtergrond;2030;1285355.0;;7685;161919;123393;38526
215;Westerse migratieachtergrond;1e generatie migratieachtergrond;2031;1316196.0;;7811;161119;123911;37209
216;Westerse migratieachtergrond;1e generatie migratieachtergrond;2032;1345594.0;;7934;160104;124218;35886
217;Westerse migratieachtergrond;1e generatie migratieachtergrond;2033;1373545.0;;8055;159100;124353;34747
218;Westerse migratieachtergrond;1e generatie migratieachtergrond;2034;1400235.0;;8174;158091;124352;33740
219;Westerse migratieachtergrond;1e generatie migratieachtergrond;2035;1425800.0;;8292;157882;124370;33512
220;Westerse migratieachtergrond;1e generatie migratieachtergrond;2036;1451021.0;;8406;157662;124489;33173
221;Westerse migratieachtergrond;1e generatie migratieachtergrond;2037;1475787.0;;8518;157458;124635;32822
222;Westerse migratieachtergrond;1e generatie migratieachtergrond;2038;1500092.0;;8625;157249;124754;32496
223;Westerse migratieachtergrond;1e generatie migratieachtergrond;2039;1523960.0;;8728;157042;124842;32200
224;Westerse migratieachtergrond;1e generatie migratieachtergrond;2040;1547431.0;;8822;156828;124920;31908
225;Westerse migratieachtergrond;1e generatie migratieachtergrond;2041;1570516.0;;8909;156623;124976;31647
226;Westerse migratieachtergrond;1e generatie migratieachtergrond;2042;1593254.0;;8989;156623;125035;31588
227;Westerse migratieachtergrond;1e generatie migratieachtergrond;2043;1615855.0;;9061;156623;125127;31496
228;Westerse migratieachtergrond;1e generatie migratieachtergrond;2044;1638290.0;;9129;156623;125229;31394
