ID;Afzet;BedrijfstakkenBranchesSBI2008;Perioden;ProducentenprijsindexPPI_1;OntwikkelingTOV1JaarEerder_2;OntwikkelingTOV1MaandEerder_3;Wegingcoefficient_4
28;Totaal;B Delfstoffenwinning;1983 maart;59.2;0.9;0.0;0
29;Totaal;B Delfstoffenwinning;1983 april;59.2;-0.3;0.0;0
30;Totaal;B Delfstoffenwinning;1983 mei;59.3;-0.4;0.2;0
31;Totaal;B Delfstoffenwinning;1983 juni;59.7;0.5;0.5;0
32;Totaal;B Delfstoffenwinning;1983 juli;59.8;1.1;0.3;0
33;Totaal;B Delfstoffenwinning;1983 augustus;60.7;2.9;1.4;0
34;Totaal;B Delfstoffenwinning;1983 september;61.8;5.5;1.8;0
35;Totaal;B Delfstoffenwinning;1983 oktober;61.8;5.6;0.1;0
36;Totaal;B Delfstoffenwinning;1983 november;62.3;5.5;0.7;0
37;Totaal;B Delfstoffenwinning;1983 december;62.7;6.1;0.7;0
38;Totaal;B Delfstoffenwinning;1983;60.4;2.6;;0
39;Totaal;B Delfstoffenwinning;1984 januari;64.4;8.6;2.7;0
40;Totaal;B Delfstoffenwinning;1984 februari;66.5;12.1;3.2;0
41;Totaal;B Delfstoffenwinning;1984 maart;66.9;12.9;0.6;0
42;Totaal;B Delfstoffenwinning;1984 april;67.2;13.4;0.4;0
43;Totaal;B Delfstoffenwinning;1984 mei;66.9;12.7;-0.5;0
44;Totaal;B Delfstoffenwinning;1984 juni;67.1;12.4;0.3;0
45;Totaal;B Delfstoffenwinning;1984 juli;67.2;12.4;0.2;0
46;Totaal;B Delfstoffenwinning;1984 augustus;66.1;8.9;-1.7;0
47;Totaal;B Delfstoffenwinning;1984 september;65.5;6.1;-0.8;0
48;Totaal;B Delfstoffenwinning;1984 oktober;65.4;5.7;-0.2;0
49;Totaal;B Delfstoffenwinning;1984 november;65.1;4.6;-0.4;0
50;Totaal;B Delfstoffenwinning;1984 december;64.8;3.4;-0.5;0
51;Totaal;B Delfstoffenwinning;1984;66.1;9.4;;0
52;Totaal;B Delfstoffenwinning;1985 januari;65.2;1.2;0.6;0
53;Totaal;B Delfstoffenwinning;1985 februari;65.6;-1.3;0.7;0
54;Totaal;B Delfstoffenwinning;1985 maart;65.9;-1.5;0.4;0
55;Totaal;B Delfstoffenwinning;1985 april;68.3;1.7;3.6;0
56;Totaal;B Delfstoffenwinning;1985 mei;68.8;2.9;0.7;0
57;Totaal;B Delfstoffenwinning;1985 juni;67.5;0.7;-1.8;0
58;Totaal;B Delfstoffenwinning;1985 juli;67.9;1.0;0.6;0
59;Totaal;B Delfstoffenwinning;1985 augustus;66.6;0.8;-1.9;0
60;Totaal;B Delfstoffenwinning;1985 september;67.1;2.4;0.7;0
61;Totaal;B Delfstoffenwinning;1985 oktober;62.7;-4.0;-6.5;0
62;Totaal;B Delfstoffenwinning;1985 november;60.9;-6.6;-3.0;0
63;Totaal;B Delfstoffenwinning;1985 december;59.7;-7.9;-2.0;0
64;Totaal;B Delfstoffenwinning;1985;65.5;-0.9;;0
65;Totaal;B Delfstoffenwinning;1986 januari;57.4;-12.0;-3.8;0
66;Totaal;B Delfstoffenwinning;1986 februari;56.2;-14.4;-2.1;0
67;Totaal;B Delfstoffenwinning;1986 maart;55.4;-15.9;-1.4;0
68;Totaal;B Delfstoffenwinning;1986 april;52.2;-23.6;-5.8;0
69;Totaal;B Delfstoffenwinning;1986 mei;53.2;-22.6;2.0;0
70;Totaal;B Delfstoffenwinning;1986 juni;51.8;-23.2;-2.6;0
71;Totaal;B Delfstoffenwinning;1986 juli;45.7;-32.7;-11.9;0
72;Totaal;B Delfstoffenwinning;1986 augustus;46.0;-31.0;0.6;0
73;Totaal;B Delfstoffenwinning;1986 september;41.9;-37.6;-8.9;0
74;Totaal;B Delfstoffenwinning;1986 oktober;38.1;-39.2;-9.0;0
75;Totaal;B Delfstoffenwinning;1986 november;36.7;-39.7;-3.7;0
76;Totaal;B Delfstoffenwinning;1986 december;36.2;-39.4;-1.5;0
77;Totaal;B Delfstoffenwinning;1986;47.6;-27.4;;0
78;Totaal;B Delfstoffenwinning;1987 januari;31.3;-45.5;-13.5;0
79;Totaal;B Delfstoffenwinning;1987 februari;31.0;-44.9;-1.0;0
80;Totaal;B Delfstoffenwinning;1987 maart;31.0;-44.0;0.1;0
81;Totaal;B Delfstoffenwinning;1987 april;33.0;-36.8;6.3;0
82;Totaal;B Delfstoffenwinning;1987 mei;33.3;-37.5;0.9;0
83;Totaal;B Delfstoffenwinning;1987 juni;35.0;-32.4;5.3;0
84;Totaal;B Delfstoffenwinning;1987 juli;35.9;-21.4;2.5;0
85;Totaal;B Delfstoffenwinning;1987 augustus;36.4;-20.9;1.2;0
86;Totaal;B Delfstoffenwinning;1987 september;35.5;-15.3;-2.5;0
87;Totaal;B Delfstoffenwinning;1987 oktober;34.4;-9.8;-3.1;0
88;Totaal;B Delfstoffenwinning;1987 november;33.7;-8.2;-1.9;0
89;Totaal;B Delfstoffenwinning;1987 december;33.4;-7.6;-0.8;0
90;Totaal;B Delfstoffenwinning;1987;33.7;-29.2;;0
91;Totaal;B Delfstoffenwinning;1988 januari;32.0;2.4;-4.1;0
92;Totaal;B Delfstoffenwinning;1988 februari;31.9;2.8;-0.6;0
93;Totaal;B Delfstoffenwinning;1988 maart;32.0;3.0;0.3;0
94;Totaal;B Delfstoffenwinning;1988 april;31.5;-4.5;-1.4;0
95;Totaal;B Delfstoffenwinning;1988 mei;32.3;-3.0;2.4;0
96;Totaal;B Delfstoffenwinning;1988 juni;31.5;-10.1;-2.3;0
97;Totaal;B Delfstoffenwinning;1988 juli;32.4;-9.7;2.9;0
98;Totaal;B Delfstoffenwinning;1988 augustus;32.8;-9.8;1.2;0
99;Totaal;B Delfstoffenwinning;1988 september;30.2;-15.0;-8.1;0
100;Totaal;B Delfstoffenwinning;1988 oktober;30.2;-12.1;0.1;0
101;Totaal;B Delfstoffenwinning;1988 november;29.6;-12.0;-1.8;0
102;Totaal;B Delfstoffenwinning;1988 december;29.6;-11.4;-0.1;0
103;Totaal;B Delfstoffenwinning;1988;31.3;-6.9;;0
104;Totaal;B Delfstoffenwinning;1989 januari;29.9;-6.8;0.9;0
105;Totaal;B Delfstoffenwinning;1989 februari;30.2;-5.3;1.0;0
106;Totaal;B Delfstoffenwinning;1989 maart;30.5;-4.5;1.1;0
107;Totaal;B Delfstoffenwinning;1989 april;31.5;0.0;3.3;0
108;Totaal;B Delfstoffenwinning;1989 mei;32.5;0.7;3.1;0
109;Totaal;B Delfstoffenwinning;1989 juni;34.2;8.4;5.1;0
110;Totaal;B Delfstoffenwinning;1989 juli;34.7;7.0;1.6;0
111;Totaal;B Delfstoffenwinning;1989 augustus;34.3;4.5;-1.2;0
112;Totaal;B Delfstoffenwinning;1989 september;33.5;11.1;-2.3;0
113;Totaal;B Delfstoffenwinning;1989 oktober;33.2;9.8;-1.1;0
114;Totaal;B Delfstoffenwinning;1989 november;33.0;11.2;-0.6;0
115;Totaal;B Delfstoffenwinning;1989 december;32.5;9.8;-1.4;0
116;Totaal;B Delfstoffenwinning;1989;32.5;3.7;;0
117;Totaal;B Delfstoffenwinning;1990 januari;34.8;16.6;7.1;0
118;Totaal;B Delfstoffenwinning;1990 februari;35.0;16.1;0.6;0
119;Totaal;B Delfstoffenwinning;1990 maart;35.0;14.6;-0.3;0
120;Totaal;B Delfstoffenwinning;1990 april;35.4;12.3;1.3;0
121;Totaal;B Delfstoffenwinning;1990 mei;35.6;9.5;0.5;0
122;Totaal;B Delfstoffenwinning;1990 juni;36.1;5.7;1.5;0
123;Totaal;B Delfstoffenwinning;1990 juli;34.7;-0.1;-4.0;0
124;Totaal;B Delfstoffenwinning;1990 augustus;35.1;2.4;1.4;0
125;Totaal;B Delfstoffenwinning;1990 september;33.8;1.0;-3.7;0
126;Totaal;B Delfstoffenwinning;1990 oktober;33.9;2.1;0.0;0
127;Totaal;B Delfstoffenwinning;1990 november;33.8;2.4;-0.3;0
128;Totaal;B Delfstoffenwinning;1990 december;33.9;4.4;0.5;0
129;Totaal;B Delfstoffenwinning;1990;34.8;7.0;;0
130;Totaal;B Delfstoffenwinning;1991 januari;37.5;7.7;10.6;0
131;Totaal;B Delfstoffenwinning;1991 februari;38.0;8.3;1.2;0
132;Totaal;B Delfstoffenwinning;1991 maart;38.4;9.9;1.1;0
133;Totaal;B Delfstoffenwinning;1991 april;39.1;10.4;1.8;0
134;Totaal;B Delfstoffenwinning;1991 mei;39.5;11.0;1.1;0
135;Totaal;B Delfstoffenwinning;1991 juni;39.7;9.8;0.4;0
136;Totaal;B Delfstoffenwinning;1991 juli;37.6;8.5;-5.1;0
137;Totaal;B Delfstoffenwinning;1991 augustus;37.9;8.0;0.9;0
138;Totaal;B Delfstoffenwinning;1991 september;38.2;12.8;0.6;0
139;Totaal;B Delfstoffenwinning;1991 oktober;35.8;5.9;-6.1;0
140;Totaal;B Delfstoffenwinning;1991 november;34.7;2.7;-3.2;0
141;Totaal;B Delfstoffenwinning;1991 december;34.2;0.8;-1.4;0
142;Totaal;B Delfstoffenwinning;1991;37.5;8.0;;0
143;Totaal;B Delfstoffenwinning;1992 januari;34.5;-8.0;0.9;0
144;Totaal;B Delfstoffenwinning;1992 februari;34.6;-8.9;0.2;0
145;Totaal;B Delfstoffenwinning;1992 maart;34.5;-10.2;-0.3;0
146;Totaal;B Delfstoffenwinning;1992 april;34.4;-11.8;-0.1;0
147;Totaal;B Delfstoffenwinning;1992 mei;34.7;-12.1;0.8;0
148;Totaal;B Delfstoffenwinning;1992 juni;35.8;-9.8;3.0;0
149;Totaal;B Delfstoffenwinning;1992 juli;35.7;-5.1;-0.2;0
150;Totaal;B Delfstoffenwinning;1992 augustus;36.0;-5.2;0.7;0
151;Totaal;B Delfstoffenwinning;1992 september;34.8;-8.7;-3.1;0
152;Totaal;B Delfstoffenwinning;1992 oktober;33.5;-6.4;-3.8;0
153;Totaal;B Delfstoffenwinning;1992 november;33.4;-3.8;-0.5;0
154;Totaal;B Delfstoffenwinning;1992 december;33.4;-2.2;0.2;0
155;Totaal;B Delfstoffenwinning;1992;34.6;-7.8;;0
156;Totaal;B Delfstoffenwinning;1993 januari;31.9;-7.5;-4.5;0
157;Totaal;B Delfstoffenwinning;1993 februari;32.0;-7.4;0.3;0
158;Totaal;B Delfstoffenwinning;1993 maart;32.6;-5.3;1.9;0
159;Totaal;B Delfstoffenwinning;1993 april;32.8;-4.9;0.4;0
160;Totaal;B Delfstoffenwinning;1993 mei;33.6;-3.2;2.6;0
161;Totaal;B Delfstoffenwinning;1993 juni;34.4;-3.9;2.3;0
162;Totaal;B Delfstoffenwinning;1993 juli;35.1;-1.6;2.2;0
163;Totaal;B Delfstoffenwinning;1993 augustus;34.9;-2.9;-0.6;0
164;Totaal;B Delfstoffenwinning;1993 september;32.9;-5.5;-5.8;0
165;Totaal;B Delfstoffenwinning;1993 oktober;32.2;-4.1;-2.3;0
166;Totaal;B Delfstoffenwinning;1993 november;31.6;-5.4;-1.9;0
167;Totaal;B Delfstoffenwinning;1993 december;31.3;-6.3;-0.7;0
168;Totaal;B Delfstoffenwinning;1993;32.9;-4.8;;0
169;Totaal;B Delfstoffenwinning;1994 januari;31.3;-2.1;-0.2;0
170;Totaal;B Delfstoffenwinning;1994 februari;31.3;-2.2;0.1;0
171;Totaal;B Delfstoffenwinning;1994 maart;31.6;-3.1;1.0;0
172;Totaal;B Delfstoffenwinning;1994 april;31.8;-3.1;0.5;0
173;Totaal;B Delfstoffenwinning;1994 mei;32.9;-2.2;3.5;0
174;Totaal;B Delfstoffenwinning;1994 juni;33.7;-1.9;2.7;0
175;Totaal;B Delfstoffenwinning;1994 juli;34.5;-1.9;2.2;0
176;Totaal;B Delfstoffenwinning;1994 augustus;34.3;-1.6;-0.4;0
177;Totaal;B Delfstoffenwinning;1994 september;32.7;-0.6;-4.7;0
178;Totaal;B Delfstoffenwinning;1994 oktober;31.7;-1.4;-3.1;0
179;Totaal;B Delfstoffenwinning;1994 november;32.2;2.0;1.5;0
180;Totaal;B Delfstoffenwinning;1994 december;31.8;1.4;-1.3;0
181;Totaal;B Delfstoffenwinning;1994;32.5;-1.4;;0
182;Totaal;B Delfstoffenwinning;1995 januari;33.0;5.5;3.8;0
183;Totaal;B Delfstoffenwinning;1995 februari;33.5;6.9;1.4;0
184;Totaal;B Delfstoffenwinning;1995 maart;33.3;5.4;-0.4;0
185;Totaal;B Delfstoffenwinning;1995 april;34.4;8.4;3.3;0
186;Totaal;B Delfstoffenwinning;1995 mei;34.1;3.9;-0.8;0
187;Totaal;B Delfstoffenwinning;1995 juni;34.1;1.1;0.0;0
188;Totaal;B Delfstoffenwinning;1995 juli;35.7;3.6;4.7;0
189;Totaal;B Delfstoffenwinning;1995 augustus;35.0;2.0;-2.0;0
190;Totaal;B Delfstoffenwinning;1995 september;34.2;4.5;-2.4;0
191;Totaal;B Delfstoffenwinning;1995 oktober;32.3;1.8;-5.6;0
192;Totaal;B Delfstoffenwinning;1995 november;32.3;0.4;0.2;0
193;Totaal;B Delfstoffenwinning;1995 december;32.2;1.5;-0.3;0
194;Totaal;B Delfstoffenwinning;1995;33.7;3.7;;0
195;Totaal;B Delfstoffenwinning;1996 januari;32.9;-0.2;2.2;0
196;Totaal;B Delfstoffenwinning;1996 februari;32.9;-1.6;0.0;0
197;Totaal;B Delfstoffenwinning;1996 maart;33.4;0.3;1.5;0
198;Totaal;B Delfstoffenwinning;1996 april;35.1;1.9;5.0;0
199;Totaal;B Delfstoffenwinning;1996 mei;35.1;2.8;0.0;0
200;Totaal;B Delfstoffenwinning;1996 juni;35.4;3.8;1.0;0
201;Totaal;B Delfstoffenwinning;1996 juli;36.7;2.7;3.6;0
202;Totaal;B Delfstoffenwinning;1996 augustus;37.4;6.9;1.9;0
203;Totaal;B Delfstoffenwinning;1996 september;37.6;9.9;0.4;0
204;Totaal;B Delfstoffenwinning;1996 oktober;37.2;15.2;-1.0;0
205;Totaal;B Delfstoffenwinning;1996 november;37.3;15.3;0.3;0
206;Totaal;B Delfstoffenwinning;1996 december;37.7;17.1;1.2;0
207;Totaal;B Delfstoffenwinning;1996;35.7;6.1;;0
208;Totaal;B Delfstoffenwinning;1997 januari;39.2;19.1;3.9;0
209;Totaal;B Delfstoffenwinning;1997 februari;39.4;19.5;0.3;0
210;Totaal;B Delfstoffenwinning;1997 maart;39.2;17.4;-0.3;0
211;Totaal;B Delfstoffenwinning;1997 april;39.9;13.6;1.6;0
212;Totaal;B Delfstoffenwinning;1997 mei;40.1;14.3;0.6;0
213;Totaal;B Delfstoffenwinning;1997 juni;39.8;12.3;-0.7;0
214;Totaal;B Delfstoffenwinning;1997 juli;38.9;6.0;-2.2;0
215;Totaal;B Delfstoffenwinning;1997 augustus;38.8;3.6;-0.4;0
216;Totaal;B Delfstoffenwinning;1997 september;38.4;2.4;-0.9;0
217;Totaal;B Delfstoffenwinning;1997 oktober;38.4;3.3;-0.1;0
218;Totaal;B Delfstoffenwinning;1997 november;38.2;2.5;-0.5;0
219;Totaal;B Delfstoffenwinning;1997 december;37.9;0.4;-0.8;0
220;Totaal;B Delfstoffenwinning;1997;39.0;9.2;;0
221;Totaal;B Delfstoffenwinning;1998 januari;38.6;-1.7;1.7;0
222;Totaal;B Delfstoffenwinning;1998 februari;38.4;-2.5;-0.4;0
223;Totaal;B Delfstoffenwinning;1998 maart;38.2;-2.7;-0.5;0
224;Totaal;B Delfstoffenwinning;1998 april;37.1;-6.9;-2.8;0
225;Totaal;B Delfstoffenwinning;1998 mei;37.1;-7.5;-0.1;0
226;Totaal;B Delfstoffenwinning;1998 juni;36.3;-8.8;-2.1;0
227;Totaal;B Delfstoffenwinning;1998 juli;34.4;-11.5;-5.2;0
228;Totaal;B Delfstoffenwinning;1998 augustus;34.0;-12.4;-1.4;0
229;Totaal;B Delfstoffenwinning;1998 september;33.5;-12.9;-1.4;0
230;Totaal;B Delfstoffenwinning;1998 oktober;32.2;-16.2;-3.9;0
231;Totaal;B Delfstoffenwinning;1998 november;31.8;-16.9;-1.3;0
232;Totaal;B Delfstoffenwinning;1998 december;31.4;-17.2;-1.3;0
233;Totaal;B Delfstoffenwinning;1998;35.2;-9.7;;0
234;Totaal;B Delfstoffenwinning;1999 januari;30.4;-21.2;-3.1;0
235;Totaal;B Delfstoffenwinning;1999 februari;30.5;-20.5;0.4;0
236;Totaal;B Delfstoffenwinning;1999 maart;30.5;-20.3;-0.2;0
237;Totaal;B Delfstoffenwinning;1999 april;30.7;-17.3;0.8;0
238;Totaal;B Delfstoffenwinning;1999 mei;30.8;-17.0;0.3;0
239;Totaal;B Delfstoffenwinning;1999 juni;31.0;-14.7;0.6;0
240;Totaal;B Delfstoffenwinning;1999 juli;32.6;-5.3;5.2;0
241;Totaal;B Delfstoffenwinning;1999 augustus;33.1;-2.5;1.6;0
242;Totaal;B Delfstoffenwinning;1999 september;33.8;1.0;2.1;0
243;Totaal;B Delfstoffenwinning;1999 oktober;37.2;15.7;10.1;0
244;Totaal;B Delfstoffenwinning;1999 november;38.3;20.4;2.8;0
245;Totaal;B Delfstoffenwinning;1999 december;39.2;24.9;2.4;0
246;Totaal;B Delfstoffenwinning;1999;33.2;-5.9;;0
247;Totaal;B Delfstoffenwinning;2000 januari;42.9;41.1;9.4;0
248;Totaal;B Delfstoffenwinning;2000 februari;43.7;43.3;2.0;0
249;Totaal;B Delfstoffenwinning;2000 maart;44.5;46.1;1.8;0
250;Totaal;B Delfstoffenwinning;2000 april;49.7;61.7;11.6;0
251;Totaal;B Delfstoffenwinning;2000 mei;51.7;68.0;4.2;0
252;Totaal;B Delfstoffenwinning;2000 juni;52.3;68.7;1.0;0
253;Totaal;B Delfstoffenwinning;2000 juli;56.2;72.4;7.5;0
254;Totaal;B Delfstoffenwinning;2000 augustus;57.0;72.1;1.4;0
255;Totaal;B Delfstoffenwinning;2000 september;57.7;70.5;1.2;0
256;Totaal;B Delfstoffenwinning;2000 oktober;60.0;61.1;4.0;0
257;Totaal;B Delfstoffenwinning;2000 november;60.3;57.5;0.5;0
258;Totaal;B Delfstoffenwinning;2000 december;61.1;56.0;1.4;0
259;Totaal;B Delfstoffenwinning;2000;53.1;60.0;;0
260;Totaal;B Delfstoffenwinning;2001 januari;64.0;49.2;4.7;0
261;Totaal;B Delfstoffenwinning;2001 februari;65.9;50.7;3.0;0
262;Totaal;B Delfstoffenwinning;2001 maart;66.0;48.3;0.1;0
263;Totaal;B Delfstoffenwinning;2001 april;63.1;27.0;-4.4;0
264;Totaal;B Delfstoffenwinning;2001 mei;63.6;22.9;0.9;0
265;Totaal;B Delfstoffenwinning;2001 juni;64.2;22.8;1.0;0
266;Totaal;B Delfstoffenwinning;2001 juli;63.0;12.1;-1.9;0
267;Totaal;B Delfstoffenwinning;2001 augustus;60.7;6.5;-3.7;0
268;Totaal;B Delfstoffenwinning;2001 september;59.3;2.8;-2.3;0
269;Totaal;B Delfstoffenwinning;2001 oktober;57.6;-4.0;-2.9;0
270;Totaal;B Delfstoffenwinning;2001 november;56.5;-6.3;-1.9;0
271;Totaal;B Delfstoffenwinning;2001 december;55.8;-8.7;-1.2;0
272;Totaal;B Delfstoffenwinning;2001;61.6;16.1;;0
273;Totaal;B Delfstoffenwinning;2002 januari;54.2;-15.3;-2.9;0
274;Totaal;B Delfstoffenwinning;2002 februari;54.9;-16.7;1.3;0
275;Totaal;B Delfstoffenwinning;2002 maart;54.4;-17.6;-1.0;0
276;Totaal;B Delfstoffenwinning;2002 april;54.7;-13.3;0.6;0
277;Totaal;B Delfstoffenwinning;2002 mei;54.4;-14.5;-0.6;0
278;Totaal;B Delfstoffenwinning;2002 juni;53.1;-17.3;-2.3;0
279;Totaal;B Delfstoffenwinning;2002 juli;55.4;-12.1;4.2;0
280;Totaal;B Delfstoffenwinning;2002 augustus;55.2;-9.0;-0.3;0
281;Totaal;B Delfstoffenwinning;2002 september;54.9;-7.4;-0.6;0
282;Totaal;B Delfstoffenwinning;2002 oktober;57.3;-0.5;4.3;0
283;Totaal;B Delfstoffenwinning;2002 november;58.0;2.7;1.3;0
284;Totaal;B Delfstoffenwinning;2002 december;59.7;6.9;2.8;0
285;Totaal;B Delfstoffenwinning;2002;55.5;-9.9;;0
286;Totaal;B Delfstoffenwinning;2003 januari;61.7;13.8;3.4;0
287;Totaal;B Delfstoffenwinning;2003 februari;61.9;12.8;0.4;0
288;Totaal;B Delfstoffenwinning;2003 maart;61.5;13.2;-0.6;0
289;Totaal;B Delfstoffenwinning;2003 april;62.4;14.1;1.4;0
290;Totaal;B Delfstoffenwinning;2003 mei;63.2;16.3;1.4;0
291;Totaal;B Delfstoffenwinning;2003 juni;63.4;19.4;0.4;0
292;Totaal;B Delfstoffenwinning;2003 juli;57.1;3.2;-9.9;0
293;Totaal;B Delfstoffenwinning;2003 augustus;56.6;2.5;-0.9;0
294;Totaal;B Delfstoffenwinning;2003 september;55.7;1.4;-1.6;0
295;Totaal;B Delfstoffenwinning;2003 oktober;55.9;-2.4;0.4;0
296;Totaal;B Delfstoffenwinning;2003 november;56.4;-2.9;0.8;0
297;Totaal;B Delfstoffenwinning;2003 december;58.3;-2.3;3.4;0
298;Totaal;B Delfstoffenwinning;2003;59.5;7.2;;0
299;Totaal;B Delfstoffenwinning;2004 januari;57.1;-7.3;-2.0;0
300;Totaal;B Delfstoffenwinning;2004 februari;57.5;-7.1;0.7;0
301;Totaal;B Delfstoffenwinning;2004 maart;57.2;-7.0;-0.5;0
302;Totaal;B Delfstoffenwinning;2004 april;56.3;-9.7;-1.6;0
303;Totaal;B Delfstoffenwinning;2004 mei;55.8;-11.8;-1.0;0
304;Totaal;B Delfstoffenwinning;2004 juni;56.1;-11.5;0.7;0
305;Totaal;B Delfstoffenwinning;2004 juli;57.1;0.0;1.8;0
306;Totaal;B Delfstoffenwinning;2004 augustus;56.8;0.4;-0.5;0
307;Totaal;B Delfstoffenwinning;2004 september;57.7;3.7;1.6;0
308;Totaal;B Delfstoffenwinning;2004 oktober;62.2;11.3;7.7;0
309;Totaal;B Delfstoffenwinning;2004 november;63.3;12.2;1.7;0
310;Totaal;B Delfstoffenwinning;2004 december;63.6;9.0;0.5;0
311;Totaal;B Delfstoffenwinning;2004;58.4;-1.9;;0
312;Totaal;B Delfstoffenwinning;2005 januari;68.0;;;19825
313;Totaal;B Delfstoffenwinning;2005 februari;68.3;;0.4;19825
314;Totaal;B Delfstoffenwinning;2005 maart;68.8;;0.7;19825
315;Totaal;B Delfstoffenwinning;2005 april;71.9;;4.6;19825
316;Totaal;B Delfstoffenwinning;2005 mei;71.7;;-0.4;19825
317;Totaal;B Delfstoffenwinning;2005 juni;73.4;;2.4;19825
318;Totaal;B Delfstoffenwinning;2005 juli;76.6;;4.4;19825
319;Totaal;B Delfstoffenwinning;2005 augustus;78.9;;3.0;19825
320;Totaal;B Delfstoffenwinning;2005 september;80.5;;2.1;19825
321;Totaal;B Delfstoffenwinning;2005 oktober;86.7;;7.6;19825
322;Totaal;B Delfstoffenwinning;2005 november;87.0;;0.4;19825
323;Totaal;B Delfstoffenwinning;2005 december;92.2;;6.0;19825
324;Totaal;B Delfstoffenwinning;2005;77.0;;;19825
325;Totaal;B Delfstoffenwinning;2006 januari;96.0;41.1;4.1;19825
326;Totaal;B Delfstoffenwinning;2006 februari;96.2;40.8;0.2;19825
327;Totaal;B Delfstoffenwinning;2006 maart;97.3;41.4;1.1;19825
328;Totaal;B Delfstoffenwinning;2006 april;100.3;39.4;3.1;19825
329;Totaal;B Delfstoffenwinning;2006 mei;104.5;45.9;4.2;19825
330;Totaal;B Delfstoffenwinning;2006 juni;104.2;42.1;-0.3;19825
331;Totaal;B Delfstoffenwinning;2006 juli;103.5;35.1;-0.7;19825
332;Totaal;B Delfstoffenwinning;2006 augustus;103.5;31.2;0.0;19825
333;Totaal;B Delfstoffenwinning;2006 september;104.5;29.7;0.9;19825
334;Totaal;B Delfstoffenwinning;2006 oktober;103.9;19.8;-0.6;19825
335;Totaal;B Delfstoffenwinning;2006 november;102.9;18.2;-0.9;19825
336;Totaal;B Delfstoffenwinning;2006 december;103.2;11.8;0.2;19825
337;Totaal;B Delfstoffenwinning;2006;101.7;32.0;;19825
338;Totaal;B Delfstoffenwinning;2007 januari;104.3;8.6;1.1;19825
339;Totaal;B Delfstoffenwinning;2007 februari;102.5;6.6;-1.7;19825
340;Totaal;B Delfstoffenwinning;2007 maart;103.0;5.9;0.5;19825
341;Totaal;B Delfstoffenwinning;2007 april;102.4;2.1;-0.6;19825
342;Totaal;B Delfstoffenwinning;2007 mei;101.0;-3.4;-1.4;19825
343;Totaal;B Delfstoffenwinning;2007 juni;99.1;-4.9;-1.8;19825
344;Totaal;B Delfstoffenwinning;2007 juli;103.9;0.3;4.8;19825
345;Totaal;B Delfstoffenwinning;2007 augustus;103.0;-0.5;-0.8;19825
346;Totaal;B Delfstoffenwinning;2007 september;101.1;-3.2;-1.8;19825
347;Totaal;B Delfstoffenwinning;2007 oktober;103.0;-0.9;1.8;19825
348;Totaal;B Delfstoffenwinning;2007 november;103.2;0.3;0.2;19825
349;Totaal;B Delfstoffenwinning;2007 december;104.3;1.2;1.1;19825
350;Totaal;B Delfstoffenwinning;2007;102.6;0.9;;19825
351;Totaal;B Delfstoffenwinning;2008 januari;109.1;4.6;4.5;19825
352;Totaal;B Delfstoffenwinning;2008 februari;112.2;9.4;2.8;19825
