ID;Geslacht;Leeftijd;Perioden;TotaalPersonenInHuishoudens_1;TotaalPersonenInParticuliereHuish_2;ThuiswonendKind_3;Alleenstaand_4;TotaalSamenwonendePersonen_5;PartnerInNietGehuwdPaarZonderKi_6;PartnerInGehuwdPaarZonderKinderen_7;PartnerInNietGehuwdPaarMetKinderen_8;PartnerInGehuwdPaarMetKinderen_9;OuderInEenouderhuishouden_10;OverigLidHuishouden_11;PersonenInInstitutioneleHuishoudens_12
72;Totaal mannen en vrouwen;1 jaar;2007;187237;187043;185130;;;;;;;;1913;194
73;Totaal mannen en vrouwen;1 jaar;2008;184697;184504;182598;;;;;;;;1906;193
74;Totaal mannen en vrouwen;1 jaar;2009;181569;181353;179352;;;;;;;;2001;216
75;Totaal mannen en vrouwen;1 jaar;2010;185215;184974;182923;;;;;;;;2051;241
76;Totaal mannen en vrouwen;1 jaar;2011;185288;184981;182299;;;;;;;;2682;307
77;Totaal mannen en vrouwen;1 jaar;2012;184741;184395;181561;;;;;;;;2834;346
78;Totaal mannen en vrouwen;1 jaar;2013;180066;179675;176846;;;;;;;;2829;391
79;Totaal mannen en vrouwen;1 jaar;2014;175982;175625;172889;;;;;;;;2736;357
80;Totaal mannen en vrouwen;1 jaar;2015;171587;171261;168479;;;;;;;;2782;326
81;Totaal mannen en vrouwen;1 jaar;2016;175721;175239;172349;;;;;;;;2890;482
82;Totaal mannen en vrouwen;1 jaar;2017;171594;170990;168212;;;;;;;;2778;604
83;Totaal mannen en vrouwen;1 jaar;2018;173365;172839;170056;;;;;;;;2783;526
84;Totaal mannen en vrouwen;1 jaar;2019;170816;170389;167687;;;;;;;;2702;427
85;Totaal mannen en vrouwen;1 jaar;2020;169918;169322;166738;;;;;;;;2584;596
86;Totaal mannen en vrouwen;1 jaar;2021;170354;169753;167057;;;;;;;;2696;601
87;Totaal mannen en vrouwen;1 jaar;2022;169323;168684;166126;;;;;;;;2558;639
88;Totaal mannen en vrouwen;1 jaar;2023;181514;180916;178259;;;;;;;;2657;598
89;Totaal mannen en vrouwen;1 jaar;2024;169154;168556;165855;;;;;;;;2701;598
90;Totaal mannen en vrouwen;2 jaar;1995;197233;197087;194619;;;;;;;;2468;146
91;Totaal mannen en vrouwen;2 jaar;1996;195818;195682;194529;;;;;;;;1153;136
92;Totaal mannen en vrouwen;2 jaar;1997;196786;196628;195460;;;;;;;;1168;158
93;Totaal mannen en vrouwen;2 jaar;1998;191890;191753;190613;;;;;;;;1140;137
94;Totaal mannen en vrouwen;2 jaar;1999;192063;191922;190606;;;;;;;;1316;141
95;Totaal mannen en vrouwen;2 jaar;2000;194547;194410;192940;;;;;;;;1470;137
96;Totaal mannen en vrouwen;2 jaar;2001;201787;201635;200189;;;;;;;;1446;152
97;Totaal mannen en vrouwen;2 jaar;2002;203816;203636;202051;;;;;;;;1585;180
98;Totaal mannen en vrouwen;2 jaar;2003;208833;208629;206798;;;;;;;;1831;204
99;Totaal mannen en vrouwen;2 jaar;2004;205052;204855;203045;;;;;;;;1810;197
100;Totaal mannen en vrouwen;2 jaar;2005;202834;202616;200668;;;;;;;;1948;218
101;Totaal mannen en vrouwen;2 jaar;2006;200902;200706;198962;;;;;;;;1744;196
102;Totaal mannen en vrouwen;2 jaar;2007;193486;193323;191628;;;;;;;;1695;163
103;Totaal mannen en vrouwen;2 jaar;2008;187173;187000;185290;;;;;;;;1710;173
104;Totaal mannen en vrouwen;2 jaar;2009;185053;184860;183074;;;;;;;;1786;193
105;Totaal mannen en vrouwen;2 jaar;2010;182106;181918;180072;;;;;;;;1846;188
106;Totaal mannen en vrouwen;2 jaar;2011;185686;185423;182872;;;;;;;;2551;263
107;Totaal mannen en vrouwen;2 jaar;2012;185690;185393;182664;;;;;;;;2729;297
108;Totaal mannen en vrouwen;2 jaar;2013;184869;184562;181884;;;;;;;;2678;307
109;Totaal mannen en vrouwen;2 jaar;2014;180172;179854;177251;;;;;;;;2603;318
110;Totaal mannen en vrouwen;2 jaar;2015;176388;176063;173361;;;;;;;;2702;325
111;Totaal mannen en vrouwen;2 jaar;2016;172395;171992;169232;;;;;;;;2760;403
112;Totaal mannen en vrouwen;2 jaar;2017;176866;176241;173506;;;;;;;;2735;625
113;Totaal mannen en vrouwen;2 jaar;2018;172815;172253;169595;;;;;;;;2658;562
114;Totaal mannen en vrouwen;2 jaar;2019;174256;173807;171134;;;;;;;;2673;449
115;Totaal mannen en vrouwen;2 jaar;2020;171951;171418;168909;;;;;;;;2509;533
116;Totaal mannen en vrouwen;2 jaar;2021;170474;169932;167413;;;;;;;;2519;542
117;Totaal mannen en vrouwen;2 jaar;2022;171226;170606;168163;;;;;;;;2443;620
118;Totaal mannen en vrouwen;2 jaar;2023;171544;170944;168325;;;;;;;;2619;600
119;Totaal mannen en vrouwen;2 jaar;2024;182656;182030;179508;;;;;;;;2522;626
120;Totaal mannen en vrouwen;3 jaar;1995;200037;199855;197301;;;;;;;;2554;182
121;Totaal mannen en vrouwen;3 jaar;1996;197554;197367;196212;;;;;;;;1155;187
122;Totaal mannen en vrouwen;3 jaar;1997;196222;196068;194973;;;;;;;;1095;154
123;Totaal mannen en vrouwen;3 jaar;1998;197246;197099;195998;;;;;;;;1101;147
124;Totaal mannen en vrouwen;3 jaar;1999;192609;192461;191328;;;;;;;;1133;148
125;Totaal mannen en vrouwen;3 jaar;2000;192845;192707;191459;;;;;;;;1248;138
126;Totaal mannen en vrouwen;3 jaar;2001;195335;195181;193890;;;;;;;;1291;154
127;Totaal mannen en vrouwen;3 jaar;2002;202305;202135;200906;;;;;;;;1229;170
128;Totaal mannen en vrouwen;3 jaar;2003;203919;203736;202364;;;;;;;;1372;183
129;Totaal mannen en vrouwen;3 jaar;2004;208606;208421;206950;;;;;;;;1471;185
130;Totaal mannen en vrouwen;3 jaar;2005;204656;204458;202871;;;;;;;;1587;198
131;Totaal mannen en vrouwen;3 jaar;2006;202201;202022;200530;;;;;;;;1492;179
132;Totaal mannen en vrouwen;3 jaar;2007;200292;200104;198637;;;;;;;;1467;188
133;Totaal mannen en vrouwen;3 jaar;2008;193175;193018;191434;;;;;;;;1584;157
134;Totaal mannen en vrouwen;3 jaar;2009;187324;187149;185462;;;;;;;;1687;175
135;Totaal mannen en vrouwen;3 jaar;2010;185452;185277;183602;;;;;;;;1675;175
136;Totaal mannen en vrouwen;3 jaar;2011;182395;182175;179834;;;;;;;;2341;220
137;Totaal mannen en vrouwen;3 jaar;2012;185962;185701;183028;;;;;;;;2673;261
138;Totaal mannen en vrouwen;3 jaar;2013;185681;185396;182713;;;;;;;;2683;285
139;Totaal mannen en vrouwen;3 jaar;2014;184866;184562;182022;;;;;;;;2540;304
140;Totaal mannen en vrouwen;3 jaar;2015;180486;180207;177734;;;;;;;;2473;279
141;Totaal mannen en vrouwen;3 jaar;2016;177204;176809;174147;;;;;;;;2662;395
142;Totaal mannen en vrouwen;3 jaar;2017;173270;172712;170061;;;;;;;;2651;558
143;Totaal mannen en vrouwen;3 jaar;2018;177913;177294;174621;;;;;;;;2673;619
144;Totaal mannen en vrouwen;3 jaar;2019;173722;173321;170745;;;;;;;;2576;401
145;Totaal mannen en vrouwen;3 jaar;2020;175319;174822;172308;;;;;;;;2514;497
146;Totaal mannen en vrouwen;3 jaar;2021;172564;172055;169620;;;;;;;;2435;509
147;Totaal mannen en vrouwen;3 jaar;2022;171415;170843;168550;;;;;;;;2293;572
148;Totaal mannen en vrouwen;3 jaar;2023;173555;172934;170472;;;;;;;;2462;621
149;Totaal mannen en vrouwen;3 jaar;2024;172730;172075;169615;;;;;;;;2460;655
150;Totaal mannen en vrouwen;4 jaar;1995;200100;199900;197658;;;;;;;;2242;200
151;Totaal mannen en vrouwen;4 jaar;1996;200479;200286;199222;;;;;;;;1064;193
152;Totaal mannen en vrouwen;4 jaar;1997;198070;197856;196751;;;;;;;;1105;214
153;Totaal mannen en vrouwen;4 jaar;1998;196732;196591;195499;;;;;;;;1092;141
154;Totaal mannen en vrouwen;4 jaar;1999;197998;197829;196687;;;;;;;;1142;169
155;Totaal mannen en vrouwen;4 jaar;2000;193334;193182;192071;;;;;;;;1111;152
156;Totaal mannen en vrouwen;4 jaar;2001;193711;193551;192361;;;;;;;;1190;160
157;Totaal mannen en vrouwen;4 jaar;2002;195909;195736;194637;;;;;;;;1099;173
158;Totaal mannen en vrouwen;4 jaar;2003;202324;202155;201014;;;;;;;;1141;169
159;Totaal mannen en vrouwen;4 jaar;2004;203714;203516;202270;;;;;;;;1246;198
160;Totaal mannen en vrouwen;4 jaar;2005;208051;207852;206568;;;;;;;;1284;199
161;Totaal mannen en vrouwen;4 jaar;2006;203918;203746;202391;;;;;;;;1355;172
162;Totaal mannen en vrouwen;4 jaar;2007;201441;201257;199911;;;;;;;;1346;184
163;Totaal mannen en vrouwen;4 jaar;2008;199920;199744;198372;;;;;;;;1372;176
164;Totaal mannen en vrouwen;4 jaar;2009;193202;193030;191512;;;;;;;;1518;172
165;Totaal mannen en vrouwen;4 jaar;2010;187522;187348;185860;;;;;;;;1488;174
166;Totaal mannen en vrouwen;4 jaar;2011;185730;185521;183256;;;;;;;;2265;209
167;Totaal mannen en vrouwen;4 jaar;2012;182690;182464;180062;;;;;;;;2402;226
168;Totaal mannen en vrouwen;4 jaar;2013;185999;185746;183125;;;;;;;;2621;253
169;Totaal mannen en vrouwen;4 jaar;2014;185696;185428;182877;;;;;;;;2551;268
170;Totaal mannen en vrouwen;4 jaar;2015;185180;184858;182323;;;;;;;;2535;322
171;Totaal mannen en vrouwen;4 jaar;2016;181193;180798;178303;;;;;;;;2495;395
172;Totaal mannen en vrouwen;4 jaar;2017;178271;177705;175108;;;;;;;;2597;566
173;Totaal mannen en vrouwen;4 jaar;2018;174440;173892;171354;;;;;;;;2538;548
174;Totaal mannen en vrouwen;4 jaar;2019;178825;178379;175741;;;;;;;;2638;446
175;Totaal mannen en vrouwen;4 jaar;2020;174787;174254;171789;;;;;;;;2465;533
176;Totaal mannen en vrouwen;4 jaar;2021;175964;175515;173077;;;;;;;;2438;449
177;Totaal mannen en vrouwen;4 jaar;2022;173556;173031;170672;;;;;;;;2359;525
178;Totaal mannen en vrouwen;4 jaar;2023;173913;173307;170919;;;;;;;;2388;606
179;Totaal mannen en vrouwen;4 jaar;2024;174849;174214;171843;;;;;;;;2371;635
180;Totaal mannen en vrouwen;5 jaar;1995;191897;191654;189691;;;;;;;;1963;243
181;Totaal mannen en vrouwen;5 jaar;1996;200452;200209;199194;;;;;;;;1015;243
182;Totaal mannen en vrouwen;5 jaar;1997;200887;200631;199559;;;;;;;;1072;256
183;Totaal mannen en vrouwen;5 jaar;1998;198600;198378;197313;;;;;;;;1065;222
184;Totaal mannen en vrouwen;5 jaar;1999;197403;197194;196093;;;;;;;;1101;209
185;Totaal mannen en vrouwen;5 jaar;2000;198582;198370;197249;;;;;;;;1121;212
186;Totaal mannen en vrouwen;5 jaar;2001;194042;193849;192760;;;;;;;;1089;193
187;Totaal mannen en vrouwen;5 jaar;2002;194237;194053;192986;;;;;;;;1067;184
188;Totaal mannen en vrouwen;5 jaar;2003;195968;195738;194627;;;;;;;;1111;230
189;Totaal mannen en vrouwen;5 jaar;2004;202005;201826;200754;;;;;;;;1072;179
190;Totaal mannen en vrouwen;5 jaar;2005;203078;202859;201704;;;;;;;;1155;219
191;Totaal mannen en vrouwen;5 jaar;2006;207200;207010;205827;;;;;;;;1183;190
192;Totaal mannen en vrouwen;5 jaar;2007;203070;202874;201606;;;;;;;;1268;196
193;Totaal mannen en vrouwen;5 jaar;2008;200896;200718;199435;;;;;;;;1283;178
194;Totaal mannen en vrouwen;5 jaar;2009;199816;199605;198206;;;;;;;;1399;211
195;Totaal mannen en vrouwen;5 jaar;2010;193345;193153;191743;;;;;;;;1410;192
196;Totaal mannen en vrouwen;5 jaar;2011;187664;187427;185265;;;;;;;;2162;237
197;Totaal mannen en vrouwen;5 jaar;2012;185808;185589;183320;;;;;;;;2269;219
198;Totaal mannen en vrouwen;5 jaar;2013;182529;182309;179910;;;;;;;;2399;220
199;Totaal mannen en vrouwen;5 jaar;2014;185880;185611;183104;;;;;;;;2507;269
200;Totaal mannen en vrouwen;5 jaar;2015;185874;185604;183078;;;;;;;;2526;270
201;Totaal mannen en vrouwen;5 jaar;2016;185795;185414;182861;;;;;;;;2553;381
202;Totaal mannen en vrouwen;5 jaar;2017;182091;181540;179011;;;;;;;;2529;551
203;Totaal mannen en vrouwen;5 jaar;2018;179261;178719;176164;;;;;;;;2555;542
204;Totaal mannen en vrouwen;5 jaar;2019;175210;174808;172357;;;;;;;;2451;402
205;Totaal mannen en vrouwen;5 jaar;2020;179581;179088;176610;;;;;;;;2478;493
206;Totaal mannen en vrouwen;5 jaar;2021;175403;174888;172483;;;;;;;;2405;515
207;Totaal mannen en vrouwen;5 jaar;2022;176741;176241;173958;;;;;;;;2283;500
208;Totaal mannen en vrouwen;5 jaar;2023;175978;175386;172905;;;;;;;;2481;592
209;Totaal mannen en vrouwen;5 jaar;2024;175000;174441;172206;;;;;;;;2235;559
210;Totaal mannen en vrouwen;6 jaar;1995;189858;189480;187642;;;;;;;;1838;378
211;Totaal mannen en vrouwen;6 jaar;1996;192334;191963;191057;;;;;;;;906;371
212;Totaal mannen en vrouwen;6 jaar;1997;200966;200589;199545;;;;;;;;1044;377
213;Totaal mannen en vrouwen;6 jaar;1998;201177;200833;199744;;;;;;;;1089;344
214;Totaal mannen en vrouwen;6 jaar;1999;199178;198848;197736;;;;;;;;1112;330
215;Totaal mannen en vrouwen;6 jaar;2000;197980;197681;196512;;;;;;;;1169;299
216;Totaal mannen en vrouwen;6 jaar;2001;199270;198979;197894;;;;;;;;1085;291
217;Totaal mannen en vrouwen;6 jaar;2002;194624;194362;193319;;;;;;;;1043;262
218;Totaal mannen en vrouwen;6 jaar;2003;194321;194071;193046;;;;;;;;1025;250
219;Totaal mannen en vrouwen;6 jaar;2004;195772;195500;194391;;;;;;;;1109;272
220;Totaal mannen en vrouwen;6 jaar;2005;201548;201281;200211;;;;;;;;1070;267
221;Totaal mannen en vrouwen;6 jaar;2006;202330;202068;200935;;;;;;;;1133;262
222;Totaal mannen en vrouwen;6 jaar;2007;206442;206171;205067;;;;;;;;1104;271
223;Totaal mannen en vrouwen;6 jaar;2008;202601;202353;201110;;;;;;;;1243;248
224;Totaal mannen en vrouwen;6 jaar;2009;200712;200462;199142;;;;;;;;1320;250
225;Totaal mannen en vrouwen;6 jaar;2010;199894;199623;198277;;;;;;;;1346;271
226;Totaal mannen en vrouwen;6 jaar;2011;193449;193188;190996;;;;;;;;2192;261
227;Totaal mannen en vrouwen;6 jaar;2012;187772;187490;185154;;;;;;;;2336;282
228;Totaal mannen en vrouwen;6 jaar;2013;185741;185478;183132;;;;;;;;2346;263
229;Totaal mannen en vrouwen;6 jaar;2014;182612;182335;179961;;;;;;;;2374;277
230;Totaal mannen en vrouwen;6 jaar;2015;186121;185807;183264;;;;;;;;2543;314
231;Totaal mannen en vrouwen;6 jaar;2016;186527;186104;183535;;;;;;;;2569;423
232;Totaal mannen en vrouwen;6 jaar;2017;186849;186241;183614;;;;;;;;2627;608
233;Totaal mannen en vrouwen;6 jaar;2018;183075;182474;180019;;;;;;;;2455;601
234;Totaal mannen en vrouwen;6 jaar;2019;180043;179595;177079;;;;;;;;2516;448
235;Totaal mannen en vrouwen;6 jaar;2020;176215;175724;173322;;;;;;;;2402;491
236;Totaal mannen en vrouwen;6 jaar;2021;180140;179618;177227;;;;;;;;2391;522
237;Totaal mannen en vrouwen;6 jaar;2022;176234;175676;173371;;;;;;;;2305;558
238;Totaal mannen en vrouwen;6 jaar;2023;179388;178779;176316;;;;;;;;2463;609
239;Totaal mannen en vrouwen;6 jaar;2024;177334;176682;174368;;;;;;;;2314;652
240;Totaal mannen en vrouwen;7 jaar;1995;190724;190248;188423;;;;;;;;1825;476
241;Totaal mannen en vrouwen;7 jaar;1996;190274;189824;188801;;;;;;;;1023;450
242;Totaal mannen en vrouwen;7 jaar;1997;192892;192425;191440;;;;;;;;985;467
243;Totaal mannen en vrouwen;7 jaar;1998;201520;201094;199980;;;;;;;;1114;426
244;Totaal mannen en vrouwen;7 jaar;1999;201783;201369;200213;;;;;;;;1156;414
245;Totaal mannen en vrouwen;7 jaar;2000;199801;199401;198232;;;;;;;;1169;400
246;Totaal mannen en vrouwen;7 jaar;2001;198685;198337;197197;;;;;;;;1140;348
247;Totaal mannen en vrouwen;7 jaar;2002;199848;199490;198431;;;;;;;;1059;358
248;Totaal mannen en vrouwen;7 jaar;2003;194763;194412;193404;;;;;;;;1008;351
249;Totaal mannen en vrouwen;7 jaar;2004;194113;193793;192798;;;;;;;;995;320
250;Totaal mannen en vrouwen;7 jaar;2005;195283;194933;193843;;;;;;;;1090;350
251;Totaal mannen en vrouwen;7 jaar;2006;200905;200600;199528;;;;;;;;1072;305
252;Totaal mannen en vrouwen;7 jaar;2007;201728;201419;200350;;;;;;;;1069;309
253;Totaal mannen en vrouwen;7 jaar;2008;206097;205768;204611;;;;;;;;1157;329
254;Totaal mannen en vrouwen;7 jaar;2009;202523;202248;200950;;;;;;;;1298;275
255;Totaal mannen en vrouwen;7 jaar;2010;200817;200496;199178;;;;;;;;1318;321
256;Totaal mannen en vrouwen;7 jaar;2011;200172;199819;197631;;;;;;;;2188;353
257;Totaal mannen en vrouwen;7 jaar;2012;193575;193260;190925;;;;;;;;2335;315
258;Totaal mannen en vrouwen;7 jaar;2013;187713;187395;184942;;;;;;;;2453;318
259;Totaal mannen en vrouwen;7 jaar;2014;185955;185593;183167;;;;;;;;2426;362
260;Totaal mannen en vrouwen;7 jaar;2015;182919;182626;180197;;;;;;;;2429;293
261;Totaal mannen en vrouwen;7 jaar;2016;186954;186545;183930;;;;;;;;2615;409
262;Totaal mannen en vrouwen;7 jaar;2017;187513;186926;184233;;;;;;;;2693;587
263;Totaal mannen en vrouwen;7 jaar;2018;187979;187367;184730;;;;;;;;2637;612
264;Totaal mannen en vrouwen;7 jaar;2019;183815;183369;180862;;;;;;;;2507;446
265;Totaal mannen en vrouwen;7 jaar;2020;180969;180454;177931;;;;;;;;2523;515
266;Totaal mannen en vrouwen;7 jaar;2021;176907;176420;173975;;;;;;;;2445;487
267;Totaal mannen en vrouwen;7 jaar;2022;181103;180506;178098;;;;;;;;2408;597
268;Totaal mannen en vrouwen;7 jaar;2023;178897;178239;175793;;;;;;;;2446;658
269;Totaal mannen en vrouwen;7 jaar;2024;180708;180106;177684;;;;;;;;2422;602
