ID;Milieudomein;BedrijfstakkenBranchesSBI2008;Perioden;ArbeidsvolumeWerkzamePersonen_1;ProductieBasisprijzen_2;BrutoToegevoegdeWaardeBasisprijzen_3;UitvoerBasisprijzen_4
26;Totaal milieudomeinen;A Landbouw, bosbouw en visserij;2006;2.3;502.0;238.0;
27;Totaal milieudomeinen;A Landbouw, bosbouw en visserij;2007;2.2;559.0;259.0;
28;Totaal milieudomeinen;A Landbouw, bosbouw en visserij;2008;2.3;623.0;282.0;
29;Totaal milieudomeinen;A Landbouw, bosbouw en visserij;2009;2.5;617.0;284.0;
30;Totaal milieudomeinen;A Landbouw, bosbouw en visserij;2010;3.4;974.0;427.0;
31;Totaal milieudomeinen;A Landbouw, bosbouw en visserij;2011;3.9;1020.0;401.0;
32;Totaal milieudomeinen;A Landbouw, bosbouw en visserij;2012;4.0;1093.0;420.0;
33;Totaal milieudomeinen;A Landbouw, bosbouw en visserij;2013;4.2;1181.0;476.0;
34;Totaal milieudomeinen;A Landbouw, bosbouw en visserij;2014;4.2;1213.0;515.0;123.0
35;Totaal milieudomeinen;A Landbouw, bosbouw en visserij;2015;3.9;1242.0;540.0;123.0
36;Totaal milieudomeinen;A Landbouw, bosbouw en visserij;2016;3.6;1022.0;480.0;134.0
37;Totaal milieudomeinen;A Landbouw, bosbouw en visserij;2017;4.1;1188.0;568.0;163.0
38;Totaal milieudomeinen;A Landbouw, bosbouw en visserij;2018;4.6;1243.0;574.0;164.0
39;Totaal milieudomeinen;A Landbouw, bosbouw en visserij;2019;4.9;1430.0;699.0;182.0
40;Totaal milieudomeinen;A Landbouw, bosbouw en visserij;2020;5.1;1506.0;746.0;183.0
41;Totaal milieudomeinen;A Landbouw, bosbouw en visserij;2021;5.4;1744.0;844.0;215.0
42;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2001;;;;
43;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2002;;;;
44;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2003;;;;
45;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2004;;;;
46;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2005;;;;
47;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2006;;;;
48;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2007;;;;
49;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2008;;;;
50;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2009;;;;
51;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2010;;;;
52;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2011;;;;
53;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2012;;;;
54;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2013;;;;
55;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2014;;;;
56;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2015;;;;
57;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2016;;;;
58;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2017;;;;
59;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2018;;;;
60;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2019;;;;
61;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2020;;;;
62;Totaal milieudomeinen;B-E Nijverheid (geen bouw) en energie;2021;;;;
63;Totaal milieudomeinen;B Delfstoffenwinning;2001;;;;
64;Totaal milieudomeinen;B Delfstoffenwinning;2002;;;;
65;Totaal milieudomeinen;B Delfstoffenwinning;2003;;;;
66;Totaal milieudomeinen;B Delfstoffenwinning;2004;;;;
67;Totaal milieudomeinen;B Delfstoffenwinning;2005;;;;
68;Totaal milieudomeinen;B Delfstoffenwinning;2006;;;;
69;Totaal milieudomeinen;B Delfstoffenwinning;2007;;;;
70;Totaal milieudomeinen;B Delfstoffenwinning;2008;;;;
71;Totaal milieudomeinen;B Delfstoffenwinning;2009;;;;
72;Totaal milieudomeinen;B Delfstoffenwinning;2010;;;;
73;Totaal milieudomeinen;B Delfstoffenwinning;2011;;;;
74;Totaal milieudomeinen;B Delfstoffenwinning;2012;;;;
75;Totaal milieudomeinen;B Delfstoffenwinning;2013;;;;
76;Totaal milieudomeinen;B Delfstoffenwinning;2014;;;;
77;Totaal milieudomeinen;B Delfstoffenwinning;2015;;;;
78;Totaal milieudomeinen;B Delfstoffenwinning;2016;;;;
79;Totaal milieudomeinen;B Delfstoffenwinning;2017;;;;
80;Totaal milieudomeinen;B Delfstoffenwinning;2018;;;;
81;Totaal milieudomeinen;B Delfstoffenwinning;2019;;;;
82;Totaal milieudomeinen;B Delfstoffenwinning;2020;;;;
83;Totaal milieudomeinen;B Delfstoffenwinning;2021;;;;
84;Totaal milieudomeinen;C Industrie;2001;9.4;2697.0;752.0;
85;Totaal milieudomeinen;C Industrie;2002;10.1;3023.0;807.0;
86;Totaal milieudomeinen;C Industrie;2003;9.6;3108.0;797.0;
87;Totaal milieudomeinen;C Industrie;2004;9.4;2931.0;794.0;
88;Totaal milieudomeinen;C Industrie;2005;9.0;2943.0;756.0;
89;Totaal milieudomeinen;C Industrie;2006;9.7;3082.0;833.0;
90;Totaal milieudomeinen;C Industrie;2007;10.5;3521.0;912.0;
91;Totaal milieudomeinen;C Industrie;2008;11.2;3941.0;994.0;
92;Totaal milieudomeinen;C Industrie;2009;11.1;3399.0;895.0;
93;Totaal milieudomeinen;C Industrie;2010;11.5;3698.0;936.0;
94;Totaal milieudomeinen;C Industrie;2011;12.3;5221.0;1111.0;
95;Totaal milieudomeinen;C Industrie;2012;11.4;6571.0;950.0;
96;Totaal milieudomeinen;C Industrie;2013;11.4;7280.0;1059.0;
97;Totaal milieudomeinen;C Industrie;2014;11.2;6884.0;1497.0;3918.0
98;Totaal milieudomeinen;C Industrie;2015;11.3;6865.0;1607.0;4180.0
99;Totaal milieudomeinen;C Industrie;2016;11.6;6227.0;1746.0;4234.0
100;Totaal milieudomeinen;C Industrie;2017;12.1;7041.0;1917.0;4456.0
101;Totaal milieudomeinen;C Industrie;2018;12.5;7393.0;1905.0;4494.0
102;Totaal milieudomeinen;C Industrie;2019;13.1;7709.0;2010.0;4669.0
103;Totaal milieudomeinen;C Industrie;2020;13.4;7586.0;2119.0;4504.0
104;Totaal milieudomeinen;C Industrie;2021;13.2;10035.0;2539.0;5733.0
105;Totaal milieudomeinen;D Energievoorziening;2001;0.2;82.0;33.0;
106;Totaal milieudomeinen;D Energievoorziening;2002;0.2;113.0;55.0;
107;Totaal milieudomeinen;D Energievoorziening;2003;0.3;139.0;65.0;
108;Totaal milieudomeinen;D Energievoorziening;2004;0.3;308.0;205.0;
109;Totaal milieudomeinen;D Energievoorziening;2005;0.4;657.0;507.0;
110;Totaal milieudomeinen;D Energievoorziening;2006;0.5;732.0;563.0;
111;Totaal milieudomeinen;D Energievoorziening;2007;0.5;678.0;500.0;
112;Totaal milieudomeinen;D Energievoorziening;2008;0.6;938.0;699.0;
113;Totaal milieudomeinen;D Energievoorziening;2009;0.7;1108.0;772.0;
114;Totaal milieudomeinen;D Energievoorziening;2010;0.9;1086.0;725.0;
115;Totaal milieudomeinen;D Energievoorziening;2011;1.0;1674.0;815.0;
116;Totaal milieudomeinen;D Energievoorziening;2012;1.0;1187.0;818.0;
117;Totaal milieudomeinen;D Energievoorziening;2013;1.1;1180.0;863.0;
118;Totaal milieudomeinen;D Energievoorziening;2014;1.2;1093.0;844.0;1.0
119;Totaal milieudomeinen;D Energievoorziening;2015;1.6;1319.0;954.0;2.0
120;Totaal milieudomeinen;D Energievoorziening;2016;1.8;1395.0;981.0;3.0
121;Totaal milieudomeinen;D Energievoorziening;2017;1.8;1698.0;1213.0;3.0
122;Totaal milieudomeinen;D Energievoorziening;2018;2.3;1865.0;1333.0;4.0
123;Totaal milieudomeinen;D Energievoorziening;2019;2.9;2432.0;1926.0;8.0
124;Totaal milieudomeinen;D Energievoorziening;2020;4.2;2963.0;2198.0;25.0
125;Totaal milieudomeinen;D Energievoorziening;2021;5.0;2947.0;2079.0;13.0
126;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2001;23.7;4916.0;1754.0;
127;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2002;24.7;5260.0;1881.0;
128;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2003;25.6;5555.0;2044.0;
129;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2004;24.6;5655.0;1995.0;
130;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2005;24.4;5585.0;1941.0;
131;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2006;23.9;5944.0;2154.0;
132;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2007;24.2;6289.0;2318.0;
133;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2008;24.3;6975.0;2547.0;
134;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2009;25.4;6669.0;2340.0;
135;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2010;25.2;6957.0;2305.0;
136;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2011;25.7;7806.0;2500.0;
137;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2012;24.9;7698.0;2446.0;
138;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2013;24.9;7893.0;2521.0;
139;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2014;25.8;8517.0;2731.0;1061.0
140;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2015;24.7;8248.0;2713.0;986.0
141;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2016;25.3;8415.0;2748.0;926.0
142;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2017;26.5;8898.0;2859.0;1031.0
143;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2018;27.8;9539.0;3058.0;1155.0
144;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2019;28.5;9964.0;3000.0;1197.0
145;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2020;28.6;9767.0;3073.0;1167.0
146;Totaal milieudomeinen;E Waterbedrijven en afvalbeheer;2021;29.6;11487.0;3794.0;1548.0
147;Totaal milieudomeinen;F Bouwnijverheid;2001;25.7;2754.0;1225.0;
148;Totaal milieudomeinen;F Bouwnijverheid;2002;24.0;2634.0;1179.0;
149;Totaal milieudomeinen;F Bouwnijverheid;2003;20.3;2358.0;1047.0;
150;Totaal milieudomeinen;F Bouwnijverheid;2004;17.7;2117.0;927.0;
151;Totaal milieudomeinen;F Bouwnijverheid;2005;16.6;2051.0;892.0;
152;Totaal milieudomeinen;F Bouwnijverheid;2006;18.9;2526.0;1027.0;
153;Totaal milieudomeinen;F Bouwnijverheid;2007;20.1;2795.0;1142.0;
154;Totaal milieudomeinen;F Bouwnijverheid;2008;20.1;3016.0;1252.0;
155;Totaal milieudomeinen;F Bouwnijverheid;2009;20.5;3115.0;1255.0;
156;Totaal milieudomeinen;F Bouwnijverheid;2010;21.8;3126.0;1232.0;
157;Totaal milieudomeinen;F Bouwnijverheid;2011;27.5;3970.0;1529.0;
158;Totaal milieudomeinen;F Bouwnijverheid;2012;25.8;3405.0;1332.0;
159;Totaal milieudomeinen;F Bouwnijverheid;2013;27.9;3603.0;1413.0;
160;Totaal milieudomeinen;F Bouwnijverheid;2014;28.3;4022.0;1607.0;290.0
161;Totaal milieudomeinen;F Bouwnijverheid;2015;30.6;4077.0;1715.0;370.0
162;Totaal milieudomeinen;F Bouwnijverheid;2016;34.7;4596.0;1888.0;266.0
163;Totaal milieudomeinen;F Bouwnijverheid;2017;37.7;5291.0;2213.0;256.0
164;Totaal milieudomeinen;F Bouwnijverheid;2018;39.7;4745.0;1964.0;215.0
165;Totaal milieudomeinen;F Bouwnijverheid;2019;45.1;4763.0;1848.0;185.0
166;Totaal milieudomeinen;F Bouwnijverheid;2020;54.3;5498.0;2279.0;178.0
167;Totaal milieudomeinen;F Bouwnijverheid;2021;56.1;5949.0;2406.0;177.0
168;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2001;2.4;496.0;213.0;
169;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2002;2.5;531.0;226.0;
170;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2003;2.7;573.0;254.0;
171;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2004;2.5;538.0;247.0;
172;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2005;2.6;553.0;255.0;
173;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2006;3.0;576.0;285.0;
174;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2007;3.2;637.0;330.0;
175;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2008;3.5;731.0;397.0;
176;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2009;3.5;602.0;301.0;
177;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2010;3.8;747.0;390.0;
178;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2011;3.7;731.0;368.0;
179;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2012;3.6;1245.0;413.0;
180;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2013;3.6;667.0;364.0;
181;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2014;3.4;681.0;355.0;1535.0
182;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2015;3.3;708.0;393.0;1635.0
183;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2016;3.9;816.0;443.0;1837.0
184;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2017;4.0;926.0;455.0;1223.0
185;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2018;4.5;997.0;526.0;990.0
186;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2019;4.6;1169.0;634.0;1138.0
187;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2020;5.0;1295.0;687.0;1052.0
188;Totaal milieudomeinen;G-I Handel, vervoer en horeca;2021;5.3;1498.0;782.0;1447.0
189;Totaal milieudomeinen;J Informatie en communicatie;2001;0.1;34.0;13.0;
190;Totaal milieudomeinen;J Informatie en communicatie;2002;0.1;41.0;16.0;
191;Totaal milieudomeinen;J Informatie en communicatie;2003;0.1;41.0;15.0;
192;Totaal milieudomeinen;J Informatie en communicatie;2004;0.1;42.0;15.0;
193;Totaal milieudomeinen;J Informatie en communicatie;2005;0.1;41.0;15.0;
194;Totaal milieudomeinen;J Informatie en communicatie;2006;0.1;45.0;17.0;
195;Totaal milieudomeinen;J Informatie en communicatie;2007;0.1;45.0;17.0;
196;Totaal milieudomeinen;J Informatie en communicatie;2008;0.1;58.0;22.0;
197;Totaal milieudomeinen;J Informatie en communicatie;2009;0.2;58.0;11.0;
198;Totaal milieudomeinen;J Informatie en communicatie;2010;0.2;70.0;27.0;
199;Totaal milieudomeinen;J Informatie en communicatie;2011;0.2;78.0;29.0;
200;Totaal milieudomeinen;J Informatie en communicatie;2012;0.2;89.0;26.0;
201;Totaal milieudomeinen;J Informatie en communicatie;2013;0.3;96.0;29.0;
202;Totaal milieudomeinen;J Informatie en communicatie;2014;0.3;101.0;33.0;7.0
203;Totaal milieudomeinen;J Informatie en communicatie;2015;0.3;90.0;25.0;7.0
204;Totaal milieudomeinen;J Informatie en communicatie;2016;0.4;83.0;33.0;8.0
205;Totaal milieudomeinen;J Informatie en communicatie;2017;0.3;81.0;37.0;10.0
206;Totaal milieudomeinen;J Informatie en communicatie;2018;0.4;96.0;40.0;14.0
207;Totaal milieudomeinen;J Informatie en communicatie;2019;0.4;111.0;43.0;18.0
208;Totaal milieudomeinen;J Informatie en communicatie;2020;0.4;144.0;45.0;12.0
209;Totaal milieudomeinen;J Informatie en communicatie;2021;0.5;149.0;54.0;15.0
210;Totaal milieudomeinen;K Financiële dienstverlening;2001;0.1;24.0;9.0;
211;Totaal milieudomeinen;K Financiële dienstverlening;2002;0.1;27.0;10.0;
212;Totaal milieudomeinen;K Financiële dienstverlening;2003;0.1;27.0;9.0;
213;Totaal milieudomeinen;K Financiële dienstverlening;2004;0.1;29.0;10.0;
214;Totaal milieudomeinen;K Financiële dienstverlening;2005;0.1;26.0;9.0;
215;Totaal milieudomeinen;K Financiële dienstverlening;2006;0.1;25.0;10.0;
216;Totaal milieudomeinen;K Financiële dienstverlening;2007;0.1;28.0;11.0;
217;Totaal milieudomeinen;K Financiële dienstverlening;2008;0.3;90.0;43.0;
218;Totaal milieudomeinen;K Financiële dienstverlening;2009;0.3;82.0;29.0;
219;Totaal milieudomeinen;K Financiële dienstverlening;2010;0.3;93.0;43.0;
220;Totaal milieudomeinen;K Financiële dienstverlening;2011;0.3;99.0;51.0;
221;Totaal milieudomeinen;K Financiële dienstverlening;2012;0.6;168.0;88.0;
222;Totaal milieudomeinen;K Financiële dienstverlening;2013;0.4;107.0;54.0;
223;Totaal milieudomeinen;K Financiële dienstverlening;2014;1.1;313.0;169.0;16.0
224;Totaal milieudomeinen;K Financiële dienstverlening;2015;1.7;482.0;263.0;13.0
225;Totaal milieudomeinen;K Financiële dienstverlening;2016;1.0;317.0;159.0;38.0
226;Totaal milieudomeinen;K Financiële dienstverlening;2017;1.3;391.0;197.0;2.0
227;Totaal milieudomeinen;K Financiële dienstverlening;2018;2.2;643.0;334.0;22.0
228;Totaal milieudomeinen;K Financiële dienstverlening;2019;3.2;932.0;492.0;24.0
229;Totaal milieudomeinen;K Financiële dienstverlening;2020;3.2;921.0;493.0;2.0
230;Totaal milieudomeinen;K Financiële dienstverlening;2021;3.2;949.0;505.0;0.0
231;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2001;;;;
232;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2002;;;;
233;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2003;;;;
234;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2004;;;;
235;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2005;;;;
236;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2006;;;;
237;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2007;;;;
238;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2008;;;;
239;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2009;;;;
240;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2010;;;;
241;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2011;;;;
242;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2012;;;;
243;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2013;;;;
244;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2014;;;;
245;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2015;;;;
246;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2016;;;;
247;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2017;;;;
248;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2018;;;;
249;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2019;;;;
250;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2020;;;;
251;Totaal milieudomeinen;L Verhuur en handel van onroerend goed;2021;;;;
252;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2001;10.4;1208.0;508.0;
253;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2002;10.9;1330.0;563.0;
254;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2003;10.2;1265.0;537.0;
255;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2004;11.1;1438.0;611.0;
256;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2005;11.5;1527.0;624.0;
257;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2006;11.6;1571.0;769.0;
258;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2007;12.0;1662.0;824.0;
259;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2008;13.6;1940.0;958.0;
260;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2009;13.9;1807.0;820.0;
261;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2010;13.0;1840.0;981.0;
262;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2011;12.0;1684.0;910.0;
263;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2012;12.1;1749.0;933.0;
264;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2013;11.6;1836.0;918.0;
265;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2014;11.2;1747.0;874.0;750.0
266;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2015;11.4;1717.0;885.0;730.0
267;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2016;12.7;2085.0;1082.0;794.0
268;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2017;13.6;2305.0;1182.0;596.0
269;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2018;14.6;2729.0;1263.0;938.0
270;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2019;15.1;3071.0;1423.0;1035.0
271;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2020;16.2;3391.0;1549.0;1007.0
272;Totaal milieudomeinen;M-N Zakelijke dienstverlening;2021;16.2;4097.0;1720.0;1047.0
273;Totaal milieudomeinen;O-Q Overheid en zorg;2001;43.4;5577.0;3190.0;
274;Totaal milieudomeinen;O-Q Overheid en zorg;2002;44.6;5823.0;3372.0;
275;Totaal milieudomeinen;O-Q Overheid en zorg;2003;47.1;6211.0;3661.0;
276;Totaal milieudomeinen;O-Q Overheid en zorg;2004;46.0;6539.0;3778.0;
277;Totaal milieudomeinen;O-Q Overheid en zorg;2005;43.4;6604.0;3808.0;
278;Totaal milieudomeinen;O-Q Overheid en zorg;2006;46.8;6951.0;4063.0;
279;Totaal milieudomeinen;O-Q Overheid en zorg;2007;46.1;7195.0;4276.0;
280;Totaal milieudomeinen;O-Q Overheid en zorg;2008;43.4;7484.0;4441.0;
281;Totaal milieudomeinen;O-Q Overheid en zorg;2009;45.7;7947.0;4699.0;
282;Totaal milieudomeinen;O-Q Overheid en zorg;2010;46.6;8458.0;5009.0;
283;Totaal milieudomeinen;O-Q Overheid en zorg;2011;45.9;8540.0;5177.0;
284;Totaal milieudomeinen;O-Q Overheid en zorg;2012;44.2;8721.0;5272.0;
285;Totaal milieudomeinen;O-Q Overheid en zorg;2013;45.3;9243.0;5507.0;
286;Totaal milieudomeinen;O-Q Overheid en zorg;2014;44.7;9527.0;5622.0;5.0
287;Totaal milieudomeinen;O-Q Overheid en zorg;2015;43.4;9628.0;5706.0;5.0
288;Totaal milieudomeinen;O-Q Overheid en zorg;2016;45.2;11016.0;6060.0;10.0
289;Totaal milieudomeinen;O-Q Overheid en zorg;2017;47.3;11314.0;6315.0;12.0
290;Totaal milieudomeinen;O-Q Overheid en zorg;2018;48.6;11779.0;6618.0;10.0
291;Totaal milieudomeinen;O-Q Overheid en zorg;2019;51.0;12600.0;7272.0;4.0
292;Totaal milieudomeinen;O-Q Overheid en zorg;2020;51.0;12740.0;7092.0;3.0
293;Totaal milieudomeinen;O-Q Overheid en zorg;2021;50.5;12152.0;7022.0;3.0
294;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2001;;;;
295;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2002;;;;
296;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2003;;;;
297;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2004;;;;
298;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2005;;;;
299;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2006;;;;
300;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2007;;;;
301;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2008;;;;
302;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2009;;;;
303;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2010;;;;
304;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2011;;;;
305;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2012;;;;
306;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2013;;;;
307;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2014;;;;
308;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2015;;;;
309;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2016;;;;
310;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2017;;;;
311;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2018;;;;
312;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2019;;;;
313;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2020;;;;
314;Totaal milieudomeinen;R-U Cultuur, recreatie, overige diensten;2021;;;;
315;1.Totaal milieubescherming;A-U Alle economische activiteiten;2001;78.2;11783.0;5474.0;
