ID;Milieudomein;BedrijfstakkenBranchesSBI2008;Perioden;ArbeidsvolumeWerkzamePersonen_1;ProductieBasisprijzen_2;BrutoToegevoegdeWaardeBasisprijzen_3;UitvoerBasisprijzen_4
914;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2012;4.0;1112.0;610.0;
915;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2013;5.6;1407.0;795.0;
916;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2014;7.2;1565.0;947.0;0.0
917;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2015;7.4;1500.0;950.0;0.0
918;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2016;7.1;1703.0;1038.0;0.0
919;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2017;7.1;1744.0;1038.0;0.0
920;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2018;8.3;1807.0;1161.0;0.0
921;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2019;8.5;1874.0;1203.0;0.0
922;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2020;9.0;1985.0;1257.0;0.0
923;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2021;8.6;1999.0;1238.0;0.0
924;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2001;;;;
925;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2002;;;;
926;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2003;;;;
927;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2004;;;;
928;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2005;;;;
929;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2006;;;;
930;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2007;;;;
931;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2008;;;;
932;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2009;;;;
933;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2010;;;;
934;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2011;;;;
935;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2012;;;;
936;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2013;;;;
937;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2014;;;;
938;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2015;;;;
939;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2016;;;;
940;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2017;;;;
941;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2018;;;;
942;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2019;;;;
943;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2020;;;;
944;2. Totaal management natuurlijke bronnen;R-U Cultuur, recreatie, overige diensten;2021;;;;
