ID;LandVanHerkomst;Geslacht;Perioden;TotaalAdopties_1;TotaalGewoneAdopties_2;GewoneAdoptiesViaDeRechtbank_3;GewoneAdoptiesViaHaagsAdoptieverdrag_4;Stiefouderadopties_5
91;2;Meisjes;2002;17;15;3;12;2
92;2;Meisjes;2003;8;8;0;8;0
93;2;Meisjes;2004;15;13;1;12;2
94;2;Meisjes;2005;17;17;0;17;0
95;2;Meisjes;2006;8;6;0;6;2
96;2;Jongens;1995;22;19;19;0;3
97;2;Jongens;1996;15;8;8;0;7
98;2;Jongens;1997;17;14;14;0;3
99;2;Jongens;1998;21;15;15;0;6
100;2;Jongens;1999;15;13;6;7;2
101;2;Jongens;2000;26;25;12;13;1
102;2;Jongens;2001;14;14;3;11;0
103;2;Jongens;2002;13;11;1;10;2
104;2;Jongens;2003;13;13;1;12;0
105;2;Jongens;2004;10;10;0;10;0
106;2;Jongens;2005;15;14;1;13;1
107;2;Jongens;2006;19;19;0;19;0
108;3;Totaal kinderen;1995;7;7;7;0;0
109;3;Totaal kinderen;1996;7;7;7;0;0
110;3;Totaal kinderen;1997;27;27;27;0;0
111;3;Totaal kinderen;1998;27;27;27;0;0
112;3;Totaal kinderen;1999;51;48;17;31;3
113;3;Totaal kinderen;2000;39;39;11;28;0
114;3;Totaal kinderen;2001;4;4;3;1;0
115;3;Totaal kinderen;2002;2;0;0;0;2
116;3;Totaal kinderen;2003;0;0;0;0;0
117;3;Totaal kinderen;2004;1;1;1;0;0
118;3;Totaal kinderen;2005;1;0;0;0;1
119;3;Totaal kinderen;2006;0;0;0;0;0
120;3;Meisjes;1995;6;6;6;0;0
121;3;Meisjes;1996;2;2;2;0;0
122;3;Meisjes;1997;10;10;10;0;0
123;3;Meisjes;1998;14;14;14;0;0
124;3;Meisjes;1999;23;21;9;12;2
125;3;Meisjes;2000;24;24;8;16;0
126;3;Meisjes;2001;4;4;3;1;0
127;3;Meisjes;2002;0;0;0;0;0
128;3;Meisjes;2003;0;0;0;0;0
129;3;Meisjes;2004;1;1;1;0;0
130;3;Meisjes;2005;1;0;0;0;1
131;3;Meisjes;2006;0;0;0;0;0
132;3;Jongens;1995;1;1;1;0;0
133;3;Jongens;1996;5;5;5;0;0
134;3;Jongens;1997;17;17;17;0;0
135;3;Jongens;1998;13;13;13;0;0
136;3;Jongens;1999;28;27;8;19;1
137;3;Jongens;2000;15;15;3;12;0
138;3;Jongens;2001;0;0;0;0;0
139;3;Jongens;2002;2;0;0;0;2
140;3;Jongens;2003;0;0;0;0;0
141;3;Jongens;2004;0;0;0;0;0
142;3;Jongens;2005;0;0;0;0;0
143;3;Jongens;2006;0;0;0;0;0
144;4;Totaal kinderen;1995;142;139;139;0;3
145;4;Totaal kinderen;1996;135;135;135;0;0
146;4;Totaal kinderen;1997;166;162;162;0;4
147;4;Totaal kinderen;1998;127;123;123;0;4
148;4;Totaal kinderen;1999;354;351;155;196;3
149;4;Totaal kinderen;2000;351;350;124;226;1
150;4;Totaal kinderen;2001;209;208;18;190;1
151;4;Totaal kinderen;2002;204;204;7;197;0
152;4;Totaal kinderen;2003;174;174;3;171;0
153;4;Totaal kinderen;2004;108;105;1;104;3
154;4;Totaal kinderen;2005;90;90;1;89;0
155;4;Totaal kinderen;2006;82;82;2;80;0
156;4;Meisjes;1995;66;64;64;0;2
157;4;Meisjes;1996;50;50;50;0;0
158;4;Meisjes;1997;72;70;70;0;2
159;4;Meisjes;1998;65;62;62;0;3
160;4;Meisjes;1999;160;158;73;85;2
161;4;Meisjes;2000;158;157;53;104;1
162;4;Meisjes;2001;89;88;9;79;1
163;4;Meisjes;2002;91;91;4;87;0
164;4;Meisjes;2003;80;80;1;79;0
165;4;Meisjes;2004;50;49;0;49;1
166;4;Meisjes;2005;35;35;0;35;0
167;4;Meisjes;2006;33;33;2;31;0
168;4;Jongens;1995;76;75;75;0;1
169;4;Jongens;1996;85;85;85;0;0
170;4;Jongens;1997;94;92;92;0;2
171;4;Jongens;1998;62;61;61;0;1
172;4;Jongens;1999;194;193;82;111;1
173;4;Jongens;2000;193;193;71;122;0
174;4;Jongens;2001;120;120;9;111;0
175;4;Jongens;2002;113;113;3;110;0
176;4;Jongens;2003;94;94;2;92;0
177;4;Jongens;2004;58;56;1;55;2
178;4;Jongens;2005;55;55;1;54;0
179;4;Jongens;2006;49;49;0;49;0
180;5;Totaal kinderen;1995;84;84;84;0;0
181;5;Totaal kinderen;1996;71;71;71;0;0
182;5;Totaal kinderen;1997;67;67;67;0;0
183;5;Totaal kinderen;1998;61;60;60;0;1
184;5;Totaal kinderen;1999;55;54;54;0;1
185;5;Totaal kinderen;2000;50;50;50;0;0
186;5;Totaal kinderen;2001;69;69;40;29;0
187;5;Totaal kinderen;2002;40;40;20;20;0
188;5;Totaal kinderen;2003;37;35;10;25;2
189;5;Totaal kinderen;2004;34;33;3;30;1
190;5;Totaal kinderen;2005;31;30;2;28;1
191;5;Totaal kinderen;2006;15;15;1;14;0
192;5;Meisjes;1995;39;39;39;0;0
193;5;Meisjes;1996;41;41;41;0;0
194;5;Meisjes;1997;25;25;25;0;0
195;5;Meisjes;1998;23;22;22;0;1
196;5;Meisjes;1999;20;20;20;0;0
197;5;Meisjes;2000;20;20;20;0;0
198;5;Meisjes;2001;24;24;19;5;0
199;5;Meisjes;2002;20;20;9;11;0
200;5;Meisjes;2003;10;9;2;7;1
201;5;Meisjes;2004;13;12;0;12;1
202;5;Meisjes;2005;11;10;0;10;1
203;5;Meisjes;2006;7;7;1;6;0
204;5;Jongens;1995;45;45;45;0;0
205;5;Jongens;1996;30;30;30;0;0
206;5;Jongens;1997;42;42;42;0;0
207;5;Jongens;1998;38;38;38;0;0
208;5;Jongens;1999;35;34;34;0;1
209;5;Jongens;2000;30;30;30;0;0
210;5;Jongens;2001;45;45;21;24;0
211;5;Jongens;2002;20;20;11;9;0
212;5;Jongens;2003;27;26;8;18;1
213;5;Jongens;2004;21;21;3;18;0
214;5;Jongens;2005;20;20;2;18;0
215;5;Jongens;2006;8;8;0;8;0
216;Peru;Totaal kinderen;1995;6;5;5;0;1
217;Peru;Totaal kinderen;1996;0;0;0;0;1
218;Peru;Totaal kinderen;1997;2;2;2;0;0
219;Peru;Totaal kinderen;1998;3;2;2;0;1
220;Peru;Totaal kinderen;1999;5;5;2;3;0
221;Peru;Totaal kinderen;2000;7;6;1;5;1
222;Peru;Totaal kinderen;2001;5;4;0;4;1
223;Peru;Totaal kinderen;2002;1;1;0;1;0
224;Peru;Totaal kinderen;2003;5;5;1;4;0
225;Peru;Totaal kinderen;2004;1;1;0;1;0
226;Peru;Totaal kinderen;2005;2;2;0;2;0
227;Peru;Totaal kinderen;2006;4;4;0;4;0
228;Peru;Meisjes;1995;3;3;3;0;0
229;Peru;Meisjes;1996;0;0;0;0;0
230;Peru;Meisjes;1997;1;1;1;0;0
231;Peru;Meisjes;1998;0;0;0;0;1
232;Peru;Meisjes;1999;2;2;1;1;0
233;Peru;Meisjes;2000;2;2;1;1;0
234;Peru;Meisjes;2001;2;1;0;1;1
235;Peru;Meisjes;2002;1;1;0;1;0
236;Peru;Meisjes;2003;2;2;1;1;0
237;Peru;Meisjes;2004;0;0;0;0;0
238;Peru;Meisjes;2005;0;0;0;0;0
239;Peru;Meisjes;2006;2;2;0;2;0
240;Peru;Jongens;1995;3;2;2;0;1
241;Peru;Jongens;1996;0;0;0;0;1
242;Peru;Jongens;1997;1;1;1;0;0
243;Peru;Jongens;1998;2;2;2;0;0
244;Peru;Jongens;1999;3;3;1;2;0
245;Peru;Jongens;2000;5;4;0;4;1
246;Peru;Jongens;2001;3;3;0;3;0
247;Peru;Jongens;2002;0;0;0;0;0
248;Peru;Jongens;2003;3;3;0;3;0
249;Peru;Jongens;2004;1;1;0;1;0
250;Peru;Jongens;2005;2;2;0;2;0
251;Peru;Jongens;2006;2;2;0;2;0
252;Ecuador;Totaal kinderen;1995;0;0;0;0;0
253;Ecuador;Totaal kinderen;1996;0;0;0;0;0
254;Ecuador;Totaal kinderen;1997;0;0;0;0;0
255;Ecuador;Totaal kinderen;1998;0;0;0;0;1
256;Ecuador;Totaal kinderen;1999;7;7;3;4;0
257;Ecuador;Totaal kinderen;2000;7;7;3;4;0
258;Ecuador;Totaal kinderen;2001;8;8;1;7;0
259;Ecuador;Totaal kinderen;2002;4;3;0;3;1
260;Ecuador;Totaal kinderen;2003;0;0;0;0;0
261;Ecuador;Totaal kinderen;2004;3;3;1;2;0
262;Ecuador;Totaal kinderen;2005;1;1;0;1;0
263;Ecuador;Totaal kinderen;2006;1;1;0;1;0
264;Ecuador;Meisjes;1995;0;0;0;0;0
265;Ecuador;Meisjes;1996;0;0;0;0;0
266;Ecuador;Meisjes;1997;0;0;0;0;0
267;Ecuador;Meisjes;1998;0;0;0;0;1
268;Ecuador;Meisjes;1999;3;3;2;1;0
269;Ecuador;Meisjes;2000;2;2;0;2;0
270;Ecuador;Meisjes;2001;4;4;0;4;0
271;Ecuador;Meisjes;2002;1;0;0;0;1
272;Ecuador;Meisjes;2003;0;0;0;0;0
273;Ecuador;Meisjes;2004;3;3;1;2;0
274;Ecuador;Meisjes;2005;0;0;0;0;0
275;Ecuador;Meisjes;2006;0;0;0;0;0
276;Ecuador;Jongens;1995;0;0;0;0;0
277;Ecuador;Jongens;1996;0;0;0;0;0
278;Ecuador;Jongens;1997;0;0;0;0;0
279;Ecuador;Jongens;1998;0;0;0;0;0
280;Ecuador;Jongens;1999;4;4;1;3;0
281;Ecuador;Jongens;2000;5;5;3;2;0
282;Ecuador;Jongens;2001;4;4;1;3;0
283;Ecuador;Jongens;2002;3;3;0;3;0
284;Ecuador;Jongens;2003;0;0;0;0;0
285;Ecuador;Jongens;2004;0;0;0;0;0
286;Ecuador;Jongens;2005;1;1;0;1;0
287;Ecuador;Jongens;2006;1;1;0;1;0
288;6;Totaal kinderen;1995;27;27;27;0;0
289;6;Totaal kinderen;1996;15;15;15;0;0
290;6;Totaal kinderen;1997;65;64;64;0;1
291;6;Totaal kinderen;1998;89;89;89;0;0
292;6;Totaal kinderen;1999;161;160;160;0;1
293;6;Totaal kinderen;2000;249;248;248;0;1
294;6;Totaal kinderen;2001;388;387;387;0;1
295;6;Totaal kinderen;2002;407;406;406;0;1
296;6;Totaal kinderen;2003;411;411;411;0;0
297;6;Totaal kinderen;2004;615;612;612;0;3
298;6;Totaal kinderen;2005;806;805;805;0;1
299;6;Totaal kinderen;2006;476;467;467;0;9
300;6;Meisjes;1995;24;24;24;0;0
301;6;Meisjes;1996;14;14;14;0;0
302;6;Meisjes;1997;58;57;57;0;1
303;6;Meisjes;1998;76;76;76;0;0
304;6;Meisjes;1999;152;151;151;0;1
305;6;Meisjes;2000;231;231;231;0;0
306;6;Meisjes;2001;367;367;367;0;0
307;6;Meisjes;2002;383;383;383;0;0
308;6;Meisjes;2003;365;365;365;0;0
309;6;Meisjes;2004;533;531;531;0;2
310;6;Meisjes;2005;723;723;723;0;0
311;6;Meisjes;2006;390;384;384;0;6
312;6;Jongens;1995;3;3;3;0;0
313;6;Jongens;1996;1;1;1;0;0
314;6;Jongens;1997;7;7;7;0;0
315;6;Jongens;1998;13;13;13;0;0
316;6;Jongens;1999;9;9;9;0;0
317;6;Jongens;2000;18;17;17;0;1
318;6;Jongens;2001;21;20;20;0;1
319;6;Jongens;2002;24;23;23;0;1
320;6;Jongens;2003;46;46;46;0;0
321;6;Jongens;2004;82;81;81;0;1
322;6;Jongens;2005;83;82;82;0;1
323;6;Jongens;2006;86;83;83;0;3
324;7;Totaal kinderen;1995;11;6;6;0;5
325;7;Totaal kinderen;1996;10;7;7;0;3
326;7;Totaal kinderen;1997;22;15;15;0;7
327;7;Totaal kinderen;1998;10;7;7;0;3
328;7;Totaal kinderen;1999;25;24;11;13;1
329;7;Totaal kinderen;2000;16;16;8;8;0
330;7;Totaal kinderen;2001;26;25;7;18;1
331;7;Totaal kinderen;2002;26;24;11;13;2
332;7;Totaal kinderen;2003;17;15;7;8;2
333;7;Totaal kinderen;2004;20;20;9;11;0
334;7;Totaal kinderen;2005;20;18;9;9;2
335;7;Totaal kinderen;2006;18;18;8;10;0
336;7;Meisjes;1995;4;1;1;0;3
337;7;Meisjes;1996;5;2;2;0;3
338;7;Meisjes;1997;7;2;2;0;5
339;7;Meisjes;1998;3;2;2;0;1
340;7;Meisjes;1999;10;10;3;7;0
341;7;Meisjes;2000;4;4;2;2;0
342;7;Meisjes;2001;7;7;2;5;0
343;7;Meisjes;2002;9;7;3;4;2
344;7;Meisjes;2003;6;5;4;1;1
345;7;Meisjes;2004;2;2;1;1;0
346;7;Meisjes;2005;4;3;2;1;1
347;7;Meisjes;2006;3;3;1;2;0
348;7;Jongens;1995;7;5;5;0;2
349;7;Jongens;1996;5;5;5;0;0
350;7;Jongens;1997;15;13;13;0;2
351;7;Jongens;1998;7;5;5;0;2
352;7;Jongens;1999;15;14;8;6;1
353;7;Jongens;2000;12;12;6;6;0
354;7;Jongens;2001;19;18;5;13;1
355;7;Jongens;2002;17;17;8;9;0
356;7;Jongens;2003;11;10;3;7;1
357;7;Jongens;2004;18;18;8;10;0
358;7;Jongens;2005;16;15;7;8;1
359;7;Jongens;2006;15;15;7;8;0
360;8;Totaal kinderen;1995;58;56;56;0;2
361;8;Totaal kinderen;1996;70;69;69;0;1
362;8;Totaal kinderen;1997;33;33;33;0;0
363;8;Totaal kinderen;1998;40;35;35;0;5
364;8;Totaal kinderen;1999;54;54;54;0;0
365;8;Totaal kinderen;2000;56;55;55;0;1
366;8;Totaal kinderen;2001;72;72;72;0;0
367;8;Totaal kinderen;2002;41;41;41;0;0
368;8;Totaal kinderen;2003;44;43;43;0;1
369;8;Totaal kinderen;2004;51;51;22;29;0
370;8;Totaal kinderen;2005;41;41;21;20;0
371;8;Totaal kinderen;2006;34;34;19;15;0
372;8;Meisjes;1995;48;46;46;0;2
373;8;Meisjes;1996;50;50;50;0;0
374;8;Meisjes;1997;26;26;26;0;0
375;8;Meisjes;1998;28;27;27;0;1
376;8;Meisjes;1999;41;41;41;0;0
377;8;Meisjes;2000;37;37;37;0;0
378;8;Meisjes;2001;51;51;51;0;0
379;8;Meisjes;2002;29;29;29;0;0
380;8;Meisjes;2003;29;28;28;0;1
381;8;Meisjes;2004;34;34;17;17;0
382;8;Meisjes;2005;27;27;17;10;0
383;8;Meisjes;2006;18;18;7;11;0
384;8;Jongens;1995;10;10;10;0;0
385;8;Jongens;1996;20;19;19;0;1
386;8;Jongens;1997;7;7;7;0;0
387;8;Jongens;1998;12;8;8;0;4
388;8;Jongens;1999;13;13;13;0;0
389;8;Jongens;2000;19;18;18;0;1
390;8;Jongens;2001;21;21;21;0;0
391;8;Jongens;2002;12;12;12;0;0
392;8;Jongens;2003;15;15;15;0;0
393;8;Jongens;2004;17;17;5;12;0
394;8;Jongens;2005;14;14;4;10;0
395;8;Jongens;2006;16;16;12;4;0
396;9;Totaal kinderen;1995;16;16;16;0;0
397;9;Totaal kinderen;1996;20;20;20;0;0
398;9;Totaal kinderen;1997;20;20;20;0;0
399;9;Totaal kinderen;1998;32;31;31;0;1
400;9;Totaal kinderen;1999;37;37;37;0;0
401;9;Totaal kinderen;2000;71;71;71;0;0
402;9;Totaal kinderen;2001;59;59;59;0;0
403;9;Totaal kinderen;2002;48;48;48;0;0
404;9;Totaal kinderen;2003;24;24;24;0;0
405;9;Totaal kinderen;2004;19;19;19;0;0
406;9;Totaal kinderen;2005;2;2;2;0;0
407;9;Totaal kinderen;2006;1;1;1;0;0
408;9;Meisjes;1995;9;9;9;0;0
409;9;Meisjes;1996;7;7;7;0;0
410;9;Meisjes;1997;6;6;6;0;0
411;9;Meisjes;1998;12;12;12;0;0
412;9;Meisjes;1999;20;20;20;0;0
413;9;Meisjes;2000;31;31;31;0;0
414;9;Meisjes;2001;28;28;28;0;0
415;9;Meisjes;2002;17;17;17;0;0
416;9;Meisjes;2003;13;13;13;0;0
417;9;Meisjes;2004;9;9;9;0;0
418;9;Meisjes;2005;1;1;1;0;0
419;9;Meisjes;2006;1;1;1;0;0
420;9;Jongens;1995;7;7;7;0;0
421;9;Jongens;1996;13;13;13;0;0
422;9;Jongens;1997;14;14;14;0;0
423;9;Jongens;1998;20;19;19;0;1
424;9;Jongens;1999;17;17;17;0;0
425;9;Jongens;2000;40;40;40;0;0
426;9;Jongens;2001;31;31;31;0;0
427;9;Jongens;2002;31;31;31;0;0
428;9;Jongens;2003;11;11;11;0;0
429;9;Jongens;2004;10;10;10;0;0
430;9;Jongens;2005;1;1;1;0;0
431;9;Jongens;2006;0;0;0;0;0
432;Sri Lanka;Totaal kinderen;1995;69;68;68;0;1
433;Sri Lanka;Totaal kinderen;1996;34;34;34;0;0
434;Sri Lanka;Totaal kinderen;1997;10;9;9;0;1
435;Sri Lanka;Totaal kinderen;1998;4;4;4;0;0
436;Sri Lanka;Totaal kinderen;1999;7;6;2;4;1
437;Sri Lanka;Totaal kinderen;2000;6;6;4;2;0
438;Sri Lanka;Totaal kinderen;2001;6;5;0;5;1
439;Sri Lanka;Totaal kinderen;2002;7;7;1;6;0
440;Sri Lanka;Totaal kinderen;2003;8;8;0;8;0
441;Sri Lanka;Totaal kinderen;2004;10;10;1;9;0
442;Sri Lanka;Totaal kinderen;2005;10;10;1;9;0
443;Sri Lanka;Totaal kinderen;2006;10;10;0;10;0
444;Sri Lanka;Meisjes;1995;39;38;38;0;1
445;Sri Lanka;Meisjes;1996;10;10;10;0;0
446;Sri Lanka;Meisjes;1997;6;5;5;0;1
447;Sri Lanka;Meisjes;1998;1;1;1;0;0
448;Sri Lanka;Meisjes;1999;1;1;0;1;0
449;Sri Lanka;Meisjes;2000;4;4;2;2;0
450;Sri Lanka;Meisjes;2001;3;2;0;2;1
451;Sri Lanka;Meisjes;2002;5;5;1;4;0
452;Sri Lanka;Meisjes;2003;6;6;0;6;0
453;Sri Lanka;Meisjes;2004;5;5;0;5;0
454;Sri Lanka;Meisjes;2005;4;4;0;4;0
455;Sri Lanka;Meisjes;2006;5;5;0;5;0
456;Sri Lanka;Jongens;1995;30;30;30;0;0
457;Sri Lanka;Jongens;1996;24;24;24;0;0
458;Sri Lanka;Jongens;1997;4;4;4;0;0
459;Sri Lanka;Jongens;1998;3;3;3;0;0
460;Sri Lanka;Jongens;1999;6;5;2;3;1
461;Sri Lanka;Jongens;2000;2;2;2;0;0
462;Sri Lanka;Jongens;2001;3;3;0;3;0
463;Sri Lanka;Jongens;2002;2;2;0;2;0
464;Sri Lanka;Jongens;2003;2;2;0;2;0
465;Sri Lanka;Jongens;2004;5;5;1;4;0
466;Sri Lanka;Jongens;2005;6;6;1;5;0
467;Sri Lanka;Jongens;2006;5;5;0;5;0
468;Taiwan;Totaal kinderen;1995;50;50;50;0;0
469;Taiwan;Totaal kinderen;1996;109;109;109;0;0
470;Taiwan;Totaal kinderen;1997;87;87;87;0;0
471;Taiwan;Totaal kinderen;1998;38;38;38;0;0
472;Taiwan;Totaal kinderen;1999;50;50;50;0;0
473;Taiwan;Totaal kinderen;2000;24;24;24;0;0
474;Taiwan;Totaal kinderen;2001;32;32;32;0;0
475;Taiwan;Totaal kinderen;2002;37;37;37;0;0
476;Taiwan;Totaal kinderen;2003;47;47;47;0;0
477;Taiwan;Totaal kinderen;2004;88;87;87;0;1
478;Taiwan;Totaal kinderen;2005;48;48;48;0;0
479;Taiwan;Totaal kinderen;2006;25;23;23;0;2
480;Taiwan;Meisjes;1995;29;29;29;0;0
481;Taiwan;Meisjes;1996;98;98;98;0;0
482;Taiwan;Meisjes;1997;59;59;59;0;0
483;Taiwan;Meisjes;1998;14;14;14;0;0
484;Taiwan;Meisjes;1999;26;26;26;0;0
485;Taiwan;Meisjes;2000;18;18;18;0;0
486;Taiwan;Meisjes;2001;18;18;18;0;0
487;Taiwan;Meisjes;2002;19;19;19;0;0
488;Taiwan;Meisjes;2003;26;26;26;0;0
489;Taiwan;Meisjes;2004;57;56;56;0;1
490;Taiwan;Meisjes;2005;23;23;23;0;0
491;Taiwan;Meisjes;2006;10;9;9;0;1
492;Taiwan;Jongens;1995;21;21;21;0;0
493;Taiwan;Jongens;1996;11;11;11;0;0
494;Taiwan;Jongens;1997;28;28;28;0;0
495;Taiwan;Jongens;1998;24;24;24;0;0
496;Taiwan;Jongens;1999;24;24;24;0;0
497;Taiwan;Jongens;2000;6;6;6;0;0
498;Taiwan;Jongens;2001;14;14;14;0;0
499;Taiwan;Jongens;2002;18;18;18;0;0
500;Taiwan;Jongens;2003;21;21;21;0;0
501;Taiwan;Jongens;2004;31;31;31;0;0
502;Taiwan;Jongens;2005;25;25;25;0;0
503;Taiwan;Jongens;2006;15;14;14;0;1
504;Thailand;Totaal kinderen;1995;23;23;23;0;0
505;Thailand;Totaal kinderen;1996;20;18;18;0;2
506;Thailand;Totaal kinderen;1997;32;30;30;0;2
507;Thailand;Totaal kinderen;1998;28;24;24;0;4
508;Thailand;Totaal kinderen;1999;26;26;26;0;0
509;Thailand;Totaal kinderen;2000;25;20;20;0;5
510;Thailand;Totaal kinderen;2001;29;29;29;0;0
511;Thailand;Totaal kinderen;2002;17;16;16;0;1
512;Thailand;Totaal kinderen;2003;15;13;13;0;2
513;Thailand;Totaal kinderen;2004;21;17;17;0;4
514;Thailand;Totaal kinderen;2005;19;18;5;13;1
515;Thailand;Totaal kinderen;2006;33;33;17;16;0
516;Thailand;Meisjes;1995;7;7;7;0;0
517;Thailand;Meisjes;1996;3;3;3;0;0
518;Thailand;Meisjes;1997;1;1;1;0;0
519;Thailand;Meisjes;1998;9;7;7;0;2
520;Thailand;Meisjes;1999;4;4;4;0;0
521;Thailand;Meisjes;2000;4;2;2;0;2
522;Thailand;Meisjes;2001;8;8;8;0;0
523;Thailand;Meisjes;2002;6;5;5;0;1
524;Thailand;Meisjes;2003;7;6;6;0;1
525;Thailand;Meisjes;2004;5;2;2;0;3
526;Thailand;Meisjes;2005;0;0;0;0;0
527;Thailand;Meisjes;2006;1;1;0;1;0
528;Thailand;Jongens;1995;16;16;16;0;0
529;Thailand;Jongens;1996;17;15;15;0;2
530;Thailand;Jongens;1997;31;29;29;0;2
531;Thailand;Jongens;1998;19;17;17;0;2
532;Thailand;Jongens;1999;22;22;22;0;0
533;Thailand;Jongens;2000;21;18;18;0;3
534;Thailand;Jongens;2001;21;21;21;0;0
535;Thailand;Jongens;2002;11;11;11;0;0
536;Thailand;Jongens;2003;8;7;7;0;1
537;Thailand;Jongens;2004;16;15;15;0;1
538;Thailand;Jongens;2005;19;18;5;13;1
539;Thailand;Jongens;2006;32;32;17;15;0
540;Zuid-Afrika;Totaal kinderen;1995;0;0;0;0;0
541;Zuid-Afrika;Totaal kinderen;1996;2;2;2;0;0
542;Zuid-Afrika;Totaal kinderen;1997;0;0;0;0;1
543;Zuid-Afrika;Totaal kinderen;1998;1;1;1;0;0
544;Zuid-Afrika;Totaal kinderen;1999;1;0;0;0;1
545;Zuid-Afrika;Totaal kinderen;2000;0;0;0;0;0
546;Zuid-Afrika;Totaal kinderen;2001;2;2;2;0;0
547;Zuid-Afrika;Totaal kinderen;2002;9;9;9;0;0
