ID;Geslacht;Leeftijd;IndicatieZZVEnOfZMV;GebruikZZVEnOfZMV;RegioS;Perioden;PersMetIndicatieGebruikInJaar_1;PersMetIndicatieGebruikInJaar_2;PersMetIndicatieGebruikOpPeildatum_3
171;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Utrecht (PV);2012;;;
172;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Utrecht (PV);2013;;;
173;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Utrecht (PV);2014;;;
174;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Noord-Holland (PV);2009;;;
175;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Noord-Holland (PV);2010;;;
176;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Noord-Holland (PV);2011;;;
177;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Noord-Holland (PV);2012;;;
178;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Noord-Holland (PV);2013;;;
179;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Noord-Holland (PV);2014;;;
180;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Zuid-Holland (PV);2009;;;
181;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Zuid-Holland (PV);2010;;;
182;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Zuid-Holland (PV);2011;;;
183;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Zuid-Holland (PV);2012;;;
184;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Zuid-Holland (PV);2013;;;
185;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Zuid-Holland (PV);2014;;;
186;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Zeeland (PV);2009;;;
187;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Zeeland (PV);2010;;;
188;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Zeeland (PV);2011;;;
189;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Zeeland (PV);2012;;;
190;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Zeeland (PV);2013;;;
191;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Zeeland (PV);2014;;;
192;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Noord-Brabant (PV);2009;;;
193;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Noord-Brabant (PV);2010;;;
194;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Noord-Brabant (PV);2011;;;
195;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Noord-Brabant (PV);2012;;;
196;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Noord-Brabant (PV);2013;;;
197;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Noord-Brabant (PV);2014;;;
198;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Limburg (PV);2009;;;
199;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Limburg (PV);2010;;;
200;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Limburg (PV);2011;;;
201;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Limburg (PV);2012;;;
202;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Limburg (PV);2013;;;
203;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV en/of ZMV;Limburg (PV);2014;;;
204;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Nederland;2009;;;
205;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Nederland;2010;;;
206;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Nederland;2011;;;
207;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Nederland;2012;;;
208;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Nederland;2013;;;
209;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Nederland;2014;;;
210;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Nederland (LD);2009;;;
211;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Nederland (LD);2010;;;
212;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Nederland (LD);2011;;;
213;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Nederland (LD);2012;;;
214;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Nederland (LD);2013;;;
215;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Nederland (LD);2014;;;
216;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Oost-Nederland (LD);2009;;;
217;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Oost-Nederland (LD);2010;;;
218;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Oost-Nederland (LD);2011;;;
219;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Oost-Nederland (LD);2012;;;
220;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Oost-Nederland (LD);2013;;;
221;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Oost-Nederland (LD);2014;;;
222;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;West-Nederland (LD);2009;;;
223;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;West-Nederland (LD);2010;;;
224;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;West-Nederland (LD);2011;;;
225;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;West-Nederland (LD);2012;;;
226;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;West-Nederland (LD);2013;;;
227;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;West-Nederland (LD);2014;;;
228;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Nederland (LD);2009;;;
229;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Nederland (LD);2010;;;
230;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Nederland (LD);2011;;;
231;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Nederland (LD);2012;;;
232;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Nederland (LD);2013;;;
233;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Nederland (LD);2014;;;
234;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Groningen (PV);2009;;;
235;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Groningen (PV);2010;;;
236;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Groningen (PV);2011;;;
237;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Groningen (PV);2012;;;
238;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Groningen (PV);2013;;;
239;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Groningen (PV);2014;;;
240;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Friesland (PV);2009;;;
241;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Friesland (PV);2010;;;
242;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Friesland (PV);2011;;;
243;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Friesland (PV);2012;;;
244;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Friesland (PV);2013;;;
245;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Friesland (PV);2014;;;
246;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Drenthe (PV);2009;;;
247;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Drenthe (PV);2010;;;
248;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Drenthe (PV);2011;;;
249;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Drenthe (PV);2012;;;
250;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Drenthe (PV);2013;;;
251;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Drenthe (PV);2014;;;
252;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Overijssel (PV);2009;;;
253;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Overijssel (PV);2010;;;
254;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Overijssel (PV);2011;;;
255;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Overijssel (PV);2012;;;
256;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Overijssel (PV);2013;;;
257;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Overijssel (PV);2014;;;
258;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Flevoland (PV);2009;;;
259;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Flevoland (PV);2010;;;
260;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Flevoland (PV);2011;;;
261;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Flevoland (PV);2012;;;
262;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Flevoland (PV);2013;;;
263;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Flevoland (PV);2014;;;
264;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Gelderland (PV);2009;;;
265;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Gelderland (PV);2010;;;
266;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Gelderland (PV);2011;;;
267;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Gelderland (PV);2012;;;
268;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Gelderland (PV);2013;;;
269;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Gelderland (PV);2014;;;
270;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Utrecht (PV);2009;;;
271;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Utrecht (PV);2010;;;
272;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Utrecht (PV);2011;;;
273;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Utrecht (PV);2012;;;
274;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Utrecht (PV);2013;;;
275;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Utrecht (PV);2014;;;
276;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Holland (PV);2009;;;
277;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Holland (PV);2010;;;
278;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Holland (PV);2011;;;
279;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Holland (PV);2012;;;
280;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Holland (PV);2013;;;
281;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Holland (PV);2014;;;
282;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Holland (PV);2009;;;
283;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Holland (PV);2010;;;
284;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Holland (PV);2011;;;
285;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Holland (PV);2012;;;
286;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Holland (PV);2013;;;
287;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Holland (PV);2014;;;
288;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zeeland (PV);2009;;;
289;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zeeland (PV);2010;;;
290;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zeeland (PV);2011;;;
291;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zeeland (PV);2012;;;
292;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zeeland (PV);2013;;;
293;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zeeland (PV);2014;;;
294;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Brabant (PV);2009;;;
295;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Brabant (PV);2010;;;
296;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Brabant (PV);2011;;;
297;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Brabant (PV);2012;;;
298;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Brabant (PV);2013;;;
299;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Brabant (PV);2014;;;
300;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Limburg (PV);2009;;;
301;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Limburg (PV);2010;;;
302;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Limburg (PV);2011;;;
303;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Limburg (PV);2012;;;
304;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Limburg (PV);2013;;;
305;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZZV-AWBZ;Limburg (PV);2014;;;
306;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Nederland;2009;;;
307;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Nederland;2010;;;
308;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Nederland;2011;;;
309;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Nederland;2012;;;
310;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Nederland;2013;;;
311;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Nederland;2014;;;
312;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Noord-Nederland (LD);2009;;;
313;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Noord-Nederland (LD);2010;;;
314;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Noord-Nederland (LD);2011;;;
315;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Noord-Nederland (LD);2012;;;
316;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Noord-Nederland (LD);2013;;;
317;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Noord-Nederland (LD);2014;;;
318;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Oost-Nederland (LD);2009;;;
319;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Oost-Nederland (LD);2010;;;
320;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Oost-Nederland (LD);2011;;;
321;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Oost-Nederland (LD);2012;;;
322;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Oost-Nederland (LD);2013;;;
323;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Oost-Nederland (LD);2014;;;
324;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;West-Nederland (LD);2009;;;
325;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;West-Nederland (LD);2010;;;
326;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;West-Nederland (LD);2011;;;
327;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;West-Nederland (LD);2012;;;
328;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;West-Nederland (LD);2013;;;
329;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;West-Nederland (LD);2014;;;
330;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Zuid-Nederland (LD);2009;;;
331;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Zuid-Nederland (LD);2010;;;
332;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Zuid-Nederland (LD);2011;;;
333;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Zuid-Nederland (LD);2012;;;
334;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Zuid-Nederland (LD);2013;;;
335;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZZV-Wmo en/of ZMV-AWBZ;Zuid-Nederland (LD);2014;;;
